order,关卡类型,难度,campaignType,chains,width,height,theme,subtheme,shapeRole,difficultyBand,maskName,displayShapeId,maskWidth,maskHeight,maskArea,maskCoverage,maskFill,levelId,sourceAsset,exportAsset,shapeSourceAsset,suggestedRevealPng,suggestedThumbPng,suggestedNameKey
153,普通,1,shape_character,101,30,42,Character,animals-mascots,character,main,MainRaisedHandMascotTall,shape_main_raised_hand_mascot_tall,30,42,846,0.671,0.982,r2_outer_strong_005_r2_006_a401_procmask_21_long_maskproceduralvertical_30x42-mainraisedhandmascottall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_21_long_maskproceduralvertical_30x42-mainraisedhandmascottall_20260611_110517.asset,Levels/153_shape_character_r2_outer_strong_005_r2_006_a401_procmask_21_long_maskproceduralvertical_30x42-mainraisedhandmasc.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_21_long_maskproceduralvertical_30x42-mainraisedhandmascottall_20260611_110517.asset,Art/ShapeReveal/shape_main_raised_hand_mascot_tall.png,Art/ShapeRevealThumb/shape_main_raised_hand_mascot_tall_thumb.png,shape.name.shape_main_raised_hand_mascot_tall
158,普通,1,shape_symbol,100,30,42,Symbol,letters-symbols,symbol,main,MainDistinctLetterMTall,shape_main_distinct_letter_mtall,30,42,762,0.605,0.982,r2_outer_strong_005_r2_006_a401_procmask_106_onion_maskproceduralvertical_30x42-maindistinctlettermtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_106_onion_maskproceduralvertical_30x42-maindistinctlettermtall_20260611_111521.asset,Levels/158_shape_symbol_r2_outer_strong_005_r2_006_a401_procmask_106_onion_maskproceduralvertical_30x42-maindistinctlett.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_106_onion_maskproceduralvertical_30x42-maindistinctlettermtall_20260611_111521.asset,Art/ShapeReveal/shape_main_distinct_letter_mtall.png,Art/ShapeRevealThumb/shape_main_distinct_letter_mtall_thumb.png,shape.name.shape_main_distinct_letter_mtall
163,普通,1,shape_ocean,101,32,42,Ocean,sea-creature,creature,main,MainOceanPufferfishTall,shape_main_ocean_pufferfish_tall,32,42,773,0.575,0.977,r2_outer_strong_005_r2_006_a401_procmask_66_onion_maskproceduralvertical_32x42-mainoceanpufferfishtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_66_onion_maskproceduralvertical_32x42-mainoceanpufferfishtall_20260611_111229.asset,Levels/163_shape_ocean_r2_outer_strong_005_r2_006_a401_procmask_66_onion_maskproceduralvertical_32x42-mainoceanpufferfi.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_66_onion_maskproceduralvertical_32x42-mainoceanpufferfishtall_20260611_111229.asset,Art/ShapeReveal/shape_main_ocean_pufferfish_tall.png,Art/ShapeRevealThumb/shape_main_ocean_pufferfish_tall_thumb.png,shape.name.shape_main_ocean_pufferfish_tall
168,普通,1,shape_object,100,28,42,Object,tools-items,object,main,MainDistinctBootTall,shape_main_distinct_boot_tall,28,42,660,0.561,0.986,r2_outer_strong_005_r2_006_a401_procmask_102_onion_maskproceduralvertical_28x42-maindistinctboottall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_102_onion_maskproceduralvertical_28x42-maindistinctboottall_20260611_111510.asset,Levels/168_shape_object_r2_outer_strong_005_r2_006_a401_procmask_102_onion_maskproceduralvertical_28x42-maindistinctboot.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_102_onion_maskproceduralvertical_28x42-maindistinctboottall_20260611_111510.asset,Art/ShapeReveal/shape_main_distinct_boot_tall.png,Art/ShapeRevealThumb/shape_main_distinct_boot_tall_thumb.png,shape.name.shape_main_distinct_boot_tall
173,普通,1,shape_magic,104,28,40,Magic,alchemy,object,main,MainCandleTall,shape_main_candle_tall,28,40,764,0.682,0.986,r2_outer_strong_005_r2_006_a401_procmask_08_onion_maskproceduralvertical_28x40-maincandletall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_08_onion_maskproceduralvertical_28x40-maincandletall_20260611_110439.asset,Levels/173_shape_magic_r2_outer_strong_005_r2_006_a401_procmask_08_onion_maskproceduralvertical_28x40-maincandletall.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_08_onion_maskproceduralvertical_28x40-maincandletall_20260611_110439.asset,Art/ShapeReveal/shape_main_candle_tall.png,Art/ShapeRevealThumb/shape_main_candle_tall_thumb.png,shape.name.shape_main_candle_tall
178,普通,1,shape_art,104,30,42,Art,studio,character,main,MainPainterBustTall,shape_main_painter_bust_tall,30,42,758,0.602,0.985,r2_outer_strong_005_r2_006_a401_procmask_27_onion_maskproceduralvertical_30x42-mainpainterbusttall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_27_onion_maskproceduralvertical_30x42-mainpainterbusttall_20260611_110536.asset,Levels/178_shape_art_r2_outer_strong_005_r2_006_a401_procmask_27_onion_maskproceduralvertical_30x42-mainpainterbustta.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_27_onion_maskproceduralvertical_30x42-mainpainterbusttall_20260611_110536.asset,Art/ShapeReveal/shape_main_painter_bust_tall.png,Art/ShapeRevealThumb/shape_main_painter_bust_tall_thumb.png,shape.name.shape_main_painter_bust_tall
183,普通,1,shape_ocean,104,28,42,Ocean,shoreline,object,main,MainOceanShellTall,shape_main_ocean_shell_tall,28,42,738,0.628,0.98,r2_outer_strong_005_r2_006_a401_procmask_60_onion_maskproceduralvertical_28x42-mainoceanshelltall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_60_onion_maskproceduralvertical_28x42-mainoceanshelltall_20260611_111207.asset,Levels/183_shape_ocean_r2_outer_strong_005_r2_006_a401_procmask_60_onion_maskproceduralvertical_28x42-mainoceanshelltal.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_60_onion_maskproceduralvertical_28x42-mainoceanshelltall_20260611_111207.asset,Art/ShapeReveal/shape_main_ocean_shell_tall.png,Art/ShapeRevealThumb/shape_main_ocean_shell_tall_thumb.png,shape.name.shape_main_ocean_shell_tall
187,普通,1,shape_landmark,105,30,44,Landmark,architecture,landmark,main,MainClockTowerTall,shape_main_clock_tower_tall,30,44,762,0.577,0.983,r2_outer_strong_005_r2_006_a401_procmask_33_onion_maskproceduralvertical_30x44-mainclocktowertall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_33_onion_maskproceduralvertical_30x44-mainclocktowertall_20260611_110755.asset,Levels/187_shape_landmark_r2_outer_strong_005_r2_006_a401_procmask_33_onion_maskproceduralvertical_30x44-mainclocktowertal.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_33_onion_maskproceduralvertical_30x44-mainclocktowertall_20260611_110755.asset,Art/ShapeReveal/shape_main_clock_tower_tall.png,Art/ShapeRevealThumb/shape_main_clock_tower_tall_thumb.png,shape.name.shape_main_clock_tower_tall
193,普通,1,shape_ocean,102,30,40,Ocean,shoreline,object,main,MainOceanStarfishTall,shape_main_ocean_starfish_tall,30,40,704,0.587,0.979,r2_outer_strong_005_r2_006_a401_procmask_61_onion_maskproceduralvertical_30x40-mainoceanstarfishtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_61_onion_maskproceduralvertical_30x40-mainoceanstarfishtall_20260611_111208.asset,Levels/193_shape_ocean_r2_outer_strong_005_r2_006_a401_procmask_61_onion_maskproceduralvertical_30x40-mainoceanstarfish.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_61_onion_maskproceduralvertical_30x40-mainoceanstarfishtall_20260611_111208.asset,Art/ShapeReveal/shape_main_ocean_starfish_tall.png,Art/ShapeRevealThumb/shape_main_ocean_starfish_tall_thumb.png,shape.name.shape_main_ocean_starfish_tall
198,普通,1,shape_object,105,30,42,Object,tools-items,object,main,MainDistinctPlugTall,shape_main_distinct_plug_tall,30,42,728,0.578,0.986,r2_outer_strong_005_r2_006_a401_procmask_104_onion_maskproceduralvertical_30x42-maindistinctplugtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_104_onion_maskproceduralvertical_30x42-maindistinctplugtall_20260611_111517.asset,Levels/198_shape_object_r2_outer_strong_005_r2_006_a401_procmask_104_onion_maskproceduralvertical_30x42-maindistinctplug.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_104_onion_maskproceduralvertical_30x42-maindistinctplugtall_20260611_111517.asset,Art/ShapeReveal/shape_main_distinct_plug_tall.png,Art/ShapeRevealThumb/shape_main_distinct_plug_tall_thumb.png,shape.name.shape_main_distinct_plug_tall
203,普通,1,shape_ocean,103,30,42,Ocean,diving-gear,equipment,main,MainOceanFlippersTall,shape_main_ocean_flippers_tall,30,42,753,0.598,0.983,r2_outer_strong_005_r2_006_a401_procmask_63_onion_maskproceduralvertical_30x42-mainoceanflipperstall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_63_onion_maskproceduralvertical_30x42-mainoceanflipperstall_20260611_111223.asset,Levels/203_shape_ocean_r2_outer_strong_005_r2_006_a401_procmask_63_onion_maskproceduralvertical_30x42-mainoceanflippers.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_63_onion_maskproceduralvertical_30x42-mainoceanflipperstall_20260611_111223.asset,Art/ShapeReveal/shape_main_ocean_flippers_tall.png,Art/ShapeRevealThumb/shape_main_ocean_flippers_tall_thumb.png,shape.name.shape_main_ocean_flippers_tall
207,普通,1,shape_music,103,30,42,Music,stage,object,main,MainMusicHeadphonesTall,shape_main_music_headphones_tall,30,42,735,0.583,0.978,r2_outer_strong_005_r2_006_a401_procmask_supp_05_onion_maskfinalsupplement_30x42-mainmusicheadphonestall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_05_onion_maskfinalsupplement_30x42-mainmusicheadphonestall_20260611_124310.asset,Levels/207_shape_music_r2_outer_strong_005_r2_006_a401_procmask_supp_05_onion_maskfinalsupplement_30x42-mainmusicheadph.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_05_onion_maskfinalsupplement_30x42-mainmusicheadphonestall_20260611_124310.asset,Art/ShapeReveal/shape_main_music_headphones_tall.png,Art/ShapeRevealThumb/shape_main_music_headphones_tall_thumb.png,shape.name.shape_main_music_headphones_tall
213,普通,1,shape_nature,106,30,42,Nature,plants-creatures,natural,main,MainCactusTall,shape_main_cactus_tall,30,42,767,0.609,0.982,r2_outer_strong_005_r2_006_a401_procmask_07_onion_maskproceduralvertical_30x42-maincactustall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_07_onion_maskproceduralvertical_30x42-maincactustall_20260611_110436.asset,Levels/213_shape_nature_r2_outer_strong_005_r2_006_a401_procmask_07_onion_maskproceduralvertical_30x42-maincactustall.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_07_onion_maskproceduralvertical_30x42-maincactustall_20260611_110436.asset,Art/ShapeReveal/shape_main_cactus_tall.png,Art/ShapeRevealThumb/shape_main_cactus_tall_thumb.png,shape.name.shape_main_cactus_tall
218,普通,1,shape_vehicle,106,30,42,Vehicle,transport,vehicle,main,MainTrainFrontTall,shape_main_train_front_tall,30,42,754,0.598,0.979,r2_outer_strong_005_r2_006_a401_procmask_16_onion_maskproceduralvertical_30x42-maintrainfronttall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_16_onion_maskproceduralvertical_30x42-maintrainfronttall_20260611_110458.asset,Levels/218_shape_vehicle_r2_outer_strong_005_r2_006_a401_procmask_16_onion_maskproceduralvertical_30x42-maintrainfronttal.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_16_onion_maskproceduralvertical_30x42-maintrainfronttall_20260611_110458.asset,Art/ShapeReveal/shape_main_train_front_tall.png,Art/ShapeRevealThumb/shape_main_train_front_tall_thumb.png,shape.name.shape_main_train_front_tall
223,普通,1,shape_music,103,30,42,Music,stage,object,main,MainMusicDrumTall,shape_main_music_drum_tall,30,42,688,0.546,0.977,r2_outer_strong_005_r2_006_a401_procmask_supp_08_onion_maskfinalsupplement_30x42-mainmusicdrumtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_08_onion_maskfinalsupplement_30x42-mainmusicdrumtall_20260611_124316.asset,Levels/223_shape_music_r2_outer_strong_005_r2_006_a401_procmask_supp_08_onion_maskfinalsupplement_30x42-mainmusicdrumta.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_08_onion_maskfinalsupplement_30x42-mainmusicdrumtall_20260611_124316.asset,Art/ShapeReveal/shape_main_music_drum_tall.png,Art/ShapeRevealThumb/shape_main_music_drum_tall_thumb.png,shape.name.shape_main_music_drum_tall
228,普通,1,shape_magic,109,30,42,Magic,creature,creature,main,MainDistinctGhostTall,shape_main_distinct_ghost_tall,30,42,970,0.770,0.975,r2_outer_strong_005_r2_006_a401_procmask_97_long_maskproceduralvertical_30x42-maindistinctghosttall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_97_long_maskproceduralvertical_30x42-maindistinctghosttall_20260611_111455.asset,Levels/228_shape_magic_r2_outer_strong_005_r2_006_a401_procmask_97_long_maskproceduralvertical_30x42-maindistinctghostt.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_97_long_maskproceduralvertical_30x42-maindistinctghosttall_20260611_111455.asset,Art/ShapeReveal/shape_main_distinct_ghost_tall.png,Art/ShapeRevealThumb/shape_main_distinct_ghost_tall_thumb.png,shape.name.shape_main_distinct_ghost_tall
233,普通,1,shape_object,108,34,46,Object,tools-items,object,transition,TransitionDistinctScissorsTall,shape_transition_distinct_scissors_tall,34,46,784,0.501,0.977,r2_outer_strong_005_r2_006_a401_procmask_110_onion_maskproceduralvertical_34x46-transitiondistinctscissorstall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_110_onion_maskproceduralvertical_34x46-transitiondistinctscissorstall_20260611_111640.asset,Levels/233_shape_object_r2_outer_strong_005_r2_006_a401_procmask_110_onion_maskproceduralvertical_34x46-transitiondistin.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_110_onion_maskproceduralvertical_34x46-transitiondistinctscissorstall_20260611_111640.asset,Art/ShapeReveal/shape_transition_distinct_scissors_tall.png,Art/ShapeRevealThumb/shape_transition_distinct_scissors_tall_thumb.png,shape.name.shape_transition_distinct_scissors_tall
238,普通,1,shape_character,108,30,42,Character,animals-mascots,character,main,MainSnowmanTall,shape_main_snowman_tall,30,42,788,0.625,0.98,r2_outer_strong_005_r2_006_a401_procmask_15_onion_maskproceduralvertical_30x42-mainsnowmantall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_15_onion_maskproceduralvertical_30x42-mainsnowmantall_20260611_110455.asset,Levels/238_shape_character_r2_outer_strong_005_r2_006_a401_procmask_15_onion_maskproceduralvertical_30x42-mainsnowmantall.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_15_onion_maskproceduralvertical_30x42-mainsnowmantall_20260611_110455.asset,Art/ShapeReveal/shape_main_snowman_tall.png,Art/ShapeRevealThumb/shape_main_snowman_tall_thumb.png,shape.name.shape_main_snowman_tall
243,普通,1,shape_space,111,30,42,Space,sci-fi,character,main,MainAstronautMascotTall,shape_main_astronaut_mascot_tall,30,42,822,0.652,0.985,r2_outer_strong_005_r2_006_a401_procmask_23_onion_maskproceduralvertical_30x42-mainastronautmascottall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_23_onion_maskproceduralvertical_30x42-mainastronautmascottall_20260611_110521.asset,Levels/243_shape_space_r2_outer_strong_005_r2_006_a401_procmask_23_onion_maskproceduralvertical_30x42-mainastronautmasc.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_23_onion_maskproceduralvertical_30x42-mainastronautmascottall_20260611_110521.asset,Art/ShapeReveal/shape_main_astronaut_mascot_tall.png,Art/ShapeRevealThumb/shape_main_astronaut_mascot_tall_thumb.png,shape.name.shape_main_astronaut_mascot_tall
247,普通,1,shape_object,109,28,42,Object,tools-items,object,main,MainDistinctMittenTall,shape_main_distinct_mitten_tall,28,42,784,0.667,0.978,r2_outer_strong_005_r2_006_a401_procmask_103_onion_maskproceduralvertical_28x42-maindistinctmittentall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_103_onion_maskproceduralvertical_28x42-maindistinctmittentall_20260611_111515.asset,Levels/247_shape_object_r2_outer_strong_005_r2_006_a401_procmask_103_onion_maskproceduralvertical_28x42-maindistinctmitt.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_103_onion_maskproceduralvertical_28x42-maindistinctmittentall_20260611_111515.asset,Art/ShapeReveal/shape_main_distinct_mitten_tall.png,Art/ShapeRevealThumb/shape_main_distinct_mitten_tall_thumb.png,shape.name.shape_main_distinct_mitten_tall
253,普通,1,shape_space,111,30,42,Space,sci-fi,vehicle,main,MainSpaceSaturnIconTall,shape_main_space_saturn_icon_tall,30,42,756,0.600,0.979,r2_outer_strong_005_r2_006_a401_procmask_supp_01_onion_maskfinalsupplement_30x42-mainspacesaturnicontall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_01_onion_maskfinalsupplement_30x42-mainspacesaturnicontall_20260611_124212.asset,Levels/253_shape_space_r2_outer_strong_005_r2_006_a401_procmask_supp_01_onion_maskfinalsupplement_30x42-mainspacesaturn.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_01_onion_maskfinalsupplement_30x42-mainspacesaturnicontall_20260611_124212.asset,Art/ShapeReveal/shape_main_space_saturn_icon_tall.png,Art/ShapeRevealThumb/shape_main_space_saturn_icon_tall_thumb.png,shape.name.shape_main_space_saturn_icon_tall
258,普通,1,shape_ocean,110,28,44,Ocean,shoreline,object,main,MainOceanSeaweedTall,shape_main_ocean_seaweed_tall,28,44,773,0.627,0.983,r2_outer_strong_005_r2_006_a401_procmask_64_onion_maskproceduralvertical_28x44-mainoceanseaweedtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_64_onion_maskproceduralvertical_28x44-mainoceanseaweedtall_20260611_111225.asset,Levels/258_shape_ocean_r2_outer_strong_005_r2_006_a401_procmask_64_onion_maskproceduralvertical_28x44-mainoceanseaweedt.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_64_onion_maskproceduralvertical_28x44-mainoceanseaweedtall_20260611_111225.asset,Art/ShapeReveal/shape_main_ocean_seaweed_tall.png,Art/ShapeRevealThumb/shape_main_ocean_seaweed_tall_thumb.png,shape.name.shape_main_ocean_seaweed_tall
263,普通,1,shape_toolui,115,30,42,ToolUI,digital-tools,object,main,MainUiCameraTall,shape_main_ui_camera_tall,30,42,992,0.787,0.983,r2_outer_strong_005_r2_006_a401_procmask_supp_13_long_maskfinalsupplement_30x42-mainuicameratall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_13_long_maskfinalsupplement_30x42-mainuicameratall_20260611_124359.asset,Levels/263_shape_toolui_r2_outer_strong_005_r2_006_a401_procmask_supp_13_long_maskfinalsupplement_30x42-mainuicameratall.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_13_long_maskfinalsupplement_30x42-mainuicameratall_20260611_124359.asset,Art/ShapeReveal/shape_main_ui_camera_tall.png,Art/ShapeRevealThumb/shape_main_ui_camera_tall_thumb.png,shape.name.shape_main_ui_camera_tall
268,普通,1,shape_magic,118,34,50,Magic,alchemy,object,transition,TransitionMagicBroomTall,shape_transition_magic_broom_tall,34,50,889,0.523,0.972,r2_outer_strong_005_r2_006_a401_procmask_87_onion_maskproceduralvertical_34x50-transitionmagicbroomtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_87_onion_maskproceduralvertical_34x50-transitionmagicbroomtall_20260611_111404.asset,Levels/268_shape_magic_r2_outer_strong_005_r2_006_a401_procmask_87_onion_maskproceduralvertical_34x50-transitionmagicbr.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_87_onion_maskproceduralvertical_34x50-transitionmagicbroomtall_20260611_111404.asset,Art/ShapeReveal/shape_transition_magic_broom_tall.png,Art/ShapeRevealThumb/shape_transition_magic_broom_tall_thumb.png,shape.name.shape_transition_magic_broom_tall
273,普通,1,shape_toolui,114,30,42,ToolUI,digital-tools,object,main,MainUiChatBubbleTall,shape_main_ui_chat_bubble_tall,30,42,848,0.673,0.976,r2_outer_strong_005_r2_006_a401_procmask_supp_14_onion_maskfinalsupplement_30x42-mainuichatbubbletall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_14_onion_maskfinalsupplement_30x42-mainuichatbubbletall_20260611_124400.asset,Levels/273_shape_toolui_r2_outer_strong_005_r2_006_a401_procmask_supp_14_onion_maskfinalsupplement_30x42-mainuichatbubbl.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_14_onion_maskfinalsupplement_30x42-mainuichatbubbletall_20260611_124400.asset,Art/ShapeReveal/shape_main_ui_chat_bubble_tall.png,Art/ShapeRevealThumb/shape_main_ui_chat_bubble_tall_thumb.png,shape.name.shape_main_ui_chat_bubble_tall
278,普通,1,shape_ocean,119,32,44,Ocean,sea-creature,creature,main,MainDistinctOctopusTall,shape_main_distinct_octopus_tall,32,44,942,0.669,0.989,r2_outer_strong_005_r2_006_a401_procmask_98_long_maskproceduralvertical_32x44-maindistinctoctopustall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_98_long_maskproceduralvertical_32x44-maindistinctoctopustall_20260611_111458.asset,Levels/278_shape_ocean_r2_outer_strong_005_r2_006_a401_procmask_98_long_maskproceduralvertical_32x44-maindistinctoctopu.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_98_long_maskproceduralvertical_32x44-maindistinctoctopustall_20260611_111458.asset,Art/ShapeReveal/shape_main_distinct_octopus_tall.png,Art/ShapeRevealThumb/shape_main_distinct_octopus_tall_thumb.png,shape.name.shape_main_distinct_octopus_tall
283,普通,1,shape_toolui,118,28,42,ToolUI,digital-tools,object,main,MainToolBatteryTall,shape_main_tool_battery_tall,28,42,980,0.833,0.984,r2_outer_strong_005_r2_006_a401_procmask_supp_10_long_maskfinalsupplement_28x42-maintoolbatterytall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_10_long_maskfinalsupplement_28x42-maintoolbatterytall_20260611_124334.asset,Levels/283_shape_toolui_r2_outer_strong_005_r2_006_a401_procmask_supp_10_long_maskfinalsupplement_28x42-maintoolbatteryt.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_10_long_maskfinalsupplement_28x42-maintoolbatterytall_20260611_124334.asset,Art/ShapeReveal/shape_main_tool_battery_tall.png,Art/ShapeRevealThumb/shape_main_tool_battery_tall_thumb.png,shape.name.shape_main_tool_battery_tall
288,普通,1,shape_ocean,118,34,48,Ocean,diving-gear,equipment,transition,TransitionOceanDivingMaskTall,shape_transition_ocean_diving_mask_tall,34,48,860,0.527,0.972,r2_outer_strong_005_r2_006_a401_procmask_69_onion_maskproceduralvertical_34x48-transitionoceandivingmasktall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_69_onion_maskproceduralvertical_34x48-transitionoceandivingmasktall_20260611_111253.asset,Levels/288_shape_ocean_r2_outer_strong_005_r2_006_a401_procmask_69_onion_maskproceduralvertical_34x48-transitionoceandi.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_69_onion_maskproceduralvertical_34x48-transitionoceandivingmasktall_20260611_111253.asset,Art/ShapeReveal/shape_transition_ocean_diving_mask_tall.png,Art/ShapeRevealThumb/shape_transition_ocean_diving_mask_tall_thumb.png,shape.name.shape_transition_ocean_diving_mask_tall
293,普通,1,shape_landmark,119,34,50,Landmark,architecture,landmark,transition,TransitionWideLandmark01Tall,shape_transition_wide_landmark01_tall,34,50,904,0.532,0.976,r2_outer_strong_005_r2_006_a401_procmask_125_onion_maskproceduralvertical_34x50-transitionwidelandmark01tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_125_onion_maskproceduralvertical_34x50-transitionwidelandmark01tall_20260611_111830.asset,Levels/293_shape_landmark_r2_outer_strong_005_r2_006_a401_procmask_125_onion_maskproceduralvertical_34x50-transitionwidela.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_125_onion_maskproceduralvertical_34x50-transitionwidelandmark01tall_20260611_111830.asset,Art/ShapeReveal/shape_transition_wide_landmark01_tall.png,Art/ShapeRevealThumb/shape_transition_wide_landmark01_tall_thumb.png,shape.name.shape_transition_wide_landmark01_tall
298,普通,1,shape_magic,122,30,42,Magic,adventure-relic,object,main,MainTreasureChestTall,shape_main_treasure_chest_tall,30,42,991,0.787,0.982,r2_outer_strong_005_r2_006_a401_procmask_43_long_maskproceduralvertical_30x42-maintreasurechesttall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_43_long_maskproceduralvertical_30x42-maintreasurechesttall_20260611_110904.asset,Levels/298_shape_magic_r2_outer_strong_005_r2_006_a401_procmask_43_long_maskproceduralvertical_30x42-maintreasurechestt.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_43_long_maskproceduralvertical_30x42-maintreasurechesttall_20260611_110904.asset,Art/ShapeReveal/shape_main_treasure_chest_tall.png,Art/ShapeRevealThumb/shape_main_treasure_chest_tall_thumb.png,shape.name.shape_main_treasure_chest_tall
