"order","pool","srcRoot","rel","srcExists","srcMetaExists","dstExists","dstMetaExists","same","metaSame","status"
"408","ShapeMaskInventory",".worktrees/mask-psg-production","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_152_L408_arcadecabinet_sweep.asset","True","True","False","False","False","False","copy_needed"
"412","HubMixedStrict30Refill",".worktrees/nutation-hub-maze-mixed","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_08_s02_r04.asset","True","True","False","False","False","False","copy_needed"
"413","ShapeMaskInventory",".worktrees/mask-psg-production","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10G/campaign500_shape_psg_next10g_09_L413_payphone.asset","True","True","False","False","False","False","copy_needed"
"418","ShapeMaskInventory",".worktrees/mask-psg-production","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_159_L418_crystalcluster_dense.asset","True","True","False","False","False","False","copy_needed"
"419","NutationLongChainStrict60",".worktrees/nutation-peel","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_27_nutation_longchain_patch_v1_rect_c80_07_d2_maze_patch.asset","True","True","False","False","False","False","copy_needed"
"423","ShapeMaskInventory",".worktrees/mask-psg-production","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_58_L423_artistpalette_r2lock.asset","True","True","False","False","False","False","copy_needed"
"425","NutationLongChainStrict60",".worktrees/nutation-peel","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_25_nutation_longchain_curve_v1_rect_c80hf3_07_d2_maze_curve.asset","True","False","False","False","False","False","missing_source_meta"
"427","ShapeMaskInventory",".worktrees/mask-psg-production","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR4/campaign500_shape_psg_no_b_r4_46_L427_treasurechest_r4sweep.asset","True","True","False","False","False","False","copy_needed"
"429","NutationLongChainStrict60",".worktrees/nutation-peel","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_34_nutation_longchain_rail_v1_rect_c80hf_09_d2_core_rail.asset","True","True","False","False","False","False","copy_needed"
"432","HubMixedStrict30Refill",".worktrees/nutation-hub-maze-mixed","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_06_s02_r02.asset","True","True","False","False","False","False","copy_needed"
"433","ShapeMaskInventory",".worktrees/mask-psg-production","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR5/campaign500_shape_psg_no_b_r5_14_L433_filmroll_r5coreA.asset","True","True","False","False","False","False","copy_needed"
"436","NutationLongChainStrict60",".worktrees/nutation-peel","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_23_nutation_longchain_patch_v1_rect_c80_06_d2_lock_patch.asset","True","True","False","False","False","False","copy_needed"
"438","ShapeMaskInventory",".worktrees/mask-psg-production","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingHardR3/campaign500_shape_psg_remaining_hard_r3_37_L438_giftbox_r3lock.asset","True","True","False","False","False","False","copy_needed"
"443","ShapeMaskInventory",".worktrees/mask-psg-production","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_05_L443_ufo.asset","True","True","False","False","False","False","copy_needed"
"447","ShapeMaskInventory",".worktrees/mask-psg-production","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_06_L447_magicbook.asset","True","True","False","False","False","False","copy_needed"
"449","NutationLongChainStrict60",".worktrees/nutation-peel","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_26_nutation_longchain_rail_v1_rect_c80hf3_07_d2_maze_rail.asset","True","True","False","False","False","False","copy_needed"
"453","ShapeMaskInventory",".worktrees/mask-psg-production","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_07_L453_fish.asset","True","True","False","False","False","False","copy_needed"
"456","NutationLongChainStrict60",".worktrees/nutation-peel","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_37_nutation_longchain_curve_v1_rect_c80hf_10_d2_section_curve.asset","True","True","False","False","False","False","copy_needed"
"458","ShapeMaskInventory",".worktrees/mask-psg-production","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_08_L458_star.asset","True","True","False","False","False","False","copy_needed"
"463","ShapeMaskInventory",".worktrees/mask-psg-production","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_172_L463_castletower_section.asset","True","True","False","False","False","False","copy_needed"
"465","NutationLongChainStrict60",".worktrees/nutation-peel","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_39_nutation_longchain_patch_v1_rect_c80hf2_10_d2_section_patch.asset","True","False","False","False","False","False","missing_source_meta"
"468","ShapeMaskInventory",".worktrees/mask-psg-production","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_176_L468_boombox_sweep.asset","True","True","False","False","False","False","copy_needed"
"469","NutationLongChainStrict60",".worktrees/nutation-peel","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_29_nutation_longchain_curve_v1_rect_c80hf_08_d2_weave_curve.asset","True","True","False","False","False","False","copy_needed"
"473","ShapeMaskInventory",".worktrees/mask-psg-production","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFinal6/campaign500_shape_psg_final6_01_L473_mug.asset","True","True","False","False","False","False","copy_needed"
"475","NutationLongChainStrict60",".worktrees/nutation-peel","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_28_nutation_longchain_spine_v1_rect_c80hf3_07_d2_maze_spine.asset","True","False","False","False","False","False","missing_source_meta"
"478","ShapeMaskInventory",".worktrees/mask-psg-production","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_178_L478_flag_section.asset","True","True","False","False","False","False","copy_needed"
"479","NutationLongChainStrict60",".worktrees/nutation-peel","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_33_nutation_longchain_curve_v1_rect_c80hf_09_d2_core_curve.asset","True","True","False","False","False","False","copy_needed"
"483","ShapeMaskInventory",".worktrees/mask-psg-production","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_182_L483_heart_sweep.asset","True","True","False","False","False","False","copy_needed"
"485","NutationLongChainStrict60",".worktrees/nutation-peel","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_47_nutation_longchain_patch_v1_rect_c80hf2_12_d3_maze_patch.asset","True","False","False","False","False","False","missing_source_meta"
"487","ShapeMaskInventory",".worktrees/mask-psg-production","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_186_L487_sun_dense.asset","True","True","False","False","False","False","copy_needed"
"489","NutationLongChainStrict60",".worktrees/nutation-peel","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_11_nutation_longchain_patch_v1_rect_c80_03_d1_weave_patch.asset","True","True","False","False","False","False","copy_needed"
"493","ShapeMaskInventory",".worktrees/mask-psg-production","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFinal6/campaign500_shape_psg_final6_05_L493_dragonhead.asset","True","True","False","False","False","False","copy_needed"
"498","ShapeMaskInventory",".worktrees/mask-psg-production","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_188_L498_banana_core.asset","True","True","False","False","False","False","copy_needed"
"500","NutationLongChainStrict60",".worktrees/nutation-peel","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_45_nutation_longchain_curve_v1_rect_c80hf3_12_d3_maze_curve.asset","True","False","False","False","False","False","missing_source_meta"
