"section10","order","mainMissionId","levelName","category","roleInSection","productionLane","productionStyleFamily","productionChainLanguage","productionDifficultyBand","experienceRole","originalDifficultyCode","originalDifficultyNameZh","styleHint","psgProfileHint","originalTargetWidth","originalTargetHeight","originalTargetAspect","plannedWidth","plannedHeight","plannedAspect","plannedCanvasBand","aspectStatus","targetChains","targetChainsMin","targetChainsMax","referenceArrowTiles","referenceMaxChainLength","sourceV11LevelId","sourceV11AssetPath","sourceV11Guid","reviewOnly","productionWave","selectionReason"
"21","208","308","Main/Level_Main_208","normal","Hard","PeelMid","peel_mid","rail_chain","Hard","Pressure","2","困难","section","PSG_Normal_section_Hard_Pressure","23","39","0.59","23","31","0.742","M_PeelMid","TargetBand","111","100","122","874","13","direct_normal_12_direct_normal_rect_section_unlock_g1_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_12_direct_normal_rect_section_unlock_g1_v02.asset","cd01c53423653ee4a805a8e0bde97c16","0","Batch03_201_300","hard slot: stable layered peel is primary production lane"
"21","209","309","Main/Level_Main_209","normal","Peak","PressurePeak","psg_pressure_peak","mixed_chain","Peak","Peak","4","极难","lock","PSG_Normal_lock_Extreme_Peak","27","46","0.587","24","32","0.75","M_Peak","TargetBand","153","138","168","1218","13","direct_diff120_144_direct_diff_veryhard_dag_unlock_zig_river_g0_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_144_direct_diff_veryhard_dag_unlock_zig_river_g0_v06.asset","3b3d985765457194f9767eaa5f102094","0","Batch03_201_300","mid/late peak uses pressure-shaped PSG-like mixed"
"22","220","320","Main/Level_Main_220","normal","NormalA_FlowOrNeutral","FlowCurve","flow_continuous","curve_chain","NormalFlow","Normal","1","普通/恢复","lock","PSG_Normal_lock_NormalOrRecovery_Normal","19","32","0.594","20","27","0.741","M_Flow","TargetBand","80","72","88","595","13","direct_pure_normal_extra_02_10_direct_normal_pure_extra_rect_lock_buckle_g19_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_10_direct_normal_pure_extra_rect_lock_buckle_g19_v05.asset","936a4f100ae0ee3449e6df6ae7fe488c","0","Batch03_201_300","front/mid pacing flow relief slot; flow count target around 40"
"22","212","312","Main/Level_Main_212","normal","NormalB_NeutralOrPeelLight","NeutralMixed","psg_like_neutral","mixed_chain","NormalNeutral","Normal","1","普通/恢复","maze","PSG_Normal_maze_NormalOrRecovery_Normal","19","35","0.543","22","30","0.733","M_Neutral","TargetBand","85","77","93","660","13","direct_pure_normal_extra_01_16_direct_normal_pure_extra_rect_maze_long_chain_g16_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_16_direct_normal_pure_extra_rect_maze_long_chain_g16_v02.asset","a8c7e6a853e88984895372196a734950","0","Batch03_201_300","second ordinary slot uses PSG-like neutral mixed"
"22","219","319","Main/Level_Main_219","normal","Hard","PeelMid","peel_mid","curve_chain","Hard","Normal","2","困难","section","PSG_Normal_section_Hard_Normal","22","36","0.611","23","31","0.742","M_PeelMid","TargetBand","105","95","115","781","13","direct_normal_topup_17_direct_normal_topup_rect_section_unlock_g8_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_17_direct_normal_topup_rect_section_unlock_g8_v03.asset","495d5388b33baaa4faa111bc42c370b9","0","Batch03_201_300","hard slot: stable layered peel is primary production lane"
"22","216","316","Main/Level_Main_216","normal","Peak","PressurePeak","psg_pressure_peak","mixed_chain","Peak","Peak","4","极难","section","PSG_Normal_section_Extreme_Peak","21","42","0.5","24","32","0.75","M_Peak","TargetBand","144","130","158","863","10","direct_pure_topup_09_08_direct_polish_hard_pure_rect_stair_push_g14_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_08_direct_polish_hard_pure_rect_stair_push_g14_v06.asset","faab7096e8109d64d82155c8c4512c74","0","Batch03_201_300","mid/late peak uses pressure-shaped PSG-like mixed"
"23","230","330","Main/Level_Main_230","normal","NormalA_FlowOrNeutral","FlowRail","flow_continuous","rail_chain","NormalFlow","Recovery","1","普通/恢复","sweep","PSG_Normal_sweep_NormalOrRecovery_Recovery","22","35","0.629","20","27","0.741","M_Flow","TargetBand","101","91","111","755","13","direct_pure_topup_04_05_direct_normal_pure_rect_sweep_g6_v01","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_05_direct_normal_pure_rect_sweep_g6_v01.asset","f15637fef8cd9c941b5fd6151c74d8cb","0","Batch03_201_300","front/mid pacing flow relief slot; flow count target around 40"
"23","222","322","Main/Level_Main_222","normal","NormalB_NeutralOrPeelLight","NeutralMixed","psg_like_neutral","mixed_chain","NormalNeutral","Normal","1","普通/恢复","lock","PSG_Normal_lock_NormalOrRecovery_Normal","20","39","0.513","22","30","0.733","M_Neutral","TargetBand","104","94","114","765","13","direct_normal_26_direct_normal_rect_core_burst_g2_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_26_direct_normal_rect_core_burst_g2_v03.asset","5468742292974a44eb97a550780c6f29","0","Batch03_201_300","second ordinary slot uses PSG-like neutral mixed"
"23","221","321","Main/Level_Main_221","normal","Hard","PeelMid","peel_mid","rail_chain","Hard","Recovery","2","困难","dense","PSG_Normal_dense_Hard_Recovery","30","33","0.909","23","31","0.742","M_PeelMid","TargetBand","126","113","139","977","13","direct_diff120_91_direct_diff_hard_near_square_dense_kernel_g2_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_91_direct_diff_hard_near_square_dense_kernel_g2_v03.asset","4c716667c80292b479cd6b09e553d80f","0","Batch03_201_300","hard slot: stable layered peel is primary production lane"
"23","227","327","Main/Level_Main_227","normal","Peak","PressurePeak","psg_pressure_peak","mixed_chain","Peak","Peak","4","极难","lock","PSG_Normal_lock_Extreme_Peak","24","43","0.558","26","34","0.765","L_Peak","TargetBand","163","147","179","1015","10","direct_polish_hard_02_direct_polish_hard_rect_lock_buckle_g4_v01","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_02_direct_polish_hard_rect_lock_buckle_g4_v01.asset","cf71e5587205185428ff4cfef178c3c5","0","Batch03_201_300","mid/late peak uses pressure-shaped PSG-like mixed"
"24","234","334","Main/Level_Main_234","normal","NormalA_FlowOrNeutral","FlowPatch","flow_continuous","patch_chain","NormalFlow","Recovery","1","普通/恢复","sweep","PSG_Normal_sweep_NormalOrRecovery_Recovery","18","25","0.72","18","24","0.75","S_Flow","TargetBand","54","49","59","440","56","nomask_style_expansion_16_zig_river_a","Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_16_zig_river_a.asset","a1ab56884ad7e5748b2b704ed26c7d2e","0","Batch03_201_300","front/mid pacing flow relief slot; flow count target around 40"
"24","231","331","Main/Level_Main_231","normal","NormalB_NeutralOrPeelLight","NeutralMixed","psg_like_neutral","mixed_chain","NormalNeutral","Recovery","1","普通/恢复","maze","PSG_Normal_maze_NormalOrRecovery_Recovery","21","31","0.677","22","30","0.733","M_Neutral","TargetBand","103","93","113","639","10","direct_pure_normal_extra_03_08_direct_normal_pure_extra_rect_maze_long_chain_g15_v07","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice03/direct_pure_normal_extra_03_08_direct_normal_pure_extra_rect_maze_long_chain_g15_v07.asset","5e0822b88be571c47b2751f33e648605","0","Batch03_201_300","second ordinary slot uses PSG-like neutral mixed"
"24","236","336","Main/Level_Main_236","normal","Hard","PeelMid","peel_mid","rail_chain","Hard","Pressure","2","困难","section","PSG_Normal_section_Hard_Pressure","21","39","0.538","23","31","0.742","M_PeelMid","TargetBand","107","96","118","810","13","direct_normal_topup_47_direct_normal_topup_rect_quasi_symmetry_g11_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_47_direct_normal_topup_rect_quasi_symmetry_g11_v06.asset","e4c56270d688bcd408949a9469059cf0","0","Batch03_201_300","hard slot: stable layered peel is primary production lane"
"24","239","339","Main/Level_Main_239","normal","Peak","PressurePeak","psg_pressure_peak","mixed_chain","Peak","Peak","4","极难","section","PSG_Normal_section_Extreme_Peak","24","44","0.545","26","34","0.765","L_Peak","TargetBand","171","154","188","1038","10","direct_polish_hard_19_direct_polish_hard_rect_section_unlock_g6_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_19_direct_polish_hard_rect_section_unlock_g6_v03.asset","83dbe7daca282f34194810b2d7f6fd77","0","Batch03_201_300","mid/late peak uses pressure-shaped PSG-like mixed"
"25","248","348","Main/Level_Main_248","normal","NormalA_FlowOrNeutral","FlowCurve","flow_continuous","curve_chain","NormalFlow","Normal","1","普通/恢复","section","PSG_Normal_section_NormalOrRecovery_Normal","20","38","0.526","20","27","0.741","M_Flow","TargetBand","102","92","112","751","13","direct_normal_07_direct_normal_rect_dual_zone_g0_v01","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_07_direct_normal_rect_dual_zone_g0_v01.asset","9abd23f7b0fd65a48a16e8b722d2ae82","0","Batch03_201_300","front/mid pacing flow relief slot; flow count target around 40"
"25","250","350","Main/Level_Main_250","normal","NormalB_NeutralOrPeelLight","NeutralMixed","psg_like_neutral","mixed_chain","NormalNeutral","Normal","1","普通/恢复","dense","PSG_Normal_dense_NormalOrRecovery_Normal","23","35","0.657","22","30","0.733","M_Neutral","TargetBand","107","96","118","793","13","direct_normal_134_direct_normal_rect_dense_weave_g1_v14","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_134_direct_normal_rect_dense_weave_g1_v14.asset","73cc1fdadb1c4054d84d2b81fcdf463c","0","Batch03_201_300","second ordinary slot uses PSG-like neutral mixed"
"25","249","349","Main/Level_Main_249","normal","Hard","PeelMid","peel_mid","rail_chain","Hard","Pressure","3","特别困难","lock","PSG_Normal_lock_VeryHard_Pressure","21","41","0.512","23","31","0.742","M_PeelMid","TargetBand","137","123","151","840","10","direct_polish_clean_20_direct_polish_normal_rect_lock_buckle_g2_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_20_direct_polish_normal_rect_lock_buckle_g2_v03.asset","2b224433fcc28e244a2c792ba7db9497","0","Batch03_201_300","hard slot: stable layered peel is primary production lane"
"25","245","345","Main/Level_Main_245","normal","Peak","PressurePeak","psg_pressure_peak","mixed_chain","Peak","Pressure","3","特别困难","lock","PSG_Normal_lock_VeryHard_Pressure","23","41","0.561","24","32","0.75","M_Peak","TargetBand","150","135","165","925","10","direct_polish_clean_22_direct_polish_normal_rect_core_burst_g2_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_22_direct_polish_normal_rect_core_burst_g2_v03.asset","c9f5588d61582bb4d8ba08e76528ffb6","0","Batch03_201_300","mid/late peak uses pressure-shaped PSG-like mixed"
"26","254","354","Main/Level_Main_254","normal","NormalA_FlowOrNeutral","FlowRail","flow_continuous","rail_chain","NormalFlow","Normal","1","普通/恢复","section","PSG_Normal_section_NormalOrRecovery_Normal","21","36","0.583","20","27","0.741","M_Flow","TargetBand","101","91","111","740","13","direct_normal_topup_38_direct_normal_topup_rect_stair_push_g10_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_38_direct_normal_topup_rect_stair_push_g10_v05.asset","b75fffe2bd1618d49b762ebcbf07b354","0","Batch03_201_300","front/mid pacing flow relief slot; flow count target around 40"
"26","260","360","Main/Level_Main_260","normal","NormalB_NeutralOrPeelLight","NeutralMixed","psg_like_neutral","mixed_chain","NormalNeutral","Normal","1","普通/恢复","section","PSG_Normal_section_NormalOrRecovery_Normal","21","34","0.618","22","30","0.733","M_Neutral","TargetBand","101","91","111","707","13","direct_normal_78_direct_normal_rect_stair_push_g1_v08","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_78_direct_normal_rect_stair_push_g1_v08.asset","5ed138b2f2aabbe41b48bfbeaef4a60a","0","Batch03_201_300","second ordinary slot uses PSG-like neutral mixed"
"26","252","352","Main/Level_Main_252","normal","Hard","PeelMid","peel_mid","rail_chain","Hard","Pressure","3","特别困难","lock","PSG_Normal_lock_VeryHard_Pressure","24","38","0.632","25","33","0.758","L_PeelMid","TargetBand","147","132","162","894","10","direct_pure_topup_09_06_direct_polish_hard_pure_rect_core_burst_g14_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_06_direct_polish_hard_pure_rect_core_burst_g14_v06.asset","ab63430e29ec7824798935e9a79ea089","0","Batch03_201_300","hard slot: stable layered peel is primary production lane"
"26","256","356","Main/Level_Main_256","normal","Peak","PressurePeak","psg_pressure_peak","mixed_chain","Peak","Peak","4","极难","section","PSG_Normal_section_Extreme_Peak","24","42","0.571","24","32","0.75","M_Peak","TargetBand","159","143","175","986","10","direct_polish_hard_07_direct_polish_hard_rect_quasi_symmetry_g4_v01","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_07_direct_polish_hard_rect_quasi_symmetry_g4_v01.asset","4276a82b3ff447d4d967d199d1a07def","0","Batch03_201_300","mid/late peak uses pressure-shaped PSG-like mixed"
"27","266","366","Main/Level_Main_266","normal","NormalA_FlowOrNeutral","FlowPatch","flow_continuous","patch_chain","NormalFlow","Normal","1","普通/恢复","section","PSG_Normal_section_NormalOrRecovery_Normal","22","35","0.629","20","27","0.741","M_Flow","TargetBand","97","87","107","753","13","direct_pure_topup_04_10_direct_normal_pure_rect_section_unlock_g7_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_10_direct_normal_pure_rect_section_unlock_g7_v02.asset","6e1a3adf37de94f418b9df3fa0ed72a9","0","Batch03_201_300","front/mid pacing flow relief slot; flow count target around 40"
"27","262","362","Main/Level_Main_262","normal","NormalB_NeutralOrPeelLight","NeutralMixed","psg_like_neutral","mixed_chain","NormalNeutral","Normal","1","普通/恢复","dense","PSG_Normal_dense_NormalOrRecovery_Normal","22","37","0.595","22","30","0.733","M_Neutral","TargetBand","102","92","112","802","13","direct_normal_44_direct_normal_rect_dense_weave_g4_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_44_direct_normal_rect_dense_weave_g4_v05.asset","3238b246088bc9c4f85a14af9343ba02","0","Batch03_201_300","second ordinary slot uses PSG-like neutral mixed"
"27","264","364","Main/Level_Main_264","normal","Hard","PeelMid","peel_mid","rail_chain","Hard","Pressure","3","特别困难","lock","PSG_Normal_lock_VeryHard_Pressure","25","40","0.625","25","33","0.758","L_PeelMid","TargetBand","157","141","173","978","10","direct_pure_topup_10_12_direct_polish_hard_pure_rect_core_burst_g11_v09","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_12_direct_polish_hard_pure_rect_core_burst_g11_v09.asset","d6b2be69805a3b34fae4d0bf8faa4159","0","Batch03_201_300","hard slot: stable layered peel is primary production lane"
"27","269","369","Main/Level_Main_269","normal","Peak","PressurePeak","psg_pressure_peak","mixed_chain","Peak","Peak","4","极难","lock","PSG_Normal_lock_Extreme_Peak","28","50","0.56","26","34","0.765","L_Peak","TargetBand","184","166","202","1378","13","direct_diff120_136_direct_diff_veryhard_dag_unlock_center_cross_g3_v04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_136_direct_diff_veryhard_dag_unlock_center_cross_g3_v04.asset","685cdebfc99aa0346b4a6861e83dab1a","0","Batch03_201_300","mid/late peak uses pressure-shaped PSG-like mixed"
"28","275","375","Main/Level_Main_275","normal","NormalA_FlowOrNeutral","FlowCurve","flow_continuous","curve_chain","NormalFlow","Normal","1","普通/恢复","dense","PSG_Normal_dense_NormalOrRecovery_Normal","22","36","0.611","20","27","0.741","M_Flow","TargetBand","106","95","117","776","13","direct_normal_04_direct_normal_rect_dense_weave_g0_v01","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_04_direct_normal_rect_dense_weave_g0_v01.asset","33b58ff5c91f3064b8086571755df539","0","Batch03_201_300","front/mid pacing flow relief slot; flow count target around 40"
"28","279","379","Main/Level_Main_279","normal","NormalB_NeutralOrPeelLight","NeutralMixed","psg_like_neutral","mixed_chain","NormalNeutral","Normal","1","普通/恢复","section","PSG_Normal_section_NormalOrRecovery_Normal","20","39","0.513","22","30","0.733","M_Neutral","TargetBand","107","96","118","766","13","direct_normal_topup_14_direct_normal_topup_rect_stair_push_g7_v02","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_14_direct_normal_topup_rect_stair_push_g7_v02.asset","6d6e2d086ef035f42b1efd0e34d721b9","0","Batch03_201_300","second ordinary slot uses PSG-like neutral mixed"
"28","274","374","Main/Level_Main_274","normal","Hard","PeelMid","peel_mid","curve_chain","Hard","Pressure","3","特别困难","section","PSG_Normal_section_VeryHard_Pressure","31","35","0.886","23","31","0.742","M_PeelMid","TargetBand","131","118","144","1068","13","direct_diff120_95_direct_diff_hard_near_square_stair_ladder_g3_v04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_95_direct_diff_hard_near_square_stair_ladder_g3_v04.asset","c8068269f5fc74e459117be259b05556","0","Batch03_201_300","hard slot: stable layered peel is primary production lane"
"28","276","376","Main/Level_Main_276","normal","Peak","PressurePeak","psg_pressure_peak","mixed_chain","Peak","Peak","4","极难","section","PSG_Normal_section_Extreme_Peak","27","45","0.6","26","34","0.765","L_Peak","TargetBand","201","181","221","1187","10","direct_advanced_20_direct_advanced_veryhard_rect_dual_zone_g2_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_20_direct_advanced_veryhard_rect_dual_zone_g2_v03.asset","2407842590ccc1c499e9726441d1b8eb","0","Batch03_201_300","mid/late peak uses pressure-shaped PSG-like mixed"
"29","281","381","Main/Level_Main_281","normal","NormalA_FlowOrNeutral","FlowRail","flow_continuous","rail_chain","NormalFlow","Recovery","1","普通/恢复","sweep","PSG_Normal_sweep_NormalOrRecovery_Recovery","21","37","0.568","20","27","0.741","M_Flow","TargetBand","107","96","118","759","13","direct_normal_95_direct_normal_rect_sweep_g3_v10","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_95_direct_normal_rect_sweep_g3_v10.asset","4cfc9e40a2e8a9e459d23dd6177f3e16","0","Batch03_201_300","front/mid pacing flow relief slot; flow count target around 40"
"29","282","382","Main/Level_Main_282","normal","NormalB_NeutralOrPeelLight","NeutralMixed","psg_like_neutral","mixed_chain","NormalNeutral","Normal","1","普通/恢复","dense","PSG_Normal_dense_NormalOrRecovery_Normal","21","38","0.553","22","30","0.733","M_Neutral","TargetBand","107","96","118","784","13","direct_normal_114_direct_normal_rect_dense_weave_g5_v12","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_114_direct_normal_rect_dense_weave_g5_v12.asset","9834225961486c74c9c51ab0d39a3410","0","Batch03_201_300","second ordinary slot uses PSG-like neutral mixed"
"29","289","389","Main/Level_Main_289","normal","Hard","PeelMid","peel_mid","curve_chain","Hard","Pressure","2","困难","section","PSG_Normal_section_Hard_Pressure","21","40","0.525","23","31","0.742","M_PeelMid","TargetBand","115","103","127","820","13","direct_normal_38_direct_normal_rect_stair_push_g3_v04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_38_direct_normal_rect_stair_push_g3_v04.asset","fbd4146d7e59bd94bb8c56221b13e626","0","Batch03_201_300","hard slot: stable layered peel is primary production lane"
"29","287","387","Main/Level_Main_287","normal","Peak","PressurePeak","psg_pressure_peak","mixed_chain","Peak","Peak","4","极难","lock","PSG_Normal_lock_Extreme_Peak","27","50","0.54","27","36","0.75","XL_Peak","TargetBand","214","193","235","1313","10","direct_advanced_35_direct_advanced_veryhard_rect_core_burst_g0_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_35_direct_advanced_veryhard_rect_core_burst_g0_v05.asset","b99e7a390c7fecd48bfa13b00a98a966","0","Batch03_201_300","mid/late peak uses pressure-shaped PSG-like mixed"
"30","295","395","Main/Level_Main_295","normal","NormalA_FlowOrNeutral","FlowPatch","flow_continuous","patch_chain","NormalFlow","Normal","1","普通/恢复","section","PSG_Normal_section_NormalOrRecovery_Normal","22","37","0.595","20","27","0.741","M_Flow","TargetBand","105","95","115","805","13","direct_normal_topup_53_direct_normal_topup_rect_dual_zone_g6_v07","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_53_direct_normal_topup_rect_dual_zone_g6_v07.asset","2d1de8d86ab34e74889212c184aaa15c","0","Pilot20","front/mid pacing flow relief slot; flow count target around 40"
"30","291","391","Main/Level_Main_291","normal","NormalB_NeutralOrPeelLight","NeutralMixed","psg_like_neutral","mixed_chain","NormalNeutral","Recovery","1","普通/恢复","dense","PSG_Normal_dense_NormalOrRecovery_Recovery","21","37","0.568","22","30","0.733","M_Neutral","TargetBand","106","95","117","765","13","direct_normal_topup_43_direct_normal_topup_rect_dense_weave_g11_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_43_direct_normal_topup_rect_dense_weave_g11_v06.asset","74b85562f58baec418314a049380ea62","0","Pilot20","second ordinary slot uses PSG-like neutral mixed"
"30","296","396","Main/Level_Main_296","normal","Hard","PeelMid","peel_mid","rail_chain","Hard","Pressure","3","特别困难","lock","PSG_Normal_lock_VeryHard_Pressure","23","44","0.523","25","33","0.758","L_PeelMid","TargetBand","163","147","179","997","10","direct_pure_topup_10_02_direct_polish_hard_pure_rect_core_burst_g10_v08","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_02_direct_polish_hard_pure_rect_core_burst_g10_v08.asset","f4984af6a92d9854b93ea93e9b4b5b0d","0","Pilot20","hard slot: stable layered peel is primary production lane"
"30","299","399","Main/Level_Main_299","normal","Peak","PressurePeak","psg_pressure_peak","mixed_chain","Peak","Peak","4","极难","lock","PSG_Normal_lock_Extreme_Peak","29","46","0.63","26","34","0.765","L_Peak","TargetBand","178","160","196","1315","13","direct_diff120_138_direct_diff_veryhard_room_gate_double_room_lock_g4_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_138_direct_diff_veryhard_room_gate_double_room_lock_g4_v05.asset","d3273fca0cbfd4546b7ace4c49ccbed2","0","Pilot20","mid/late peak uses pressure-shaped PSG-like mixed"
"31","302","402","Main/Level_Main_302","normal","NormalA_FlowOrNeutral","FlowCurve","flow_continuous","curve_chain","NormalFlow","Normal","1","普通/恢复","dense","PSG_Normal_dense_NormalOrRecovery_Normal","20","39","0.513","20","27","0.741","M_Flow","TargetBand","102","92","112","773","13","direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07.asset","961fc1d2e0d6c5d45bcf1ee1e357bbe9","0","Batch04_301_400","front/mid pacing flow relief slot; flow count target around 40"
"31","308","408","Main/Level_Main_308","normal","NormalB_NeutralOrPeelLight","NeutralMixed","psg_like_neutral","mixed_chain","NormalNeutral","Normal","1","普通/恢复","section","PSG_Normal_section_NormalOrRecovery_Normal","21","37","0.568","22","30","0.733","M_Neutral","TargetBand","106","95","117","767","13","direct_pure_topup_05_15_direct_normal_pure_rect_dual_zone_g10_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_15_direct_normal_pure_rect_dual_zone_g10_v05.asset","eab1ccb3663ae3640b0e9b65dc7cd2ff","0","Batch04_301_400","second ordinary slot uses PSG-like neutral mixed"
"31","305","405","Main/Level_Main_305","normal","Hard","PeelMid","peel_mid","rail_chain","Hard","Pressure","3","特别困难","lock","PSG_Normal_lock_VeryHard_Pressure","25","44","0.568","25","33","0.758","L_PeelMid","TargetBand","181","163","199","1078","10","direct_advanced_19_direct_advanced_veryhard_rect_core_burst_g2_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_19_direct_advanced_veryhard_rect_core_burst_g2_v03.asset","37de43227753b85459cfe6625012545d","0","Batch04_301_400","hard slot: stable layered peel is primary production lane"
"31","309","409","Main/Level_Main_309","normal","Peak","PressurePeak","psg_pressure_peak","mixed_chain","Peak","Pressure","4","极难","lock","PSG_Normal_lock_Extreme_Pressure","24","51","0.471","26","34","0.765","L_Peak","TargetBand","200","180","220","1201","10","direct_advanced_41_direct_advanced_veryhard_rect_lock_buckle_g1_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_41_direct_advanced_veryhard_rect_lock_buckle_g1_v06.asset","169563565f3f2b847b8cd397e880a3ba","0","Batch04_301_400","mid/late peak uses pressure-shaped PSG-like mixed"
"32","311","411","Main/Level_Main_311","normal","NormalA_FlowOrNeutral","FlowRail","flow_continuous","rail_chain","NormalFlow","Normal","1","普通/恢复","maze","PSG_Normal_maze_NormalOrRecovery_Normal","21","35","0.6","20","27","0.741","M_Flow","TargetBand","103","93","113","728","13","direct_pure_topup_06_16_direct_normal_pure_rect_maze_long_chain_g7_v08","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_16_direct_normal_pure_rect_maze_long_chain_g7_v08.asset","9777cb24916a9834b8777ec00bdba9c3","0","Batch04_301_400","front/mid pacing flow relief slot; flow count target around 40"
"32","314","414","Main/Level_Main_314","normal","NormalB_NeutralOrPeelLight","NeutralMixed","psg_like_neutral","mixed_chain","NormalNeutral","Normal","1","普通/恢复","dense","PSG_Normal_dense_NormalOrRecovery_Normal","22","41","0.537","22","30","0.733","M_Neutral","TargetBand","112","101","123","887","13","direct_normal_101_direct_normal_rect_outer_shell_g4_v11","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_101_direct_normal_rect_outer_shell_g4_v11.asset","0f0106719ed490f41af3c88ca16f81ca","0","Batch04_301_400","second ordinary slot uses PSG-like neutral mixed"
"32","312","412","Main/Level_Main_312","normal","Hard","PeelMid","peel_mid","rail_chain","Hard","Pressure","3","特别困难","lock","PSG_Normal_lock_VeryHard_Pressure","22","39","0.564","23","31","0.742","M_PeelMid","TargetBand","134","121","147","837","10","direct_pure_topup_09_22_direct_polish_hard_pure_rect_outer_shell_g9_v07","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_22_direct_polish_hard_pure_rect_outer_shell_g9_v07.asset","756f705e84821fd439b311b7ef58ceb2","0","Batch04_301_400","hard slot: stable layered peel is primary production lane"
