order,section10,mainMissionId,levelName,missionTypeCode,category,psgGenerateMode,styleHint,difficultyCode,difficultyNameZh,stageDifficultyHint,experienceRole,psgProfileHint,targetWidth,targetHeight,targetAspect,targetChains,targetChainsMin,targetChainsMax,referenceArrowTiles,referenceMaxChainLength,isShapeSlot,shapeId,shapeNameZh,shapeUsageDisplayId,specialClearAssetPath,isHoleSlot,missionAniId,missionAniResPath,missionAniWinPath,sourceV11LevelId,sourceV11AssetPath,sourceV11CopiedAssetPath,sourceV11Guid,sourceV11Status,sourceV11Flags,templateNote
187,19,287,Main/Level_Main_187,1,shape,PSG_ShapeMask,shape_landmark,1,普通/恢复,Novelty,Shape,PSG_ShapeMask_NormalOrRecovery_Shape,30,42,0.714,102,92,112,719,13,1,waterdrop,水滴,shape_water_drop,UI/B_MissionAni/Special/ShapeIcons/shape_water_drop,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb04_03_main_waterdrop,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L187_waterdrop_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L187_r2_outer_strong_005_r2_006_a401_maskonlyb04_03_mai.asset,bb37e8631bd828b4cbe2eba33bc218a2,Green,None,
193,20,293,Main/Level_Main_193,1,shape,PSG_ShapeMask,shape_ocean,1,普通/恢复,Novelty,Shape,PSG_ShapeMask_NormalOrRecovery_Shape,44,40,1.1,102,92,112,850,17,1,robothead,机器人头,shape_robot_head,UI/B_MissionAni/Special/ShapeIcons/shape_robot_head,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb07_08_large_robothead,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L193_robothead_large.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L193_r2_outer_strong_005_r2_006_a401_maskonlyb07_08_lar.asset,543f4378dc4687144891a6e5d0fbe71e,Green,None,
198,20,298,Main/Level_Main_198,1,shape,PSG_ShapeMask,shape_object,1,普通/恢复,Novelty,Shape,PSG_ShapeMask_NormalOrRecovery_Shape,40,38,1.053,104,94,114,736,13,1,headphones,耳机,shape_headphones,UI/B_MissionAni/Special/ShapeIcons/shape_headphones,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb05_09_main_headphones,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L198_headphones_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L198_r2_outer_strong_005_r2_006_a401_maskonlyb05_09_mai.asset,498f55dad63f7d545871d66418006411,Green,None,
203,21,303,Main/Level_Main_203,1,shape,PSG_ShapeMask,shape_ocean,1,普通/恢复,Novelty,Shape,PSG_ShapeMask_NormalOrRecovery_Shape,34,49,0.694,102,92,112,829,17,1,microphone,麦克风,shape_microphone,UI/B_MissionAni/Special/ShapeIcons/shape_microphone,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb05_10_large_microphone,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L203_microphone_large.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L203_r2_outer_strong_005_r2_006_a401_maskonlyb05_10_lar.asset,fca7134fed1378f4798fdb0f960be62a,Green,None,
207,21,307,Main/Level_Main_207,1,shape,PSG_ShapeMask,shape_music,2,困难,Novelty,Shape,PSG_ShapeMask_Hard_Shape,38,38,1.0,114,103,125,851,13,1,magnetvarianta,磁铁,shape_magnet_variant_a,UI/B_MissionAni/Special/ShapeIcons/shape_magnet_variant_a,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb09_04_main_magnetvarianta,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L207_magnetvarianta_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L207_r2_outer_strong_005_r2_006_a401_maskonlyb09_04_mai.asset,dbab9f2c94e5f2547b0bdd9b3ddd557b,Green,None,
213,22,313,Main/Level_Main_213,1,shape,PSG_ShapeMask,shape_nature,2,困难,Novelty,Shape,PSG_ShapeMask_Hard_Shape,44,43,1.023,111,100,122,931,17,1,wizardhat,巫师帽,shape_wizard_hat,UI/B_MissionAni/Special/ShapeIcons/shape_wizard_hat,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb02_07_large_wizardhat,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV4/shape_refresh_v4_L213_maskonlyb02_07_large_wizardhat_20260614_171915.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L213_r2_outer_strong_005_r2_006_a401_maskonlyb02_07_lar.asset,121272a284555124a9e7afc3523fdeca,Yellow,StartFakeWide,
218,22,318,Main/Level_Main_218,1,shape,PSG_ShapeMask,shape_vehicle,2,困难,Novelty,Shape,PSG_ShapeMask_Hard_Shape,40,36,1.111,106,95,117,814,13,1,mailbox,邮箱,shape_mailbox,UI/B_MissionAni/Special/ShapeIcons/shape_mailbox,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb04_14_main_mailbox,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L218_mailbox_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L218_r2_outer_strong_005_r2_006_a401_maskonlyb04_14_mai.asset,f63e76c976a7d21409dcf2e35d567c59,Green,None,
223,23,323,Main/Level_Main_223,1,shape,PSG_ShapeMask,shape_music,1,普通/恢复,Novelty,Shape,PSG_ShapeMask_NormalOrRecovery_Shape,38,47,0.809,102,92,112,804,17,1,magnifier,放大镜,shape_magnifier,UI/B_MissionAni/Special/ShapeIcons/shape_magnifying_glass,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb01_03_large_magnifier,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L223_magnifier_large.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L223_r2_outer_strong_005_r2_006_a401_maskonlyb01_03_lar.asset,ac0442edf995faa4d837f4c9fae6d4f6,Green,None,
228,23,328,Main/Level_Main_228,1,shape,PSG_ShapeMask,shape_magic,2,困难,Novelty,Shape,PSG_ShapeMask_Hard_Shape,36,49,0.735,109,98,120,944,17,1,icecreamcone,冰淇淋,shape_ice_cream_cone,UI/B_MissionAni/Special/ShapeIcons/shape_ice_cream_cone,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb02_05_large_icecreamcone,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L228_icecreamcone_large.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L228_r2_outer_strong_005_r2_006_a401_maskonlyb02_05_lar.asset,516b683ab42e34d45a558e334cf2efb3,Green,None,
233,24,333,Main/Level_Main_233,1,shape,PSG_ShapeMask,shape_object,2,困难,Novelty,Shape,PSG_ShapeMask_Hard_Shape,38,47,0.809,110,99,121,955,17,1,trafficcone,交通锥,shape_traffic_cone,UI/B_MissionAni/Special/ShapeIcons/shape_traffic_cone,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb04_20_large_trafficcone,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L233_trafficcone_large.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L233_r2_outer_strong_005_r2_006_a401_maskonlyb04_20_lar.asset,497d243bfafccd64b88111bb0d3eb099,Green,None,
238,24,338,Main/Level_Main_238,1,shape,PSG_ShapeMask,shape_character,1,普通/恢复,Novelty,Shape,PSG_ShapeMask_NormalOrRecovery_Shape,34,42,0.81,106,95,117,778,13,1,cactus,仙人掌,shape_cactus,UI/B_MissionAni/Special/ShapeIcons/shape_cactus,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb04_07_main_cactus,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L238_cactus_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L238_r2_outer_strong_005_r2_006_a401_maskonlyb04_07_mai.asset,8fc5de5c24c51df41bbf458f6ed7cfa6,Green,None,
243,25,343,Main/Level_Main_243,1,shape,PSG_ShapeMask,shape_space,2,困难,Novelty,Shape,PSG_ShapeMask_Hard_Shape,36,38,0.947,120,108,132,844,13,1,house,房子,shape_house,UI/B_MissionAni/Special/ShapeIcons/shape_house,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb03_01_main_house,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L243_house_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L243_r2_outer_strong_005_r2_006_a401_maskonlyb03_01_mai.asset,dd4c43537e2d42d45aa86e7871262720,Green,None,
247,25,347,Main/Level_Main_247,1,shape,PSG_ShapeMask,shape_object,1,普通/恢复,Novelty,Shape,PSG_ShapeMask_NormalOrRecovery_Shape,38,47,0.809,109,98,120,902,17,1,lollipop,棒棒糖,shape_lollipop,UI/B_MissionAni/Special/ShapeIcons/shape_lollipop,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb02_18_large_lollipop,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L247_lollipop_large.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L247_r2_outer_strong_005_r2_006_a401_maskonlyb02_18_lar.asset,edd80fbfbeec4784e8b85939e2c1adc8,Green,BottleneckHeavy,
253,26,353,Main/Level_Main_253,1,shape,PSG_ShapeMask,shape_space,2,困难,Novelty,Shape,PSG_ShapeMask_Hard_Shape,38,38,1.0,117,105,129,817,13,1,gear,齿轮,shape_gear,UI/B_MissionAni/Special/ShapeIcons/shape_gear,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb04_12_main_gear,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L253_gear_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L253_r2_outer_strong_005_r2_006_a401_maskonlyb04_12_mai.asset,129b28c3bab63114eb8c6cd35138c641,Green,None,
258,26,358,Main/Level_Main_258,1,shape,PSG_ShapeMask,shape_ocean,1,普通/恢复,Novelty,Shape,PSG_ShapeMask_NormalOrRecovery_Shape,34,44,0.773,110,99,121,783,13,1,questionmarkvarianta,问号,shape_question_mark_variant_a,UI/B_MissionAni/Special/ShapeIcons/shape_question_mark_variant_a,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb09_02_main_questionmarkvarianta,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L258_questionmarkvarianta_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L258_r2_outer_strong_005_r2_006_a401_maskonlyb09_02_mai.asset,1b0ba6b794e85c24285300ec9da240b4,Green,None,
263,27,363,Main/Level_Main_263,1,shape,PSG_ShapeMask,shape_toolui,1,普通/恢复,Novelty,Shape,PSG_ShapeMask_NormalOrRecovery_Shape,36,42,0.857,116,104,128,738,13,1,cherries,樱桃,shape_cherries,UI/B_MissionAni/Special/ShapeIcons/shape_cherries,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb05_04_main_cherries,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L263_cherries_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L263_r2_outer_strong_005_r2_006_a401_maskonlyb05_04_mai.asset,20f630b834763d14696163561a091522,Green,None,
268,27,368,Main/Level_Main_268,1,shape,PSG_ShapeMask,shape_magic,2,困难,Novelty,Shape,PSG_ShapeMask_Hard_Shape,34,42,0.81,118,106,130,813,13,1,boot,靴子,shape_boot,UI/B_MissionAni/Special/ShapeIcons/shape_boot,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb05_02_main_boot,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L268_boot_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L268_r2_outer_strong_005_r2_006_a401_maskonlyb05_02_mai.asset,9c3a95efacdfd3a43bb500a6bdf1a9b7,Green,None,
273,28,373,Main/Level_Main_273,1,shape,PSG_ShapeMask,shape_toolui,1,普通/恢复,Novelty,Shape,PSG_ShapeMask_NormalOrRecovery_Shape,36,44,0.818,113,102,124,824,13,1,gameportal,游戏传送门,shape_game_portal,UI/B_MissionAni/Special/ShapeIcons/shape_game_portal,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb07_10_main_gameportal,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L273_gameportal_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L273_r2_outer_strong_005_r2_006_a401_maskonlyb07_10_mai.asset,2eca74f956fe68a468e08a074fc8b629,Green,None,
278,28,378,Main/Level_Main_278,1,shape,PSG_ShapeMask,shape_ocean,2,困难,Novelty,Shape,PSG_ShapeMask_Hard_Shape,36,42,0.857,119,107,131,873,13,1,tree,树,shape_tree,UI/B_MissionAni/Special/ShapeIcons/shape_tree,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb04_02_main_tree,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L278_tree_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L278_r2_outer_strong_005_r2_006_a401_maskonlyb04_02_mai.asset,3f37fc5c886d49046a74e8fe2ad69d86,Green,None,
283,29,383,Main/Level_Main_283,1,shape,PSG_ShapeMask,shape_toolui,2,困难,Novelty,Shape,PSG_ShapeMask_Hard_Shape,40,42,0.952,119,107,131,906,13,1,volcano,火山,shape_volcano,UI/B_MissionAni/Special/ShapeIcons/shape_volcano,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb08_02_main_volcano,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L283_volcano_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L283_r2_outer_strong_005_r2_006_a401_maskonlyb08_02_mai.asset,ab932845ecda8de4f894ed5c4c3f1b7a,Green,None,
288,29,388,Main/Level_Main_288,1,shape,PSG_ShapeMask,shape_ocean,2,困难,Novelty,Shape,PSG_ShapeMask_Hard_Shape,36,44,0.818,120,108,132,827,13,1,knighthelmet,骑士头盔,shape_knight_helmet,UI/B_MissionAni/Special/ShapeIcons/shape_knight_helmet,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb07_02_main_knighthelmet,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L288_knighthelmet_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L288_r2_outer_strong_005_r2_006_a401_maskonlyb07_02_mai.asset,8626c7ff2dc0f19409a7a637c9558b9c,Green,None,
293,30,393,Main/Level_Main_293,1,shape,PSG_ShapeMask,shape_landmark,2,困难,Novelty,Shape,PSG_ShapeMask_Hard_Shape,36,47,0.766,118,106,130,1015,17,1,potionbottle,药水瓶,shape_potion_bottle,UI/B_MissionAni/Special/ShapeIcons/shape_potion_bottle,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb02_04_large_potionbottle,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L293_potionbottle_large.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L293_r2_outer_strong_005_r2_006_a401_maskonlyb02_04_lar.asset,b7f960bd076dfea4e88d0c54610634e2,Green,None,
298,30,398,Main/Level_Main_298,1,shape,PSG_ShapeMask,shape_magic,2,困难,Novelty,Shape,PSG_ShapeMask_Hard_Shape,34,44,0.773,123,111,135,832,13,1,rocketvarianta,火箭,shape_rocket_variant_a,UI/B_MissionAni/Special/ShapeIcons/shape_rocket_variant_a,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb09_10_main_rocketvarianta,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L298_rocketvarianta_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L298_r2_outer_strong_005_r2_006_a401_maskonlyb09_10_mai.asset,e2ecc959fb3dbbd4f9a70a0e2c7bfed2,Green,None,
303,31,403,Main/Level_Main_303,1,shape,PSG_ShapeMask,shape_landmark,1,普通/恢复,Novelty,Shape,PSG_ShapeMask_NormalOrRecovery_Shape,34,44,0.773,120,108,132,819,13,1,virtualpetkeychain,电子宠物钥匙扣,shape_virtual_pet_keychain,UI/B_MissionAni/Special/ShapeIcons/shape_virtual_pet_keychain,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb06_08_main_virtualpetkeychain,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L303_virtualpetkeychain_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L303_r2_outer_strong_005_r2_006_a401_maskonlyb06_08_mai.asset,381829532fa5b3340b076f7ee5db9211,Green,None,
307,31,407,Main/Level_Main_307,1,shape,PSG_ShapeMask,shape_ocean,2,困难,Novelty,Shape,PSG_ShapeMask_Hard_Shape,36,47,0.766,121,109,133,982,17,1,pear,梨,shape_pear,UI/B_MissionAni/Special/ShapeIcons/shape_pear,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb05_13_large_pear,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L307_pear_large.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L307_r2_outer_strong_005_r2_006_a401_maskonlyb05_13_lar.asset,d9cde7677895a25429bba9dc36d25e69,Green,BottleneckHeavy,
313,32,413,Main/Level_Main_313,1,shape,PSG_ShapeMask,shape_music,1,普通/恢复,Novelty,Shape,PSG_ShapeMask_NormalOrRecovery_Shape,34,38,0.895,121,109,133,857,13,1,apple,苹果,shape_apple,UI/B_MissionAni/Special/ShapeIcons/shape_apple,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb02_02_main_apple,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L313_apple_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L313_r2_outer_strong_005_r2_006_a401_maskonlyb02_02_mai.asset,4902d777a26095e469cc2335208c3bc1,Green,None,
318,32,418,Main/Level_Main_318,1,shape,PSG_ShapeMask,shape_character,2,困难,Novelty,Shape,PSG_ShapeMask_Hard_Shape,34,42,0.81,125,113,137,867,13,1,flame,火焰,shape_flame,UI/B_MissionAni/Special/ShapeIcons/shape_flame,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb04_10_main_flame,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L318_flame_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L318_r2_outer_strong_005_r2_006_a401_maskonlyb04_10_mai.asset,d24f455ca963c7b49b9172bcf84ea2c2,Green,None,
323,33,423,Main/Level_Main_323,1,shape,PSG_ShapeMask,shape_ocean,2,困难,Novelty,Shape,PSG_ShapeMask_Hard_Shape,34,44,0.773,124,112,136,848,12,1,hotairballoon,热气球,shape_hot_air_balloon,UI/B_MissionAni/Special/ShapeIcons/shape_hot_air_balloon,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb02_06_main_hotairballoon,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L323_hotairballoon_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L323_r2_outer_strong_005_r2_006_a401_maskonlyb02_06_mai.asset,229ad98aee68c37429cee4835b6b4817,Green,None,
327,33,427,Main/Level_Main_327,1,shape,PSG_ShapeMask,shape_landmark,2,困难,Novelty,Shape,PSG_ShapeMask_Hard_Shape,38,47,0.809,130,117,143,1066,17,1,compass,指南针,shape_compass,UI/B_MissionAni/Special/ShapeIcons/shape_compass,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb01_04_large_compass,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L327_compass_large.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L327_r2_outer_strong_005_r2_006_a401_maskonlyb01_04_lar.asset,c2f8e461971d14b4cb690ac06c35c397,Green,None,
333,34,433,Main/Level_Main_333,1,shape,PSG_ShapeMask,shape_ocean,2,困难,Novelty,Shape,PSG_ShapeMask_Hard_Shape,38,47,0.809,130,117,143,1093,17,1,leaf,叶子,shape_leaf,UI/B_MissionAni/Special/ShapeIcons/shape_leaf,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb04_13_large_leaf,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L333_leaf_large.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L333_r2_outer_strong_005_r2_006_a401_maskonlyb04_13_lar.asset,7bd9dfc9115486b41a3c55a3fa03130a,Green,None,
338,34,438,Main/Level_Main_338,1,shape,PSG_ShapeMask,shape_landmark,3,特别困难,Novelty,Shape,PSG_ShapeMask_VeryHard_Shape,44,40,1.1,136,122,150,1144,17,1,television,电视,shape_television,UI/B_MissionAni/Special/ShapeIcons/shape_television,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb04_18_large_television,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV4/shape_refresh_v4_L338_maskonlyb04_18_large_television_20260615_154709.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L338_r2_outer_strong_005_r2_006_a401_maskonlyb04_18_lar.asset,0206938d7949f674ea34c8350294f389,Green,BottleneckHeavy,
343,35,443,Main/Level_Main_343,1,shape,PSG_ShapeMask,shape_art,2,困难,Novelty,Shape,PSG_ShapeMask_Hard_Shape,38,42,0.905,135,121,149,966,13,1,skeletonskull,骷髅头,shape_skeleton_skull,UI/B_MissionAni/Special/ShapeIcons/shape_skeleton_skull,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb07_07_main_skeletonskull,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L343_skeletonskull_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L343_r2_outer_strong_005_r2_006_a401_maskonlyb07_07_mai.asset,910acf4dcd7d81b468afaab5fa86cf22,Green,None,
348,35,448,Main/Level_Main_348,1,shape,PSG_ShapeMask,shape_landmark,2,困难,Novelty,Shape,PSG_ShapeMask_Hard_Shape,43,43,1.0,133,120,146,1204,17,1,donut,甜甜圈,shape_donut,UI/B_MissionAni/Special/ShapeIcons/shape_donut,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb05_05_large_donut,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV3/shape_refresh_v3_L348_maskonlyb05_05_large_donut_20260615_190517.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L348_r2_outer_strong_005_r2_006_a401_maskonlyb05_05_lar.asset,b370070eb42982648ad56b7f33d505dd,Green,None,
353,36,453,Main/Level_Main_353,1,shape,PSG_ShapeMask,shape_magic,2,困难,Novelty,Shape,PSG_ShapeMask_Hard_Shape,44,43,1.023,128,115,141,1027,17,1,slimecrown,史莱姆皇冠,shape_slime_crown,UI/B_MissionAni/Special/ShapeIcons/shape_slime_crown,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb07_09_large_slimecrown,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV3/shape_refresh_v3_L353_maskonlyb07_09_large_slimecrown_20260615_225229.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L353_r2_outer_strong_005_r2_006_a401_maskonlyb07_09_lar.asset,4ee2ab9c1871ae34ba9237e70fd00451,Green,BottleneckHeavy,
358,36,458,Main/Level_Main_358,1,shape,PSG_ShapeMask,shape_ocean,2,困难,Novelty,Shape,PSG_ShapeMask_Hard_Shape,40,47,0.851,131,118,144,1125,17,1,clover,四叶草,shape_clover,UI/B_MissionAni/Special/ShapeIcons/shape_four_leaf_clover,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb01_09_large_clover,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L358_clover_large.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L358_r2_outer_strong_005_r2_006_a401_maskonlyb01_09_lar.asset,a0a841227bb53a3439303f97d52eaa38,Yellow,GrindyLowClear,
363,37,463,Main/Level_Main_363,1,shape,PSG_ShapeMask,shape_landmark,1,普通/恢复,Novelty,Shape,PSG_ShapeMask_NormalOrRecovery_Shape,40,47,0.851,138,124,152,1189,17,1,bell,铃铛,shape_bell,UI/B_MissionAni/Special/ShapeIcons/shape_bell,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb09_26_large_bell,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L363_bell_large.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L363_r2_outer_strong_005_r2_006_a401_maskonlyb09_26_lar.asset,a5f583db518a02c4481092fac405fe5f,Green,BottleneckHeavy,
368,37,468,Main/Level_Main_368,1,shape,PSG_ShapeMask,shape_magic,1,普通/恢复,Novelty,Shape,PSG_ShapeMask_NormalOrRecovery_Shape,36,47,0.766,140,126,154,1179,17,1,hourglass,沙漏,shape_hourglass,UI/B_MissionAni/Special/ShapeIcons/shape_hourglass,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb01_08_large_hourglass,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L368_hourglass_large.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L368_r2_outer_strong_005_r2_006_a401_maskonlyb01_08_lar.asset,7413436d08bb0ff498b585b47f2e81f3,Green,None,
373,38,473,Main/Level_Main_373,1,shape,PSG_ShapeMask,shape_ocean,1,普通/恢复,Novelty,Shape,PSG_ShapeMask_NormalOrRecovery_Shape,34,42,0.81,142,128,156,967,13,1,glove,手套,shape_glove,UI/B_MissionAni/Special/ShapeIcons/shape_glove,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb05_07_main_glove,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L373_glove_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L373_r2_outer_strong_005_r2_006_a401_maskonlyb05_07_mai.asset,6f760d4d4bc8c984e99a279aeac92b8d,Green,None,
378,38,478,Main/Level_Main_378,1,shape,PSG_ShapeMask,shape_landmark,1,普通/恢复,Novelty,Shape,PSG_ShapeMask_NormalOrRecovery_Shape,44,38,1.158,134,121,147,1128,17,1,pretzel,椒盐卷饼,shape_pretzel,UI/B_MissionAni/Special/ShapeIcons/shape_pretzel,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb05_15_large_pretzel,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV3/shape_refresh_v3_L378_maskonlyb05_15_large_pretzel_20260615_191026.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L378_r2_outer_strong_005_r2_006_a401_maskonlyb05_15_lar.asset,b92dea197bcb1a740ae3df734395deb1,Yellow,GrindyLowClear,
