order,section10,mainMissionId,levelName,missionTypeCode,category,psgGenerateMode,styleHint,difficultyCode,difficultyNameZh,stageDifficultyHint,experienceRole,psgProfileHint,targetWidth,targetHeight,targetAspect,targetChains,targetChainsMin,targetChainsMax,referenceArrowTiles,referenceMaxChainLength,isShapeSlot,shapeId,shapeNameZh,shapeUsageDisplayId,specialClearAssetPath,isHoleSlot,missionAniId,missionAniResPath,missionAniWinPath,sourceV11LevelId,sourceV11AssetPath,sourceV11CopiedAssetPath,sourceV11Guid,sourceV11Status,sourceV11Flags,templateNote
129,13,229,Main/Level_Main_129,1,normal,PSG_Normal,section,3,特别困难,Hard,Pressure,PSG_Normal_section_VeryHard_Pressure,22,35,0.629,102,92,112,762,13,0,,,,,0,,,,direct_normal_topup_30_direct_normal_topup_rect_stair_push_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_30_direct_normal_topup_rect_stair_push_g9_v04.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L129_direct_normal_topup_30_direct_normal_topup_rect_st.asset,572d73d608b91d540b73fee326743c23,Green,PeakTooFlat,
130,13,230,Main/Level_Main_130,1,normal,PSG_Normal,section,1,普通/恢复,Normal,Normal,PSG_Normal_section_NormalOrRecovery_Normal,22,31,0.71,96,86,106,673,12,0,,,,,0,,,,direct_pure_topup_06_07_direct_normal_pure_rect_dual_zone_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_07_direct_normal_pure_rect_dual_zone_g6_v07.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L130_direct_pure_topup_06_07_direct_normal_pure_rect_du.asset,da752972e7059b54cb70351a4c7b5d8f,Green,None,
131,14,231,Main/Level_Main_131,1,normal,PSG_Normal,dense,1,普通/恢复,Normal,Normal,PSG_Normal_dense_NormalOrRecovery_Normal,18,31,0.581,81,73,89,548,13,0,,,,,0,,,,direct_pure_topup_04_01_direct_normal_pure_rect_outer_shell_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_01_direct_normal_pure_rect_outer_shell_g6_v01.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L131_direct_pure_topup_04_01_direct_normal_pure_rect_ou.asset,db7643bf7229afe419743652f1965ef2,Green,None,
132,14,232,Main/Level_Main_132,1,normal,PSG_Normal,lock,2,困难,Hard,Pressure,PSG_Normal_lock_Hard_Pressure,19,32,0.594,86,77,95,600,13,0,,,,,0,,,,direct_pure_topup_04_22_direct_normal_pure_rect_core_burst_g8_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_22_direct_normal_pure_rect_core_burst_g8_v03.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L132_direct_pure_topup_04_22_direct_normal_pure_rect_co.asset,f0b1eb148749691418ab90675f0f19e4,Green,PeakTooFlat,
134,14,234,Main/Level_Main_134,1,normal,PSG_Normal,maze,1,普通/恢复,Normal,Normal,PSG_Normal_maze_NormalOrRecovery_Normal,14,29,0.483,56,50,62,399,11,0,,,,,0,,,,direct_pure_topup_01_24_direct_refresh_topup_rect_maze_long_chain_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_24_direct_refresh_topup_rect_maze_long_chain_g2_v03.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L134_direct_pure_topup_01_24_direct_refresh_topup_rect_.asset,75873479b53dfed4ab0dd5f065067009,Green,None,
136,14,236,Main/Level_Main_136,1,normal,PSG_Normal,section,4,极难,VeryHard,Peak,PSG_Normal_section_Extreme_Peak,23,36,0.639,113,102,124,817,13,0,,,,,0,,,,direct_normal_39_direct_normal_rect_quasi_symmetry_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_39_direct_normal_rect_quasi_symmetry_g3_v04.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L136_direct_normal_39_direct_normal_rect_quasi_symmetry.asset,8156b6de7fb66664bafcd2e22f7b0df3,Green,PeakTooFlat,
137,14,237,Main/Level_Main_137,1,normal,PSG_Normal,lock,1,普通/恢复,Normal,Normal,PSG_Normal_lock_NormalOrRecovery_Normal,21,31,0.677,80,72,88,639,13,0,,,,,0,,,,direct_pure_topup_04_19_direct_normal_pure_rect_lock_buckle_g8_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_19_direct_normal_pure_rect_lock_buckle_g8_v03.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L137_direct_pure_topup_04_19_direct_normal_pure_rect_lo.asset,7f96f8e9b8e534540a5cb18e16c0a3d7,Green,None,
139,14,239,Main/Level_Main_139,1,normal,PSG_Normal,section,1,普通/恢复,Recovery,Recovery,PSG_Normal_section_NormalOrRecovery_Recovery,20,39,0.513,101,91,111,761,13,0,,,,,0,,,,direct_normal_68_direct_normal_rect_stair_push_g0_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_68_direct_normal_rect_stair_push_g0_v07.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L139_direct_normal_68_direct_normal_rect_stair_push_g0_.asset,da3ab8bac32b0d84484338cd34ded434,Green,None,
140,14,240,Main/Level_Main_140,1,normal,PSG_Normal,section,2,困难,Normal,Normal,PSG_Normal_section_Hard_Normal,23,34,0.676,102,92,112,769,13,0,,,,,0,,,,direct_normal_92_direct_normal_rect_section_unlock_g3_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_92_direct_normal_rect_section_unlock_g3_v10.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L140_direct_normal_92_direct_normal_rect_section_unlock.asset,81010ef83ca872a48ae62225124fd4e0,Green,None,
141,15,241,Main/Level_Main_141,1,normal,PSG_Normal,sweep,1,普通/恢复,Recovery,Recovery,PSG_Normal_sweep_NormalOrRecovery_Recovery,23,39,0.59,114,103,125,880,13,0,,,,,0,,,,direct_normal_35_direct_normal_rect_sweep_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_35_direct_normal_rect_sweep_g3_v04.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L141_direct_normal_35_direct_normal_rect_sweep_g3_v04.asset,3c2e5f0a8b494e041ac48668f0d760cc,Green,None,
144,15,244,Main/Level_Main_144,1,normal,PSG_Normal,lock,3,特别困难,Hard,Pressure,PSG_Normal_lock_VeryHard_Pressure,22,40,0.55,113,102,124,866,13,0,,,,,0,,,,direct_normal_103_direct_normal_rect_lock_buckle_g4_v11,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_103_direct_normal_rect_lock_buckle_g4_v11.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L144_direct_normal_103_direct_normal_rect_lock_buckle_g.asset,a2596732926af2243ad1523de26294a4,Green,PeakTooFlat,
145,15,245,Main/Level_Main_145,1,normal,PSG_Normal,maze,1,普通/恢复,Recovery,Recovery,PSG_Normal_maze_NormalOrRecovery_Recovery,21,34,0.618,95,85,105,704,13,0,,,,,0,,,,direct_pure_normal_extra_02_16_direct_normal_pure_extra_rect_maze_long_chain_g19_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_16_direct_normal_pure_extra_rect_maze_long_chain_g19_v05.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L145_direct_pure_normal_extra_02_16_direct_normal_pure_.asset,3965795b7e1bf2b4195faf79c1c0aaa8,Green,None,
146,15,246,Main/Level_Main_146,1,normal,PSG_Normal,dense,1,普通/恢复,Normal,Normal,PSG_Normal_dense_NormalOrRecovery_Normal,22,31,0.71,95,85,105,668,13,0,,,,,0,,,,direct_pure_topup_06_12_direct_normal_pure_rect_dense_weave_g7_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_12_direct_normal_pure_rect_dense_weave_g7_v08.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L146_direct_pure_topup_06_12_direct_normal_pure_rect_de.asset,e44f074630f5d4840a3387454f3a2fa1,Green,None,
148,15,248,Main/Level_Main_148,1,normal,PSG_Normal,section,2,困难,Hard,Pressure,PSG_Normal_section_Hard_Pressure,23,37,0.622,111,100,122,851,18,0,,,,,0,,,,sgp_merged_final_outer_repair_quality_filtered26_harde_02_sgp_linework_maze_08_sgp_linework_maze_bluepri,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV4/shape_refresh_v4_L148_sgp_merged_final_outer_repair_quality_filtered26_harde_02_sgp_linework.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L148_sgp_merged_final_outer_repair_quality_filtered26_h.asset,555b35f3d88e13447a18552b77839073,Green,PeakTooFlat,
149,15,249,Main/Level_Main_149,1,normal,PSG_Normal,lock,4,极难,VeryHard,Peak,PSG_Normal_lock_Extreme_Peak,22,39,0.564,114,103,125,843,13,0,,,,,0,,,,direct_normal_126_direct_normal_rect_core_burst_g0_v13,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_126_direct_normal_rect_core_burst_g0_v13.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L149_direct_normal_126_direct_normal_rect_core_burst_g0.asset,9c845f6143ebbb94faf77a834174aa8f,Green,PeakTooFlat,
150,15,250,Main/Level_Main_150,1,normal,PSG_Normal,section,1,普通/恢复,Normal,Normal,PSG_Normal_section_NormalOrRecovery_Normal,20,37,0.541,104,94,114,725,13,0,,,,,0,,,,direct_normal_topup_65_direct_normal_topup_rect_section_unlock_g8_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_65_direct_normal_topup_rect_section_unlock_g8_v09.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L150_direct_normal_topup_65_direct_normal_topup_rect_se.asset,3995ae9ff3c2b2649a6141fdff464cd6,Green,None,
152,16,252,Main/Level_Main_152,1,normal,PSG_Normal,lock,2,困难,Normal,Normal,PSG_Normal_lock_Hard_Normal,21,39,0.538,106,95,117,804,13,0,,,,,0,,,,direct_normal_133_direct_normal_rect_lock_buckle_g1_v14,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_133_direct_normal_rect_lock_buckle_g1_v14.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L152_direct_normal_133_direct_normal_rect_lock_buckle_g.asset,92379ec495229974ca1d2ff0e0e454a7,Green,None,
154,16,254,Main/Level_Main_154,1,normal,PSG_Normal,section,3,特别困难,Hard,Pressure,PSG_Normal_section_VeryHard_Pressure,23,38,0.605,113,102,124,858,13,0,,,,,0,,,,direct_normal_98_direct_normal_rect_stair_push_g3_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_98_direct_normal_rect_stair_push_g3_v10.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L154_direct_normal_98_direct_normal_rect_stair_push_g3_.asset,6f1fa5223ad8331449646e0d0a9df893,Green,PeakTooFlat,
155,16,255,Main/Level_Main_155,1,normal,PSG_Normal,dense,1,普通/恢复,Normal,Normal,PSG_Normal_dense_NormalOrRecovery_Normal,18,35,0.514,84,76,92,615,13,0,,,,,0,,,,direct_pure_normal_extra_02_19_direct_normal_pure_extra_rect_dense_weave_g20_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_19_direct_normal_pure_extra_rect_dense_weave_g20_v06.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L155_direct_pure_normal_extra_02_19_direct_normal_pure_.asset,1dcd2cd3b6d385e4c8f2c5ddba4d6d13,Green,None,
156,16,256,Main/Level_Main_156,1,normal,PSG_Normal,section,3,特别困难,VeryHard,Peak,PSG_Normal_section_VeryHard_Peak,26,29,0.897,94,85,103,737,13,0,,,,,0,,,,direct_diff120_55_direct_diff_normal_near_square_stair_ladder_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_55_direct_diff_normal_near_square_stair_ladder_g3_v04.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L156_direct_diff120_55_direct_diff_normal_near_square_s.asset,a280a0a87eb51114aaedf4247c29a6a4,Green,PeakTooFlat,
157,16,257,Main/Level_Main_157,1,normal,PSG_Normal,sweep,1,普通/恢复,Recovery,Recovery,PSG_Normal_sweep_NormalOrRecovery_Recovery,20,33,0.606,84,76,92,649,13,0,,,,,0,,,,direct_pure_topup_06_05_direct_normal_pure_rect_sweep_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_05_direct_normal_pure_rect_sweep_g6_v07.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L157_direct_pure_topup_06_05_direct_normal_pure_rect_sw.asset,45fef03b89a83b14998024f71563b261,Green,None,
159,16,259,Main/Level_Main_159,1,normal,PSG_Normal,section,2,困难,Normal,Normal,PSG_Normal_section_Hard_Normal,21,37,0.568,100,90,110,766,13,0,,,,,0,,,,direct_normal_137_direct_normal_rect_dual_zone_g1_v14,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_137_direct_normal_rect_dual_zone_g1_v14.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L159_direct_normal_137_direct_normal_rect_dual_zone_g1_.asset,c7f1a5c073737a64da05e995e7b41c32,Green,None,
160,16,260,Main/Level_Main_160,1,normal,PSG_Normal,lock,1,普通/恢复,Normal,Normal,PSG_Normal_lock_NormalOrRecovery_Normal,21,31,0.677,76,68,84,638,13,0,,,,,0,,,,direct_pure_topup_04_14_direct_normal_pure_rect_core_burst_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_14_direct_normal_pure_rect_core_burst_g7_v02.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L160_direct_pure_topup_04_14_direct_normal_pure_rect_co.asset,a5799ec6e806fc241ac6995313346928,Green,None,
161,17,261,Main/Level_Main_161,1,normal,PSG_Normal,sweep,1,普通/恢复,Recovery,Recovery,PSG_Normal_sweep_NormalOrRecovery_Recovery,17,30,0.567,53,48,58,506,155,0,,,,,0,,,,nomask_style_expansion_36_snake_spine_tall,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_36_snake_spine_tall.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L161_nomask_style_expansion_36_snake_spine_tall.asset,e2a85547e5ce87f44acd22b012bc4798,Green,None,
162,17,262,Main/Level_Main_162,1,normal,PSG_Normal,dense,1,普通/恢复,Normal,Normal,PSG_Normal_dense_NormalOrRecovery_Normal,19,38,0.5,95,85,105,705,13,0,,,,,0,,,,direct_pure_topup_06_04_direct_normal_pure_rect_dense_weave_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_04_direct_normal_pure_rect_dense_weave_g6_v07.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L162_direct_pure_topup_06_04_direct_normal_pure_rect_de.asset,8d0cd5db231505048af0f062eae931d0,Green,None,
164,17,264,Main/Level_Main_164,1,normal,PSG_Normal,lock,3,特别困难,Hard,Pressure,PSG_Normal_lock_VeryHard_Pressure,23,38,0.605,114,103,125,861,13,0,,,,,0,,,,direct_normal_topup_18_direct_normal_topup_rect_lock_buckle_g8_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_18_direct_normal_topup_rect_lock_buckle_g8_v03.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L164_direct_normal_topup_18_direct_normal_topup_rect_lo.asset,3efd213bb3cbd904297854283a82d8ac,Green,PeakTooFlat,
165,17,265,Main/Level_Main_165,1,normal,PSG_Normal,maze,1,普通/恢复,Recovery,Recovery,PSG_Normal_maze_NormalOrRecovery_Recovery,19,35,0.543,86,77,95,655,13,0,,,,,0,,,,direct_pure_normal_extra_02_24_direct_normal_pure_extra_rect_maze_long_chain_g20_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_24_direct_normal_pure_extra_rect_maze_long_chain_g20_v06.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L165_direct_pure_normal_extra_02_24_direct_normal_pure_.asset,891c30e8b303d1641a18e9a414ee9d55,Green,None,
166,17,266,Main/Level_Main_166,1,normal,PSG_Normal,section,2,困难,Normal,Normal,PSG_Normal_section_Hard_Normal,20,38,0.526,119,107,131,745,10,0,,,,,0,,,,direct_polish_clean_19_direct_polish_normal_rect_section_unlock_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_19_direct_polish_normal_rect_section_unlock_g2_v03.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L166_direct_polish_clean_19_direct_polish_normal_rect_s.asset,1217bdfd0118320478e205a7320d5c31,Green,None,
169,17,269,Main/Level_Main_169,1,normal,PSG_Normal,lock,3,特别困难,Hard,Pressure,PSG_Normal_lock_VeryHard_Pressure,25,40,0.625,124,112,136,987,13,0,,,,,0,,,,direct_diff120_84_direct_diff_hard_dag_unlock_stair_ladder_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_84_direct_diff_hard_dag_unlock_stair_ladder_g0_v01.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L169_direct_diff120_84_direct_diff_hard_dag_unlock_stai.asset,8e7032d9c445fbd4fb38a0f2db672da1,Green,None,
170,17,270,Main/Level_Main_170,1,normal,PSG_Normal,section,1,普通/恢复,Recovery,Recovery,PSG_Normal_section_NormalOrRecovery_Recovery,22,37,0.595,104,94,114,796,13,0,,,,,0,,,,direct_normal_topup_71_direct_normal_topup_rect_quasi_symmetry_g8_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_71_direct_normal_topup_rect_quasi_symmetry_g8_v09.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L170_direct_normal_topup_71_direct_normal_topup_rect_qu.asset,5e2ab3b9c63833f4fbc8eb3098f1e9f5,Green,None,
171,18,271,Main/Level_Main_171,1,normal,PSG_Normal,dense,1,普通/恢复,Recovery,Recovery,PSG_Normal_dense_NormalOrRecovery_Recovery,22,38,0.579,108,97,119,814,13,0,,,,,0,,,,direct_normal_topup_03_direct_normal_topup_rect_dense_weave_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_03_direct_normal_topup_rect_dense_weave_g6_v01.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L171_direct_normal_topup_03_direct_normal_topup_rect_de.asset,7331d4ee3bc12a24a80fceb8ed425225,Green,None,
172,18,272,Main/Level_Main_172,1,normal,PSG_Normal,section,2,困难,Hard,Pressure,PSG_Normal_section_Hard_Pressure,23,34,0.676,106,95,117,772,13,0,,,,,0,,,,direct_normal_topup_22_direct_normal_topup_rect_stair_push_g8_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_22_direct_normal_topup_rect_stair_push_g8_v03.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L172_direct_normal_topup_22_direct_normal_topup_rect_st.asset,8de0beb785d047846b8dd11015e7cc19,Green,PeakTooFlat,
174,18,274,Main/Level_Main_174,1,normal,PSG_Normal,maze,1,普通/恢复,Recovery,Recovery,PSG_Normal_maze_NormalOrRecovery_Recovery,19,36,0.528,95,85,105,674,13,0,,,,,0,,,,direct_pure_topup_06_24_direct_normal_pure_rect_maze_long_chain_g8_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_24_direct_normal_pure_rect_maze_long_chain_g8_v09.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L174_direct_pure_topup_06_24_direct_normal_pure_rect_ma.asset,932a91b61ba917e47b59275d8cad80b6,Green,None,
175,18,275,Main/Level_Main_175,1,normal,PSG_Normal,section,1,普通/恢复,Normal,Normal,PSG_Normal_section_NormalOrRecovery_Normal,20,33,0.606,92,83,101,649,13,0,,,,,0,,,,direct_pure_normal_extra_01_09_direct_normal_pure_extra_rect_section_unlock_g16_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_09_direct_normal_pure_extra_rect_section_unlock_g16_v02.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L175_direct_pure_normal_extra_01_09_direct_normal_pure_.asset,3864b9f612a1d884c8efd1ca72a1422f,Green,BottleneckHeavy,
176,18,276,Main/Level_Main_176,1,normal,PSG_Normal,lock,3,特别困难,Hard,Pressure,PSG_Normal_lock_VeryHard_Pressure,23,37,0.622,112,101,123,835,13,0,,,,,0,,,,direct_normal_16_direct_normal_rect_core_burst_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_16_direct_normal_rect_core_burst_g1_v02.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L176_direct_normal_16_direct_normal_rect_core_burst_g1_.asset,4af37cca7e41f434280200541e6d434d,Green,PeakTooFlat,
179,18,279,Main/Level_Main_179,1,normal,PSG_Normal,lock,3,特别困难,VeryHard,Peak,PSG_Normal_lock_VeryHard_Peak,22,39,0.564,115,103,127,842,13,0,,,,,0,,,,direct_normal_topup_26_direct_normal_topup_rect_lock_buckle_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_26_direct_normal_topup_rect_lock_buckle_g9_v04.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L179_direct_normal_topup_26_direct_normal_topup_rect_lo.asset,c3f15057822352943bebd6a877430eb0,Green,PeakTooFlat,
180,18,280,Main/Level_Main_180,1,normal,PSG_Normal,sweep,1,普通/恢复,Recovery,Recovery,PSG_Normal_sweep_NormalOrRecovery_Recovery,21,38,0.553,108,97,119,782,13,0,,,,,0,,,,direct_normal_topup_56_direct_normal_topup_rect_sweep_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_56_direct_normal_topup_rect_sweep_g6_v07.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L180_direct_normal_topup_56_direct_normal_topup_rect_sw.asset,6ae08e501bd21d147b165c25173254b8,Green,None,
181,19,281,Main/Level_Main_181,1,normal,PSG_Normal,maze,1,普通/恢复,Recovery,Recovery,PSG_Normal_maze_NormalOrRecovery_Recovery,22,36,0.611,106,95,117,778,13,0,,,,,0,,,,direct_normal_90_direct_normal_rect_maze_long_chain_g2_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_90_direct_normal_rect_maze_long_chain_g2_v09.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L181_direct_normal_90_direct_normal_rect_maze_long_chai.asset,f4585d3decae1b04ab86fe23c84a3a55,Green,None,
182,19,282,Main/Level_Main_182,1,normal,PSG_Normal,lock,1,普通/恢复,Normal,Normal,PSG_Normal_lock_NormalOrRecovery_Normal,18,38,0.474,88,79,97,671,13,0,,,,,0,,,,direct_pure_topup_04_06_direct_normal_pure_rect_core_burst_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_06_direct_normal_pure_rect_core_burst_g6_v01.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L182_direct_pure_topup_04_06_direct_normal_pure_rect_co.asset,91afb7713a219ee4aa0d25457b82af91,Green,None,
185,19,285,Main/Level_Main_185,1,normal,PSG_Normal,section,2,困难,Hard,Pressure,PSG_Normal_section_Hard_Pressure,21,37,0.568,103,93,113,764,13,0,,,,,0,,,,direct_normal_158_direct_normal_rect_stair_push_g3_v16,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_158_direct_normal_rect_stair_push_g3_v16.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L185_direct_normal_158_direct_normal_rect_stair_push_g3.asset,e2c4a49e72f940449b1d843c9c338c02,Green,PeakTooFlat,
186,19,286,Main/Level_Main_186,1,normal,PSG_Normal,sweep,1,普通/恢复,Recovery,Recovery,PSG_Normal_sweep_NormalOrRecovery_Recovery,21,36,0.583,104,94,114,749,13,0,,,,,0,,,,direct_normal_55_direct_normal_rect_sweep_g5_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_55_direct_normal_rect_sweep_g5_v06.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L186_direct_normal_55_direct_normal_rect_sweep_g5_v06.asset,7eb0c92c150362d47ace5e1e69375dca,Green,None,
188,19,288,Main/Level_Main_188,1,normal,PSG_Normal,section,1,普通/恢复,Normal,Normal,PSG_Normal_section_NormalOrRecovery_Normal,21,38,0.553,106,95,117,784,13,0,,,,,0,,,,direct_normal_topup_61_direct_normal_topup_rect_dual_zone_g7_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_61_direct_normal_topup_rect_dual_zone_g7_v08.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L188_direct_normal_topup_61_direct_normal_topup_rect_du.asset,9a4adbb45aec3e64a911d08946948b4d,Green,None,
189,19,289,Main/Level_Main_189,1,normal,PSG_Normal,lock,3,特别困难,Hard,Pressure,PSG_Normal_lock_VeryHard_Pressure,23,38,0.605,112,101,123,860,13,0,,,,,0,,,,direct_normal_56_direct_normal_rect_core_burst_g5_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_56_direct_normal_rect_core_burst_g5_v06.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L189_direct_normal_56_direct_normal_rect_core_burst_g5_.asset,43c46e65dce009c4d996f938e00d7769,Green,PeakTooFlat,
190,19,290,Main/Level_Main_190,1,normal,PSG_Normal,section,1,普通/恢复,Normal,Normal,PSG_Normal_section_NormalOrRecovery_Normal,23,39,0.59,113,102,124,878,13,0,,,,,0,,,,direct_normal_topup_54_direct_normal_topup_rect_stair_push_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_54_direct_normal_topup_rect_stair_push_g6_v07.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L190_direct_normal_topup_54_direct_normal_topup_rect_st.asset,ec68ed31924017f40b5c52880465328f,Green,None,
