order,section10,mainMissionId,levelName,missionTypeCode,category,psgGenerateMode,styleHint,difficultyCode,difficultyNameZh,stageDifficultyHint,experienceRole,psgProfileHint,targetWidth,targetHeight,targetAspect,targetChains,targetChainsMin,targetChainsMax,referenceArrowTiles,referenceMaxChainLength,isShapeSlot,shapeId,shapeNameZh,shapeUsageDisplayId,specialClearAssetPath,isHoleSlot,missionAniId,missionAniResPath,missionAniWinPath,sourceV11LevelId,sourceV11AssetPath,sourceV11CopiedAssetPath,sourceV11Guid,sourceV11Status,sourceV11Flags,templateNote
136,14,236,Main/Level_Main_136,1,normal,PSG_Normal,section,4,极难,VeryHard,Peak,PSG_Normal_section_Extreme_Peak,23,36,0.639,113,102,124,817,13,0,,,,,0,,,,direct_normal_39_direct_normal_rect_quasi_symmetry_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_39_direct_normal_rect_quasi_symmetry_g3_v04.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L136_direct_normal_39_direct_normal_rect_quasi_symmetry.asset,8156b6de7fb66664bafcd2e22f7b0df3,Green,PeakTooFlat,
137,14,237,Main/Level_Main_137,1,normal,PSG_Normal,lock,1,普通/恢复,Normal,Normal,PSG_Normal_lock_NormalOrRecovery_Normal,21,31,0.677,80,72,88,639,13,0,,,,,0,,,,direct_pure_topup_04_19_direct_normal_pure_rect_lock_buckle_g8_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_19_direct_normal_pure_rect_lock_buckle_g8_v03.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L137_direct_pure_topup_04_19_direct_normal_pure_rect_lo.asset,7f96f8e9b8e534540a5cb18e16c0a3d7,Green,None,
138,14,238,Main/Level_Main_138,1,shape,PSG_ShapeMask,shape_space,2,困难,Novelty,Shape,PSG_ShapeMask_Hard_Shape,28,44,0.636,99,89,109,729,13,1,bowlingpin,保龄球瓶,shape_bowling_pin,UI/B_MissionAni/Special/ShapeIcons/shape_bowling_pin,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb05_03_main_bowlingpin,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L138_bowlingpin_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L138_r2_outer_strong_005_r2_006_a401_maskonlyb05_03_mai.asset,e11c004d91a350b48a3ffe322f831088,Green,None,
139,14,239,Main/Level_Main_139,1,normal,PSG_Normal,section,1,普通/恢复,Recovery,Recovery,PSG_Normal_section_NormalOrRecovery_Recovery,20,39,0.513,101,91,111,761,13,0,,,,,0,,,,direct_normal_68_direct_normal_rect_stair_push_g0_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_68_direct_normal_rect_stair_push_g0_v07.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L139_direct_normal_68_direct_normal_rect_stair_push_g0_.asset,da3ab8bac32b0d84484338cd34ded434,Green,None,
140,14,240,Main/Level_Main_140,1,normal,PSG_Normal,section,2,困难,Normal,Normal,PSG_Normal_section_Hard_Normal,23,34,0.676,102,92,112,769,13,0,,,,,0,,,,direct_normal_92_direct_normal_rect_section_unlock_g3_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_92_direct_normal_rect_section_unlock_g3_v10.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L140_direct_normal_92_direct_normal_rect_section_unlock.asset,81010ef83ca872a48ae62225124fd4e0,Green,None,
141,15,241,Main/Level_Main_141,1,normal,PSG_Normal,sweep,1,普通/恢复,Recovery,Recovery,PSG_Normal_sweep_NormalOrRecovery_Recovery,23,39,0.59,114,103,125,880,13,0,,,,,0,,,,direct_normal_35_direct_normal_rect_sweep_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_35_direct_normal_rect_sweep_g3_v04.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L141_direct_normal_35_direct_normal_rect_sweep_g3_v04.asset,3c2e5f0a8b494e041ac48668f0d760cc,Green,None,
142,15,242,Main/Level_Main_142_hole,2,hole,PSG_HoleRescue,hole_rescue,1,普通/恢复,Mechanic,HoleRescue,PSG_HoleRescue_NormalOrRecovery,26,24,1.083,50,45,55,536,21,0,,,,,1,242,PrefabsN/Arrow/MissionAni/14_CaneCorso_sad_locked_8,PrefabsN/Arrow/MissionAni/14_CaneCorso_happy_break_8,hole_candidate_038_std_26x24_dual,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_038_std_26x24_dual.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L142_hole_candidate_038_std_26x24_dual.asset,0b24c22efa1b4484090822db8d7f32c9,Green,None,
143,15,243,Main/Level_Main_143,1,shape,PSG_ShapeMask,shape_magic,1,普通/恢复,Novelty,Shape,PSG_ShapeMask_NormalOrRecovery_Shape,42,34,1.235,87,78,96,755,17,1,watermelonslice,西瓜片,shape_watermelon_slice,UI/B_MissionAni/Special/ShapeIcons/shape_watermelon_slice,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb05_19_large_watermelonslice,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L143_watermelonslice_large.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L143_r2_outer_strong_005_r2_006_a401_maskonlyb05_19_lar.asset,b21aee2f86e682446ae8aa6852499cfc,Green,None,
144,15,244,Main/Level_Main_144,1,normal,PSG_Normal,lock,3,特别困难,Hard,Pressure,PSG_Normal_lock_VeryHard_Pressure,22,40,0.55,113,102,124,866,13,0,,,,,0,,,,direct_normal_103_direct_normal_rect_lock_buckle_g4_v11,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_103_direct_normal_rect_lock_buckle_g4_v11.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L144_direct_normal_103_direct_normal_rect_lock_buckle_g.asset,a2596732926af2243ad1523de26294a4,Green,PeakTooFlat,
145,15,245,Main/Level_Main_145,1,normal,PSG_Normal,maze,1,普通/恢复,Recovery,Recovery,PSG_Normal_maze_NormalOrRecovery_Recovery,21,34,0.618,95,85,105,704,13,0,,,,,0,,,,direct_pure_normal_extra_02_16_direct_normal_pure_extra_rect_maze_long_chain_g19_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_16_direct_normal_pure_extra_rect_maze_long_chain_g19_v05.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L145_direct_pure_normal_extra_02_16_direct_normal_pure_.asset,3965795b7e1bf2b4195faf79c1c0aaa8,Green,None,
146,15,246,Main/Level_Main_146,1,normal,PSG_Normal,dense,1,普通/恢复,Normal,Normal,PSG_Normal_dense_NormalOrRecovery_Normal,22,31,0.71,95,85,105,668,13,0,,,,,0,,,,direct_pure_topup_06_12_direct_normal_pure_rect_dense_weave_g7_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_12_direct_normal_pure_rect_dense_weave_g7_v08.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L146_direct_pure_topup_06_12_direct_normal_pure_rect_de.asset,e44f074630f5d4840a3387454f3a2fa1,Green,None,
147,15,247,Main/Level_Main_147,1,shape,PSG_ShapeMask,shape_landmark,1,普通/恢复,Novelty,Shape,PSG_ShapeMask_NormalOrRecovery_Shape,44,43,1.023,100,90,110,858,17,1,caveentrance,洞口,shape_cave_entrance,UI/B_MissionAni/Special/ShapeIcons/shape_cave_entrance,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb08_09_large_caveentrance,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L147_caveentrance_large.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L147_r2_outer_strong_005_r2_006_a401_maskonlyb08_09_lar.asset,9280c6dee70c1c54baf007f8f12e8f15,Green,None,
148,15,248,Main/Level_Main_148,1,normal,PSG_Normal,section,2,困难,Hard,Pressure,PSG_Normal_section_Hard_Pressure,23,37,0.622,111,100,122,851,18,0,,,,,0,,,,sgp_merged_final_outer_repair_quality_filtered26_harde_02_sgp_linework_maze_08_sgp_linework_maze_bluepri,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV4/shape_refresh_v4_L148_sgp_merged_final_outer_repair_quality_filtered26_harde_02_sgp_linework.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L148_sgp_merged_final_outer_repair_quality_filtered26_h.asset,555b35f3d88e13447a18552b77839073,Green,PeakTooFlat,
149,15,249,Main/Level_Main_149,1,normal,PSG_Normal,lock,4,极难,VeryHard,Peak,PSG_Normal_lock_Extreme_Peak,22,39,0.564,114,103,125,843,13,0,,,,,0,,,,direct_normal_126_direct_normal_rect_core_burst_g0_v13,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_126_direct_normal_rect_core_burst_g0_v13.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L149_direct_normal_126_direct_normal_rect_core_burst_g0.asset,9c845f6143ebbb94faf77a834174aa8f,Green,PeakTooFlat,
150,15,250,Main/Level_Main_150,1,normal,PSG_Normal,section,1,普通/恢复,Normal,Normal,PSG_Normal_section_NormalOrRecovery_Normal,20,37,0.541,104,94,114,725,13,0,,,,,0,,,,direct_normal_topup_65_direct_normal_topup_rect_section_unlock_g8_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_65_direct_normal_topup_rect_section_unlock_g8_v09.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L150_direct_normal_topup_65_direct_normal_topup_rect_se.asset,3995ae9ff3c2b2649a6141fdff464cd6,Green,None,
151,16,251,Main/Level_Main_151_hole,2,hole,PSG_HoleRescue,hole_rescue,2,困难,Mechanic,HoleRescue,PSG_HoleRescue_Hard,30,30,1.0,84,76,92,810,22,0,,,,,1,251,PrefabsN/Arrow/MissionAni/15_CavalierKingCharles_sad_locked_8,PrefabsN/Arrow/MissionAni/15_CavalierKingCharles_happy_break_8,hole_candidate_054_std_30x30_lock,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_054_std_30x30_lock.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L151_hole_candidate_054_std_30x30_lock.asset,99ad7d88ecea6db45868e2a7246b935f,Yellow,GrindyLowClear,
152,16,252,Main/Level_Main_152,1,normal,PSG_Normal,lock,2,困难,Normal,Normal,PSG_Normal_lock_Hard_Normal,21,39,0.538,106,95,117,804,13,0,,,,,0,,,,direct_normal_133_direct_normal_rect_lock_buckle_g1_v14,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_133_direct_normal_rect_lock_buckle_g1_v14.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L152_direct_normal_133_direct_normal_rect_lock_buckle_g.asset,92379ec495229974ca1d2ff0e0e454a7,Green,None,
153,16,253,Main/Level_Main_153,1,shape,PSG_ShapeMask,shape_character,2,困难,Novelty,Shape,PSG_ShapeMask_Hard_Shape,43,38,1.132,115,103,127,1045,17,1,pumpkin,南瓜,shape_pumpkin,UI/B_MissionAni/Special/ShapeIcons/shape_pumpkin,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb02_16_large_pumpkin,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L153_pumpkin_large.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L153_r2_outer_strong_005_r2_006_a401_maskonlyb02_16_lar.asset,712f8bf440399dd48809b78211a5a926,Yellow,GrindyLowClear,
154,16,254,Main/Level_Main_154,1,normal,PSG_Normal,section,3,特别困难,Hard,Pressure,PSG_Normal_section_VeryHard_Pressure,23,38,0.605,113,102,124,858,13,0,,,,,0,,,,direct_normal_98_direct_normal_rect_stair_push_g3_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_98_direct_normal_rect_stair_push_g3_v10.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L154_direct_normal_98_direct_normal_rect_stair_push_g3_.asset,6f1fa5223ad8331449646e0d0a9df893,Green,PeakTooFlat,
155,16,255,Main/Level_Main_155,1,normal,PSG_Normal,dense,1,普通/恢复,Normal,Normal,PSG_Normal_dense_NormalOrRecovery_Normal,18,35,0.514,84,76,92,615,13,0,,,,,0,,,,direct_pure_normal_extra_02_19_direct_normal_pure_extra_rect_dense_weave_g20_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_19_direct_normal_pure_extra_rect_dense_weave_g20_v06.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L155_direct_pure_normal_extra_02_19_direct_normal_pure_.asset,1dcd2cd3b6d385e4c8f2c5ddba4d6d13,Green,None,
156,16,256,Main/Level_Main_156,1,normal,PSG_Normal,section,3,特别困难,VeryHard,Peak,PSG_Normal_section_VeryHard_Peak,26,29,0.897,94,85,103,737,13,0,,,,,0,,,,direct_diff120_55_direct_diff_normal_near_square_stair_ladder_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_55_direct_diff_normal_near_square_stair_ladder_g3_v04.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L156_direct_diff120_55_direct_diff_normal_near_square_s.asset,a280a0a87eb51114aaedf4247c29a6a4,Green,PeakTooFlat,
157,16,257,Main/Level_Main_157,1,normal,PSG_Normal,sweep,1,普通/恢复,Recovery,Recovery,PSG_Normal_sweep_NormalOrRecovery_Recovery,20,33,0.606,84,76,92,649,13,0,,,,,0,,,,direct_pure_topup_06_05_direct_normal_pure_rect_sweep_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_05_direct_normal_pure_rect_sweep_g6_v07.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L157_direct_pure_topup_06_05_direct_normal_pure_rect_sw.asset,45fef03b89a83b14998024f71563b261,Green,None,
158,16,258,Main/Level_Main_158,1,shape,PSG_ShapeMask,shape_symbol,2,困难,Novelty,Shape,PSG_ShapeMask_Hard_Shape,43,43,1.0,99,89,109,835,17,1,starfish,海星,shape_starfish,UI/B_MissionAni/Special/ShapeIcons/shape_starfish,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb01_07_large_starfish,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L158_starfish_large.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L158_r2_outer_strong_005_r2_006_a401_maskonlyb01_07_lar.asset,f43f41cbd49bf3a41a467ef8d5145c9d,Green,None,
159,16,259,Main/Level_Main_159,1,normal,PSG_Normal,section,2,困难,Normal,Normal,PSG_Normal_section_Hard_Normal,21,37,0.568,100,90,110,766,13,0,,,,,0,,,,direct_normal_137_direct_normal_rect_dual_zone_g1_v14,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_137_direct_normal_rect_dual_zone_g1_v14.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L159_direct_normal_137_direct_normal_rect_dual_zone_g1_.asset,c7f1a5c073737a64da05e995e7b41c32,Green,None,
160,16,260,Main/Level_Main_160,1,normal,PSG_Normal,lock,1,普通/恢复,Normal,Normal,PSG_Normal_lock_NormalOrRecovery_Normal,21,31,0.677,76,68,84,638,13,0,,,,,0,,,,direct_pure_topup_04_14_direct_normal_pure_rect_core_burst_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_14_direct_normal_pure_rect_core_burst_g7_v02.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L160_direct_pure_topup_04_14_direct_normal_pure_rect_co.asset,a5799ec6e806fc241ac6995313346928,Green,None,
161,17,261,Main/Level_Main_161,1,normal,PSG_Normal,sweep,1,普通/恢复,Recovery,Recovery,PSG_Normal_sweep_NormalOrRecovery_Recovery,17,30,0.567,53,48,58,506,155,0,,,,,0,,,,nomask_style_expansion_36_snake_spine_tall,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_36_snake_spine_tall.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L161_nomask_style_expansion_36_snake_spine_tall.asset,e2a85547e5ce87f44acd22b012bc4798,Green,None,
162,17,262,Main/Level_Main_162,1,normal,PSG_Normal,dense,1,普通/恢复,Normal,Normal,PSG_Normal_dense_NormalOrRecovery_Normal,19,38,0.5,95,85,105,705,13,0,,,,,0,,,,direct_pure_topup_06_04_direct_normal_pure_rect_dense_weave_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_04_direct_normal_pure_rect_dense_weave_g6_v07.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L162_direct_pure_topup_06_04_direct_normal_pure_rect_de.asset,8d0cd5db231505048af0f062eae931d0,Green,None,
163,17,263,Main/Level_Main_163,1,shape,PSG_ShapeMask,shape_ocean,1,普通/恢复,Novelty,Shape,PSG_ShapeMask_NormalOrRecovery_Shape,34,42,0.81,99,89,109,676,13,1,ring,戒指,shape_ring,UI/B_MissionAni/Special/ShapeIcons/shape_ring,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb05_16_main_ring,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L163_ring_main.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L163_r2_outer_strong_005_r2_006_a401_maskonlyb05_16_mai.asset,adff2bc88691727408d494576d516892,Green,None,
164,17,264,Main/Level_Main_164,1,normal,PSG_Normal,lock,3,特别困难,Hard,Pressure,PSG_Normal_lock_VeryHard_Pressure,23,38,0.605,114,103,125,861,13,0,,,,,0,,,,direct_normal_topup_18_direct_normal_topup_rect_lock_buckle_g8_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_18_direct_normal_topup_rect_lock_buckle_g8_v03.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L164_direct_normal_topup_18_direct_normal_topup_rect_lo.asset,3efd213bb3cbd904297854283a82d8ac,Green,PeakTooFlat,
165,17,265,Main/Level_Main_165,1,normal,PSG_Normal,maze,1,普通/恢复,Recovery,Recovery,PSG_Normal_maze_NormalOrRecovery_Recovery,19,35,0.543,86,77,95,655,13,0,,,,,0,,,,direct_pure_normal_extra_02_24_direct_normal_pure_extra_rect_maze_long_chain_g20_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_24_direct_normal_pure_extra_rect_maze_long_chain_g20_v06.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L165_direct_pure_normal_extra_02_24_direct_normal_pure_.asset,891c30e8b303d1641a18e9a414ee9d55,Green,None,
166,17,266,Main/Level_Main_166,1,normal,PSG_Normal,section,2,困难,Normal,Normal,PSG_Normal_section_Hard_Normal,20,38,0.526,119,107,131,745,10,0,,,,,0,,,,direct_polish_clean_19_direct_polish_normal_rect_section_unlock_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_19_direct_polish_normal_rect_section_unlock_g2_v03.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L166_direct_polish_clean_19_direct_polish_normal_rect_s.asset,1217bdfd0118320478e205a7320d5c31,Green,None,
167,17,267,Main/Level_Main_167_hole,2,hole,PSG_HoleRescue,hole_rescue,1,普通/恢复,Mechanic,HoleRescue,PSG_HoleRescue_NormalOrRecovery,22,26,0.846,53,48,58,485,22,0,,,,,1,267,PrefabsN/Arrow/MissionAni/16_YorkshireTerrier_sad_locked_8,PrefabsN/Arrow/MissionAni/16_YorkshireTerrier_happy_break_8,hole_candidate_021_std_22x26_lock,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_021_std_22x26_lock.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L167_hole_candidate_021_std_22x26_lock.asset,9dc29cdf0d64dec44b343c393217dc28,Green,None,
168,17,268,Main/Level_Main_168,1,shape,PSG_ShapeMask,shape_object,2,困难,Novelty,Shape,PSG_ShapeMask_Hard_Shape,38,49,0.776,110,99,121,986,17,1,brickcellphone,砖头手机,shape_brick_cellphone,UI/B_MissionAni/Special/ShapeIcons/shape_brick_cellphone,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb06_01_large_brickcellphone,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L168_brickcellphone_large.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L168_r2_outer_strong_005_r2_006_a401_maskonlyb06_01_lar.asset,ac46900fa5d274a4fb32ff876e6363cb,Green,None,
169,17,269,Main/Level_Main_169,1,normal,PSG_Normal,lock,3,特别困难,Hard,Pressure,PSG_Normal_lock_VeryHard_Pressure,25,40,0.625,124,112,136,987,13,0,,,,,0,,,,direct_diff120_84_direct_diff_hard_dag_unlock_stair_ladder_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_84_direct_diff_hard_dag_unlock_stair_ladder_g0_v01.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L169_direct_diff120_84_direct_diff_hard_dag_unlock_stai.asset,8e7032d9c445fbd4fb38a0f2db672da1,Green,None,
170,17,270,Main/Level_Main_170,1,normal,PSG_Normal,section,1,普通/恢复,Recovery,Recovery,PSG_Normal_section_NormalOrRecovery_Recovery,22,37,0.595,104,94,114,796,13,0,,,,,0,,,,direct_normal_topup_71_direct_normal_topup_rect_quasi_symmetry_g8_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_71_direct_normal_topup_rect_quasi_symmetry_g8_v09.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L170_direct_normal_topup_71_direct_normal_topup_rect_qu.asset,5e2ab3b9c63833f4fbc8eb3098f1e9f5,Green,None,
171,18,271,Main/Level_Main_171,1,normal,PSG_Normal,dense,1,普通/恢复,Recovery,Recovery,PSG_Normal_dense_NormalOrRecovery_Recovery,22,38,0.579,108,97,119,814,13,0,,,,,0,,,,direct_normal_topup_03_direct_normal_topup_rect_dense_weave_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_03_direct_normal_topup_rect_dense_weave_g6_v01.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L171_direct_normal_topup_03_direct_normal_topup_rect_de.asset,7331d4ee3bc12a24a80fceb8ed425225,Green,None,
172,18,272,Main/Level_Main_172,1,normal,PSG_Normal,section,2,困难,Hard,Pressure,PSG_Normal_section_Hard_Pressure,23,34,0.676,106,95,117,772,13,0,,,,,0,,,,direct_normal_topup_22_direct_normal_topup_rect_stair_push_g8_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_22_direct_normal_topup_rect_stair_push_g8_v03.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L172_direct_normal_topup_22_direct_normal_topup_rect_st.asset,8de0beb785d047846b8dd11015e7cc19,Green,PeakTooFlat,
173,18,273,Main/Level_Main_173,1,shape,PSG_ShapeMask,shape_magic,1,普通/恢复,Novelty,Shape,PSG_ShapeMask_NormalOrRecovery_Shape,44,38,1.158,104,94,114,840,17,1,teapot,茶壶,shape_teapot,UI/B_MissionAni/Special/ShapeIcons/shape_teapot,0,,,,r2_outer_strong_005_r2_006_a401_maskonlyb05_18_large_teapot,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L173_teapot_large.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L173_r2_outer_strong_005_r2_006_a401_maskonlyb05_18_lar.asset,0b392458dcddb404ea468aa7e94ebdee,Green,None,
174,18,274,Main/Level_Main_174,1,normal,PSG_Normal,maze,1,普通/恢复,Recovery,Recovery,PSG_Normal_maze_NormalOrRecovery_Recovery,19,36,0.528,95,85,105,674,13,0,,,,,0,,,,direct_pure_topup_06_24_direct_normal_pure_rect_maze_long_chain_g8_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_24_direct_normal_pure_rect_maze_long_chain_g8_v09.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L174_direct_pure_topup_06_24_direct_normal_pure_rect_ma.asset,932a91b61ba917e47b59275d8cad80b6,Green,None,
175,18,275,Main/Level_Main_175,1,normal,PSG_Normal,section,1,普通/恢复,Normal,Normal,PSG_Normal_section_NormalOrRecovery_Normal,20,33,0.606,92,83,101,649,13,0,,,,,0,,,,direct_pure_normal_extra_01_09_direct_normal_pure_extra_rect_section_unlock_g16_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_09_direct_normal_pure_extra_rect_section_unlock_g16_v02.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L175_direct_pure_normal_extra_01_09_direct_normal_pure_.asset,3864b9f612a1d884c8efd1ca72a1422f,Green,BottleneckHeavy,
176,18,276,Main/Level_Main_176,1,normal,PSG_Normal,lock,3,特别困难,Hard,Pressure,PSG_Normal_lock_VeryHard_Pressure,23,37,0.622,112,101,123,835,13,0,,,,,0,,,,direct_normal_16_direct_normal_rect_core_burst_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_16_direct_normal_rect_core_burst_g1_v02.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L176_direct_normal_16_direct_normal_rect_core_burst_g1_.asset,4af37cca7e41f434280200541e6d434d,Green,PeakTooFlat,
177,18,277,Main/Level_Main_177_hole,2,hole,PSG_HoleRescue,hole_rescue,1,普通/恢复,Mechanic,HoleRescue,PSG_HoleRescue_NormalOrRecovery,28,22,1.273,52,47,57,529,22,0,,,,,1,277,PrefabsN/Arrow/MissionAni/17_AustralianShepherd_sad_locked_8,PrefabsN/Arrow/MissionAni/17_AustralianShepherd_happy_break_8,hole_candidate_074_wide_28x22_dense,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_074_wide_28x22_dense.asset,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L177_hole_candidate_074_wide_28x22_dense.asset,ca201acf00435cf43ad0a8ddc1495a26,Green,None,
