pack,rank,decision,sourceId,sourcePath,selectedPath,mode,edgeLongBefore,edgeLongAfter,maxEdgeRunAfter,selectedChains,selectedTiles,reason
R1,94,keep_repair,r1_ab_174_above300_level_711_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_174_above300_level_711_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_094_r1_174_a711.asset,fill_outer,4,4,21,38,362,ok
R1,95,keep_repair,r1_ab_178_above300_level_716_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_178_above300_level_716_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_095_r1_178_a716.asset,original,3,3,18,81,588,ok
R1,96,keep_repair,r1_ab_179_above300_level_717_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_179_above300_level_717_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_096_r1_179_a717.asset,fill_outer,7,7,21,56,618,ok
R1,97,keep_repair,r1_ab_185_above300_level_731_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_185_above300_level_731_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_097_r1_185_a731.asset,original,6,6,27,42,538,ok
R1,98,keep_repair,r1_ab_186_above300_level_735_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_186_above300_level_735_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_098_r1_186_a735.asset,fill_outer,1,1,12,66,654,ok
R1,99,keep_repair,r1_ab_190_above300_level_742_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_190_above300_level_742_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_099_r1_190_a742.asset,original,4,4,16,66,709,ok
R1,100,keep_repair,r1_ab_191_above300_level_744_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_191_above300_level_744_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_100_r1_191_a744.asset,fill_outer,0,1,18,47,492,ok
R1,101,filter_sparse,r1_ab_192_above300_level_747_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_192_above300_level_747_final.asset,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_192_above300_level_747_final.asset,fill_outer,0,136,18,3,7,too_small
R1,102,keep_repair,r1_ab_194_above300_level_753_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_194_above300_level_753_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_102_r1_194_a753.asset,fill_outer,13,13,28,108,1252,ok
R1,103,keep_repair,r1_ab_195_above300_level_754_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_195_above300_level_754_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_103_r1_195_a754.asset,fill_outer,2,2,14,68,699,ok
R1,104,keep_repair,r1_ab_196_above300_level_755_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_196_above300_level_755_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_104_r1_196_a755.asset,fill_outer,8,11,23,75,803,ok
R1,105,keep_repair,r1_ab_197_above300_level_756_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_197_above300_level_756_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_105_r1_197_a756.asset,original,8,8,18,40,510,ok
R1,106,keep_repair,r1_ab_198_above300_level_757_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_198_above300_level_757_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_106_r1_198_a757.asset,fill_outer,3,2,21,80,714,ok
R1,107,keep_repair,r1_ab_200_above300_level_761_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_200_above300_level_761_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_107_r1_200_a761.asset,fill_outer,4,4,14,57,657,ok
R1,108,keep_repair,r1_ab_201_above300_level_764_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_201_above300_level_764_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_108_r1_201_a764.asset,fill_outer,3,3,11,97,964,ok
R1,109,keep_repair,r1_ab_203_above300_level_772_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_203_above300_level_772_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_109_r1_203_a772.asset,original,3,3,15,33,263,ok
R1,110,keep_repair,r1_ab_204_above300_level_774_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_204_above300_level_774_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_110_r1_204_a774.asset,fill_outer,5,6,20,54,560,ok
R1,111,keep_repair,r1_ab_205_above300_level_775_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_205_above300_level_775_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_111_r1_205_a775.asset,fill_outer,3,2,13,41,348,ok
R1,112,keep_repair,r1_ab_207_above300_level_781_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_207_above300_level_781_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_112_r1_207_a781.asset,fill_outer,0,2,18,77,606,ok
R1,113,keep_repair,r1_ab_208_above300_level_782_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_208_above300_level_782_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_113_r1_208_a782.asset,original,7,7,24,52,547,ok
R1,114,keep_repair,r1_ab_209_above300_level_783_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_209_above300_level_783_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_114_r1_209_a783.asset,fill_outer,2,6,18,37,490,ok
R1,115,keep_repair,r1_ab_210_above300_level_787_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_210_above300_level_787_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_115_r1_210_a787.asset,fill_outer,10,10,19,35,378,ok
R1,116,keep_repair,r1_ab_211_above300_level_789_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_211_above300_level_789_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_116_r1_211_a789.asset,fill_outer,2,2,16,46,497,ok
R1,117,keep_repair,r1_ab_213_above300_level_798_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_213_above300_level_798_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_117_r1_213_a798.asset,fill_outer,2,2,11,65,519,ok
R1,118,keep_repair,r1_ab_215_above300_level_805_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_215_above300_level_805_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_118_r1_215_a805.asset,fill_outer,3,3,24,60,518,ok
R1,119,keep_repair,r1_ab_217_above300_level_808_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_217_above300_level_808_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_119_r1_217_a808.asset,fill_outer,9,10,13,135,1270,ok
R1,120,keep_repair,r1_ab_218_above300_level_809_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_218_above300_level_809_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_120_r1_218_a809.asset,fill_outer,1,1,10,102,815,ok
R1,121,keep_repair,r1_ab_219_above300_level_811_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_219_above300_level_811_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_121_r1_219_a811.asset,original,1,1,10,66,620,ok
R1,122,keep_repair,r1_ab_220_above300_level_816_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_220_above300_level_816_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_122_r1_220_a816.asset,fill_outer,3,7,21,54,492,ok
R1,123,keep_repair,r1_ab_221_above300_level_818_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_221_above300_level_818_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_123_r1_221_a818.asset,fill_outer,2,2,16,62,522,ok
R1,124,filter_sparse,r1_ab_224_above300_level_827_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_224_above300_level_827_final.asset,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_224_above300_level_827_final.asset,fill_outer,0,108,18,3,6,too_small
R1,125,filter_sparse,r1_ab_225_above300_level_829_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_225_above300_level_829_final.asset,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_225_above300_level_829_final.asset,fill_outer,0,134,18,4,9,too_small
R1,126,keep_repair,r1_ab_227_above300_level_832_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_227_above300_level_832_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_126_r1_227_a832.asset,fill_outer,4,4,20,42,368,ok
R1,127,keep_repair,r1_ab_228_above300_level_833_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_228_above300_level_833_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_127_r1_228_a833.asset,original,3,3,12,41,453,ok
R1,128,keep_repair,r1_ab_231_above300_level_844_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_231_above300_level_844_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_128_r1_231_a844.asset,fill_outer,1,1,10,101,742,ok
R1,129,keep_repair,r1_ab_232_above300_level_845_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_232_above300_level_845_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_129_r1_232_a845.asset,fill_outer,3,3,12,85,755,ok
R1,130,keep_repair,r1_ab_233_above300_level_846_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_233_above300_level_846_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_130_r1_233_a846.asset,fill_outer,1,1,22,73,665,ok
R1,131,keep_repair,r1_ab_234_above300_level_851_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_234_above300_level_851_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_131_r1_234_a851.asset,fill_outer,0,3,18,56,531,ok
R1,132,keep_repair,r1_ab_235_above300_level_852_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_235_above300_level_852_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_132_r1_235_a852.asset,fill_outer,6,6,13,76,726,ok
R1,133,keep_repair,r1_ab_236_above300_level_855_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_236_above300_level_855_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_133_r1_236_a855.asset,trim_refill,2,2,13,49,395,ok
R1,134,keep_repair,r1_ab_237_above300_level_857_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_237_above300_level_857_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_134_r1_237_a857.asset,fill_outer,1,1,10,54,487,ok
R1,135,keep_repair,r1_ab_238_above300_level_858_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_238_above300_level_858_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_135_r1_238_a858.asset,original,6,6,18,50,544,ok
R1,136,keep_repair,r1_ab_241_above300_level_863_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_241_above300_level_863_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_136_r1_241_a863.asset,fill_outer,2,4,14,50,371,ok
R1,137,keep_repair,r1_ab_242_above300_level_869_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_242_above300_level_869_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_137_r1_242_a869.asset,original,4,4,17,106,1008,ok
R1,138,keep_repair,r1_ab_245_above300_level_871_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_245_above300_level_871_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_138_r1_245_a871.asset,fill_outer,3,3,14,61,491,ok
R1,139,keep_repair,r1_ab_247_above300_level_877_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_247_above300_level_877_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_139_r1_247_a877.asset,fill_outer,1,1,10,71,571,ok
R1,140,keep_repair,r1_ab_248_above300_level_878_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_248_above300_level_878_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_140_r1_248_a878.asset,fill_outer,3,4,18,66,626,ok
R1,141,keep_repair,r1_ab_249_above300_level_879_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_249_above300_level_879_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_141_r1_249_a879.asset,fill_outer,3,3,11,54,505,ok
R1,142,keep_repair,r1_ab_251_above300_level_882_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_251_above300_level_882_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_142_r1_251_a882.asset,fill_outer,3,5,22,55,423,ok
R1,143,keep_repair,r1_ab_253_above300_level_885_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_253_above300_level_885_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_143_r1_253_a885.asset,fill_outer,2,2,10,100,714,ok
R1,144,keep_repair,r1_ab_254_above300_level_887_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_254_above300_level_887_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_144_r1_254_a887.asset,fill_outer,4,3,14,62,547,ok
R1,145,filter_sparse,r1_ab_255_above300_level_889_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_255_above300_level_889_final.asset,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_255_above300_level_889_final.asset,fill_outer,0,134,18,7,18,too_small
R1,146,keep_repair,r1_ab_257_above300_level_893_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_257_above300_level_893_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_146_r1_257_a893.asset,fill_outer,3,3,17,50,414,ok
R1,147,keep_repair,r1_ab_258_above300_level_894_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_258_above300_level_894_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_147_r1_258_a894.asset,fill_outer,1,1,12,56,495,ok
R1,148,keep_repair,r1_ab_259_above300_level_897_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_259_above300_level_897_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_148_r1_259_a897.asset,fill_outer,4,3,16,32,317,ok
R1,149,keep_repair,r1_ab_261_above300_level_899_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_261_above300_level_899_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_149_r1_261_a899.asset,fill_outer,5,5,25,92,848,ok
R1,150,filter_sparse,r1_ab_262_above300_level_901_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_262_above300_level_901_final.asset,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_262_above300_level_901_final.asset,trim_refill,1,88,18,1,44,too_small
R1,151,keep_repair,r1_ab_263_above300_level_904_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_263_above300_level_904_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_151_r1_263_a904.asset,fill_outer,2,2,16,50,479,ok
R1,152,keep_repair,r1_ab_264_above300_level_906_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_264_above300_level_906_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_152_r1_264_a906.asset,fill_outer,4,6,26,61,624,ok
R1,153,keep_repair,r1_ab_265_above300_level_907_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_265_above300_level_907_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_153_r1_265_a907.asset,fill_outer,2,2,11,52,539,ok
R1,154,keep_repair,r1_ab_267_above300_level_925_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_267_above300_level_925_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_154_r1_267_a925.asset,trim_refill,2,9,18,103,910,ok
R1,155,keep_repair,r1_ab_271_above300_level_943_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_271_above300_level_943_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_155_r1_271_a943.asset,fill_outer,3,3,22,63,664,ok
R1,156,keep_repair,r1_ab_272_above300_level_946_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_272_above300_level_946_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_156_r1_272_a946.asset,fill_outer,3,4,14,89,747,ok
R1,157,keep_repair,r1_ab_273_above300_level_948_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_273_above300_level_948_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_157_r1_273_a948.asset,fill_outer,3,3,24,55,609,ok
R1,158,keep_repair,r1_ab_274_above300_level_949_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_274_above300_level_949_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_158_r1_274_a949.asset,fill_outer,2,2,18,115,909,ok
R1,159,keep_repair,r1_ab_277_above300_level_954_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_277_above300_level_954_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_159_r1_277_a954.asset,fill_outer,11,11,27,120,1268,ok
R1,160,keep_repair,r1_ab_278_above300_level_955_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_278_above300_level_955_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_160_r1_278_a955.asset,fill_outer,2,2,13,57,478,ok
R1,161,keep_repair,r1_ab_279_above300_level_957_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_279_above300_level_957_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_161_r1_279_a957.asset,fill_outer,3,3,12,60,524,ok
R1,162,keep_repair,r1_ab_281_above300_level_965_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_281_above300_level_965_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_162_r1_281_a965.asset,original,3,3,14,114,1028,ok
R1,163,keep_repair,r1_ab_282_above300_level_966_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_282_above300_level_966_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_163_r1_282_a966.asset,trim_refill,5,5,14,93,577,ok
R1,164,keep_repair,r1_ab_283_above300_level_969_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_283_above300_level_969_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_164_r1_283_a969.asset,fill_outer,7,7,14,126,1052,ok
R1,165,keep_repair,r1_ab_284_above300_level_972_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_284_above300_level_972_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_165_r1_284_a972.asset,fill_outer,4,4,15,51,507,ok
R1,166,keep_repair,r1_ab_285_above300_level_974_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_285_above300_level_974_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_166_r1_285_a974.asset,fill_outer,13,13,29,107,1563,ok
R1,167,keep_repair,r1_ab_288_above300_level_984_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_288_above300_level_984_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_167_r1_288_a984.asset,fill_outer,0,0,8,76,664,ok
R1,168,keep_repair,r1_ab_289_above300_level_985_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_289_above300_level_985_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_168_r1_289_a985.asset,fill_outer,3,4,18,49,517,ok
R1,169,keep_repair,r1_ab_290_above300_level_987_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_290_above300_level_987_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_169_r1_290_a987.asset,trim_refill,2,2,15,71,679,ok
R1,170,filter_sparse,r1_ab_294_aout_level_002_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_294_aout_level_002_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_170_r1_294_a002.asset,fill_outer,0,0,6,8,48,too_small
R1,171,filter_sparse,r1_ab_295_aout_level_003_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_295_aout_level_003_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_171_r1_295_a003.asset,fill_outer,0,0,6,17,141,too_small
R1,172,filter_sparse,r1_ab_296_aout_level_004_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_296_aout_level_004_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_172_r1_296_a004.asset,fill_outer,2,2,10,14,154,too_small
R1,173,keep_repair,r1_ab_297_aout_level_006_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_297_aout_level_006_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_173_r1_297_a006.asset,fill_outer,5,7,19,30,383,ok
R1,174,keep_repair,r1_ab_298_aout_level_008_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_298_aout_level_008_final.asset,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_174_r1_298_a008.asset,fill_outer,3,8,18,52,643,ok
R1,175,restore_original,r1_ab_300_aout_level_013_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_300_aout_level_013_final.asset,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_300_aout_level_013_final.asset,fill_outer,0,18,18,44,527,straightened_by_outer_fill
R1,176,restore_original,r1_ab_301_aout_level_014_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_301_aout_level_014_final.asset,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_301_aout_level_014_final.asset,fill_outer,0,20,18,44,392,straightened_by_outer_fill
R1,177,skip_missing,null,,,,0,0,0,0,0,missing_level
R2,1,filter_sparse,r1_ab_001_seed_001_final_rotation_double_flip_180,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_001_seed_001_final_rotation_double_flip_180.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_001_r2_001_a001.asset,fill_outer,0,0,5,5,20,too_small
R2,2,filter_sparse,r1_ab_003_seed_002_final_sparse_prefill_fill9_hole20_addcells_rewrite_v2_v2_t2_added12_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_003_seed_002_final_sparse_prefill_fill9_hole20_addcells_rewrite_v2_v2_t2_added12_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_002_r2_003_a002.asset,fill_outer,0,0,4,9,37,too_small
R2,3,filter_sparse,r1_ab_004_seed_003_final_sparse_prefill_fill9_hole22_addcells_rewrite_v2_v2_r2_added12_rotation_hflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_004_seed_003_final_sparse_prefill_fill9_hole22_addcells_rewrite_v2_v2_r2_added12_rotation_hflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_003_r2_004_a003.asset,trim_refill,0,0,6,11,46,too_small
R2,4,filter_sparse,r1_ab_005_seed_004_final_sparse_prefill_fill9_hole23_addcells_rewrite_v2_v2_l2_added12_rotation_hflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_005_seed_004_final_sparse_prefill_fill9_hole23_addcells_rewrite_v2_v2_l2_added12_rotation_hflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_004_r2_005_a004.asset,original,0,0,4,10,46,too_small
R2,5,keep_repair,r1_ab_006_above300_level_401_final_take_refill_v2_p2_delta13_occ13_addcells_rewrite_v2_v2_r2_added62_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_006_above300_level_401_final_take_refill_v2_p2_delta13_occ13_addcells_rewrite_v2_v2_r2_added62_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_005_r2_006_a401.asset,fill_outer,0,0,7,118,792,ok
R2,6,keep_repair,r1_ab_008_above300_level_409_final_take_refill_v2_p2_delta11_occ11_addcells_rewrite_v2_v2_t3_added103_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_008_above300_level_409_final_take_refill_v2_p2_delta11_occ11_addcells_rewrite_v2_v2_t3_added103_rotation_vflip.asset,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_006_r2_008_a409.asset,fill_outer,4,4,14,167,1265,ok
