rank,status,pack,sourceId,sourcePath,outputId,outputPath,mode,width,height,chainsBefore,chainsAfter,tilesBefore,tilesAfter,coverageBefore,coverageAfter,outer1Before,outer1After,outer2Before,outer2After,maxOuterEmptyBefore,maxOuterEmptyAfter,edgeShortBefore,edgeShortAfter,edgeLongBefore,edgeLongAfter,maxEdgeRunBefore,maxEdgeRunAfter,trimmedOuterExit,trimmedOuterShort,filled,greedy,score,details
32,repaired,R1,r1_ab_049_above300_level_492_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_049_above300_level_492_final.asset,r1_outer_strong_032_r1_049_a492,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_032_r1_049_a492.asset,fill_outer,18,28,47,48,491,495,0.974,0.982,0.932,0.977,0.958,0.982,2,2,8,8,1,1,13,13,0,0,4,True,10290.9,original:greedy=True:outer1=0.932:outer2=0.958:empty=2:edgeShort=8:edgeLong=1:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.977:outer2=0.982:empty=2:edgeShort=8:edgeLong=1:filled=4:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.977:outer2=0.982:empty=2:edgeShort=8:edgeLong=1:filled=4:trim=0/0:fast greedy budget=450
33,repaired,R1,r1_ab_052_above300_level_497_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_052_above300_level_497_final.asset,r1_outer_strong_033_r1_052_a497,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_033_r1_052_a497.asset,fill_outer,17,25,52,54,415,421,0.976,0.991,0.913,0.988,0.954,0.993,3,1,13,13,5,4,12,12,0,0,6,True,10227.9,original:greedy=True:outer1=0.913:outer2=0.954:empty=3:edgeShort=13:edgeLong=5:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.988:outer2=0.993:empty=1:edgeShort=13:edgeLong=4:filled=6:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.988:outer2=0.993:empty=1:edgeShort=13:edgeLong=4:filled=9:trim=3/0:fast greedy budget=450
34,kept,R1,r1_ab_054_above300_level_500_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_054_above300_level_500_final.asset,r1_outer_strong_034_r1_054_a500,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_034_r1_054_a500.asset,original,32,47,159,159,1455,1455,0.967,0.967,0.948,0.948,0.957,0.957,1,1,26,26,9,9,16,16,0,0,0,True,9308.3,original:greedy=True:outer1=0.948:outer2=0.957:empty=1:edgeShort=26:edgeLong=9:filled=0:trim=0/0:fast greedy budget=477 | fill_outer:greedy=False:outer1=0.994:outer2=0.980:empty=1:edgeShort=25:edgeLong=9:filled=7:trim=0/0:fast greedy failed budget=480 | trim_refill:greedy=False:outer1=0.994:outer2=0.980:empty=1:edgeShort=25:edgeLong=9:filled=7:trim=0/0:fast greedy failed budget=480
35,repaired,R1,r1_ab_055_above300_level_501_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_055_above300_level_501_final.asset,r1_outer_strong_035_r1_055_a501,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_035_r1_055_a501.asset,fill_outer,21,30,68,72,606,620,0.962,0.984,0.878,0.990,0.920,0.995,3,1,9,10,3,3,15,15,0,0,9,True,10415.5,original:greedy=True:outer1=0.878:outer2=0.920:empty=3:edgeShort=9:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.990:outer2=0.995:empty=1:edgeShort=10:edgeLong=3:filled=9:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.990:outer2=0.995:empty=1:edgeShort=10:edgeLong=3:filled=9:trim=0/0:fast greedy budget=450
36,repaired,R1,r1_ab_060_above300_level_510_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_060_above300_level_510_final.asset,r1_outer_strong_036_r1_060_a510,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_036_r1_060_a510.asset,fill_outer,36,56,182,186,1959,1967,0.972,0.976,0.950,0.994,0.969,0.991,3,1,20,20,7,7,20,14,0,0,8,True,10036.8,original:greedy=True:outer1=0.950:outer2=0.969:empty=3:edgeShort=20:edgeLong=7:filled=0:trim=0/0:fast greedy budget=546 | fill_outer:greedy=True:outer1=0.994:outer2=0.991:empty=1:edgeShort=20:edgeLong=7:filled=8:trim=0/0:fast greedy budget=558 | trim_refill:greedy=True:outer1=0.994:outer2=0.991:empty=1:edgeShort=20:edgeLong=7:filled=8:trim=0/0:fast greedy budget=558
37,kept,R1,r1_ab_063_above300_level_515_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_063_above300_level_515_final.asset,r1_outer_strong_037_r1_063_a515,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_037_r1_063_a515.asset,original,27,35,86,86,906,906,0.959,0.959,0.933,0.933,0.961,0.961,2,2,15,15,3,3,16,16,0,0,0,True,9543.0,original:greedy=True:outer1=0.933:outer2=0.961:empty=2:edgeShort=15:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=0.983:outer2=0.987:empty=1:edgeShort=18:edgeLong=3:filled=5:trim=0/0:fast greedy failed budget=450 | trim_refill:greedy=False:outer1=0.983:outer2=0.987:empty=1:edgeShort=18:edgeLong=3:filled=5:trim=0/0:fast greedy failed budget=450
38,repaired,R1,r1_ab_067_above300_level_524_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_067_above300_level_524_final.asset,r1_outer_strong_038_r1_067_a524,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_038_r1_067_a524.asset,fill_outer,25,32,88,88,775,781,0.969,0.976,0.918,0.973,0.953,0.981,5,3,15,14,4,4,17,17,0,0,6,True,9766.4,original:greedy=True:outer1=0.918:outer2=0.953:empty=5:edgeShort=15:edgeLong=4:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.973:outer2=0.981:empty=3:edgeShort=14:edgeLong=4:filled=6:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.973:outer2=0.981:empty=3:edgeShort=14:edgeLong=4:filled=7:trim=1/0:fast greedy budget=450
39,repaired,R1,r1_ab_069_above300_level_526_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_069_above300_level_526_final.asset,r1_outer_strong_039_r1_069_a526,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_039_r1_069_a526.asset,fill_outer,18,28,53,57,468,482,0.929,0.956,0.841,0.966,0.893,0.976,6,3,15,16,3,3,12,12,0,0,9,True,9799.3,original:greedy=True:outer1=0.841:outer2=0.893:empty=6:edgeShort=15:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.966:outer2=0.976:empty=3:edgeShort=16:edgeLong=3:filled=9:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.966:outer2=0.976:empty=3:edgeShort=16:edgeLong=3:filled=10:trim=1/0:fast greedy budget=450
40,repaired,R1,r1_ab_070_above300_level_527_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_070_above300_level_527_final.asset,r1_outer_strong_040_r1_070_a527,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_040_r1_070_a527.asset,fill_outer,19,27,61,64,490,500,0.955,0.975,0.875,0.989,0.929,0.988,3,1,13,14,5,4,19,19,0,0,10,True,10212.8,original:greedy=True:outer1=0.875:outer2=0.929:empty=3:edgeShort=13:edgeLong=5:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.989:outer2=0.988:empty=1:edgeShort=14:edgeLong=4:filled=10:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.989:outer2=0.988:empty=1:edgeShort=14:edgeLong=4:filled=11:trim=1/0:fast greedy budget=450
41,repaired,R1,r1_ab_071_above300_level_528_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_071_above300_level_528_final.asset,r1_outer_strong_041_r1_071_a528,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_041_r1_071_a528.asset,fill_outer,23,30,63,66,653,671,0.946,0.972,0.941,0.990,0.944,0.985,1,1,17,19,4,5,19,19,0,0,5,True,10049.2,original:greedy=True:outer1=0.941:outer2=0.944:empty=1:edgeShort=17:edgeLong=4:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.990:outer2=0.985:empty=1:edgeShort=19:edgeLong=5:filled=5:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.990:outer2=0.985:empty=1:edgeShort=19:edgeLong=5:filled=5:trim=0/0:fast greedy budget=450
42,kept,R1,r1_ab_072_above300_level_532_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_072_above300_level_532_final.asset,r1_outer_strong_042_r1_072_a532,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_042_r1_072_a532.asset,original,22,24,53,53,496,496,0.939,0.939,0.705,0.705,0.833,0.833,21,21,15,15,0,0,9,9,0,0,0,True,5115.0,original:greedy=True:outer1=0.705:outer2=0.833:empty=21:edgeShort=15:edgeLong=0:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=0.977:outer2=0.976:empty=1:edgeShort=16:edgeLong=1:filled=7:trim=0/0:fast greedy failed budget=450 | trim_refill:greedy=False:outer1=0.977:outer2=0.976:empty=1:edgeShort=16:edgeLong=1:filled=7:trim=0/0:fast greedy failed budget=450
43,repaired,R1,r1_ab_074_above300_level_535_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_074_above300_level_535_final.asset,r1_outer_strong_043_r1_074_a535,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_043_r1_074_a535.asset,fill_outer,19,25,51,53,437,461,0.920,0.971,0.679,0.964,0.825,0.975,22,3,13,13,1,2,15,18,0,0,7,True,9833.0,original:greedy=True:outer1=0.679:outer2=0.825:empty=22:edgeShort=13:edgeLong=1:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.964:outer2=0.975:empty=3:edgeShort=13:edgeLong=2:filled=7:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.964:outer2=0.975:empty=3:edgeShort=13:edgeLong=2:filled=7:trim=0/0:fast greedy budget=450
44,repaired,R1,r1_ab_079_above300_level_540_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_079_above300_level_540_final.asset,r1_outer_strong_044_r1_079_a540,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_044_r1_079_a540.asset,fill_outer,35,55,133,134,1886,1890,0.980,0.982,0.972,0.994,0.971,0.983,2,1,16,16,17,17,33,33,0,0,4,True,9172.6,original:greedy=True:outer1=0.972:outer2=0.971:empty=2:edgeShort=16:edgeLong=17:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.994:outer2=0.983:empty=1:edgeShort=16:edgeLong=17:filled=4:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.994:outer2=0.983:empty=1:edgeShort=16:edgeLong=17:filled=5:trim=1/0:fast greedy budget=450
45,repaired,R1,r1_ab_080_above300_level_542_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_080_above300_level_542_final.asset,r1_outer_strong_045_r1_080_a542,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_045_r1_080_a542.asset,fill_outer,22,33,84,86,701,705,0.966,0.971,0.962,1.000,0.966,0.985,1,0,19,20,2,1,14,14,0,0,4,True,10602.5,original:greedy=True:outer1=0.962:outer2=0.966:empty=1:edgeShort=19:edgeLong=2:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=0.985:empty=0:edgeShort=20:edgeLong=1:filled=4:trim=0/0:fast greedy budget=450 | trim_refill:greedy=False:outer1=0.962:outer2=0.966:empty=3:edgeShort=18:edgeLong=1:filled=10:trim=1/3:fast greedy failed budget=450
46,repaired,R1,r1_ab_084_above300_level_552_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_084_above300_level_552_final.asset,r1_outer_strong_046_r1_084_a552,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_046_r1_084_a552.asset,fill_outer,20,26,43,49,487,511,0.937,0.983,0.830,0.955,0.851,0.970,8,2,11,13,3,3,20,20,0,0,10,True,9692.2,original:greedy=True:outer1=0.830:outer2=0.851:empty=8:edgeShort=11:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.955:outer2=0.970:empty=2:edgeShort=13:edgeLong=3:filled=10:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.955:outer2=0.970:empty=2:edgeShort=13:edgeLong=3:filled=10:trim=0/0:fast greedy budget=450
47,kept,R1,r1_ab_085_above300_level_556_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_085_above300_level_556_final.asset,r1_outer_strong_047_r1_085_a556,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_047_r1_085_a556.asset,original,25,35,81,81,761,761,0.870,0.870,0.716,0.716,0.795,0.795,9,9,10,10,1,1,12,12,0,0,0,True,6603.8,original:greedy=True:outer1=0.716:outer2=0.795:empty=9:edgeShort=10:edgeLong=1:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=0.966:outer2=0.969:empty=2:edgeShort=22:edgeLong=1:filled=22:trim=0/0:fast greedy failed budget=450 | trim_refill:greedy=False:outer1=0.966:outer2=0.969:empty=2:edgeShort=22:edgeLong=1:filled=22:trim=0/0:fast greedy failed budget=450
48,repaired,R1,r1_ab_086_above300_level_557_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_086_above300_level_557_final.asset,r1_outer_strong_048_r1_086_a557,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_048_r1_086_a557.asset,fill_outer,23,33,103,104,726,733,0.957,0.966,0.926,0.991,0.952,0.986,2,1,24,23,1,1,14,14,0,0,7,True,10305.0,original:greedy=True:outer1=0.926:outer2=0.952:empty=2:edgeShort=24:edgeLong=1:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.991:outer2=0.986:empty=1:edgeShort=23:edgeLong=1:filled=7:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.991:outer2=0.986:empty=1:edgeShort=23:edgeLong=1:filled=7:trim=0/0:fast greedy budget=450
49,repaired,R1,r1_ab_087_above300_level_558_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_087_above300_level_558_final.asset,r1_outer_strong_049_r1_087_a558,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_049_r1_087_a558.asset,fill_outer,21,27,48,50,530,559,0.935,0.986,0.685,1.000,0.818,0.983,26,0,10,10,4,5,20,20,0,0,4,True,10361.5,original:greedy=True:outer1=0.685:outer2=0.818:empty=26:edgeShort=10:edgeLong=4:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=0.983:empty=0:edgeShort=10:edgeLong=5:filled=4:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=1.000:outer2=0.983:empty=0:edgeShort=10:edgeLong=5:filled=4:trim=0/0:fast greedy budget=450
50,kept,R1,r1_ab_088_above300_level_564_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_088_above300_level_564_final.asset,r1_outer_strong_050_r1_088_a564,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_050_r1_088_a564.asset,original,24,34,91,91,728,728,0.892,0.892,0.643,0.643,0.731,0.731,31,31,19,19,1,1,12,12,0,0,0,True,3083.2,original:greedy=True:outer1=0.643:outer2=0.731:empty=31:edgeShort=19:edgeLong=1:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=0.982:outer2=0.944:empty=1:edgeShort=24:edgeLong=2:filled=18:trim=0/0:fast greedy failed budget=450 | trim_refill:greedy=False:outer1=0.982:outer2=0.944:empty=1:edgeShort=24:edgeLong=2:filled=18:trim=0/0:fast greedy failed budget=450
51,kept,R1,r1_ab_089_above300_level_565_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_089_above300_level_565_final.asset,r1_outer_strong_051_r1_089_a565,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_051_r1_089_a565.asset,original,22,32,80,80,651,651,0.925,0.925,0.856,0.856,0.890,0.890,5,5,10,10,2,2,12,12,0,0,0,True,8513.6,original:greedy=True:outer1=0.856:outer2=0.890:empty=5:edgeShort=10:edgeLong=2:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=1.000:outer2=0.995:empty=0:edgeShort=19:edgeLong=1:filled=15:trim=0/0:fast greedy failed budget=450 | trim_refill:greedy=False:outer1=1.000:outer2=0.995:empty=0:edgeShort=19:edgeLong=1:filled=16:trim=1/0:fast greedy failed budget=450
52,kept,R1,r1_ab_091_above300_level_571_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_091_above300_level_571_final.asset,r1_outer_strong_052_r1_091_a571,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_052_r1_091_a571.asset,original,19,24,51,51,427,427,0.936,0.936,0.793,0.793,0.865,0.865,8,8,4,4,2,2,13,13,0,0,0,True,7637.4,original:greedy=True:outer1=0.793:outer2=0.865:empty=8:edgeShort=4:edgeLong=2:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=0.951:outer2=0.968:empty=2:edgeShort=7:edgeLong=2:filled=7:trim=0/0:fast greedy failed budget=450 | trim_refill:greedy=False:outer1=0.951:outer2=0.968:empty=2:edgeShort=7:edgeLong=2:filled=7:trim=0/0:fast greedy failed budget=450
53,kept,R1,r1_ab_092_above300_level_573_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_092_above300_level_573_final.asset,r1_outer_strong_053_r1_092_a573,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_053_r1_092_a573.asset,original,22,30,55,55,578,578,0.876,0.876,0.500,0.500,0.641,0.641,24,24,7,7,3,3,13,13,0,0,0,True,2454.7,original:greedy=True:outer1=0.500:outer2=0.641:empty=24:edgeShort=7:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=1.000:outer2=0.948:empty=0:edgeShort=12:edgeLong=3:filled=20:trim=0/0:fast greedy failed budget=450 | trim_refill:greedy=False:outer1=1.000:outer2=0.948:empty=0:edgeShort=12:edgeLong=3:filled=20:trim=0/0:fast greedy failed budget=450
54,repaired,R1,r1_ab_093_above300_level_574_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_093_above300_level_574_final.asset,r1_outer_strong_054_r1_093_a574,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_054_r1_093_a574.asset,fill_outer,18,30,61,63,505,530,0.935,0.981,0.728,1.000,0.841,0.983,18,0,7,8,2,3,16,18,0,0,5,True,10542.7,original:greedy=True:outer1=0.728:outer2=0.841:empty=18:edgeShort=7:edgeLong=2:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=0.983:empty=0:edgeShort=8:edgeLong=3:filled=5:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=1.000:outer2=0.983:empty=0:edgeShort=8:edgeLong=3:filled=5:trim=0/0:fast greedy budget=450
55,kept,R1,r1_ab_095_above300_level_577_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_095_above300_level_577_final.asset,r1_outer_strong_055_r1_095_a577,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_055_r1_095_a577.asset,original,18,20,39,39,343,343,0.953,0.953,0.903,0.903,0.926,0.926,4,4,5,5,5,5,20,20,0,0,0,True,8912.5,original:greedy=True:outer1=0.903:outer2=0.926:empty=4:edgeShort=5:edgeLong=5:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=1.000:outer2=0.985:empty=0:edgeShort=9:edgeLong=5:filled=7:trim=0/0:fast greedy failed budget=450 | trim_refill:greedy=False:outer1=1.000:outer2=0.985:empty=0:edgeShort=7:edgeLong=5:filled=7:trim=2/0:fast greedy failed budget=450
56,repaired,R1,r1_ab_096_above300_level_578_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_096_above300_level_578_final.asset,r1_outer_strong_056_r1_096_a578,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_056_r1_096_a578.asset,fill_outer,21,31,56,59,617,632,0.948,0.971,0.900,0.990,0.932,0.990,7,1,11,13,3,3,11,11,0,0,4,True,10377.8,original:greedy=True:outer1=0.900:outer2=0.932:empty=7:edgeShort=11:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.990:outer2=0.990:empty=1:edgeShort=13:edgeLong=3:filled=4:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.990:outer2=0.990:empty=1:edgeShort=13:edgeLong=3:filled=4:trim=0/0:fast greedy budget=450
57,repaired,R1,r1_ab_097_above300_level_581_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_097_above300_level_581_final.asset,r1_outer_strong_057_r1_097_a581,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_057_r1_097_a581.asset,fill_outer,22,32,71,71,677,679,0.962,0.964,0.971,0.990,0.975,0.985,1,1,12,12,1,1,11,11,0,0,2,True,10476.7,original:greedy=True:outer1=0.971:outer2=0.975:empty=1:edgeShort=12:edgeLong=1:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.990:outer2=0.985:empty=1:edgeShort=12:edgeLong=1:filled=2:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.990:outer2=0.985:empty=1:edgeShort=12:edgeLong=1:filled=2:trim=0/0:fast greedy budget=450
58,repaired,R1,r1_ab_100_above300_level_588_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_100_above300_level_588_final.asset,r1_outer_strong_058_r1_100_a588,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_058_r1_100_a588.asset,fill_outer,21,32,80,80,651,653,0.969,0.972,0.971,0.990,0.974,0.985,1,1,17,17,2,2,13,13,0,0,2,True,10372.1,original:greedy=True:outer1=0.971:outer2=0.974:empty=1:edgeShort=17:edgeLong=2:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.990:outer2=0.985:empty=1:edgeShort=17:edgeLong=2:filled=2:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.990:outer2=0.985:empty=1:edgeShort=17:edgeLong=2:filled=2:trim=0/0:fast greedy budget=450
59,repaired,R1,r1_ab_102_above300_level_592_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_102_above300_level_592_final.asset,r1_outer_strong_059_r1_102_a592,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_059_r1_102_a592.asset,fill_outer,21,29,37,67,337,563,0.553,0.924,0.000,0.917,0.000,0.957,96,3,0,9,0,6,0,18,0,0,39,True,9048.8,original:greedy=True:outer1=0.000:outer2=0.000:empty=96:edgeShort=0:edgeLong=0:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.917:outer2=0.957:empty=3:edgeShort=9:edgeLong=6:filled=39:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.917:outer2=0.957:empty=3:edgeShort=9:edgeLong=6:filled=39:trim=0/0:fast greedy budget=450
60,kept,R1,r1_ab_103_above300_level_593_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_103_above300_level_593_final.asset,r1_outer_strong_060_r1_103_a593,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_060_r1_103_a593.asset,original,20,25,54,54,484,484,0.968,0.968,0.919,0.919,0.939,0.939,2,2,10,10,6,6,15,15,0,0,0,True,9330.9,original:greedy=True:outer1=0.919:outer2=0.939:empty=2:edgeShort=10:edgeLong=6:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=0.988:outer2=0.976:empty=1:edgeShort=11:edgeLong=5:filled=6:trim=0/0:fast greedy failed budget=450 | trim_refill:greedy=False:outer1=0.988:outer2=0.976:empty=1:edgeShort=11:edgeLong=5:filled=6:trim=0/0:fast greedy failed budget=450
61,repaired,R1,r1_ab_104_above300_level_594_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_104_above300_level_594_final.asset,r1_outer_strong_061_r1_104_a594,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_061_r1_104_a594.asset,fill_outer,20,23,44,45,445,450,0.967,0.978,0.927,0.988,0.949,0.981,2,1,7,7,0,0,7,7,0,0,5,True,10626.3,original:greedy=True:outer1=0.927:outer2=0.949:empty=2:edgeShort=7:edgeLong=0:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.988:outer2=0.981:empty=1:edgeShort=7:edgeLong=0:filled=5:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.976:outer2=0.974:empty=1:edgeShort=7:edgeLong=0:filled=10:trim=0/3:fast greedy budget=450
62,repaired,R1,r1_ab_105_above300_level_598_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_105_above300_level_598_final.asset,r1_outer_strong_062_r1_105_a598,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_062_r1_105_a598.asset,fill_outer,24,24,51,53,558,565,0.969,0.981,0.924,1.000,0.949,0.989,2,0,10,11,4,4,15,15,0,0,6,True,10484.1,original:greedy=True:outer1=0.924:outer2=0.949:empty=2:edgeShort=10:edgeLong=4:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=0.989:empty=0:edgeShort=11:edgeLong=4:filled=6:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=1.000:outer2=0.989:empty=0:edgeShort=11:edgeLong=4:filled=6:trim=0/0:fast greedy budget=450
63,repaired,R1,r1_ab_106_above300_level_599_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_106_above300_level_599_final.asset,r1_outer_strong_063_r1_106_a599,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_063_r1_106_a599.asset,fill_outer,31,33,89,91,997,1002,0.975,0.979,0.952,0.992,0.963,0.983,2,1,14,15,13,13,20,20,0,0,4,True,9599.9,original:greedy=True:outer1=0.952:outer2=0.963:empty=2:edgeShort=14:edgeLong=13:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.992:outer2=0.983:empty=1:edgeShort=15:edgeLong=13:filled=4:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.992:outer2=0.983:empty=1:edgeShort=15:edgeLong=13:filled=5:trim=1/0:fast greedy budget=450
