slot,group,kind,levelId,path,sourceA,sourceB,variant,layout,width,height,chains,coverage,crossBlocks,greedy,repair
46,16,A,seed_Above300_level_857,Assets/ArrowMagic/SOData/Levels/Seeds/seed_Above300_level_857.asset,seed_Above300_level_857,r1_ab_156_above300_level_672_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_l3_added85_rotation_vflip,composite_greedy_ab_016_a857_r2_156_a672_h0,H0,44,30,141,0.908,22,True,preserved-repaired reversed=18 removed=4 chains=135 coverage=0.864 dep=del#89 blocks=120->119 rayBlocks=547->539 layers=126/10->135/0 gate=14:4->116:17 cycles=0/0->0/0 maxCycle=0->0 sample=none stuck=2>3>6>8>14>15>16>37; edgeFill=6
47,16,B,r1_ab_156_above300_level_672_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_l3_added85_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_156_above300_level_672_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_l3_added85_rotation_vflip.asset,seed_Above300_level_857,r1_ab_156_above300_level_672_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_l3_added85_rotation_vflip,composite_greedy_ab_016_a857_r2_156_a672_h0,H0,44,30,141,0.908,22,True,preserved-repaired reversed=18 removed=4 chains=135 coverage=0.864 dep=del#89 blocks=120->119 rayBlocks=547->539 layers=126/10->135/0 gate=14:4->116:17 cycles=0/0->0/0 maxCycle=0->0 sample=none stuck=2>3>6>8>14>15>16>37; edgeFill=6
48,16,A+B greedy,composite_greedy_ab_016_a857_r2_156_a672_h0,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABFinalParents40/composite_greedy_ab_016_a857_r2_156_a672_h0.asset,seed_Above300_level_857,r1_ab_156_above300_level_672_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_l3_added85_rotation_vflip,composite_greedy_ab_016_a857_r2_156_a672_h0,H0,44,30,141,0.908,22,True,preserved-repaired reversed=18 removed=4 chains=135 coverage=0.864 dep=del#89 blocks=120->119 rayBlocks=547->539 layers=126/10->135/0 gate=14:4->116:17 cycles=0/0->0/0 maxCycle=0->0 sample=none stuck=2>3>6>8>14>15>16>37; edgeFill=6
49,17,A,r1_ab_179_above300_level_717_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_179_above300_level_717_final.asset,r1_ab_179_above300_level_717_final,seed_Above300_level_845,composite_greedy_ab_017_r1_179_a717_a845_h0,H0,48,30,130,0.915,19,True,preserved-repaired reversed=16 removed=3 chains=125 coverage=0.883 dep=del#25 blocks=112->111 rayBlocks=469->458 layers=112/14->125/0 gate=25:6->107:17 cycles=0/0->0/0 maxCycle=0->0 sample=none stuck=10>11>20>25>26>28>29>30; edgeFill=5
50,17,B,seed_Above300_level_845,Assets/ArrowMagic/SOData/Levels/Seeds/seed_Above300_level_845.asset,r1_ab_179_above300_level_717_final,seed_Above300_level_845,composite_greedy_ab_017_r1_179_a717_a845_h0,H0,48,30,130,0.915,19,True,preserved-repaired reversed=16 removed=3 chains=125 coverage=0.883 dep=del#25 blocks=112->111 rayBlocks=469->458 layers=112/14->125/0 gate=25:6->107:17 cycles=0/0->0/0 maxCycle=0->0 sample=none stuck=10>11>20>25>26>28>29>30; edgeFill=5
51,17,A+B greedy,composite_greedy_ab_017_r1_179_a717_a845_h0,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABFinalParents40/composite_greedy_ab_017_r1_179_a717_a845_h0.asset,r1_ab_179_above300_level_717_final,seed_Above300_level_845,composite_greedy_ab_017_r1_179_a717_a845_h0,H0,48,30,130,0.915,19,True,preserved-repaired reversed=16 removed=3 chains=125 coverage=0.883 dep=del#25 blocks=112->111 rayBlocks=469->458 layers=112/14->125/0 gate=25:6->107:17 cycles=0/0->0/0 maxCycle=0->0 sample=none stuck=10>11>20>25>26>28>29>30; edgeFill=5
52,18,A,r1_ab_237_above300_level_857_final_take_refill_v2_p2_delta12_occ4_addcells_rewrite_v2_v2_t3_added58_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_237_above300_level_857_final_take_refill_v2_p2_delta12_occ4_addcells_rewrite_v2_v2_t3_added58_rotation_vflip.asset,r1_ab_237_above300_level_857_final_take_refill_v2_p2_delta12_occ4_addcells_rewrite_v2_v2_t3_added58_rotation_vflip,r1_ab_271_above300_level_943_final,composite_greedy_ab_018_r2_237_a857_r1_271_a943_h0,H0,46,28,128,0.931,12,True,preserved-repaired reversed=16 removed=3 chains=124 coverage=0.908 dep=del#13 blocks=112->111 rayBlocks=525->502 layers=115/10->124/0 gate=7:8->64:25 cycles=0/0->0/0 maxCycle=0->0 sample=none stuck=3>6>7>8>13>14>15>43; edgeFill=4
53,18,B,r1_ab_271_above300_level_943_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_271_above300_level_943_final.asset,r1_ab_237_above300_level_857_final_take_refill_v2_p2_delta12_occ4_addcells_rewrite_v2_v2_t3_added58_rotation_vflip,r1_ab_271_above300_level_943_final,composite_greedy_ab_018_r2_237_a857_r1_271_a943_h0,H0,46,28,128,0.931,12,True,preserved-repaired reversed=16 removed=3 chains=124 coverage=0.908 dep=del#13 blocks=112->111 rayBlocks=525->502 layers=115/10->124/0 gate=7:8->64:25 cycles=0/0->0/0 maxCycle=0->0 sample=none stuck=3>6>7>8>13>14>15>43; edgeFill=4
54,18,A+B greedy,composite_greedy_ab_018_r2_237_a857_r1_271_a943_h0,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABFinalParents40/composite_greedy_ab_018_r2_237_a857_r1_271_a943_h0.asset,r1_ab_237_above300_level_857_final_take_refill_v2_p2_delta12_occ4_addcells_rewrite_v2_v2_t3_added58_rotation_vflip,r1_ab_271_above300_level_943_final,composite_greedy_ab_018_r2_237_a857_r1_271_a943_h0,H0,46,28,128,0.931,12,True,preserved-repaired reversed=16 removed=3 chains=124 coverage=0.908 dep=del#13 blocks=112->111 rayBlocks=525->502 layers=115/10->124/0 gate=7:8->64:25 cycles=0/0->0/0 maxCycle=0->0 sample=none stuck=3>6>7>8>13>14>15>43; edgeFill=4
55,19,A,r1_ab_097_above300_level_581_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_097_above300_level_581_final.asset,r1_ab_097_above300_level_581_final,seed_Above300_level_946,composite_greedy_ab_019_r1_097_a581_a946_h2,H2,43,32,140,0.918,13,True,preserved-repaired reversed=17 removed=4 chains=142 coverage=0.910 dep=del#48 blocks=123->122 rayBlocks=607->604 layers=139/4->142/0 gate=48:2->105:26 cycles=1/2->0/0 maxCycle=2->0 sample=52>48 stuck=13>47>48>52; edgeFill=2; gapCompact=2 removedChains=4 coverage=0.918
56,19,B,seed_Above300_level_946,Assets/ArrowMagic/SOData/Levels/Seeds/seed_Above300_level_946.asset,r1_ab_097_above300_level_581_final,seed_Above300_level_946,composite_greedy_ab_019_r1_097_a581_a946_h2,H2,43,32,140,0.918,13,True,preserved-repaired reversed=17 removed=4 chains=142 coverage=0.910 dep=del#48 blocks=123->122 rayBlocks=607->604 layers=139/4->142/0 gate=48:2->105:26 cycles=1/2->0/0 maxCycle=2->0 sample=52>48 stuck=13>47>48>52; edgeFill=2; gapCompact=2 removedChains=4 coverage=0.918
57,19,A+B greedy,composite_greedy_ab_019_r1_097_a581_a946_h2,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABFinalParents40/composite_greedy_ab_019_r1_097_a581_a946_h2.asset,r1_ab_097_above300_level_581_final,seed_Above300_level_946,composite_greedy_ab_019_r1_097_a581_a946_h2,H2,43,32,140,0.918,13,True,preserved-repaired reversed=17 removed=4 chains=142 coverage=0.910 dep=del#48 blocks=123->122 rayBlocks=607->604 layers=139/4->142/0 gate=48:2->105:26 cycles=1/2->0/0 maxCycle=2->0 sample=52>48 stuck=13>47>48>52; edgeFill=2; gapCompact=2 removedChains=4 coverage=0.918
58,20,A,seed_Above300_level_665,Assets/ArrowMagic/SOData/Levels/Seeds/seed_Above300_level_665.asset,seed_Above300_level_665,seed_Above300_level_845,composite_greedy_ab_020_a665_a845_h2,H2,48,31,122,0.911,33,True,preserved-repaired reversed=12 removed=2 chains=123 coverage=0.897 dep=del#16 blocks=110->109 rayBlocks=450->439 layers=114/10->123/0 gate=2:5->102:16 cycles=0/0->0/0 maxCycle=0->0 sample=none stuck=2>3>7>12>15>16>21>26; edgeFill=3; gapCompact=2 removedChains=4 coverage=0.911
59,20,B,seed_Above300_level_845,Assets/ArrowMagic/SOData/Levels/Seeds/seed_Above300_level_845.asset,seed_Above300_level_665,seed_Above300_level_845,composite_greedy_ab_020_a665_a845_h2,H2,48,31,122,0.911,33,True,preserved-repaired reversed=12 removed=2 chains=123 coverage=0.897 dep=del#16 blocks=110->109 rayBlocks=450->439 layers=114/10->123/0 gate=2:5->102:16 cycles=0/0->0/0 maxCycle=0->0 sample=none stuck=2>3>7>12>15>16>21>26; edgeFill=3; gapCompact=2 removedChains=4 coverage=0.911
60,20,A+B greedy,composite_greedy_ab_020_a665_a845_h2,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABFinalParents40/composite_greedy_ab_020_a665_a845_h2.asset,seed_Above300_level_665,seed_Above300_level_845,composite_greedy_ab_020_a665_a845_h2,H2,48,31,122,0.911,33,True,preserved-repaired reversed=12 removed=2 chains=123 coverage=0.897 dep=del#16 blocks=110->109 rayBlocks=450->439 layers=114/10->123/0 gate=2:5->102:16 cycles=0/0->0/0 maxCycle=0->0 sample=none stuck=2>3>7>12>15>16>21>26; edgeFill=3; gapCompact=2 removedChains=4 coverage=0.911
61,21,A,r1_ab_249_above300_level_879_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_249_above300_level_879_final.asset,r1_ab_249_above300_level_879_final,seed_above300_level_883,composite_greedy_ab_021_r1_249_a879_a883_h2,H2,47,31,139,0.902,19,True,preserved-repaired reversed=12 removed=4 chains=138 coverage=0.873 dep=del#130 blocks=120->119 rayBlocks=567->561 layers=132/7->138/0 gate=130:5->64:23 cycles=1/2->0/0 maxCycle=2->0 sample=130>133 stuck=66>80>86>117>130>133>134; edgeFill=5; gapCompact=2 removedChains=4 coverage=0.902
62,21,B,seed_above300_level_883,Assets/ArrowMagic/SOData/Levels/Seeds/seed_above300_level_883.asset,r1_ab_249_above300_level_879_final,seed_above300_level_883,composite_greedy_ab_021_r1_249_a879_a883_h2,H2,47,31,139,0.902,19,True,preserved-repaired reversed=12 removed=4 chains=138 coverage=0.873 dep=del#130 blocks=120->119 rayBlocks=567->561 layers=132/7->138/0 gate=130:5->64:23 cycles=1/2->0/0 maxCycle=2->0 sample=130>133 stuck=66>80>86>117>130>133>134; edgeFill=5; gapCompact=2 removedChains=4 coverage=0.902
63,21,A+B greedy,composite_greedy_ab_021_r1_249_a879_a883_h2,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABFinalParents40/composite_greedy_ab_021_r1_249_a879_a883_h2.asset,r1_ab_249_above300_level_879_final,seed_above300_level_883,composite_greedy_ab_021_r1_249_a879_a883_h2,H2,47,31,139,0.902,19,True,preserved-repaired reversed=12 removed=4 chains=138 coverage=0.873 dep=del#130 blocks=120->119 rayBlocks=567->561 layers=132/7->138/0 gate=130:5->64:23 cycles=1/2->0/0 maxCycle=2->0 sample=130>133 stuck=66>80>86>117>130>133>134; edgeFill=5; gapCompact=2 removedChains=4 coverage=0.902
64,22,A,r1_ab_165_above300_level_691_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_165_above300_level_691_final.asset,r1_ab_165_above300_level_691_final,seed_Above300_level_845,composite_greedy_ab_022_r1_165_a691_a845_h0,H0,42,32,132,0.906,26,True,preserved-repaired reversed=15 removed=2 chains=129 coverage=0.886 dep=del#35 blocks=116->115 rayBlocks=536->522 layers=117/13->129/0 gate=35:4->52:16 cycles=0/0->0/0 maxCycle=0->0 sample=none stuck=13>14>15>18>20>21>23>24; edgeFill=3
65,22,B,seed_Above300_level_845,Assets/ArrowMagic/SOData/Levels/Seeds/seed_Above300_level_845.asset,r1_ab_165_above300_level_691_final,seed_Above300_level_845,composite_greedy_ab_022_r1_165_a691_a845_h0,H0,42,32,132,0.906,26,True,preserved-repaired reversed=15 removed=2 chains=129 coverage=0.886 dep=del#35 blocks=116->115 rayBlocks=536->522 layers=117/13->129/0 gate=35:4->52:16 cycles=0/0->0/0 maxCycle=0->0 sample=none stuck=13>14>15>18>20>21>23>24; edgeFill=3
66,22,A+B greedy,composite_greedy_ab_022_r1_165_a691_a845_h0,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABFinalParents40/composite_greedy_ab_022_r1_165_a691_a845_h0.asset,r1_ab_165_above300_level_691_final,seed_Above300_level_845,composite_greedy_ab_022_r1_165_a691_a845_h0,H0,42,32,132,0.906,26,True,preserved-repaired reversed=15 removed=2 chains=129 coverage=0.886 dep=del#35 blocks=116->115 rayBlocks=536->522 layers=117/13->129/0 gate=35:4->52:16 cycles=0/0->0/0 maxCycle=0->0 sample=none stuck=13>14>15>18>20>21>23>24; edgeFill=3
67,23,A,seed_Above300_level_754,Assets/ArrowMagic/SOData/Levels/Seeds/seed_Above300_level_754.asset,seed_Above300_level_754,seed_Above300_level_946,composite_greedy_ab_023_a754_a946_h2,H2,41,32,121,0.923,28,True,preserved-repaired reversed=15 removed=4 chains=123 coverage=0.912 dep=del#88 blocks=105->104 rayBlocks=493->485 layers=117/7->123/0 gate=88:3->86:27 cycles=1/2->0/0 maxCycle=2->0 sample=79>88 stuck=37>39>79>80>87>88>89; edgeFill=2; gapCompact=2 removedChains=4 coverage=0.923
68,23,B,seed_Above300_level_946,Assets/ArrowMagic/SOData/Levels/Seeds/seed_Above300_level_946.asset,seed_Above300_level_754,seed_Above300_level_946,composite_greedy_ab_023_a754_a946_h2,H2,41,32,121,0.923,28,True,preserved-repaired reversed=15 removed=4 chains=123 coverage=0.912 dep=del#88 blocks=105->104 rayBlocks=493->485 layers=117/7->123/0 gate=88:3->86:27 cycles=1/2->0/0 maxCycle=2->0 sample=79>88 stuck=37>39>79>80>87>88>89; edgeFill=2; gapCompact=2 removedChains=4 coverage=0.923
69,23,A+B greedy,composite_greedy_ab_023_a754_a946_h2,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABFinalParents40/composite_greedy_ab_023_a754_a946_h2.asset,seed_Above300_level_754,seed_Above300_level_946,composite_greedy_ab_023_a754_a946_h2,H2,41,32,121,0.923,28,True,preserved-repaired reversed=15 removed=4 chains=123 coverage=0.912 dep=del#88 blocks=105->104 rayBlocks=493->485 layers=117/7->123/0 gate=88:3->86:27 cycles=1/2->0/0 maxCycle=2->0 sample=79>88 stuck=37>39>79>80>87>88>89; edgeFill=2; gapCompact=2 removedChains=4 coverage=0.923
70,24,A,r1_ab_249_above300_level_879_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_249_above300_level_879_final.asset,r1_ab_249_above300_level_879_final,r1_ab_156_above300_level_672_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_l3_added85_rotation_vflip,composite_greedy_ab_024_r1_249_a879_r2_156_a672_h0,H0,46,30,152,0.907,24,True,preserved-repaired reversed=17 removed=3 chains=146 coverage=0.866 dep=del#100 blocks=131->130 rayBlocks=586->579 layers=145/2->146/0 gate=100:1->127:17 cycles=0/0->0/0 maxCycle=0->0 sample=none stuck=100>124; edgeFill=6
71,24,B,r1_ab_156_above300_level_672_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_l3_added85_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_156_above300_level_672_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_l3_added85_rotation_vflip.asset,r1_ab_249_above300_level_879_final,r1_ab_156_above300_level_672_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_l3_added85_rotation_vflip,composite_greedy_ab_024_r1_249_a879_r2_156_a672_h0,H0,46,30,152,0.907,24,True,preserved-repaired reversed=17 removed=3 chains=146 coverage=0.866 dep=del#100 blocks=131->130 rayBlocks=586->579 layers=145/2->146/0 gate=100:1->127:17 cycles=0/0->0/0 maxCycle=0->0 sample=none stuck=100>124; edgeFill=6
72,24,A+B greedy,composite_greedy_ab_024_r1_249_a879_r2_156_a672_h0,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABFinalParents40/composite_greedy_ab_024_r1_249_a879_r2_156_a672_h0.asset,r1_ab_249_above300_level_879_final,r1_ab_156_above300_level_672_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_l3_added85_rotation_vflip,composite_greedy_ab_024_r1_249_a879_r2_156_a672_h0,H0,46,30,152,0.907,24,True,preserved-repaired reversed=17 removed=3 chains=146 coverage=0.866 dep=del#100 blocks=131->130 rayBlocks=586->579 layers=145/2->146/0 gate=100:1->127:17 cycles=0/0->0/0 maxCycle=0->0 sample=none stuck=100>124; edgeFill=6
73,25,A,r1_ab_195_above300_level_754_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_195_above300_level_754_final.asset,r1_ab_195_above300_level_754_final,seed_Above300_level_845,composite_greedy_ab_025_r1_195_a754_a845_h2,H2,47,31,139,0.935,19,True,preserved-repaired reversed=13 removed=3 chains=142 coverage=0.932 dep=del#18 blocks=125->124 rayBlocks=548->538 layers=136/7->142/0 gate=14:5->13:17 cycles=0/0->0/0 maxCycle=0->0 sample=none stuck=14>18>29>37>39>45>46; edgeFill=1; gapCompact=2 removedChains=4 coverage=0.935
74,25,B,seed_Above300_level_845,Assets/ArrowMagic/SOData/Levels/Seeds/seed_Above300_level_845.asset,r1_ab_195_above300_level_754_final,seed_Above300_level_845,composite_greedy_ab_025_r1_195_a754_a845_h2,H2,47,31,139,0.935,19,True,preserved-repaired reversed=13 removed=3 chains=142 coverage=0.932 dep=del#18 blocks=125->124 rayBlocks=548->538 layers=136/7->142/0 gate=14:5->13:17 cycles=0/0->0/0 maxCycle=0->0 sample=none stuck=14>18>29>37>39>45>46; edgeFill=1; gapCompact=2 removedChains=4 coverage=0.935
75,25,A+B greedy,composite_greedy_ab_025_r1_195_a754_a845_h2,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABFinalParents40/composite_greedy_ab_025_r1_195_a754_a845_h2.asset,r1_ab_195_above300_level_754_final,seed_Above300_level_845,composite_greedy_ab_025_r1_195_a754_a845_h2,H2,47,31,139,0.935,19,True,preserved-repaired reversed=13 removed=3 chains=142 coverage=0.932 dep=del#18 blocks=125->124 rayBlocks=548->538 layers=136/7->142/0 gate=14:5->13:17 cycles=0/0->0/0 maxCycle=0->0 sample=none stuck=14>18>29>37>39>45>46; edgeFill=1; gapCompact=2 removedChains=4 coverage=0.935
76,26,A,r1_ab_012_above300_level_419_final_take_refill_v2_p2_delta9_occ9_addcells_rewrite_v2_v2_b3_added56_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_012_above300_level_419_final_take_refill_v2_p2_delta9_occ9_addcells_rewrite_v2_v2_b3_added56_rotation_vflip.asset,r1_ab_012_above300_level_419_final_take_refill_v2_p2_delta9_occ9_addcells_rewrite_v2_v2_b3_added56_rotation_vflip,seed_Above300_level_966,composite_greedy_ab_026_r2_012_a419_a966_h0,H0,37,28,133,0.921,22,True,preserved-repaired reversed=15 removed=4 chains=131 coverage=0.902 dep=del#115 blocks=116->115 rayBlocks=563->552 layers=126/6->131/0 gate=115:4->105:21 cycles=0/0->0/0 maxCycle=0->0 sample=none stuck=90>111>115>117>120>121; edgeFill=2
77,26,B,seed_Above300_level_966,Assets/ArrowMagic/SOData/Levels/Seeds/seed_Above300_level_966.asset,r1_ab_012_above300_level_419_final_take_refill_v2_p2_delta9_occ9_addcells_rewrite_v2_v2_b3_added56_rotation_vflip,seed_Above300_level_966,composite_greedy_ab_026_r2_012_a419_a966_h0,H0,37,28,133,0.921,22,True,preserved-repaired reversed=15 removed=4 chains=131 coverage=0.902 dep=del#115 blocks=116->115 rayBlocks=563->552 layers=126/6->131/0 gate=115:4->105:21 cycles=0/0->0/0 maxCycle=0->0 sample=none stuck=90>111>115>117>120>121; edgeFill=2
78,26,A+B greedy,composite_greedy_ab_026_r2_012_a419_a966_h0,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABFinalParents40/composite_greedy_ab_026_r2_012_a419_a966_h0.asset,r1_ab_012_above300_level_419_final_take_refill_v2_p2_delta9_occ9_addcells_rewrite_v2_v2_b3_added56_rotation_vflip,seed_Above300_level_966,composite_greedy_ab_026_r2_012_a419_a966_h0,H0,37,28,133,0.921,22,True,preserved-repaired reversed=15 removed=4 chains=131 coverage=0.902 dep=del#115 blocks=116->115 rayBlocks=563->552 layers=126/6->131/0 gate=115:4->105:21 cycles=0/0->0/0 maxCycle=0->0 sample=none stuck=90>111>115>117>120>121; edgeFill=2
79,27,A,r1_ab_211_above300_level_789_final_take_refill_v2_p2_delta15_occ9_addcells_rewrite_v2_v2_t3_added58_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_211_above300_level_789_final_take_refill_v2_p2_delta15_occ9_addcells_rewrite_v2_v2_t3_added58_rotation_vflip.asset,r1_ab_211_above300_level_789_final_take_refill_v2_p2_delta15_occ9_addcells_rewrite_v2_v2_t3_added58_rotation_vflip,seed_Above300_level_845,composite_greedy_ab_027_r2_211_a789_a845_h2,H2,44,30,129,0.914,15,True,preserved-repaired reversed=14 removed=4 chains=131 coverage=0.904 dep=del#16 blocks=116->115 rayBlocks=505->498 layers=127/5->131/0 gate=16:3->109:16 cycles=1/2->0/0 maxCycle=2->0 sample=11>16 stuck=10>11>12>16>38; edgeFill=2; gapCompact=2 removedChains=4 coverage=0.914
80,27,B,seed_Above300_level_845,Assets/ArrowMagic/SOData/Levels/Seeds/seed_Above300_level_845.asset,r1_ab_211_above300_level_789_final_take_refill_v2_p2_delta15_occ9_addcells_rewrite_v2_v2_t3_added58_rotation_vflip,seed_Above300_level_845,composite_greedy_ab_027_r2_211_a789_a845_h2,H2,44,30,129,0.914,15,True,preserved-repaired reversed=14 removed=4 chains=131 coverage=0.904 dep=del#16 blocks=116->115 rayBlocks=505->498 layers=127/5->131/0 gate=16:3->109:16 cycles=1/2->0/0 maxCycle=2->0 sample=11>16 stuck=10>11>12>16>38; edgeFill=2; gapCompact=2 removedChains=4 coverage=0.914
81,27,A+B greedy,composite_greedy_ab_027_r2_211_a789_a845_h2,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABFinalParents40/composite_greedy_ab_027_r2_211_a789_a845_h2.asset,r1_ab_211_above300_level_789_final_take_refill_v2_p2_delta15_occ9_addcells_rewrite_v2_v2_t3_added58_rotation_vflip,seed_Above300_level_845,composite_greedy_ab_027_r2_211_a789_a845_h2,H2,44,30,129,0.914,15,True,preserved-repaired reversed=14 removed=4 chains=131 coverage=0.904 dep=del#16 blocks=116->115 rayBlocks=505->498 layers=127/5->131/0 gate=16:3->109:16 cycles=1/2->0/0 maxCycle=2->0 sample=11>16 stuck=10>11>12>16>38; edgeFill=2; gapCompact=2 removedChains=4 coverage=0.914
82,28,A,seed_Above300_level_515,Assets/ArrowMagic/SOData/Levels/Seeds/seed_Above300_level_515.asset,seed_Above300_level_515,r1_ab_195_above300_level_754_final,composite_greedy_ab_028_a515_r1_195_a754_h0,H0,48,35,143,0.906,37,True,preserved-repaired reversed=16 removed=3 chains=136 coverage=0.871 dep=del#54 blocks=124->123 rayBlocks=630->616 layers=128/9->136/0 gate=16:3->57:18 cycles=0/0->0/0 maxCycle=0->0 sample=none stuck=10>16>35>52>54>66>68>97; edgeFill=7
83,28,B,r1_ab_195_above300_level_754_final,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_195_above300_level_754_final.asset,seed_Above300_level_515,r1_ab_195_above300_level_754_final,composite_greedy_ab_028_a515_r1_195_a754_h0,H0,48,35,143,0.906,37,True,preserved-repaired reversed=16 removed=3 chains=136 coverage=0.871 dep=del#54 blocks=124->123 rayBlocks=630->616 layers=128/9->136/0 gate=16:3->57:18 cycles=0/0->0/0 maxCycle=0->0 sample=none stuck=10>16>35>52>54>66>68>97; edgeFill=7
84,28,A+B greedy,composite_greedy_ab_028_a515_r1_195_a754_h0,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABFinalParents40/composite_greedy_ab_028_a515_r1_195_a754_h0.asset,seed_Above300_level_515,r1_ab_195_above300_level_754_final,composite_greedy_ab_028_a515_r1_195_a754_h0,H0,48,35,143,0.906,37,True,preserved-repaired reversed=16 removed=3 chains=136 coverage=0.871 dep=del#54 blocks=124->123 rayBlocks=630->616 layers=128/9->136/0 gate=16:3->57:18 cycles=0/0->0/0 maxCycle=0->0 sample=none stuck=10>16>35>52>54>66>68>97; edgeFill=7
85,29,A,r1_ab_237_above300_level_857_final_take_refill_v2_p2_delta12_occ4_addcells_rewrite_v2_v2_t3_added58_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_237_above300_level_857_final_take_refill_v2_p2_delta12_occ4_addcells_rewrite_v2_v2_t3_added58_rotation_vflip.asset,r1_ab_237_above300_level_857_final_take_refill_v2_p2_delta12_occ4_addcells_rewrite_v2_v2_t3_added58_rotation_vflip,seed_Above300_level_946,composite_greedy_ab_029_r2_237_a857_a946_h0,H0,41,32,139,0.931,27,True,preserved-repaired reversed=20 removed=2 chains=134 coverage=0.893 dep=del#48 blocks=117->116 rayBlocks=580->571 layers=122/13->134/0 gate=7:9->100:28 cycles=1/2->0/0 maxCycle=2->0 sample=7>48 stuck=3>6>7>8>13>14>15>43; edgeFill=5
86,29,B,seed_Above300_level_946,Assets/ArrowMagic/SOData/Levels/Seeds/seed_Above300_level_946.asset,r1_ab_237_above300_level_857_final_take_refill_v2_p2_delta12_occ4_addcells_rewrite_v2_v2_t3_added58_rotation_vflip,seed_Above300_level_946,composite_greedy_ab_029_r2_237_a857_a946_h0,H0,41,32,139,0.931,27,True,preserved-repaired reversed=20 removed=2 chains=134 coverage=0.893 dep=del#48 blocks=117->116 rayBlocks=580->571 layers=122/13->134/0 gate=7:9->100:28 cycles=1/2->0/0 maxCycle=2->0 sample=7>48 stuck=3>6>7>8>13>14>15>43; edgeFill=5
87,29,A+B greedy,composite_greedy_ab_029_r2_237_a857_a946_h0,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABFinalParents40/composite_greedy_ab_029_r2_237_a857_a946_h0.asset,r1_ab_237_above300_level_857_final_take_refill_v2_p2_delta12_occ4_addcells_rewrite_v2_v2_t3_added58_rotation_vflip,seed_Above300_level_946,composite_greedy_ab_029_r2_237_a857_a946_h0,H0,41,32,139,0.931,27,True,preserved-repaired reversed=20 removed=2 chains=134 coverage=0.893 dep=del#48 blocks=117->116 rayBlocks=580->571 layers=122/13->134/0 gate=7:9->100:28 cycles=1/2->0/0 maxCycle=2->0 sample=7>48 stuck=3>6>7>8>13>14>15>43; edgeFill=5
88,30,A,seed_Above300_level_491,Assets/ArrowMagic/SOData/Levels/Seeds/seed_Above300_level_491.asset,seed_Above300_level_491,seed_Above300_level_845,composite_greedy_ab_030_a491_a845_h0,H0,48,30,120,0.939,10,True,preserved-repaired reversed=13 removed=3 chains=119 coverage=0.932 dep=del#23 blocks=111->110 rayBlocks=518->497 layers=113/7->119/0 gate=23:3->0:20 cycles=0/0->0/0 maxCycle=0->0 sample=none stuck=7>8>9>11>22>23>26; edgeFill=1
