rank,pairPriority,riskScore,sourceAType,sourceBType,sourceA,sourceB,basePair,layout,gap,width,height,chains,coverage,aspect,inwardPressure,crossBlocks,blockedChains,blockingChains,blockedByOtherMax,blocksOtherMax,topBlockedIndex,topBlockedOwner,topBlockedHits,topBlockerIndex,topBlockerOwner,topBlockerHits,planScore,details
1327,0,673.977,R2,R1,r1_ab_278_above300_level_955_final_take_refill_v2_p2_delta6_occ6_addcells_rewrite_v2_v2_r2_added52_rotation_vflip,r1_ab_190_above300_level_742_final,r1:a742|r2:a955|h,H0,0,44,31,130,0.905,1.419,23,21,21,10,1,4,14,0,1,117,1,4,608.722,rawOk tiles=1235
1328,3,674.057,Seed,R1,seed_Arrowz_level_147,r1_ab_136_above300_level_623_final,r1:a623|seed:a147|h,H0,0,43,29,123,0.901,1.483,20,20,20,9,1,5,4,0,1,17,0,5,683.997,rawOk tiles=1124
1329,0,674.168,R1,R2,r1_ab_273_above300_level_948_final,r1_ab_195_above300_level_754_final_take_refill_v2_p2_delta10_occ10_addcells_rewrite_v2_v2_l2_added58_rotation_vflip,r1:a948|r2:a754|h,H0,0,47,31,129,0.930,1.516,22,21,21,10,1,4,9,0,1,121,1,4,659.273,rawOk tiles=1355
1330,0,674.231,R1,R2,r1_ab_029_above300_level_456_final,r1_ab_144_above300_level_641_final_sparse_prefill_fill20_hole43_addcells_rewrite_v2_v2_l3_added80_rotation_vflip,r1:a456|r2:a641|h,H0,0,46,28,143,0.919,1.643,25,18,18,7,1,6,42,0,1,46,0,6,593.794,rawOk tiles=1184
1331,2,674.308,R2,Seed,r1_ab_110_above300_level_607_final_take_refill_v2_p2_delta7_occ3_addcells_rewrite_v2_v2_l2_added63_rotation_vflip,seed_Arrowz_level_191,r2:a607|seed:a191|h,H0,0,43,32,130,0.906,1.344,20,18,18,7,1,7,8,0,1,85,1,7,695.174,rawOk tiles=1246
1332,3,674.327,Seed,R1,seed_Arrowz_level_041,r1_ab_272_above300_level_946_final,r1:a946|seed:a041|h,H0,0,43,32,134,0.913,1.344,22,20,20,10,1,5,5,0,1,125,1,5,653.317,rawOk tiles=1256
1333,2,674.496,R2,Seed,r1_ab_211_above300_level_789_final_take_refill_v2_p2_delta15_occ9_addcells_rewrite_v2_v2_t3_added58_rotation_vflip,seed_Arrowz_level_135,r2:a789|seed:a135|h,H0,0,43,29,121,0.967,1.483,20,20,20,10,1,5,0,0,1,58,1,5,747.504,rawOk tiles=1206
1334,0,674.654,R2,R1,r1_ab_254_above300_level_887_final_sparse_prefill_fill4_hole11_addcells_rewrite_v2_v2_t2_added41_rotation_vflip,r1_ab_071_above300_level_528_final,r1:a528|r2:a887|h,H0,0,45,30,128,0.904,1.500,19,19,19,8,1,6,2,0,1,11,0,6,715.704,rawOk tiles=1220
1335,0,674.659,R2,R1,r1_ab_071_above300_level_528_final_take_refill_v2_p2_delta23_occ23_addcells_rewrite_v2_v2_t3_added64_rotation_vflip,r1_ab_200_above300_level_761_final,r1:a761|r2:a528|h,H0,0,46,33,130,0.909,1.394,25,22,22,11,1,3,0,0,1,22,0,3,566.566,rawOk tiles=1380
1336,4,674.73,Seed,Seed,seed_Arrowz_level_135,seed_Arrowz_level_106,seed:a106|seed:a135|h,H0,0,44,29,127,0.920,1.517,23,21,21,9,1,4,13,0,1,31,0,4,621.863,rawOk tiles=1174
1337,2,674.764,R2,Seed,r1_ab_070_above300_level_527_final_take_refill_v2_p2_delta16_occ10_addcells_rewrite_v2_v2_t2_added35_rotation_vflip,seed_Arrowz_level_106,r2:a527|seed:a106|h,H0,0,40,29,134,0.904,1.379,23,22,22,13,1,3,5,0,1,31,0,3,617.94,rawOk tiles=1049
1338,3,674.836,R1,Seed,r1_ab_089_above300_level_565_final,seed_Above300_level_672,r1:a565|seed:a672|h,H0,0,42,32,132,0.915,1.313,18,18,18,9,1,7,6,0,1,80,1,7,756.143,rawOk tiles=1230
1339,2,674.92,R2,Seed,r1_ab_144_above300_level_641_final_sparse_prefill_fill20_hole43_addcells_rewrite_v2_v2_l3_added80_rotation_vflip,seed_Above300_level_811,r2:a641|seed:a811|h,H0,0,45,28,146,0.927,1.607,21,21,21,11,1,4,5,0,1,17,0,4,708.139,rawOk tiles=1168
1340,0,675.009,R2,R1,r1_ab_237_above300_level_857_final_take_refill_v2_p2_delta12_occ4_addcells_rewrite_v2_v2_t3_added58_rotation_vflip,r1_ab_140_above300_level_635_final,r1:a635|r2:a857|h,H0,0,44,31,139,0.928,1.419,22,21,21,12,1,4,2,0,1,94,1,4,671.381,rawOk tiles=1266
1341,4,675.211,Seed,Seed,seed_Arrowz_level_222,seed_Above300_level_757,seed:a222|seed:a757|h,H0,0,41,32,126,0.905,1.281,24,21,21,10,1,4,1,0,1,71,1,4,585.567,rawOk tiles=1188
1342,2,675.387,Seed,R2,seed_above300_level_951,r1_ab_041_above300_level_473_final_take_refill_v2_p2_delta26_occ18_addcells_rewrite_v2_v2_r2_added48_rotation_vflip,r2:a473|seed:a951|h,H0,0,43,28,121,0.914,1.536,24,21,21,14,1,3,0,0,1,12,0,3,590.789,rawOk tiles=1101
1343,2,675.41,R2,Seed,r1_ab_070_above300_level_527_final_take_refill_v2_p2_delta16_occ10_addcells_rewrite_v2_v2_t2_added35_rotation_vflip,seed_Above300_level_754,r2:a527|seed:a754|h,H0,0,39,31,122,0.933,1.258,19,19,19,10,1,6,5,0,1,101,1,6,740.332,rawOk tiles=1128
1344,3,675.452,R1,Seed,r1_ab_159_above300_level_677_final,seed_Above300_level_845,r1:a677|seed:a845|h,H0,0,45,30,135,0.932,1.500,19,18,18,7,1,7,1,0,1,93,1,7,745.727,rawOk tiles=1258
1345,0,675.5,R1,R2,r1_ab_154_above300_level_665_final,r1_ab_080_above300_level_542_final_take_refill_v2_p2_delta11_occ5_addcells_rewrite_v2_v2_l2_added64_rotation_vflip,r1:a665|r2:a542|h,H0,0,50,33,151,0.916,1.515,20,19,19,9,1,6,4,0,1,49,0,6,724.93,rawOk tiles=1512
1346,2,675.551,Seed,R2,seed_Above300_level_761,r1_ab_195_above300_level_754_final_take_refill_v2_p2_delta10_occ10_addcells_rewrite_v2_v2_l2_added58_rotation_vflip,r2:a754|seed:a761|h,H0,0,46,31,120,0.940,1.484,21,21,21,11,1,4,1,0,1,17,0,4,690.215,rawOk tiles=1341
1347,2,675.623,R2,Seed,r1_ab_089_above300_level_565_final_take_refill_v2_p1_delta7_occ7_addcells_rewrite_v2_v2_b2_added42_rotation_vflip,seed_Above300_level_632,r2:a565|seed:a632|h,H0,0,42,34,159,0.916,1.235,21,21,21,8,1,5,6,0,1,117,1,5,718.825,rawOk tiles=1308
1348,0,675.681,R2,R1,r1_ab_049_above300_level_492_final_take_refill_v2_p2_delta9_occ9_addcells_rewrite_v2_v2_r2_added54_rotation_vflip,r1_ab_219_above300_level_811_final,r1:a811|r2:a492|h,H0,0,44,28,124,0.943,1.571,20,20,20,9,1,5,0,0,1,47,0,5,724.435,rawOk tiles=1162
1349,2,675.774,R2,Seed,r1_ab_200_above300_level_761_final_take_refill_v2_p2_delta10_occ4_addcells_rewrite_v2_v2_r2_added56_rotation_vflip,seed_Above300_level_811,r2:a761|seed:a811|h,H0,0,47,29,120,0.934,1.621,23,20,20,12,1,4,1,0,1,63,1,4,631.577,rawOk tiles=1273
1350,1,675.97,R1,R1,r1_ab_048_above300_level_491_final,r1_ab_067_above300_level_524_final,r1:a491|r1:a524|h,H0,0,49,32,154,0.972,1.531,21,21,21,7,1,5,20,0,1,3,0,5,770.372,rawOk tiles=1524
1351,3,675.994,Seed,R1,seed_Arrowz_level_103,r1_ab_198_above300_level_757_final,r1:a757|seed:a103|h,H0,0,54,36,156,0.936,1.500,25,21,21,10,1,4,9,0,1,91,1,4,621.2,rawOk tiles=1819
1352,3,676.013,R1,Seed,r1_ab_165_above300_level_691_final,seed_Above300_level_869,r1:a691|seed:a869|h,H0,0,45,36,152,0.913,1.250,23,22,22,15,1,3,3,0,1,13,0,3,649.963,rawOk tiles=1479
1353,0,676.207,R2,R1,r1_ab_155_above300_level_667_final_take_refill_v2_p2_delta18_occ18_addcells_rewrite_v2_v2_t2_added35_rotation_vflip,r1_ab_219_above300_level_811_final,r1:a811|r2:a667|h,H0,0,42,27,125,0.945,1.556,22,22,22,12,1,3,8,0,1,115,1,3,686.523,rawOk tiles=1072
1354,1,676.208,R1,R1,r1_ab_089_above300_level_565_final,r1_ab_156_above300_level_672_final,r1:a565|r1:a672|h,H0,0,45,32,155,0.915,1.406,22,22,22,9,1,4,6,0,1,108,1,4,682.375,rawOk tiles=1317
1355,2,676.239,R2,Seed,r1_ab_010_above300_level_417_final_take_refill_v2_p2_delta23_occ23_addcells_rewrite_v2_v2_l2_added57_rotation_vflip,seed_Arrowz_level_041,r2:a417|seed:a041|h,H0,0,44,30,127,0.926,1.467,19,19,19,9,1,6,9,0,1,115,1,6,737.542,rawOk tiles=1222
1356,1,676.333,R2,R2,r1_ab_278_above300_level_955_final_take_refill_v2_p2_delta6_occ6_addcells_rewrite_v2_v2_r2_added52_rotation_vflip,r1_ab_233_above300_level_846_final_take_refill_v2_p2_delta14_occ14_addcells_rewrite_v2_v2_l3_added84_rotation_vflip,r2:a846|r2:a955|h,H0,0,46,30,152,0.915,1.533,27,21,21,14,1,3,14,0,1,54,0,3,549.348,rawOk tiles=1263
1357,2,676.378,R2,Seed,r1_ab_273_above300_level_948_final_take_refill_v2_p2_delta6_occ6_addcells_rewrite_v2_v2_t3_added65_rotation_vflip,seed_Above300_level_845,r2:a948|seed:a845|h,H0,0,46,31,140,0.949,1.484,19,18,18,8,1,7,8,0,1,98,1,7,774.936,rawOk tiles=1353
1358,0,676.389,R2,R1,r1_ab_228_above300_level_833_final_sparse_prefill_fill8_hole11_addcells_rewrite_v2_v2_r3_added77_rotation_vflip,r1_ab_282_above300_level_966_final,r1:a966|r2:a833|h,H0,0,43,28,145,0.922,1.536,21,21,21,12,1,4,1,0,1,49,0,4,710.122,rawOk tiles=1110
1359,2,676.424,R2,Seed,r1_ab_221_above300_level_818_final_take_refill_v2_p2_delta9_occ9_addcells_rewrite_v2_v2_b3_added55_rotation_vflip,seed_Arrowz_level_191,r2:a818|seed:a191|h,H0,0,38,31,120,0.904,1.226,17,17,17,7,1,8,0,0,1,75,1,8,764.216,rawOk tiles=1065
1360,1,676.481,R1,R1,r1_ab_200_above300_level_761_final,r1_ab_067_above300_level_524_final,r1:a524|r1:a761|h,H0,0,48,32,143,0.928,1.500,24,21,21,10,1,4,1,0,1,9,0,4,625.734,rawOk tiles=1425
1361,2,676.587,R2,Seed,r1_ab_235_above300_level_852_final_take_refill_v2_p2_delta10_occ10_addcells_rewrite_v2_v2_r3_added85_rotation_vflip,seed_Above300_level_645,r2:a852|seed:a645|h,H0,0,47,30,143,0.901,1.567,21,19,19,7,1,6,12,0,1,132,1,6,656.591,rawOk tiles=1271
1362,0,676.617,R2,R1,r1_ab_071_above300_level_528_final_take_refill_v2_p2_delta23_occ23_addcells_rewrite_v2_v2_t3_added64_rotation_vflip,r1_ab_232_above300_level_845_final,r1:a845|r2:a528|h,H0,0,49,33,158,0.913,1.485,22,19,19,8,1,6,0,0,1,149,1,6,676.596,rawOk tiles=1476
1363,3,676.673,Seed,R1,seed_Above300_level_771,r1_ab_232_above300_level_845_final,r1:a845|seed:a771|h,H0,0,47,30,131,0.903,1.567,20,19,19,7,1,6,0,0,1,123,1,6,692.51,rawOk tiles=1273
1364,0,676.744,R1,R2,r1_ab_110_above300_level_607_final,r1_ab_156_above300_level_672_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_l3_added85_rotation_vflip,r1:a607|r2:a672|h,H0,0,48,32,169,0.939,1.500,23,22,22,13,1,3,4,0,1,4,0,3,676.078,rawOk tiles=1443
1365,1,676.774,R2,R2,r1_ab_155_above300_level_667_final_take_refill_v2_p2_delta18_occ18_addcells_rewrite_v2_v2_t2_added35_rotation_vflip,r1_ab_041_above300_level_473_final_take_refill_v2_p2_delta26_occ18_addcells_rewrite_v2_v2_r2_added48_rotation_vflip,r2:a473|r2:a667|h,H0,0,40,27,123,0.910,1.481,21,21,21,11,1,4,8,0,1,77,1,4,668.394,rawOk tiles=983
1366,3,676.816,Seed,R1,seed_above300_level_521,r1_ab_178_above300_level_716_final,r1:a716|seed:a521|h,H0,0,39,29,128,0.920,1.345,22,18,18,6,1,7,4,0,1,1,0,7,664.833,rawOk tiles=1041
1367,3,676.955,R1,Seed,r1_ab_195_above300_level_754_final,seed_Arrowz_level_064,r1:a754|seed:a064|h,H0,0,41,31,126,0.902,1.323,23,20,20,9,1,5,14,0,1,67,0,5,598.523,rawOk tiles=1147
1368,2,677.099,R2,Seed,r1_ab_084_above300_level_552_final_take_refill_v2_p2_delta11_occ9_addcells_rewrite_v2_v2_b2_added38_rotation_vflip,seed_Above300_level_845,r2:a552|seed:a845|h,H0,0,44,30,120,0.914,1.467,21,20,20,9,1,5,6,0,1,57,1,5,664.303,rawOk tiles=1207
1369,3,677.252,Seed,R1,seed_Above300_level_761,r1_ab_067_above300_level_524_final,r1:a524|seed:a761|h,H0,0,46,32,134,0.929,1.438,23,20,20,9,1,5,1,0,1,33,0,5,642.962,rawOk tiles=1368
1370,2,677.328,R2,Seed,r1_ab_155_above300_level_667_final_take_refill_v2_p2_delta18_occ18_addcells_rewrite_v2_v2_t2_added35_rotation_vflip,seed_Arrowz_level_135,r2:a667|seed:a135|h,H0,0,41,29,122,0.932,1.414,21,19,19,8,1,6,8,0,1,59,1,6,685.151,rawOk tiles=1108
1371,0,677.395,R2,R1,r1_ab_154_above300_level_665_final_take_refill_v2_p2_delta15_occ13_addcells_rewrite_v2_v2_t2_added50_rotation_vflip,r1_ab_063_above300_level_515_final,r1:a515|r2:a665|h,H0,0,53,35,155,0.925,1.514,21,19,19,9,1,6,4,0,1,47,0,6,714.24,rawOk tiles=1715
1372,2,677.415,R2,Seed,r1_ab_179_above300_level_717_final_take_refill_v2_p2_delta13_occ9_addcells_rewrite_v2_v2_b3_added69_rotation_vflip,seed_Above300_level_672,r2:a717|seed:a672|h,H0,0,44,30,121,0.956,1.467,18,18,18,8,1,7,10,0,1,69,1,7,785.095,rawOk tiles=1262
1373,3,677.418,Seed,R1,seed_Above300_level_578,r1_ab_282_above300_level_966_final,r1:a966|seed:a578|h,H0,0,42,29,136,0.920,1.448,23,21,21,11,1,4,1,0,1,8,0,4,646.583,rawOk tiles=1121
1374,2,677.6,Seed,R2,seed_Above300_level_957,r1_ab_156_above300_level_672_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_l3_added85_rotation_vflip,r2:a672|seed:a957|h,H0,0,44,30,139,0.925,1.467,23,20,20,9,1,5,2,0,1,124,1,5,642.284,rawOk tiles=1221
1375,0,677.639,R1,R2,r1_ab_110_above300_level_607_final,r1_ab_195_above300_level_754_final_take_refill_v2_p2_delta10_occ10_addcells_rewrite_v2_v2_l2_added58_rotation_vflip,r1:a607|r2:a754|h,H0,0,47,32,148,0.955,1.469,22,21,21,13,1,4,4,0,1,142,1,4,719.178,rawOk tiles=1437
1376,1,677.718,R2,R2,r1_ab_264_above300_level_906_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_r2_added56_rotation_vflip,r1_ab_156_above300_level_672_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_l3_added85_rotation_vflip,r2:a672|r2:a906|h,H0,0,49,30,163,0.951,1.633,22,22,22,13,1,3,6,0,1,144,1,3,726.38,rawOk tiles=1398
1377,2,677.842,R2,Seed,r1_ab_063_above300_level_515_final_take_refill_v2_p2_delta13_occ13_addcells_rewrite_v2_v2_t3_added74_rotation_vflip,seed_Above300_level_869,r2:a515|seed:a869|h,H0,0,54,38,198,0.937,1.421,19,19,19,9,1,6,3,0,1,3,0,6,741.133,rawOk tiles=1923
1378,3,677.895,R1,Seed,r1_ab_208_above300_level_782_final,seed_Arrowz_level_103,r1:a782|seed:a103|h,H0,0,50,36,130,0.921,1.389,26,21,21,9,1,4,9,0,1,42,0,4,551.561,rawOk tiles=1658
1379,3,677.969,Seed,R1,seed_Above300_level_623,r1_ab_156_above300_level_672_final,r1:a672|seed:a623|h,H0,0,43,30,125,0.950,1.433,23,21,21,11,1,4,0,0,1,98,1,4,664.873,rawOk tiles=1226
1380,4,678.032,Seed,Seed,seed_Above300_level_599,seed_Arrowz_level_236,seed:a236|seed:a599|h,H0,0,50,33,124,0.909,1.515,22,20,20,8,1,5,17,0,1,112,1,5,617.464,rawOk tiles=1500
1381,0,678.035,R1,R2,r1_ab_290_above300_level_987_final,r1_ab_136_above300_level_623_final_take_refill_v2_p2_delta10_occ6_addcells_rewrite_v2_v2_l2_added57_rotation_vflip,r1:a987|r2:a623|h,H0,0,46,32,134,0.901,1.438,24,21,21,10,1,4,5,0,1,12,0,4,590.429,rawOk tiles=1326
1382,2,678.099,R2,Seed,r1_ab_144_above300_level_641_final_sparse_prefill_fill20_hole43_addcells_rewrite_v2_v2_l3_added80_rotation_vflip,seed_Above300_level_845,r2:a641|seed:a845|h,H0,0,47,30,162,0.911,1.567,18,17,17,6,1,8,5,0,1,136,1,8,772.686,rawOk tiles=1284
1383,0,678.362,R1,R2,r1_ab_048_above300_level_491_final,r1_ab_139_above300_level_632_final_take_refill_v2_p2_delta22_occ14_addcells_rewrite_v2_v2_l2_added67_rotation_vflip,r1:a491|r2:a632|h,H0,0,46,35,157,0.923,1.314,22,21,21,8,1,5,20,0,1,15,0,5,691.83,rawOk tiles=1486
1384,0,678.469,R2,R1,r1_ab_144_above300_level_641_final_sparse_prefill_fill20_hole43_addcells_rewrite_v2_v2_l3_added80_rotation_vflip,r1_ab_195_above300_level_754_final,r1:a754|r2:a641|h,H0,0,46,31,157,0.910,1.484,21,21,21,7,1,5,5,0,1,89,1,5,695.178,rawOk tiles=1297
1385,0,678.524,R2,R1,r1_ab_063_above300_level_515_final_take_refill_v2_p2_delta13_occ13_addcells_rewrite_v2_v2_t3_added74_rotation_vflip,r1_ab_063_above300_level_515_final,r1:a515|r2:a515|h,H0,0,54,38,190,0.919,1.421,21,21,21,12,1,4,3,0,1,3,0,4,678.878,rawOk tiles=1885
1386,4,678.595,Seed,Seed,seed_Above300_level_528,seed_Above300_level_946,seed:a528|seed:a946|h,H0,0,42,32,120,0.914,1.313,22,21,21,12,1,4,0,0,1,109,1,4,645.899,rawOk tiles=1229
1387,0,678.66,R2,R1,r1_ab_012_above300_level_419_final_take_refill_v2_p2_delta9_occ9_addcells_rewrite_v2_v2_b3_added56_rotation_vflip,r1_ab_178_above300_level_716_final,r1:a716|r2:a419|h,H0,0,40,29,144,0.918,1.379,25,21,21,11,1,4,1,0,1,3,0,4,594.983,rawOk tiles=1065
1388,0,678.944,R2,R1,r1_ab_264_above300_level_906_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_r2_added56_rotation_vflip,r1_ab_067_above300_level_524_final,r1:a524|r2:a906|h,H0,0,48,32,156,0.924,1.500,23,21,21,12,1,4,6,0,1,143,1,4,666.078,rawOk tiles=1419
1389,2,679.087,R2,Seed,r1_ab_070_above300_level_527_final_take_refill_v2_p2_delta16_occ10_addcells_rewrite_v2_v2_t2_added35_rotation_vflip,seed_Above300_level_632,r2:a527|seed:a632|h,H0,0,39,32,139,0.913,1.219,22,21,21,7,1,5,5,0,1,43,0,5,663.391,rawOk tiles=1139
1390,1,679.116,R1,R1,r1_ab_159_above300_level_677_final,r1_ab_213_above300_level_798_final,r1:a677|r1:a798|h,H0,0,43,28,125,0.900,1.536,22,21,21,10,1,4,1,0,1,115,1,4,616.313,rawOk tiles=1084
1391,0,679.308,R2,R1,r1_ab_237_above300_level_857_final_take_refill_v2_p2_delta12_occ4_addcells_rewrite_v2_v2_t3_added58_rotation_vflip,r1_ab_200_above300_level_761_final,r1:a761|r2:a857|h,H0,0,43,29,120,0.955,1.483,21,21,21,12,1,4,2,0,1,46,0,4,710.35,rawOk tiles=1191
1392,1,679.649,R2,R2,r1_ab_012_above300_level_419_final_take_refill_v2_p2_delta9_occ9_addcells_rewrite_v2_v2_b3_added56_rotation_vflip,r1_ab_069_above300_level_526_final_take_refill_v2_p2_delta22_occ18_addcells_rewrite_v2_v2_r2_added52_rotation_vflip,r2:a419|r2:a526|h,H0,0,39,28,124,0.922,1.393,22,20,20,10,1,5,1,0,1,36,0,5,653.881,rawOk tiles=1007
1393,2,679.711,R2,Seed,r1_ab_096_above300_level_578_final_take_refill_v2_p2_delta20_occ20_addcells_rewrite_v2_v2_l2_added61_rotation_vflip,seed_Above300_level_811,r2:a578|seed:a811|h,H0,0,45,31,123,0.901,1.452,22,21,21,11,1,4,1,0,1,119,1,4,619.558,rawOk tiles=1257
1394,1,679.726,R2,R2,r1_ab_071_above300_level_528_final_take_refill_v2_p2_delta23_occ23_addcells_rewrite_v2_v2_t3_added64_rotation_vflip,r1_ab_195_above300_level_754_final_take_refill_v2_p2_delta10_occ10_addcells_rewrite_v2_v2_l2_added58_rotation_vflip,r2:a528|r2:a754|h,H0,0,48,33,149,0.933,1.455,25,22,22,13,1,3,0,0,1,18,0,3,621.047,rawOk tiles=1478
1395,4,679.908,Seed,Seed,seed_Arrowz_level_103,seed_Above300_level_987,seed:a103|seed:a987|h,H0,0,53,36,136,0.901,1.472,24,20,20,8,1,5,9,0,1,28,0,5,578.698,rawOk tiles=1719
1396,0,679.927,R1,R2,r1_ab_195_above300_level_754_final,r1_ab_200_above300_level_761_final_take_refill_v2_p2_delta10_occ4_addcells_rewrite_v2_v2_r2_added56_rotation_vflip,r1:a754|r2:a761|h,H0,0,48,31,131,0.942,1.548,22,20,20,9,1,5,14,0,1,118,1,5,678.716,rawOk tiles=1402
1397,2,680.004,R2,Seed,r1_ab_012_above300_level_419_final_take_refill_v2_p2_delta9_occ9_addcells_rewrite_v2_v2_b3_added56_rotation_vflip,seed_Above300_level_588,r2:a419|seed:a588|h,H0,0,40,29,131,0.921,1.379,23,21,21,12,1,4,1,0,1,9,0,4,630.944,rawOk tiles=1068
1398,2,680.179,R2,Seed,r1_ab_179_above300_level_717_final_take_refill_v2_p2_delta13_occ9_addcells_rewrite_v2_v2_b3_added69_rotation_vflip,seed_Arrowz_level_106,r2:a717|seed:a106|h,H0,0,45,29,133,0.920,1.552,22,22,22,13,1,3,10,0,1,50,0,3,651.978,rawOk tiles=1201
1399,1,680.515,R1,R1,r1_ab_273_above300_level_948_final,r1_ab_272_above300_level_946_final,r1:a946|r1:a948|h,H0,0,46,32,143,0.912,1.438,23,20,20,10,1,5,9,0,1,134,1,5,629.799,rawOk tiles=1342
1400,3,680.535,Seed,R1,seed_Arrowz_level_103,r1_ab_140_above300_level_635_final,r1:a635|seed:a103|h,H0,0,55,36,152,0.927,1.528,24,20,20,9,1,5,9,0,1,28,0,5,626.546,rawOk tiles=1836
1401,2,680.536,Seed,R2,seed_Arrowz_level_222,r1_ab_156_above300_level_672_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_l3_added85_rotation_vflip,r2:a672|seed:a222|h,H0,0,46,30,152,0.938,1.533,23,21,21,12,1,4,1,0,1,137,1,4,673.812,rawOk tiles=1294
1402,0,680.603,R1,R2,r1_ab_048_above300_level_491_final,r1_ab_279_above300_level_957_final_take_refill_v2_p2_delta8_occ8_addcells_rewrite_v2_v2_r3_added85_rotation_vflip,r1:a491|r2:a957|h,H0,0,45,32,138,0.934,1.406,22,22,22,9,1,4,20,0,1,37,0,4,682.695,rawOk tiles=1345
1403,0,680.614,R1,R2,r1_ab_049_above300_level_492_final,r1_ab_272_above300_level_946_final_take_refill_v2_p2_delta14_occ14_addcells_rewrite_v2_v2_r2_added58_rotation_vflip,r1:a492|r2:a946|h,H0,0,44,32,145,0.905,1.375,24,20,20,10,1,5,0,0,1,3,0,5,603.091,rawOk tiles=1274
1404,3,680.814,R1,Seed,r1_ab_284_above300_level_972_final,seed_Above300_level_966,r1:a972|seed:a966|h,H0,0,39,28,122,0.904,1.393,19,18,18,8,1,7,0,0,1,94,1,7,698.887,rawOk tiles=987
1405,0,680.912,R1,R2,r1_ab_092_above300_level_573_final,r1_ab_136_above300_level_623_final_take_refill_v2_p2_delta10_occ6_addcells_rewrite_v2_v2_l2_added57_rotation_vflip,r1:a573|r2:a623|h,H0,0,46,30,122,0.908,1.533,21,20,20,9,1,5,2,0,1,13,0,5,664.351,rawOk tiles=1253
1406,0,680.976,R2,R1,r1_ab_049_above300_level_492_final_take_refill_v2_p2_delta9_occ9_addcells_rewrite_v2_v2_r2_added54_rotation_vflip,r1_ab_198_above300_level_757_final,r1:a757|r2:a492|h,H0,0,43,32,136,0.908,1.344,21,18,18,8,1,7,0,0,1,47,0,7,669.581,rawOk tiles=1250
1407,1,681.032,R1,R1,r1_ab_092_above300_level_573_final,r1_ab_156_above300_level_672_final,r1:a573|r1:a672|h,H0,0,45,30,130,0.921,1.500,20,20,20,11,1,5,0,0,1,107,1,5,717.732,rawOk tiles=1244
1408,0,681.067,R1,R2,r1_ab_221_above300_level_818_final,r1_ab_232_above300_level_845_final_take_refill_v2_p2_delta12_occ8_addcells_rewrite_v2_v2_r3_added89_rotation_vflip,r1:a818|r2:a845|h,H0,0,48,30,169,0.935,1.600,21,20,20,10,1,5,0,0,1,141,1,5,716.792,rawOk tiles=1347
1409,3,681.12,R1,Seed,r1_ab_235_above300_level_852_final,seed_Above300_level_623,r1:a852|seed:a623|h,H0,0,45,30,126,0.950,1.500,23,22,22,13,1,3,12,0,1,17,0,3,664.12,rawOk tiles=1283
1410,0,681.183,R2,R1,r1_ab_091_above300_level_571_final_take_refill_v2_p2_delta15_occ15_addcells_rewrite_v2_v2_b2_added37_rotation_vflip,r1_ab_156_above300_level_672_final,r1:a672|r2:a571|h,H0,0,42,30,135,0.904,1.400,23,21,21,12,1,4,8,0,1,88,1,4,612.7,rawOk tiles=1139
1411,1,681.214,R1,R1,r1_ab_278_above300_level_955_final,r1_ab_219_above300_level_811_final,r1:a811|r1:a955|h,H0,0,42,27,123,0.966,1.556,18,18,18,8,1,7,14,0,1,8,0,7,801.437,rawOk tiles=1096
1412,0,681.223,R1,R2,r1_ab_110_above300_level_607_final,r1_ab_200_above300_level_761_final_take_refill_v2_p2_delta10_occ4_addcells_rewrite_v2_v2_r2_added56_rotation_vflip,r1:a607|r2:a761|h,H0,0,47,32,137,0.928,1.469,24,22,22,13,1,3,8,0,1,26,0,3,619.628,rawOk tiles=1395
1413,4,681.245,Seed,Seed,seed_Above300_level_846,seed_Above300_level_757,seed:a757|seed:a846|h,H0,0,41,32,122,0.910,1.281,24,21,21,11,1,4,2,0,1,111,1,4,596.89,rawOk tiles=1194
1414,2,681.486,R2,Seed,r1_ab_097_above300_level_581_final_take_refill_v2_p2_delta16_occ16_addcells_rewrite_v2_v2_r2_added62_rotation_vflip,seed_Above300_level_754,r2:a581|seed:a754|h,H0,0,44,32,134,0.955,1.375,20,20,20,7,1,6,1,0,1,82,1,6,753.307,rawOk tiles=1344
1415,2,681.489,R2,Seed,r1_ab_092_above300_level_573_final_sparse_prefill_fill10_hole32_addcells_rewrite_v2_v2_l3_added82_rotation_vflip,seed_Above300_level_987,r2:a573|seed:a987|h,H0,0,47,30,125,0.906,1.567,21,21,21,11,1,4,0,0,1,67,1,4,671.306,rawOk tiles=1278
1416,2,681.508,R2,Seed,r1_ab_110_above300_level_607_final_take_refill_v2_p2_delta7_occ3_addcells_rewrite_v2_v2_l2_added63_rotation_vflip,seed_Above300_level_573,r2:a607|seed:a573|h,H0,0,43,32,128,0.906,1.344,22,21,21,13,1,4,4,0,1,88,1,4,644.924,rawOk tiles=1246
