Index,Spec,Structure,LevelId,AssetPath,Width,Height,Chains,TargetChains,Arrows,Blocks,OuterCutCells,AllowedCells,AllowedCoverage,BoardCoverage,OuterBandCoverage,InitialMovableChains,EdgeHeadChains,ShortChains,GreedyMoves,AvgChain,MaxChain,Straightness,BlockLinks,PortableSolved,PortableOpeners,PortableScore,PortableQuality,Attempts,Status
58,tall_18x26_section,SectionUnlock,hole_candidate_058_tall_18x26_section,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_058_tall_18x26_section.asset,18,26,42,42,385,72,0,396,0.972,0.823,0.969,10,10,13,42,9.17,18,0.336,82,True,10,182.4,ok,308,DirectHole style=HoleMaze score=36339 openingRatio=0.238 | ConstrainedPeel style=HoleMaze seed=6473668 fill=385/396(0.972) chains=42 blocks=72 remaining=11 rejectedShort=0 failedPeels=1
59,tall_18x26_maze,MazeLongChain,hole_candidate_059_tall_18x26_maze,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_059_tall_18x26_maze.asset,18,26,39,34,382,72,0,396,0.965,0.816,0.956,10,10,9,39,9.79,18,0.243,73,True,10,178.8,weak-outer,437,DirectHole style=HoleMaze score=35121 openingRatio=0.256 | ConstrainedPeel style=HoleMaze seed=19994808 fill=382/396(0.965) chains=39 blocks=72 remaining=14 rejectedShort=0 failedPeels=1
60,tall_20x28_lock,LockBuckle,hole_candidate_060_tall_20x28_lock,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_060_tall_20x28_lock.asset,20,28,51,52,476,72,0,488,0.975,0.850,0.966,12,12,15,51,9.33,22,0.243,143,True,12,183.2,ok,337,DirectHole style=HoleMaze score=44561 openingRatio=0.235 | ConstrainedPeel style=HoleMaze seed=9533738 fill=476/488(0.975) chains=51 blocks=72 remaining=12 rejectedShort=0 failedPeels=1
61,tall_20x28_section,SectionUnlock,,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_061_tall_20x28_section.asset,20,28,0,52,0,72,0,488,0,0,0,0,0,0,0,0,0,0,0,False,0,0,,0,GreedyFailed | ConstrainedPeel style=HoleMaze seed=22007578 fill=481/488(0.986) chains=56 blocks=72 remaining=7 rejectedShort=0 failedPeels=1
62,tall_20x28_dense,DenseWeave,hole_candidate_062_tall_20x28_dense,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_062_tall_20x28_dense.asset,20,28,47,54,479,72,0,488,0.982,0.855,0.977,7,7,11,47,10.19,22,0.268,148,True,7,183.7,ok,290,DirectHole style=HoleMaze score=45177 openingRatio=0.149 | ConstrainedPeel style=HoleMaze seed=4633663 fill=479/488(0.982) chains=47 blocks=72 remaining=9 rejectedShort=0 failedPeels=1
63,tall_20x30_lock,LockBuckle,hole_candidate_063_tall_20x30_lock,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_063_tall_20x30_lock.asset,20,30,54,56,511,72,0,528,0.968,0.852,0.957,13,13,17,54,9.46,22,0.223,91,True,13,181.1,ok,429,DirectHole style=HoleMaze score=46452 openingRatio=0.241 | ConstrainedPeel style=HoleMaze seed=19202824 fill=511/528(0.968) chains=54 blocks=72 remaining=17 rejectedShort=0 failedPeels=1
64,tall_20x30_section,SectionUnlock,hole_candidate_064_tall_20x30_section,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_064_tall_20x30_section.asset,20,30,51,56,519,72,0,528,0.983,0.865,0.978,16,16,13,51,10.18,20,0.367,119,True,16,184.8,ok,35,DirectHole style=HoleBalanced score=46593 openingRatio=0.314 | ConstrainedPeel style=HoleBalanced seed=4830907 fill=519/528(0.983) chains=51 blocks=72 remaining=9 rejectedShort=0 failedPeels=1
65,tall_20x30_shell,OuterShell,hole_candidate_065_tall_20x30_shell,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_065_tall_20x30_shell.asset,20,30,64,49,517,72,0,528,0.979,0.862,0.978,6,6,18,64,8.08,19,0.272,189,True,6,185.6,ok,133,DirectHole style=HoleLock score=43563 openingRatio=0.094 | ConstrainedPeel style=HoleLock seed=6062771 fill=517/528(0.979) chains=64 blocks=72 remaining=11 rejectedShort=0 failedPeels=1
66,tall_28x30_lock,LockBuckle,,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_066_tall_28x30_lock.asset,28,30,0,82,0,72,0,768,0,0,0,0,0,0,0,0,0,0,0,False,0,0,,0,GreedyFailed | ConstrainedPeel style=HoleMaze seed=22064525 fill=748/768(0.974) chains=77 blocks=72 remaining=20 rejectedShort=0 failedPeels=1
67,tall_28x30_section,SectionUnlock,,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_067_tall_28x30_section.asset,28,30,0,82,0,72,0,768,0,0,0,0,0,0,0,0,0,0,0,False,0,0,,0,GreedyFailed | ConstrainedPeel style=HoleMaze seed=22075614 fill=752/768(0.979) chains=81 blocks=72 remaining=16 rejectedShort=0 failedPeels=1
68,tall_28x30_dual,DualZone,hole_candidate_068_tall_28x30_dual,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_068_tall_28x30_dual.asset,28,30,72,78,746,72,0,768,0.971,0.888,0.963,8,8,22,72,10.36,22,0.203,211,True,8,184.3,ok,374,DirectHole style=HoleMaze score=66894 openingRatio=0.111 | ConstrainedPeel style=HoleMaze seed=13498935 fill=746/768(0.971) chains=72 blocks=72 remaining=22 rejectedShort=0 failedPeels=1
69,wide_26x22_lock,LockBuckle,,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_069_wide_26x22_lock.asset,26,22,0,53,0,72,0,500,0,0,0,0,0,0,0,0,0,0,0,False,0,0,,0,GreedyFailed | ConstrainedPeel style=HoleMaze seed=22144507 fill=491/500(0.982) chains=45 blocks=72 remaining=9 rejectedShort=0 failedPeels=1
70,wide_26x22_section,SectionUnlock,hole_candidate_070_wide_26x22_section,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_070_wide_26x22_section.asset,26,22,57,53,488,72,0,500,0.976,0.853,0.949,12,12,20,57,8.56,20,0.377,127,True,12,183.5,ok,24,DirectHole style=HoleBalanced score=42744 openingRatio=0.211 | ConstrainedPeel style=HoleBalanced seed=3792888 fill=488/500(0.976) chains=57 blocks=72 remaining=12 rejectedShort=0 failedPeels=1
71,wide_26x22_maze,MazeLongChain,hole_candidate_071_wide_26x22_maze,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_071_wide_26x22_maze.asset,26,22,47,43,491,72,0,500,0.982,0.858,0.983,11,11,8,47,10.45,21,0.285,110,True,11,183.7,ok,395,DirectHole style=HoleMaze score=47653 openingRatio=0.234 | ConstrainedPeel style=HoleMaze seed=15778226 fill=491/500(0.982) chains=47 blocks=72 remaining=9 rejectedShort=0 failedPeels=1
72,wide_28x22_lock,LockBuckle,hole_candidate_072_wide_28x22_lock,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_072_wide_28x22_lock.asset,28,22,56,58,540,72,0,544,0.993,0.877,0.989,12,12,14,56,9.64,22,0.245,173,True,12,186.1,ok,441,DirectHole style=HoleMaze score=51494 openingRatio=0.214 | ConstrainedPeel style=HoleMaze seed=20607590 fill=540/544(0.993) chains=56 blocks=72 remaining=4 rejectedShort=0 failedPeels=1
73,wide_28x22_section,SectionUnlock,hole_candidate_073_wide_28x22_section,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_073_wide_28x22_section.asset,28,22,58,58,529,72,0,544,0.972,0.859,0.962,5,5,19,58,9.12,20,0.257,150,True,5,184.8,ok,289,DirectHole style=HoleMaze score=47672 openingRatio=0.086 | ConstrainedPeel style=HoleMaze seed=4699871 fill=529/544(0.972) chains=58 blocks=72 remaining=15 rejectedShort=0 failedPeels=1
74,wide_28x22_dense,DenseWeave,hole_candidate_074_wide_28x22_dense,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_074_wide_28x22_dense.asset,28,22,52,60,529,72,0,544,0.972,0.859,0.973,9,9,12,52,10.17,22,0.245,137,True,9,183.1,ok,335,DirectHole style=HoleMaze score=49558 openingRatio=0.173 | ConstrainedPeel style=HoleMaze seed=9528504 fill=529/544(0.972) chains=52 blocks=72 remaining=15 rejectedShort=0 failedPeels=1
75,wide_30x24_lock,LockBuckle,hole_candidate_075_wide_30x24_lock,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_075_wide_30x24_lock.asset,30,24,68,69,638,72,0,648,0.985,0.886,0.980,9,9,23,68,9.38,22,0.241,241,True,9,185.2,ok,373,DirectHole style=HoleMaze score=57265 openingRatio=0.132 | ConstrainedPeel style=HoleMaze seed=13520036 fill=638/648(0.985) chains=68 blocks=72 remaining=10 rejectedShort=0 failedPeels=1
76,wide_30x24_section,SectionUnlock,hole_candidate_076_wide_30x24_section,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_076_wide_30x24_section.asset,30,24,73,69,639,72,0,648,0.986,0.888,0.990,7,7,25,73,8.75,19,0.223,294,True,7,187.2,ok,206,DirectHole style=HoleLock score=55460 openingRatio=0.096 | ConstrainedPeel style=HoleLock seed=13878925 fill=639/648(0.986) chains=73 blocks=72 remaining=9 rejectedShort=0 failedPeels=1
77,wide_30x24_shell,OuterShell,,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_077_wide_30x24_shell.asset,30,24,0,60,0,72,0,648,0,0,0,0,0,0,0,0,0,0,0,False,0,0,,0,GreedyFailed | ConstrainedPeel style=HoleMaze seed=22234731 fill=633/648(0.977) chains=65 blocks=72 remaining=15 rejectedShort=0 failedPeels=1
78,wide_30x26_lock,LockBuckle,hole_candidate_078_wide_30x26_lock,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_078_wide_30x26_lock.asset,30,26,72,75,690,72,0,708,0.975,0.885,0.971,17,17,16,72,9.58,22,0.229,171,True,17,185.7,ok,430,DirectHole style=HoleMaze score=64806 openingRatio=0.236 | ConstrainedPeel style=HoleMaze seed=19523607 fill=690/708(0.975) chains=72 blocks=72 remaining=18 rejectedShort=0 failedPeels=1
79,wide_30x26_section,SectionUnlock,,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_079_wide_30x26_section.asset,30,26,0,75,0,72,0,708,0,0,0,0,0,0,0,0,0,0,0,False,0,0,,0,GreedyFailed | ConstrainedPeel style=HoleMaze seed=22257650 fill=698/708(0.986) chains=75 blocks=72 remaining=10 rejectedShort=0 failedPeels=1
80,wide_30x26_dual,DualZone,hole_candidate_080_wide_30x26_dual,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_080_wide_30x26_dual.asset,30,26,70,72,691,72,0,708,0.976,0.886,0.962,8,8,21,70,9.87,22,0.243,213,True,8,184.4,ok,441,DirectHole style=HoleMaze score=62907 openingRatio=0.114 | ConstrainedPeel style=HoleMaze seed=20697814 fill=691/708(0.976) chains=70 blocks=72 remaining=17 rejectedShort=0 failedPeels=1
81,wide_30x28_lock,LockBuckle,,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_081_wide_30x28_lock.asset,30,28,0,82,0,72,0,768,0,0,0,0,0,0,0,0,0,0,0,False,0,0,,0,GreedyFailed | ConstrainedPeel style=HoleMaze seed=22280579 fill=758/768(0.987) chains=83 blocks=72 remaining=10 rejectedShort=0 failedPeels=1
82,wide_30x28_section,SectionUnlock,hole_candidate_082_wide_30x28_section,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_082_wide_30x28_section.asset,30,28,82,82,747,72,0,768,0.973,0.889,0.958,10,10,32,82,9.11,21,0.230,246,True,10,186.0,ok,414,DirectHole style=HoleMaze score=64128 openingRatio=0.122 | ConstrainedPeel style=HoleMaze seed=17893050 fill=747/768(0.973) chains=82 blocks=72 remaining=21 rejectedShort=0 failedPeels=1
83,wide_30x28_maze,MazeLongChain,,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_083_wide_30x28_maze.asset,30,28,0,66,0,72,0,768,0,0,0,0,0,0,0,0,0,0,0,False,0,0,,0,GreedyFailed | ConstrainedPeel style=HoleMaze seed=22302767 fill=750/768(0.977) chains=79 blocks=72 remaining=18 rejectedShort=0 failedPeels=1
84,wide_32x24_lock,LockBuckle,,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_084_wide_32x24_lock.asset,32,24,0,74,0,72,0,696,0,0,0,0,0,0,0,0,0,0,0,False,0,0,,0,GreedyFailed | ConstrainedPeel style=HoleMaze seed=22314597 fill=680/696(0.977) chains=77 blocks=72 remaining=16 rejectedShort=0 failedPeels=1
85,wide_32x24_section,SectionUnlock,hole_candidate_085_wide_32x24_section,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_085_wide_32x24_section.asset,32,24,72,74,673,72,0,696,0.967,0.876,0.913,10,10,21,72,9.35,22,0.255,182,True,10,183.4,ok,302,DirectHole style=HoleMaze score=61217 openingRatio=0.139 | ConstrainedPeel style=HoleMaze seed=6197420 fill=673/696(0.967) chains=72 blocks=72 remaining=23 rejectedShort=0 failedPeels=1
86,wide_32x24_dense,DenseWeave,hole_candidate_086_wide_32x24_dense,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_086_wide_32x24_dense.asset,32,24,80,77,672,72,0,696,0.966,0.875,0.971,12,12,23,80,8.40,19,0.244,253,True,12,185.5,ok,188,DirectHole style=HoleLock score=60341 openingRatio=0.150 | ConstrainedPeel style=HoleLock seed=12106956 fill=672/696(0.966) chains=80 blocks=72 remaining=24 rejectedShort=0 failedPeels=1
87,wide_32x26_lock,LockBuckle,,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_087_wide_32x26_lock.asset,32,26,0,81,0,72,0,760,0,0,0,0,0,0,0,0,0,0,0,False,0,0,,0,GreedyFailed | ConstrainedPeel style=HoleMaze seed=22348615 fill=742/760(0.976) chains=76 blocks=72 remaining=18 rejectedShort=0 failedPeels=1
88,wide_32x26_section,SectionUnlock,hole_candidate_088_wide_32x26_section,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_088_wide_32x26_section.asset,32,26,73,81,742,72,0,760,0.976,0.892,0.977,7,7,20,73,10.16,22,0.227,222,True,7,185.6,ok,335,DirectHole style=HoleMaze score=66647 openingRatio=0.096 | ConstrainedPeel style=HoleMaze seed=9687495 fill=742/760(0.976) chains=73 blocks=72 remaining=18 rejectedShort=0 failedPeels=1
89,wide_32x26_shell,OuterShell,,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_089_wide_32x26_shell.asset,32,26,0,70,0,72,0,760,0,0,0,0,0,0,0,0,0,0,0,False,0,0,,0,GreedyFailed | ConstrainedPeel style=HoleMaze seed=22370803 fill=740/760(0.974) chains=77 blocks=72 remaining=20 rejectedShort=0 failedPeels=1
90,wide_32x28_lock,LockBuckle,,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_090_wide_32x28_lock.asset,32,28,0,88,0,72,0,824,0,0,0,0,0,0,0,0,0,0,0,False,0,0,,0,GreedyFailed | ConstrainedPeel style=HoleMaze seed=22382633 fill=802/824(0.973) chains=88 blocks=72 remaining=22 rejectedShort=0 failedPeels=1
91,wide_32x28_section,SectionUnlock,hole_candidate_091_wide_32x28_section,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_091_wide_32x28_section.asset,32,28,88,88,797,72,0,824,0.967,0.890,0.969,5,5,31,88,9.06,22,0.217,293,True,5,187.5,ok,434,DirectHole style=HoleMaze score=68845 openingRatio=0.057 | ConstrainedPeel style=HoleMaze seed=20089684 fill=797/824(0.967) chains=88 blocks=72 remaining=27 rejectedShort=0 failedPeels=1
92,wide_32x28_dual,DualZone,hole_candidate_092_wide_32x28_dual,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_092_wide_32x28_dual.asset,32,28,85,84,807,72,0,824,0.979,0.901,0.982,7,7,31,85,9.49,22,0.245,302,True,7,188.1,ok,326,DirectHole style=HoleMaze score=69992 openingRatio=0.082 | ConstrainedPeel style=HoleMaze seed=8790051 fill=807/824(0.979) chains=85 blocks=72 remaining=17 rejectedShort=0 failedPeels=1
93,wide_32x30_lock,LockBuckle,hole_candidate_093_wide_32x30_lock,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_093_wide_32x30_lock.asset,32,30,105,94,865,72,0,888,0.974,0.901,0.961,11,11,30,105,8.24,19,0.232,376,True,11,188.9,ok,236,DirectHole style=HoleLock score=74161 openingRatio=0.105 | ConstrainedPeel style=HoleLock seed=17213814 fill=865/888(0.974) chains=105 blocks=72 remaining=23 rejectedShort=0 failedPeels=1
94,wide_32x30_section,SectionUnlock,hole_candidate_094_wide_32x30_section,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_094_wide_32x30_section.asset,32,30,80,94,859,72,0,888,0.967,0.895,0.957,8,8,18,80,10.74,22,0.206,324,True,8,184.6,ok,352,DirectHole style=HoleMaze score=78169 openingRatio=0.100 | ConstrainedPeel style=HoleMaze seed=11535924 fill=859/888(0.967) chains=80 blocks=72 remaining=29 rejectedShort=0 failedPeels=1
95,wide_32x30_maze,MazeLongChain,,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_095_wide_32x30_maze.asset,32,30,0,77,0,72,0,888,0,0,0,0,0,0,0,0,0,0,0,False,0,0,,0,GreedyFailed | ConstrainedPeel style=HoleMaze seed=22438839 fill=869/888(0.979) chains=97 blocks=72 remaining=19 rejectedShort=0 failedPeels=1
96,wide_34x26_lock,LockBuckle,hole_candidate_096_wide_34x26_lock,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_096_wide_34x26_lock.asset,34,26,79,86,790,72,0,812,0.973,0.894,0.951,8,8,19,79,10.00,21,0.234,228,True,8,184.9,ok,412,DirectHole style=HoleMaze score=72171 openingRatio=0.101 | ConstrainedPeel style=HoleMaze seed=17842593 fill=790/812(0.973) chains=79 blocks=72 remaining=22 rejectedShort=0 failedPeels=1
97,wide_34x26_section,SectionUnlock,hole_candidate_097_wide_34x26_section,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_097_wide_34x26_section.asset,34,26,91,86,795,72,0,812,0.979,0.899,0.973,15,15,34,91,8.74,22,0.268,329,True,15,188.4,ok,423,DirectHole style=HoleMaze score=67618 openingRatio=0.165 | ConstrainedPeel style=HoleMaze seed=19005701 fill=795/812(0.979) chains=91 blocks=72 remaining=17 rejectedShort=0 failedPeels=1
98,wide_34x26_dense,DenseWeave,,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_098_wide_34x26_dense.asset,34,26,0,90,0,72,0,812,0,0,0,0,0,0,0,0,0,0,0,False,0,0,,0,GreedyFailed | ConstrainedPeel style=HoleMaze seed=22472857 fill=794/812(0.978) chains=74 blocks=72 remaining=18 rejectedShort=0 failedPeels=1
99,wide_34x28_lock,LockBuckle,,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_099_wide_34x28_lock.asset,34,28,0,94,0,72,0,880,0,0,0,0,0,0,0,0,0,0,0,False,0,0,,0,GreedyFailed | ConstrainedPeel style=HoleMaze seed=22484687 fill=862/880(0.980) chains=83 blocks=72 remaining=18 rejectedShort=0 failedPeels=1
100,wide_34x28_section,SectionUnlock,,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_100_wide_34x28_section.asset,34,28,0,94,0,72,0,880,0,0,0,0,0,0,0,0,0,0,0,False,0,0,,0,GreedyFailed | ConstrainedPeel style=HoleMaze seed=22495776 fill=856/880(0.973) chains=96 blocks=72 remaining=24 rejectedShort=0 failedPeels=1
101,wide_34x28_shell,OuterShell,hole_candidate_101_wide_34x28_shell,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_101_wide_34x28_shell.asset,34,28,81,81,853,72,0,880,0.969,0.896,0.957,11,11,16,81,10.53,22,0.220,260,True,11,186.0,ok,423,DirectHole style=HoleMaze score=82301 openingRatio=0.136 | ConstrainedPeel style=HoleMaze seed=19050818 fill=853/880(0.969) chains=81 blocks=72 remaining=27 rejectedShort=0 failedPeels=1
102,notch_24x28_lock_a,LockBuckle,,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_102_notch_24x28_lock_a.asset,24,28,0,64,0,72,29,571,0,0,0,0,0,0,0,0,0,0,0,False,0,0,,0,GreedyFailed | ConstrainedPeel style=HoleMaze seed=22516596 fill=558/571(0.977) chains=59 blocks=72 remaining=13 rejectedShort=0 failedPeels=1
103,notch_24x28_section_b,SectionUnlock,hole_candidate_103_notch_24x28_section_b,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_103_notch_24x28_section_b.asset,24,28,62,64,554,72,29,571,0.970,0.824,0.833,11,6,21,62,8.94,22,0.242,147,True,11,172.3,weak-outer,449,DirectHole style=HoleMaze score=49388 openingRatio=0.177 | ConstrainedPeel style=HoleMaze seed=21794602 fill=554/571(0.970) chains=62 blocks=72 remaining=17 rejectedShort=0 failedPeels=1
