"order","sectionWaveRole","finalStatus","productionLane","productionStyle","productionChainLanguage","loadedAssetPath","width","height","chainCount","maxChainLen","avgChainLen","validEscapeChains","blockedChains","blockCellBlockedChains","openerRatio","decoyToOpenerRatio","dependencyEdges","dependencyDensity","dependencyDepth","dependencyCycleHits","crossRegionEdges","crossRegionEdgeRate","sameRegionEdgeRate","criticalBlockerChains","avgEscapeRayLength","longRayRate","immediateRayRate","shortRayRate","regionEntropy","observationPressureScore","observationClass","readDemandScore","readDemandClass","notes"
"77","Normal","ReplacedRhythmV4","FlowCurve","flow","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_52_nutation_flow_rail_v1_rect_s48_o471_v00_flowrail_curve_chain.asset","20","27","46","21","11.652","4","42","0","0.087","10.5","42","0.913","6","0","12","0.2857","0.7143","12","0.913","0","1","1","0.9863","78.78","HighObservation","20.96","ReadLight","short_head_rays;adjacent_blockers_dominate"
"79","Recovery","ReplacedRhythmV4","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_06_nutation_mixed_neutral_v1_rect_s01_o005_v02_neutralmixed_mixed_chain.asset","20","27","51","21","10.392","3","48","0","0.0588","16","48","0.9412","10","0","14","0.2917","0.7083","15","0.961","0","0.9804","1","0.9922","79.01","HighObservation","29.36","ReadLight","short_head_rays;adjacent_blockers_dominate"
"80","Normal","ReplacedRhythmV4","FlowRail","flow","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_39_nutation_mixed_neutral_v1_rect_s49_o481_v02_neutralmixed_mixed_chain.asset","22","30","73","20","8.918","2","71","0","0.0274","35.5","71","0.9726","11","0","17","0.2394","0.7606","21","0.973","0","1","1","0.9828","77.31","HighObservation","27.27","ReadLight","short_head_rays;adjacent_blockers_dominate"
"81","Recovery","ReplacedRhythmV4","FlowRail","flow","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_122_nutation_flow_rail_v1_rect_s11_o102_v01_flowrail_rail_chain.asset","18","24","43","22","9.953","4","39","0","0.093","9.75","39","0.907","7","0","14","0.359","0.641","9","0.907","0","1","1","0.9874","81.07","HighObservation","23.67","ReadLight","short_head_rays;adjacent_blockers_dominate"
"84","Hard","ReplacedRhythmV4","PeelMid","hardgate","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_37_nutation_strict_mixed_hard_v1_rect_s41_o405_v01_strictmixedhard_mixed_chain.asset","25","33","80","21","10.188","2","78","0","0.025","39","78","0.975","8","0","14","0.1795","0.8205","22","0.975","0","1","1","0.9941","75.54","HighObservation","20.71","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"85","Recovery","ReplacedRhythmV4","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11d/c5nep_w11d_34_nutation_strict_mixed_hard_v1_rect_s39_o390_v03_strictmixedhard_mixed_chain.asset","24","32","79","21","9.608","1","78","0","0.0127","78","78","0.9873","15","0","22","0.2821","0.7179","23","0.987","0","1","1","0.994","78.73","HighObservation","24.66","ReadLight","short_head_rays;adjacent_blockers_dominate"
"86","Normal","ReplacedRhythmV4","FlowRail","flow","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_27_nutation_flow_rail_v1_rect_s29_o281_v02_flowrail_rail_chain.asset","20","27","51","21","10.431","8","43","0","0.1569","5.375","43","0.8431","7","0","10","0.2326","0.7674","9","0.843","0","1","1","0.9985","77.22","HighObservation","14.67","ReadLight","short_head_rays;adjacent_blockers_dominate"
"88","Hard","ReplacedRhythmV4","PressurePeak","hardgate","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12a/c5nep_w12a_22_nutation_strict_mixed_hard_v1_rect_s31_o309_v05_strictmixedhard_mixed_chain.asset","26","34","93","21","9.366","3","90","0","0.0323","30","90","0.9677","10","0","16","0.1778","0.8222","25","0.968","0","1","1","0.9975","75.51","HighObservation","25.12","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"89","PeakExtreme","ReplacedRhythmV4","maze_long_chain","longchain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_52_nutation_longchain_spine_v1_rect_c80_13_d3_weave_spine.asset","32","40","73","26","16.452","3","70","0","0.0411","23.333","70","0.9589","14","0","13","0.1857","0.8143","20","0.959","0","1","1","0.9897","75.7","HighObservation","25.45","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"90","Hard","ReplacedRhythmV4","PressurePeak","hardgate","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_16_nutation_strict_mixed_hard_v1_rect_s27_o269_v00_strictmixedhard_mixed_chain.asset","26","34","87","21","10.023","3","84","0","0.0345","28","84","0.9655","10","0","16","0.1905","0.8095","23","0.966","0","1","1","0.9896","75.84","HighObservation","25.69","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"92","Normal","ReplacedRhythmV4","FlowPatch","flow","patch_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_36_nutation_flow_rail_v1_rect_s24_o234_v02_flowrail_patch_chain.asset","18","24","42","22","10.238","3","39","0","0.0714","13","39","0.9286","4","0","14","0.359","0.641","9","0.929","0","1","1","0.9796","76.6","HighObservation","19.4","ReadLight","short_head_rays;adjacent_blockers_dominate"
"94","Hard","ReplacedRhythmV4","PressurePeak","hardgate","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_94_nutation_pressure_peak_v1_rect_s34_o336_v00_pressurepeak_mixed_chain.asset","27","36","100","21","9.54","3","97","0","0.03","32.333","97","0.97","15","0","19","0.1959","0.8041","30","0.97","0","1","1","0.9974","76.07","HighObservation","26.05","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"95","Normal","ReplacedRhythmV4","FlowRail","flow","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_74_nutation_flow_rail_v1_rect_s20_o197_v01_flowrail_rail_chain.asset","20","27","52","21","10.25","7","45","0","0.1346","6.429","45","0.8654","7","0","12","0.2667","0.7333","10","0.865","0","1","1","0.9946","78.25","HighObservation","18.91","ReadLight","short_head_rays;adjacent_blockers_dominate"
"96","PeakExtreme","ReplacedRhythmV4","PressurePeak","hardgate","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_23_nutation_strict_mixed_hard_v1_rect_s32_o316_v02_strictmixedhard_mixed_chain.asset","27","36","100","21","9.62","5","95","0","0.05","19","95","0.95","12","0","17","0.1789","0.8211","28","0.95","0","1","1","0.9957","75.53","HighObservation","25.16","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"97","Hard","ReplacedRhythmV4","PeelMid","peel","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_25_nutation_strict_mixed_hard_v1_rect_s27_o264_v00_strictmixedhard_mixed_chain.asset","25","33","82","21","9.89","2","80","0","0.0244","40","80","0.9756","14","0","17","0.2125","0.7875","21","0.976","0","1","1","0.9907","76.54","HighObservation","24.97","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"99","Normal","ReplacedRhythmV4","PressurePeak","hardgate","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smp/c5nep_w10smp_40_nutation_strict_mixed_peak_v1_rect_s23_o227_v03_strictmixedpeak_mixed_chain.asset","26","34","94","21","9.234","1","93","0","0.0106","93","93","0.9894","11","0","18","0.1935","0.8065","25","0.989","0","1","1","0.9971","76","HighObservation","19.47","ReadLight","short_head_rays;adjacent_blockers_dominate"
"100","Normal","ReplacedRhythmV4","FlowCurve","flow","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_146_nutation_flow_curve_v1_rect_s13_o121_v01_flowcurve_curve_chain.asset","18","24","43","19","9.93","9","34","0","0.2093","3.778","34","0.7907","6","0","6","0.1765","0.8235","9","0.791","0","1","1","0.9784","72.89","HighObservation","5.82","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"102","Normal","ReplacedRhythmV4","Campaign500_HardGateUntil0910","hardgate","unknown_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_43_nutation_strict_mixed_localbreak_v1_rect_s19_o182_v00_strictmixedlocalbreak_local_break_chain_hf1.asset","20","27","56","21","9.446","1","55","0","0.0179","55","55","0.9821","8","0","12","0.2182","0.7818","17","0.982","0","1","1","0.9892","76.7","HighObservation","19.6","ReadLight","short_head_rays;adjacent_blockers_dominate"
"104","Hard","ReplacedRhythmV4","slot_seedmaze_section_weave","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_129_l161_long_normal_a_sweep_s17_slot_seedmaze_section_weave.asset","19","27","36","50","13.5","9","27","0","0.25","3","27","0.75","5","0","10","0.3704","0.6296","7","0.806","0","0.9722","1","0.9671","74.06","HighObservation","9.95","ReadLight","many_openers;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"105","Hard","ReplacedRhythmV4","hub_spoke","hub","mixed_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_23_s06_r03.asset","23","31","97","14","7.021","5","92","0","0.0515","18.4","92","0.9485","16","0","20","0.2174","0.7826","22","0.979","0","0.9794","0.9897","0.9946","76.72","HighObservation","28.27","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"106","Normal","ReplacedRhythmV4","PeelMid","hardgate","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_91_nutation_peel_v2_rect_s08_o075_v00_peelmid_curve_chain.asset","23","31","78","20","9.026","5","73","0","0.0641","14.6","73","0.9359","9","0","10","0.137","0.863","19","0.936","0","1","1","0.9993","74.26","HighObservation","21.64","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"107","PeakExtreme","ReplacedRhythmV4","HubMixed","hub","unknown_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30TransformWidePool/nutation_hub_mixed_v1_strict30_transform_wide_08_s02_rot180.asset","23","31","94","14","7.096","5","89","0","0.0532","17.8","89","0.9468","16","0","20","0.2247","0.7753","22","0.968","0","0.9894","0.9894","0.9959","76.96","HighObservation","28.46","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"109","PeakExtreme","ReplacedRhythmV4","PressurePeak","hardgate","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12c/c5nep_w12c_11_nutation_strict_mixed_hard_v1_rect_s29_o287_v02_strictmixedhard_mixed_chain.asset","27","36","90","21","10.667","4","86","0","0.0444","21.5","86","0.9556","12","0","24","0.2791","0.7209","23","0.956","0","1","1","0.9871","78.58","HighObservation","30.22","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"110","Recovery","ReplacedRhythmV4","PeelMid","hardgate","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_25_nutation_strict_mixed_axisbreak_v1_rect_s45_o445_v00_strictmixedaxisbreak_axis_break_chain.asset","26","35","87","21","10.264","4","83","0","0.046","20.75","83","0.954","14","0","14","0.1687","0.8313","22","0.954","0","1","1","0.9822","75.11","HighObservation","24.5","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"111","Recovery","ReplacedRhythmV4","PressurePeak","hardgate","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smp/c5nep_w10smp_35_nutation_strict_mixed_peak_v1_rect_s22_o216_v02_strictmixedpeak_mixed_chain.asset","24","32","83","21","9.193","3","80","0","0.0361","26.667","80","0.9639","9","0","20","0.25","0.75","21","0.964","0","1","1","0.9886","77.69","HighObservation","27.34","ReadLight","short_head_rays;adjacent_blockers_dominate"
"112","PeakExtreme","ReplacedRhythmV4","maze_long_chain","longchain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_72_nutation_longchain_spine_v1_rect_c80_18_d4_weave_spine.asset","36","40","92","26","14.598","4","88","0","0.0435","22","88","0.9565","15","0","19","0.2159","0.7841","22","0.957","0","1","1","0.9966","76.69","HighObservation","27.07","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"114","Recovery","ReplacedRhythmV4","PeelMid","hardgate","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_37_nutation_strict_mixed_localbreak_v1_rect_s46_o459_v00_strictmixedlocalbreak_local_break_chain.asset","25","33","81","21","10.049","2","79","0","0.0247","39.5","79","0.9753","13","0","14","0.1772","0.8228","21","0.975","0","1","1","0.9612","75.2","HighObservation","22.96","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"115","Normal","ReplacedRhythmV4","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_101_nutation_mixed_neutral_v1_rect_s22_o212_v01_neutralmixed_mixed_chain.asset","22","30","70","21","9.3","2","68","0","0.0286","34","68","0.9714","8","0","20","0.2941","0.7059","17","0.971","0","1","1","0.9722","78.93","HighObservation","26.91","ReadLight","short_head_rays;adjacent_blockers_dominate"
"116","Hard","ReplacedRhythmV4","PeelHard","hardgate","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_09_nutation_strict_mixed_hard_v1_rect_s17_o169_v03_strictmixedhard_mixed_chain.asset","24","32","82","21","9.195","3","79","0","0.0366","26.333","79","0.9634","9","0","10","0.1266","0.8734","24","0.963","0","1","1","0.9867","73.83","HighObservation","20.98","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"119","PeakExtreme","ReplacedRhythmV4","CampaignLongChainLab","longchain","long_chain","Assets/ArrowMagic/SOData/Levels/C5LCFamLabV1/c5lcf_06_l045_long_normal_b_lock_s05_slot_seedlock_keyhole_carrier.asset","22","28","43","46","13.605","10","33","0","0.2326","3.3","33","0.7674","5","0","11","0.3333","0.6667","10","0.814","0","0.9535","1","0.9882","75.02","HighObservation","12.35","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"120","Recovery","ReplacedRhythmV4","PressurePeak","hardgate","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_16_nutation_strict_mixed_axisbreak_v1_rect_s21_o209_v03_strictmixedaxisbreak_axis_break_chain.asset","24","32","87","20","8.724","4","83","0","0.046","20.75","83","0.954","12","0","17","0.2048","0.7952","23","0.954","0","1","1","0.9918","76.31","HighObservation","26.45","ReadLight","short_head_rays;adjacent_blockers_dominate"
"121","Recovery","ReplacedRhythmV4","FlowRail","flow","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_33_nutation_flow_rail_v1_rect_s23_o230_v02_flowrail_rail_chain.asset","20","27","45","21","11.956","5","40","0","0.1111","8","40","0.8889","5","0","9","0.225","0.775","13","0.889","0","1","1","0.978","76.82","HighObservation","17.02","ReadLight","short_head_rays;adjacent_blockers_dominate"
"122","Normal","ReplacedRhythmV4","PressurePeak","peel","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_04_nutation_strict_mixed_localbreak_v1_rect_s24_o239_v03_strictmixedlocalbreak_local_break_chain.asset","26","34","79","21","10.975","3","76","0","0.038","25.333","76","0.962","11","0","13","0.1711","0.8289","20","0.962","0","1","1","0.9796","75.16","HighObservation","24.59","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"124","Normal","ReplacedRhythmV4","PeelMid","hardgate","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_34_nutation_strict_mixed_hard_v1_rect_s31_o305_v01_strictmixedhard_mixed_chain.asset","25","33","82","21","9.976","3","79","0","0.0366","26.333","79","0.9634","11","0","21","0.2658","0.7342","21","0.963","0","1","1","0.987","78.17","HighObservation","29.54","ReadLight","short_head_rays;adjacent_blockers_dominate"
"125","Hard","ReplacedRhythmV4","maze_long_chain","longchain","patch_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_11_nutation_longchain_patch_v1_rect_c80hf3_03_d1_weave_patch.asset","24","32","76","21","9.579","4","72","0","0.0526","18","72","0.9474","8","0","8","0.1111","0.8889","20","0.947","0","1","1","0.995","73.42","HighObservation","18.86","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"128","Normal","ReplacedRhythmV4Final","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_114_nutation_mixed_neutral_v1_rect_s10_o100_v02_neutralmixed_mixed_chain.asset","20","27","63","21","8.508","3","60","0","0.0476","20","60","0.9524","13","0","11","0.1833","0.8167","17","0.952","0","1","1","0.9815","75.56","HighObservation","24.58","ReadLight","short_head_rays;adjacent_blockers_dominate"
"129","PeakExtreme","ReplacedRhythmV4","slot_seedmaze_chamber_corridor","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_164_l212_long_normal_b_maze_s22_slot_seedmaze_chamber_corridor.asset","23","29","42","45","15.024","9","33","0","0.2143","3.667","33","0.7857","6","0","11","0.3333","0.6667","11","0.905","0.0238","0.9524","0.9762","0.9992","77.99","HighObservation","20.04","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"130","Normal","ReplacedRhythmV4","PeelHard","hardgate","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_01_nutation_strict_mixed_axisbreak_v1_rect_s15_o149_v00_strictmixedaxisbreak_axis_break_chain.asset","24","32","77","21","9.831","3","74","0","0.039","24.667","74","0.961","10","0","15","0.2027","0.7973","22","0.961","0","1","1","0.9935","76.25","HighObservation","26.36","ReadLight","short_head_rays;adjacent_blockers_dominate"
"131","Normal","ReplacedRhythmV4","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_18_nutation_mixed_neutral_v1_rect_s40_o395_v02_neutralmixed_mixed_chain.asset","24","32","72","21","10.5","3","69","0","0.0417","23","69","0.9583","9","0","9","0.1304","0.8696","20","0.958","0","1","1","0.9874","73.96","HighObservation","21.18","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"132","Hard","ReplacedRhythmV4","PeelMid","hardgate","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_23_nutation_strict_mixed_hard_v1_rect_s40_o394_v06_strictmixedhard_mixed_chain.asset","25","33","81","21","9.988","3","78","0","0.037","26","78","0.963","10","0","17","0.2179","0.7821","17","0.963","0","1","1","0.9766","76.59","HighObservation","26.31","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"134","Normal","ReplacedRhythmV4","FlowRail","flow","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w2fr/c5nep_w2fr_10_nutation_flow_rail_v1_rect_s26_o254_v00_flowrail_rail_chain.asset","20","27","50","21","10.7","8","42","0","0.16","5.25","42","0.84","7","0","8","0.1905","0.8095","12","0.84","0","1","1","0.9983","75.91","HighObservation","14.25","ReadLight","short_head_rays;adjacent_blockers_dominate"
"136","PeakExtreme","ReplacedRhythmV4","maze_long_chain","longchain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_60_nutation_longchain_spine_v1_rect_c80hf3_15_d3_section_spine.asset","34","42","99","25","13.778","6","93","0","0.0606","15.5","93","0.9394","10","0","11","0.1183","0.8817","20","0.939","0","1","1","0.988","73.58","HighObservation","21.96","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"137","Normal","ReplacedRhythmV4","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_66_nutation_mixed_neutral_v1_rect_s32_o314_v02_neutralmixed_mixed_chain.asset","22","30","72","21","9.028","3","69","0","0.0417","23","69","0.9583","9","0","10","0.1449","0.8551","19","0.958","0","1","1","0.9914","74.44","HighObservation","21.97","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"139","Recovery","ReplacedRhythmV4","PeelHard","hardgate","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smp/c5nep_w10smp_24_nutation_strict_mixed_peak_v1_rect_s18_o179_v03_strictmixedpeak_mixed_chain.asset","24","32","85","21","8.871","2","83","0","0.0235","41.5","83","0.9765","10","0","15","0.1807","0.8193","24","0.976","0","1","1","0.9794","75.46","HighObservation","22.93","ReadLight","short_head_rays;adjacent_blockers_dominate"
"140","Hard","ReplacedRhythmV4","Campaign500_HardGateUntil0910","hardgate","strict_peak_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_36_nutation_strict_mixed_peak_v1_rect_s05_o047_v05_strictmixedpeak_strict_peak_chain_hf1.asset","24","32","80","21","9.438","4","76","0","0.05","19","76","0.95","9","0","12","0.1579","0.8421","18","0.95","0","1","1","0.9846","74.79","HighObservation","22.57","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"141","Recovery","ReplacedRhythmV4","Campaign500_HardGateUntil0910","hardgate","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_06_nutation_peel_v2_rect_s41_o407_v02_peelhard_curve_chain.asset","26","34","92","21","9.37","8","84","0","0.087","10.5","84","0.913","7","0","7","0.0833","0.9167","21","0.913","0","1","1","0.9958","72.56","HighObservation","16.04","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"144","Hard","ReplacedRhythmV4","slot_seedmaze_chamber_corridor","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_80_l106_long_normal_b_section_s11_slot_seedmaze_chamber_corridor.asset","23","28","40","55","15.225","10","30","0","0.25","3","30","0.75","8","0","11","0.3667","0.6333","7","0.875","0","0.925","0.975","0.9947","74.17","HighObservation","17.15","ReadLight","many_openers;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"145","Recovery","ReplacedRhythmV4","PeelMid","hardgate","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_07_nutation_strict_mixed_hard_v1_rect_s14_o140_v02_strictmixedhard_mixed_chain.asset","23","31","77","20","9.117","3","74","0","0.039","24.667","74","0.961","10","0","20","0.2703","0.7297","21","0.961","0","1","1","0.97","78.17","HighObservation","29.6","ReadLight","short_head_rays;adjacent_blockers_dominate"
"146","Normal","ReplacedRhythmV4","NeutralMixed","neutral","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w6nm/c5nep_w6nm_01_nutation_mixed_neutral_v1_rect_s28_o279_v00_neutralmixed_rail_chain.asset","22","30","71","21","9.085","3","68","0","0.0423","22.667","68","0.9577","12","0","13","0.1912","0.8088","17","0.958","0","1","1","0.9751","75.75","HighObservation","24.92","ReadLight","short_head_rays;adjacent_blockers_dominate"
"148","Hard","ReplacedRhythmV4","slot_headmix_outerclean","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_50_l064_long_normal_b_maze_s07_slot_headmix_outerclean.asset","21","27","34","51","15.853","8","26","0","0.2353","3.25","26","0.7647","7","0","13","0.5","0.5","5","0.824","0","0.9412","1","0.9961","78.4","HighObservation","12.79","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"149","PeakExtreme","ReplacedRhythmV4","hub_spoke","hub","mixed_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_19_s05_r03.asset","23","31","98","14","6.959","5","93","0","0.051","18.6","93","0.949","16","0","20","0.2151","0.7849","22","0.98","0","0.9796","0.9898","0.9987","76.68","HighObservation","28.18","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"150","Normal","ReplacedRhythmV4","PeelMid","hardgate","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_129_nutation_peel_rail_v1_rect_s37_o369_v02_peelmid_rail_chain.asset","26","35","84","20","10.738","6","78","0","0.0714","13","78","0.9286","9","0","15","0.1923","0.8077","22","0.929","0","1","1","0.9934","75.93","HighObservation","24.42","ReadLight","short_head_rays;adjacent_blockers_dominate"
"152","Hard","ReplacedRhythmV4","Campaign500_HardGateUntil0910","hardgate","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_33_nutation_peel_v2_rect_s29_o289_v02_peelmid_curve_chain.asset","23","31","82","21","8.402","7","75","0","0.0854","10.714","75","0.9146","9","0","11","0.1467","0.8533","18","0.915","0","1","1","0.9865","74.46","HighObservation","22.01","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"154","PeakExtreme","ReplacedRhythmV4","hub_spoke","hub","mixed_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_20_s05_r04.asset","23","31","99","14","6.929","5","94","0","0.0505","18.8","94","0.9495","16","0","20","0.2128","0.7872","22","0.98","0","0.9798","0.9899","0.9987","76.61","HighObservation","28.05","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
