"order","sectionWaveRole","readDemandGate","readDemandScore","observationPressureScore","chainCount","openerRatio","avgEscapeRayLength","shortRayRate","crossRegionEdgeRate","dependencyDepth","dependencyEdges","productionLane","productionStyle","productionChainLanguage","loadedAssetPath","gateReasons"
"47","PeakExtreme","ReadNear","26.16","76.12","84","0.0476","0.952","1","0.2","15","80","PeelMid","hardgate","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_12_nutation_strict_mixed_hard_v1_rect_s30_o296_v03_strictmixedhard_mixed_chain.asset","adjacent_blockers_saturated;cross_region_low"
"185","Hard","ReadNear","26.1","76.11","75","0.0533","0.947","1","0.1972","11","71","PeelMid","hardgate","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_12_nutation_strict_mixed_hard_v1_rect_s20_o199_v03_strictmixedhard_mixed_chain.asset","adjacent_blockers_saturated;cross_region_low"
"94","Hard","ReadNear","26.05","76.07","100","0.03","0.97","1","0.1959","15","97","PressurePeak","hardgate","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_94_nutation_pressure_peak_v1_rect_s34_o336_v00_pressurepeak_mixed_chain.asset","adjacent_blockers_saturated;cross_region_low"
"336","PeakExtreme","ReadNear","26.05","76.07","100","0.03","0.97","1","0.1959","15","97","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_94_nutation_pressure_peak_v1_rect_s34_o336_v00_pressurepeak_mixed_chain.asset","adjacent_blockers_saturated;cross_region_low"
"321","Recovery","ReadNear","26.02","77.01","108","0.1389","0.861","1","0.2258","11","93","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_100_direct_normal_rect_maze_long_chain_g3_v10.asset","ray_too_local;adjacent_blockers_saturated"
"347","PeakExtreme","ReadNear","25.91","75.98","71","0.0563","0.944","1","0.194","13","67","PressurePeak","maze_long_chain","mixed_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_24_nutation_longchain_spine_v1_rect_c80hf3_06_d2_lock_spine.asset","adjacent_blockers_saturated;cross_region_low"
"212","Normal","ReadNear","25.88","76.37","71","0.0423","0.958","1","0.2059","10","68","Campaign500_HardGateUntil0910","hardgate","strict_peak_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_34_nutation_strict_mixed_peak_v1_rect_s09_o089_v03_strictmixedpeak_strict_peak_chain_hf1.asset","adjacent_blockers_saturated;cross_region_low"
"62","Normal","ReadNear","25.86","76.77","67","0.0597","0.94","1","0.2222","9","63","FlowPatch","flow","patch_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_32_nutation_mixed_neutral_v1_rect_s44_o431_v01_neutralmixed_mixed_chain.asset","adjacent_blockers_saturated"
"357","Normal","ReadNear","25.86","76.77","67","0.0597","0.94","1","0.2222","9","63","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_32_nutation_mixed_neutral_v1_rect_s44_o431_v01_neutralmixed_mixed_chain.asset","adjacent_blockers_saturated"
"70","Hard","ReadNear","25.78","75.89","81","0.037","0.963","1","0.1923","12","78","PeelMid","peel","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smh/c5nep_w9smh_03_nutation_strict_mixed_hard_v1_rect_s04_o040_v02_strictmixedhard_mixed_chain.asset","adjacent_blockers_saturated;cross_region_low"
"469","Hard","ReadNear","25.77","75.9","89","0.0562","0.944","1","0.1905","11","84","PeelMid","maze_long_chain","curve_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_29_nutation_longchain_curve_v1_rect_c80hf_08_d2_weave_curve.asset","adjacent_blockers_saturated;cross_region_low"
"255","Recovery","ReadNear","25.73","75.87","66","0.0455","0.955","1","0.1905","11","63","FlowCurve","flow","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_35_nutation_strict_mixed_hard_v1_rect_s39_o386_v04_strictmixedhard_mixed_chain.asset","adjacent_blockers_saturated;cross_region_low"
"386","Normal","ReadNear","25.73","75.87","66","0.0455","0.955","1","0.1905","11","63","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_35_nutation_strict_mixed_hard_v1_rect_s39_o386_v04_strictmixedhard_mixed_chain.asset","adjacent_blockers_saturated;cross_region_low"
"22","Normal","ReadNear","25.71","77.04","58","0.0345","0.966","1","0.2321","10","56","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_28_nutation_mixed_neutral_v1_rect_s03_o021_v00_neutralmixed_mixed_chain.asset","adjacent_blockers_saturated"
"190","Normal","ReadNear","25.7","76.85","69","0.029","0.971","1","0.2239","11","67","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_42_nutation_mixed_neutral_v1_rect_s30_o291_v02_neutralmixed_mixed_chain.asset","adjacent_blockers_saturated"
"90","Hard","ReadNear","25.69","75.84","87","0.0345","0.966","1","0.1905","10","84","PressurePeak","hardgate","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_16_nutation_strict_mixed_hard_v1_rect_s27_o269_v00_strictmixedhard_mixed_chain.asset","adjacent_blockers_saturated;cross_region_low"
"475","Hard","ReadNear","25.62","75.8","73","0.0548","0.945","1","0.1884","10","69","PeelMid","maze_long_chain","rail_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_28_nutation_longchain_spine_v1_rect_c80hf3_07_d2_maze_spine.asset","adjacent_blockers_saturated;cross_region_low"
"40","Hard","ReadNear","25.6","75.74","72","0.0694","0.931","1","0.194","11","67","maze_long_chain","longchain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_36_nutation_longchain_spine_v1_rect_c80hf_09_d2_core_spine.asset","adjacent_blockers_saturated;cross_region_low"
"214","Hard","ReadNear","25.56","75.97","69","0.029","0.971","1","0.194","12","67","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_41_nutation_mixed_neutral_v1_rect_s17_o165_v01_neutralmixed_mixed_chain.asset","adjacent_blockers_saturated;cross_region_low"
"419","PeakExtreme","ReadNear","25.53","75.75","92","0.0652","0.935","1","0.186","10","86","LongChainProbe","maze_long_chain","rail_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_27_nutation_longchain_patch_v1_rect_c80_07_d2_maze_patch.asset","adjacent_blockers_saturated;cross_region_low"
"330","Normal","ReadNear","25.52","77.44","113","0.115","0.885","1","0.24","8","100","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_77_direct_normal_rect_dual_zone_g1_v08.asset","ray_too_local;adjacent_blockers_saturated"
"236","Hard","ReadNear","25.5","75.49","68","0.0441","0.971","1","0.1846","10","65","Campaign500_HardGateUntil0910","hardgate","choice_clamp_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_25_nutation_strict_mixed_choiceclamp_v1_rect_s18_o172_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","adjacent_blockers_saturated;cross_region_low"
"306","Recovery","ReadNear","25.46","76.97","117","0.1282","0.872","1","0.2255","9","102","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_101_direct_diff_hard_long_spine_snake_spine_g0_v06.asset","ray_too_local;adjacent_blockers_saturated"
"89","PeakExtreme","ReadNear","25.45","75.7","73","0.0411","0.959","1","0.1857","14","70","maze_long_chain","longchain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_52_nutation_longchain_spine_v1_rect_c80_13_d3_weave_spine.asset","adjacent_blockers_saturated;cross_region_low"
"44","Hard","ReadNear","25.44","76.49","84","0.0476","0.952","1","0.2125","12","80","PeelMid","hardgate","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_34_nutation_strict_mixed_hard_v1_rect_s39_o384_v03_strictmixedhard_mixed_chain.asset","adjacent_blockers_saturated;cross_region_low"
"384","Hard","ReadNear","25.44","76.49","84","0.0476","0.952","1","0.2125","12","80","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_34_nutation_strict_mixed_hard_v1_rect_s39_o384_v03_strictmixedhard_mixed_chain.asset","adjacent_blockers_saturated;cross_region_low"
"166","Hard","ReadNear","25.27","76.45","101","0.0495","0.95","1","0.2083","9","96","maze_long_chain","longchain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_60_nutation_longchain_spine_v1_rect_c80hf2_15_d3_section_spine.asset","adjacent_blockers_saturated;cross_region_low"
"25","Hard","ReadNear","25.24","77.09","89","0.0225","0.978","1","0.2299","15","87","PressurePeak","hardgate","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_142_nutation_pressure_peak_v1_rect_s38_o376_v00_pressurepeak_mixed_chain.asset","adjacent_blockers_saturated"
"376","PeakExtreme","ReadNear","25.24","77.09","89","0.0225","0.978","1","0.2299","15","87","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_142_nutation_pressure_peak_v1_rect_s38_o376_v00_pressurepeak_mixed_chain.asset","adjacent_blockers_saturated"
"465","PeakExtreme","ReadNear","25.24","75.58","104","0.0385","0.962","1","0.18","12","100","LongChainProbe","maze_long_chain","curve_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_39_nutation_longchain_patch_v1_rect_c80hf2_10_d2_section_patch.asset","adjacent_blockers_saturated;cross_region_low"
"96","PeakExtreme","ReadNear","25.16","75.53","100","0.05","0.95","1","0.1789","12","95","PressurePeak","hardgate","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_23_nutation_strict_mixed_hard_v1_rect_s32_o316_v02_strictmixedhard_mixed_chain.asset","adjacent_blockers_saturated;cross_region_low"
"316","PeakExtreme","ReadNear","25.16","75.53","100","0.05","0.95","1","0.1789","12","95","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_23_nutation_strict_mixed_hard_v1_rect_s32_o316_v02_strictmixedhard_mixed_chain.asset","adjacent_blockers_saturated;cross_region_low"
"281","Recovery","ReadNear","25.15","79.11","43","0.0698","0.93","1","0.3","11","40","maze_long_chain","longchain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_08_nutation_longchain_spine_v1_rect_c80_02_d1_maze_spine.asset","adjacent_blockers_saturated"
"88","Hard","ReadNear","25.12","75.51","93","0.0323","0.968","1","0.1778","10","90","PressurePeak","hardgate","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12a/c5nep_w12a_22_nutation_strict_mixed_hard_v1_rect_s31_o309_v05_strictmixedhard_mixed_chain.asset","adjacent_blockers_saturated;cross_region_low"
"309","PeakExtreme","ReadNear","25.12","75.51","93","0.0323","0.968","1","0.1778","10","90","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12a/c5nep_w12a_22_nutation_strict_mixed_hard_v1_rect_s31_o309_v05_strictmixedhard_mixed_chain.asset","adjacent_blockers_saturated;cross_region_low"
"175","Normal","ReadNear","25.07","75.86","71","0.0282","0.972","1","0.1884","13","69","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_53_nutation_mixed_neutral_v1_rect_s31_o308_v01_neutralmixed_mixed_chain.asset","adjacent_blockers_saturated;cross_region_low"
"308","Normal","ReadNear","25.07","75.86","71","0.0282","0.972","1","0.1884","13","69","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_53_nutation_mixed_neutral_v1_rect_s31_o308_v01_neutralmixed_mixed_chain.asset","adjacent_blockers_saturated;cross_region_low"
"19","PeakExtreme","ReadNear","25","77.22","79","0.0253","0.975","1","0.2338","9","77","Campaign500_HardGateUntil0910","hardgate","strict_peak_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_31_nutation_strict_mixed_peak_v1_rect_s14_o136_v00_strictmixedpeak_strict_peak_chain_hf1.asset","adjacent_blockers_saturated"
"310","Normal","RegenPriority","25.66","78.41","111","0.1712","0.829","1","0.2717","13","92","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_58_direct_normal_rect_stair_push_g5_v06.asset","ray_too_local;adjacent_blockers_saturated"
"65","PeakExtreme","RegenPriority","24.99","75.42","82","0.0366","0.963","1","0.1772","10","79","PeelMid","peel","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12b/c5nep_w12b_01_nutation_strict_mixed_hard_v1_rect_s21_o208_v00_strictmixedhard_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"97","Hard","RegenPriority","24.97","76.54","82","0.0244","0.976","1","0.2125","14","80","PeelMid","peel","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_25_nutation_strict_mixed_hard_v1_rect_s27_o264_v00_strictmixedhard_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"146","Normal","RegenPriority","24.92","75.75","71","0.0423","0.958","1","0.1912","12","68","NeutralMixed","neutral","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w6nm/c5nep_w6nm_01_nutation_mixed_neutral_v1_rect_s28_o279_v00_neutralmixed_rail_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"74","Normal","RegenPriority","24.82","76.15","82","0.0366","0.963","1","0.2025","9","79","PeelMid","peel","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12a/c5nep_w12a_29_nutation_strict_mixed_hard_v1_rect_s42_o412_v04_strictmixedhard_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"39","PeakExtreme","RegenPriority","24.72","75.27","86","0.0465","0.953","1","0.1707","11","82","PeelMid","hardgate","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_57_nutation_strict_mixed_hard_v1_rect_s50_o491_v01_strictmixedhard_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"491","Hard","RegenPriority","24.72","75.27","86","0.0465","0.953","1","0.1707","11","82","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_57_nutation_strict_mixed_hard_v1_rect_s50_o491_v01_strictmixedhard_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"162","Normal","RegenPriority","24.67","75.24","74","0.0405","0.959","1","0.169","13","71","Campaign500_HardGateUntil0910","hardgate","unknown_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_38_nutation_strict_mixed_axisbreak_v1_rect_s11_o105_v01_strictmixedaxisbreak_axis_break_chain_hf1.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"85","Recovery","RegenPriority","24.66","78.73","79","0.0127","0.987","1","0.2821","15","78","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11d/c5nep_w11d_34_nutation_strict_mixed_hard_v1_rect_s39_o390_v03_strictmixedhard_mixed_chain.asset","read_below_near;adjacent_blockers_saturated"
"489","Hard","RegenPriority","24.66","75.23","76","0.0658","0.934","1","0.169","12","71","PeelMid","maze_long_chain","rail_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_11_nutation_longchain_patch_v1_rect_c80_03_d1_weave_patch.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"16","Hard","RegenPriority","24.65","75.6","56","0.0357","0.964","1","0.1852","10","54","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_41_nutation_mixed_neutral_v1_rect_s04_o035_v01_neutralmixed_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"262","Normal","RegenPriority","24.63","77.29","65","0.0308","0.969","1","0.2381","8","63","PeelMid","hardgate","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smh/c5nep_w9smh_06_nutation_strict_mixed_hard_v1_rect_s05_o044_v01_strictmixedhard_mixed_chain.asset","read_below_near;adjacent_blockers_saturated"
"219","Hard","RegenPriority","24.62","76.05","67","0.0299","0.97","1","0.2","9","65","PeelHard","hardgate","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_01_nutation_strict_mixed_hard_v1_rect_s11_o109_v00_strictmixedhard_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"500","PeakExtreme","RegenPriority","24.61","75.2","108","0.0648","0.935","1","0.1683","11","101","LongChainProbe","maze_long_chain","curve_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_45_nutation_longchain_curve_v1_rect_c80hf3_12_d3_maze_curve.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"122","Normal","RegenPriority","24.59","75.16","79","0.038","0.962","1","0.1711","11","76","PressurePeak","peel","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_04_nutation_strict_mixed_localbreak_v1_rect_s24_o239_v03_strictmixedlocalbreak_local_break_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"128","Normal","RegenPriority","24.58","75.56","63","0.0476","0.952","1","0.1833","13","60","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_114_nutation_mixed_neutral_v1_rect_s10_o100_v02_neutralmixed_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"200","Normal","RegenPriority","24.58","76.01","69","0.0435","0.957","1","0.197","9","66","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_78_nutation_mixed_neutral_v1_rect_s20_o194_v02_neutralmixed_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"35","Normal","RegenPriority","24.52","76","65","0.0462","0.954","1","0.1935","9","62","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_66_nutation_mixed_neutral_v1_rect_s06_o057_v02_neutralmixed_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"110","Recovery","RegenPriority","24.5","75.11","87","0.046","0.954","1","0.1687","14","83","PeelMid","hardgate","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_25_nutation_strict_mixed_axisbreak_v1_rect_s45_o445_v00_strictmixedaxisbreak_axis_break_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"445","Hard","RegenPriority","24.5","75.11","87","0.046","0.954","1","0.1687","14","83","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_25_nutation_strict_mixed_axisbreak_v1_rect_s45_o445_v00_strictmixedaxisbreak_axis_break_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"226","Normal","RegenPriority","24.45","75.09","69","0.0435","0.957","1","0.1667","10","66","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_124_nutation_mixed_neutral_v1_rect_s11_o106_v00_neutralmixed_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"172","Hard","RegenPriority","24.44","75.05","70","0.0714","0.929","1","0.1692","11","65","maze_long_chain","longchain","patch_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_07_nutation_longchain_patch_v1_rect_c80hf2_02_d1_maze_patch.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"150","Normal","RegenPriority","24.42","75.93","84","0.0714","0.929","1","0.1923","9","78","PeelMid","hardgate","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_129_nutation_peel_rail_v1_rect_s37_o369_v02_peelmid_rail_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"369","Hard","RegenPriority","24.42","75.93","84","0.0714","0.929","1","0.1923","9","78","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_129_nutation_peel_rail_v1_rect_s37_o369_v02_peelmid_rail_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"182","Normal","RegenPriority","24.36","76.26","71","0.0282","0.972","1","0.2029","9","69","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_25_nutation_mixed_neutral_v1_rect_s41_o406_v00_neutralmixed_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"406","Normal","RegenPriority","24.36","76.26","71","0.0282","0.972","1","0.2029","9","69","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_25_nutation_mixed_neutral_v1_rect_s41_o406_v00_neutralmixed_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"51","Recovery","RegenPriority","24.19","75.53","74","0.027","0.973","1","0.1806","11","72","PeelLight","peel","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_43_nutation_strict_mixed_hard_v1_rect_s43_o424_v02_strictmixedhard_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"424","Normal","RegenPriority","24.19","75.53","74","0.027","0.973","1","0.1806","11","72","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_43_nutation_strict_mixed_hard_v1_rect_s43_o424_v02_strictmixedhard_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"425","PeakExtreme","RegenPriority","24.19","74.94","86","0.0581","0.942","1","0.1605","11","81","LongChainProbe","maze_long_chain","patch_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_25_nutation_longchain_curve_v1_rect_c80hf3_07_d2_maze_curve.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"179","PeakExtreme","RegenPriority","24.16","76.58","65","0.0615","0.938","1","0.2131","9","61","maze_long_chain","longchain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_36_nutation_longchain_spine_v1_rect_c80_09_d2_core_spine.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"449","PeakExtreme","RegenPriority","24.13","74.91","86","0.0465","0.953","1","0.1585","10","82","LongChainProbe","maze_long_chain","rail_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_26_nutation_longchain_rail_v1_rect_c80hf3_07_d2_maze_rail.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"497","Normal","RegenPriority","24.04","74.84","151","0.0795","0.921","1","0.1583","15","139","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_12_direct_polish_hard_rect_dense_weave_g5_v02.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"230","Recovery","RegenPriority","23.93","75.64","69","0.0435","0.957","1","0.1818","9","66","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_113_nutation_mixed_neutral_v1_rect_s36_o355_v01_neutralmixed_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"279","Normal","RegenPriority","23.93","77.68","54","0.037","0.963","1","0.25","8","52","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_90_nutation_mixed_neutral_v1_rect_s08_o079_v02_neutralmixed_mixed_chain.asset","read_below_near;adjacent_blockers_saturated"
"355","Normal","RegenPriority","23.93","75.64","69","0.0435","0.957","1","0.1818","9","66","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_113_nutation_mixed_neutral_v1_rect_s36_o355_v01_neutralmixed_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"52","Hard","RegenPriority","23.91","74.77","75","0.0533","0.947","1","0.1549","10","71","PeelHard","hardgate","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w9smp/c5nep_w9smp_02_nutation_strict_mixed_peak_v1_rect_s03_o029_v01_strictmixedpeak_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"59","PeakExtreme","RegenPriority","23.89","74.72","85","0.0353","0.965","1","0.1585","11","82","PressurePeak","hardgate","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_33_nutation_strict_mixed_hard_v1_rect_s37_o365_v02_strictmixedhard_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"365","PeakExtreme","RegenPriority","23.89","74.72","85","0.0353","0.965","1","0.1585","11","82","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_33_nutation_strict_mixed_hard_v1_rect_s37_o365_v02_strictmixedhard_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
