"order","sectionWaveRole","readDemandGate","readDemandScore","observationPressureScore","chainCount","openerRatio","avgEscapeRayLength","shortRayRate","crossRegionEdgeRate","dependencyDepth","dependencyEdges","productionLane","productionStyle","productionChainLanguage","loadedAssetPath","gateReasons"
"169","PeakExtreme","RegenPriority","23.3","74.41","109","0.0367","0.963","1","0.1429","11","105","maze_long_chain","longchain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_64_nutation_longchain_spine_v1_rect_c80hf3_16_d3_lock_spine.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"341","Hard","RegenPriority","23.3","75.73","69","0.058","0.971","0.9855","0.1846","8","65","PeelMid","maze_long_chain","curve_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_21_nutation_longchain_curve_v1_rect_c80_06_d2_lock_curve.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"349","Hard","RegenPriority","23.3","74.41","213","0.0751","0.925","1","0.1421","17","197","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_47_direct_advanced_veryhard_rect_sweep_g1_v06.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"344","Hard","RegenPriority","23.29","74.39","170","0.1","0.9","1","0.1438","16","153","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_146_direct_diff_veryhard_room_gate_four_pockets_g1_v07.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"156","PeakExtreme","RegenPriority","23.23","74.35","74","0.0541","0.946","1","0.1429","10","70","maze_long_chain","longchain","patch_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_11_nutation_longchain_patch_v1_rect_c80hf_03_d1_weave_patch.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"459","Hard","RegenPriority","22.96","75.2","81","0.0247","0.975","1","0.1772","13","79","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_37_nutation_strict_mixed_localbreak_v1_rect_s46_o459_v00_strictmixedlocalbreak_local_break_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"479","PeakExtreme","RegenPriority","22.83","74.97","93","0.0645","0.935","1","0.1609","9","87","LongChainProbe","maze_long_chain","rail_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_33_nutation_longchain_curve_v1_rect_c80hf_09_d2_core_curve.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"456","PeakExtreme","RegenPriority","22.61","73.99","92","0.0761","0.924","1","0.1294","10","85","LongChainProbe","maze_long_chain","patch_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_37_nutation_longchain_curve_v1_rect_c80hf_10_d2_section_curve.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"140","Hard","RegenPriority","22.57","74.79","80","0.05","0.95","1","0.1579","9","76","Campaign500_HardGateUntil0910","hardgate","strict_peak_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_36_nutation_strict_mixed_peak_v1_rect_s05_o047_v05_strictmixedpeak_strict_peak_chain_hf1.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"485","PeakExtreme","RegenPriority","22.55","73.95","121","0.0331","0.967","1","0.1282","13","117","LongChainProbe","maze_long_chain","patch_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_47_nutation_longchain_patch_v1_rect_c80hf2_12_d3_maze_patch.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"8","Hard","RegenPriority","22.27","81.48","46","0.0652","0.935","1","0.3721","6","43","FlowPatch","flow","patch_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_16_nutation_flow_rail_v1_rect_s15_o145_v00_flowrail_patch_chain.asset","read_below_near;adjacent_blockers_saturated"
"252","Hard","RegenPriority","22.11","78.27","56","0.0714","0.929","1","0.2692","6","52","maze_long_chain","longchain","rail_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_02_nutation_longchain_rail_v1_rect_c80hf3_01_d1_lock_rail.asset","read_below_near;adjacent_blockers_saturated"
"196","PeakExtreme","RegenPriority","22.07","73.66","125","0.056","0.944","1","0.1186","16","118","maze_long_chain","longchain","rail_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_62_nutation_longchain_rail_v1_rect_c80hf2_16_d3_lock_rail.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"152","Hard","RegenPriority","22.01","74.46","82","0.0854","0.915","1","0.1467","9","75","Campaign500_HardGateUntil0910","hardgate","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_33_nutation_peel_v2_rect_s29_o289_v02_peelmid_curve_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"136","PeakExtreme","RegenPriority","21.96","73.58","99","0.0606","0.939","1","0.1183","10","93","maze_long_chain","longchain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_60_nutation_longchain_spine_v1_rect_c80hf3_15_d3_section_spine.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"356","Hard","RegenPriority","21.87","73.55","148","0.1149","0.885","1","0.1145","11","131","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_09_direct_polish_hard_pure_rect_section_unlock_g11_v09.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"448","Hard","RegenPriority","21.61","73.39","196","0.1122","0.888","1","0.1092","12","174","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"72","PeakExtreme","RegenPriority","21.54","74.68","86","0.0233","0.977","1","0.1548","13","84","PressurePeak","hardgate","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12b/c5nep_w12b_16_nutation_strict_mixed_hard_v1_rect_s28_o276_v07_strictmixedhard_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"331","Hard","RegenPriority","21.37","74.89","85","0.0706","0.929","1","0.1646","8","79","PeelMid","maze_long_chain","curve_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_25_nutation_longchain_curve_v1_rect_c80hf2_07_d2_maze_curve.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"176","Hard","RegenPriority","21.19","73.99","73","0.0411","0.959","1","0.1286","9","70","Campaign500_HardGateUntil0910","hardgate","strict_peak_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_19_nutation_strict_mixed_peak_v1_rect_s04_o039_v00_strictmixedpeak_strict_peak_chain_hf1.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"116","Hard","RegenPriority","20.98","73.83","82","0.0366","0.963","1","0.1266","9","79","PeelHard","hardgate","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_09_nutation_strict_mixed_hard_v1_rect_s17_o169_v03_strictmixedhard_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"221","Hard","RegenPriority","20.97","76.31","58","0.069","0.931","1","0.2037","8","54","maze_long_chain","longchain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_24_nutation_longchain_spine_v1_rect_c80_06_d2_lock_spine.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"84","Hard","RegenPriority","20.71","75.54","80","0.025","0.975","1","0.1795","8","78","PeelMid","hardgate","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_37_nutation_strict_mixed_hard_v1_rect_s41_o405_v01_strictmixedhard_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"405","Hard","RegenPriority","20.71","75.54","80","0.025","0.975","1","0.1795","8","78","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_37_nutation_strict_mixed_hard_v1_rect_s41_o405_v01_strictmixedhard_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"444","Hard","RegenPriority","20.65","73.66","159","0.0943","0.906","1","0.1181","9","144","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"472","Hard","RegenPriority","20.53","72.74","231","0.1169","0.883","1","0.0882","16","204","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"409","Hard","RegenPriority","20.34","72.63","145","0.1034","0.897","1","0.0846","15","130","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_01_direct_polish_hard_rect_section_unlock_g4_v01.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"129","PeakExtreme","RegenPriority","20.04","77.99","42","0.2143","0.905","0.9762","0.3333","6","33","slot_seedmaze_chamber_corridor","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_164_l212_long_normal_b_maze_s22_slot_seedmaze_chamber_corridor.asset","read_below_near;too_many_openers"
"209","PeakExtreme","RegenPriority","19.98","73.19","61","0.0656","0.934","1","0.1053","10","57","maze_long_chain","longchain","patch_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_03_nutation_longchain_patch_v1_rect_c80hf3_01_d1_lock_patch.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"389","PeakExtreme","RegenPriority","19.82","74.84","75","0.0667","0.933","1","0.1571","7","70","PressurePeak","maze_long_chain","mixed_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_15_nutation_longchain_patch_v1_rect_c80hf_04_d1_core_patch.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"454","Hard","RegenPriority","19.79","75.59","156","0.109","0.897","1","0.1799","6","139","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV4/shape_refresh_v4_L454_sgp_manual_keep_outer1_repair_05_sgp_seed_hard_skeleton_newseed2026061.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"388","Hard","RegenPriority","19.62","72.94","164","0.0488","0.957","1","0.0962","9","156","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV3/shape_refresh_v3_L388_sgp_manual_keep_outer1_repair_02_sgp_seed_hard_skeleton_newseed2026061.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"372","Hard","RegenPriority","19.52","73.82","79","0.0759","0.924","1","0.1233","8","73","PeelMid","maze_long_chain","curve_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_21_nutation_longchain_curve_v1_rect_c80hf_06_d2_lock_curve.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"232","Hard","RegenPriority","19.47","72.89","64","0.0625","0.938","1","0.1","9","60","maze_long_chain","longchain","patch_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_03_nutation_longchain_patch_v1_rect_c80hf_01_d1_lock_patch.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"436","PeakExtreme","RegenPriority","19.42","74.59","84","0.0476","0.952","1","0.15","7","80","LongChainProbe","maze_long_chain","curve_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_23_nutation_longchain_patch_v1_rect_c80_06_d2_lock_patch.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"404","Hard","RegenPriority","19.3","72.77","155","0.1355","0.865","1","0.0896","12","134","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_20_direct_polish_hard_pure_rect_lock_buckle_g12_v10.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"125","Hard","RegenPriority","18.86","73.42","76","0.0526","0.947","1","0.1111","8","72","maze_long_chain","longchain","patch_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_11_nutation_longchain_patch_v1_rect_c80hf3_03_d1_weave_patch.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"274","Hard","RegenPriority","18.86","73.75","63","0.0794","0.921","1","0.1207","10","58","PeelMid","hardgate","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_06_nutation_peel_rect_s02_o016_v01_peellight_curve_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"416","Hard","RegenPriority","17.77","74.16","149","0.1477","0.852","1","0.1339","8","127","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_18_direct_polish_hard_pure_rect_lock_buckle_g13_v05.asset","read_below_near;ray_too_local;adjacent_blockers_saturated;cross_region_low"
"496","PeakExtreme","RegenPriority","17.49","75.45","71","0.0423","0.958","1","0.1765","7","68","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_56_nutation_strict_mixed_hard_v1_rect_s50_o496_v00_strictmixedhard_mixed_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"245","PeakExtreme","RegenPriority","17.46","74.58","51","0.0784","0.922","1","0.1489","8","47","maze_long_chain","longchain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_12_nutation_longchain_spine_v1_rect_c80hf_03_d1_weave_spine.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"407","PeakExtreme","RegenPriority","16.04","72.56","92","0.087","0.913","1","0.0833","7","84","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_06_nutation_peel_v2_rect_s41_o407_v02_peelhard_curve_chain.asset","read_below_near;adjacent_blockers_saturated;cross_region_low"
"144","Hard","RegenPriorityHigh","17.15","74.17","40","0.25","0.875","0.975","0.3667","8","30","slot_seedmaze_chamber_corridor","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_80_l106_long_normal_b_section_s11_slot_seedmaze_chamber_corridor.asset","read_below_near;too_many_openers;ray_too_local"
"148","Hard","RegenPriorityHigh","12.79","78.4","34","0.2353","0.824","1","0.5","7","26","slot_headmix_outerclean","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_50_l064_long_normal_b_maze_s07_slot_headmix_outerclean.asset","read_below_near;read_very_low;too_many_openers;ray_too_local;adjacent_blockers_saturated"
"119","PeakExtreme","RegenPriorityHigh","12.35","75.02","43","0.2326","0.814","1","0.3333","5","33","CampaignLongChainLab","longchain","long_chain","Assets/ArrowMagic/SOData/Levels/C5LCFamLabV1/c5lcf_06_l045_long_normal_b_lock_s05_slot_seedlock_keyhole_carrier.asset","read_below_near;read_very_low;too_many_openers;ray_too_local;adjacent_blockers_saturated;dependency_depth_low"
"104","Hard","RegenPriorityHigh","9.95","74.06","36","0.25","0.806","1","0.3704","5","27","slot_seedmaze_section_weave","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_129_l161_long_normal_a_sweep_s17_slot_seedmaze_section_weave.asset","read_below_near;read_very_low;too_many_openers;ray_too_local;adjacent_blockers_saturated;dependency_depth_low"
"284","Hard","RegenPriorityHigh","9.32","73.13","29","0.2759","0.759","1","0.4286","6","21","slot_headmix_outerclean","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_72_l092_long_normal_a_lock_s10_slot_headmix_outerclean.asset","read_below_near;read_very_low;too_many_openers;ray_too_local;adjacent_blockers_saturated"
"256","PeakExtreme","RegenPriorityHigh","6.92","62.65","26","0.3462","0.769","1","0.2941","5","17","slot_seedweave_braid_carrier","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_06_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier.asset","read_below_near;read_very_low;static_dependency_low;too_many_openers;ray_too_local;adjacent_blockers_saturated;dependency_depth_low"
"264","Hard","RegenPriorityHigh","6.92","62.65","26","0.3462","0.769","1","0.2941","5","17","slot_seedweave_braid_carrier","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier.asset","read_below_near;read_very_low;static_dependency_low;too_many_openers;ray_too_local;adjacent_blockers_saturated;dependency_depth_low"
"289","Hard","RegenPriorityHigh","6.73","75.05","39","0.2051","0.795","1","0.2258","5","31","FlowRail","flow","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_02_nutation_flow_rail_v1_rect_s14_o134_v01_flowrail_rail_chain.asset","read_below_near;read_very_low;too_many_openers;ray_too_local;adjacent_blockers_saturated;dependency_depth_low"
"287","PeakExtreme","RegenPriorityHigh","5.19","61.93","29","0.3448","0.69","1","0.2632","6","19","slot_seedweave_dense_support","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_18_l022_long_normal_b_section_s03_slot_seedweave_dense_support.asset","read_below_near;read_very_low;static_dependency_low;too_many_openers;ray_too_local;adjacent_blockers_saturated"
"239","PeakExtreme","RegenPriorityHigh","3.2","58.29","26","0.3462","0.654","1","0.2941","4","17","slot_seedweave_braid_carrier","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_26_l031_long_normal_a_sweep_s04_slot_seedweave_braid_carrier.asset","read_below_near;read_very_low;static_dependency_low;too_many_openers;ray_too_local;adjacent_blockers_saturated;dependency_depth_low"
"276","PeakExtreme","RegenPriorityHigh","0.98","57.19","23","0.3478","0.652","1","0.2667","4","15","slot_seedmaze_section_weave","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_33_l041_long_normal_a_dense_s05_slot_seedmaze_section_weave.asset","read_below_near;read_very_low;static_dependency_low;too_many_openers;ray_too_local;adjacent_blockers_saturated;dependency_depth_low"
"204","Hard","RegenPriorityHigh","0.66","60.41","35","0.2571","0.829","1","0.2308","3","26","slot_seedmaze_chamber_corridor","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_175_l234_long_normal_b_sweep_s24_slot_seedmaze_chamber_corridor.asset","read_below_near;read_very_low;static_dependency_low;too_many_openers;ray_too_local;adjacent_blockers_saturated;dependency_depth_low"
"189","PeakExtreme","RegenPriorityHigh","0.58","59.29","22","0.2727","0.773","1","0.25","3","16","slot_headmix_outerclean","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_48_l062_long_normal_a_dense_s07_slot_headmix_outerclean_near.asset","read_below_near;read_very_low;static_dependency_low;too_many_openers;ray_too_local;adjacent_blockers_saturated;dependency_depth_low"
"296","Hard","RegenPriorityHigh","0.29","40.29","17","0.5294","0.588","1","0.25","4","8","slot_seedmaze_chamber_corridor","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_10_l011_long_normal_a_normal_s02_slot_seedmaze_chamber_corridor.asset","read_below_near;read_very_low;static_dependency_low;too_many_openers;ray_too_local;adjacent_blockers_saturated;dependency_depth_low;dependency_density_low"
"164","Hard","RegenPriorityHigh","0","60.03","37","0.2432","0.811","1","0.1786","3","28","slot_seedlock_gate_carrier","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_121_l155_long_normal_a_dense_s16_slot_seedlock_gate_carrier.asset","read_below_near;read_very_low;static_dependency_low;too_many_openers;ray_too_local;adjacent_blockers_saturated;cross_region_low;dependency_depth_low"
"199","Hard","RegenPriorityHigh","0","44.32","24","0.375","0.708","1","0.2","3","15","slot_seedlock_section_bridge","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_15_l021_long_normal_a_sweep_s03_slot_seedlock_section_bridge.asset","read_below_near;read_very_low;static_dependency_low;too_many_openers;ray_too_local;adjacent_blockers_saturated;cross_region_low;dependency_depth_low;dependency_density_low"
"208","Hard","RegenPriorityHigh","0","47.55","27","0.3704","0.704","1","0.1765","3","17","slot_seedlock_gate_carrier","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_24_l031_long_normal_a_sweep_s04_slot_seedlock_gate_carrier.asset","read_below_near;read_very_low;static_dependency_low;too_many_openers;ray_too_local;adjacent_blockers_saturated;cross_region_low;dependency_depth_low;dependency_density_low"
"269","PeakExtreme","RegenPriorityHigh","0","48.83","22","0.4091","0.591","1","0.1538","4","13","slot_seedmaze_chamber_corridor","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_25_l031_long_normal_a_sweep_s04_slot_seedmaze_chamber_corridor.asset","read_below_near;read_very_low;static_dependency_low;too_many_openers;ray_too_local;adjacent_blockers_saturated;cross_region_low;dependency_depth_low;dependency_density_low"
"299","PeakExtreme","RegenPriorityHigh","0","26.97","15","0.5333","0.667","1","0","2","7","slot_headmix_outerclean","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_01_l003_long_normal_a_normal_s01_slot_headmix_outerclean.asset","read_below_near;read_very_low;static_dependency_low;too_many_openers;ray_too_local;adjacent_blockers_saturated;cross_region_low;dependency_depth_low;dependency_density_low"
