"order","sectionWaveRole","finalStatus","productionLane","productionStyle","productionChainLanguage","loadedAssetPath","width","height","chainCount","maxChainLen","avgChainLen","validEscapeChains","blockedChains","blockCellBlockedChains","openerRatio","decoyToOpenerRatio","dependencyEdges","dependencyDensity","dependencyDepth","dependencyCycleHits","crossRegionEdges","crossRegionEdgeRate","sameRegionEdgeRate","criticalBlockerChains","avgEscapeRayLength","longRayRate","immediateRayRate","shortRayRate","regionEntropy","observationPressureScore","observationClass","readDemandScore","readDemandClass","notes"
"185","Hard","ReplacedRhythmV4","PeelMid","hardgate","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_12_nutation_strict_mixed_hard_v1_rect_s20_o199_v03_strictmixedhard_mixed_chain.asset","23","31","75","21","9.4","4","71","0","0.0533","17.75","71","0.9467","11","0","14","0.1972","0.8028","20","0.947","0","1","1","0.9963","76.11","HighObservation","26.1","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"189","PeakExtreme","ReplacedRhythmV4","slot_headmix_outerclean","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_48_l062_long_normal_a_dense_s07_slot_headmix_outerclean_near.asset","17","24","22","50","17.091","6","16","0","0.2727","2.667","16","0.7273","3","0","4","0.25","0.75","4","0.773","0","0.9545","1","0.9849","59.29","ObservationHard","0.58","ReadLight","many_openers;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"196","PeakExtreme","ReplacedRhythmV4","maze_long_chain","longchain","rail_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_62_nutation_longchain_rail_v1_rect_c80hf2_16_d3_lock_rail.asset","35","42","125","22","11.248","7","118","0","0.056","16.857","118","0.944","16","0","14","0.1186","0.8814","34","0.944","0","1","1","0.9965","73.66","HighObservation","22.07","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"199","Hard","ReplacedRhythmV4","slot_seedlock_section_bridge","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_15_l021_long_normal_a_sweep_s03_slot_seedlock_section_bridge.asset","17","24","24","52","16","9","15","0","0.375","1.667","15","0.625","3","0","3","0.2","0.8","2","0.708","0","0.9583","1","0.9528","44.32","WatchLight","0","ReadLight","hard_role_low_observation;many_openers;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"204","Hard","ReplacedRhythmV4","slot_seedmaze_chamber_corridor","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_175_l234_long_normal_b_sweep_s24_slot_seedmaze_chamber_corridor.asset","18","25","35","44","12.171","9","26","0","0.2571","2.889","26","0.7429","3","0","6","0.2308","0.7692","5","0.829","0","0.9429","1","0.9991","60.41","ObservationHard","0.66","ReadLight","many_openers;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"208","Hard","ReplacedRhythmV4","slot_seedlock_gate_carrier","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_24_l031_long_normal_a_sweep_s04_slot_seedlock_gate_carrier.asset","17","23","27","49","13.519","10","17","0","0.3704","1.7","17","0.6296","3","0","3","0.1765","0.8235","6","0.704","0","0.963","1","0.9684","47.55","WatchLight","0","ReadLight","hard_role_low_observation;many_openers;mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"209","PeakExtreme","ReplacedRhythmV4","maze_long_chain","longchain","patch_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_03_nutation_longchain_patch_v1_rect_c80hf3_01_d1_lock_patch.asset","22","30","61","21","10.279","4","57","0","0.0656","14.25","57","0.9344","10","0","6","0.1053","0.8947","16","0.934","0","1","1","0.9897","73.19","HighObservation","19.98","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"214","Hard","ReplacedRhythmV4","NeutralMixed","neutral","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_41_nutation_mixed_neutral_v1_rect_s17_o165_v01_neutralmixed_mixed_chain.asset","22","30","69","21","9.478","2","67","0","0.029","33.5","67","0.971","12","0","13","0.194","0.806","20","0.971","0","1","1","0.9915","75.97","HighObservation","25.56","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"216","PeakExtreme","ReplacedRhythmV4","maze_long_chain","longchain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_16_nutation_longchain_spine_v1_rect_c80hf3_04_d1_core_spine.asset","24","34","59","26","13.102","4","55","0","0.0678","13.75","55","0.9322","10","0","14","0.2545","0.7455","16","0.932","0","1","1","0.9909","77.85","HighObservation","27.67","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"219","Hard","ReplacedRhythmV4","PeelHard","hardgate","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_01_nutation_strict_mixed_hard_v1_rect_s11_o109_v00_strictmixedhard_mixed_chain.asset","22","30","67","21","9.746","2","65","0","0.0299","32.5","65","0.9701","9","0","13","0.2","0.8","21","0.97","0","1","1","0.9783","76.05","HighObservation","24.62","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"221","Hard","ReplacedRhythmV4","maze_long_chain","longchain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_24_nutation_longchain_spine_v1_rect_c80_06_d2_lock_spine.asset","26","35","58","26","14.569","4","54","0","0.069","13.5","54","0.931","8","0","11","0.2037","0.7963","14","0.931","0","1","1","0.9962","76.31","HighObservation","20.97","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"224","Hard","ReplacedRhythmV4","Campaign500_HardGateUntil0910","hardgate","unknown_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_13_nutation_strict_mixed_axisbreak_v1_rect_s13_o129_v00_strictmixedaxisbreak_axis_break_chain_hf1.asset","22","30","68","21","9.574","3","65","0","0.0441","21.667","65","0.9559","7","0","17","0.2615","0.7385","16","0.956","0","1","1","0.9753","77.94","HighObservation","23.67","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"227","PeakExtreme","ReplacedRhythmV4","maze_long_chain","longchain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_16_nutation_longchain_spine_v1_rect_c80hf_04_d1_core_spine.asset","24","34","60","25","12.867","6","54","0","0.1","9","54","0.9","13","0","14","0.2593","0.7407","14","0.9","0","1","1","0.9778","77.89","HighObservation","26.44","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"229","Hard","ReplacedRhythmV4","Campaign500_HardGateUntil0910","hardgate","strict_hard_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_10_nutation_strict_mixed_hard_v1_rect_s07_o070_v03_strictmixedhard_strict_hard_chain_hf1.asset","23","31","73","19","9.575","2","71","0","0.0274","35.5","71","0.9726","10","0","19","0.2676","0.7324","20","0.973","0","1","1","0.9681","78.07","HighObservation","28.58","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"232","Hard","ReplacedRhythmV4","maze_long_chain","longchain","patch_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_03_nutation_longchain_patch_v1_rect_c80hf_01_d1_lock_patch.asset","22","30","64","21","9.781","4","60","0","0.0625","15","60","0.9375","9","0","6","0.1","0.9","18","0.938","0","1","1","0.9722","72.89","HighObservation","19.47","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"236","Hard","ReplacedRhythmV4","Campaign500_HardGateUntil0910","hardgate","choice_clamp_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_25_nutation_strict_mixed_choiceclamp_v1_rect_s18_o172_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","23","31","68","21","10.294","3","65","0","0.0441","21.667","65","0.9559","10","0","12","0.1846","0.8154","19","0.971","0","0.9853","1","0.968","75.49","HighObservation","25.5","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"239","PeakExtreme","ReplacedRhythmV4","slot_seedweave_braid_carrier","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_26_l031_long_normal_a_sweep_s04_slot_seedweave_braid_carrier.asset","17","23","26","44","14.231","9","17","0","0.3462","1.889","17","0.6538","4","0","5","0.2941","0.7059","4","0.654","0","1","1","0.9806","58.29","ObservationHard","3.2","ReadLight","many_openers;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"245","PeakExtreme","ReplacedRhythmV4","maze_long_chain","longchain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_12_nutation_longchain_spine_v1_rect_c80hf_03_d1_weave_spine.asset","24","32","51","26","14.255","4","47","0","0.0784","11.75","47","0.9216","8","0","7","0.1489","0.8511","13","0.922","0","1","1","0.9938","74.58","HighObservation","17.46","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"249","Hard","ReplacedRhythmV4","maze_long_chain","longchain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_04_nutation_longchain_spine_v1_rect_c80hf_01_d1_lock_spine.asset","22","30","50","26","12.54","3","47","0","0.06","15.667","47","0.94","8","0","17","0.3617","0.6383","15","0.94","0","1","1","0.9938","81.2","HighObservation","29.14","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"252","Hard","ReplacedRhythmV4","maze_long_chain","longchain","rail_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_02_nutation_longchain_rail_v1_rect_c80hf3_01_d1_lock_rail.asset","22","30","56","22","11.143","4","52","0","0.0714","13","52","0.9286","6","0","14","0.2692","0.7308","15","0.929","0","1","1","0.9864","78.27","HighObservation","22.11","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"256","PeakExtreme","ReplacedRhythmV4","slot_seedweave_braid_carrier","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_06_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier.asset","17","22","26","40","13.654","9","17","0","0.3462","1.889","17","0.6538","5","0","5","0.2941","0.7059","5","0.769","0","0.9231","1","0.975","62.65","ObservationHard","6.92","ReadLight","many_openers;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"264","Hard","ReplacedRhythmV4","slot_seedweave_braid_carrier","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier.asset","17","22","26","40","13.654","9","17","0","0.3462","1.889","17","0.6538","5","0","5","0.2941","0.7059","5","0.769","0","0.9231","1","0.975","62.65","ObservationHard","6.92","ReadLight","many_openers;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"269","PeakExtreme","ReplacedRhythmV4","slot_seedmaze_chamber_corridor","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_25_l031_long_normal_a_sweep_s04_slot_seedmaze_chamber_corridor.asset","17","23","22","40","16.591","9","13","0","0.4091","1.444","13","0.5909","4","0","2","0.1538","0.8462","4","0.591","0","1","1","0.9681","48.83","WatchLight","0","ReadLight","hard_role_low_observation;many_openers;mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"274","Hard","ReplacedRhythmV4","PeelMid","hardgate","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_06_nutation_peel_rect_s02_o016_v01_peellight_curve_chain.asset","21","28","63","21","9.095","5","58","0","0.0794","11.6","58","0.9206","10","0","7","0.1207","0.8793","13","0.921","0","1","1","0.999","73.75","HighObservation","18.86","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"276","PeakExtreme","ReplacedRhythmV4","slot_seedmaze_section_weave","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_33_l041_long_normal_a_dense_s05_slot_seedmaze_section_weave.asset","17","23","23","41","16.043","8","15","0","0.3478","1.875","15","0.6522","4","0","4","0.2667","0.7333","3","0.652","0","1","1","0.9668","57.19","ObservationHard","0.98","ReadLight","many_openers;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"284","Hard","ReplacedRhythmV4","slot_headmix_outerclean","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_72_l092_long_normal_a_lock_s10_slot_headmix_outerclean.asset","17","23","29","41","12.862","8","21","0","0.2759","2.625","21","0.7241","6","0","9","0.4286","0.5714","5","0.759","0","1","1","0.959","73.13","HighObservation","9.32","ReadLight","many_openers;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"287","PeakExtreme","ReplacedRhythmV4","slot_seedweave_dense_support","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_18_l022_long_normal_b_section_s03_slot_seedweave_dense_support.asset","18","21","29","38","12.172","10","19","0","0.3448","1.9","19","0.6552","6","0","5","0.2632","0.7368","5","0.69","0","1","1","0.9921","61.93","ObservationHard","5.19","ReadLight","many_openers;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"289","Hard","ReplacedRhythmV4","FlowRail","flow","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_02_nutation_flow_rail_v1_rect_s14_o134_v01_flowrail_rail_chain.asset","18","24","39","22","10.949","8","31","0","0.2051","3.875","31","0.7949","5","0","7","0.2258","0.7742","8","0.795","0","1","1","0.9879","75.05","HighObservation","6.73","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"296","Hard","ReplacedRhythmV4","slot_seedmaze_chamber_corridor","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_10_l011_long_normal_a_normal_s02_slot_seedmaze_chamber_corridor.asset","13","17","17","36","12.294","9","8","0","0.5294","0.889","8","0.4706","4","0","2","0.25","0.75","1","0.588","0","0.9412","1","0.9857","40.29","WatchLight","0.29","ReadLight","hard_role_low_observation;many_openers;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"299","PeakExtreme","ReplacedRhythmV4","slot_headmix_outerclean","longchain","family_profile_chain","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_01_l003_long_normal_a_normal_s01_slot_headmix_outerclean.asset","12","16","15","34","12","8","7","0","0.5333","0.875","7","0.4667","2","0","0","0","1","2","0.667","0","0.8667","1","0.9949","26.97","LowObservation","0","ReadLight","hard_role_low_observation;many_openers;mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"305","Hard","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_34_nutation_strict_mixed_hard_v1_rect_s31_o305_v01_strictmixedhard_mixed_chain.asset","25","33","82","21","9.976","3","79","0","0.0366","26.333","79","0.9634","11","0","21","0.2658","0.7342","21","0.963","0","1","1","0.987","78.17","HighObservation","29.54","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"309","PeakExtreme","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12a/c5nep_w12a_22_nutation_strict_mixed_hard_v1_rect_s31_o309_v05_strictmixedhard_mixed_chain.asset","26","34","93","21","9.366","3","90","0","0.0323","30","90","0.9677","10","0","16","0.1778","0.8222","25","0.968","0","1","1","0.9975","75.51","HighObservation","25.12","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"312","Hard","ExternalCandidatePlanned","PeelMid","hub_spoke","rail_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_02_s01_r02.asset","23","31","99","15","6.848","3","96","0","0.0303","32","96","0.9697","15","0","21","0.2188","0.7812","21","0.99","0","0.9899","0.9899","0.9949","76.77","HighObservation","28.1","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"316","PeakExtreme","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_23_nutation_strict_mixed_hard_v1_rect_s32_o316_v02_strictmixedhard_mixed_chain.asset","27","36","100","21","9.62","5","95","0","0.05","19","95","0.95","12","0","17","0.1789","0.8211","28","0.95","0","1","1","0.9957","75.53","HighObservation","25.16","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"324","Hard","ExternalCandidatePlanned","PeelMid","maze_long_chain","rail_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_20_nutation_longchain_spine_v1_rect_c80hf_05_d1_section_spine.asset","25","34","63","26","12.81","3","60","0","0.0476","20","60","0.9524","8","0","13","0.2167","0.7833","17","0.952","0","1","1","0.977","76.56","HighObservation","23.45","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"328","Hard","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_24_direct_polish_hard_rect_stair_push_g6_v03.asset","24","43","165","10","6.127","16","149","0","0.097","9.312","149","0.903","17","0","22","0.1477","0.8523","36","0.903","0","1","1","0.9977","74.58","HighObservation","23.57","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"329","PeakExtreme","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13d/c5nep_w13d_13_nutation_strict_mixed_axisbreak_v1_rect_s33_o329_v00_strictmixedaxisbreak_axis_break_chain_b.asset","26","34","94","21","9.245","3","91","0","0.0319","30.333","91","0.9681","9","0","22","0.2418","0.7582","25","0.968","0","1","1","0.997","77.5","HighObservation","27","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"331","Hard","ExternalCandidatePlanned","PeelMid","maze_long_chain","curve_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_25_nutation_longchain_curve_v1_rect_c80hf2_07_d2_maze_curve.asset","27","36","85","23","10.835","6","79","0","0.0706","13.167","79","0.9294","8","0","13","0.1646","0.8354","20","0.929","0","1","1","0.9707","74.89","HighObservation","21.37","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"334","Hard","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01.asset","28","46","207","10","6.097","19","188","0","0.0918","9.895","188","0.9082","19","0","27","0.1436","0.8564","44","0.908","0","1","1","0.9998","74.47","HighObservation","23.38","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"336","PeakExtreme","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_94_nutation_pressure_peak_v1_rect_s34_o336_v00_pressurepeak_mixed_chain.asset","27","36","100","21","9.54","3","97","0","0.03","32.333","97","0.97","15","0","19","0.1959","0.8041","30","0.97","0","1","1","0.9974","76.07","HighObservation","26.05","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"341","Hard","ExternalCandidatePlanned","PeelMid","maze_long_chain","curve_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_21_nutation_longchain_curve_v1_rect_c80_06_d2_lock_curve.asset","26","35","69","23","12.304","4","65","0","0.058","16.25","65","0.942","8","0","12","0.1846","0.8154","17","0.971","0","0.9855","0.9855","0.998","75.73","HighObservation","23.3","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"344","Hard","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_146_direct_diff_veryhard_room_gate_four_pockets_g1_v07.asset","27","48","170","13","7.429","17","153","0","0.1","9","153","0.9","16","0","22","0.1438","0.8562","46","0.9","0","1","1","0.9894","74.39","HighObservation","23.29","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"347","PeakExtreme","ExternalCandidatePlanned","PressurePeak","maze_long_chain","mixed_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_24_nutation_longchain_spine_v1_rect_c80hf3_06_d2_lock_spine.asset","26","35","71","26","12.127","4","67","0","0.0563","16.75","67","0.9437","13","0","13","0.194","0.806","21","0.944","0","1","1","0.9932","75.98","HighObservation","25.91","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"349","Hard","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_47_direct_advanced_veryhard_rect_sweep_g1_v06.asset","26","49","213","10","5.883","16","197","0","0.0751","12.312","197","0.9249","17","0","28","0.1421","0.8579","51","0.925","0","1","1","0.9988","74.41","HighObservation","23.3","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"352","Hard","ExternalCandidatePlanned","PeelMid","hub_spoke","rail_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_04_s01_r04.asset","23","31","101","15","6.792","3","98","0","0.0297","32.667","98","0.9703","15","0","22","0.2245","0.7755","21","0.99","0","0.9802","1","0.9939","76.94","HighObservation","27.83","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"356","Hard","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_09_direct_polish_hard_pure_rect_section_unlock_g11_v09.asset","22","41","148","10","6","17","131","0","0.1149","7.706","131","0.8851","11","0","15","0.1145","0.8855","34","0.885","0","1","1","0.9985","73.55","HighObservation","21.87","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"359","PeakExtreme","ExternalCandidatePlanned","PressurePeak","maze_long_chain","mixed_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_22_nutation_longchain_rail_v1_rect_c80hf_06_d2_lock_rail.asset","26","35","76","22","11.421","4","72","0","0.0526","18","72","0.9474","13","0","11","0.1528","0.8472","22","0.947","0","1","1","0.9985","74.74","HighObservation","23.84","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"365","PeakExtreme","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_33_nutation_strict_mixed_hard_v1_rect_s37_o365_v02_strictmixedhard_mixed_chain.asset","26","34","85","21","10.212","3","82","0","0.0353","27.333","82","0.9647","11","0","13","0.1585","0.8415","23","0.965","0","1","1","0.9738","74.72","HighObservation","23.89","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"369","Hard","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_129_nutation_peel_rail_v1_rect_s37_o369_v02_peelmid_rail_chain.asset","26","35","84","20","10.738","6","78","0","0.0714","13","78","0.9286","9","0","15","0.1923","0.8077","22","0.929","0","1","1","0.9934","75.93","HighObservation","24.42","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"372","Hard","ExternalCandidatePlanned","PeelMid","maze_long_chain","curve_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_21_nutation_longchain_curve_v1_rect_c80hf_06_d2_lock_curve.asset","26","35","79","23","10.899","6","73","0","0.0759","12.167","73","0.9241","8","0","9","0.1233","0.8767","25","0.924","0","1","1","0.998","73.82","HighObservation","19.52","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"376","PeakExtreme","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_142_nutation_pressure_peak_v1_rect_s38_o376_v00_pressurepeak_mixed_chain.asset","26","34","89","20","9.787","2","87","0","0.0225","43.5","87","0.9775","15","0","20","0.2299","0.7701","23","0.978","0","1","1","0.9922","77.09","HighObservation","25.24","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"384","Hard","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_34_nutation_strict_mixed_hard_v1_rect_s39_o384_v03_strictmixedhard_mixed_chain.asset","25","33","84","21","9.69","4","80","0","0.0476","20","80","0.9524","12","0","17","0.2125","0.7875","16","0.952","0","1","1","0.9845","76.49","HighObservation","25.44","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
