order,oldGuid,oldLevelId,oldType,difficulty,oldWidth,oldHeight,oldChains,newGuid,newShapeName,newSizeBand,newLevelId,newWidth,newHeight,newChains,chainDelta,sourceAsset,destAsset,copyStatus,matchScore
207,89d168f435fcc1b43a81c0fee9c33f30,r2_outer_strong_005_r2_006_a401_procmask_supp_05_onion_maskfinalsupplement_30x42-mainmusicheadphonestall,shape_music,1,30,42,103,7a2a74cdb060997428cf11e5d918b23f,mushroom,large,r2_outer_strong_005_r2_006_a401_maskonlyb01_01_large_mushroom,38,38,102,-1,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_01_large_mushroom_20260614_170706.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L207_mushroom_large.asset,copied,6.83
213,b08ab49f26f3855499ca8bab76026b9a,r2_outer_strong_005_r2_006_a401_procmask_07_onion_maskproceduralvertical_30x42-maincactustall,shape_nature,1,30,42,106,47c346c602b66cd4ebd2df95f883208a,bowlingpin,large,r2_outer_strong_005_r2_006_a401_maskonlyb05_03_large_bowlingpin,31,49,105,-1,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_03_large_bowlingpin_20260615_190512.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L213_bowlingpin_large.asset,copied,5.03
218,fa55b35c3450cab46b23b6869a428519,r2_outer_strong_005_r2_006_a401_procmask_16_onion_maskproceduralvertical_30x42-maintrainfronttall,shape_vehicle,3,30,42,106,f63e76c976a7d21409dcf2e35d567c59,mailbox,main,r2_outer_strong_005_r2_006_a401_maskonlyb04_14_main_mailbox,40,36,106,0,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_14_main_mailbox_20260615_154619.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L218_mailbox_main.asset,copied,7.2
223,5fa3fe69d2cf1e4488a310eddb0293a1,r2_outer_strong_005_r2_006_a401_procmask_supp_08_onion_maskfinalsupplement_30x42-mainmusicdrumtall,shape_music,3,30,42,103,ac0442edf995faa4d837f4c9fae6d4f6,magnifier,large,r2_outer_strong_005_r2_006_a401_maskonlyb01_03_large_magnifier,38,47,102,-1,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_03_large_magnifier_20260614_170825.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L223_magnifier_large.asset,copied,7.955
228,cd6e3e31b9a2c1d4e95d30059951c05a,r2_outer_strong_005_r2_006_a401_procmask_97_long_maskproceduralvertical_30x42-maindistinctghosttall,shape_magic,1,30,42,109,516b683ab42e34d45a558e334cf2efb3,icecreamcone,large,r2_outer_strong_005_r2_006_a401_maskonlyb02_05_large_icecreamcone,36,49,109,0,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_05_large_icecreamcone_20260614_171910.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L228_icecreamcone_large.asset,copied,5.85
233,ce5d5c6f5786af440a096fbbfd59bed3,r2_outer_strong_005_r2_006_a401_procmask_110_onion_maskproceduralvertical_34x46-transitiondistinctscissorstall,shape_object,1,34,46,108,497d243bfafccd64b88111bb0d3eb099,trafficcone,large,r2_outer_strong_005_r2_006_a401_maskonlyb04_20_large_trafficcone,38,47,110,2,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_20_large_trafficcone_20260615_154714.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L233_trafficcone_large.asset,copied,4.11
238,9023bd3a93587b049bd79f65d8642282,r2_outer_strong_005_r2_006_a401_procmask_15_onion_maskproceduralvertical_30x42-mainsnowmantall,shape_character,2,30,42,108,8fc5de5c24c51df41bbf458f6ed7cfa6,cactus,main,r2_outer_strong_005_r2_006_a401_maskonlyb04_07_main_cactus,34,42,106,-2,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_07_main_cactus_20260615_154558.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L238_cactus_main.asset,copied,5.335
243,c81cafbae4dc1224585f3fe388ba7c9b,r2_outer_strong_005_r2_006_a401_procmask_23_onion_maskproceduralvertical_30x42-mainastronautmascottall,shape_space,2,30,42,111,deca50102d870594aa3476bcc29db71d,tornado,main,r2_outer_strong_005_r2_006_a401_maskonlyb08_01_main_tornado,34,44,111,0,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_01_main_tornado_20260615_235424.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L243_tornado_main.asset,copied,2.7
247,c580a8e3c7953154ea65d55fa9d6bd0b,r2_outer_strong_005_r2_006_a401_procmask_103_onion_maskproceduralvertical_28x42-maindistinctmittentall,shape_object,2,28,42,109,edd80fbfbeec4784e8b85939e2c1adc8,lollipop,large,r2_outer_strong_005_r2_006_a401_maskonlyb02_18_large_lollipop,38,47,109,0,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_18_large_lollipop_20260614_172004.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L247_lollipop_large.asset,copied,6.75
253,1f50df0e2e812084a854a42f067f704a,r2_outer_strong_005_r2_006_a401_procmask_supp_01_onion_maskfinalsupplement_30x42-mainspacesaturnicontall,shape_space,2,30,42,111,f61077afc6c020d4e9f84b62ca47df7b,brickcellphone,main,r2_outer_strong_005_r2_006_a401_maskonlyb06_01_main_brickcellphone,34,44,112,1,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_01_main_brickcellphone_20260615_223126.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L253_brickcellphone_main.asset,copied,3.843
258,5002000a9df804449ad48ae8299d2da0,r2_outer_strong_005_r2_006_a401_procmask_64_onion_maskproceduralvertical_28x44-mainoceanseaweedtall,shape_ocean,1,28,44,110,1b0ba6b794e85c24285300ec9da240b4,questionmarkvarianta,main,r2_outer_strong_005_r2_006_a401_maskonlyb09_02_main_questionmarkvarianta,34,44,110,0,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_02_main_questionmarkvarianta_20260616_110829.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L258_questionmarkvarianta_main.asset,copied,2.7
263,a25285a1f0294134c8537e77929ab15a,r2_outer_strong_005_r2_006_a401_procmask_supp_13_long_maskfinalsupplement_30x42-mainuicameratall,shape_toolui,2,30,42,115,20f630b834763d14696163561a091522,cherries,main,r2_outer_strong_005_r2_006_a401_maskonlyb05_04_main_cherries,36,42,116,1,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_04_main_cherries_20260615_190513.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L263_cherries_main.asset,copied,3.843
268,c0c55dfcea247d14db42c3df02d66cc0,r2_outer_strong_005_r2_006_a401_procmask_87_onion_maskproceduralvertical_34x50-transitionmagicbroomtall,shape_magic,3,34,50,118,9c3a95efacdfd3a43bb500a6bdf1a9b7,boot,main,r2_outer_strong_005_r2_006_a401_maskonlyb05_02_main_boot,34,42,118,0,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_02_main_boot_20260615_190226.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L268_boot_main.asset,copied,3.6
273,623d32e70f7d06e4684a5030f7499945,r2_outer_strong_005_r2_006_a401_procmask_supp_14_onion_maskfinalsupplement_30x42-mainuichatbubbletall,shape_toolui,1,30,42,114,2eca74f956fe68a468e08a074fc8b629,gameportal,main,r2_outer_strong_005_r2_006_a401_maskonlyb07_10_main_gameportal,36,44,113,-1,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_10_main_gameportal_20260615_225231.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L273_gameportal_main.asset,copied,5.03
278,4635725d610f7d642a9b0f39a174c51c,r2_outer_strong_005_r2_006_a401_procmask_98_long_maskproceduralvertical_32x44-maindistinctoctopustall,shape_ocean,2,32,44,119,3f37fc5c886d49046a74e8fe2ad69d86,tree,main,r2_outer_strong_005_r2_006_a401_maskonlyb04_02_main_tree,36,42,119,0,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_02_main_tree_20260615_154536.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L278_tree_main.asset,copied,2.7
283,70f955ce008de374aa4ef4266237ae88,r2_outer_strong_005_r2_006_a401_procmask_supp_10_long_maskfinalsupplement_28x42-maintoolbatterytall,shape_toolui,2,28,42,118,ab932845ecda8de4f894ed5c4c3f1b7a,volcano,main,r2_outer_strong_005_r2_006_a401_maskonlyb08_02_main_volcano,40,42,119,1,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_02_main_volcano_20260615_235427.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L283_volcano_main.asset,copied,6.543
288,7171320f1c101704b9d44d6270f6e1dd,r2_outer_strong_005_r2_006_a401_procmask_69_onion_maskproceduralvertical_34x48-transitionoceandivingmasktall,shape_ocean,2,34,48,118,8626c7ff2dc0f19409a7a637c9558b9c,knighthelmet,main,r2_outer_strong_005_r2_006_a401_maskonlyb07_02_main_knighthelmet,36,44,120,2,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_02_main_knighthelmet_20260615_224648.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L288_knighthelmet_main.asset,copied,4.985
293,d3e8ad6e891448b4aa1ee629df2f0131,r2_outer_strong_005_r2_006_a401_procmask_125_onion_maskproceduralvertical_34x50-transitionwidelandmark01tall,shape_landmark,3,34,50,119,b7f960bd076dfea4e88d0c54610634e2,potionbottle,large,r2_outer_strong_005_r2_006_a401_maskonlyb02_04_large_potionbottle,36,47,118,-1,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_04_large_potionbottle_20260614_171908.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L293_potionbottle_large.asset,copied,4.355
298,18979b6dcbee3bd4db1c3933d89beb31,r2_outer_strong_005_r2_006_a401_procmask_43_long_maskproceduralvertical_30x42-maintreasurechesttall,shape_magic,3,30,42,122,e2ecc959fb3dbbd4f9a70a0e2c7bfed2,rocketvarianta,main,r2_outer_strong_005_r2_006_a401_maskonlyb09_10_main_rocketvarianta,34,44,123,1,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_10_main_rocketvarianta_20260616_111007.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L298_rocketvarianta_main.asset,copied,4.055
303,b216a40d50a7b0449814d81c936a1317,r2_outer_strong_005_r2_006_a401_procmask_31_onion_maskproceduralvertical_30x44-mainleaningtowertall,shape_landmark,2,30,44,120,381829532fa5b3340b076f7ee5db9211,virtualpetkeychain,main,r2_outer_strong_005_r2_006_a401_maskonlyb06_08_main_virtualpetkeychain,34,44,120,0,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_08_main_virtualpetkeychain_20260615_223651.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L303_virtualpetkeychain_main.asset,copied,1.8
307,43b073be5ab353e4d8163a158ee1795d,r2_outer_strong_005_r2_006_a401_procmask_72_onion_maskproceduralvertical_36x48-transitionoceanseaturtletall,shape_ocean,1,36,48,122,d9cde7677895a25429bba9dc36d25e69,pear,large,r2_outer_strong_005_r2_006_a401_maskonlyb05_13_large_pear,36,47,121,-1,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_13_large_pear_20260615_190908.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L307_pear_large.asset,copied,1.88
313,0bb9059d9cba2014089fdfe0407d94b1,r2_outer_strong_005_r2_006_a401_procmask_supp_06_onion_maskfinalsupplement_30x42-mainmusicvinylrecordtall,shape_music,3,30,42,121,4902d777a26095e469cc2335208c3bc1,apple,main,r2_outer_strong_005_r2_006_a401_maskonlyb02_02_main_apple,34,38,121,0,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_02_main_apple_20260614_171857.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L313_apple_main.asset,copied,3.6
318,1193911d074b421498b4035dbb6ac8e3,r2_outer_strong_005_r2_006_a401_procmask_38_onion_maskproceduralvertical_30x42-mainbunnytall,shape_character,2,30,42,126,d24f455ca963c7b49b9172bcf84ea2c2,flame,main,r2_outer_strong_005_r2_006_a401_maskonlyb04_10_main_flame,34,42,125,-1,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_10_main_flame_20260615_154606.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L318_flame_main.asset,copied,3.567
323,a09a8c637fe4b9549b203392a0d2041d,r2_outer_strong_005_r2_006_a401_procmask_113_onion_maskproceduralvertical_36x44-transitiondistinctcrabtall,shape_ocean,2,36,44,124,229ad98aee68c37429cee4835b6b4817,hotairballoon,main,r2_outer_strong_005_r2_006_a401_maskonlyb02_06_main_hotairballoon,34,44,124,0,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_06_main_hotairballoon_20260614_171912.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L323_hotairballoon_main.asset,copied,0.9
327,0c794bc3c37b91e49bc4a7fa7abcbc74,r2_outer_strong_005_r2_006_a401_procmask_129_long_maskproceduralvertical_38x52-transitionwidelandmark06tall,shape_landmark,1,38,52,131,c2f8e461971d14b4cb690ac06c35c397,compass,large,r2_outer_strong_005_r2_006_a401_maskonlyb01_04_large_compass,38,47,130,-1,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_04_large_compass_20260614_170828.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L327_compass_large.asset,copied,3.68
333,9633565e20f8a3443885cffe53b337d7,r2_outer_strong_005_r2_006_a401_procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall,shape_ocean,2,34,50,131,7bd9dfc9115486b41a3c55a3fa03130a,leaf,large,r2_outer_strong_005_r2_006_a401_maskonlyb04_13_large_leaf,38,47,130,-1,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_13_large_leaf_20260615_154618.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L333_leaf_large.asset,copied,4.918
338,773a077434d52d9449b5ea05448f3989,r2_outer_strong_005_r2_006_a401_procmask_128_long_maskproceduralvertical_36x50-transitionwidelandmark05tall,shape_landmark,2,36,50,134,cb3f7473351c1d845b2115090c1b8472,strawberry,large,r2_outer_strong_005_r2_006_a401_maskonlyb02_14_large_strawberry,40,47,135,1,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_14_large_strawberry_20260614_171941.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L338_strawberry_large.asset,copied,4.293
343,757526b7d94c15b418820722098e71f2,r2_outer_strong_005_r2_006_a401_procmask_26_long_maskproceduralvertical_30x42-mainclassicportraittall,shape_art,3,30,42,135,910acf4dcd7d81b468afaab5fa86cf22,skeletonskull,main,r2_outer_strong_005_r2_006_a401_maskonlyb07_07_main_skeletonskull,38,42,135,0,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_07_main_skeletonskull_20260615_225220.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L343_skeletonskull_main.asset,copied,3.6
348,e03000d0d1469e44fa8b65c4f28563fc,r2_outer_strong_005_r2_006_a401_procmask_52_long_maskproceduralvertical_36x50-transitionpagodatall,shape_landmark,1,36,50,132,b20ebab8e5acdd04f80deaf0bc2b246d,clover,large,r2_outer_strong_005_r2_006_a401_maskonlyb01_09_large_clover,40,47,131,-1,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_09_large_clover_20260614_170906.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L348_clover_large.asset,copied,4.58
353,8f2301193301d0f46879090ebab39e31,r2_outer_strong_005_r2_006_a401_procmask_89_long_maskproceduralvertical_36x50-transitionmagicknighthelmettall,shape_magic,3,36,50,141,d408034cf63398a4b998956038c778da,medal,large,r2_outer_strong_005_r2_006_a401_maskonlyb04_15_large_medal,36,49,140,-1,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_15_large_medal_20260615_154623.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L353_medal_large.asset,copied,2.555
358,cce724a822446bc498e7d1d3a0ba2189,r2_outer_strong_005_r2_006_a401_procmask_73_onion_maskproceduralvertical_38x50-transitionoceanlobstertall,shape_ocean,2,38,50,137,32ba935acc4e0434ba30fafe5cfb2b69,cupcake,large,r2_outer_strong_005_r2_006_a401_maskonlyb02_11_large_cupcake,38,47,137,0,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_11_large_cupcake_20260614_171927.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L358_cupcake_large.asset,copied,1.35
363,6d78543fbfb5ec04fb1108be13d4d967,r2_outer_strong_005_r2_006_a401_procmask_56_onion_maskproceduralvertical_34x50-transitionobelisktall,shape_landmark,3,34,50,138,a5f583db518a02c4481092fac405fe5f,bell,large,r2_outer_strong_005_r2_006_a401_maskonlyb09_26_large_bell,40,47,138,0,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_26_large_bell_20260616_111028.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L363_bell_large.asset,copied,4.05
368,fe41b34ab75c40d48b66957c0c8e1567,r2_outer_strong_005_r2_006_a401_procmask_86_onion_maskproceduralvertical_36x48-transitionmagiccauldrontall,shape_magic,1,36,48,139,7413436d08bb0ff498b585b47f2e81f3,hourglass,large,r2_outer_strong_005_r2_006_a401_maskonlyb01_08_large_hourglass,36,47,140,1,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_08_large_hourglass_20260614_170904.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L368_hourglass_large.asset,copied,1.38
373,d4811f5a98fc97647a6bd1f7a1ac1048,r2_outer_strong_005_r2_006_a401_procmask_74_onion_maskproceduralvertical_34x48-transitionoceanpearlclamtall,shape_ocean,1,34,48,142,6f760d4d4bc8c984e99a279aeac92b8d,glove,main,r2_outer_strong_005_r2_006_a401_maskonlyb05_07_main_glove,34,42,142,0,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_07_main_glove_20260615_190525.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L373_glove_main.asset,copied,2.7
378,6e7527acaedd8674790581c175634a35,r2_outer_strong_005_r2_006_a401_procmask_55_onion_maskproceduralvertical_36x50-transitionbridgetowertall,shape_landmark,3,36,50,144,8d1020d6891f1224eb1941279b6aaf7b,flower,large,r2_outer_strong_005_r2_006_a401_maskonlyb04_11_large_flower,38,49,141,-3,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_11_large_flower_20260615_154611.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L378_flower_large.asset,copied,7.665
383,f0b1d3b17d26eec4b897184a6c235c5c,r2_outer_strong_005_r2_006_a401_procmask_57_onion_maskproceduralvertical_36x50-transitionsailboattall,shape_ocean,3,36,50,142,dd02d69cfae157c4e8239940a54f6188,alarmclock,main,r2_outer_strong_005_r2_006_a401_maskonlyb04_05_main_alarmclock,38,42,142,0,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_05_main_alarmclock_20260615_154550.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L383_alarmclock_main.asset,copied,4.5
387,e66afe685d2c13f418124c17fbc505ba,r2_outer_strong_005_r2_006_a401_procmask_136_onion_maskproceduralvertical_38x52-transitioncarrier02tall,shape_vehicle,1,38,52,152,a0417c0e2ac15624ab438dece1847099,d20die,main,r2_outer_strong_005_r2_006_a401_maskonlyb07_04_main_d20die,42,42,149,-3,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_04_main_d20die_20260615_224654.asset,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L387_d20die_main.asset,copied,10.59
