shapeName,group,serial,sizeBand,candidateIndex,levelId,width,height,chains,arrowCells,assetPath,unityAssetPath
carrot,02,12,compact,67,r2_outer_strong_005_r2_006_a401_maskonlyb02_12_compact_carrot,26,36,46,452,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_12_compact_carrot_20260614_171927.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_12_compact_carrot_20260614_171927.asset
carrot,02,12,main,68,r2_outer_strong_005_r2_006_a401_maskonlyb02_12_main_carrot,30,42,87,607,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_12_main_carrot_20260614_171928.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_12_main_carrot_20260614_171928.asset
carrot,02,12,large,69,r2_outer_strong_005_r2_006_a401_maskonlyb02_12_large_carrot,34,47,95,782,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_12_large_carrot_20260614_171936.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_12_large_carrot_20260614_171936.asset
castletower,08,08,compact,294,r2_outer_strong_005_r2_006_a401_maskonlyb08_08_compact_castletower,29,38,71,721,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_08_compact_castletower_20260615_235827.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_08_compact_castletower_20260615_235827.asset
castletower,08,08,main,295,r2_outer_strong_005_r2_006_a401_maskonlyb08_08_main_castletower,34,44,139,989,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_08_main_castletower_20260615_235828.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_08_main_castletower_20260615_235828.asset
castletower,08,08,large,296,r2_outer_strong_005_r2_006_a401_maskonlyb08_08_large_castletower,38,49,140,1229,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_08_large_castletower_20260615_235830.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_08_large_castletower_20260615_235830.asset
caveentrance,08,09,compact,297,r2_outer_strong_005_r2_006_a401_maskonlyb08_09_compact_caveentrance,36,33,55,554,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_09_compact_caveentrance_20260615_235830.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_09_compact_caveentrance_20260615_235830.asset
caveentrance,08,09,large,299,r2_outer_strong_005_r2_006_a401_maskonlyb08_09_large_caveentrance,44,43,100,858,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_09_large_caveentrance_20260615_235833.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_09_large_caveentrance_20260615_235833.asset
caveentrance,08,09,main,298,r2_outer_strong_005_r2_006_a401_maskonlyb08_09_main_caveentrance,42,38,106,732,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_09_main_caveentrance_20260615_235831.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_09_main_caveentrance_20260615_235831.asset
cherries,05,04,compact,166,r2_outer_strong_005_r2_006_a401_maskonlyb05_04_compact_cherries,31,36,54,548,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_04_compact_cherries_20260615_190512.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_04_compact_cherries_20260615_190512.asset
cherries,05,04,large,168,r2_outer_strong_005_r2_006_a401_maskonlyb05_04_large_cherries,40,47,106,919,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_04_large_cherries_20260615_190514.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_04_large_cherries_20260615_190514.asset
cherries,05,04,main,167,r2_outer_strong_005_r2_006_a401_maskonlyb05_04_main_cherries,36,42,116,738,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_04_main_cherries_20260615_190513.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_04_main_cherries_20260615_190513.asset
chessknight,07,03,compact,250,r2_outer_strong_005_r2_006_a401_maskonlyb07_03_compact_chessknight,29,38,74,711,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_03_compact_chessknight_20260615_224650.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_03_compact_chessknight_20260615_224650.asset
chessknight,07,03,main,251,r2_outer_strong_005_r2_006_a401_maskonlyb07_03_main_chessknight,34,44,148,976,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_03_main_chessknight_20260615_224651.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_03_main_chessknight_20260615_224651.asset
chessknight,07,03,large,252,r2_outer_strong_005_r2_006_a401_maskonlyb07_03_large_chessknight,38,49,149,1217,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_03_large_chessknight_20260615_224652.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_03_large_chessknight_20260615_224652.asset
clover,01,09,compact,25,r2_outer_strong_005_r2_006_a401_maskonlyb01_09_compact_clover,31,36,62,668,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_09_compact_clover_20260614_170904.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_09_compact_clover_20260614_170904.asset
clover,01,09,main,26,r2_outer_strong_005_r2_006_a401_maskonlyb01_09_main_clover,36,42,127,918,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_09_main_clover_20260614_170905.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_09_main_clover_20260614_170905.asset
clover,01,09,large,27,r2_outer_strong_005_r2_006_a401_maskonlyb01_09_large_clover,40,47,131,1125,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_09_large_clover_20260614_170906.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_09_large_clover_20260614_170906.asset
compass,01,04,compact,10,r2_outer_strong_005_r2_006_a401_maskonlyb01_04_compact_compass,29,36,52,620,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_04_compact_compass_20260614_170826.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_04_compact_compass_20260614_170826.asset
compass,01,04,main,11,r2_outer_strong_005_r2_006_a401_maskonlyb01_04_main_compass,34,42,122,853,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_04_main_compass_20260614_170826.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_04_main_compass_20260614_170826.asset
compass,01,04,large,12,r2_outer_strong_005_r2_006_a401_maskonlyb01_04_large_compass,38,47,130,1066,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_04_large_compass_20260614_170828.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb01_04_large_compass_20260614_170828.asset
crownvarianta,09,09,compact,321,r2_outer_strong_005_r2_006_a401_maskonlyb09_09_compact_crownvarianta,36,29,68,585,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_09_compact_crownvarianta_20260616_111003.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_09_compact_crownvarianta_20260616_111003.asset
crownvarianta,09,09,large,323,r2_outer_strong_005_r2_006_a401_maskonlyb09_09_large_crownvarianta,44,38,113,959,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_09_large_crownvarianta_20260616_111006.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_09_large_crownvarianta_20260616_111006.asset
crownvarianta,09,09,main,322,r2_outer_strong_005_r2_006_a401_maskonlyb09_09_main_crownvarianta,42,34,117,793,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_09_main_crownvarianta_20260616_111004.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb09_09_main_crownvarianta_20260616_111004.asset
crystalcluster,08,04,compact,282,r2_outer_strong_005_r2_006_a401_maskonlyb08_04_compact_crystalcluster,36,36,72,792,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_04_compact_crystalcluster_20260615_235434.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_04_compact_crystalcluster_20260615_235434.asset
crystalcluster,08,04,large,284,r2_outer_strong_005_r2_006_a401_maskonlyb08_04_large_crystalcluster,44,47,150,1270,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_04_large_crystalcluster_20260615_235438.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_04_large_crystalcluster_20260615_235438.asset
crystalcluster,08,04,main,283,r2_outer_strong_005_r2_006_a401_maskonlyb08_04_main_crystalcluster,42,42,157,1068,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_04_main_crystalcluster_20260615_235436.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_04_main_crystalcluster_20260615_235436.asset
cupcake,02,11,compact,64,r2_outer_strong_005_r2_006_a401_maskonlyb02_11_compact_cupcake,29,36,64,637,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_11_compact_cupcake_20260614_171924.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_11_compact_cupcake_20260614_171924.asset
cupcake,02,11,main,65,r2_outer_strong_005_r2_006_a401_maskonlyb02_11_main_cupcake,34,42,121,869,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_11_main_cupcake_20260614_171925.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_11_main_cupcake_20260614_171925.asset
cupcake,02,11,large,66,r2_outer_strong_005_r2_006_a401_maskonlyb02_11_large_cupcake,38,47,137,1105,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_11_large_cupcake_20260614_171927.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_11_large_cupcake_20260614_171927.asset
d20die,07,04,compact,253,r2_outer_strong_005_r2_006_a401_maskonlyb07_04_compact_d20die,36,36,78,798,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_04_compact_d20die_20260615_224653.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_04_compact_d20die_20260615_224653.asset
d20die,07,04,main,254,r2_outer_strong_005_r2_006_a401_maskonlyb07_04_main_d20die,42,42,149,1096,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_04_main_d20die_20260615_224654.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_04_main_d20die_20260615_224654.asset
dialphone,06,05,compact,229,r2_outer_strong_005_r2_006_a401_maskonlyb06_05_compact_dialphone,36,29,61,693,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_05_compact_dialphone_20260615_223642.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_05_compact_dialphone_20260615_223642.asset
dialphone,06,05,main,230,r2_outer_strong_005_r2_006_a401_maskonlyb06_05_main_dialphone,42,34,139,951,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_05_main_dialphone_20260615_223643.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_05_main_dialphone_20260615_223643.asset
dialphone,06,05,large,231,r2_outer_strong_005_r2_006_a401_maskonlyb06_05_large_dialphone,44,38,150,1131,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_05_large_dialphone_20260615_223645.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_05_large_dialphone_20260615_223645.asset
donut,05,05,compact,169,r2_outer_strong_005_r2_006_a401_maskonlyb05_05_compact_donut,33,33,58,698,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_05_compact_donut_20260615_190515.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_05_compact_donut_20260615_190515.asset
donut,05,05,main,170,r2_outer_strong_005_r2_006_a401_maskonlyb05_05_main_donut,38,38,128,951,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_05_main_donut_20260615_190516.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_05_main_donut_20260615_190516.asset
donut,05,05,large,171,r2_outer_strong_005_r2_006_a401_maskonlyb05_05_large_donut,43,43,133,1204,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_05_large_donut_20260615_190517.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_05_large_donut_20260615_190517.asset
dragonhead,07,01,compact,244,r2_outer_strong_005_r2_006_a401_maskonlyb07_01_compact_dragonhead,36,38,64,752,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_01_compact_dragonhead_20260615_224643.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_01_compact_dragonhead_20260615_224643.asset
dragonhead,07,01,main,245,r2_outer_strong_005_r2_006_a401_maskonlyb07_01_main_dragonhead,42,44,139,1012,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_01_main_dragonhead_20260615_224645.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_01_main_dragonhead_20260615_224645.asset
dragonhead,07,01,large,246,r2_outer_strong_005_r2_006_a401_maskonlyb07_01_large_dragonhead,44,49,147,1181,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_01_large_dragonhead_20260615_224646.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_01_large_dragonhead_20260615_224646.asset
dumbbell,05,06,compact,172,r2_outer_strong_005_r2_006_a401_maskonlyb05_06_compact_dumbbell,32,24,45,391,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_06_compact_dumbbell_20260615_190518.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_06_compact_dumbbell_20260615_190518.asset
dumbbell,05,06,large,174,r2_outer_strong_005_r2_006_a401_maskonlyb05_06_large_dumbbell,35,27,60,494,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_06_large_dumbbell_20260615_190523.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_06_large_dumbbell_20260615_190523.asset
dumbbell,05,06,main,173,r2_outer_strong_005_r2_006_a401_maskonlyb05_06_main_dumbbell,32,24,65,391,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_06_main_dumbbell_20260615_190519.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_06_main_dumbbell_20260615_190519.asset
filmroll,06,10,compact,241,r2_outer_strong_005_r2_006_a401_maskonlyb06_10_compact_filmroll,33,36,72,820,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_10_compact_filmroll_20260615_223659.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_10_compact_filmroll_20260615_223659.asset
filmroll,06,10,main,242,r2_outer_strong_005_r2_006_a401_maskonlyb06_10_main_filmroll,38,42,149,1105,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_10_main_filmroll_20260615_223701.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_10_main_filmroll_20260615_223701.asset
filmroll,06,10,large,243,r2_outer_strong_005_r2_006_a401_maskonlyb06_10_large_filmroll,43,47,161,1410,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_10_large_filmroll_20260615_223703.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_10_large_filmroll_20260615_223703.asset
fish,02,09,compact,58,r2_outer_strong_005_r2_006_a401_maskonlyb02_09_compact_fish,36,29,47,565,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_09_compact_fish_20260614_171920.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_09_compact_fish_20260614_171920.asset
fish,02,09,large,60,r2_outer_strong_005_r2_006_a401_maskonlyb02_09_large_fish,44,38,106,902,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_09_large_fish_20260614_171922.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_09_large_fish_20260614_171922.asset
fish,02,09,main,59,r2_outer_strong_005_r2_006_a401_maskonlyb02_09_main_fish,42,34,113,772,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_09_main_fish_20260614_171921.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_09_main_fish_20260614_171921.asset
flag,04,09,compact,121,r2_outer_strong_005_r2_006_a401_maskonlyb04_09_compact_flag,33,36,58,575,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_09_compact_flag_20260615_154602.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_09_compact_flag_20260615_154602.asset
flag,04,09,main,122,r2_outer_strong_005_r2_006_a401_maskonlyb04_09_main_flag,38,42,112,765,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_09_main_flag_20260615_154603.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_09_main_flag_20260615_154603.asset
flag,04,09,large,123,r2_outer_strong_005_r2_006_a401_maskonlyb04_09_large_flag,43,47,115,955,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_09_large_flag_20260615_154604.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_09_large_flag_20260615_154604.asset
flame,04,10,compact,124,r2_outer_strong_005_r2_006_a401_maskonlyb04_10_compact_flame,29,36,61,620,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_10_compact_flame_20260615_154605.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_10_compact_flame_20260615_154605.asset
flame,04,10,large,126,r2_outer_strong_005_r2_006_a401_maskonlyb04_10_large_flame,38,47,124,1072,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_10_large_flame_20260615_154608.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_10_large_flame_20260615_154608.asset
flame,04,10,main,125,r2_outer_strong_005_r2_006_a401_maskonlyb04_10_main_flame,34,42,125,867,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_10_main_flame_20260615_154606.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_10_main_flame_20260615_154606.asset
flower,04,11,compact,127,r2_outer_strong_005_r2_006_a401_maskonlyb04_11_compact_flower,29,38,70,730,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_11_compact_flower_20260615_154608.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_11_compact_flower_20260615_154608.asset
