category,packPath,packId,displayName,levelIndex,guid,status,inCurrentCampaign500,assetPath,levelId,width,height,chains,arrowCells,coverage,typeGuess
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,2,67494f06449481243930dc7960d3dbc7,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_002_r1_249_a879_a966_h0.asset,composite_greedy_ab_002_r1_249_a879_a966_h0,38,28,125,989,0.92951125,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,3,2ee441f55c31b4e4ca9a57dc281bddfa,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_003_r1_249_a879_a845_h2.asset,composite_greedy_ab_003_r1_249_a879_a845_h2,44,30,131,1227,0.92954546,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,4,82b9c1cc0112aa64cbd3e5d85d899f32,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_004_a515_a672_h2.asset,composite_greedy_ab_004_a515_a672_h2,45,35,127,1445,0.9174603,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,5,2717535424fc3e54fa4cb50e5fb4a7d3,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_005_a857_r1_282_a966_h0.asset,composite_greedy_ab_005_a857_r1_282_a966_h0,39,28,137,1007,0.92216116,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,6,26ae984390a3f26419a643bcd3fceb82,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_006_r2_152_a661_a845_h0.asset,composite_greedy_ab_006_r2_152_a661_a845_h0,47,30,131,1300,0.9219858,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,7,b7cf330c59b9f1646890a64225da3a5a,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_007_r1_278_a955_a845_h0.asset,composite_greedy_ab_007_r1_278_a955_a845_h0,42,30,131,1177,0.934127,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,8,6f0ef39413458db46819ab93ffd400d8,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_008_r2_020_a435_a845_h0.asset,composite_greedy_ab_008_r2_020_a435_a845_h0,44,30,121,1194,0.9045454,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,9,590c2f53f8ed1c742961d6668278335f,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_009_a876_a845_h2.asset,composite_greedy_ab_009_a876_a845_h2,44,30,126,1220,0.92424244,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,10,4f304ae79382698408946b8f224ce638,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_010_r1_097_a581_a845_h2.asset,composite_greedy_ab_010_r1_097_a581_a845_h2,46,32,144,1372,0.9320652,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,11,751b985cbe869ef4e8c3e53543376806,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_011_r1_063_a515_a672_h0.asset,composite_greedy_ab_011_r1_063_a515_a672_h0,47,35,141,1516,0.92158055,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,12,0cb55dc7c6d775d469c4379089dffd08,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_012_a754_a845_h2.asset,composite_greedy_ab_012_a754_a845_h2,44,31,124,1272,0.9325513,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,13,6765079cdc821da4e80e7534e3a9c32f,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_013_r1_249_a879_r1_156_a672_h0.asset,composite_greedy_ab_013_r1_249_a879_r1_156_a672_h0,43,30,133,1210,0.93798447,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,14,30179f0fa91b68644b58c47d26425f04,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_014_r1_264_a906_a845_h0.asset,composite_greedy_ab_014_r1_264_a906_a845_h0,45,30,134,1294,0.9585185,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,15,c01555b402e614240943db4799d0b437,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_015_r2_029_a456_a966_h2.asset,composite_greedy_ab_015_r2_029_a456_a966_h2,43,28,130,1108,0.9202658,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,16,cc2b74799aa0fab46ba6aec0c08c0c86,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_016_a857_r2_156_a672_h0.asset,composite_greedy_ab_016_a857_r2_156_a672_h0,44,30,141,1198,0.9075758,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,17,0ec03c6d67a93264b8db29bffda11198,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_017_r2_237_a857_r1_271_a943_h0.asset,composite_greedy_ab_017_r2_237_a857_r1_271_a943_h0,46,28,128,1199,0.93090063,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,18,13c2fa7cac2a2044cae91dd19c6962e0,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_018_r1_097_a581_a946_h2.asset,composite_greedy_ab_018_r1_097_a581_a946_h2,43,32,140,1263,0.9178779,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,19,fdea7f2c991ffb24fb8f5060be08c584,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_019_r1_249_a879_a883_h2.asset,composite_greedy_ab_019_r1_249_a879_a883_h2,47,31,139,1314,0.90185314,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,20,87534e6510ca82144a7d7efcac6c2d73,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_020_a754_a946_h2.asset,composite_greedy_ab_020_a754_a946_h2,41,32,121,1211,0.9230183,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,21,f77614736e590aa4b9c89a9fa384e522,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_021_r1_249_a879_r2_156_a672_h0.asset,composite_greedy_ab_021_r1_249_a879_r2_156_a672_h0,46,30,152,1252,0.90724635,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,22,b09d684c284b01d4da1f0f7c5631649c,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_022_r2_012_a419_a966_h0.asset,composite_greedy_ab_022_r2_012_a419_a966_h0,37,28,133,954,0.92084944,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,23,a199105f9f4a0df40ac71e0ea96610b7,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_023_a515_r1_195_a754_h0.asset,composite_greedy_ab_023_a515_r1_195_a754_h0,48,35,143,1522,0.9059524,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,24,9511143e94f98824fb252689503e1039,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_024_r2_237_a857_a946_h0.asset,composite_greedy_ab_024_r2_237_a857_a946_h0,41,32,139,1221,0.9306402,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,25,04139e773b9d82d40a6b32d37e1b3ce4,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_025_r1_236_a855_r1_282_a966_h2.asset,composite_greedy_ab_025_r1_236_a855_r1_282_a966_h2,38,28,141,981,0.9219925,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,26,f84ab5ea453c6ac47b34d78344e3e877,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_026_r2_237_a857_r2_113_a616_h0.asset,composite_greedy_ab_026_r2_237_a857_r2_113_a616_h0,42,28,122,1077,0.9158163,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,27,ce0269e738bbd834086f7764fd451c2c,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_027_r2_020_a435_r1_156_a672_h0.asset,composite_greedy_ab_027_r2_020_a435_r1_156_a672_h0,43,30,122,1161,0.9,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,28,3bcbc395f20c2094eb149a4ad8980406,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_028_r1_165_a691_a946_h2.asset,composite_greedy_ab_028_r1_165_a691_a946_h2,39,32,130,1187,0.9511218,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,29,c105fe34dd9905344aa361976b2be379,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_029_z103_a672_h0.asset,composite_greedy_ab_029_z103_a672_h0,51,36,132,1684,0.91721135,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,30,6a7ca0a3ac6c4d543bafd78c2424bbd8,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_030_r2_165_a691_a946_h2.asset,composite_greedy_ab_030_r2_165_a691_a946_h2,39,35,140,1251,0.9164835,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,31,0f4d5b6e43225c14c9747d7c6b420bd2,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_031_r2_012_a419_a883_h0.asset,composite_greedy_ab_031_r2_012_a419_a883_h0,46,31,149,1303,0.91374475,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,32,b9d53428ae2a33943b4eb81ec6e75c68,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_032_r2_154_a665_r1_156_a672_h0.asset,composite_greedy_ab_032_r2_154_a665_r1_156_a672_h0,49,33,145,1464,0.9053803,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,33,25a64d2093886d34b805826c36c4df94,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_033_a754_a883_h2.asset,composite_greedy_ab_033_a754_a883_h2,47,31,131,1343,0.92175704,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,34,e033000ac839d924e812e4fb47b556aa,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_034_r2_048_a491_r1_152_a661_h0.asset,composite_greedy_ab_034_r2_048_a491_r1_152_a661_h0,47,32,133,1383,0.91954786,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,35,7d2d6f7be8c97ee46b066b854238ff48,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_035_r2_237_a857_r1_215_a805_h2.asset,composite_greedy_ab_035_r2_237_a857_r1_215_a805_h2,42,28,128,1084,0.9217687,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,36,594fea66b7546db4ab81de7e0f47fe27,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_036_z166_a966_h0.asset,composite_greedy_ab_036_z166_a966_h0,40,28,122,1011,0.90267855,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,37,d365617863d3157489672574b41ac32a,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_037_a515_a542_h2.asset,composite_greedy_ab_037_a515_a542_h2,45,35,141,1473,0.9352381,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,38,c3210e40669c14543a68e3809730d681,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_038_r1_110_a607_z041_h0.asset,composite_greedy_ab_038_r1_110_a607_z041_h0,41,32,122,1225,0.933689,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,39,6f4d1571d67de9f46ae55e23b99fd3a3,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_039_r1_273_a948_a946_h0.asset,composite_greedy_ab_039_r1_273_a948_a946_h0,43,32,127,1248,0.90697676,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,40,ba0b91666f2271b4684fb0340386e60e,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_040_r1_063_a515_a542_h2.asset,composite_greedy_ab_040_r1_063_a515_a542_h2,47,35,159,1507,0.91610944,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,41,d58d2a76de1156c4aa5a496c03df5f8d,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_041_r1_278_a955_r2_156_a672_h0.asset,composite_greedy_ab_041_r1_278_a955_r2_156_a672_h0,44,30,152,1188,0.9,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,42,1e2cdbdbbee32dc4db4927ea340f2a6d,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_042_a515_r1_140_a635_h2.asset,composite_greedy_ab_042_a515_r1_140_a635_h2,49,35,145,1572,0.91661805,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,43,fbe60c44e4ae3134a8f093cca5a26e23,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_043_r2_149_a654_a946_h0.asset,composite_greedy_ab_043_r2_149_a654_a946_h0,43,32,133,1266,0.92005813,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,44,cd3b7a5429f1d764b94a2efd1feeb9af,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_044_r2_063_a515_a542_h2.asset,composite_greedy_ab_044_r2_063_a515_a542_h2,47,38,180,1621,0.90761477,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,45,a8543daaff2d52242be5c5564493b773,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_045_r1_097_a581_r1_200_a761_h2.asset,composite_greedy_ab_045_r1_097_a581_r1_200_a761_h2,45,32,127,1300,0.9027778,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,46,c6bf849d942e7b44c84b57e736871617,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_046_r2_208_a782_a515_h0.asset,composite_greedy_ab_046_r2_208_a782_a515_h0,46,35,138,1452,0.90186334,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,47,53bc3e139d4ea7c4ebd1a5efcc99fcb7,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_047_r1_165_a691_a883_h0.asset,composite_greedy_ab_047_r1_165_a691_a883_h0,45,32,140,1322,0.91805553,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,48,6b550bad8436a7a42824a7732fbc000a,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_048_r1_110_a607_z191_h0.asset,composite_greedy_ab_048_r1_110_a607_z191_h0,41,32,125,1224,0.93292683,normal
AB_composite_old_pool,Assets/ArrowMagic/SOData/Packs/CompositeSeedVariantsAB/CompositeSeedVariantsAB_CapacityAuditParents150.asset,composite_seed_variants_ab_capacity_audit_parents150,Composite Seed Variants AB Capacity Audit Parents 150,49,f9ba6c1599adbde468ee5c79c0d303cc,ok,,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABCapacityAuditParents150/composite_greedy_ab_049_a754_r1_198_a757_h0.asset,composite_greedy_ab_049_a754_r1_198_a757_h0,43,32,129,1240,0.9011628,normal
