guid,levelId,assetPath,width,height,chains,arrowCells,coverage,typeGuess,inCurrentCampaign500,packCount,categories,packs
deab1cf5790453541826ca0315d72bfc,hole_topup_050_topup_wide_30x26_dense,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_050_topup_wide_30x26_dense.asset,30,26,77,688,0.9717514,hole,guid_in_current,6,Campaign500_working_or_final;Hole_old_pool,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500HoleHighChainTrialPack.asset;Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500HoleHighChainTrialReviewPack.asset;Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500PlanPreviewPack.asset;Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500SingleLevelReviewPack.asset;Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleCombinedCandidatesPack.asset;Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleTopupCandidatesPack.asset
40dacf6bd8c07aa41acaf13099da984b,hole_v13_template_blocks_03_seed_934642_hole,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Generated/MaskPreview/HoleV13Top5/hole_v13_template_blocks_03_seed_934642.asset,24,28,77,486,1,hole,,1,Misc_old_pack,Assets/ArrowMagic/SOData/Packs/HoleV13Top5DemoPack.asset
7fa96fce361303c4b98fa88df0e48fcf,hole_proc_standard_23x28_mid_919377_23x28_c78,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_23x28_mid_919377_23x28_c78.asset,23,28,78,572,1,hole,,2,Hole_old_pool,Assets/ArrowMagic/SOData/Packs/Production/HoleProcedural/HoleProceduralCandidatePack.asset;Assets/ArrowMagic/SOData/Packs/Production/HoleProcedural/HoleProceduralPreviewTop50Pack.asset
8aa78bbfc7b1cf34da7b8b001bf9d3c6,hole_candidate_096_wide_34x26_lock,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_096_wide_34x26_lock.asset,34,26,79,790,0.9729064,hole,guid_in_current,6,Campaign500_working_or_final;Hole_old_pool,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500HoleHighChainTrialPack.asset;Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500HoleHighChainTrialReviewPack.asset;Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500PlanPreviewPack.asset;Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500SingleLevelReviewPack.asset;Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleCandidatePoolPack.asset;Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleCombinedCandidatesPack.asset
2141d72e05d20bd4eb3041a8e391e05b,hole_proc_standard_23x28_mid_919895_23x28_c79,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_23x28_mid_919895_23x28_c79.asset,23,28,79,572,1,hole,,2,Hole_old_pool,Assets/ArrowMagic/SOData/Packs/Production/HoleProcedural/HoleProceduralCandidatePack.asset;Assets/ArrowMagic/SOData/Packs/Production/HoleProcedural/HoleProceduralPreviewTop50Pack.asset
49ef5b37079862f44b1752c46bbd87b0,hole_topup_013_topup_tall_28x30_dense,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_013_topup_tall_28x30_dense.asset,28,30,79,750,0.9765625,hole,,2,Hole_old_pool,Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleCombinedCandidatesPack.asset;Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleTopupCandidatesPack.asset
e8487eb294cea6840878dc5fdbaf14c1,hole_topup_051_topup_wide_30x26_dual,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_051_topup_wide_30x26_dual.asset,30,26,79,695,0.98163843,hole,,2,Hole_old_pool,Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleCombinedCandidatesPack.asset;Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleTopupCandidatesPack.asset
85a4d8d7e9000c44c8d0c66e74189d1f,hole_candidate_086_wide_32x24_dense,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_086_wide_32x24_dense.asset,32,24,80,672,0.9655172,hole,,2,Hole_old_pool,Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleCandidatePoolPack.asset;Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleCombinedCandidatesPack.asset
2521b12dd00780c4bbd9aa93066f1f8e,hole_candidate_094_wide_32x30_section,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_094_wide_32x30_section.asset,32,30,80,859,0.9673423,hole,,2,Hole_old_pool,Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleCandidatePoolPack.asset;Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleCombinedCandidatesPack.asset
a21da6d3a25515c43a74a4a146ef7a0d,hole_highchain_016_hc_30x28_dual_a,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_016_hc_30x28_dual_a.asset,30,28,80,750,0.9765625,hole,guid_in_current,5,Campaign500_working_or_final;Hole_old_pool,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500HoleHighChainTrialPack.asset;Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500HoleHighChainTrialReviewPack.asset;Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500PlanPreviewPack.asset;Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500SingleLevelReviewPack.asset;Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleHighChainCandidatesPack.asset
2108406254a7548408a49a2669086551,hole_candidate_101_wide_34x28_shell,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_101_wide_34x28_shell.asset,34,28,81,853,0.9693182,hole,guid_in_current,4,Campaign500_working_or_final;Hole_old_pool,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500HoleHighChainTrialPack.asset;Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500PlanPreviewPack.asset;Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleCandidatePoolPack.asset;Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleCombinedCandidatesPack.asset
7b1576770de74a646b5cd3f2068669e2,hole_proc_standard_23x28_mid_920413_23x28_c81,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_23x28_mid_920413_23x28_c81.asset,23,28,81,572,1,hole,,2,Hole_old_pool,Assets/ArrowMagic/SOData/Packs/Production/HoleProcedural/HoleProceduralCandidatePack.asset;Assets/ArrowMagic/SOData/Packs/Production/HoleProcedural/HoleProceduralPreviewTop50Pack.asset
979a675dc1d33fc4cb1cbafc0a71ea0c,hole_proc_standard_24x28_mid_920941_24x28_c81,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_24x28_mid_920941_24x28_c81.asset,24,28,81,600,1,hole,,2,Hole_old_pool,Assets/ArrowMagic/SOData/Packs/Production/HoleProcedural/HoleProceduralCandidatePack.asset;Assets/ArrowMagic/SOData/Packs/Production/HoleProcedural/HoleProceduralPreviewTop50Pack.asset
7d3440da5c3fe614fb0385e771b1cde9,hole_topup_038_topup_std_30x30_dense,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_038_topup_std_30x30_dense.asset,30,30,81,806,0.97343,hole,,2,Hole_old_pool,Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleCombinedCandidatesPack.asset;Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleTopupCandidatesPack.asset
8bff06cbeb3a7934da7bae84fefc28c7,hole_candidate_082_wide_30x28_section,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_082_wide_30x28_section.asset,30,28,82,747,0.97265625,hole,,2,Hole_old_pool,Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleCandidatePoolPack.asset;Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleCombinedCandidatesPack.asset
493a6cc8491660044810e7b0aaf88465,hole_highchain_017_hc_28x30_dense_a,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_017_hc_28x30_dense_a.asset,28,30,82,753,0.98046875,hole,guid_in_current,5,Campaign500_working_or_final;Hole_old_pool,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500HoleHighChainTrialPack.asset;Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500HoleHighChainTrialReviewPack.asset;Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500PlanPreviewPack.asset;Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500SingleLevelReviewPack.asset;Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleHighChainCandidatesPack.asset
393a2e0c92c98ca40bfb2928201fdaa9,hole_highchain_extra_001_hc2_32x28_dual_b,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_001_hc2_32x28_dual_b.asset,32,28,82,809,0.98179615,hole,guid_in_current,3,Campaign500_working_or_final;Hole_old_pool,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500HoleHighChainTrialPack.asset;Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500PlanPreviewPack.asset;Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleHighChainCandidatesPack.asset
44cde841852e1534eac028d511a81937,hole_highchain_extra_012_hc2_28x30_lock_a,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_012_hc2_28x30_lock_a.asset,28,30,82,752,0.9791667,hole,,1,Hole_old_pool,Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleHighChainCandidatesPack.asset
5a2e7bf871ad57d448389638c80adbaa,hole_proc_standard_24x30_mid_921469_24x30_c82,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_24x30_mid_921469_24x30_c82.asset,24,30,82,648,1,hole,,2,Hole_old_pool,Assets/ArrowMagic/SOData/Packs/Production/HoleProcedural/HoleProceduralCandidatePack.asset;Assets/ArrowMagic/SOData/Packs/Production/HoleProcedural/HoleProceduralPreviewTop50Pack.asset
98b6809eb0a5c344e82f1db12a778bda,hole_proc_standard_24x30_mid_921987_24x30_c82,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_24x30_mid_921987_24x30_c82.asset,24,30,82,648,1,hole,,2,Hole_old_pool,Assets/ArrowMagic/SOData/Packs/Production/HoleProcedural/HoleProceduralCandidatePack.asset;Assets/ArrowMagic/SOData/Packs/Production/HoleProcedural/HoleProceduralPreviewTop50Pack.asset
df01a20d646d7d84aa10b9a30e996658,hole_proc_standard_24x30_mid_922505_24x30_c82,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_24x30_mid_922505_24x30_c82.asset,24,30,82,648,1,hole,,2,Hole_old_pool,Assets/ArrowMagic/SOData/Packs/Production/HoleProcedural/HoleProceduralCandidatePack.asset;Assets/ArrowMagic/SOData/Packs/Production/HoleProcedural/HoleProceduralPreviewTop50Pack.asset
fed955dde5600674f893e457b0be1dfe,hole_topup_035_topup_std_28x28_dense,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_035_topup_std_28x28_dense.asset,28,28,82,697,0.97893256,hole,,2,Hole_old_pool,Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleCombinedCandidatesPack.asset;Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleTopupCandidatesPack.asset
f5bea65e6b20c5d4192f4eb0df8a393d,hole_highchain_004_hc_32x28_dual_a,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_004_hc_32x28_dual_a.asset,32,28,83,802,0.973301,hole,guid_in_current,3,Campaign500_working_or_final;Hole_old_pool,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500HoleHighChainTrialPack.asset;Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500PlanPreviewPack.asset;Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleHighChainCandidatesPack.asset
bfca5880ed6dd6a47867af5967afd39a,hole_topup_015_topup_tall_28x30_maze,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_015_topup_tall_28x30_maze.asset,28,30,83,750,0.9765625,hole,,2,Hole_old_pool,Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleCombinedCandidatesPack.asset;Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleTopupCandidatesPack.asset
38b5bbd95e3f1ad4baf9c6935f8eace6,hole_topup_039_topup_std_30x30_dual,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_039_topup_std_30x30_dual.asset,30,30,83,806,0.97343,hole,,2,Hole_old_pool,Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleCombinedCandidatesPack.asset;Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleTopupCandidatesPack.asset
99ad7d88ecea6db45868e2a7246b935f,hole_candidate_054_std_30x30_lock,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_054_std_30x30_lock.asset,30,30,84,810,0.9782609,hole,,2,Hole_old_pool,Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleCandidatePoolPack.asset;Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleCombinedCandidatesPack.asset
d0d9b1c5c516d444da8d22e40ce6bcbf,hole_candidate_092_wide_32x28_dual,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_092_wide_32x28_dual.asset,32,28,85,807,0.9793689,hole,,2,Hole_old_pool,Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleCandidatePoolPack.asset;Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleCombinedCandidatesPack.asset
8215055aecf4c8c44834e2ffee8e66b5,hole_highchain_010_hc_34x26_dual_a,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_010_hc_34x26_dual_a.asset,34,26,85,796,0.98029554,hole,guid_in_current,3,Campaign500_working_or_final;Hole_old_pool,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500HoleHighChainTrialPack.asset;Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500PlanPreviewPack.asset;Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleHighChainCandidatesPack.asset
d8c5e0ed3e19421489780567828c9a66,hole_topup_056_topup_wide_34x26_dense,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_056_topup_wide_34x26_dense.asset,34,26,85,799,0.98399013,hole,,2,Hole_old_pool,Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleCombinedCandidatesPack.asset;Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleTopupCandidatesPack.asset
b26a2a6f40c2a38499c12bb9d251f92b,hole_proc_standard_24x32_late_923033_24x32_c86,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_24x32_late_923033_24x32_c86.asset,24,32,86,696,1,hole,,2,Hole_old_pool,Assets/ArrowMagic/SOData/Packs/Production/HoleProcedural/HoleProceduralCandidatePack.asset;Assets/ArrowMagic/SOData/Packs/Production/HoleProcedural/HoleProceduralPreviewTop50Pack.asset
ca9db8258556b4a40bd67789d35fa7c7,hole_highchain_014_hc_34x28_shell_a,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_014_hc_34x28_shell_a.asset,34,28,87,859,0.9761364,hole,guid_in_current,5,Campaign500_working_or_final;Hole_old_pool,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500HoleHighChainTrialPack.asset;Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500HoleHighChainTrialReviewPack.asset;Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500PlanPreviewPack.asset;Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500SingleLevelReviewPack.asset;Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleHighChainCandidatesPack.asset
6b12052729116134ca353e2d5f973b32,hole_highchain_extra_019_hc2_34x28_dual_b,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_019_hc2_34x28_dual_b.asset,34,28,87,864,0.9818182,hole,guid_in_current,3,Campaign500_working_or_final;Hole_old_pool,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500HoleHighChainTrialPack.asset;Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500PlanPreviewPack.asset;Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleHighChainCandidatesPack.asset
5091f891c3284eb4fae750d8351c53ad,hole_candidate_091_wide_32x28_section,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_091_wide_32x28_section.asset,32,28,88,797,0.967233,hole,,2,Hole_old_pool,Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleCandidatePoolPack.asset;Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleCombinedCandidatesPack.asset
be60656886b4da342a5a9575bbe5e986,hole_highchain_extra_003_hc2_32x28_lock_a,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_003_hc2_32x28_lock_a.asset,32,28,89,810,0.9830097,hole,guid_in_current,5,Campaign500_working_or_final;Hole_old_pool,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500HoleHighChainTrialPack.asset;Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500HoleHighChainTrialReviewPack.asset;Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500PlanPreviewPack.asset;Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500SingleLevelReviewPack.asset;Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleHighChainCandidatesPack.asset
dd24c797961165d4db54bd86e88b38f8,hole_highchain_extra_018_hc2_32x30_lock_a,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_018_hc2_32x30_lock_a.asset,32,30,90,866,0.9752252,hole,guid_in_current,5,Campaign500_working_or_final;Hole_old_pool,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500HoleHighChainTrialPack.asset;Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500HoleHighChainTrialReviewPack.asset;Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500PlanPreviewPack.asset;Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500SingleLevelReviewPack.asset;Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleHighChainCandidatesPack.asset
4417043c2a490234ea3dd51a4241d1d7,hole_candidate_097_wide_34x26_section,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_097_wide_34x26_section.asset,34,26,91,795,0.97906405,hole,,2,Hole_old_pool,Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleCandidatePoolPack.asset;Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleCombinedCandidatesPack.asset
b02a351c3a767bb419f30db7f3da8b82,hole_highchain_extra_016_hc2_32x30_dual_b,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_016_hc2_32x30_dual_b.asset,32,30,91,872,0.981982,hole,guid_in_current,5,Campaign500_working_or_final;Hole_old_pool,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500HoleHighChainTrialPack.asset;Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500HoleHighChainTrialReviewPack.asset;Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500PlanPreviewPack.asset;Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500SingleLevelReviewPack.asset;Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleHighChainCandidatesPack.asset
1649b85468cfc9944b0a93916a07e71f,hole_proc_standard_24x32_late_922515_24x32_c91,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_24x32_late_922515_24x32_c91.asset,24,32,91,696,1,hole,,2,Hole_old_pool,Assets/ArrowMagic/SOData/Packs/Production/HoleProcedural/HoleProceduralCandidatePack.asset;Assets/ArrowMagic/SOData/Packs/Production/HoleProcedural/HoleProceduralPreviewTop50Pack.asset
a1e660b33b44a7d4bac82f4506db86b7,hole_proc_standard_24x32_late_923551_24x32_c91,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_24x32_late_923551_24x32_c91.asset,24,32,91,696,1,hole,,2,Hole_old_pool,Assets/ArrowMagic/SOData/Packs/Production/HoleProcedural/HoleProceduralCandidatePack.asset;Assets/ArrowMagic/SOData/Packs/Production/HoleProcedural/HoleProceduralPreviewTop50Pack.asset
c8f96713f88261343ae79b9fbaa7285c,hole_highchain_extra_005_hc2_34x26_section_a,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_005_hc2_34x26_section_a.asset,34,26,94,796,0.98029554,hole,,1,Hole_old_pool,Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleHighChainCandidatesPack.asset
38495e212301fab4ca6b8e7d067d5e51,hole_topup_057_topup_wide_34x26_dual,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_057_topup_wide_34x26_dual.asset,34,26,98,797,0.9815271,hole,,2,Hole_old_pool,Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleCombinedCandidatesPack.asset;Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleTopupCandidatesPack.asset
c50c5f3796d61cd4aa99a124158f4246,hole_candidate_093_wide_32x30_lock,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_093_wide_32x30_lock.asset,32,30,105,865,0.9740991,hole,,2,Hole_old_pool,Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleCandidatePoolPack.asset;Assets/ArrowMagic/SOData/Packs/HoleProcedural/HoleCombinedCandidatesPack.asset
1ea4c72bfc2cf4f489fada8199d8d8ac,hole_proc_standard_26x34_late_924597_26x34_c109,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_26x34_late_924597_26x34_c109.asset,26,34,109,812,1,hole,,2,Hole_old_pool,Assets/ArrowMagic/SOData/Packs/Production/HoleProcedural/HoleProceduralCandidatePack.asset;Assets/ArrowMagic/SOData/Packs/Production/HoleProcedural/HoleProceduralPreviewTop50Pack.asset
9181d48f28b7faa498bd1749be199720,hole_proc_standard_26x34_late_924079_26x34_c113,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_26x34_late_924079_26x34_c113.asset,26,34,113,812,1,hole,,2,Hole_old_pool,Assets/ArrowMagic/SOData/Packs/Production/HoleProcedural/HoleProceduralCandidatePack.asset;Assets/ArrowMagic/SOData/Packs/Production/HoleProcedural/HoleProceduralPreviewTop50Pack.asset
0f271cafa47d1354f997f8a9c09d0e3d,hole_proc_standard_26x34_late_923561_26x34_c118,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_26x34_late_923561_26x34_c118.asset,26,34,118,812,1,hole,,2,Hole_old_pool,Assets/ArrowMagic/SOData/Packs/Production/HoleProcedural/HoleProceduralCandidatePack.asset;Assets/ArrowMagic/SOData/Packs/Production/HoleProcedural/HoleProceduralPreviewTop50Pack.asset
4e6bd1a44b0ef4a41bc4f665721bbb8e,hole_proc_standard_28x36_late_925125_28x36_c133,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_28x36_late_925125_28x36_c133.asset,28,36,133,936,1,hole,,2,Hole_old_pool,Assets/ArrowMagic/SOData/Packs/Production/HoleProcedural/HoleProceduralCandidatePack.asset;Assets/ArrowMagic/SOData/Packs/Production/HoleProcedural/HoleProceduralPreviewTop50Pack.asset
e49c596d5d91c384baa0a60c306828f6,hole_proc_standard_28x36_late_925643_28x36_c139,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_28x36_late_925643_28x36_c139.asset,28,36,139,936,1,hole,,2,Hole_old_pool,Assets/ArrowMagic/SOData/Packs/Production/HoleProcedural/HoleProceduralCandidatePack.asset;Assets/ArrowMagic/SOData/Packs/Production/HoleProcedural/HoleProceduralPreviewTop50Pack.asset
c2176694af9e1be4b90585f5f2390e4a,hole_proc_standard_28x36_late_924607_28x36_c147,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_28x36_late_924607_28x36_c147.asset,28,36,147,936,1,hole,,2,Hole_old_pool,Assets/ArrowMagic/SOData/Packs/Production/HoleProcedural/HoleProceduralCandidatePack.asset;Assets/ArrowMagic/SOData/Packs/Production/HoleProcedural/HoleProceduralPreviewTop50Pack.asset
388296278c983b14fa3f4c7c81bd187e,level3_tiny_02_level3_tiny_soft_lock_18,F:/Unityproject/ArrowLevel-Hand/Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/Level3TinyPreview/level3_tiny_02_level3_tiny_soft_lock_18.asset,9,13,20,114,0.974359,lock,,1,NoMask_early_pool,Assets/ArrowMagic/SOData/Packs/NoMaskProcedural/Level3TinyPreviewPack.asset
