sourcePool,candidateIndex,levelId,width,height,chains,type,shapeName,assetSource,container
shape_maskonly347,48,r2_outer_strong_005_r2_006_a401_maskonlyb02_05_large_icecreamcone,36,49,109,shape,icecreamcone,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_05_large_icecreamcone_20260614_171910.asset,shape worktree
shape_maskonly347,49,r2_outer_strong_005_r2_006_a401_maskonlyb02_06_compact_hotairballoon,29,38,64,shape,hotairballoon,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_06_compact_hotairballoon_20260614_171911.asset,shape worktree
shape_maskonly347,50,r2_outer_strong_005_r2_006_a401_maskonlyb02_06_main_hotairballoon,34,44,124,shape,hotairballoon,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_06_main_hotairballoon_20260614_171912.asset,shape worktree
shape_maskonly347,51,r2_outer_strong_005_r2_006_a401_maskonlyb02_06_large_hotairballoon,38,49,127,shape,hotairballoon,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_06_large_hotairballoon_20260614_171913.asset,shape worktree
shape_maskonly347,52,r2_outer_strong_005_r2_006_a401_maskonlyb02_07_compact_wizardhat,36,33,55,shape,wizardhat,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_07_compact_wizardhat_20260614_171913.asset,shape worktree
shape_maskonly347,53,r2_outer_strong_005_r2_006_a401_maskonlyb02_07_main_wizardhat,42,38,108,shape,wizardhat,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_07_main_wizardhat_20260614_171914.asset,shape worktree
shape_maskonly347,54,r2_outer_strong_005_r2_006_a401_maskonlyb02_07_large_wizardhat,44,43,111,shape,wizardhat,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_07_large_wizardhat_20260614_171915.asset,shape worktree
shape_maskonly347,55,r2_outer_strong_005_r2_006_a401_maskonlyb02_08_compact_magicbook,31,36,78,shape,magicbook,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_08_compact_magicbook_20260614_171916.asset,shape worktree
shape_maskonly347,56,r2_outer_strong_005_r2_006_a401_maskonlyb02_08_main_magicbook,36,42,138,shape,magicbook,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_08_main_magicbook_20260614_171918.asset,shape worktree
shape_maskonly347,57,r2_outer_strong_005_r2_006_a401_maskonlyb02_08_large_magicbook,40,47,155,shape,magicbook,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_08_large_magicbook_20260614_171919.asset,shape worktree
shape_maskonly347,58,r2_outer_strong_005_r2_006_a401_maskonlyb02_09_compact_fish,36,29,47,shape,fish,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_09_compact_fish_20260614_171920.asset,shape worktree
shape_maskonly347,59,r2_outer_strong_005_r2_006_a401_maskonlyb02_09_main_fish,42,34,113,shape,fish,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_09_main_fish_20260614_171921.asset,shape worktree
shape_maskonly347,60,r2_outer_strong_005_r2_006_a401_maskonlyb02_09_large_fish,44,38,106,shape,fish,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_09_large_fish_20260614_171922.asset,shape worktree
shape_maskonly347,61,r2_outer_strong_005_r2_006_a401_maskonlyb02_10_compact_wrappedcandy,32,24,47,shape,wrappedcandy,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_10_compact_wrappedcandy_20260614_171922.asset,shape worktree
shape_maskonly347,62,r2_outer_strong_005_r2_006_a401_maskonlyb02_10_main_wrappedcandy,34,26,82,shape,wrappedcandy,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_10_main_wrappedcandy_20260614_171923.asset,shape worktree
shape_maskonly347,63,r2_outer_strong_005_r2_006_a401_maskonlyb02_10_large_wrappedcandy,37,29,86,shape,wrappedcandy,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_10_large_wrappedcandy_20260614_171924.asset,shape worktree
shape_maskonly347,64,r2_outer_strong_005_r2_006_a401_maskonlyb02_11_compact_cupcake,29,36,64,shape,cupcake,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_11_compact_cupcake_20260614_171924.asset,shape worktree
shape_maskonly347,65,r2_outer_strong_005_r2_006_a401_maskonlyb02_11_main_cupcake,34,42,121,shape,cupcake,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_11_main_cupcake_20260614_171925.asset,shape worktree
shape_maskonly347,66,r2_outer_strong_005_r2_006_a401_maskonlyb02_11_large_cupcake,38,47,137,shape,cupcake,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_11_large_cupcake_20260614_171927.asset,shape worktree
shape_maskonly347,67,r2_outer_strong_005_r2_006_a401_maskonlyb02_12_compact_carrot,26,36,46,shape,carrot,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_12_compact_carrot_20260614_171927.asset,shape worktree
shape_maskonly347,68,r2_outer_strong_005_r2_006_a401_maskonlyb02_12_main_carrot,30,42,87,shape,carrot,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_12_main_carrot_20260614_171928.asset,shape worktree
shape_maskonly347,69,r2_outer_strong_005_r2_006_a401_maskonlyb02_12_large_carrot,34,47,95,shape,carrot,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_12_large_carrot_20260614_171936.asset,shape worktree
shape_maskonly347,70,r2_outer_strong_005_r2_006_a401_maskonlyb02_14_compact_strawberry,31,36,63,shape,strawberry,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_14_compact_strawberry_20260614_171939.asset,shape worktree
shape_maskonly347,71,r2_outer_strong_005_r2_006_a401_maskonlyb02_14_main_strawberry,36,42,126,shape,strawberry,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_14_main_strawberry_20260614_171940.asset,shape worktree
shape_maskonly347,72,r2_outer_strong_005_r2_006_a401_maskonlyb02_14_large_strawberry,40,47,135,shape,strawberry,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_14_large_strawberry_20260614_171941.asset,shape worktree
shape_maskonly347,73,r2_outer_strong_005_r2_006_a401_maskonlyb02_15_compact_kite,26,38,33,shape,kite,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_15_compact_kite_20260614_171941.asset,shape worktree
shape_maskonly347,74,r2_outer_strong_005_r2_006_a401_maskonlyb02_15_main_kite,30,44,70,shape,kite,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_15_main_kite_20260614_171942.asset,shape worktree
shape_maskonly347,75,r2_outer_strong_005_r2_006_a401_maskonlyb02_15_large_kite,34,49,78,shape,kite,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_15_large_kite_20260614_171956.asset,shape worktree
shape_maskonly347,76,r2_outer_strong_005_r2_006_a401_maskonlyb02_16_compact_pumpkin,33,29,58,shape,pumpkin,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_16_compact_pumpkin_20260614_171956.asset,shape worktree
shape_maskonly347,77,r2_outer_strong_005_r2_006_a401_maskonlyb02_16_main_pumpkin,38,34,125,shape,pumpkin,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_16_main_pumpkin_20260614_171957.asset,shape worktree
shape_maskonly347,78,r2_outer_strong_005_r2_006_a401_maskonlyb02_16_large_pumpkin,43,38,115,shape,pumpkin,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_16_large_pumpkin_20260614_171959.asset,shape worktree
shape_maskonly347,79,r2_outer_strong_005_r2_006_a401_maskonlyb02_17_compact_butterfly,36,33,77,shape,butterfly,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_17_compact_butterfly_20260614_171959.asset,shape worktree
shape_maskonly347,80,r2_outer_strong_005_r2_006_a401_maskonlyb02_17_main_butterfly,42,38,150,shape,butterfly,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_17_main_butterfly_20260614_172001.asset,shape worktree
shape_maskonly347,81,r2_outer_strong_005_r2_006_a401_maskonlyb02_17_large_butterfly,44,43,153,shape,butterfly,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_17_large_butterfly_20260614_172002.asset,shape worktree
shape_maskonly347,82,r2_outer_strong_005_r2_006_a401_maskonlyb02_18_compact_lollipop,29,36,60,shape,lollipop,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_18_compact_lollipop_20260614_172002.asset,shape worktree
shape_maskonly347,83,r2_outer_strong_005_r2_006_a401_maskonlyb02_18_main_lollipop,34,42,104,shape,lollipop,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_18_main_lollipop_20260614_172003.asset,shape worktree
shape_maskonly347,84,r2_outer_strong_005_r2_006_a401_maskonlyb02_18_large_lollipop,38,47,109,shape,lollipop,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb02_18_large_lollipop_20260614_172004.asset,shape worktree
shape_maskonly347,85,r2_outer_strong_005_r2_006_a401_maskonlyb03_01_compact_house,31,33,61,shape,house,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb03_01_compact_house_20260614_200046.asset,shape worktree
shape_maskonly347,86,r2_outer_strong_005_r2_006_a401_maskonlyb03_01_main_house,36,38,120,shape,house,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb03_01_main_house_20260614_200047.asset,shape worktree
shape_maskonly347,87,r2_outer_strong_005_r2_006_a401_maskonlyb03_01_large_house,40,43,126,shape,house,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb03_01_large_house_20260614_200048.asset,shape worktree
shape_maskonly347,88,r2_outer_strong_005_r2_006_a401_maskonlyb03_02_compact_guitar,29,38,44,shape,guitar,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb03_02_compact_guitar_20260614_200048.asset,shape worktree
shape_maskonly347,89,r2_outer_strong_005_r2_006_a401_maskonlyb03_02_main_guitar,34,44,91,shape,guitar,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb03_02_main_guitar_20260614_200050.asset,shape worktree
shape_maskonly347,90,r2_outer_strong_005_r2_006_a401_maskonlyb03_02_large_guitar,38,49,97,shape,guitar,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb03_02_large_guitar_20260614_200050.asset,shape worktree
shape_maskonly347,91,r2_outer_strong_005_r2_006_a401_maskonlyb03_03_compact_sailboat,33,33,44,shape,sailboat,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb03_03_compact_sailboat_20260614_200051.asset,shape worktree
shape_maskonly347,92,r2_outer_strong_005_r2_006_a401_maskonlyb03_03_main_sailboat,38,38,72,shape,sailboat,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb03_03_main_sailboat_20260614_200052.asset,shape worktree
shape_maskonly347,93,r2_outer_strong_005_r2_006_a401_maskonlyb03_03_large_sailboat,43,43,89,shape,sailboat,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb03_03_large_sailboat_20260614_200100.asset,shape worktree
shape_maskonly347,94,r2_outer_strong_005_r2_006_a401_maskonlyb03_04_compact_gamepad,36,28,64,shape,gamepad,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb03_04_compact_gamepad_20260614_200100.asset,shape worktree
shape_maskonly347,95,r2_outer_strong_005_r2_006_a401_maskonlyb03_04_main_gamepad,40,32,116,shape,gamepad,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb03_04_main_gamepad_20260614_200101.asset,shape worktree
shape_maskonly347,96,r2_outer_strong_005_r2_006_a401_maskonlyb03_04_large_gamepad,44,36,124,shape,gamepad,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb03_04_large_gamepad_20260614_200102.asset,shape worktree
shape_maskonly347,97,r2_outer_strong_005_r2_006_a401_maskonlyb04_01_compact_train,37,29,69,shape,train,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_01_compact_train_20260615_154532.asset,shape worktree
shape_maskonly347,98,r2_outer_strong_005_r2_006_a401_maskonlyb04_01_main_train,42,34,139,shape,train,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_01_main_train_20260615_154533.asset,shape worktree
shape_maskonly347,99,r2_outer_strong_005_r2_006_a401_maskonlyb04_01_large_train,44,38,146,shape,train,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_01_large_train_20260615_154535.asset,shape worktree
shape_maskonly347,100,r2_outer_strong_005_r2_006_a401_maskonlyb04_02_compact_tree,31,36,55,shape,tree,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_02_compact_tree_20260615_154535.asset,shape worktree
shape_maskonly347,101,r2_outer_strong_005_r2_006_a401_maskonlyb04_02_main_tree,36,42,119,shape,tree,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_02_main_tree_20260615_154536.asset,shape worktree
shape_maskonly347,102,r2_outer_strong_005_r2_006_a401_maskonlyb04_02_large_tree,40,47,121,shape,tree,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_02_large_tree_20260615_154538.asset,shape worktree
shape_maskonly347,103,r2_outer_strong_005_r2_006_a401_maskonlyb04_03_compact_waterdrop,26,36,51,shape,waterdrop,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_03_compact_waterdrop_20260615_154538.asset,shape worktree
shape_maskonly347,104,r2_outer_strong_005_r2_006_a401_maskonlyb04_03_main_waterdrop,30,42,102,shape,waterdrop,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_03_main_waterdrop_20260615_154539.asset,shape worktree
shape_maskonly347,105,r2_outer_strong_005_r2_006_a401_maskonlyb04_03_large_waterdrop,34,47,103,shape,waterdrop,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_03_large_waterdrop_20260615_154540.asset,shape worktree
shape_maskonly347,106,r2_outer_strong_005_r2_006_a401_maskonlyb04_04_compact_airplane,36,36,51,shape,airplane,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_04_compact_airplane_20260615_154540.asset,shape worktree
shape_maskonly347,107,r2_outer_strong_005_r2_006_a401_maskonlyb04_04_main_airplane,42,42,103,shape,airplane,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_04_main_airplane_20260615_154542.asset,shape worktree
shape_maskonly347,108,r2_outer_strong_005_r2_006_a401_maskonlyb04_04_large_airplane,44,47,99,shape,airplane,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_04_large_airplane_20260615_154548.asset,shape worktree
shape_maskonly347,109,r2_outer_strong_005_r2_006_a401_maskonlyb04_05_compact_alarmclock,33,36,70,shape,alarmclock,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_05_compact_alarmclock_20260615_154549.asset,shape worktree
shape_maskonly347,110,r2_outer_strong_005_r2_006_a401_maskonlyb04_05_main_alarmclock,38,42,142,shape,alarmclock,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_05_main_alarmclock_20260615_154550.asset,shape worktree
shape_maskonly347,111,r2_outer_strong_005_r2_006_a401_maskonlyb04_05_large_alarmclock,43,47,147,shape,alarmclock,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_05_large_alarmclock_20260615_154552.asset,shape worktree
shape_maskonly347,112,r2_outer_strong_005_r2_006_a401_maskonlyb04_06_compact_bicycle,37,29,68,shape,bicycle,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_06_compact_bicycle_20260615_154553.asset,shape worktree
shape_maskonly347,113,r2_outer_strong_005_r2_006_a401_maskonlyb04_06_main_bicycle,42,34,108,shape,bicycle,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_06_main_bicycle_20260615_154554.asset,shape worktree
shape_maskonly347,114,r2_outer_strong_005_r2_006_a401_maskonlyb04_06_large_bicycle,44,38,113,shape,bicycle,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_06_large_bicycle_20260615_154555.asset,shape worktree
shape_maskonly347,115,r2_outer_strong_005_r2_006_a401_maskonlyb04_07_compact_cactus,29,36,54,shape,cactus,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_07_compact_cactus_20260615_154556.asset,shape worktree
shape_maskonly347,116,r2_outer_strong_005_r2_006_a401_maskonlyb04_07_main_cactus,34,42,106,shape,cactus,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_07_main_cactus_20260615_154558.asset,shape worktree
shape_maskonly347,117,r2_outer_strong_005_r2_006_a401_maskonlyb04_07_large_cactus,38,47,116,shape,cactus,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_07_large_cactus_20260615_154559.asset,shape worktree
shape_maskonly347,118,r2_outer_strong_005_r2_006_a401_maskonlyb04_08_compact_car,34,26,54,shape,car,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_08_compact_car_20260615_154600.asset,shape worktree
shape_maskonly347,119,r2_outer_strong_005_r2_006_a401_maskonlyb04_08_main_car,38,30,90,shape,car,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_08_main_car_20260615_154601.asset,shape worktree
shape_maskonly347,120,r2_outer_strong_005_r2_006_a401_maskonlyb04_08_large_car,42,34,99,shape,car,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_08_large_car_20260615_154601.asset,shape worktree
shape_maskonly347,121,r2_outer_strong_005_r2_006_a401_maskonlyb04_09_compact_flag,33,36,58,shape,flag,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_09_compact_flag_20260615_154602.asset,shape worktree
shape_maskonly347,122,r2_outer_strong_005_r2_006_a401_maskonlyb04_09_main_flag,38,42,112,shape,flag,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_09_main_flag_20260615_154603.asset,shape worktree
shape_maskonly347,123,r2_outer_strong_005_r2_006_a401_maskonlyb04_09_large_flag,43,47,115,shape,flag,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_09_large_flag_20260615_154604.asset,shape worktree
shape_maskonly347,124,r2_outer_strong_005_r2_006_a401_maskonlyb04_10_compact_flame,29,36,61,shape,flame,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_10_compact_flame_20260615_154605.asset,shape worktree
shape_maskonly347,125,r2_outer_strong_005_r2_006_a401_maskonlyb04_10_main_flame,34,42,125,shape,flame,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_10_main_flame_20260615_154606.asset,shape worktree
shape_maskonly347,126,r2_outer_strong_005_r2_006_a401_maskonlyb04_10_large_flame,38,47,124,shape,flame,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_10_large_flame_20260615_154608.asset,shape worktree
shape_maskonly347,127,r2_outer_strong_005_r2_006_a401_maskonlyb04_11_compact_flower,29,38,70,shape,flower,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_11_compact_flower_20260615_154608.asset,shape worktree
shape_maskonly347,128,r2_outer_strong_005_r2_006_a401_maskonlyb04_11_main_flower,34,44,136,shape,flower,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_11_main_flower_20260615_154609.asset,shape worktree
shape_maskonly347,129,r2_outer_strong_005_r2_006_a401_maskonlyb04_11_large_flower,38,49,141,shape,flower,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_11_large_flower_20260615_154611.asset,shape worktree
shape_maskonly347,130,r2_outer_strong_005_r2_006_a401_maskonlyb04_12_compact_gear,33,33,57,shape,gear,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_12_compact_gear_20260615_154611.asset,shape worktree
shape_maskonly347,131,r2_outer_strong_005_r2_006_a401_maskonlyb04_12_main_gear,38,38,117,shape,gear,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_12_main_gear_20260615_154612.asset,shape worktree
shape_maskonly347,132,r2_outer_strong_005_r2_006_a401_maskonlyb04_12_large_gear,43,43,121,shape,gear,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_12_large_gear_20260615_154616.asset,shape worktree
shape_maskonly347,133,r2_outer_strong_005_r2_006_a401_maskonlyb04_13_compact_leaf,29,36,66,shape,leaf,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_13_compact_leaf_20260615_154616.asset,shape worktree
shape_maskonly347,134,r2_outer_strong_005_r2_006_a401_maskonlyb04_13_main_leaf,34,42,120,shape,leaf,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_13_main_leaf_20260615_154617.asset,shape worktree
shape_maskonly347,135,r2_outer_strong_005_r2_006_a401_maskonlyb04_13_large_leaf,38,47,130,shape,leaf,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_13_large_leaf_20260615_154618.asset,shape worktree
shape_maskonly347,136,r2_outer_strong_005_r2_006_a401_maskonlyb04_14_compact_mailbox,34,31,62,shape,mailbox,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_14_compact_mailbox_20260615_154619.asset,shape worktree
shape_maskonly347,137,r2_outer_strong_005_r2_006_a401_maskonlyb04_14_main_mailbox,40,36,106,shape,mailbox,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_14_main_mailbox_20260615_154619.asset,shape worktree
shape_maskonly347,138,r2_outer_strong_005_r2_006_a401_maskonlyb04_14_large_mailbox,44,40,119,shape,mailbox,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_14_large_mailbox_20260615_154620.asset,shape worktree
shape_maskonly347,139,r2_outer_strong_005_r2_006_a401_maskonlyb04_15_compact_medal,28,38,68,shape,medal,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_15_compact_medal_20260615_154621.asset,shape worktree
shape_maskonly347,140,r2_outer_strong_005_r2_006_a401_maskonlyb04_15_main_medal,32,44,118,shape,medal,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_15_main_medal_20260615_154622.asset,shape worktree
shape_maskonly347,141,r2_outer_strong_005_r2_006_a401_maskonlyb04_15_large_medal,36,49,140,shape,medal,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_15_large_medal_20260615_154623.asset,shape worktree
shape_maskonly347,142,r2_outer_strong_005_r2_006_a401_maskonlyb04_16_compact_phonehandset,29,36,43,shape,phonehandset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_16_compact_phonehandset_20260615_154624.asset,shape worktree
shape_maskonly347,143,r2_outer_strong_005_r2_006_a401_maskonlyb04_16_main_phonehandset,34,42,87,shape,phonehandset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_16_main_phonehandset_20260615_154638.asset,shape worktree
shape_maskonly347,144,r2_outer_strong_005_r2_006_a401_maskonlyb04_16_large_phonehandset,38,47,87,shape,phonehandset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_16_large_phonehandset_20260615_154659.asset,shape worktree
shape_maskonly347,145,r2_outer_strong_005_r2_006_a401_maskonlyb04_17_compact_skateboard,32,24,34,shape,skateboard,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_17_compact_skateboard_20260615_154659.asset,shape worktree
shape_maskonly347,146,r2_outer_strong_005_r2_006_a401_maskonlyb04_17_main_skateboard,32,24,59,shape,skateboard,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_17_main_skateboard_20260615_154700.asset,shape worktree
shape_maskonly347,147,r2_outer_strong_005_r2_006_a401_maskonlyb04_17_large_skateboard,35,27,56,shape,skateboard,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_17_large_skateboard_20260615_154706.asset,shape worktree
shape_maskonly347,148,r2_outer_strong_005_r2_006_a401_maskonlyb04_18_compact_television,36,31,74,shape,television,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_18_compact_television_20260615_154706.asset,shape worktree
