pool,candidateIndex,guid,worktreeRoot,packPath,assetPath,levelId,assetName,width,height,chains,arrowCells,coverage,longestChain,spawnMaskGuid,inferredShapeKey,parseStatus
shape_maskonly347,89,eeda47f3e1004be4e953c275833d91c5,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb03_02_main_guitar_20260614_200050.asset,r2_outer_strong_005_r2_006_a401_maskonlyb03_02_main_guitar,maskonlyb03_02_main_guitar_20260614_200050,34,44,91,625,0.418,13,bd3955c1ea51ad8459cf6ed4056d93bc,maskonlyb03_02_main_guitar,ok
shape_maskonly347,90,5354738cc414b744fb15fa6cc0b08716,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb03_02_large_guitar_20260614_200050.asset,r2_outer_strong_005_r2_006_a401_maskonlyb03_02_large_guitar,maskonlyb03_02_large_guitar_20260614_200050,38,49,97,781,0.419,17,d3b93e17c15855640bc0dc6309181eab,maskonlyb03_02_large_guitar,ok
shape_maskonly347,91,822c62f80a80bf344a0fd4a7cf5e6636,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb03_03_compact_sailboat_20260614_200051.asset,r2_outer_strong_005_r2_006_a401_maskonlyb03_03_compact_sailboat,maskonlyb03_03_compact_sailboat_20260614_200051,33,33,44,365,0.335,19,d308fa326fab51541b6e2e3f596e5713,maskonlyb03_03_compact_sailboat,ok
shape_maskonly347,92,8814f08a479818c4e95e5901ee029ab4,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb03_03_main_sailboat_20260614_200052.asset,r2_outer_strong_005_r2_006_a401_maskonlyb03_03_main_sailboat,maskonlyb03_03_main_sailboat_20260614_200052,38,38,72,508,0.352,13,c09ae426911c5184faa2f527565e4452,maskonlyb03_03_main_sailboat,ok
shape_maskonly347,93,a959c44206c84e2408fa373ac41f5fa9,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb03_03_large_sailboat_20260614_200100.asset,r2_outer_strong_005_r2_006_a401_maskonlyb03_03_large_sailboat,maskonlyb03_03_large_sailboat_20260614_200100,43,43,89,684,0.37,17,0868d8210d2a91148a33e968586dd144,maskonlyb03_03_large_sailboat,ok
shape_maskonly347,94,668b0f76f21281b4eb290ef56b1774de,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb03_04_compact_gamepad_20260614_200100.asset,r2_outer_strong_005_r2_006_a401_maskonlyb03_04_compact_gamepad,maskonlyb03_04_compact_gamepad_20260614_200100,36,28,64,661,0.656,24,c87889cb39b62d049b12663b8e147956,maskonlyb03_04_compact_gamepad,ok
shape_maskonly347,95,01e84e8142e4aa341bf8f817ac09e042,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb03_04_main_gamepad_20260614_200101.asset,r2_outer_strong_005_r2_006_a401_maskonlyb03_04_main_gamepad,maskonlyb03_04_main_gamepad_20260614_200101,40,32,116,831,0.649,13,aab4c0ecdcdae9349b4eb48572bb8cd8,maskonlyb03_04_main_gamepad,ok
shape_maskonly347,96,7aa760817f3c26541a0702544be8a64c,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb03_04_large_gamepad_20260614_200102.asset,r2_outer_strong_005_r2_006_a401_maskonlyb03_04_large_gamepad,maskonlyb03_04_large_gamepad_20260614_200102,44,36,124,1047,0.661,17,c81ef9f912b830e43afc4e3779893391,maskonlyb03_04_large_gamepad,ok
shape_maskonly347,97,223dd96a5c5126445b6b87084cffa934,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_01_compact_train_20260615_154532.asset,r2_outer_strong_005_r2_006_a401_maskonlyb04_01_compact_train,maskonlyb04_01_compact_train_20260615_154532,37,29,69,728,0.678,24,5ed2fff6d27023d4786f8240f4c06690,maskonlyb04_01_compact_train,ok
shape_maskonly347,98,d3e185d34e352ef4293f126c646d4997,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_01_main_train_20260615_154533.asset,r2_outer_strong_005_r2_006_a401_maskonlyb04_01_main_train,maskonlyb04_01_main_train_20260615_154533,42,34,139,976,0.683,13,7a8a583d041c4f94ea95e41d65b7dbf7,maskonlyb04_01_main_train,ok
shape_maskonly347,99,58e635f27b004f4499ed2d51d0437850,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_01_large_train_20260615_154535.asset,r2_outer_strong_005_r2_006_a401_maskonlyb04_01_large_train,maskonlyb04_01_large_train_20260615_154535,44,38,146,1136,0.679,17,0c09ebc3b94da0740ae397e5dc8f081f,maskonlyb04_01_large_train,ok
shape_maskonly347,100,a838e0cef6623a447bdd87cbba476911,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_02_compact_tree_20260615_154535.asset,r2_outer_strong_005_r2_006_a401_maskonlyb04_02_compact_tree,maskonlyb04_02_compact_tree_20260615_154535,31,36,55,653,0.585,24,6c15ef6ade97f5145a4bbe46c9e420ff,maskonlyb04_02_compact_tree,ok
shape_maskonly347,101,3f37fc5c886d49046a74e8fe2ad69d86,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_02_main_tree_20260615_154536.asset,r2_outer_strong_005_r2_006_a401_maskonlyb04_02_main_tree,maskonlyb04_02_main_tree_20260615_154536,36,42,119,873,0.577,13,b62a4479c724e074fb644ef8f20618be,maskonlyb04_02_main_tree,ok
shape_maskonly347,102,efe891940d74f164cb1584ca35a5a61b,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_02_large_tree_20260615_154538.asset,r2_outer_strong_005_r2_006_a401_maskonlyb04_02_large_tree,maskonlyb04_02_large_tree_20260615_154538,40,47,121,1103,0.587,17,c551a37c5f017434ca13ccabbfed0212,maskonlyb04_02_large_tree,ok
shape_maskonly347,103,bab2789c9b572b64b9f012296e89c819,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_03_compact_waterdrop_20260615_154538.asset,r2_outer_strong_005_r2_006_a401_maskonlyb04_03_compact_waterdrop,maskonlyb04_03_compact_waterdrop_20260615_154538,26,36,51,528,0.564,24,cd5aea5c610c2d1459b1dea4db1568e7,maskonlyb04_03_compact_waterdrop,ok
shape_maskonly347,104,bb37e8631bd828b4cbe2eba33bc218a2,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_03_main_waterdrop_20260615_154539.asset,r2_outer_strong_005_r2_006_a401_maskonlyb04_03_main_waterdrop,maskonlyb04_03_main_waterdrop_20260615_154539,30,42,102,719,0.571,13,d6aa2586731804641a561e3694a92f10,maskonlyb04_03_main_waterdrop,ok
shape_maskonly347,105,b9d77d95e13b670479f8d412a9fbbca4,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_03_large_waterdrop_20260615_154540.asset,r2_outer_strong_005_r2_006_a401_maskonlyb04_03_large_waterdrop,maskonlyb04_03_large_waterdrop_20260615_154540,34,47,103,910,0.569,17,3668bcc4a22501b4a98907d9fa795713,maskonlyb04_03_large_waterdrop,ok
shape_maskonly347,106,c4977f4e79e287f4c89c9b3dfde26da6,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_04_compact_airplane_20260615_154540.asset,r2_outer_strong_005_r2_006_a401_maskonlyb04_04_compact_airplane,maskonlyb04_04_compact_airplane_20260615_154540,36,36,51,540,0.417,22,e0c1c0ce0db411b45b9e71ec075e0da7,maskonlyb04_04_compact_airplane,ok
shape_maskonly347,107,ce9378a7750f364479219b8983adb298,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_04_main_airplane_20260615_154542.asset,r2_outer_strong_005_r2_006_a401_maskonlyb04_04_main_airplane,maskonlyb04_04_main_airplane_20260615_154542,42,42,103,749,0.425,13,d9a444255a1789f4c8051e513821146e,maskonlyb04_04_main_airplane,ok
shape_maskonly347,108,a8b2e391da810a94abdf2cc15fde38c9,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_04_large_airplane_20260615_154548.asset,r2_outer_strong_005_r2_006_a401_maskonlyb04_04_large_airplane,maskonlyb04_04_large_airplane_20260615_154548,44,47,99,868,0.42,17,f8ec76e302e8296448bfec54e5f68e0b,maskonlyb04_04_large_airplane,ok
shape_maskonly347,109,c71c07501198fa24f8849e4ea735b430,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_05_compact_alarmclock_20260615_154549.asset,r2_outer_strong_005_r2_006_a401_maskonlyb04_05_compact_alarmclock,maskonlyb04_05_compact_alarmclock_20260615_154549,33,36,70,758,0.638,24,f79188ff9f2e6fd4bb478e4de52c958e,maskonlyb04_05_compact_alarmclock,ok
shape_maskonly347,110,dd02d69cfae157c4e8239940a54f6188,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_05_main_alarmclock_20260615_154550.asset,r2_outer_strong_005_r2_006_a401_maskonlyb04_05_main_alarmclock,maskonlyb04_05_main_alarmclock_20260615_154550,38,42,142,1013,0.635,13,c4481825f7bc539428e80871855d21eb,maskonlyb04_05_main_alarmclock,ok
shape_maskonly347,111,ee2bb160f84b353409e3d9cee13ad98c,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_05_large_alarmclock_20260615_154552.asset,r2_outer_strong_005_r2_006_a401_maskonlyb04_05_large_alarmclock,maskonlyb04_05_large_alarmclock_20260615_154552,43,47,147,1289,0.638,17,de037db30cb53e4418b99bb074243fb7,maskonlyb04_05_large_alarmclock,ok
shape_maskonly347,112,f0070be6cd9837b4ea61803373199c9d,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_06_compact_bicycle_20260615_154553.asset,r2_outer_strong_005_r2_006_a401_maskonlyb04_06_compact_bicycle,maskonlyb04_06_compact_bicycle_20260615_154553,37,29,68,577,0.538,24,871ae5221eddfa34191e037dbf4647c5,maskonlyb04_06_compact_bicycle,ok
shape_maskonly347,113,a946328c8f1e4b04092524ba267e3324,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_06_main_bicycle_20260615_154554.asset,r2_outer_strong_005_r2_006_a401_maskonlyb04_06_main_bicycle,maskonlyb04_06_main_bicycle_20260615_154554,42,34,108,743,0.52,13,07bd4d9df67ca5f4f92d40fee1b2964d,maskonlyb04_06_main_bicycle,ok
shape_maskonly347,114,38b17019a206d6747ab2b8447c73df2f,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_06_large_bicycle_20260615_154555.asset,r2_outer_strong_005_r2_006_a401_maskonlyb04_06_large_bicycle,maskonlyb04_06_large_bicycle_20260615_154555,44,38,113,882,0.528,17,2bce7e3bf7bfcec4f8c298e04a2cf90f,maskonlyb04_06_large_bicycle,ok
shape_maskonly347,115,f13e04b850ea7094d84ee83e3aa53c42,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_07_compact_cactus_20260615_154556.asset,r2_outer_strong_005_r2_006_a401_maskonlyb04_07_compact_cactus,maskonlyb04_07_compact_cactus_20260615_154556,29,36,54,578,0.554,23,059f111801233ae4a85ecfd16c4518ea,maskonlyb04_07_compact_cactus,ok
shape_maskonly347,116,8fc5de5c24c51df41bbf458f6ed7cfa6,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_07_main_cactus_20260615_154558.asset,r2_outer_strong_005_r2_006_a401_maskonlyb04_07_main_cactus,maskonlyb04_07_main_cactus_20260615_154558,34,42,106,778,0.545,13,f179a8a2ad2d4264090a764a52250250,maskonlyb04_07_main_cactus,ok
shape_maskonly347,117,da44358c93ea49f449e62abae53c7147,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_07_large_cactus_20260615_154559.asset,r2_outer_strong_005_r2_006_a401_maskonlyb04_07_large_cactus,maskonlyb04_07_large_cactus_20260615_154559,38,47,116,986,0.552,17,69a4afcf173cc80478b0fce279d2147d,maskonlyb04_07_large_cactus,ok
shape_maskonly347,118,3b37d602c1d1acc4c9d72c445bdf5e35,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_08_compact_car_20260615_154600.asset,r2_outer_strong_005_r2_006_a401_maskonlyb04_08_compact_car,maskonlyb04_08_compact_car_20260615_154600,34,26,54,524,0.593,24,c64f771dfaab5d14385f0112243c62c6,maskonlyb04_08_compact_car,ok
shape_maskonly347,119,79501bada43793c48825eb06d77d0eca,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_08_main_car_20260615_154601.asset,r2_outer_strong_005_r2_006_a401_maskonlyb04_08_main_car,maskonlyb04_08_main_car_20260615_154601,38,30,90,662,0.581,13,5b071c4e0dbc0a94f8c6ee6e0cf1148c,maskonlyb04_08_main_car,ok
shape_maskonly347,120,64bba4e478ca9bb47b5975b908b77e85,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_08_large_car_20260615_154601.asset,r2_outer_strong_005_r2_006_a401_maskonlyb04_08_large_car,maskonlyb04_08_large_car_20260615_154601,42,34,99,840,0.588,17,e0d892c4c840e254db371ae123b19d1f,maskonlyb04_08_large_car,ok
shape_maskonly347,121,a1a77f9dbb2def54f8d637f63b9822c6,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_09_compact_flag_20260615_154602.asset,r2_outer_strong_005_r2_006_a401_maskonlyb04_09_compact_flag,maskonlyb04_09_compact_flag_20260615_154602,33,36,58,575,0.484,24,76f3d3287cc3d0745bfd231a7e0a6732,maskonlyb04_09_compact_flag,ok
shape_maskonly347,122,a523c4a1e6777e64abaf790a910e5af9,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_09_main_flag_20260615_154603.asset,r2_outer_strong_005_r2_006_a401_maskonlyb04_09_main_flag,maskonlyb04_09_main_flag_20260615_154603,38,42,112,765,0.479,13,e2d55465904a6af499d3f53b803b6ae7,maskonlyb04_09_main_flag,ok
shape_maskonly347,123,4664cbaed98b7bf47afa034388a86690,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_09_large_flag_20260615_154604.asset,r2_outer_strong_005_r2_006_a401_maskonlyb04_09_large_flag,maskonlyb04_09_large_flag_20260615_154604,43,47,115,955,0.473,17,fde8683b89e62d440bf4486325ee3741,maskonlyb04_09_large_flag,ok
shape_maskonly347,124,77c3c30ba088e464a81cb083d4472d01,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_10_compact_flame_20260615_154605.asset,r2_outer_strong_005_r2_006_a401_maskonlyb04_10_compact_flame,maskonlyb04_10_compact_flame_20260615_154605,29,36,61,620,0.594,24,b5a4ba4a02ef0ac4a97412055ca29bf7,maskonlyb04_10_compact_flame,ok
shape_maskonly347,125,d24f455ca963c7b49b9172bcf84ea2c2,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_10_main_flame_20260615_154606.asset,r2_outer_strong_005_r2_006_a401_maskonlyb04_10_main_flame,maskonlyb04_10_main_flame_20260615_154606,34,42,125,867,0.607,13,3b5220c680df89240bd1a48bd629b3cc,maskonlyb04_10_main_flame,ok
shape_maskonly347,126,5a31d1e93f9ef9742bfafa385c7417bb,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill,F:/Unityproject/ArrowLevel-Hand/.worktrees/shape-procedural-mask-fill/Assets/ArrowMagic/SOData/Packs/ShapeExperiment/MaskOnlyCollected/ShapeIconMaskOnlyAcceptedPoolPack.asset,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_10_large_flame_20260615_154608.asset,r2_outer_strong_005_r2_006_a401_maskonlyb04_10_large_flame,maskonlyb04_10_large_flame_20260615_154608,38,47,124,1072,0.6,17,fa1895ce1e6337141aede253d6db9c09,maskonlyb04_10_large_flame,ok
