order,action,lockReason,oldLevelId,oldType,levelType,difficulty,oldWidth,oldHeight,oldChains,newLevelId,newType,newWidth,newHeight,newChains,chainDelta,note
133,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_25_onion_maskproceduralvertical_30x42-mainknightmascottall,shape_magic,普通,1,30,42,95,r2_outer_strong_005_r2_006_a401_maskonlyb01_05_large_musicnote,shape,34,47,94,-1,musicnote:large
134,keep,,direct_pure_topup_01_24_direct_refresh_topup_rect_maze_long_chain_g2_v03,maze,普通,1,14,29,56,direct_pure_topup_01_24_direct_refresh_topup_rect_maze_long_chain_g2_v03,maze,14,29,56,0,
135,keep_locked,hole_position,hole_topup_012_topup_tall_20x30_shell,hole_rescue,hole,2,20,30,52,hole_topup_012_topup_tall_20x30_shell,hole_rescue,20,30,52,0,hole_position
136,keep,,direct_normal_39_direct_normal_rect_quasi_symmetry_g3_v04,section,普通,3,23,36,113,direct_normal_39_direct_normal_rect_quasi_symmetry_g3_v04,section,23,36,113,0,
137,keep,,direct_pure_topup_04_19_direct_normal_pure_rect_lock_buckle_g8_v03,lock,普通,1,21,31,80,direct_pure_topup_04_19_direct_normal_pure_rect_lock_buckle_g8_v03,lock,21,31,80,0,
138,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_supp_04_onion_maskfinalsupplement_30x42-mainspacecometicontall,shape_space,普通,1,30,42,96,r2_outer_strong_005_r2_006_a401_maskonlyb09_05_main_scissorsvarianta,shape,38,42,95,-1,scissorsvarianta:main
139,keep,,direct_normal_68_direct_normal_rect_stair_push_g0_v07,section,普通,1,20,39,101,direct_normal_68_direct_normal_rect_stair_push_g0_v07,section,20,39,101,0,
140,keep,,direct_normal_92_direct_normal_rect_section_unlock_g3_v10,section,普通,2,23,34,102,direct_normal_92_direct_normal_rect_section_unlock_g3_v10,section,23,34,102,0,
141,keep,,direct_normal_35_direct_normal_rect_sweep_g3_v04,sweep,普通,1,23,39,114,direct_normal_35_direct_normal_rect_sweep_g3_v04,sweep,23,39,114,0,
142,keep_locked,hole_position,hole_candidate_038_std_26x24_dual,hole_rescue,hole,1,26,24,50,hole_candidate_038_std_26x24_dual,hole_rescue,26,24,50,0,hole_position
143,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_76_onion_maskproceduralvertical_30x42-mainmagichattall,shape_magic,普通,1,30,42,91,r2_outer_strong_005_r2_006_a401_maskonlyb05_19_large_watermelonslice,shape,42,34,87,-4,watermelonslice:large
144,keep,,direct_normal_103_direct_normal_rect_lock_buckle_g4_v11,lock,普通,1,22,40,113,direct_normal_103_direct_normal_rect_lock_buckle_g4_v11,lock,22,40,113,0,
145,keep,,direct_pure_normal_extra_02_16_direct_normal_pure_extra_rect_maze_long_chain_g19_v05,maze,普通,1,21,34,95,direct_pure_normal_extra_02_16_direct_normal_pure_extra_rect_maze_long_chain_g19_v05,maze,21,34,95,0,
146,keep,,direct_pure_topup_06_12_direct_normal_pure_rect_dense_weave_g7_v08,dense,普通,1,22,31,95,direct_pure_topup_06_12_direct_normal_pure_rect_dense_weave_g7_v08,dense,22,31,95,0,
147,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_29_long_maskproceduralvertical_30x44-mainlibertystatuetall,shape_landmark,普通,2,30,44,101,r2_outer_strong_005_r2_006_a401_maskonlyb08_09_large_caveentrance,shape,44,43,100,-1,caveentrance:large
148,keep,,direct_normal_08_direct_normal_rect_stair_push_g0_v01,section,普通,4,22,34,105,direct_normal_08_direct_normal_rect_stair_push_g0_v01,section,22,34,105,0,
149,keep,,direct_normal_126_direct_normal_rect_core_burst_g0_v13,lock,普通,2,22,39,114,direct_normal_126_direct_normal_rect_core_burst_g0_v13,lock,22,39,114,0,
150,keep,,direct_normal_topup_65_direct_normal_topup_rect_section_unlock_g8_v09,section,普通,3,20,37,104,direct_normal_topup_65_direct_normal_topup_rect_section_unlock_g8_v09,section,20,37,104,0,
151,keep_locked,hole_position,hole_highchain_016_hc_30x28_dual_a,hole_rescue,hole,3,30,28,80,hole_highchain_016_hc_30x28_dual_a,hole_rescue,30,28,80,0,hole_position
152,keep,,direct_normal_133_direct_normal_rect_lock_buckle_g1_v14,lock,普通,1,21,39,106,direct_normal_133_direct_normal_rect_lock_buckle_g1_v14,lock,21,39,106,0,
153,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_21_long_maskproceduralvertical_30x42-mainraisedhandmascottall,shape_character,普通,4,30,42,101,r2_outer_strong_005_r2_006_a401_maskonlyb02_01_large_paperplane,shape,44,38,102,1,paperplane:large
154,keep,,direct_normal_98_direct_normal_rect_stair_push_g3_v10,section,普通,2,23,38,113,direct_normal_98_direct_normal_rect_stair_push_g3_v10,section,23,38,113,0,
155,keep,,direct_pure_normal_extra_02_19_direct_normal_pure_extra_rect_dense_weave_g20_v06,dense,普通,1,18,35,84,direct_pure_normal_extra_02_19_direct_normal_pure_extra_rect_dense_weave_g20_v06,dense,18,35,84,0,
156,keep,,direct_normal_29_direct_normal_rect_quasi_symmetry_g2_v03,section,普通,3,22,34,108,direct_normal_29_direct_normal_rect_quasi_symmetry_g2_v03,section,22,34,108,0,
157,keep,,direct_pure_topup_06_05_direct_normal_pure_rect_sweep_g6_v07,sweep,普通,1,20,33,84,direct_pure_topup_06_05_direct_normal_pure_rect_sweep_g6_v07,sweep,20,33,84,0,
158,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_106_onion_maskproceduralvertical_30x42-maindistinctlettermtall,shape_symbol,普通,1,30,42,100,r2_outer_strong_005_r2_006_a401_maskonlyb01_07_large_starfish,shape,43,43,99,-1,starfish:large
159,keep,,direct_normal_137_direct_normal_rect_dual_zone_g1_v14,section,普通,1,21,37,100,direct_normal_137_direct_normal_rect_dual_zone_g1_v14,section,21,37,100,0,
160,keep,,direct_pure_topup_04_14_direct_normal_pure_rect_core_burst_g7_v02,lock,普通,1,21,31,76,direct_pure_topup_04_14_direct_normal_pure_rect_core_burst_g7_v02,lock,21,31,76,0,
161,keep,,nomask_style_expansion_36_snake_spine_tall,sweep,普通,1,17,30,53,nomask_style_expansion_36_snake_spine_tall,sweep,17,30,53,0,
162,keep,,direct_pure_topup_06_04_direct_normal_pure_rect_dense_weave_g6_v07,dense,普通,1,19,38,95,direct_pure_topup_06_04_direct_normal_pure_rect_dense_weave_g6_v07,dense,19,38,95,0,
163,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_66_onion_maskproceduralvertical_32x42-mainoceanpufferfishtall,shape_ocean,普通,1,32,42,101,r2_outer_strong_005_r2_006_a401_maskonlyb05_16_main_ring,shape,34,42,99,-2,ring:main
164,keep,,direct_normal_topup_18_direct_normal_topup_rect_lock_buckle_g8_v03,lock,普通,1,23,38,114,direct_normal_topup_18_direct_normal_topup_rect_lock_buckle_g8_v03,lock,23,38,114,0,
165,keep,,direct_pure_topup_05_08_direct_normal_pure_rect_maze_long_chain_g9_v04,maze,普通,1,19,31,77,direct_pure_topup_05_08_direct_normal_pure_rect_maze_long_chain_g9_v04,maze,19,31,77,0,
166,keep,,direct_polish_clean_19_direct_polish_normal_rect_section_unlock_g2_v03,section,普通,2,20,38,119,direct_polish_clean_19_direct_polish_normal_rect_section_unlock_g2_v03,section,20,38,119,0,
167,keep_locked,hole_position,hole_topup_043_topup_wide_26x22_maze,hole_rescue,hole,1,26,22,53,hole_topup_043_topup_wide_26x22_maze,hole_rescue,26,22,53,0,hole_position
168,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_102_onion_maskproceduralvertical_28x42-maindistinctboottall,shape_object,普通,2,28,42,100,r2_outer_strong_005_r2_006_a401_maskonlyb09_23_large_lightningbolt,shape,34,49,97,-3,lightningbolt:large
169,keep,,direct_normal_31_direct_normal_rect_outer_shell_g3_v04,lock,普通,4,23,40,115,direct_normal_31_direct_normal_rect_outer_shell_g3_v04,lock,23,40,115,0,
170,keep,,direct_normal_topup_71_direct_normal_topup_rect_quasi_symmetry_g8_v09,section,普通,1,22,37,104,direct_normal_topup_71_direct_normal_topup_rect_quasi_symmetry_g8_v09,section,22,37,104,0,
171,keep,,direct_normal_topup_03_direct_normal_topup_rect_dense_weave_g6_v01,dense,普通,1,22,38,108,direct_normal_topup_03_direct_normal_topup_rect_dense_weave_g6_v01,dense,22,38,108,0,
172,keep,,direct_normal_topup_22_direct_normal_topup_rect_stair_push_g8_v03,section,普通,2,23,34,106,direct_normal_topup_22_direct_normal_topup_rect_stair_push_g8_v03,section,23,34,106,0,
173,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_08_onion_maskproceduralvertical_28x40-maincandletall,shape_magic,普通,2,28,40,104,r2_outer_strong_005_r2_006_a401_maskonlyb05_18_large_teapot,shape,44,38,104,0,teapot:large
174,keep,,direct_pure_topup_06_24_direct_normal_pure_rect_maze_long_chain_g8_v09,maze,普通,1,19,36,95,direct_pure_topup_06_24_direct_normal_pure_rect_maze_long_chain_g8_v09,maze,19,36,95,0,
175,keep,,direct_pure_normal_extra_01_09_direct_normal_pure_extra_rect_section_unlock_g16_v02,section,普通,2,20,33,92,direct_pure_normal_extra_01_09_direct_normal_pure_extra_rect_section_unlock_g16_v02,section,20,33,92,0,
176,keep,,direct_normal_16_direct_normal_rect_core_burst_g1_v02,lock,普通,1,23,37,112,direct_normal_16_direct_normal_rect_core_burst_g1_v02,lock,23,37,112,0,
177,keep_locked,hole_position,hole_candidate_074_wide_28x22_dense,hole_rescue,hole,1,28,22,52,hole_candidate_074_wide_28x22_dense,hole_rescue,28,22,52,0,hole_position
178,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_27_onion_maskproceduralvertical_30x42-mainpainterbusttall,shape_art,普通,3,30,42,104,r2_outer_strong_005_r2_006_a401_maskonlyb01_11_main_shell,shape,38,34,104,0,shell:main
179,keep,,direct_normal_topup_26_direct_normal_topup_rect_lock_buckle_g9_v04,lock,普通,1,22,39,115,direct_normal_topup_26_direct_normal_topup_rect_lock_buckle_g9_v04,lock,22,39,115,0,
180,keep,,direct_normal_topup_56_direct_normal_topup_rect_sweep_g6_v07,sweep,普通,3,21,38,108,direct_normal_topup_56_direct_normal_topup_rect_sweep_g6_v07,sweep,21,38,108,0,
181,keep,,direct_normal_90_direct_normal_rect_maze_long_chain_g2_v09,maze,普通,1,22,36,106,direct_normal_90_direct_normal_rect_maze_long_chain_g2_v09,maze,22,36,106,0,
182,keep,,direct_pure_topup_04_06_direct_normal_pure_rect_core_burst_g6_v01,lock,普通,1,18,38,88,direct_pure_topup_04_06_direct_normal_pure_rect_core_burst_g6_v01,lock,18,38,88,0,
183,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_60_onion_maskproceduralvertical_28x42-mainoceanshelltall,shape_ocean,普通,4,28,42,104,r2_outer_strong_005_r2_006_a401_maskonlyb04_04_main_airplane,shape,42,42,103,-1,airplane:main
184,keep_locked,hole_position,hole_topup_024_topup_std_24x28_dual,hole_rescue,hole,1,24,28,55,hole_topup_024_topup_std_24x28_dual,hole_rescue,24,28,55,0,hole_position
185,keep,,direct_normal_158_direct_normal_rect_stair_push_g3_v16,section,普通,2,21,37,103,direct_normal_158_direct_normal_rect_stair_push_g3_v16,section,21,37,103,0,
186,keep,,direct_normal_55_direct_normal_rect_sweep_g5_v06,sweep,普通,1,21,36,104,direct_normal_55_direct_normal_rect_sweep_g5_v06,sweep,21,36,104,0,
187,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_33_onion_maskproceduralvertical_30x44-mainclocktowertall,shape_landmark,普通,2,30,44,105,r2_outer_strong_005_r2_006_a401_maskonlyb04_03_main_waterdrop,shape,30,42,102,-3,waterdrop:main
188,keep,,direct_normal_topup_61_direct_normal_topup_rect_dual_zone_g7_v08,section,普通,1,21,38,106,direct_normal_topup_61_direct_normal_topup_rect_dual_zone_g7_v08,section,21,38,106,0,
189,keep,,direct_normal_56_direct_normal_rect_core_burst_g5_v06,lock,普通,1,23,38,112,direct_normal_56_direct_normal_rect_core_burst_g5_v06,lock,23,38,112,0,
190,keep,,direct_polish_clean_01_direct_polish_normal_rect_section_unlock_g0_v01,section,普通,1,20,36,112,direct_polish_clean_01_direct_polish_normal_rect_section_unlock_g0_v01,section,20,36,112,0,
191,keep,,direct_pure_normal_extra_02_18_direct_normal_pure_extra_rect_lock_buckle_g20_v06,lock,普通,1,21,33,95,direct_pure_normal_extra_02_18_direct_normal_pure_extra_rect_lock_buckle_g20_v06,lock,21,33,95,0,
192,keep_locked,hole_position,hole_highchain_017_hc_28x30_dense_a,hole_rescue,hole,3,28,30,82,hole_highchain_017_hc_28x30_dense_a,hole_rescue,28,30,82,0,hole_position
193,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_61_onion_maskproceduralvertical_30x40-mainoceanstarfishtall,shape_ocean,普通,2,30,40,102,r2_outer_strong_005_r2_006_a401_maskonlyb07_08_large_robothead,shape,44,40,102,0,robothead:large
194,keep,,direct_pure_normal_extra_01_11_direct_normal_pure_extra_rect_dense_weave_g16_v02,dense,普通,1,18,37,87,direct_pure_normal_extra_01_11_direct_normal_pure_extra_rect_dense_weave_g16_v02,dense,18,37,87,0,
195,keep,,direct_normal_topup_08_direct_normal_topup_rect_sweep_g6_v01,sweep,普通,1,23,37,106,direct_normal_topup_08_direct_normal_topup_rect_sweep_g6_v01,sweep,23,37,106,0,
196,keep,,direct_polish_clean_13_direct_polish_normal_rect_core_burst_g1_v02,lock,普通,2,21,40,135,direct_polish_clean_13_direct_polish_normal_rect_core_burst_g1_v02,lock,21,40,135,0,
197,keep,,direct_pure_topup_05_24_direct_normal_pure_rect_maze_long_chain_g11_v06,maze,普通,1,20,33,83,direct_pure_topup_05_24_direct_normal_pure_rect_maze_long_chain_g11_v06,maze,20,33,83,0,
198,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_104_onion_maskproceduralvertical_30x42-maindistinctplugtall,shape_object,普通,1,30,42,105,r2_outer_strong_005_r2_006_a401_maskonlyb05_09_main_headphones,shape,40,38,104,-1,headphones:main
199,keep,,direct_normal_42_direct_normal_rect_section_unlock_g4_v05,section,普通,1,22,38,108,direct_normal_42_direct_normal_rect_section_unlock_g4_v05,section,22,38,108,0,
200,keep,,direct_normal_topup_06_direct_normal_topup_rect_stair_push_g6_v01,section,普通,1,21,38,106,direct_normal_topup_06_direct_normal_topup_rect_stair_push_g6_v01,section,21,38,106,0,
201,keep_locked,hole_position,hole_candidate_037_std_26x24_section,hole_rescue,hole,1,26,24,56,hole_candidate_037_std_26x24_section,hole_rescue,26,24,56,0,hole_position
202,keep,,direct_pure_topup_06_09_direct_normal_pure_rect_outer_shell_g7_v08,dense,普通,1,19,38,94,direct_pure_topup_06_09_direct_normal_pure_rect_outer_shell_g7_v08,dense,19,38,94,0,
203,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_63_onion_maskproceduralvertical_30x42-mainoceanflipperstall,shape_ocean,普通,1,30,42,103,r2_outer_strong_005_r2_006_a401_maskonlyb05_10_large_microphone,shape,34,49,102,-1,microphone:large
204,keep,,direct_normal_67_direct_normal_rect_dual_zone_g0_v07,section,普通,1,22,36,107,direct_normal_67_direct_normal_rect_dual_zone_g0_v07,section,22,36,107,0,
205,keep,,direct_normal_131_direct_normal_rect_outer_shell_g1_v14,sweep,普通,1,21,40,111,direct_normal_131_direct_normal_rect_outer_shell_g1_v14,sweep,21,40,111,0,
206,keep,,direct_normal_topup_04_direct_normal_topup_rect_core_burst_g6_v01,lock,普通,1,23,34,103,direct_normal_topup_04_direct_normal_topup_rect_core_burst_g6_v01,lock,23,34,103,0,
207,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_supp_05_onion_maskfinalsupplement_30x42-mainmusicheadphonestall,shape_music,普通,1,30,42,103,r2_outer_strong_005_r2_006_a401_maskonlyb01_01_large_mushroom,shape,38,38,102,-1,mushroom:large
208,keep,,direct_normal_12_direct_normal_rect_section_unlock_g1_v02,section,普通,1,23,39,111,direct_normal_12_direct_normal_rect_section_unlock_g1_v02,section,23,39,111,0,
209,keep,,direct_pure_topup_08_08_direct_polish_hard_pure_rect_lock_buckle_g12_v04,lock,普通,4,23,42,157,direct_pure_topup_08_08_direct_polish_hard_pure_rect_lock_buckle_g12_v04,lock,23,42,157,0,
210,keep,,direct_normal_149_direct_normal_rect_quasi_symmetry_g2_v15,section,普通,3,22,38,113,direct_normal_149_direct_normal_rect_quasi_symmetry_g2_v15,section,22,38,113,0,
211,keep,,direct_normal_135_direct_normal_rect_sweep_g1_v14,sweep,普通,1,21,39,103,direct_normal_135_direct_normal_rect_sweep_g1_v14,sweep,21,39,103,0,
212,keep,,direct_pure_normal_extra_01_16_direct_normal_pure_extra_rect_maze_long_chain_g16_v02,maze,普通,1,19,35,85,direct_pure_normal_extra_01_16_direct_normal_pure_extra_rect_maze_long_chain_g16_v02,maze,19,35,85,0,
213,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_07_onion_maskproceduralvertical_30x42-maincactustall,shape_nature,普通,1,30,42,106,r2_outer_strong_005_r2_006_a401_maskonlyb05_03_large_bowlingpin,shape,31,49,105,-1,bowlingpin:large
214,keep,,direct_normal_66_direct_normal_rect_core_burst_g0_v07,lock,普通,1,20,40,105,direct_normal_66_direct_normal_rect_core_burst_g0_v07,lock,20,40,105,0,
215,keep,,direct_pure_topup_05_12_direct_normal_pure_rect_dense_weave_g10_v05,dense,普通,1,18,36,90,direct_pure_topup_05_12_direct_normal_pure_rect_dense_weave_g10_v05,dense,18,36,90,0,
216,keep,,direct_pure_topup_09_08_direct_polish_hard_pure_rect_stair_push_g14_v06,section,普通,2,21,42,144,direct_pure_topup_09_08_direct_polish_hard_pure_rect_stair_push_g14_v06,section,21,42,144,0,
217,keep_locked,hole_position,hole_candidate_072_wide_28x22_lock,hole_rescue,hole,1,28,22,56,hole_candidate_072_wide_28x22_lock,hole_rescue,28,22,56,0,hole_position
218,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_16_onion_maskproceduralvertical_30x42-maintrainfronttall,shape_vehicle,普通,3,30,42,106,r2_outer_strong_005_r2_006_a401_maskonlyb04_14_main_mailbox,shape,40,36,106,0,mailbox:main
219,keep,,direct_normal_topup_17_direct_normal_topup_rect_section_unlock_g8_v03,section,普通,1,22,36,105,direct_normal_topup_17_direct_normal_topup_rect_section_unlock_g8_v03,section,22,36,105,0,
220,keep,,direct_pure_normal_extra_02_10_direct_normal_pure_extra_rect_lock_buckle_g19_v05,lock,普通,2,19,32,80,direct_pure_normal_extra_02_10_direct_normal_pure_extra_rect_lock_buckle_g19_v05,lock,19,32,80,0,
221,keep,,direct_normal_topup_11_direct_normal_topup_rect_dense_weave_g7_v02,dense,普通,3,21,39,109,direct_normal_topup_11_direct_normal_topup_rect_dense_weave_g7_v02,dense,21,39,109,0,
222,keep,,direct_normal_26_direct_normal_rect_core_burst_g2_v03,lock,普通,1,20,39,104,direct_normal_26_direct_normal_rect_core_burst_g2_v03,lock,20,39,104,0,
223,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_supp_08_onion_maskfinalsupplement_30x42-mainmusicdrumtall,shape_music,普通,3,30,42,103,r2_outer_strong_005_r2_006_a401_maskonlyb01_03_large_magnifier,shape,38,47,102,-1,magnifier:large
224,keep,,direct_normal_27_direct_normal_rect_dual_zone_g2_v03,section,普通,1,22,35,108,direct_normal_27_direct_normal_rect_dual_zone_g2_v03,section,22,35,108,0,
225,keep_locked,hole_position,hole_topup_022_topup_std_22x28_maze,hole_rescue,hole,1,22,28,57,hole_topup_022_topup_std_22x28_maze,hole_rescue,22,28,57,0,hole_position
226,keep,,direct_normal_69_direct_normal_rect_quasi_symmetry_g0_v07,section,普通,1,22,35,105,direct_normal_69_direct_normal_rect_quasi_symmetry_g0_v07,section,22,35,105,0,
227,keep,,direct_polish_hard_02_direct_polish_hard_rect_lock_buckle_g4_v01,lock,普通,2,24,43,163,direct_polish_hard_02_direct_polish_hard_rect_lock_buckle_g4_v01,lock,24,43,163,0,
228,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_97_long_maskproceduralvertical_30x42-maindistinctghosttall,shape_magic,普通,1,30,42,109,r2_outer_strong_005_r2_006_a401_maskonlyb02_05_large_icecreamcone,shape,36,49,109,0,icecreamcone:large
229,keep,,direct_normal_152_direct_normal_rect_section_unlock_g3_v16,section,普通,1,21,40,107,direct_normal_152_direct_normal_rect_section_unlock_g3_v16,section,21,40,107,0,
230,keep,,direct_pure_topup_04_05_direct_normal_pure_rect_sweep_g6_v01,sweep,普通,1,22,35,101,direct_pure_topup_04_05_direct_normal_pure_rect_sweep_g6_v01,sweep,22,35,101,0,
231,keep,,direct_pure_normal_extra_03_08_direct_normal_pure_extra_rect_maze_long_chain_g15_v07,maze,普通,1,21,31,103,direct_pure_normal_extra_03_08_direct_normal_pure_extra_rect_maze_long_chain_g15_v07,maze,21,31,103,0,
232,keep,,direct_polish_clean_04_direct_polish_normal_rect_core_burst_g0_v01,lock,普通,3,23,39,143,direct_polish_clean_04_direct_polish_normal_rect_core_burst_g0_v01,lock,23,39,143,0,
233,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_110_onion_maskproceduralvertical_34x46-transitiondistinctscissorstall,shape_object,普通,1,34,46,108,r2_outer_strong_005_r2_006_a401_maskonlyb04_20_large_trafficcone,shape,38,47,110,2,trafficcone:large
234,keep,,nomask_style_expansion_16_zig_river_a,sweep,普通,1,18,25,54,nomask_style_expansion_16_zig_river_a,sweep,18,25,54,0,
235,keep_locked,hole_position,hole_topup_045_topup_wide_28x22_dual,hole_rescue,hole,2,28,22,58,hole_topup_045_topup_wide_28x22_dual,hole_rescue,28,22,58,0,hole_position
236,keep,,direct_normal_topup_47_direct_normal_topup_rect_quasi_symmetry_g11_v06,section,普通,1,21,39,107,direct_normal_topup_47_direct_normal_topup_rect_quasi_symmetry_g11_v06,section,21,39,107,0,
237,keep,,direct_normal_71_direct_normal_rect_outer_shell_g1_v08,lock,普通,1,23,34,104,direct_normal_71_direct_normal_rect_outer_shell_g1_v08,lock,23,34,104,0,
238,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_15_onion_maskproceduralvertical_30x42-mainsnowmantall,shape_character,普通,2,30,42,108,r2_outer_strong_005_r2_006_a401_maskonlyb04_07_main_cactus,shape,34,42,106,-2,cactus:main
239,keep,,direct_polish_hard_19_direct_polish_hard_rect_section_unlock_g6_v03,section,普通,4,24,44,171,direct_polish_hard_19_direct_polish_hard_rect_section_unlock_g6_v03,section,24,44,171,0,
240,keep,,direct_polish_clean_05_direct_polish_normal_rect_dual_zone_g0_v01,section,普通,1,20,36,117,direct_polish_clean_05_direct_polish_normal_rect_dual_zone_g0_v01,section,20,36,117,0,
241,keep,,direct_normal_115_direct_normal_rect_sweep_g5_v12,sweep,普通,4,23,42,120,direct_normal_115_direct_normal_rect_sweep_g5_v12,sweep,23,42,120,0,
242,keep_locked,hole_position,hole_highchain_004_hc_32x28_dual_a,hole_rescue,hole,1,32,28,83,hole_highchain_004_hc_32x28_dual_a,hole_rescue,32,28,83,0,hole_position
243,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_23_onion_maskproceduralvertical_30x42-mainastronautmascottall,shape_space,普通,2,30,42,111,r2_outer_strong_005_r2_006_a401_maskonlyb08_01_main_tornado,shape,34,44,111,0,tornado:main
244,keep,,direct_normal_topup_62_direct_normal_topup_rect_stair_push_g7_v08,section,普通,3,22,40,115,direct_normal_topup_62_direct_normal_topup_rect_stair_push_g7_v08,section,22,40,115,0,
245,keep,,direct_polish_clean_22_direct_polish_normal_rect_core_burst_g2_v03,lock,普通,4,23,41,150,direct_polish_clean_22_direct_polish_normal_rect_core_burst_g2_v03,lock,23,41,150,0,
246,keep,,direct_normal_150_direct_normal_rect_maze_long_chain_g2_v15,maze,普通,1,20,42,109,direct_normal_150_direct_normal_rect_maze_long_chain_g2_v15,maze,20,42,109,0,
247,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_103_onion_maskproceduralvertical_28x42-maindistinctmittentall,shape_object,普通,2,28,42,109,r2_outer_strong_005_r2_006_a401_maskonlyb02_18_large_lollipop,shape,38,47,109,0,lollipop:large
248,keep,,direct_normal_07_direct_normal_rect_dual_zone_g0_v01,section,普通,2,20,38,102,direct_normal_07_direct_normal_rect_dual_zone_g0_v01,section,20,38,102,0,
249,keep,,direct_polish_clean_20_direct_polish_normal_rect_lock_buckle_g2_v03,lock,普通,2,21,41,137,direct_polish_clean_20_direct_polish_normal_rect_lock_buckle_g2_v03,lock,21,41,137,0,
250,keep,,direct_normal_134_direct_normal_rect_dense_weave_g1_v14,dense,普通,2,23,35,107,direct_normal_134_direct_normal_rect_dense_weave_g1_v14,dense,23,35,107,0,
251,keep_locked,hole_position,hole_candidate_047_std_28x24_shell,hole_rescue,hole,1,28,24,59,hole_candidate_047_std_28x24_shell,hole_rescue,28,24,59,0,hole_position
252,keep,,direct_pure_topup_09_06_direct_polish_hard_pure_rect_core_burst_g14_v06,lock,普通,3,24,38,147,direct_pure_topup_09_06_direct_polish_hard_pure_rect_core_burst_g14_v06,lock,24,38,147,0,
253,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_supp_01_onion_maskfinalsupplement_30x42-mainspacesaturnicontall,shape_space,普通,2,30,42,111,r2_outer_strong_005_r2_006_a401_maskonlyb06_01_main_brickcellphone,shape,34,44,112,1,brickcellphone:main
254,keep,,direct_normal_topup_38_direct_normal_topup_rect_stair_push_g10_v05,section,普通,2,21,36,101,direct_normal_topup_38_direct_normal_topup_rect_stair_push_g10_v05,section,21,36,101,0,
255,keep,,direct_normal_151_direct_normal_rect_outer_shell_g3_v16,dense,普通,1,23,37,110,direct_normal_151_direct_normal_rect_outer_shell_g3_v16,dense,23,37,110,0,
256,keep,,direct_polish_hard_07_direct_polish_hard_rect_quasi_symmetry_g4_v01,section,普通,3,24,42,159,direct_polish_hard_07_direct_polish_hard_rect_quasi_symmetry_g4_v01,section,24,42,159,0,
257,keep,,direct_normal_153_direct_normal_rect_lock_buckle_g3_v16,lock,普通,1,23,36,107,direct_normal_153_direct_normal_rect_lock_buckle_g3_v16,lock,23,36,107,0,
258,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_64_onion_maskproceduralvertical_28x44-mainoceanseaweedtall,shape_ocean,普通,1,28,44,110,r2_outer_strong_005_r2_006_a401_maskonlyb09_02_main_questionmarkvarianta,shape,34,44,110,0,questionmarkvarianta:main
259,keep,,direct_pure_topup_10_18_direct_polish_hard_pure_rect_outer_shell_g11_v09,sweep,普通,1,21,38,126,direct_pure_topup_10_18_direct_polish_hard_pure_rect_outer_shell_g11_v09,sweep,21,38,126,0,
260,keep,,direct_normal_78_direct_normal_rect_stair_push_g1_v08,section,普通,1,21,34,101,direct_normal_78_direct_normal_rect_stair_push_g1_v08,section,21,34,101,0,
261,keep,,direct_normal_75_direct_normal_rect_sweep_g1_v08,sweep,普通,2,23,40,120,direct_normal_75_direct_normal_rect_sweep_g1_v08,sweep,23,40,120,0,
262,keep,,direct_pure_topup_05_20_direct_normal_pure_rect_dense_weave_g11_v06,dense,普通,1,21,37,101,direct_pure_topup_05_20_direct_normal_pure_rect_dense_weave_g11_v06,dense,21,37,101,0,
263,replace_shape,,r2_outer_strong_005_r2_006_a401_procmask_supp_13_long_maskfinalsupplement_30x42-mainuicameratall,shape_toolui,普通,2,30,42,115,r2_outer_strong_005_r2_006_a401_maskonlyb05_04_main_cherries,shape,36,42,116,1,cherries:main
264,keep,,direct_pure_topup_10_12_direct_polish_hard_pure_rect_core_burst_g11_v09,lock,普通,3,25,40,157,direct_pure_topup_10_12_direct_polish_hard_pure_rect_core_burst_g11_v09,lock,25,40,157,0,
