"order","section10","category","templateDifficultyCode","difficultyLabel","difficultyTag","difficultyNameZh","stageDifficultyHint","templateExperienceRole","rhythmBucket","rhythmExperienceRole","targetChains","targetChainsMin","targetChainsMax","baseChain","projectedChain","canvasAdjustedChain","longChainCanvasBonus","isLongChain","projectedArrow","projectedArea","chainDeltaVsBase","chainDeltaVsInitial","projectionReason","linkedOrder","sourcePool","productionLane","chainLanguage","projectedAsset","originalTemplateAsset","sourceV11CopiedAssetPath","shapeId","shapeNameZh","isShapeSlot","isHoleSlot","finalizationVersion","difficultyCodePolicy","resourceReplacementStatus","finalReviewNote"
"35","4","normal","1","??1","Normal1","普通/恢复","Normal","FixedFront40","Ordinary","FixedFront40","65","59","71","65","54","54","0","False","535","540","-11","-11","v11_review_target","280","Campaign500NormalFullV1UnusedStrict","FlowPatch","patch_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_25_nutation_flow_rail_v1_rect_s21_o202_v00_flowrail_patch_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_12_direct_refresh_topup_rect_dense_weave_g1_v02.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L035_direct_pure_topup_01_12_direct_refresh_topup_rect_.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","s4 ordinary 65->54"
"36","4","normal","1","??1","Normal1","普通/恢复","Normal","FixedFront40","Ordinary","FixedFront40","83","75","91","77","56","56","0","False","529","540","-21","-27","v11_review_target","102","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","unknown_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_43_nutation_strict_mixed_localbreak_v1_rect_s19_o182_v00_strictmixedlocalbreak_local_break_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_12_direct_normal_pure_extra_rect_core_burst_g16_v02.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L036_direct_pure_normal_extra_01_12_direct_normal_pure_.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","s4 ordinary 77->56"
"37","4","hole","1","??1","Normal1","普通/恢复","Mechanic","HoleRescue","HoleRescue","HoleRescue","41","36","46","41","41","41","0","False","357","440","0","0","keep_current","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_009_std_20x22_lock.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_009_std_20x22_lock.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L037_hole_candidate_009_std_20x22_lock.asset","","","0","1","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"38","4","shape","2","??2","Hard2","困难","Normal","FixedFront40","FixedFront40","FixedFront40","100","90","110","88","88","88","0","False","718","1280","0","-12","keep_current","","ShapeMaskInventory","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_01_L038_suspensionbridge_section.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L038_suspensionbridge_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L038_r2_outer_strong_005_r2_006_a401_maskonlyb08_07_mai.asset","suspensionbridge","悬索桥","1","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"39","4","normal","3","????3","SpecialHard3","特别困难","Normal","FixedFront40","Peak","FixedFront40","101","91","111","86","86","86","0","False","888","910","0","-15","keep_current","","Campaign500_HardGateUntil0910","PeelMid","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_57_nutation_strict_mixed_hard_v1_rect_s50_o491_v01_strictmixedhard_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_06_direct_normal_rect_core_burst_g0_v01.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L039_direct_normal_06_direct_normal_rect_core_burst_g0_.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"40","4","normal","2","??2","Hard2","困难","Normal","FixedFront40","Hard","FixedFront40","103","93","113","72","70","74","4","True","675","713","-2","-33","v11_review_target","172","NutationLongChainStrict60Front300","maze_long_chain","patch_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_07_nutation_longchain_patch_v1_rect_c80hf2_02_d1_maze_patch.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_11_direct_normal_pure_rect_lock_buckle_g10_v05.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L040_direct_pure_topup_05_11_direct_normal_pure_rect_lo.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","s4 hard 72->70; shape carries segment peak"
"41","5","normal","1","??1","Normal1","普通/恢复","Recovery","Recovery","Ordinary","Recovery","62","56","68","53","53","53","0","False","535","540","0","-9","keep_current","","Campaign500_HardGateUntil0910","FlowPatch","patch_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w2fr/c5nep_w2fr_08_nutation_flow_rail_v1_rect_s18_o175_v01_flowrail_patch_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice03/direct_pure_topup_03_17_direct_refresh_topup_rect_outer_shell_g2_v09.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L041_direct_pure_topup_03_17_direct_refresh_topup_rect_.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"42","5","normal","2","??2","Hard2","困难","Normal","Normal","Ordinary","Normal","80","72","88","76","61","64","3","True","627","660","-15","-19","v11_review_target","209","NutationLongChainStrict60Front300","maze_long_chain","patch_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_03_nutation_longchain_patch_v1_rect_c80hf3_01_d1_lock_patch.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_12_direct_normal_pure_rect_dense_weave_g7_v02.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L042_direct_pure_topup_04_12_direct_normal_pure_rect_de.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","s5 ordinary 76->61"
"43","5","shape","2","??2","Hard2","困难","Novelty","Shape","Shape","Shape","80","72","88","81","81","81","0","False","645","945","0","1","keep_current","","ShapeMaskInventory","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFirst10/campaign500_shape_psg_first10_05_L043_sunglasses.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L043_sunglasses_large.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L043_r2_outer_strong_005_r2_006_a401_maskonlyb05_17_lar.asset","sunglasses","太阳镜","1","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"44","5","normal","2","??2","Hard2","困难","Hard","Pressure","Hard","Pressure","86","77","95","84","84","84","0","False","814","825","0","-2","keep_current","","Campaign500_HardGateUntil0910","PeelMid","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_34_nutation_strict_mixed_hard_v1_rect_s39_o384_v03_strictmixedhard_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_07_direct_normal_pure_extra_rect_quasi_symmetry_g15_v01.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L044_direct_pure_normal_extra_01_07_direct_normal_pure_.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"45","5","normal","1","??1","Normal1","普通/恢复","Recovery","Recovery","Ordinary","Recovery","74","67","81","72","63","63","0","False","536","540","-9","-11","v11_review_target","128","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_114_nutation_mixed_neutral_v1_rect_s10_o100_v02_neutralmixed_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_03_direct_normal_pure_rect_lock_buckle_g9_v04.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L045_direct_pure_topup_05_03_direct_normal_pure_rect_lo.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","s5 ordinary 72->63"
"46","5","hole","1","??1","Normal1","普通/恢复","Mechanic","HoleRescue","HoleRescue","HoleRescue","43","38","48","43","43","43","0","False","437","520","0","0","keep_current","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_017_std_20x26_maze.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_017_std_20x26_maze.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L046_hole_candidate_017_std_20x26_maze.asset","","","0","1","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"47","5","normal","4","??4","Extreme4","极难","VeryHard","Peak","Peak","Peak","117","105","129","84","94","94","0","False","667","713","10","-23","v11_review_target","107","ExternalHardGateDedupFront300","HubMixed","unknown_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30TransformWidePool/nutation_hub_mixed_v1_strict30_transform_wide_08_s02_rot180.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_82_direct_diff_hard_room_gate_double_room_lock_g0_v01.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L047_direct_diff120_82_direct_diff_hard_room_gate_doubl.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","s5 peak 84->94"
"48","5","shape","2","??2","Hard2","困难","Novelty","Shape","Shape","Shape","78","70","86","76","76","76","0","False","629","1666","0","-2","keep_current","","ShapeMaskInventory","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFirst10/campaign500_shape_psg_first10_06_L048_kite.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L048_kite_large.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L048_r2_outer_strong_005_r2_006_a401_maskonlyb02_15_lar.asset","kite","风筝","1","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"49","5","normal","3","????3","SpecialHard3","特别困难","Hard","Pressure","Hard","Pressure","89","80","98","79","79","79","0","False","759","768","0","-10","keep_current","","Campaign500_HardGateUntil0910","PeelLight","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_55_nutation_strict_mixed_hard_v1_rect_s49_o482_v04_strictmixedhard_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_23_direct_normal_pure_extra_rect_quasi_symmetry_g17_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L049_direct_pure_normal_extra_01_23_direct_normal_pure_.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"50","5","normal","1","??1","Normal1","普通/恢复","Recovery","Recovery","Ordinary","Recovery","67","60","74","67","67","67","0","False","651","660","0","0","keep_current","","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w6nm/c5nep_w6nm_13_nutation_mixed_neutral_v1_rect_s38_o374_v00_neutralmixed_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_35_zig_river_tall.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L050_nomask_style_expansion_35_zig_river_tall.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"51","6","normal","1","??1","Normal1","普通/恢复","Recovery","Recovery","Ordinary","Recovery","85","77","93","74","70","70","0","False","651","660","-4","-15","v11_review_target","115","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_101_nutation_mixed_neutral_v1_rect_s22_o212_v01_neutralmixed_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_08_direct_normal_pure_rect_maze_long_chain_g6_v07.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L051_direct_pure_topup_06_08_direct_normal_pure_rect_ma.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","s6 ordinary 74->70"
"52","6","normal","2","??2","Hard2","困难","Hard","Pressure","Hard","Pressure","87","78","96","75","82","82","0","False","754","768","7","-5","v11_review_target","116","Campaign500_HardGateUntil0910","PeelHard","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_09_nutation_strict_mixed_hard_v1_rect_s17_o169_v03_strictmixedhard_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_17_direct_normal_pure_rect_outer_shell_g8_v09.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L052_direct_pure_topup_06_17_direct_normal_pure_rect_ou.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","s6 hard 75->82"
"53","6","shape","1","??1","Normal1","普通/恢复","Novelty","Shape","Shape","Shape","75","67","83","92","92","92","0","False","816","1044","0","17","keep_current","","ShapeMaskInventory","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFirst10/campaign500_shape_psg_first10_07_L053_camera.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L053_camera_compact.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L053_r2_outer_strong_005_r2_006_a401_maskonlyb09_38_com.asset","camera","相机","1","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"54","6","hole","1","??1","Normal1","普通/恢复","Mechanic","HoleRescue","HoleRescue","HoleRescue","43","38","48","43","43","43","0","False","388","468","0","0","keep_current","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_001_topup_tall_18x26_dense.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_001_topup_tall_18x26_dense.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L054_hole_topup_001_topup_tall_18x26_dense.asset","","","0","1","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"55","6","normal","1","??1","Normal1","普通/恢复","Normal","Normal","Ordinary","Normal","94","85","103","74","69","69","0","False","655","660","-5","-25","v11_review_target","160","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_150_nutation_mixed_neutral_v1_rect_s13_o128_v02_neutralmixed_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_13_direct_normal_pure_extra_rect_dual_zone_g16_v02.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L055_direct_pure_normal_extra_01_13_direct_normal_pure_.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","s6 ordinary 74->69"
"56","6","normal","3","????3","SpecialHard3","特别困难","Hard","Pressure","Peak","Pressure","96","86","106","79","100","100","0","False","962","972","21","4","v11_review_target","316","Campaign500HardGateUntil0910After300Reclaimed","PressurePeak","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_23_nutation_strict_mixed_hard_v1_rect_s32_o316_v02_strictmixedhard_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_01_direct_normal_pure_rect_outer_shell_g9_v04.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L056_direct_pure_topup_05_01_direct_normal_pure_rect_ou.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","s6 peak 79->100"
"57","6","normal","1","??1","Normal1","普通/恢复","Normal","Normal","Ordinary","Normal","84","76","92","82","74","74","0","False","701","713","-8","-10","v11_review_target","162","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","unknown_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_38_nutation_strict_mixed_axisbreak_v1_rect_s11_o105_v01_strictmixedaxisbreak_axis_break_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_18_direct_normal_pure_rect_section_unlock_g8_v09.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L057_direct_pure_topup_06_18_direct_normal_pure_rect_se.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","s6 ordinary 82->74"
"58","6","shape","2","??2","Hard2","困难","Novelty","Shape","Shape","Shape","108","97","119","92","92","92","0","False","759","1428","0","-16","keep_current","","ShapeMaskInventory","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_04_L058_bicycle_dense.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L058_bicycle_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L058_r2_outer_strong_005_r2_006_a401_maskonlyb04_06_mai.asset","bicycle","自行车","1","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"59","6","normal","3","????3","SpecialHard3","特别困难","VeryHard","Peak","Peak","Peak","89","80","98","85","85","85","0","False","868","884","0","-4","keep_current","","Campaign500_HardGateUntil0910","PressurePeak","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_33_nutation_strict_mixed_hard_v1_rect_s37_o365_v02_strictmixedhard_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_11_direct_normal_pure_rect_lock_buckle_g7_v02.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L059_direct_pure_topup_04_11_direct_normal_pure_rect_lo.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"60","6","normal","1","??1","Normal1","普通/恢复","Recovery","Recovery","Ordinary","Recovery","59","53","65","54","65","65","0","False","651","660","11","6","v11_review_target","261","Campaign500_HardGateUntil0910","PeelHard","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_01_nutation_strict_mixed_hard_v1_rect_s01_o010_v00_strictmixedhard_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StylePreview/nomask_style_06_stair_ladder.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L060_nomask_style_06_stair_ladder.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","s6 ordinary 54->65"
"61","7","hole","1","??1","Normal1","普通/恢复","Mechanic","HoleRescue","HoleRescue","HoleRescue","43","38","48","43","43","43","0","False","386","468","0","0","keep_current","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_057_tall_18x26_lock.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_057_tall_18x26_lock.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L061_hole_candidate_057_tall_18x26_lock.asset","","","0","1","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"62","7","normal","1","??1","Normal1","普通/恢复","Normal","Normal","Ordinary","Normal","63","57","69","67","70","70","0","False","656","660","3","7","v11_review_target","194","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_133_nutation_mixed_neutral_v1_rect_s38_o371_v00_neutralmixed_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice02/direct_pure_topup_02_01_direct_refresh_topup_rect_outer_shell_g3_v04.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L062_direct_pure_topup_02_01_direct_refresh_topup_rect_.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","s7 ordinary 67->70"
"63","7","shape","1","??1","Normal1","普通/恢复","Novelty","Shape","Shape","Shape","72","65","79","70","70","70","0","False","515","1444","0","-2","keep_current","","ShapeMaskInventory","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFirst10/campaign500_shape_psg_first10_09_L063_sailboat.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV3/shape_refresh_v3_L063_maskonlyb03_03_main_sailboat_20260614_200052.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L063_r2_outer_strong_005_r2_006_a401_maskonlyb03_03_mai.asset","sailboat","帆船","1","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"64","7","normal","1","??1","Normal1","普通/恢复","Normal","Normal","Ordinary","Normal","66","59","73","66","72","72","0","False","756","768","6","6","v11_review_target","131","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_18_nutation_mixed_neutral_v1_rect_s40_o395_v02_neutralmixed_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_20_long_corridor_b.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L064_nomask_style_expansion_20_long_corridor_b.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","s7 ordinary 66->72"
"65","7","normal","4","??4","Extreme4","极难","Hard","Pressure","Peak","Pressure","104","94","114","82","100","100","0","False","954","972","18","-4","v11_review_target","336","Campaign500HardGateUntil0910After300Reclaimed","PressurePeak","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_94_nutation_pressure_peak_v1_rect_s34_o336_v00_pressurepeak_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_23_direct_normal_rect_lock_buckle_g2_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L065_direct_normal_23_direct_normal_rect_lock_buckle_g2.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","s7 peak 82->100"
"66","7","normal","2","??2","Hard2","困难","Recovery","Recovery","Ordinary","Recovery","89","80","98","70","70","70","0","False","651","660","0","-19","keep_current","","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_42_nutation_mixed_neutral_v1_rect_s17_o165_v02_neutralmixed_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_21_direct_normal_pure_rect_sweep_g8_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L066_direct_pure_topup_04_21_direct_normal_pure_rect_sw.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"67","7","shape","2","??2","Hard2","困难","Novelty","Shape","Shape","Shape","104","94","114","91","91","91","0","False","764","1140","0","-13","keep_current","","ShapeMaskInventory","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFirst10/campaign500_shape_psg_first10_10_L067_pager.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L067_pager_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L067_r2_outer_strong_005_r2_006_a401_maskonlyb06_02_mai.asset","pager","寻呼机","1","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"68","7","normal","1","??1","Normal1","普通/恢复","Normal","Normal","Ordinary","Normal","59","53","65","52","72","72","0","False","706","713","20","13","v11_review_target","188","Campaign500_HardGateUntil0910","PeelMid","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11d/c5nep_w11d_14_nutation_strict_mixed_hard_v1_rect_s25_o249_v03_strictmixedhard_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice03/direct_pure_topup_03_14_direct_refresh_topup_rect_core_burst_g1_v08.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L068_direct_pure_topup_03_14_direct_refresh_topup_rect_.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","s7 ordinary 52->72"
"69","7","normal","3","????3","SpecialHard3","特别困难","Hard","Pressure","Hard","Pressure","100","90","110","94","94","94","0","False","869","884","0","-6","keep_current","","Campaign500_HardGateUntil0910","PressurePeak","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13d/c5nep_w13d_13_nutation_strict_mixed_axisbreak_v1_rect_s33_o329_v00_strictmixedaxisbreak_axis_break_chain_b.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_48_direct_normal_rect_stair_push_g4_v05.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L069_direct_normal_48_direct_normal_rect_stair_push_g4_.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
