"order","section10","category","difficultyBucket","experienceRole","sourcePool","productionLane","chainLanguage","patchKind","projectedAsset","projectedChain","projectedArrow","initialChain","initialArrow","baseChain","baseArrow","projectionReason","donorOrTarget","chainDeltaVsBase","chainDeltaVsInitial"
"85","9","normal","Ordinary","Recovery","Campaign500NormalFullV1UnusedStrict","NeutralMixed","mixed_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11d/c5nep_w11d_34_nutation_strict_mixed_hard_v1_rect_s39_o390_v03_strictmixedhard_mixed_chain.asset","79","759","92","710","79","759","keep_current","","0","-13"
"86","9","normal","Ordinary","Normal","Campaign500HardGateUntil0910After300Reclaimed","FlowPatch","patch_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_32_nutation_mixed_neutral_v1_rect_s44_o431_v01_neutralmixed_mixed_chain.asset","67","653","55","442","51","532","front100_rebalanced_target","357","16","12"
"87","9","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10Tail9/campaign500_shape_psg_next10_tail9_03_L087_racingkart.asset","95","751","107","742","95","751","keep_current","","0","-12"
"88","9","normal","Hard","Pressure","Campaign500_HardGateUntil0910","PressurePeak","mixed_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12a/c5nep_w12a_22_nutation_strict_mixed_hard_v1_rect_s31_o309_v05_strictmixedhard_mixed_chain.asset","93","871","101","746","93","871","keep_current","","0","-8"
"89","9","normal","Peak","Peak","NutationLongChainStrict60","LongChainProbe","curve_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_39_nutation_longchain_patch_v1_rect_c80hf2_10_d2_section_patch.asset","104","1044","100","700","73","1201","front100_rebalanced_target","465","31","4"
"90","9","normal","Hard","Normal","Campaign500_HardGateUntil0910","PressurePeak","mixed_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_16_nutation_strict_mixed_hard_v1_rect_s27_o269_v00_strictmixedhard_mixed_chain.asset","87","872","98","738","87","872","keep_current","","0","-11"
"91","10","hole","HoleRescue","HoleRescue","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_071_wide_26x22_maze.asset","47","491","47","491","47","491","keep_current","","0","0"
"92","10","normal","Ordinary","Normal","Campaign500HardGateUntil0910After300Reclaimed","FlowCurve","curve_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_35_nutation_strict_mixed_hard_v1_rect_s39_o386_v04_strictmixedhard_mixed_chain.asset","66","622","48","393","42","430","front100_rebalanced_target","386","24","18"
"93","10","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_11_L093_wrappedcandy_sweep.asset","92","742","86","734","92","742","keep_current","","0","6"
"94","10","normal","Hard","Pressure","Campaign500_HardGateUntil0910","PressurePeak","mixed_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_94_nutation_pressure_peak_v1_rect_s34_o336_v00_pressurepeak_mixed_chain.asset","100","954","107","809","100","954","keep_current","","0","-7"
"95","10","normal","Ordinary","Normal","Campaign500HardGateUntil0910After300Reclaimed","NeutralMixed","mixed_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w6nm/c5nep_w6nm_13_nutation_mixed_neutral_v1_rect_s38_o374_v00_neutralmixed_mixed_chain.asset","67","651","61","391","52","533","front100_rebalanced_target","374","15","6"
"96","10","normal","Peak","Peak","NutationLongChainStrict60","LongChainProbe","patch_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_47_nutation_longchain_patch_v1_rect_c80hf2_12_d3_maze_patch.asset","121","1155","110","840","100","962","front100_rebalanced_target","485","21","11"
"97","10","normal","Hard","Recovery","Campaign500HardGateUntil0910After300Reclaimed","PressurePeak","mixed_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13d/c5nep_w13d_13_nutation_strict_mixed_axisbreak_v1_rect_s33_o329_v00_strictmixedaxisbreak_axis_break_chain_b.asset","94","869","102","785","82","811","front100_rebalanced_target","329","12","-8"
"98","10","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10Tail9/campaign500_shape_psg_next10_tail9_05_L098_phonehandset.asset","70","577","87","575","70","577","keep_current","","0","-17"
"99","10","normal","Ordinary","Normal","Campaign500_HardGateUntil0910","PressurePeak","mixed_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smp/c5nep_w10smp_40_nutation_strict_mixed_peak_v1_rect_s23_o227_v03_strictmixedpeak_mixed_chain.asset","94","868","101","736","94","868","keep_current","","0","-7"
"100","10","normal","Ordinary","Normal","Campaign500HardGateUntil0910After300Reclaimed","NeutralMixed","mixed_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_21_nutation_mixed_neutral_v1_rect_s43_o422_v02_neutralmixed_mixed_chain.asset","66","654","49","378","43","427","front100_rebalanced_target","422","23","17"
"101","11","hole","HoleRescue","HoleRescue","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_020_std_22x24_dense.asset","47","448","47","448","47","448","keep_current","","0","0"
"102","11","normal","Ordinary","Normal","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","unknown_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h04r/c5hole_lowchoice_v1_h04r_43_nutation_strict_mixed_localbreak_v1_rect_s19_o182_v00_strictmixedlocalbreak_local_break_chain_hf1.asset","56","529","57","378","56","529","keep_current","","0","-1"
"103","11","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_14_L103_paperplane_core.asset","101","847","102","838","101","847","keep_current","","0","-1"
"104","11","normal","Hard","Pressure","SeedV5LongChain30Front300","slot_seedmaze_section_weave","family_profile_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_129_l161_long_normal_a_sweep_s17_slot_seedmaze_section_weave.asset","36","486","102","747","36","486","keep_current","","0","-66"
"105","11","normal","Hard","Recovery","InitialTemplateDonorRevert","","","DonorRevertToInitial","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_81_direct_diff_hard_long_spine_hui_spiral_g0_v01.asset","117","895","117","895","97","681","donor_revert_to_initial","70","20","0"
"106","11","normal","Ordinary","Normal","Campaign500_HardGateUntil0910","PeelMid","curve_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_91_nutation_peel_v2_rect_s08_o075_v00_peelmid_curve_chain.asset","78","704","86","641","78","704","keep_current","","0","-8"
"107","11","normal","Peak","Peak","ExternalHardGateDedupFront300","HubMixed","unknown_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30TransformWidePool/nutation_hub_mixed_v1_strict30_transform_wide_08_s02_rot180.asset","94","667","105","743","94","667","keep_current","","0","-11"
"108","11","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_16_L108_hammer_lock.asset","80","627","89","624","80","627","keep_current","","0","-9"
"109","11","normal","Peak","Pressure","Campaign500_HardGateUntil0910","PressurePeak","mixed_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12c/c5nep_w12c_11_nutation_strict_mixed_hard_v1_rect_s29_o287_v02_strictmixedhard_mixed_chain.asset","90","960","108","831","90","960","keep_current","","0","-18"
"110","11","normal","Ordinary","Recovery","Campaign500_HardGateUntil0910","PeelMid","rail_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_25_nutation_strict_mixed_axisbreak_v1_rect_s45_o445_v00_strictmixedaxisbreak_axis_break_chain.asset","87","893","104","761","87","893","keep_current","","0","-17"
"111","12","normal","Ordinary","Recovery","Campaign500_HardGateUntil0910","PressurePeak","mixed_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smp/c5nep_w10smp_35_nutation_strict_mixed_peak_v1_rect_s22_o216_v02_strictmixedpeak_mixed_chain.asset","83","763","89","693","83","763","keep_current","","0","-6"
"112","12","normal","Peak","Pressure","NutationLongChainStrict60Front300","maze_long_chain","spine_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_72_nutation_longchain_spine_v1_rect_c80_18_d4_weave_spine.asset","92","1343","108","823","92","1343","keep_current","","0","-16"
"113","12","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10Tail9/campaign500_shape_psg_next10_tail9_08_L113_lightningbolt.asset","95","774","97","775","95","774","keep_current","","0","-2"
"114","12","normal","Ordinary","Recovery","Campaign500_HardGateUntil0910","PeelMid","curve_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_37_nutation_strict_mixed_localbreak_v1_rect_s46_o459_v00_strictmixedlocalbreak_local_break_chain.asset","81","814","94","659","81","814","keep_current","","0","-13"
"115","12","normal","Ordinary","Normal","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_101_nutation_mixed_neutral_v1_rect_s22_o212_v01_neutralmixed_mixed_chain.asset","70","651","74","584","70","651","keep_current","","0","-4"
"116","12","normal","Hard","Pressure","Campaign500_HardGateUntil0910","PeelHard","rail_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_09_nutation_strict_mixed_hard_v1_rect_s17_o169_v03_strictmixedhard_mixed_chain.asset","82","754","89","673","82","754","keep_current","","0","-7"
"117","12","hole","HoleRescue","HoleRescue","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_018_topup_std_22x26_dual.asset","49","489","49","489","49","489","keep_current","","0","0"
"118","12","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_19_L118_carrot_section.asset","98","790","95","782","98","790","keep_current","","0","3"
"119","12","normal","Peak","Peak","ExternalHardGateDedupFront300","CampaignLongChainLab","long_chain","","Assets/ArrowMagic/SOData/Levels/C5LCFamLabV1/c5lcf_06_l045_long_normal_b_lock_s05_slot_seedlock_keyhole_carrier.asset","43","585","102","748","43","585","keep_current","","0","-59"
"120","12","normal","Ordinary","Recovery","Campaign500_HardGateUntil0910","PressurePeak","mixed_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_16_nutation_strict_mixed_axisbreak_v1_rect_s21_o209_v03_strictmixedaxisbreak_axis_break_chain.asset","87","759","106","821","87","759","keep_current","","0","-19"
"121","13","normal","Ordinary","Recovery","Campaign500_HardGateUntil0910","FlowRail","rail_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_33_nutation_flow_rail_v1_rect_s23_o230_v02_flowrail_rail_chain.asset","45","538","51","406","45","538","keep_current","","0","-6"
"122","13","normal","Ordinary","Normal","Campaign500NormalFullV1UnusedStrict","PressurePeak","mixed_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_04_nutation_strict_mixed_localbreak_v1_rect_s24_o239_v03_strictmixedlocalbreak_local_break_chain.asset","79","867","89","630","79","867","keep_current","","0","-10"
"123","13","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_22_L123_car_core.asset","86","672","90","662","86","672","keep_current","","0","-4"
"124","13","normal","Ordinary","Normal","Campaign500_HardGateUntil0910","PeelMid","rail_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_34_nutation_strict_mixed_hard_v1_rect_s31_o305_v01_strictmixedhard_mixed_chain.asset","82","818","96","741","82","818","keep_current","","0","-14"
"125","13","normal","Hard","Pressure","NutationLongChainStrict60Front300","maze_long_chain","patch_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_11_nutation_longchain_patch_v1_rect_c80hf3_03_d1_weave_patch.asset","76","728","93","702","76","728","keep_current","","0","-17"
"126","13","hole","HoleRescue","HoleRescue","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_016_std_20x26_section.asset","50","439","50","439","50","439","keep_current","","0","0"
"127","13","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_25_L127_mushroom_lock.asset","88","716","96","707","88","716","keep_current","","0","-8"
"128","13","normal","Ordinary","Normal","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_114_nutation_mixed_neutral_v1_rect_s10_o100_v02_neutralmixed_mixed_chain.asset","63","536","80","640","63","536","keep_current","","0","-17"
"129","13","normal","Peak","Pressure","SeedV5LongChain30Front300","slot_seedmaze_chamber_corridor","family_profile_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_164_l212_long_normal_b_maze_s22_slot_seedmaze_chamber_corridor.asset","42","631","102","762","42","631","keep_current","","0","-60"
"130","13","normal","Ordinary","Normal","Campaign500_HardGateUntil0910","PeelHard","rail_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_01_nutation_strict_mixed_axisbreak_v1_rect_s15_o149_v00_strictmixedaxisbreak_axis_break_chain.asset","77","757","96","673","77","757","keep_current","","0","-19"
"131","14","normal","Ordinary","Normal","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_18_nutation_mixed_neutral_v1_rect_s40_o395_v02_neutralmixed_mixed_chain.asset","72","756","81","548","72","756","keep_current","","0","-9"
"132","14","normal","Hard","Pressure","Campaign500_HardGateUntil0910","PeelMid","rail_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_23_nutation_strict_mixed_hard_v1_rect_s40_o394_v06_strictmixedhard_mixed_chain.asset","81","809","86","600","81","809","keep_current","","0","-5"
"133","14","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10B/campaign500_shape_psg_next10b_03_L133_musicnote.asset","88","697","94","700","88","697","keep_current","","0","-6"
"134","14","normal","Ordinary","Normal","Campaign500NormalFullV1UnusedStrict","FlowRail","rail_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w2fr/c5nep_w2fr_10_nutation_flow_rail_v1_rect_s26_o254_v00_flowrail_rail_chain.asset","50","535","56","399","50","535","keep_current","","0","-6"
"135","14","hole","HoleRescue","HoleRescue","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_012_topup_tall_20x30_shell.asset","52","510","52","510","52","510","keep_current","","0","0"
"136","14","normal","Peak","Peak","InitialTemplateDonorRevert","","","DonorRevertToInitial","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_39_direct_normal_rect_quasi_symmetry_g3_v04.asset","113","817","113","817","99","1364","donor_revert_to_initial","47","14","0"
"137","14","normal","Ordinary","Normal","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_66_nutation_mixed_neutral_v1_rect_s32_o314_v02_neutralmixed_mixed_chain.asset","72","650","80","639","72","650","keep_current","","0","-8"
"138","14","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10B/campaign500_shape_psg_next10b_04_L138_bowlingpin.asset","90","740","99","729","90","740","keep_current","","0","-9"
"139","14","normal","Ordinary","Recovery","Campaign500_HardGateUntil0910","PeelHard","rail_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smp/c5nep_w10smp_24_nutation_strict_mixed_peak_v1_rect_s18_o179_v03_strictmixedpeak_mixed_chain.asset","85","754","101","761","85","754","keep_current","","0","-16"
"140","14","normal","Hard","Normal","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","strict_peak_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_36_nutation_strict_mixed_peak_v1_rect_s05_o047_v05_strictmixedpeak_strict_peak_chain_hf1.asset","80","755","102","769","80","755","keep_current","","0","-22"
"141","15","normal","Ordinary","Recovery","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","curve_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_06_nutation_peel_v2_rect_s41_o407_v02_peelhard_curve_chain.asset","92","862","114","880","92","862","keep_current","","0","-22"
"142","15","hole","HoleRescue","HoleRescue","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_038_std_26x24_dual.asset","50","536","50","536","50","536","keep_current","","0","0"
"143","15","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_30_L143_watermelonslice_dense.asset","89","759","87","755","89","759","keep_current","","0","2"
"144","15","normal","Hard","Pressure","SeedV5LongChain30Front300","slot_seedmaze_chamber_corridor","family_profile_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_80_l106_long_normal_b_section_s11_slot_seedmaze_chamber_corridor.asset","40","609","113","866","40","609","keep_current","","0","-73"
"145","15","normal","Ordinary","Recovery","Campaign500_HardGateUntil0910","PeelMid","curve_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_07_nutation_strict_mixed_hard_v1_rect_s14_o140_v02_strictmixedhard_mixed_chain.asset","77","702","95","704","77","702","keep_current","","0","-18"
"146","15","normal","Ordinary","Normal","Campaign500_HardGateUntil0910","NeutralMixed","rail_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w6nm/c5nep_w6nm_01_nutation_mixed_neutral_v1_rect_s28_o279_v00_neutralmixed_rail_chain.asset","71","645","95","668","71","645","keep_current","","0","-24"
"147","15","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10B/campaign500_shape_psg_next10b_06_L147_caveentrance.asset","106","859","100","858","106","859","keep_current","","0","6"
"148","15","normal","Hard","Pressure","SeedV5LongChain30Front300","slot_headmix_outerclean","family_profile_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_50_l064_long_normal_b_maze_s07_slot_headmix_outerclean.asset","34","539","111","851","34","539","keep_current","","0","-77"
"149","15","normal","Peak","Peak","HubMixedRefill30Front300","hub_spoke","mixed_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_19_s05_r03.asset","98","682","114","843","98","682","keep_current","","0","-16"
"150","15","normal","Ordinary","Normal","Campaign500_HardGateUntil0910","PeelMid","rail_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_129_nutation_peel_rail_v1_rect_s37_o369_v02_peelmid_rail_chain.asset","84","902","104","725","84","902","keep_current","","0","-20"
"151","16","hole","HoleRescue","HoleRescue","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_054_std_30x30_lock.asset","84","810","84","810","84","810","keep_current","","0","0"
"152","16","normal","Hard","Normal","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","curve_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_33_nutation_peel_v2_rect_s29_o289_v02_peelmid_curve_chain.asset","82","689","106","804","82","689","keep_current","","0","-24"
"153","16","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10B/campaign500_shape_psg_next10b_07_L153_pumpkin.asset","131","1056","115","1045","131","1056","keep_current","","0","16"
"154","16","normal","Peak","Pressure","InitialTemplateDonorRevert","","","DonorRevertToInitial","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_98_direct_normal_rect_stair_push_g3_v10.asset","113","858","113","858","99","686","donor_revert_to_initial","39","14","0"
"155","16","normal","Ordinary","Normal","Campaign500_HardGateUntil0910","PeelMid","rail_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_03_nutation_strict_mixed_hard_v1_rect_s13_o125_v02_strictmixedhard_mixed_chain.asset","75","703","84","615","75","703","keep_current","","0","-9"
"156","16","normal","Peak","Peak","NutationLongChainStrict60Front300","maze_long_chain","patch_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_11_nutation_longchain_patch_v1_rect_c80hf_03_d1_weave_patch.asset","74","728","94","737","74","728","keep_current","","0","-20"
"157","16","normal","Ordinary","Recovery","Campaign500_HardGateUntil0910","PressurePeak","mixed_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12a/c5nep_w12a_14_nutation_strict_mixed_hard_v1_rect_s26_o256_v05_strictmixedhard_mixed_chain.asset","80","751","84","649","80","751","keep_current","","0","-4"
"158","16","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10B/campaign500_shape_psg_next10b_08_L158_starfish.asset","96","837","99","835","96","837","keep_current","","0","-3"
"159","16","normal","Ordinary","Normal","Campaign500_HardGateUntil0910","PeelLight","rail_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_56_nutation_strict_mixed_hard_v1_rect_s50_o496_v00_strictmixedhard_mixed_chain.asset","71","649","100","766","71","649","keep_current","","0","-29"
"160","16","normal","Ordinary","Normal","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_150_nutation_mixed_neutral_v1_rect_s13_o128_v02_neutralmixed_mixed_chain.asset","69","655","76","638","69","655","keep_current","","0","-7"
"161","17","normal","Ordinary","Recovery","Campaign500_HardGateUntil0910","FlowRail","rail_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_40_nutation_flow_rail_v1_rect_s32_o311_v00_flowrail_rail_chain.asset","47","538","53","506","47","538","keep_current","","0","-6"
"162","17","normal","Ordinary","Normal","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","unknown_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h02r/c5hole_lowchoice_v1_h02r_38_nutation_strict_mixed_axisbreak_v1_rect_s11_o105_v01_strictmixedaxisbreak_axis_break_chain_hf1.asset","74","701","95","705","74","701","keep_current","","0","-21"
"163","17","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_02_L163_ring_r2dense.asset","90","679","99","676","90","679","keep_current","","0","-9"
"164","17","normal","Hard","Pressure","SeedV5LongChain30Front300","slot_seedlock_gate_carrier","family_profile_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_121_l155_long_normal_a_dense_s16_slot_seedlock_gate_carrier.asset","37","596","114","861","37","596","keep_current","","0","-77"
"165","17","normal","Ordinary","Recovery","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_04_nutation_mixed_neutral_v1_rect_s14_o137_v00_neutralmixed_mixed_chain.asset","72","650","86","655","72","650","keep_current","","0","-14"
"166","17","normal","Hard","Normal","InitialTemplateDonorRevert","","","DonorRevertToInitial","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_19_direct_polish_normal_rect_section_unlock_g2_v03.asset","119","745","119","745","101","1365","donor_revert_to_initial","29","18","0"
"167","17","hole","HoleRescue","HoleRescue","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_021_std_22x26_lock.asset","53","485","53","485","53","485","keep_current","","0","0"
"168","17","shape","Shape","Shape","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_39_L168_brickcellphone_lock.asset","118","1004","110","986","118","1004","keep_current","","0","8"
"169","17","normal","Peak","Pressure","InitialTemplateDonorRevert","","","DonorRevertToInitial","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_84_direct_diff_hard_dag_unlock_stair_ladder_g0_v01.asset","124","987","124","987","109","1404","donor_revert_to_initial","56","15","0"
"170","17","normal","Ordinary","Recovery","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","choice_clamp_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h05r/c5hole_lowchoice_v1_h05r_05_nutation_strict_mixed_choiceclamp_v1_rect_s20_o196_v04_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","76","754","104","796","76","754","keep_current","","0","-28"
"171","18","normal","Ordinary","Recovery","Campaign500_HardGateUntil0910","PeelMid","rail_chain","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_17_nutation_strict_mixed_hard_v1_rect_s24_o236_v00_strictmixedhard_mixed_chain.asset","76","705","108","814","76","705","keep_current","","0","-32"
