campaignOrder,slotKind,idealScore,targetDifficultyTag,sourcePool,sourceKind,sourceOrder,levelId,assetName,difficultyTagV1,difficultyScoreV1,pressureTag,paceTag,startTag,clearTag,choiceTag,shapeTag,visualTag,noveltyTag,mechanicTag,riskTags,reasonTags,theme,width,height,chains,assetPath,selectionReason
142,Shape,514.305,Normal,shape_final_with_supplement,shape,83,r2_outer_strong_005_r2_006_a401_procmask_85_onion_maskproceduralvertical_34x48-transitionmagiccrystalballtall,TransitionMagicCrystalBallTall,Normal,380,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualMedium,VisualSpice,ShapePuzzle,NoRisk,LargeScale|FlowRelief,Magic,34,48,148,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_85_onion_maskproceduralvertical_34x48-transitionmagiccrystalballtall_20260611_111358.asset,ideal=514|target=Normal|kind=Shape|theme=Magic|scoreDiff=134
143,Normal,534.598,Flow,normal_campaign500,normal,72,nomask_style_expansion_35_zig_river_tall,nomask_style_expansion_35_zig_river_tall,Flow,122,LowPressure,Flow,StartWide,ClearFlow,ChoiceReadable,Tall,VisualSparse,Standard,None,NoRisk,FlowRelief,,18,30,67,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_35_zig_river_tall.asset,ideal=535|target=Flow|kind=Normal|scoreDiff=413
144,Hole,551.329,Normal,hole_mask_early_front,hole,9,r1_ab_156_above300_level_672_final_holeblock_multiseed_final,hole_prod_24x28_standard_r03_r1_ab_156_above300_level_672_final_20260610_114201,Normal,420,HighPressure,Spike,StartMedium,ClearFlow,ChoiceTactical,HoleBlocker,VisualMedium,MechanicSpice,HoleBlocker,NoRisk,None,HoleBlocker,24,28,63,Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_24x28_standard_r03_r1_ab_156_above300_level_672_final_20260610_114201.asset,ideal=551|target=Normal|kind=Hole|hole-spacing|scoreDiff=131
145,Normal,560.628,Normal,normal_campaign500,normal,267,direct_normal_110_direct_normal_rect_maze_long_chain_g4_v11,direct_normal_110_direct_normal_rect_maze_long_chain_g4_v11,Normal,270,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,20,41,110,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_110_direct_normal_rect_maze_long_chain_g4_v11.asset,ideal=561|target=Normal|kind=Normal|scoreDiff=291
146,Normal,560.664,Hard,normal_campaign500,normal,358,direct_polish_hard_07_direct_polish_hard_rect_quasi_symmetry_g4_v01,direct_polish_hard_07_direct_polish_hard_rect_quasi_symmetry_g4_v01,Hard,508,LowPressure,Spike,StartMedium,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale,,24,42,159,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_07_direct_polish_hard_rect_quasi_symmetry_g4_v01.asset,ideal=561|target=Hard|kind=Normal|scoreDiff=53
147,Normal,552.147,Normal,normal_campaign500,normal,180,direct_normal_53_direct_normal_rect_lock_buckle_g5_v06,direct_normal_53_direct_normal_rect_lock_buckle_g5_v06,Normal,280,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,21,36,105,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_53_direct_normal_rect_lock_buckle_g5_v06.asset,ideal=552|target=Normal|kind=Normal|scoreDiff=272
148,Shape,520,Normal,shape_final_with_supplement,shape,38,r2_outer_strong_005_r2_006_a401_procmask_38_onion_maskproceduralvertical_30x42-mainbunnytall,MainBunnyTall,Normal,333,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualMedium,VisualSpice,ShapePuzzle,NoRisk,FlowRelief,Character,30,42,126,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_38_onion_maskproceduralvertical_30x42-mainbunnytall_20260611_110835.asset,ideal=520|target=Normal|kind=Shape|theme=Character|scoreDiff=187
149,Normal,523.195,Normal,normal_campaign500,normal,201,direct_normal_54_direct_normal_rect_dense_weave_g5_v06,direct_normal_54_direct_normal_rect_dense_weave_g5_v06,Normal,274,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,39,112,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_54_direct_normal_rect_dense_weave_g5_v06.asset,ideal=523|target=Normal|kind=Normal|scoreDiff=249
150,Normal,512.144,Hard,normal_campaign500,normal,367,direct_polish_clean_17_direct_polish_normal_rect_sweep_g1_v02,direct_polish_clean_17_direct_polish_normal_rect_sweep_g1_v02,Hard,480,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,21,40,139,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_17_direct_polish_normal_rect_sweep_g1_v02.asset,ideal=512|target=Hard|kind=Normal|scoreDiff=32
151,Normal,326.11,Normal,normal_campaign500,normal,258,direct_normal_38_direct_normal_rect_stair_push_g3_v04,direct_normal_38_direct_normal_rect_stair_push_g3_v04,Normal,281,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,21,40,115,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_38_direct_normal_rect_stair_push_g3_v04.asset,ideal=326|target=Normal|kind=Normal|scoreDiff=45
152,Normal,331.523,Normal,normal_campaign500,normal,309,direct_normal_140_direct_normal_rect_maze_long_chain_g1_v14,direct_normal_140_direct_normal_rect_maze_long_chain_g1_v14,Normal,270,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,40,118,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_140_direct_normal_rect_maze_long_chain_g1_v14.asset,ideal=332|target=Normal|kind=Normal|scoreDiff=62
153,Normal,345.339,Normal,normal_campaign500,normal,272,direct_normal_topup_18_direct_normal_topup_rect_lock_buckle_g8_v03,direct_normal_topup_18_direct_normal_topup_rect_lock_buckle_g8_v03,Normal,280,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,38,114,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_18_direct_normal_topup_rect_lock_buckle_g8_v03.asset,ideal=345|target=Normal|kind=Normal|scoreDiff=65
154,Shape,364.356,Normal,shape_final_with_supplement,shape,110,r2_outer_strong_005_r2_006_a401_procmask_112_onion_maskproceduralvertical_36x48-transitiondistinctscorpiontall,TransitionDistinctScorpionTall,Normal,346,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualSparse,VisualSpice,ShapePuzzle,NoRisk,LargeScale|FlowRelief,Nature,36,48,133,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_112_onion_maskproceduralvertical_36x48-transitiondistinctscorpiontall_20260611_111713.asset,ideal=364|target=Normal|kind=Shape|theme=Nature|scoreDiff=18
155,Normal,383.946,Hard,normal_campaign500,normal,400,composite_play_cand_050_composite_portrait150_082_composite_greedy_ab_08_hflip_keep_edge120,composite_play_cand_050_composite_portrait150_082_composite_greedy_ab_08_hflip_keep_edge120,Hard,433,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,29,41,126,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_050_composite_portrait150_082_composite_greedy_ab_08_hflip_keep_edge120.asset,ideal=384|target=Hard|kind=Normal|scoreDiff=49
156,Normal,399.322,Normal,normal_campaign500,normal,286,direct_normal_77_direct_normal_rect_dual_zone_g1_v08,direct_normal_77_direct_normal_rect_dual_zone_g1_v08,Normal,281,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,38,113,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_77_direct_normal_rect_dual_zone_g1_v08.asset,ideal=399|target=Normal|kind=Normal|scoreDiff=118
157,Normal,406.856,Normal,normal_campaign500,normal,298,direct_normal_55_direct_normal_rect_sweep_g5_v06,direct_normal_55_direct_normal_rect_sweep_g5_v06,Normal,264,LowPressure,Flow,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,21,36,104,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_55_direct_normal_rect_sweep_g5_v06.asset,ideal=407|target=Normal|kind=Normal|scoreDiff=143
158,Normal,405.068,Hard,normal_campaign500,normal,381,composite_play_cand_063_composite_portrait150_012_composite_greedy_ab_01_vflip_keep_edge120,composite_play_cand_063_composite_portrait150_012_composite_greedy_ab_01_vflip_keep_edge120,Hard,434,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,31,44,130,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_063_composite_portrait150_012_composite_greedy_ab_01_vflip_keep_edge120.asset,ideal=405|target=Hard|kind=Normal|scoreDiff=29
159,Shape,395.04,Normal,shape_final_with_supplement,shape,139,r2_outer_strong_005_r2_006_a401_procmask_supp_06_onion_maskfinalsupplement_30x42-mainmusicvinylrecordtall,MainMusicVinylRecordTall,Normal,330,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualMedium,VisualSpice,ShapePuzzle,NoRisk,FlowRelief,Music,30,42,121,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_06_onion_maskfinalsupplement_30x42-mainmusicvinylrecordtall_20260611_124312.asset,ideal=395|target=Normal|kind=Shape|theme=Music|scoreDiff=65
160,Normal,380.111,Hard,normal_campaign500,normal,444,composite_play_cand_178_composite_portrait150_134_composite_greedy_ab_14_vflip_keep_edge120,composite_play_cand_178_composite_portrait150_134_composite_greedy_ab_14_vflip_keep_edge120,Hard,446,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,28,44,131,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_178_composite_portrait150_134_composite_greedy_ab_14_vflip_keep_edge120.asset,ideal=380|target=Hard|kind=Normal|scoreDiff=66
161,Normal,364.968,Normal,normal_campaign500,normal,177,direct_normal_29_direct_normal_rect_quasi_symmetry_g2_v03,direct_normal_29_direct_normal_rect_quasi_symmetry_g2_v03,Normal,278,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,34,108,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_29_direct_normal_rect_quasi_symmetry_g2_v03.asset,ideal=365|target=Normal|kind=Normal|scoreDiff=87
162,Normal,354.354,Normal,normal_campaign500,normal,223,direct_normal_topup_27_direct_normal_topup_rect_dense_weave_g9_v04,direct_normal_topup_27_direct_normal_topup_rect_dense_weave_g9_v04,Normal,273,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,35,113,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_27_direct_normal_topup_rect_dense_weave_g9_v04.asset,ideal=354|target=Normal|kind=Normal|scoreDiff=81
163,Shape,351.772,Normal,shape_final_with_supplement,shape,70,r2_outer_strong_005_r2_006_a401_procmask_71_long_maskproceduralvertical_36x50-transitionoceandivinghelmettall,TransitionOceanDivingHelmetTall,Normal,351,LowPressure,Flow,StartWide,ClearBurst,ChoiceManyGood,SpecialShape,VisualMedium,VisualSpice,ShapePuzzle,NoRisk,LargeScale|FlowRelief,Ocean,36,50,143,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_71_long_maskproceduralvertical_36x50-transitionoceandivinghelmettall_20260611_111301.asset,ideal=352|target=Normal|kind=Shape|theme=Ocean|scoreDiff=1
164,Normal,358.519,Normal,normal_campaign500,normal,251,direct_normal_topup_40_direct_normal_topup_rect_sweep_g10_v05,direct_normal_topup_40_direct_normal_topup_rect_sweep_g10_v05,Normal,261,LowPressure,Flow,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,35,105,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_40_direct_normal_topup_rect_sweep_g10_v05.asset,ideal=359|target=Normal|kind=Normal|scoreDiff=98
165,Hole,373.333,Hard,hole_mask_early_front,hole,11,r1_ab_282_above300_level_966_final_take_refill_v2_p2_delta15_occ15_addcells_rewrite_v2_v2_t3_added58_rotation_vflip_holeblock_multiseed_final,hole_prod_20x30_long_r01_r1_ab_282_above300_level_966_final_take_refi_20260610_114525,Hard,435,HighPressure,Spike,StartMedium,ClearFlow,ChoiceTactical,HoleBlocker,VisualMedium,MechanicSpice,HoleBlocker,NoRisk,None,HoleBlocker,20,30,58,Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_20x30_long_r01_r1_ab_282_above300_level_966_final_take_refi_20260610_114525.asset,ideal=373|target=Hard|kind=Hole|hole-spacing|scoreDiff=62
166,Normal,392.738,Normal,normal_campaign500,normal,317,direct_normal_40_direct_normal_rect_maze_long_chain_g3_v04,direct_normal_40_direct_normal_rect_maze_long_chain_g3_v04,Normal,268,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,21,40,109,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_40_direct_normal_rect_maze_long_chain_g3_v04.asset,ideal=393|target=Normal|kind=Normal|scoreDiff=125
167,Normal,412,Normal,normal_campaign500,normal,277,direct_normal_16_direct_normal_rect_core_burst_g1_v02,direct_normal_16_direct_normal_rect_core_burst_g1_v02,Normal,280,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,37,112,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_16_direct_normal_rect_core_burst_g1_v02.asset,ideal=412|target=Normal|kind=Normal|scoreDiff=132
168,Shape,426.423,Hard,shape_final_with_supplement,shape,125,r2_outer_strong_005_r2_006_a401_procmask_138_long_maskproceduralvertical_44x58-bigmegamonument03tall,BigMegaMonument03Tall,Hard,456,LowPressure,StopGo,StartWide,ClearBurst,ChoiceManyGood,SpecialShape,VisualDense,VisualSpice,ShapePuzzle,NoRisk,VisualDense|LargeScale|FlowRelief,Landmark,44,58,195,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_138_long_maskproceduralvertical_44x58-bigmegamonument03tall_20260611_112022.asset,ideal=426|target=Hard|kind=Shape|theme=Landmark|scoreDiff=30
169,Normal,432.637,Normal,normal_campaign500,normal,229,direct_normal_52_direct_normal_rect_section_unlock_g5_v06,direct_normal_52_direct_normal_rect_section_unlock_g5_v06,Normal,278,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,40,112,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_52_direct_normal_rect_section_unlock_g5_v06.asset,ideal=433|target=Normal|kind=Normal|scoreDiff=155
170,Normal,429.529,Hard,normal_campaign500,normal,399,composite_play_cand_009_composite_portrait150_014_composite_greedy_ab_01_identity_keep_edge120,composite_play_cand_009_composite_portrait150_014_composite_greedy_ab_01_identity_keep_edge120,Hard,438,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,30,45,137,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_009_composite_portrait150_014_composite_greedy_ab_01_identity_keep_edge120.asset,ideal=430|target=Hard|kind=Normal|scoreDiff=8
171,Normal,418.539,Normal,normal_campaign500,normal,281,direct_normal_35_direct_normal_rect_sweep_g3_v04,direct_normal_35_direct_normal_rect_sweep_g3_v04,Normal,260,LowPressure,Flow,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,39,114,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_35_direct_normal_rect_sweep_g3_v04.asset,ideal=419|target=Normal|kind=Normal|scoreDiff=159
172,Normal,403.272,Normal,normal_campaign500,normal,290,direct_normal_93_direct_normal_rect_lock_buckle_g3_v10,direct_normal_93_direct_normal_rect_lock_buckle_g3_v10,Normal,280,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,21,37,106,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_93_direct_normal_rect_lock_buckle_g3_v10.asset,ideal=403|target=Normal|kind=Normal|scoreDiff=123
173,Normal,388.507,Normal,normal_campaign500,normal,240,direct_normal_70_direct_normal_rect_maze_long_chain_g0_v07,direct_normal_70_direct_normal_rect_maze_long_chain_g0_v07,Normal,267,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,20,39,104,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_70_direct_normal_rect_maze_long_chain_g0_v07.asset,ideal=389|target=Normal|kind=Normal|scoreDiff=122
174,Normal,378.885,Normal,normal_campaign500,normal,264,direct_normal_27_direct_normal_rect_dual_zone_g2_v03,direct_normal_27_direct_normal_rect_dual_zone_g2_v03,Normal,277,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,35,108,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_27_direct_normal_rect_dual_zone_g2_v03.asset,ideal=379|target=Normal|kind=Normal|scoreDiff=102
175,Shape,377.634,Hard,shape_final_with_supplement,shape,89,r2_outer_strong_005_r2_006_a401_procmask_91_long_maskproceduralvertical_40x58-bigmagictowerdoortall,BigMagicTowerDoorTall,Hard,433,LowPressure,StopGo,StartWide,ClearBurst,ChoiceManyGood,SpecialShape,VisualDense,VisualSpice,ShapePuzzle,NoRisk,VisualDense|LargeScale|FlowRelief,Magic,40,58,180,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_91_long_maskproceduralvertical_40x58-bigmagictowerdoortall_20260611_111420.asset,ideal=378|target=Hard|kind=Shape|theme=Magic|scoreDiff=55
176,Normal,385.688,Normal,normal_campaign500,normal,310,direct_normal_31_direct_normal_rect_outer_shell_g3_v04,direct_normal_31_direct_normal_rect_outer_shell_g3_v04,Normal,280,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,40,115,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_31_direct_normal_rect_outer_shell_g3_v04.asset,ideal=386|target=Normal|kind=Normal|scoreDiff=106
177,Normal,401.425,Normal,normal_campaign500,normal,202,direct_normal_84_direct_normal_rect_dense_weave_g2_v09,direct_normal_84_direct_normal_rect_dense_weave_g2_v09,Normal,271,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,38,115,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_84_direct_normal_rect_dense_weave_g2_v09.asset,ideal=401|target=Normal|kind=Normal|scoreDiff=130
178,Normal,421.118,Hard,normal_campaign500,normal,438,composite_play_cand_060_composite_portrait150_006_composite_greedy_ab_00_vflip_keep_edge120,composite_play_cand_060_composite_portrait150_006_composite_greedy_ab_00_vflip_keep_edge120,Hard,435,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,30,47,137,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_060_composite_portrait150_006_composite_greedy_ab_00_vflip_keep_edge120.asset,ideal=421|target=Hard|kind=Normal|scoreDiff=14
179,Normal,439.951,Normal,normal_campaign500,normal,326,direct_normal_156_direct_normal_rect_core_burst_g3_v16,direct_normal_156_direct_normal_rect_core_burst_g3_v16,Normal,280,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,21,38,107,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_156_direct_normal_rect_core_burst_g3_v16.asset,ideal=440|target=Normal|kind=Normal|scoreDiff=160
180,Shape,453.347,Normal,shape_final_with_supplement,shape,122,r2_outer_strong_005_r2_006_a401_procmask_135_long_maskproceduralvertical_36x50-transitioncarrier01tall,TransitionCarrier01Tall,Normal,345,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualMedium,VisualSpice,ShapePuzzle,NoRisk,LargeScale|FlowRelief,Vehicle,36,50,136,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_135_long_maskproceduralvertical_36x50-transitioncarrier01tall_20260611_112006.asset,ideal=453|target=Normal|kind=Shape|theme=Vehicle|scoreDiff=108
181,Normal,458.219,Normal,normal_campaign500,normal,265,direct_normal_topup_21_direct_normal_topup_rect_dual_zone_g8_v03,direct_normal_topup_21_direct_normal_topup_rect_dual_zone_g8_v03,Normal,277,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,38,113,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_21_direct_normal_topup_rect_dual_zone_g8_v03.asset,ideal=458|target=Normal|kind=Normal|scoreDiff=181
182,Shape,453.82,Normal,shape_final_with_supplement,shape,53,r2_outer_strong_005_r2_006_a401_procmask_53_long_maskproceduralvertical_36x50-transitiondomepalacetall,TransitionDomePalaceTall,Normal,400,LowPressure,StopGo,StartWide,ClearBurst,ChoiceManyGood,SpecialShape,VisualDense,VisualSpice,ShapePuzzle,NoRisk,VisualDense|LargeScale|FlowRelief,Landmark,36,50,163,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_53_long_maskproceduralvertical_36x50-transitiondomepalacetall_20260611_111123.asset,ideal=454|target=Normal|kind=Shape|theme=Landmark|scoreDiff=54
183,Normal,441.946,Normal,normal_campaign500,normal,338,direct_normal_90_direct_normal_rect_maze_long_chain_g2_v09,direct_normal_90_direct_normal_rect_maze_long_chain_g2_v09,Normal,267,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceManyGood,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,36,106,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_90_direct_normal_rect_maze_long_chain_g2_v09.asset,ideal=442|target=Normal|kind=Normal|scoreDiff=175
184,Normal,426.444,Normal,normal_campaign500,normal,183,direct_normal_61_direct_normal_rect_outer_shell_g0_v07,direct_normal_61_direct_normal_rect_outer_shell_g0_v07,Normal,269,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,39,116,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_61_direct_normal_rect_outer_shell_g0_v07.asset,ideal=426|target=Normal|kind=Normal|scoreDiff=157
185,Hole,412.157,Hard,hole_mask_early_front,hole,13,r1_ab_109_above300_level_606_final_holeblock_multiseed_final,hole_prod_28x22_wide_r02_r1_ab_109_above300_level_606_final_20260610_114848,Hard,442,HighPressure,Spike,StartMedium,ClearFlow,ChoiceTactical,HoleBlocker,VisualMedium,MechanicSpice,HoleBlocker,NoRisk,FlowRelief,HoleBlocker,28,22,52,Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_28x22_wide_r02_r1_ab_109_above300_level_606_final_20260610_114848.asset,ideal=412|target=Hard|kind=Hole|hole-spacing|scoreDiff=30
186,Normal,403.595,Normal,normal_campaign500,normal,179,direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07,direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07,Normal,278,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,37,110,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07.asset,ideal=404|target=Normal|kind=Normal|scoreDiff=126
187,Shape,403.696,Normal,shape_final_with_supplement,shape,134,r2_outer_strong_005_r2_006_a401_procmask_supp_01_onion_maskfinalsupplement_30x42-mainspacesaturnicontall,MainSpaceSaturnIconTall,Normal,307,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualSparse,VisualSpice,ShapePuzzle,NoRisk,FlowRelief,Space,30,42,111,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_01_onion_maskfinalsupplement_30x42-mainspacesaturnicontall_20260611_124212.asset,ideal=404|target=Normal|kind=Shape|theme=Space|scoreDiff=97
188,Normal,413.022,Hard,normal_campaign500,normal,436,composite_play_cand_029_composite_portrait150_001_composite_greedy_ab_00_hflip_keep_edge120,composite_play_cand_029_composite_portrait150_001_composite_greedy_ab_00_hflip_keep_edge120,Hard,437,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,30,47,138,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_029_composite_portrait150_001_composite_greedy_ab_00_hflip_keep_edge120.asset,ideal=413|target=Hard|kind=Normal|scoreDiff=24
189,Normal,429.603,Normal,normal_campaign500,normal,308,direct_normal_128_direct_normal_rect_stair_push_g0_v13,direct_normal_128_direct_normal_rect_stair_push_g0_v13,Normal,277,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,38,114,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_128_direct_normal_rect_stair_push_g0_v13.asset,ideal=430|target=Normal|kind=Normal|scoreDiff=153
