campaignOrder,slotKind,templateId,experienceRole,contentSeries,unlockTag,storyBeat,idealScore,targetDifficultyTag,stageRelativeDifficultyTag,stageDifficultyScore,sourcePool,sourceKind,sourceOrder,levelId,assetName,difficultyTagV1,difficultyScoreV1,pressureTag,paceTag,startTag,clearTag,choiceTag,shapeTag,visualTag,noveltyTag,mechanicTag,riskTags,reasonTags,theme,width,height,chains,assetPath,selectionReason
115,Normal,B-Recovery,Recovery,Auto,None,Auto,350.713,Flow,StageFlow,196,normal_campaign500,normal,74,r1_outer_strong_035_r1_055_a501,r1_outer_strong_035_r1_055_a501,Flow,120,LowPressure,Flow,StartWide,ClearBurst,ChoiceReadable,Tall,VisualSparse,Standard,None,NoRisk,FlowRelief,,21,30,72,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_035_r1_055_a501.asset,ideal=351|target=Flow|kind=Normal|template=B-Recovery|role=Recovery|scoreDiff=231
116,Normal,B-Recovery,Core,Auto,None,Auto,417.519,Normal,StageNormal,379,normal_campaign500,normal,187,direct_normal_105_direct_normal_rect_sweep_g4_v11,direct_normal_105_direct_normal_rect_sweep_g4_v11,Normal,265,LowPressure,Flow,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,40,115,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_105_direct_normal_rect_sweep_g4_v11.asset,ideal=418|target=Normal|kind=Normal|template=B-Recovery|role=Core|scoreDiff=153
117,Normal,B-Recovery,Bottleneck,Auto,None,Auto,463.431,Normal,StageNormal,383,normal_campaign500,normal,221,direct_normal_86_direct_normal_rect_core_burst_g2_v09,direct_normal_86_direct_normal_rect_core_burst_g2_v09,Normal,284,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,37,114,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_86_direct_normal_rect_core_burst_g2_v09.asset,ideal=463|target=Normal|kind=Normal|template=B-Recovery|role=Bottleneck|scoreDiff=179
118,Normal,B-Recovery,Normal,Auto,None,Auto,446.177,Normal,StageNormal,359,normal_campaign500,normal,321,direct_polish_clean_16_direct_polish_normal_rect_quasi_symmetry_g1_v02,direct_polish_clean_16_direct_polish_normal_rect_quasi_symmetry_g1_v02,Normal,285,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceManyGood,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,20,37,114,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_16_direct_polish_normal_rect_quasi_symmetry_g1_v02.asset,ideal=446|target=Normal|kind=Normal|template=B-Recovery|role=Normal|scoreDiff=161
119,Hole,B-Recovery,MechanicSpice,HoleMechanic,None,HoleMechanic,466.606,Normal,StageHard|Mechanic,221,hole_mask_early_front,hole,33,r1_ab_282_above300_level_966_final_holeblock_multiseed_final,hole_prod_20x28_long_r01_r1_ab_282_above300_level_966_final_20260610_120242,Normal,422,HighPressure,Spike,StartMedium,ClearFlow,ChoiceTactical,HoleBlocker,VisualMedium,MechanicSpice,HoleBlocker,NoRisk,None,HoleBlocker,20,28,65,Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_20x28_long_r01_r1_ab_282_above300_level_966_final_20260610_120242.asset,ideal=467|target=Normal|kind=Hole|template=B-Recovery|role=MechanicSpice|hole-spacing|scoreDiff=45
120,Normal,B-Recovery,Peak,Auto,None,Auto,539.835,VeryHard,StageVeryHard|Peak,745,normal_campaign500,normal,473,direct_advanced_34_direct_advanced_veryhard_rect_dense_weave_g0_v05,direct_advanced_34_direct_advanced_veryhard_rect_dense_weave_g0_v05,VeryHard,624,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale|FlowRelief,,25,49,195,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_34_direct_advanced_veryhard_rect_dense_weave_g0_v05.asset,ideal=540|target=VeryHard|kind=Normal|template=B-Recovery|role=Peak|scoreDiff=84
121,Normal,C-Visual,Flow,Auto,None,Auto,496.582,Flow,StageFlow,119,normal_campaign500,normal,25,r1_outer_strong_065_r1_110_a607,r1_outer_strong_065_r1_110_a607,Flow,119,LowPressure,Flow,StartWide,ClearBurst,ChoiceReadable,Tall,VisualSparse,Standard,None,NoRisk,FlowRelief,,22,32,75,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_065_r1_110_a607.asset,ideal=497|target=Flow|kind=Normal|template=C-Visual|role=Flow|scoreDiff=378
122,Normal,C-Visual,Observe,Auto,None,Auto,499.345,Normal,StageNormal,285,normal_campaign500,normal,328,direct_polish_clean_01_direct_polish_normal_rect_section_unlock_g0_v01,direct_polish_clean_01_direct_polish_normal_rect_section_unlock_g0_v01,Normal,285,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,20,36,112,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_01_direct_polish_normal_rect_section_unlock_g0_v01.asset,ideal=499|target=Normal|kind=Normal|template=C-Visual|role=Observe|scoreDiff=214
123,Shape,C-Visual,VisualSpice,MainShape,None,VisualSpice,493.086,Normal,StageNormal,429,shape_final_with_supplement,shape,126,r2_outer_strong_005_r2_006_a401_procmask_140_long_maskproceduralvertical_42x58-bigmegamonument05tall,BigMegaMonument05Tall,Normal,429,LowPressure,StopGo,StartWide,ClearBurst,ChoiceManyGood,SpecialShape,VisualDense,VisualSpice,ShapePuzzle,NoRisk,VisualDense|LargeScale|FlowRelief,Landmark,42,58,179,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_140_long_maskproceduralvertical_42x58-bigmegamonument05tall_20260611_112516.asset,ideal=493|target=Normal|kind=Shape|template=C-Visual|role=VisualSpice|theme=Landmark|scoreDiff=64
124,Normal,C-Visual,Normal,Auto,None,Auto,480.243,Normal,StageFlow,280,normal_campaign500,normal,272,direct_normal_topup_18_direct_normal_topup_rect_lock_buckle_g8_v03,direct_normal_topup_18_direct_normal_topup_rect_lock_buckle_g8_v03,Normal,280,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,38,114,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_18_direct_normal_topup_rect_lock_buckle_g8_v03.asset,ideal=480|target=Normal|kind=Normal|template=C-Visual|role=Normal|scoreDiff=200
125,Normal,C-Visual,Pressure,Auto,None,Auto,500.06,Hard,StageHard,480,normal_campaign500,normal,367,direct_polish_clean_17_direct_polish_normal_rect_sweep_g1_v02,direct_polish_clean_17_direct_polish_normal_rect_sweep_g1_v02,Hard,480,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,21,40,139,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_17_direct_polish_normal_rect_sweep_g1_v02.asset,ideal=500|target=Hard|kind=Normal|template=C-Visual|role=Pressure|scoreDiff=20
126,Normal,C-Visual,Recovery,Auto,None,Auto,357.425,Flow,StageFlow,127,normal_campaign500,normal,119,r2_outer_strong_053_r2_093_a574,r2_outer_strong_053_r2_093_a574,Flow,127,LowPressure,Flow,StartWide,ClearBurst,ChoiceReadable,Tall,VisualSparse,Standard,None,NoRisk,FlowRelief,,21,30,74,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_053_r2_093_a574.asset,ideal=357|target=Flow|kind=Normal|template=C-Visual|role=Recovery|scoreDiff=230
127,Normal,C-Visual,Core,Auto,None,Auto,446.525,Hard,StageNormal,448,normal_campaign500,normal,425,r1_outer_strong_006_r1_008_a409,r1_outer_strong_006_r1_008_a409,Hard,448,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Square,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,35,34,141,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_006_r1_008_a409.asset,ideal=447|target=Hard|kind=Normal|template=C-Visual|role=Core|scoreDiff=1
128,Normal,C-Visual,Bottleneck,Auto,None,Auto,484.698,Hard,StageHard,491,normal_campaign500,normal,347,direct_polish_clean_18_direct_polish_normal_rect_maze_long_chain_g1_v02,direct_polish_clean_18_direct_polish_normal_rect_maze_long_chain_g1_v02,Hard,491,LowPressure,Bottleneck,StartMedium,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,None,,22,37,129,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_18_direct_polish_normal_rect_maze_long_chain_g1_v02.asset,ideal=485|target=Hard|kind=Normal|template=C-Visual|role=Bottleneck|scoreDiff=6
129,Shape,C-Visual,VisualSpice,MainShape,None,VisualSpice,461.796,Normal,StageNormal,428,shape_final_with_supplement,shape,112,r2_outer_strong_005_r2_006_a401_procmask_114_onion_maskproceduralvertical_36x44-transitiondistinctbutterflytall,TransitionDistinctButterflyTall,Normal,428,LowPressure,StopGo,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualDense,VisualSpice,ShapePuzzle,NoRisk,VisualDense|LargeScale|FlowRelief,Nature,36,44,167,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_114_onion_maskproceduralvertical_36x44-transitiondistinctbutterflytall_20260611_111757.asset,ideal=462|target=Normal|kind=Shape|template=C-Visual|role=VisualSpice|theme=Nature|scoreDiff=34
130,Normal,C-Visual,Peak,Auto,None,Auto,565.22,Hard,StageVeryHard,614,normal_campaign500,normal,489,direct_polish_hard_17_direct_polish_hard_rect_sweep_g5_v02,direct_polish_hard_17_direct_polish_hard_rect_sweep_g5_v02,Hard,614,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceManyGood,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale|FlowRelief,,23,47,177,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_17_direct_polish_hard_rect_sweep_g5_v02.asset,ideal=565|target=Hard|kind=Normal|template=C-Visual|role=Peak|scoreDiff=49
131,Normal,D-Pressure,Flow,Auto,None,Auto,500.633,Flow,StageFlow,125,normal_campaign500,normal,48,r1_outer_strong_139_r1_247_a877,r1_outer_strong_139_r1_247_a877,Flow,125,LowPressure,Flow,StartWide,ClearBurst,ChoiceReadable,Tall,VisualSparse,Standard,None,NoRisk,FlowRelief,,19,31,71,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_139_r1_247_a877.asset,ideal=501|target=Flow|kind=Normal|template=D-Pressure|role=Flow|scoreDiff=376
132,Normal,D-Pressure,Pressure,Auto,None,Auto,553.157,Hard,StageHard,501,normal_campaign500,normal,365,direct_polish_hard_02_direct_polish_hard_rect_lock_buckle_g4_v01,direct_polish_hard_02_direct_polish_hard_rect_lock_buckle_g4_v01,Hard,501,LowPressure,Spike,StartWide,ClearFlow,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale|FlowRelief,,24,43,163,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_02_direct_polish_hard_rect_lock_buckle_g4_v01.asset,ideal=553|target=Hard|kind=Normal|template=D-Pressure|role=Pressure|scoreDiff=52
133,Normal,D-Pressure,Observe,Auto,None,Auto,528.704,Normal,StageNormal,281,normal_campaign500,normal,258,direct_normal_38_direct_normal_rect_stair_push_g3_v04,direct_normal_38_direct_normal_rect_stair_push_g3_v04,Normal,281,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,21,40,115,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_38_direct_normal_rect_stair_push_g3_v04.asset,ideal=529|target=Normal|kind=Normal|template=D-Pressure|role=Observe|scoreDiff=248
134,Normal,D-Pressure,Bottleneck,Auto,None,Auto,565.099,Hard,StageVeryHard,606,normal_campaign500,normal,485,r1_outer_strong_036_r1_060_a510,r1_outer_strong_036_r1_060_a510,Hard,606,HighPressure,Spike,StartWide,ClearBurst,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale|FlowRelief,,36,56,186,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_036_r1_060_a510.asset,ideal=565|target=Hard|kind=Normal|template=D-Pressure|role=Bottleneck|scoreDiff=41
135,Normal,D-Pressure,Recovery,Auto,None,Auto,427.682,Flow,StageFlow,225,normal_campaign500,normal,154,r2_outer_strong_075_r2_150_a655,r2_outer_strong_075_r2_150_a655,Flow,225,LowPressure,Flow,StartMedium,ClearBurst,ChoiceTactical,Square,VisualSparse,Standard,None,NoRisk,FlowRelief,,22,25,56,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_075_r2_150_a655.asset,ideal=428|target=Flow|kind=Normal|template=D-Pressure|role=Recovery|scoreDiff=203
136,Shape,D-Pressure,VisualSpice,MainShape,None,VisualSpice,509.207,Normal,StageNormal,370,shape_final_with_supplement,shape,57,r2_outer_strong_005_r2_006_a401_procmask_57_onion_maskproceduralvertical_36x50-transitionsailboattall,TransitionSailboatTall,Normal,370,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualMedium,VisualSpice,ShapePuzzle,NoRisk,LargeScale|FlowRelief,Ocean,36,50,142,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_57_onion_maskproceduralvertical_36x50-transitionsailboattall_20260611_111154.asset,ideal=509|target=Normal|kind=Shape|template=D-Pressure|role=VisualSpice|theme=Ocean|scoreDiff=139
137,Normal,D-Pressure,Core,Auto,None,Auto,494.093,Hard,StageHard,479,normal_campaign500,normal,356,direct_polish_clean_08_direct_polish_normal_rect_sweep_g0_v01,direct_polish_clean_08_direct_polish_normal_rect_sweep_g0_v01,Hard,479,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,23,39,137,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_08_direct_polish_normal_rect_sweep_g0_v01.asset,ideal=494|target=Hard|kind=Normal|template=D-Pressure|role=Core|scoreDiff=15
138,Normal,D-Pressure,Pressure,Auto,None,Auto,517.207,Hard,StageHard,510,normal_campaign500,normal,346,direct_polish_hard_24_direct_polish_hard_rect_stair_push_g6_v03,direct_polish_hard_24_direct_polish_hard_rect_stair_push_g6_v03,Hard,510,LowPressure,Spike,StartWide,ClearFlow,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale,,24,43,165,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_24_direct_polish_hard_rect_stair_push_g6_v03.asset,ideal=517|target=Hard|kind=Normal|template=D-Pressure|role=Pressure|scoreDiff=7
139,Hole,D-Pressure,MechanicSpice,HoleMechanic,None,HoleMechanic,477.532,Normal,StageNormal,420,hole_mask_early_front,hole,9,r1_ab_156_above300_level_672_final_holeblock_multiseed_final,hole_prod_24x28_standard_r03_r1_ab_156_above300_level_672_final_20260610_114201,Normal,420,HighPressure,Spike,StartMedium,ClearFlow,ChoiceTactical,HoleBlocker,VisualMedium,MechanicSpice,HoleBlocker,NoRisk,None,HoleBlocker,24,28,63,Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_24x28_standard_r03_r1_ab_156_above300_level_672_final_20260610_114201.asset,ideal=478|target=Normal|kind=Hole|template=D-Pressure|role=MechanicSpice|hole-spacing|scoreDiff=58
140,Normal,D-Pressure,Peak,Auto,None,Auto,567.07,VeryHard,StageVeryHard|Peak,627,normal_campaign500,normal,481,direct_advanced_23_direct_advanced_veryhard_rect_sweep_g2_v03,direct_advanced_23_direct_advanced_veryhard_rect_sweep_g2_v03,VeryHard,627,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale|FlowRelief,,28,48,213,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_23_direct_advanced_veryhard_rect_sweep_g2_v03.asset,ideal=567|target=VeryHard|kind=Normal|template=D-Pressure|role=Peak|scoreDiff=60
141,Normal,E-Chapter,Flow,Auto,None,Auto,495.297,Flow,StageFlow,117,normal_campaign500,normal,16,r1_outer_strong_103_r1_195_a754,r1_outer_strong_103_r1_195_a754,Flow,117,LowPressure,Flow,StartMedium,ClearBurst,ChoiceReadable,Square,VisualSparse,Standard,None,NoRisk,FlowRelief,,23,31,68,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_103_r1_195_a754.asset,ideal=495|target=Flow|kind=Normal|template=E-Chapter|role=Flow|scoreDiff=378
142,Shape,E-Chapter,VisualSpice,MainShape,None,VisualSpice,514.305,Normal,StageNormal,389,shape_final_with_supplement,shape,123,r2_outer_strong_005_r2_006_a401_procmask_136_onion_maskproceduralvertical_38x52-transitioncarrier02tall,TransitionCarrier02Tall,Normal,389,LowPressure,StopGo,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualMedium,VisualSpice,ShapePuzzle,NoRisk,LargeScale|FlowRelief,Vehicle,38,52,152,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_136_onion_maskproceduralvertical_38x52-transitioncarrier02tall_20260611_112008.asset,ideal=514|target=Normal|kind=Shape|template=E-Chapter|role=VisualSpice|theme=Vehicle|scoreDiff=125
143,Normal,E-Chapter,Observe,Auto,None,Auto,534.598,Normal,StageFlow,280,normal_campaign500,normal,277,direct_normal_16_direct_normal_rect_core_burst_g1_v02,direct_normal_16_direct_normal_rect_core_burst_g1_v02,Normal,280,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,37,112,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_16_direct_normal_rect_core_burst_g1_v02.asset,ideal=535|target=Normal|kind=Normal|template=E-Chapter|role=Observe|scoreDiff=255
144,Normal,E-Chapter,Pressure,Auto,None,Auto,586.329,Hard,StageVeryHard,612,normal_campaign500,normal,484,r2_outer_strong_036_r2_060_a510,r2_outer_strong_036_r2_060_a510,Hard,612,HighPressure,Spike,StartWide,ClearBurst,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale|FlowRelief,,38,56,202,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_036_r2_060_a510.asset,ideal=586|target=Hard|kind=Normal|template=E-Chapter|role=Pressure|scoreDiff=26
145,Normal,E-Chapter,Recovery,Auto,None,Auto,465.628,Flow,StageFlow,124,normal_campaign500,normal,40,r1_ab_247_above300_level_877_final,r1_ab_247_above300_level_877_final,Flow,124,LowPressure,Flow,StartWide,ClearBurst,ChoiceReadable,Tall,VisualSparse,Standard,None,NoRisk,FlowRelief,,19,31,70,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_247_above300_level_877_final.asset,ideal=466|target=Flow|kind=Normal|template=E-Chapter|role=Recovery|scoreDiff=342
146,Normal,E-Chapter,Core,Auto,None,Auto,560.664,Hard,StageHard,508,normal_campaign500,normal,358,direct_polish_hard_07_direct_polish_hard_rect_quasi_symmetry_g4_v01,direct_polish_hard_07_direct_polish_hard_rect_quasi_symmetry_g4_v01,Hard,508,LowPressure,Spike,StartMedium,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale,,24,42,159,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_07_direct_polish_hard_rect_quasi_symmetry_g4_v01.asset,ideal=561|target=Hard|kind=Normal|template=E-Chapter|role=Core|scoreDiff=53
147,Shape,E-Chapter,VisualSpice,MainShape,None,VisualSpice,520,Normal,StageNormal,356,shape_final_with_supplement,shape,82,r2_outer_strong_005_r2_006_a401_procmask_84_long_maskproceduralvertical_34x48-transitionmagicopenbooktall,TransitionMagicOpenBookTall,Normal,356,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualMedium,VisualSpice,ShapePuzzle,NoRisk,LargeScale|FlowRelief,Magic,34,48,141,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_84_long_maskproceduralvertical_34x48-transitionmagicopenbooktall_20260611_111357.asset,ideal=520|target=Normal|kind=Shape|template=E-Chapter|role=VisualSpice|theme=Magic|scoreDiff=164
148,Normal,E-Chapter,Bottleneck,Auto,None,Auto,573.136,Hard,StageHard,508,normal_campaign500,normal,343,direct_polish_hard_12_direct_polish_hard_rect_dense_weave_g5_v02,direct_polish_hard_12_direct_polish_hard_rect_dense_weave_g5_v02,Hard,508,LowPressure,Bottleneck,StartMedium,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale,,23,40,151,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_12_direct_polish_hard_rect_dense_weave_g5_v02.asset,ideal=573|target=Hard|kind=Normal|template=E-Chapter|role=Bottleneck|scoreDiff=65
149,Normal,E-Chapter,Recovery,Auto,None,Auto,428.195,Flow,StageFlow,122,normal_campaign500,normal,72,nomask_style_expansion_35_zig_river_tall,nomask_style_expansion_35_zig_river_tall,Flow,122,LowPressure,Flow,StartWide,ClearFlow,ChoiceReadable,Tall,VisualSparse,Standard,None,NoRisk,FlowRelief,,18,30,67,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StyleExpansionPreview/nomask_style_expansion_35_zig_river_tall.asset,ideal=428|target=Flow|kind=Normal|template=E-Chapter|role=Recovery|scoreDiff=306
150,Normal,E-Chapter,Peak,Auto,None,Auto,597.144,Hard,StageHard,497,normal_campaign500,normal,362,direct_polish_hard_13_direct_polish_hard_rect_core_burst_g5_v02,direct_polish_hard_13_direct_polish_hard_rect_core_burst_g5_v02,Hard,497,LowPressure,Spike,StartWide,ClearFlow,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale|FlowRelief,,24,43,164,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_13_direct_polish_hard_rect_core_burst_g5_v02.asset,ideal=597|target=Hard|kind=Normal|template=E-Chapter|role=Peak|scoreDiff=100
151,Normal,A-Standard,Flow,Auto,None,Auto,326.11,Normal,StageNormal,284,normal_campaign500,normal,318,r1_ab_194_above300_level_753_final,r1_ab_194_above300_level_753_final,Normal,284,LowPressure,Bottleneck,StartMedium,ClearBurst,ChoiceTactical,Square,VisualSparse,Standard,None,NoRisk,FlowRelief,,33,39,108,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_194_above300_level_753_final.asset,ideal=326|target=Normal|kind=Normal|template=A-Standard|role=Flow|scoreDiff=42
152,Normal,A-Standard,Observe,Auto,None,Auto,331.523,Normal,StageNormal,281,normal_campaign500,normal,286,direct_normal_77_direct_normal_rect_dual_zone_g1_v08,direct_normal_77_direct_normal_rect_dual_zone_g1_v08,Normal,281,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,38,113,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_77_direct_normal_rect_dual_zone_g1_v08.asset,ideal=332|target=Normal|kind=Normal|template=A-Standard|role=Observe|scoreDiff=51
153,Shape,A-Standard,VisualSpice,MainShape,None,VisualSpice,345.339,Normal,StageNormal,342,shape_final_with_supplement,shape,26,r2_outer_strong_005_r2_006_a401_procmask_26_long_maskproceduralvertical_30x42-mainclassicportraittall,MainClassicPortraitTall,Normal,342,LowPressure,Flow,StartWide,ClearBurst,ChoiceManyGood,SpecialShape,VisualMedium,VisualSpice,ShapePuzzle,NoRisk,LargeScale|FlowRelief,Art,30,42,135,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_26_long_maskproceduralvertical_30x42-mainclassicportraittall_20260611_110534.asset,ideal=345|target=Normal|kind=Shape|template=A-Standard|role=VisualSpice|theme=Art|scoreDiff=3
154,Normal,A-Standard,Pressure,Auto,None,Auto,399.356,Hard,StageNormal,433,normal_campaign500,normal,386,composite_play_cand_076_composite_portrait150_082_composite_greedy_ab_08_vflip_keep_edge120,composite_play_cand_076_composite_portrait150_082_composite_greedy_ab_08_vflip_keep_edge120,Hard,433,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,29,41,126,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_076_composite_portrait150_082_composite_greedy_ab_08_vflip_keep_edge120.asset,ideal=399|target=Hard|kind=Normal|template=A-Standard|role=Pressure|scoreDiff=34
155,Shape,A-Standard,VisualRecovery,MainShape,None,VisualRecovery,288.946,Normal,StageNormal,288,shape_final_with_supplement,shape,138,r2_outer_strong_005_r2_006_a401_procmask_supp_05_onion_maskfinalsupplement_30x42-mainmusicheadphonestall,MainMusicHeadphonesTall,Normal,288,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualSparse,VisualSpice,ShapePuzzle,NoRisk,FlowRelief,Music,30,42,103,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_05_onion_maskfinalsupplement_30x42-mainmusicheadphonestall_20260611_124310.asset,ideal=289|target=Normal|kind=Shape|template=A-Standard|role=VisualRecovery|theme=Music|scoreDiff=1
156,Normal,A-Standard,Core,Auto,None,Auto,399.322,Hard,StageNormal,434,normal_campaign500,normal,439,composite_play_cand_129_composite_portrait150_110_composite_greedy_ab_12_identity_keep_edge120,composite_play_cand_129_composite_portrait150_110_composite_greedy_ab_12_identity_keep_edge120,Hard,434,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceManyGood,Square,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,32,42,140,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_129_composite_portrait150_110_composite_greedy_ab_12_identity_keep_edge120.asset,ideal=399|target=Hard|kind=Normal|template=A-Standard|role=Core|scoreDiff=35
