"pool","order","sourcePack","levelId","assetName","theme","subtheme","shapeRole","difficultyBand","maskName","maskWidth","maskHeight","maskArea","maskCoverage","maskFill","width","height","chains","arrowTiles","blockTiles","boardFill","playableFill","assetArrowCoverage","initialMovable","targetDifficultyScore","generationSeed","maskGuid","assetPath"
"shape_final_with_supplement","42","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_42_long_maskproceduralvertical_30x42-mainbackpacktall","procmask_42_long_maskproceduralvertical_30x42-mainbackpacktall_20260611_110900","Object","tools-items","object","main","MainBackpackTall","30","42","934","0.741","0.976","30","42","107","912","0","0.724","0.724","0.96","0","974","1342906","330cfcdbdf87ca745a61cde8a6fcf543","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_42_long_maskproceduralvertical_30x42-mainbackpacktall_20260611_110900.asset"
"shape_final_with_supplement","43","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_43_long_maskproceduralvertical_30x42-maintreasurechesttall","procmask_43_long_maskproceduralvertical_30x42-maintreasurechesttall_20260611_110904","Magic","adventure-relic","object","main","MainTreasureChestTall","30","42","991","0.787","0.982","30","42","122","973","0","0.772","0.772","0.96","0","974","1350825","b36bcf4c42e84844aabb7083b7fd323b","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_43_long_maskproceduralvertical_30x42-maintreasurechesttall_20260611_110904.asset"
"shape_final_with_supplement","44","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_44_long_maskproceduralvertical_30x44-mainguitartall","procmask_44_long_maskproceduralvertical_30x44-mainguitartall_20260611_110910","Music","stage","object","main","MainGuitarTall","30","44","735","0.557","0.986","30","44","87","725","0","0.549","0.549","0.96","0","974","1358946","f855b6d9e8254614682d7ce9f247d951","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_44_long_maskproceduralvertical_30x44-mainguitartall_20260611_110910.asset"
"shape_final_with_supplement","45","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_45_long_maskproceduralvertical_28x42-mainmicrophonetall","procmask_45_long_maskproceduralvertical_28x42-mainmicrophonetall_20260611_110914","Music","stage","object","main","MainMicrophoneTall","28","42","776","0.660","0.987","28","42","94","766","0","0.651","0.651","0.96","0","974","1366589","61163a98d5aa96446bd690925d2542c4","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_45_long_maskproceduralvertical_28x42-mainmicrophonetall_20260611_110914.asset"
"shape_final_with_supplement","46","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_46_long_maskproceduralvertical_30x40-mainpaintpalettetall","procmask_46_long_maskproceduralvertical_30x40-mainpaintpalettetall_20260611_110916","Art","studio","object","main","MainPaintPaletteTall","30","40","879","0.733","0.98","30","40","95","861","0","0.718","0.718","0.96","0","974","1374380","0647f53813010f540b8685c7ea32e60b","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_46_long_maskproceduralvertical_30x40-mainpaintpalettetall_20260611_110916.asset"
"shape_final_with_supplement","47","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_47_long_maskproceduralvertical_30x40-mainbooktall","procmask_47_long_maskproceduralvertical_30x40-mainbooktall_20260611_110919","Magic","academy","object","main","MainBookTall","30","40","980","0.817","0.982","30","40","116","962","0","0.802","0.802","0.96","0","974","1382299","3330eff6de96c2f4cbf0b7c98b81802c","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_47_long_maskproceduralvertical_30x40-mainbooktall_20260611_110919.asset"
"shape_final_with_supplement","48","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_48_long_maskproceduralvertical_28x42-mainhourglasstall","procmask_48_long_maskproceduralvertical_28x42-mainhourglasstall_20260611_111009","Object","tools-items","object","main","MainHourglassTall","28","42","640","0.544","0.992","28","42","80","635","0","0.54","0.54","0.96","0","974","1390346","35184d79af92c464ba828ef653113b36","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_48_long_maskproceduralvertical_28x42-mainhourglasstall_20260611_111009.asset"
"shape_final_with_supplement","49","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_49_long_maskproceduralvertical_30x44-mainhotairballoontall","procmask_49_long_maskproceduralvertical_30x44-mainhotairballoontall_20260611_111051","Vehicle","transport","vehicle","main","MainHotAirBalloonTall","30","44","818","0.620","0.98","30","44","93","802","0","0.608","0.608","0.96","0","974","1398541","229ee4651536d5f44916e580162d920f","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_49_long_maskproceduralvertical_30x44-mainhotairballoontall_20260611_111051.asset"
"shape_final_with_supplement","50","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_50_long_maskproceduralvertical_28x42-mainwaterdroptall","procmask_50_long_maskproceduralvertical_28x42-mainwaterdroptall_20260611_111111","Ocean","shoreline","object","main","MainWaterDropTall","28","42","710","0.604","0.979","28","42","83","695","0","0.591","0.591","0.96","0","974","1406184","00f54c9d9e4b2e340adb5a991c2c0c7c","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_50_long_maskproceduralvertical_28x42-mainwaterdroptall_20260611_111111.asset"
"shape_final_with_supplement","51","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_51_long_maskproceduralvertical_36x50-transitioncastlegatetall","procmask_51_long_maskproceduralvertical_36x50-transitioncastlegatetall_20260611_111115","Magic","fantasy-architecture","landmark","transition","TransitionCastleGateTall","36","50","1328","0.738","0.982","36","50","157","1304","0","0.724","0.724","0.96","0","974","1415207","580c0b168a890ac438b02f56d34a3325","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_51_long_maskproceduralvertical_36x50-transitioncastlegatetall_20260611_111115.asset"
"shape_final_with_supplement","52","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_52_long_maskproceduralvertical_36x50-transitionpagodatall","procmask_52_long_maskproceduralvertical_36x50-transitionpagodatall_20260611_111118","Landmark","architecture","landmark","transition","TransitionPagodaTall","36","50","1088","0.604","0.983","36","50","132","1069","0","0.594","0.594","0.96","0","974","1423126","e8b6bbca71d7ad844a93b487ee1c7929","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_52_long_maskproceduralvertical_36x50-transitionpagodatall_20260611_111118.asset"
"shape_final_with_supplement","53","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_53_long_maskproceduralvertical_36x50-transitiondomepalacetall","procmask_53_long_maskproceduralvertical_36x50-transitiondomepalacetall_20260611_111123","Landmark","architecture","landmark","transition","TransitionDomePalaceTall","36","50","1330","0.739","0.986","36","50","163","1312","0","0.729","0.729","0.96","0","974","1431045","94233b9d3f408e74292ee790dbb8fceb","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_53_long_maskproceduralvertical_36x50-transitiondomepalacetall_20260611_111123.asset"
"shape_final_with_supplement","54","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_54_long_maskproceduralvertical_38x50-transitionairshiptall","procmask_54_long_maskproceduralvertical_38x50-transitionairshiptall_20260611_111129","Vehicle","transport","vehicle","transition","TransitionAirshipTall","38","50","1092","0.575","0.981","38","50","134","1071","0","0.564","0.564","0.96","0","974","1439038","221f10efc8f6cd74fa10702193eb2488","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_54_long_maskproceduralvertical_38x50-transitionairshiptall_20260611_111129.asset"
"shape_final_with_supplement","55","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_55_onion_maskproceduralvertical_36x50-transitionbridgetowertall","procmask_55_onion_maskproceduralvertical_36x50-transitionbridgetowertall_20260611_111130","Landmark","architecture","landmark","transition","TransitionBridgeTowerTall","36","50","1015","0.564","0.979","36","50","144","994","0","0.552","0.552","0.96","0","974","443309","00edcadafb7e47f4c979efe34892dad6","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_55_onion_maskproceduralvertical_36x50-transitionbridgetowertall_20260611_111130.asset"
"shape_final_with_supplement","56","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_56_onion_maskproceduralvertical_34x50-transitionobelisktall","procmask_56_onion_maskproceduralvertical_34x50-transitionobelisktall_20260611_111133","Landmark","architecture","landmark","transition","TransitionObeliskTall","34","50","938","0.552","0.98","34","50","138","919","0","0.541","0.541","0.96","0","974","451154","dd00cd0fe2c7fcb47b2115b2c1eae08a","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_56_onion_maskproceduralvertical_34x50-transitionobelisktall_20260611_111133.asset"
"shape_final_with_supplement","57","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_57_onion_maskproceduralvertical_36x50-transitionsailboattall","procmask_57_onion_maskproceduralvertical_36x50-transitionsailboattall_20260611_111154","Ocean","nautical","object","transition","TransitionSailboatTall","36","50","965","0.536","0.978","36","50","142","944","0","0.524","0.524","0.96","0","974","459147","abbec35bc83bb604285cc15b8867b777","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_57_onion_maskproceduralvertical_36x50-transitionsailboattall_20260611_111154.asset"
"shape_final_with_supplement","58","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_58_onion_maskproceduralvertical_40x56-biggiantrobottall","procmask_58_onion_maskproceduralvertical_40x56-biggiantrobottall_20260611_111158","Space","sci-fi","character","big","BigGiantRobotTall","40","56","1378","0.615","0.982","40","56","186","1353","0","0.604","0.604","0.96","0","974","467820","03cf77b8f00fa2d4d95666ac32720c6b","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_58_onion_maskproceduralvertical_40x56-biggiantrobottall_20260611_111158.asset"
"shape_final_with_supplement","59","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_59_long_maskproceduralvertical_40x58-bigcathedraltall","procmask_59_long_maskproceduralvertical_40x58-bigcathedraltall_20260611_111206","Magic","fantasy-architecture","landmark","big","BigCathedralTall","40","58","1557","0.671","0.979","40","58","186","1524","0","0.657","0.657","0.96","0","974","1479515","4fc3721517742cf4eb5de45380a467cb","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_59_long_maskproceduralvertical_40x58-bigcathedraltall_20260611_111206.asset"
"shape_final_with_supplement","60","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_60_onion_maskproceduralvertical_28x42-mainoceanshelltall","procmask_60_onion_maskproceduralvertical_28x42-mainoceanshelltall_20260611_111207","Ocean","shoreline","object","main","MainOceanShellTall","28","42","738","0.628","0.98","28","42","104","723","0","0.615","0.615","0.96","0","974","481800","61026f8862f35dd44be5982552d561a1","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_60_onion_maskproceduralvertical_28x42-mainoceanshelltall_20260611_111207.asset"
"shape_final_with_supplement","61","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_61_onion_maskproceduralvertical_30x40-mainoceanstarfishtall","procmask_61_onion_maskproceduralvertical_30x40-mainoceanstarfishtall_20260611_111208","Ocean","shoreline","object","main","MainOceanStarfishTall","30","40","704","0.587","0.979","30","40","102","689","0","0.574","0.574","0.96","0","974","489591","8230d9904921526449d46d38d2459062","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_61_onion_maskproceduralvertical_30x40-mainoceanstarfishtall_20260611_111208.asset"
"shape_final_with_supplement","62","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_62_long_maskproceduralvertical_30x42-mainoceanlifebuoytall","procmask_62_long_maskproceduralvertical_30x42-mainoceanlifebuoytall_20260611_111222","Ocean","shoreline","object","main","MainOceanLifeBuoyTall","30","42","683","0.542","0.985","30","42","83","673","0","0.534","0.534","0.96","0","974","1501286","e151a0c263be4e341b919df071a324f2","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_62_long_maskproceduralvertical_30x42-mainoceanlifebuoytall_20260611_111222.asset"
"shape_final_with_supplement","63","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_63_onion_maskproceduralvertical_30x42-mainoceanflipperstall","procmask_63_onion_maskproceduralvertical_30x42-mainoceanflipperstall_20260611_111223","Ocean","diving-gear","equipment","main","MainOceanFlippersTall","30","42","753","0.598","0.983","30","42","103","740","0","0.587","0.587","0.96","0","974","505631","13c6012e0ae54ad4b97242181a2ca9bc","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_63_onion_maskproceduralvertical_30x42-mainoceanflipperstall_20260611_111223.asset"
"shape_final_with_supplement","64","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_64_onion_maskproceduralvertical_28x44-mainoceanseaweedtall","procmask_64_onion_maskproceduralvertical_28x44-mainoceanseaweedtall_20260611_111225","Ocean","shoreline","object","main","MainOceanSeaweedTall","28","44","773","0.627","0.983","28","44","110","760","0","0.617","0.617","0.96","0","974","513678","5f837b96b8034bc4f925c5a67d762b02","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_64_onion_maskproceduralvertical_28x44-mainoceanseaweedtall_20260611_111225.asset"
"shape_final_with_supplement","65","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_66_onion_maskproceduralvertical_32x42-mainoceanpufferfishtall","procmask_66_onion_maskproceduralvertical_32x42-mainoceanpufferfishtall_20260611_111229","Ocean","sea-creature","creature","main","MainOceanPufferfishTall","32","42","773","0.575","0.977","32","42","101","755","0","0.562","0.562","0.96","0","974","529462","515a857ed69082a4f9c260b297315706","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_66_onion_maskproceduralvertical_32x42-mainoceanpufferfishtall_20260611_111229.asset"
"shape_final_with_supplement","66","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_67_long_maskproceduralvertical_28x42-mainoceansharkfintall","procmask_67_long_maskproceduralvertical_28x42-mainoceansharkfintall_20260611_111236","Ocean","shoreline","object","main","MainOceanSharkFinTall","28","42","631","0.537","0.981","28","42","80","619","0","0.526","0.526","0.96","0","974","1540807","befd0a1b6689bc8468a2d684b5b8b446","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_67_long_maskproceduralvertical_28x42-mainoceansharkfintall_20260611_111236.asset"
"shape_final_with_supplement","67","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_68_onion_maskproceduralvertical_30x42-mainoceandriftbottletall","procmask_68_onion_maskproceduralvertical_30x42-mainoceandriftbottletall_20260611_111240","Ocean","nautical","object","main","MainOceanDriftBottleTall","30","42","661","0.525","0.977","30","42","93","646","0","0.513","0.513","0.96","0","974","545226","6559bfc8c58e4374698a0adadc778b0f","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_68_onion_maskproceduralvertical_30x42-mainoceandriftbottletall_20260611_111240.asset"
"shape_final_with_supplement","68","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_69_onion_maskproceduralvertical_34x48-transitionoceandivingmasktall","procmask_69_onion_maskproceduralvertical_34x48-transitionoceandivingmasktall_20260611_111253","Ocean","diving-gear","equipment","transition","TransitionOceanDivingMaskTall","34","48","860","0.527","0.972","34","48","118","836","0","0.512","0.512","0.96","0","974","553899","73de4b0064943a749939c9a79a9fa933","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_69_onion_maskproceduralvertical_34x48-transitionoceandivingmasktall_20260611_111253.asset"
"shape_final_with_supplement","69","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall","procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall_20260611_111257","Ocean","diving-gear","equipment","transition","TransitionOceanOxygenTankTall","34","50","1182","0.695","0.98","34","50","131","1158","0","0.681","0.681","0.96","0","974","1565594","3e3a6ab57e5ef664a8d73cb8e89d1fe0","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall_20260611_111257.asset"
"shape_final_with_supplement","70","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_71_long_maskproceduralvertical_36x50-transitionoceandivinghelmettall","procmask_71_long_maskproceduralvertical_36x50-transitionoceandivinghelmettall_20260611_111301","Ocean","diving-gear","equipment","transition","TransitionOceanDivingHelmetTall","36","50","1258","0.699","0.982","36","50","143","1235","0","0.686","0.686","0.96","0","974","1573587","7f67defa178edca4da6e62952db459c1","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_71_long_maskproceduralvertical_36x50-transitionoceandivinghelmettall_20260611_111301.asset"
"shape_final_with_supplement","71","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_72_onion_maskproceduralvertical_36x48-transitionoceanseaturtletall","procmask_72_onion_maskproceduralvertical_36x48-transitionoceanseaturtletall_20260611_111302","Ocean","sea-creature","creature","transition","TransitionOceanSeaTurtleTall","36","48","892","0.516","0.976","36","48","122","871","0","0.504","0.504","0.96","0","974","577730","b3d2274dbd063c94bbef4eef87cac01a","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_72_onion_maskproceduralvertical_36x48-transitionoceanseaturtletall_20260611_111302.asset"
"shape_final_with_supplement","72","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_73_onion_maskproceduralvertical_38x50-transitionoceanlobstertall","procmask_73_onion_maskproceduralvertical_38x50-transitionoceanlobstertall_20260611_111305","Ocean","sea-creature","creature","transition","TransitionOceanLobsterTall","38","50","976","0.514","0.972","38","50","137","949","0","0.499","0.499","0.96","0","974","585925","d2aea0b52657180459e7a3acdb8b5cc4","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_73_onion_maskproceduralvertical_38x50-transitionoceanlobstertall_20260611_111305.asset"
"shape_final_with_supplement","73","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_74_onion_maskproceduralvertical_34x48-transitionoceanpearlclamtall","procmask_74_onion_maskproceduralvertical_34x48-transitionoceanpearlclamtall_20260611_111307","Ocean","shoreline","object","transition","TransitionOceanPearlClamTall","34","48","1048","0.642","0.978","34","48","142","1025","0","0.628","0.628","0.96","0","974","593494","cfc367829234e2a41856195bbad4046a","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_74_onion_maskproceduralvertical_34x48-transitionoceanpearlclamtall_20260611_111307.asset"
"shape_final_with_supplement","74","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_75_onion_maskproceduralvertical_42x58-bigoceanshipwrecktall","procmask_75_onion_maskproceduralvertical_42x58-bigoceanshipwrecktall_20260611_111311","Ocean","nautical","object","big","BigOceanShipwreckTall","42","58","1357","0.557","0.981","42","58","196","1331","0","0.546","0.546","0.96","0","974","602719","079cb04ead7ed154a994e7935d9641f6","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_75_onion_maskproceduralvertical_42x58-bigoceanshipwrecktall_20260611_111311.asset"
"shape_final_with_supplement","75","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_76_onion_maskproceduralvertical_30x42-mainmagichattall","procmask_76_onion_maskproceduralvertical_30x42-mainmagichattall_20260611_111314","Magic","academy","object","main","MainMagicHatTall","30","42","689","0.547","0.98","30","42","91","675","0","0.536","0.536","0.96","0","974","608578","312266bae2e70604abd1f2f1d79d98f1","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_76_onion_maskproceduralvertical_30x42-mainmagichattall_20260611_111314.asset"
"shape_final_with_supplement","76","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_78_onion_maskproceduralvertical_30x42-mainmagicscrolltall","procmask_78_onion_maskproceduralvertical_30x42-mainmagicscrolltall_20260611_111333","Magic","academy","object","main","MainMagicScrollTall","30","42","816","0.648","0.983","30","42","113","802","0","0.637","0.637","0.96","0","974","624416","7331cb5c075d7bb4e8d607d74d821477","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_78_onion_maskproceduralvertical_30x42-mainmagicscrolltall_20260611_111333.asset"
"shape_final_with_supplement","77","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_79_long_maskproceduralvertical_30x44-mainmagicquilltall","procmask_79_long_maskproceduralvertical_30x44-mainmagicquilltall_20260611_111340","Magic","academy","object","main","MainMagicQuillTall","30","44","682","0.517","0.974","30","44","80","664","0","0.503","0.503","0.96","0","974","1636111","77915f01605695a42ac6e4a331db396e","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_79_long_maskproceduralvertical_30x44-mainmagicquilltall_20260611_111340.asset"
"shape_final_with_supplement","78","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_80_long_maskproceduralvertical_28x42-mainmagicrunestonetall","procmask_80_long_maskproceduralvertical_28x42-mainmagicrunestonetall_20260611_111341","Magic","academy","object","main","MainMagicRuneStoneTall","28","42","827","0.703","0.987","28","42","98","816","0","0.694","0.694","0.96","0","974","1643754","9a1b2f9d8b164eb4d9a5d8412930f87e","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_80_long_maskproceduralvertical_28x42-mainmagicrunestonetall_20260611_111341.asset"
"shape_final_with_supplement","79","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_81_long_maskproceduralvertical_32x42-mainmagicbattall","procmask_81_long_maskproceduralvertical_32x42-mainmagicbattall_20260611_111351","Magic","creature","creature","main","MainMagicBatTall","32","42","770","0.573","0.978","32","42","87","753","0","0.56","0.56","0.96","0","974","1651821","eab5bc8c76067014caf52e14c98c1779","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_81_long_maskproceduralvertical_32x42-mainmagicbattall_20260611_111351.asset"
"shape_final_with_supplement","80","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_82_long_maskproceduralvertical_32x44-mainmagicblackcattall","procmask_82_long_maskproceduralvertical_32x44-mainmagicblackcattall_20260611_111352","Magic","creature","creature","main","MainMagicBlackCatTall","32","44","766","0.544","0.99","32","44","88","758","0","0.538","0.538","0.96","0","974","1659942","3b6f1e46591b8f244aa1d66eb23ef6b9","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_82_long_maskproceduralvertical_32x44-mainmagicblackcattall_20260611_111352.asset"
"shape_final_with_supplement","81","Assets/ArrowMagic/SOData/Packs/ShapeExperiment/ProceduralMaskFillFinalWithSupplementPack.asset","r2_outer_strong_005_r2_006_a401_procmask_83_long_maskproceduralvertical_30x42-mainmagicdragoneggtall","procmask_83_long_maskproceduralvertical_30x42-mainmagicdragoneggtall_20260611_111354","Magic","creature","creature","main","MainMagicDragonEggTall","30","42","820","0.651","0.982","30","42","92","805","0","0.639","0.639","0.96","0","974","1667585","599b47c9341b58847b9b72b7dd1f4de5","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_83_long_maskproceduralvertical_30x42-mainmagicdragoneggtall_20260611_111354.asset"
