"pool","order","sourcePack","levelId","assetName","width","height","chains","arrowTiles","blockTiles","boardFill","playableFill","assetArrowCoverage","initialMovable","targetDifficultyScore","generationSeed","maskGuid","assetPath"
"hole_mask_early_front","49","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_156_above300_level_672_final_take_refill_v2_p2_delta7_occ7_addcells_rewrite_v2_v2_l3_added85_rotation_vflip_holeblock_multiseed_final","hole_prod_28x28_standard_r01_r1_ab_156_above300_level_672_final_take_refi_20260610_123010","28","28","72","544","72","0.694","0.764","1","0","987","0","5c114507692ae6747aed3fc5f0900757","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_28x28_standard_r01_r1_ab_156_above300_level_672_final_take_refi_20260610_123010.asset"
"hole_mask_early_front","50","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_261_above300_level_899_final_holeblock_multiseed_final","hole_prod_28x28_standard_r03_r1_ab_261_above300_level_899_final_20260610_123423","28","28","61","545","72","0.695","0.765","1","0","1034","0","5c114507692ae6747aed3fc5f0900757","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_28x28_standard_r03_r1_ab_261_above300_level_899_final_20260610_123423.asset"
"hole_mask_early_front","51","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_261_above300_level_899_final_take_refill_v2_p2_delta15_occ7_addcells_rewrite_v2_v2_l2_added64_rotation_vflip_holeblock_multiseed_final","hole_prod_30x26_wide_r02_r1_ab_261_above300_level_899_final_take_refi_20260610_123626","30","26","63","540","72","0.692","0.763","1","0","1099","0","efa05ced73635e74996a20f1dd028b9f","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_30x26_wide_r02_r1_ab_261_above300_level_899_final_take_refi_20260610_123626.asset"
"hole_mask_early_front","52","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_232_above300_level_845_final_take_refill_v2_p2_delta12_occ8_addcells_rewrite_v2_v2_r3_added89_rotation_vflip_holeblock_multiseed_final","hole_prod_30x26_wide_r01_r1_ab_232_above300_level_845_final_take_refi_20260610_123517","30","26","84","541","72","0.694","0.764","1","0","1075","0","efa05ced73635e74996a20f1dd028b9f","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_30x26_wide_r01_r1_ab_232_above300_level_845_final_take_refi_20260610_123517.asset"
"hole_mask_early_front","53","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_261_above300_level_899_final_take_refill_v2_p2_delta15_occ7_addcells_rewrite_v2_v2_l2_added64_rotation_vflip_holeblock_multiseed_final","hole_prod_30x28_wide_r02_r1_ab_261_above300_level_899_final_take_refi_20260610_124018","30","28","73","588","72","0.7","0.766","1","0","1099","0","170b77a2717be0b489a26ad8b5b0a5b2","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_30x28_wide_r02_r1_ab_261_above300_level_899_final_take_refi_20260610_124018.asset"
"hole_mask_early_front","54","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_232_above300_level_845_final_take_refill_v2_p2_delta12_occ8_addcells_rewrite_v2_v2_r3_added89_rotation_vflip_holeblock_multiseed_final","hole_prod_30x28_wide_r01_r1_ab_232_above300_level_845_final_take_refi_20260610_123850","30","28","93","588","72","0.7","0.766","1","0","1075","0","170b77a2717be0b489a26ad8b5b0a5b2","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_30x28_wide_r01_r1_ab_232_above300_level_845_final_take_refi_20260610_123850.asset"
"hole_mask_early_front","55","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_218_above300_level_809_final_take_refill_v2_p2_delta8_occ8_addcells_rewrite_v2_v2_l2_added59_rotation_vflip_holeblock_multiseed_final","hole_prod_32x24_wide_r03_r1_ab_218_above300_level_809_final_take_refi_20260610_124901","32","24","78","530","72","0.69","0.761","1","0","1044","0","6efd30c8e2dd482438a4d372725cd516","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_32x24_wide_r03_r1_ab_218_above300_level_809_final_take_refi_20260610_124901.asset"
"hole_mask_early_front","56","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_232_above300_level_845_final_take_refill_v2_p2_delta12_occ8_addcells_rewrite_v2_v2_r3_added89_rotation_vflip_holeblock_multiseed_final","hole_prod_32x24_wide_r02_r1_ab_232_above300_level_845_final_take_refi_20260610_124813","32","24","87","530","72","0.69","0.761","1","0","1075","0","6efd30c8e2dd482438a4d372725cd516","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_32x24_wide_r02_r1_ab_232_above300_level_845_final_take_refi_20260610_124813.asset"
"hole_mask_early_front","57","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","seed_above300_level_675_holeblock_multiseed_final","hole_prod_32x26_wide_r02_seed_above300_level_675_20260610_125117","32","26","79","586","72","0.704","0.771","1","0","1233","0","f54ce52fa5432814cbe071da6e75d675","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_32x26_wide_r02_seed_above300_level_675_20260610_125117.asset"
"hole_mask_early_front","58","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_281_above300_level_965_final_holeblock_multiseed_final","hole_prod_32x26_wide_r03_r1_ab_281_above300_level_965_final_20260610_125232","32","26","82","586","72","0.704","0.771","1","0","1161","0","f54ce52fa5432814cbe071da6e75d675","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_32x26_wide_r03_r1_ab_281_above300_level_965_final_20260610_125232.asset"
"hole_mask_early_front","59","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","seed_above300_level_675_holeblock_multiseed_final","hole_prod_32x28_wide_r03_seed_above300_level_675_20260610_130215","32","28","90","637","72","0.711","0.773","1","0","1233","0","ab49c699d43e9b74dacaea4cb693006f","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_32x28_wide_r03_seed_above300_level_675_20260610_130215.asset"
"hole_mask_early_front","60","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_008_above300_level_409_final_holeblock_multiseed_final","hole_prod_32x28_wide_r01_r1_ab_008_above300_level_409_final_20260610_125854","32","28","87","637","72","0.711","0.773","1","0","1404","0","ab49c699d43e9b74dacaea4cb693006f","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_32x28_wide_r01_r1_ab_008_above300_level_409_final_20260610_125854.asset"
"hole_mask_early_front","61","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_261_above300_level_899_final_holeblock_multiseed_final","hole_prod_28x30_long_r02_r1_ab_261_above300_level_899_final_20260610_135721","28","30","68","589","72","0.701","0.767","1","0","1034","0","1d38a23a8a31e904e99ca6857541098b","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_28x30_long_r02_r1_ab_261_above300_level_899_final_20260610_135721.asset"
"hole_mask_early_front","62","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_274_above300_level_949_final_take_refill_v2_p1_delta7_occ7_addcells_rewrite_v2_v2_l2_added69_rotation_vflip_holeblock_multiseed_final","hole_prod_28x30_long_r01_r1_ab_274_above300_level_949_final_take_refi_20260610_135425","28","30","73","589","72","0.701","0.767","1","0","1167","0","1d38a23a8a31e904e99ca6857541098b","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_28x30_long_r01_r1_ab_274_above300_level_949_final_take_refi_20260610_135425.asset"
"hole_mask_early_front","63","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_261_above300_level_899_final_take_refill_v2_p2_delta15_occ7_addcells_rewrite_v2_v2_l2_added64_rotation_vflip_holeblock_multiseed_final","hole_prod_30x30_standard_r02_r1_ab_261_above300_level_899_final_take_refi_20260610_134740","30","30","76","644","72","0.716","0.778","1","0","1099","0","21e2667184cb1294c8b636c7a8f32717","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_30x30_standard_r02_r1_ab_261_above300_level_899_final_take_refi_20260610_134740.asset"
"hole_mask_early_front","64","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_274_above300_level_949_final_take_refill_v2_p1_delta7_occ7_addcells_rewrite_v2_v2_l2_added69_rotation_vflip_holeblock_multiseed_final","hole_prod_30x30_standard_r01_r1_ab_274_above300_level_949_final_take_refi_20260610_134553","30","30","74","644","72","0.716","0.778","1","0","1167","0","21e2667184cb1294c8b636c7a8f32717","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_30x30_standard_r01_r1_ab_274_above300_level_949_final_take_refi_20260610_134553.asset"
"hole_mask_early_front","65","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","seed_above300_level_675_holeblock_multiseed_final","hole_prod_32x30_wide_r03_seed_above300_level_675_20260610_140449","32","30","95","692","72","0.721","0.779","1","0","1233","0","4ce8d84b407102245b7636217e146c12","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_32x30_wide_r03_seed_above300_level_675_20260610_140449.asset"
"hole_mask_early_front","66","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_008_above300_level_409_final_holeblock_multiseed_final","hole_prod_32x30_wide_r01_r1_ab_008_above300_level_409_final_20260610_140046","32","30","97","691","72","0.72","0.778","1","0","1404","0","4ce8d84b407102245b7636217e146c12","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_32x30_wide_r01_r1_ab_008_above300_level_409_final_20260610_140046.asset"
"hole_mask_early_front","67","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","seed_Above300_level_954_holeblock_multiseed_final","hole_prod_34x26_wide_r02_seed_Above300_level_954_20260610_140909","34","26","71","630","72","0.713","0.776","1","0","1364","0","97180565a6ab99148ac738c47d4b1206","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_34x26_wide_r02_seed_Above300_level_954_20260610_140909.asset"
"hole_mask_early_front","68","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_008_above300_level_409_final_holeblock_multiseed_final","hole_prod_34x26_wide_r01_r1_ab_008_above300_level_409_final_20260610_140727","34","26","89","629","72","0.712","0.775","1","0","1404","0","97180565a6ab99148ac738c47d4b1206","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_34x26_wide_r01_r1_ab_008_above300_level_409_final_20260610_140727.asset"
"hole_mask_early_front","69","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","seed_Above300_level_954_holeblock_multiseed_final","hole_prod_34x28_wide_r03_seed_Above300_level_954_20260610_141925","34","28","84","685","72","0.72","0.778","1","0","1364","0","1e59e6a15f811214899c3670fffe4fa3","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_34x28_wide_r03_seed_Above300_level_954_20260610_141925.asset"
"hole_mask_early_front","70","Assets/ArrowMagic/SOData/Packs/Production/HoleMask/HoleMask_FinalScreening_EarlyFront.asset","r1_ab_008_above300_level_409_final_take_refill_v2_p2_delta11_occ11_addcells_rewrite_v2_v2_t3_added103_rotation_vflip_holeblock_multiseed_final","hole_prod_34x28_wide_r02_r1_ab_008_above300_level_409_final_take_refi_20260610_141514","34","28","89","684","72","0.718","0.777","1","0","1500","0","1e59e6a15f811214899c3670fffe4fa3","Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_34x28_wide_r02_r1_ab_008_above300_level_409_final_take_refi_20260610_141514.asset"
