sourcePool,sourceKind,order,levelId,assetName,sourceDifficultyTag,existingBucket,existingType,difficultyScoreV0,difficultyScoreV1,difficultyTagV1,difficultyConfidence,tagMismatch,scaleTag,pressureTag,paceTag,startTag,clearTag,choiceTag,shapeTag,visualTag,noveltyTag,mechanicTag,riskTags,reasonTags,theme,width,height,chains,arrowTiles,blockTiles,boardFill,playableFill,coverageMetricName,coverageMetric,sourceScore,initialMovableChains,maxChainLength,averageStepsToNextUnlock,openingMoves,openingGoodMoves,openingGoodMoveRatio,openingBestClear,avgAvailableMoves,avgGoodMoves,avgGoodMoveRatio,bottleneckStepRatio,hardBottleneckStepRatio,maxLowClearStreak,lowClearRatio,singleClearRatio,avgClearPerMove,avgNewUnlocksPerMove,choiceWaveStdDev,greedySolved,greedySteps,scaleScore,openingPressureScore,bottleneckScore,decisionComplexityScore,clearEfficiencyPressureScore,visualStructureScore,flowReliefScore,assetPath,buildError
normal_campaign500,normal,173,direct_normal_06_direct_normal_rect_core_burst_g0_v01,direct_normal_06_direct_normal_rect_core_burst_g0_v01,Normal,normal,lock,170,274,Normal,HeuristicHigh,,Medium,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,35,101,761,0,0.988,0.988,coverage,0.988,170.4,16,14,2.08,16,9,0.563,9,7.28,3.27,0.449,0.38,0.171,1,0,0,7.535,0.445,2.554,True,101,35,16.9,25.4,24.2,13,26.5,75.5,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_06_direct_normal_rect_core_burst_g0_v01.asset,
normal_campaign500,normal,174,direct_normal_126_direct_normal_rect_core_burst_g0_v13,direct_normal_126_direct_normal_rect_core_burst_g0_v13,Normal,normal,lock,170,304,Normal,HeuristicHigh,,Medium,LowPressure,Bottleneck,StartMedium,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,39,114,843,0,0.983,0.983,coverage,0.983,170.3,13,14,2.311,13,7,0.538,9,6.69,2.827,0.423,0.439,0.197,1,0,0,7.395,0.374,2.525,True,114,40.5,30.2,29.4,25,14.2,29.3,66.5,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_126_direct_normal_rect_core_burst_g0_v13.asset,
normal_campaign500,normal,175,direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02,direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02,Normal,normal,maze,170,258,Normal,HeuristicHigh,,Medium,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,36,103,815,0,0.984,0.984,coverage,0.984,170,18,15,1.739,18,11,0.611,10,6.83,3.337,0.489,0.292,0.131,1,0,0,7.913,0.55,2.127,True,103,37,13.2,19.5,21.3,9.6,26.2,81,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02.asset,
normal_campaign500,normal,176,r1_outer_strong_041_r1_071_a528,r1_outer_strong_041_r1_071_a528,Normal,normal,maze,170,234,Flow,HeuristicHigh,,Small,LowPressure,Bottleneck,StartMedium,ClearBurst,ChoiceTactical,Square,VisualSparse,Standard,None,NoRisk,FlowRelief,,23,30,66,671,0,0.972,0.972,coverage,0.972,170,9,19,1.823,9,6,0.667,13,3.56,1.705,0.479,0.314,0.141,1,0,0,10.167,0.524,1.143,True,66,23.8,11.3,21,18.2,0,16.6,86.3,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_041_r1_071_a528.asset,
normal_campaign500,normal,177,direct_normal_29_direct_normal_rect_quasi_symmetry_g2_v03,direct_normal_29_direct_normal_rect_quasi_symmetry_g2_v03,Normal,normal,section,170,278,Normal,HeuristicHigh,,Medium,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,34,108,740,0,0.989,0.989,coverage,0.989,169.5,17,13,1.93,17,10,0.588,9,6.79,3.168,0.467,0.341,0.153,1,0,0,6.852,0.491,2.264,True,108,36.1,16,22.8,22.6,19,29.9,73.1,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_29_direct_normal_rect_quasi_symmetry_g2_v03.asset,
normal_campaign500,normal,178,direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07,direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07,Normal,normal,dense,169,260,Normal,HeuristicHigh,,Medium,LowPressure,Flow,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,20,39,102,773,0,0.991,0.991,coverage,0.991,168.6,16,14,1.643,16,10,0.625,9,7.14,3.567,0.5,0.268,0.12,1,0,0,7.578,0.579,2.145,True,102,35.5,14.8,17.9,21,12.6,26.6,80,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07.asset,
normal_campaign500,normal,179,direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07,direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07,Normal,normal,lock,168,278,Normal,HeuristicHigh,,Medium,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,37,110,834,0,0.98,0.98,coverage,0.98,168.2,16,14,2.127,16,9,0.563,9,6.87,3.049,0.444,0.391,0.176,1,0,0,7.582,0.43,2.447,True,110,39.2,16.9,26.2,24,12.6,27.8,75.3,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07.asset,
normal_campaign500,normal,180,direct_normal_53_direct_normal_rect_lock_buckle_g5_v06,direct_normal_53_direct_normal_rect_lock_buckle_g5_v06,Normal,normal,lock,168,280,Normal,HeuristicHigh,,Medium,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,21,36,105,743,0,0.983,0.983,coverage,0.983,167.9,17,13,2.097,17,10,0.588,9,7,3.131,0.447,0.384,0.173,1,0,0,7.076,0.439,2.469,True,105,35.4,16,25.7,23.9,17,28.2,72.8,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_53_direct_normal_rect_lock_buckle_g5_v06.asset,
normal_campaign500,normal,181,direct_normal_19_direct_normal_rect_quasi_symmetry_g1_v02,direct_normal_19_direct_normal_rect_quasi_symmetry_g1_v02,Normal,normal,section,167,275,Normal,HeuristicHigh,,Medium,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,21,39,110,802,0,0.979,0.979,coverage,0.979,167.4,16,13,1.948,16,9,0.563,9,6.66,3.094,0.465,0.346,0.155,1,0,0,7.291,0.485,2.234,True,110,38.3,16.9,23.1,22.5,15.1,28.2,75.4,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_19_direct_normal_rect_quasi_symmetry_g1_v02.asset,
normal_campaign500,normal,182,direct_normal_78_direct_normal_rect_stair_push_g1_v08,direct_normal_78_direct_normal_rect_stair_push_g1_v08,Normal,normal,section,167,272,Normal,HeuristicHigh,,Medium,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,21,34,101,707,0,0.99,0.99,coverage,0.99,167.3,15,13,1.863,15,9,0.6,9,7.4,3.51,0.474,0.324,0.146,1,0,0,7,0.511,2.41,True,101,33.5,15.6,21.7,22.8,17.7,28,74.6,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_78_direct_normal_rect_stair_push_g1_v08.asset,
normal_campaign500,normal,183,direct_normal_61_direct_normal_rect_outer_shell_g0_v07,direct_normal_61_direct_normal_rect_outer_shell_g0_v07,Normal,normal,dense,167,269,Normal,HeuristicHigh,,Medium,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,39,116,847,0,0.987,0.987,coverage,0.987,167.1,18,14,1.697,18,11,0.611,9,6.34,3.128,0.493,0.281,0.127,1,0,0,7.302,0.562,1.944,True,116,41.1,15.2,18.8,20.5,15,30.2,77.9,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_61_direct_normal_rect_outer_shell_g0_v07.asset,
normal_campaign500,normal,184,direct_normal_topup_63_direct_normal_topup_rect_quasi_symmetry_g7_v08,direct_normal_topup_63_direct_normal_topup_rect_quasi_symmetry_g7_v08,Normal,normal,section,167,303,Normal,HeuristicHigh,,Medium,LowPressure,Bottleneck,StartMedium,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,36,111,816,0,0.986,0.986,coverage,0.986,166.9,10,14,2.077,10,6,0.6,9,7.5,3.372,0.45,0.379,0.17,1,0,0,7.351,0.445,2.628,True,111,39,33.1,25.3,24.4,14.6,29,66.1,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_63_direct_normal_topup_rect_quasi_symmetry_g7_v08.asset,
normal_campaign500,normal,185,r1_ab_139_above300_level_632_final,r1_ab_139_above300_level_632_final,Normal,normal,lock,167,280,Normal,HeuristicHigh,,Medium,LowPressure,Bottleneck,StartMedium,ClearBurst,ChoiceReadable,Tall,VisualSparse,Standard,None,NoRisk,FlowRelief,,20,35,81,666,0,0.951,0.951,coverage,0.951,166.8,9,15,2.207,9,5,0.556,10,5.89,2.559,0.435,0.412,0.185,1,0,0,8.222,0.405,2.153,True,81,27.3,28.1,27.6,23.3,6.9,20.2,71.6,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_139_above300_level_632_final.asset,
normal_campaign500,normal,186,r2_outer_strong_047_r2_086_a557,r2_outer_strong_047_r2_086_a557,Normal,normal,maze,167,312,Normal,HeuristicHigh,,Medium,LowPressure,Bottleneck,StartMedium,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,edge-short-heavy,FlowRelief,,23,36,118,799,0,0.965,0.965,coverage,0.965,166.6,10,13,2.009,10,6,0.6,8,5.69,2.603,0.457,0.361,0.163,1,0,0,6.771,0.466,1.949,True,118,40.2,37.2,24.2,21.8,19.7,31.4,62.6,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_047_r2_086_a557.asset,
normal_campaign500,normal,187,direct_normal_105_direct_normal_rect_sweep_g4_v11,direct_normal_105_direct_normal_rect_sweep_g4_v11,Normal,normal,sweep,166,265,Normal,HeuristicHigh,,Medium,LowPressure,Flow,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,40,115,866,0,0.984,0.984,coverage,0.984,166.5,18,14,1.673,18,11,0.611,9,6.61,3.28,0.496,0.275,0.124,1,0,0,7.53,0.57,2.008,True,115,41.4,15.2,18.4,20.7,13,29.1,79.5,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_105_direct_normal_rect_sweep_g4_v11.asset,
normal_campaign500,normal,188,r2_outer_strong_143_r2_258_a894,r2_outer_strong_143_r2_258_a894,Normal,normal,shell,166,221,Flow,HeuristicHigh,,Small,LowPressure,Flow,StartMedium,ClearBurst,ChoiceReadable,Square,VisualSparse,Standard,None,low-coverage|weak-outer|outer-gap|large-hole,FlowRelief,,22,25,58,510,0,0.927,0.927,coverage,0.927,166.4,7,16,1.479,7,5,0.714,11,3.91,2.028,0.519,0.225,0.101,1,0,0,8.793,0.63,1.1,True,58,17.3,9.7,15.1,16.7,1.8,16.6,88.5,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_143_r2_258_a894.asset,
normal_campaign500,normal,189,r1_ab_055_above300_level_501_final,r1_ab_055_above300_level_501_final,Normal,normal,dense,166,241,Normal,HeuristicHigh,,Small,LowPressure,Bottleneck,StartMedium,ClearBurst,ChoiceTactical,Tall,VisualSparse,Standard,None,weak-outer,FlowRelief,,21,30,68,606,0,0.962,0.962,coverage,0.962,166.4,8,16,1.778,8,5,0.625,11,3.94,1.907,0.484,0.302,0.136,1,0,0,8.912,0.538,1.245,True,68,22.4,17.5,20.2,18.4,0.8,17.1,83.7,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_055_above300_level_501_final.asset,
normal_campaign500,normal,190,direct_normal_topup_12_direct_normal_topup_rect_core_burst_g7_v02,direct_normal_topup_12_direct_normal_topup_rect_core_burst_g7_v02,Normal,normal,lock,166,304,Normal,HeuristicHigh,,Medium,LowPressure,Bottleneck,StartMedium,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,35,104,751,0,0.975,0.975,coverage,0.975,166.2,10,13,2.272,10,6,0.6,9,7.54,3.22,0.427,0.429,0.193,1,0,0,7.221,0.386,2.812,True,104,35.4,30.8,28.7,25.8,15.8,27.2,64.5,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_12_direct_normal_topup_rect_core_burst_g7_v02.asset,
normal_campaign500,normal,191,direct_normal_102_direct_normal_rect_section_unlock_g4_v11,direct_normal_102_direct_normal_rect_section_unlock_g4_v11,Normal,normal,section,165,272,Normal,HeuristicHigh,,Medium,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,20,37,103,728,0,0.984,0.984,coverage,0.984,165.3,15,13,1.863,15,9,0.6,9,6.81,3.23,0.474,0.324,0.146,1,0,0,7.068,0.511,2.218,True,103,34.5,15.6,21.7,22.1,17.1,27.9,75,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_102_direct_normal_rect_section_unlock_g4_v11.asset,
normal_campaign500,normal,192,direct_normal_topup_53_direct_normal_topup_rect_dual_zone_g6_v07,direct_normal_topup_53_direct_normal_topup_rect_dual_zone_g6_v07,Normal,normal,section,165,265,Normal,HeuristicHigh,,Medium,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,37,105,805,0,0.989,0.989,coverage,0.989,164.7,15,14,1.868,15,9,0.6,10,6.93,3.282,0.474,0.325,0.146,1,0,0,7.667,0.51,2.262,True,105,37.2,13.6,21.8,22.3,11.8,26.8,78.3,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_53_direct_normal_topup_rect_dual_zone_g6_v07.asset,
normal_campaign500,normal,193,r1_outer_strong_012_r1_016_a427,r1_outer_strong_012_r1_016_a427,Normal,normal,lock,164,291,Normal,HeuristicHigh,,Medium,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Square,VisualMedium,Standard,None,NoRisk,FlowRelief,,25,29,105,688,0,0.949,0.949,coverage,0.949,164.1,14,12,2.141,14,8,0.571,8,5.21,2.304,0.442,0.395,0.178,1,0,0,6.552,0.426,1.864,True,105,33.9,21.2,26.4,22,21.7,28.8,68.1,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_012_r1_016_a427.asset,
normal_campaign500,normal,194,direct_normal_topup_36_direct_normal_topup_rect_core_burst_g10_v05,direct_normal_topup_36_direct_normal_topup_rect_core_burst_g10_v05,Normal,normal,lock,164,272,Normal,HeuristicHigh,,Medium,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,38,108,860,0,0.984,0.984,coverage,0.984,163.6,16,15,2.115,16,9,0.563,10,6.87,3.059,0.445,0.388,0.175,1,0,0,7.963,0.434,2.437,True,108,39.5,14.9,26,23.9,9.2,26.9,77.6,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_36_direct_normal_topup_rect_core_burst_g10_v05.asset,
normal_campaign500,normal,195,direct_normal_topup_20_direct_normal_topup_rect_core_burst_g8_v03,direct_normal_topup_20_direct_normal_topup_rect_core_burst_g8_v03,Normal,normal,lock,164,277,Normal,HeuristicHigh,,Medium,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,21,36,102,747,0,0.988,0.988,coverage,0.988,163.5,17,14,2.108,17,10,0.588,9,6.8,3.033,0.446,0.387,0.174,1,0,0,7.324,0.436,2.407,True,102,34.8,16,25.9,23.8,14.8,27.5,74.1,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_20_direct_normal_topup_rect_core_burst_g8_v03.asset,
normal_campaign500,normal,196,direct_normal_56_direct_normal_rect_core_burst_g5_v06,direct_normal_56_direct_normal_rect_core_burst_g5_v06,Normal,normal,lock,163,288,Normal,HeuristicHigh,,Medium,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,38,112,860,0,0.984,0.984,coverage,0.984,163.4,14,14,2.247,14,8,0.571,10,6.69,2.876,0.43,0.422,0.19,1,0,0,7.679,0.393,2.476,True,112,40.5,20.4,28.3,24.5,11.7,28,71.9,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_56_direct_normal_rect_core_burst_g5_v06.asset,
normal_campaign500,normal,197,r2_outer_strong_105_r2_201_a764,r2_outer_strong_105_r2_201_a764,Normal,normal,maze,163,255,Normal,HeuristicHigh,,Medium,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Square,VisualMedium,Standard,None,NoRisk,FlowRelief,,29,37,116,1045,0,0.974,0.974,coverage,0.974,163.2,16,17,1.838,16,10,0.625,11,6.74,3.216,0.477,0.317,0.143,1,0,0,9.009,0.519,2.176,True,116,46.6,12.8,21.2,21.9,0,26.6,86.2,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_105_r2_201_a764.asset,
normal_campaign500,normal,198,direct_normal_topup_38_direct_normal_topup_rect_stair_push_g10_v05,direct_normal_topup_38_direct_normal_topup_rect_stair_push_g10_v05,Normal,normal,section,163,283,Normal,HeuristicHigh,,Medium,LowPressure,Bottleneck,StartMedium,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,21,36,101,740,0,0.979,0.979,coverage,0.979,163,12,14,1.952,12,7,0.583,9,8.7,4.037,0.464,0.347,0.156,1,0,0,7.327,0.484,2.923,True,101,34.4,23.5,23.2,25,14.8,27,72,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_38_direct_normal_topup_rect_stair_push_g10_v05.asset,
normal_campaign500,normal,199,direct_normal_91_direct_normal_rect_outer_shell_g3_v10,direct_normal_91_direct_normal_rect_outer_shell_g3_v10,Normal,normal,dense,162,265,Normal,HeuristicHigh,,Medium,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,21,38,105,787,0,0.986,0.986,coverage,0.986,162.5,17,14,1.738,17,10,0.588,9,6.55,3.201,0.489,0.292,0.131,1,0,0,7.495,0.55,2.039,True,105,36.7,16,19.5,21,13.3,27.4,78.6,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_91_direct_normal_rect_outer_shell_g3_v10.asset,
normal_campaign500,normal,200,direct_normal_topup_74_direct_normal_topup_rect_lock_buckle_g9_v10,direct_normal_topup_74_direct_normal_topup_rect_lock_buckle_g9_v10,Normal,normal,lock,162,270,Normal,HeuristicHigh,,Medium,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,20,40,103,790,0,0.988,0.988,coverage,0.988,162.1,20,14,2.053,20,12,0.6,10,6.57,2.972,0.452,0.373,0.168,1,0,0,7.67,0.453,2.284,True,103,36.3,13.6,24.9,23.1,11.8,26.4,76.6,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_74_direct_normal_topup_rect_lock_buckle_g9_v10.asset,
normal_campaign500,normal,201,direct_normal_54_direct_normal_rect_dense_weave_g5_v06,direct_normal_54_direct_normal_rect_dense_weave_g5_v06,Normal,normal,dense,162,274,Normal,HeuristicHigh,,Medium,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,39,112,879,0,0.98,0.98,coverage,0.98,162.1,13,15,1.9,13,8,0.615,10,6.69,3.145,0.47,0.333,0.15,1,0,0,7.848,0.5,2.207,True,112,41,18.9,22.3,22.2,10.2,28,76.3,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_54_direct_normal_rect_dense_weave_g5_v06.asset,
normal_campaign500,normal,202,direct_normal_84_direct_normal_rect_dense_weave_g2_v09,direct_normal_84_direct_normal_rect_dense_weave_g2_v09,Normal,normal,dense,162,271,Normal,HeuristicHigh,,Medium,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,38,115,829,0,0.992,0.992,coverage,0.992,161.9,17,13,1.734,17,10,0.588,9,6.98,3.414,0.489,0.291,0.131,1,0,0,7.209,0.551,2.17,True,115,40.3,16,19.5,21.5,15.9,29.8,77.1,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_84_direct_normal_rect_dense_weave_g2_v09.asset,
normal_campaign500,normal,203,direct_normal_02_direct_normal_rect_section_unlock_g0_v01,direct_normal_02_direct_normal_rect_section_unlock_g0_v01,Normal,normal,section,162,261,Normal,HeuristicHigh,,Medium,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,37,102,793,0,0.974,0.974,coverage,0.974,161.9,19,14,1.77,19,11,0.579,10,7.46,3.618,0.485,0.3,0.135,1,0,0,7.775,0.54,2.35,True,102,36.1,14.3,20.1,22.2,10.9,25.5,79.9,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_02_direct_normal_rect_section_unlock_g0_v01.asset,
normal_campaign500,normal,204,r1_ab_198_above300_level_757_final,r1_ab_198_above300_level_757_final,Normal,normal,section,161,261,Normal,HeuristicHigh,,Small,LowPressure,Bottleneck,StartMedium,ClearBurst,ChoiceTactical,Tall,VisualSparse,Standard,None,weak-outer,FlowRelief,,23,32,78,708,0,0.962,0.962,coverage,0.962,161.3,8,17,2.029,8,5,0.625,11,4.37,1.989,0.455,0.366,0.165,1,0,0,9.077,0.46,1.507,True,78,27.8,24.1,24.5,20.3,0,18.9,78.5,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_198_above300_level_757_final.asset,
normal_campaign500,normal,205,direct_normal_69_direct_normal_rect_quasi_symmetry_g0_v07,direct_normal_69_direct_normal_rect_quasi_symmetry_g0_v07,Normal,normal,section,161,271,Normal,HeuristicHigh,,Medium,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,35,105,750,0,0.974,0.974,coverage,0.974,161.3,17,13,1.796,17,10,0.588,9,8.15,3.929,0.482,0.307,0.138,1,0,0,7.143,0.532,2.591,True,105,35.6,16,20.5,23.2,16.4,27.7,76.1,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_69_direct_normal_rect_quasi_symmetry_g0_v07.asset,
normal_campaign500,normal,206,direct_normal_03_direct_normal_rect_lock_buckle_g0_v01,direct_normal_03_direct_normal_rect_lock_buckle_g0_v01,Normal,normal,lock,161,288,Normal,HeuristicHigh,,Medium,LowPressure,Bottleneck,StartMedium,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,20,40,103,793,0,0.991,0.991,coverage,0.991,161,12,14,2.212,12,7,0.583,10,8.66,3.759,0.434,0.413,0.186,1,0,0,7.699,0.404,3.169,True,103,36.3,22.4,27.6,26.8,11.5,26.4,71.2,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_03_direct_normal_rect_lock_buckle_g0_v01.asset,
normal_campaign500,normal,207,r2_outer_strong_163_r2_288_a984,r2_outer_strong_163_r2_288_a984,Normal,normal,dense,161,261,Normal,HeuristicHigh,,Medium,LowPressure,Flow,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,34,102,763,0,0.976,0.976,coverage,0.976,161,17,14,1.685,17,10,0.588,9,5.48,2.712,0.495,0.278,0.125,1,0,0,7.48,0.566,1.672,True,102,35.3,16,18.6,19.5,13.5,26.6,79.1,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_163_r2_288_a984.asset,
normal_campaign500,normal,208,r1_ab_096_above300_level_578_final,r1_ab_096_above300_level_578_final,Normal,normal,section,161,244,Normal,HeuristicHigh,,Small,LowPressure,Bottleneck,StartMedium,ClearBurst,ChoiceTactical,Tall,VisualSparse,Standard,None,weak-outer|outer-gap,FlowRelief,,21,31,56,617,0,0.948,0.948,coverage,0.948,160.9,7,20,1.852,7,4,0.571,14,3.13,1.488,0.476,0.321,0.144,1,0,0,11.018,0.515,1.016,True,56,19.8,21.2,21.5,17.9,0,15.2,82.2,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_096_above300_level_578_final.asset,
normal_campaign500,normal,209,direct_normal_topup_33_direct_normal_topup_rect_section_unlock_g10_v05,direct_normal_topup_33_direct_normal_topup_rect_section_unlock_g10_v05,Normal,normal,section,161,269,Normal,HeuristicHigh,,Medium,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,20,38,102,741,0,0.975,0.975,coverage,0.975,160.9,16,13,1.828,16,9,0.563,9,7.49,3.582,0.478,0.315,0.142,1,0,0,7.265,0.522,2.41,True,102,34.6,16.9,21.1,22.7,15.4,26.7,76.5,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_33_direct_normal_topup_rect_section_unlock_g10_v05.asset,
normal_campaign500,normal,210,r2_outer_strong_159_r2_282_a966,r2_outer_strong_159_r2_282_a966,Normal,normal,dense,161,310,Normal,HeuristicHigh,,Medium,LowPressure,Bottleneck,StartMedium,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,21,31,107,637,0,0.978,0.978,coverage,0.978,160.7,12,11,1.854,12,6,0.5,7,5.56,2.643,0.475,0.321,0.145,1,0,0,5.953,0.514,1.805,True,107,33,39.3,21.5,20.7,27,31.7,61,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_159_r2_282_a966.asset,
