"pool","order","bucket","type","score","levelId","width","height","chains","coverage","outer1","openers","avgChoices","unlockBursts","dependencyBlocks","family","qualityFlags","sourcePackTags","assetPath"
"normal_campaign500","160","normal","dense","180.1","direct_normal_111_direct_normal_rect_outer_shell_g5_v12","23","36","103","0.978","1","10","6.38","20","522","asset:direct_normal_111_direct_normal_","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_111_direct_normal_rect_outer_shell_g5_v12.asset"
"normal_campaign500","161","normal","lock","178.9","direct_normal_topup_44_direct_normal_topup_rect_core_burst_g11_v06","22","39","105","0.981","1","17","6.04","22","474","direct_normal:core_burst:g11","ok","direct_normal_topup_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_44_direct_normal_topup_rect_core_burst_g11_v06.asset"
"normal_campaign500","162","normal","dense","178.6","r2_outer_strong_035_r2_055_a501","23","30","76","0.964","0.892","8","4.78","15","326","r2:055","weak-outer","r2_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_035_r2_055_a501.asset"
"normal_campaign500","163","normal","dense","176.3","direct_normal_21_direct_normal_rect_outer_shell_g2_v03","22","38","103","0.984","1","14","6.06","21","490","asset:direct_normal_21_direct_normal_r","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_21_direct_normal_rect_outer_shell_g2_v03.asset"
"normal_campaign500","164","normal","lock","176.2","r1_ab_279_above300_level_957_final","18","30","58","0.95","0.924","9","4.98","12","188","seed:957","weak-outer","r1_formal_candidate_ab_final_pack","Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_279_above300_level_957_final.asset"
"normal_campaign500","165","normal","dense","174.8","direct_normal_14_direct_normal_rect_dense_weave_g1_v02","23","38","113","0.984","0.975","13","6.44","25","536","direct_normal:dense_weave:g1","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_14_direct_normal_rect_dense_weave_g1_v02.asset"
"normal_campaign500","166","normal","sweep","174.7","direct_normal_145_direct_normal_rect_sweep_g2_v15","22","41","114","0.981","0.992","15","6.78","25","613","direct_normal:sweep:g2","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_145_direct_normal_rect_sweep_g2_v15.asset"
"normal_campaign500","167","normal","lock","174.2","direct_normal_63_direct_normal_rect_lock_buckle_g0_v07","22","38","107","0.981","0.991","19","6.14","26","512","direct_normal:lock_buckle:g0","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_63_direct_normal_rect_lock_buckle_g0_v07.asset"
"normal_campaign500","168","normal","dense","174.2","r2_outer_strong_115_r2_215_a805","22","27","72","0.966","0.904","8","4.06","13","288","r2:215","weak-outer","r2_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_115_r2_215_a805.asset"
"normal_campaign500","169","normal","sweep","173.6","direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06","22","36","105","0.99","1","14","6.44","23","474","direct_normal:sweep:g11","ok","direct_normal_topup_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06.asset"
"normal_campaign500","170","normal","dense","173.6","r1_outer_strong_158_r1_274_a949","26","36","115","0.971","0.983","11","5.03","20","560","r1:274","edge-short-heavy","r1_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_158_r1_274_a949.asset"
"normal_campaign500","171","normal","dense","173.2","r1_ab_215_above300_level_805_final","22","24","60","0.972","0.932","9","3.72","10","224","seed:805","weak-outer","r1_formal_candidate_ab_final_pack","Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_215_above300_level_805_final.asset"
"normal_campaign500","172","normal","section","173.2","direct_normal_119_direct_normal_rect_quasi_symmetry_g5_v12","23","39","111","0.978","1","12","7.05","23","567","direct_normal:quasi_symmetry:g5","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_119_direct_normal_rect_quasi_symmetry_g5_v12.asset"
"normal_campaign500","173","normal","lock","170.4","direct_normal_06_direct_normal_rect_core_burst_g0_v01","22","35","101","0.988","1","16","7.28","21","493","direct_normal:core_burst:g0","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_06_direct_normal_rect_core_burst_g0_v01.asset"
"normal_campaign500","174","normal","lock","170.3","direct_normal_126_direct_normal_rect_core_burst_g0_v13","22","39","114","0.983","0.983","13","6.69","20","682","direct_normal:core_burst:g0","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_126_direct_normal_rect_core_burst_g0_v13.asset"
"normal_campaign500","175","normal","maze","170","direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02","23","36","103","0.984","0.991","18","6.83","20","464","direct_normal:maze_long_chain:g1","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02.asset"
"normal_campaign500","176","normal","maze","170","r1_outer_strong_041_r1_071_a528","23","30","66","0.972","0.99","9","3.56","15","295","r1:071","ok","r1_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_041_r1_071_a528.asset"
"normal_campaign500","177","normal","section","169.5","direct_normal_29_direct_normal_rect_quasi_symmetry_g2_v03","22","34","108","0.989","1","17","6.79","26","665","direct_normal:quasi_symmetry:g2","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_29_direct_normal_rect_quasi_symmetry_g2_v03.asset"
"normal_campaign500","178","normal","dense","168.6","direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07","20","39","102","0.991","0.991","16","7.14","20","412","direct_normal:dense_weave:g6","ok","direct_normal_topup_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07.asset"
"normal_campaign500","179","normal","lock","168.2","direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07","23","37","110","0.98","1","16","6.87","24","535","direct_normal:lock_buckle:g6","ok","direct_normal_topup_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07.asset"
"normal_campaign500","180","normal","lock","167.9","direct_normal_53_direct_normal_rect_lock_buckle_g5_v06","21","36","105","0.983","1","17","7","20","551","direct_normal:lock_buckle:g5","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_53_direct_normal_rect_lock_buckle_g5_v06.asset"
"normal_campaign500","181","normal","section","167.4","direct_normal_19_direct_normal_rect_quasi_symmetry_g1_v02","21","39","110","0.979","0.974","16","6.66","25","632","direct_normal:quasi_symmetry:g1","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_19_direct_normal_rect_quasi_symmetry_g1_v02.asset"
"normal_campaign500","182","normal","section","167.3","direct_normal_78_direct_normal_rect_stair_push_g1_v08","21","34","101","0.99","1","15","7.4","22","461","direct_normal:stair_push:g1","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_78_direct_normal_rect_stair_push_g1_v08.asset"
"normal_campaign500","183","normal","dense","167.1","direct_normal_61_direct_normal_rect_outer_shell_g0_v07","22","39","116","0.987","0.983","18","6.34","24","557","asset:direct_normal_61_direct_normal_r","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_61_direct_normal_rect_outer_shell_g0_v07.asset"
"normal_campaign500","184","normal","section","166.9","direct_normal_topup_63_direct_normal_topup_rect_quasi_symmetry_g7_v08","23","36","111","0.986","0.982","10","7.5","24","509","direct_normal:quasi_symmetry:g7","ok","direct_normal_topup_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_63_direct_normal_topup_rect_quasi_symmetry_g7_v08.asset"
"normal_campaign500","185","normal","lock","166.8","r1_ab_139_above300_level_632_final","20","35","81","0.951","0.943","9","5.89","13","336","seed:632","ok","r1_formal_candidate_ab_final_pack","Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_139_above300_level_632_final.asset"
"normal_campaign500","186","normal","maze","166.6","r2_outer_strong_047_r2_086_a557","23","36","118","0.965","0.974","10","5.69","27","523","r2:086","edge-short-heavy","r2_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_047_r2_086_a557.asset"
"normal_campaign500","187","normal","sweep","166.5","direct_normal_105_direct_normal_rect_sweep_g4_v11","22","40","115","0.984","0.975","18","6.61","23","661","direct_normal:sweep:g4","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_105_direct_normal_rect_sweep_g4_v11.asset"
"normal_campaign500","188","normal","shell","166.4","r2_outer_strong_143_r2_258_a894","22","25","58","0.927","0.878","7","3.91","12","176","r2:258","low-coverage|weak-outer|outer-gap|large-hole","r2_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_143_r2_258_a894.asset"
"normal_campaign500","189","normal","dense","166.4","r1_ab_055_above300_level_501_final","21","30","68","0.962","0.878","8","3.94","9","265","seed:501","weak-outer","r1_formal_candidate_ab_final_pack","Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_055_above300_level_501_final.asset"
"normal_campaign500","190","normal","lock","166.2","direct_normal_topup_12_direct_normal_topup_rect_core_burst_g7_v02","22","35","104","0.975","0.991","10","7.54","25","448","direct_normal:core_burst:g7","ok","direct_normal_topup_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_12_direct_normal_topup_rect_core_burst_g7_v02.asset"
"normal_campaign500","191","normal","section","165.3","direct_normal_102_direct_normal_rect_section_unlock_g4_v11","20","37","103","0.984","0.991","15","6.81","22","453","direct_normal:section_unlock:g4","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_102_direct_normal_rect_section_unlock_g4_v11.asset"
"normal_campaign500","192","normal","section","164.7","direct_normal_topup_53_direct_normal_topup_rect_dual_zone_g6_v07","22","37","105","0.989","1","15","6.93","25","454","direct_normal:dual_zone:g6","ok","direct_normal_topup_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_53_direct_normal_topup_rect_dual_zone_g6_v07.asset"
"normal_campaign500","193","normal","lock","164.1","r1_outer_strong_012_r1_016_a427","25","29","105","0.949","0.971","14","5.21","16","461","r1:016","ok","r1_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_012_r1_016_a427.asset"
"normal_campaign500","194","normal","lock","163.6","direct_normal_topup_36_direct_normal_topup_rect_core_burst_g10_v05","23","38","108","0.984","0.992","16","6.87","23","522","direct_normal:core_burst:g10","ok","direct_normal_topup_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_36_direct_normal_topup_rect_core_burst_g10_v05.asset"
"normal_campaign500","195","normal","lock","163.5","direct_normal_topup_20_direct_normal_topup_rect_core_burst_g8_v03","21","36","102","0.988","0.991","17","6.8","24","552","direct_normal:core_burst:g8","ok","direct_normal_topup_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_20_direct_normal_topup_rect_core_burst_g8_v03.asset"
"normal_campaign500","196","normal","lock","163.4","direct_normal_56_direct_normal_rect_core_burst_g5_v06","23","38","112","0.984","1","14","6.69","28","627","direct_normal:core_burst:g5","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_56_direct_normal_rect_core_burst_g5_v06.asset"
"normal_campaign500","197","normal","maze","163.2","r2_outer_strong_105_r2_201_a764","29","37","116","0.974","0.984","16","6.74","23","557","r2:201","ok","r2_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_105_r2_201_a764.asset"
"normal_campaign500","198","normal","section","163","direct_normal_topup_38_direct_normal_topup_rect_stair_push_g10_v05","21","36","101","0.979","0.991","12","8.7","20","430","direct_normal:stair_push:g10","ok","direct_normal_topup_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_38_direct_normal_topup_rect_stair_push_g10_v05.asset"
"normal_campaign500","199","normal","dense","162.5","direct_normal_91_direct_normal_rect_outer_shell_g3_v10","21","38","105","0.986","0.982","17","6.55","21","603","asset:direct_normal_91_direct_normal_r","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_91_direct_normal_rect_outer_shell_g3_v10.asset"
"normal_campaign500","200","normal","lock","162.1","direct_normal_topup_74_direct_normal_topup_rect_lock_buckle_g9_v10","20","40","103","0.988","0.983","20","6.57","18","467","direct_normal:lock_buckle:g9","ok","direct_normal_topup_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_74_direct_normal_topup_rect_lock_buckle_g9_v10.asset"
"normal_campaign500","201","normal","dense","162.1","direct_normal_54_direct_normal_rect_dense_weave_g5_v06","23","39","112","0.98","1","13","6.69","20","645","direct_normal:dense_weave:g5","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_54_direct_normal_rect_dense_weave_g5_v06.asset"
"normal_campaign500","202","normal","dense","161.9","direct_normal_84_direct_normal_rect_dense_weave_g2_v09","22","38","115","0.992","0.991","17","6.98","25","571","direct_normal:dense_weave:g2","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_84_direct_normal_rect_dense_weave_g2_v09.asset"
"normal_campaign500","203","normal","section","161.9","direct_normal_02_direct_normal_rect_section_unlock_g0_v01","22","37","102","0.974","1","19","7.46","21","382","direct_normal:section_unlock:g0","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_02_direct_normal_rect_section_unlock_g0_v01.asset"
"normal_campaign500","204","normal","section","161.3","r1_ab_198_above300_level_757_final","23","32","78","0.962","0.906","8","4.37","15","354","seed:757","weak-outer","r1_formal_candidate_ab_final_pack","Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_198_above300_level_757_final.asset"
"normal_campaign500","205","normal","section","161.3","direct_normal_69_direct_normal_rect_quasi_symmetry_g0_v07","22","35","105","0.974","0.991","17","8.15","24","437","direct_normal:quasi_symmetry:g0","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_69_direct_normal_rect_quasi_symmetry_g0_v07.asset"
"normal_campaign500","206","normal","lock","161","direct_normal_03_direct_normal_rect_lock_buckle_g0_v01","20","40","103","0.991","0.991","12","8.66","30","467","direct_normal:lock_buckle:g0","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_03_direct_normal_rect_lock_buckle_g0_v01.asset"
"normal_campaign500","207","normal","dense","161","r2_outer_strong_163_r2_288_a984","23","34","102","0.976","0.991","17","5.48","19","498","r2:288","ok","r2_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_163_r2_288_a984.asset"
"normal_campaign500","208","normal","section","160.9","r1_ab_096_above300_level_578_final","21","31","56","0.948","0.9","7","3.13","12","169","seed:578","weak-outer|outer-gap","r1_formal_candidate_ab_final_pack","Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_096_above300_level_578_final.asset"
"normal_campaign500","209","normal","section","160.9","direct_normal_topup_33_direct_normal_topup_rect_section_unlock_g10_v05","20","38","102","0.975","0.991","16","7.49","23","459","direct_normal:section_unlock:g10","ok","direct_normal_topup_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_33_direct_normal_topup_rect_section_unlock_g10_v05.asset"
"normal_campaign500","210","normal","dense","160.7","r2_outer_strong_159_r2_282_a966","21","31","107","0.978","0.98","12","5.56","24","513","r2:282","ok","r2_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_159_r2_282_a966.asset"
"normal_campaign500","211","normal","dense","160.7","r1_outer_strong_128_r1_231_a844","22","35","101","0.964","0.991","14","5.95","22","451","r1:231","ok","r1_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_128_r1_231_a844.asset"
"normal_campaign500","212","normal","dense","160.4","direct_normal_51_direct_normal_rect_outer_shell_g5_v06","21","37","101","0.978","0.991","15","7.49","24","470","asset:direct_normal_51_direct_normal_r","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_51_direct_normal_rect_outer_shell_g5_v06.asset"
"normal_campaign500","213","normal","section","160.4","direct_normal_49_direct_normal_rect_quasi_symmetry_g4_v05","20","38","102","0.979","0.991","15","7.9","21","482","direct_normal:quasi_symmetry:g4","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_49_direct_normal_rect_quasi_symmetry_g4_v05.asset"
"normal_campaign500","214","normal","section","160.4","direct_normal_17_direct_normal_rect_dual_zone_g1_v02","21","40","114","0.982","0.983","21","6.89","22","577","direct_normal:dual_zone:g1","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_17_direct_normal_rect_dual_zone_g1_v02.asset"
"normal_campaign500","215","normal","sweep","160.3","direct_normal_topup_32_direct_normal_topup_rect_sweep_g9_v04","20","40","108","0.984","1","13","7.91","23","450","direct_normal:sweep:g9","ok","direct_normal_topup_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_32_direct_normal_topup_rect_sweep_g9_v04.asset"
"normal_campaign500","216","normal","lock","160.2","direct_normal_26_direct_normal_rect_core_burst_g2_v03","20","39","104","0.981","0.991","23","7.06","17","449","direct_normal:core_burst:g2","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_26_direct_normal_rect_core_burst_g2_v03.asset"
"normal_campaign500","217","normal","section","160.2","direct_normal_topup_54_direct_normal_topup_rect_stair_push_g6_v07","23","39","113","0.979","0.992","17","7.47","27","531","direct_normal:stair_push:g6","ok","direct_normal_topup_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_54_direct_normal_topup_rect_stair_push_g6_v07.asset"
"normal_campaign500","218","normal","sweep","160.1","direct_normal_65_direct_normal_rect_sweep_g0_v07","22","38","106","0.982","0.983","22","7.86","23","471","direct_normal:sweep:g0","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_65_direct_normal_rect_sweep_g0_v07.asset"
"normal_campaign500","219","normal","section","159.8","direct_normal_158_direct_normal_rect_stair_push_g3_v16","21","37","103","0.983","1","18","6.62","19","579","direct_normal:stair_push:g3","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_158_direct_normal_rect_stair_push_g3_v16.asset"
"normal_campaign500","220","normal","section","159.7","direct_normal_37_direct_normal_rect_dual_zone_g3_v04","23","37","114","0.978","0.991","11","9.7","24","500","direct_normal:dual_zone:g3","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_37_direct_normal_rect_dual_zone_g3_v04.asset"
"normal_campaign500","221","normal","lock","159.6","direct_normal_86_direct_normal_rect_core_burst_g2_v09","22","37","114","0.985","1","18","7.69","25","531","direct_normal:core_burst:g2","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_86_direct_normal_rect_core_burst_g2_v09.asset"
"normal_campaign500","222","normal","section","159.5","direct_normal_topup_39_direct_normal_topup_rect_quasi_symmetry_g10_v05","22","38","107","0.984","0.991","17","7.3","27","475","direct_normal:quasi_symmetry:g10","ok","direct_normal_topup_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_39_direct_normal_topup_rect_quasi_symmetry_g10_v05.asset"
"normal_campaign500","223","normal","dense","159.4","direct_normal_topup_27_direct_normal_topup_rect_dense_weave_g9_v04","23","35","113","0.984","0.982","17","7.25","23","616","direct_normal:dense_weave:g9","ok","direct_normal_topup_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_27_direct_normal_topup_rect_dense_weave_g9_v04.asset"
"normal_campaign500","224","normal","section","159.3","direct_normal_07_direct_normal_rect_dual_zone_g0_v01","20","38","102","0.988","0.991","16","6.92","20","469","direct_normal:dual_zone:g0","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_07_direct_normal_rect_dual_zone_g0_v01.asset"
"normal_campaign500","225","normal","dense","158.9","r2_outer_strong_125_r2_231_a844","24","35","111","0.961","0.991","14","5.88","21","531","r2:231","ok","r2_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_125_r2_231_a844.asset"
"normal_campaign500","226","normal","sweep","158.6","direct_normal_95_direct_normal_rect_sweep_g3_v10","21","37","107","0.977","0.973","16","9.39","18","487","direct_normal:sweep:g3","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_95_direct_normal_rect_sweep_g3_v10.asset"
"normal_campaign500","227","normal","lock","158.5","direct_normal_96_direct_normal_rect_core_burst_g3_v10","23","39","111","0.98","0.992","21","7.16","21","513","direct_normal:core_burst:g3","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_96_direct_normal_rect_core_burst_g3_v10.asset"
"normal_campaign500","228","normal","section","158.3","direct_normal_topup_13_direct_normal_topup_rect_dual_zone_g7_v02","23","37","110","0.987","1","15","8.71","22","644","direct_normal:dual_zone:g7","ok","direct_normal_topup_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_13_direct_normal_topup_rect_dual_zone_g7_v02.asset"
"normal_campaign500","229","normal","section","157.9","direct_normal_52_direct_normal_rect_section_unlock_g5_v06","23","40","112","0.98","0.967","13","8.54","22","619","direct_normal:section_unlock:g5","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_52_direct_normal_rect_section_unlock_g5_v06.asset"
"normal_campaign500","230","normal","section","157.3","direct_normal_108_direct_normal_rect_stair_push_g4_v11","20","41","106","0.988","1","12","7.34","23","585","direct_normal:stair_push:g4","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_108_direct_normal_rect_stair_push_g4_v11.asset"
"normal_campaign500","231","normal","dense","157.3","direct_normal_topup_67_direct_normal_topup_rect_dense_weave_g8_v09","22","35","103","0.99","0.991","17","7.84","20","499","direct_normal:dense_weave:g8","ok","direct_normal_topup_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_67_direct_normal_topup_rect_dense_weave_g8_v09.asset"
"normal_campaign500","232","normal","dense","157.3","r2_outer_strong_117_r2_218_a809","29","31","112","0.973","0.974","18","5.01","20","455","r2:218","edge-short-heavy","r2_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_117_r2_218_a809.asset"
"normal_campaign500","233","normal","section","157.2","direct_normal_topup_30_direct_normal_topup_rect_stair_push_g9_v04","22","35","102","0.99","1","18","9.37","24","496","direct_normal:stair_push:g9","ok","direct_normal_topup_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_30_direct_normal_topup_rect_stair_push_g9_v04.asset"
"normal_campaign500","234","normal","dense","157","r2_outer_strong_139_r2_253_a885","21","37","108","0.974","0.982","12","6.72","21","468","r2:253","ok","r2_outer_strong_final_pack","Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_139_r2_253_a885.asset"
"normal_campaign500","235","normal","section","156.7","direct_normal_18_direct_normal_rect_stair_push_g1_v02","23","36","114","0.983","0.991","17","8.2","29","556","direct_normal:stair_push:g1","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_18_direct_normal_rect_stair_push_g1_v02.asset"
"normal_campaign500","236","normal","section","156.7","r1_ab_016_above300_level_427_final","25","29","106","0.942","0.923","13","5.08","16","480","seed:427","weak-outer","r1_formal_candidate_ab_final_pack","Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_016_above300_level_427_final.asset"
"normal_campaign500","237","normal","section","156.5","direct_normal_152_direct_normal_rect_section_unlock_g3_v16","21","40","107","0.988","1","16","8.28","24","572","direct_normal:section_unlock:g3","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_152_direct_normal_rect_section_unlock_g3_v16.asset"
"normal_campaign500","238","normal","section","156.5","direct_normal_topup_70_direct_normal_topup_rect_stair_push_g8_v09","21","35","101","0.984","1","16","7.72","22","458","direct_normal:stair_push:g8","ok","direct_normal_topup_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_70_direct_normal_topup_rect_stair_push_g8_v09.asset"
"normal_campaign500","239","normal","maze","156.4","direct_normal_100_direct_normal_rect_maze_long_chain_g3_v10","23","38","108","0.982","0.992","15","10.28","23","441","direct_normal:maze_long_chain:g3","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_100_direct_normal_rect_maze_long_chain_g3_v10.asset"
"normal_campaign500","240","normal","maze","156","direct_normal_70_direct_normal_rect_maze_long_chain_g0_v07","20","39","104","0.983","1","21","7.34","20","506","direct_normal:maze_long_chain:g0","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_70_direct_normal_rect_maze_long_chain_g0_v07.asset"
"normal_campaign500","241","normal","dense","156","direct_normal_124_direct_normal_rect_dense_weave_g0_v13","22","40","108","0.982","0.992","13","7.95","24","476","direct_normal:dense_weave:g0","ok","direct_normal_candidates","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_124_direct_normal_rect_dense_weave_g0_v13.asset"
