order,campaignType,chains,width,height,theme,subtheme,shapeRole,difficultyBand,maskName,displayShapeId,expectedShapeFromName,maskWidth,maskHeight,maskArea,maskCoverage,maskFill,recognitionRisk,riskReasons,levelId,sourceAsset,suggestedRevealPng,suggestedThumbPng
253,shape_space,111,30,42,Space,sci-fi,vehicle,main,MainSpaceSaturnIconTall,shape_main_space_saturn_icon_tall,space saturn icon,30,42,756,0.600,0.979,NeedsVisualCheck,abstract_name,r2_outer_strong_005_r2_006_a401_procmask_supp_01_onion_maskfinalsupplement_30x42-mainspacesaturnicontall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_01_onion_maskfinalsupplement_30x42-mainspacesaturnicontall_20260611_124212.asset,Art/ShapeReveal/shape_main_space_saturn_icon_tall.png,Art/ShapeRevealThumb/shape_main_space_saturn_icon_tall_thumb.png
258,shape_ocean,110,28,44,Ocean,shoreline,object,main,MainOceanSeaweedTall,shape_main_ocean_seaweed_tall,ocean seaweed,28,44,773,0.627,0.983,LikelyReadable,,r2_outer_strong_005_r2_006_a401_procmask_64_onion_maskproceduralvertical_28x44-mainoceanseaweedtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_64_onion_maskproceduralvertical_28x44-mainoceanseaweedtall_20260611_111225.asset,Art/ShapeReveal/shape_main_ocean_seaweed_tall.png,Art/ShapeRevealThumb/shape_main_ocean_seaweed_tall_thumb.png
263,shape_toolui,115,30,42,ToolUI,digital-tools,object,main,MainUiCameraTall,shape_main_ui_camera_tall,ui camera,30,42,992,0.787,0.983,LikelyReadable,,r2_outer_strong_005_r2_006_a401_procmask_supp_13_long_maskfinalsupplement_30x42-mainuicameratall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_13_long_maskfinalsupplement_30x42-mainuicameratall_20260611_124359.asset,Art/ShapeReveal/shape_main_ui_camera_tall.png,Art/ShapeRevealThumb/shape_main_ui_camera_tall_thumb.png
268,shape_magic,118,34,50,Magic,alchemy,object,transition,TransitionMagicBroomTall,shape_transition_magic_broom_tall,transition magic broom,34,50,889,0.523,0.972,LikelyReadable,,r2_outer_strong_005_r2_006_a401_procmask_87_onion_maskproceduralvertical_34x50-transitionmagicbroomtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_87_onion_maskproceduralvertical_34x50-transitionmagicbroomtall_20260611_111404.asset,Art/ShapeReveal/shape_transition_magic_broom_tall.png,Art/ShapeRevealThumb/shape_transition_magic_broom_tall_thumb.png
273,shape_toolui,114,30,42,ToolUI,digital-tools,object,main,MainUiChatBubbleTall,shape_main_ui_chat_bubble_tall,ui chat bubble,30,42,848,0.673,0.976,LikelyReadable,simple_icon_name,r2_outer_strong_005_r2_006_a401_procmask_supp_14_onion_maskfinalsupplement_30x42-mainuichatbubbletall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_14_onion_maskfinalsupplement_30x42-mainuichatbubbletall_20260611_124400.asset,Art/ShapeReveal/shape_main_ui_chat_bubble_tall.png,Art/ShapeRevealThumb/shape_main_ui_chat_bubble_tall_thumb.png
278,shape_ocean,119,32,44,Ocean,sea-creature,creature,main,MainDistinctOctopusTall,shape_main_distinct_octopus_tall,octopus,32,44,942,0.669,0.989,LikelyReadable,abstract_name;distinct_shape_hint,r2_outer_strong_005_r2_006_a401_procmask_98_long_maskproceduralvertical_32x44-maindistinctoctopustall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_98_long_maskproceduralvertical_32x44-maindistinctoctopustall_20260611_111458.asset,Art/ShapeReveal/shape_main_distinct_octopus_tall.png,Art/ShapeRevealThumb/shape_main_distinct_octopus_tall_thumb.png
283,shape_toolui,118,28,42,ToolUI,digital-tools,object,main,MainToolBatteryTall,shape_main_tool_battery_tall,tool battery,28,42,980,0.833,0.984,LikelyReadable,simple_icon_name,r2_outer_strong_005_r2_006_a401_procmask_supp_10_long_maskfinalsupplement_28x42-maintoolbatterytall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_10_long_maskfinalsupplement_28x42-maintoolbatterytall_20260611_124334.asset,Art/ShapeReveal/shape_main_tool_battery_tall.png,Art/ShapeRevealThumb/shape_main_tool_battery_tall_thumb.png
288,shape_ocean,118,34,48,Ocean,diving-gear,equipment,transition,TransitionOceanDivingMaskTall,shape_transition_ocean_diving_mask_tall,transition ocean diving mask,34,48,860,0.527,0.972,LikelyReadable,,r2_outer_strong_005_r2_006_a401_procmask_69_onion_maskproceduralvertical_34x48-transitionoceandivingmasktall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_69_onion_maskproceduralvertical_34x48-transitionoceandivingmasktall_20260611_111253.asset,Art/ShapeReveal/shape_transition_ocean_diving_mask_tall.png,Art/ShapeRevealThumb/shape_transition_ocean_diving_mask_tall_thumb.png
293,shape_landmark,119,34,50,Landmark,architecture,landmark,transition,TransitionWideLandmark01Tall,shape_transition_wide_landmark01_tall,transition wide landmark01,34,50,904,0.532,0.976,NeedsVisualCheck,complex_name,r2_outer_strong_005_r2_006_a401_procmask_125_onion_maskproceduralvertical_34x50-transitionwidelandmark01tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_125_onion_maskproceduralvertical_34x50-transitionwidelandmark01tall_20260611_111830.asset,Art/ShapeReveal/shape_transition_wide_landmark01_tall.png,Art/ShapeRevealThumb/shape_transition_wide_landmark01_tall_thumb.png
298,shape_magic,122,30,42,Magic,adventure-relic,object,main,MainTreasureChestTall,shape_main_treasure_chest_tall,treasure chest,30,42,991,0.787,0.982,LikelyReadable,,r2_outer_strong_005_r2_006_a401_procmask_43_long_maskproceduralvertical_30x42-maintreasurechesttall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_43_long_maskproceduralvertical_30x42-maintreasurechesttall_20260611_110904.asset,Art/ShapeReveal/shape_main_treasure_chest_tall.png,Art/ShapeRevealThumb/shape_main_treasure_chest_tall_thumb.png
303,shape_landmark,120,30,44,Landmark,architecture,landmark,main,MainLeaningTowerTall,shape_main_leaning_tower_tall,leaning tower,30,44,830,0.629,0.975,LikelyReadable,complex_name;simple_icon_name,r2_outer_strong_005_r2_006_a401_procmask_31_onion_maskproceduralvertical_30x44-mainleaningtowertall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_31_onion_maskproceduralvertical_30x44-mainleaningtowertall_20260611_110752.asset,Art/ShapeReveal/shape_main_leaning_tower_tall.png,Art/ShapeRevealThumb/shape_main_leaning_tower_tall_thumb.png
307,shape_ocean,122,36,48,Ocean,sea-creature,creature,transition,TransitionOceanSeaTurtleTall,shape_transition_ocean_sea_turtle_tall,transition ocean sea turtle,36,48,892,0.516,0.976,NeedsVisualCheck,medium_mask_coverage,r2_outer_strong_005_r2_006_a401_procmask_72_onion_maskproceduralvertical_36x48-transitionoceanseaturtletall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_72_onion_maskproceduralvertical_36x48-transitionoceanseaturtletall_20260611_111302.asset,Art/ShapeReveal/shape_transition_ocean_sea_turtle_tall.png,Art/ShapeRevealThumb/shape_transition_ocean_sea_turtle_tall_thumb.png
313,shape_music,121,30,42,Music,stage,object,main,MainMusicVinylRecordTall,shape_main_music_vinyl_record_tall,music vinyl record,30,42,801,0.636,0.979,LikelyReadable,simple_icon_name,r2_outer_strong_005_r2_006_a401_procmask_supp_06_onion_maskfinalsupplement_30x42-mainmusicvinylrecordtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_06_onion_maskfinalsupplement_30x42-mainmusicvinylrecordtall_20260611_124312.asset,Art/ShapeReveal/shape_main_music_vinyl_record_tall.png,Art/ShapeRevealThumb/shape_main_music_vinyl_record_tall_thumb.png
318,shape_character,126,30,42,Character,animals-mascots,character,main,MainBunnyTall,shape_main_bunny_tall,bunny,30,42,900,0.714,0.983,LikelyReadable,,r2_outer_strong_005_r2_006_a401_procmask_38_onion_maskproceduralvertical_30x42-mainbunnytall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_38_onion_maskproceduralvertical_30x42-mainbunnytall_20260611_110835.asset,Art/ShapeReveal/shape_main_bunny_tall.png,Art/ShapeRevealThumb/shape_main_bunny_tall_thumb.png
323,shape_ocean,124,36,44,Ocean,sea-creature,creature,transition,TransitionDistinctCrabTall,shape_transition_distinct_crab_tall,transition crab,36,44,846,0.534,0.975,LikelyReadable,abstract_name;simple_icon_name;distinct_shape_hint,r2_outer_strong_005_r2_006_a401_procmask_113_onion_maskproceduralvertical_36x44-transitiondistinctcrabtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_113_onion_maskproceduralvertical_36x44-transitiondistinctcrabtall_20260611_111724.asset,Art/ShapeReveal/shape_transition_distinct_crab_tall.png,Art/ShapeRevealThumb/shape_transition_distinct_crab_tall_thumb.png
327,shape_landmark,131,38,52,Landmark,architecture,landmark,transition,TransitionWideLandmark06Tall,shape_transition_wide_landmark06_tall,transition wide landmark06,38,52,1109,0.561,0.976,NeedsVisualCheck,complex_name,r2_outer_strong_005_r2_006_a401_procmask_129_long_maskproceduralvertical_38x52-transitionwidelandmark06tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_129_long_maskproceduralvertical_38x52-transitionwidelandmark06tall_20260611_111853.asset,Art/ShapeReveal/shape_transition_wide_landmark06_tall.png,Art/ShapeRevealThumb/shape_transition_wide_landmark06_tall_thumb.png
333,shape_ocean,131,34,50,Ocean,diving-gear,equipment,transition,TransitionOceanOxygenTankTall,shape_transition_ocean_oxygen_tank_tall,transition ocean oxygen tank,34,50,1182,0.695,0.98,LikelyReadable,,r2_outer_strong_005_r2_006_a401_procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall_20260611_111257.asset,Art/ShapeReveal/shape_transition_ocean_oxygen_tank_tall.png,Art/ShapeRevealThumb/shape_transition_ocean_oxygen_tank_tall_thumb.png
338,shape_landmark,134,36,50,Landmark,architecture,landmark,transition,TransitionWideLandmark05Tall,shape_transition_wide_landmark05_tall,transition wide landmark05,36,50,1176,0.653,0.98,NeedsVisualCheck,complex_name,r2_outer_strong_005_r2_006_a401_procmask_128_long_maskproceduralvertical_36x50-transitionwidelandmark05tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_128_long_maskproceduralvertical_36x50-transitionwidelandmark05tall_20260611_111840.asset,Art/ShapeReveal/shape_transition_wide_landmark05_tall.png,Art/ShapeRevealThumb/shape_transition_wide_landmark05_tall_thumb.png
343,shape_art,135,30,42,Art,studio,character,main,MainClassicPortraitTall,shape_main_classic_portrait_tall,classic portrait,30,42,1120,0.889,0.979,LikelyReadable,,r2_outer_strong_005_r2_006_a401_procmask_26_long_maskproceduralvertical_30x42-mainclassicportraittall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_26_long_maskproceduralvertical_30x42-mainclassicportraittall_20260611_110534.asset,Art/ShapeReveal/shape_main_classic_portrait_tall.png,Art/ShapeRevealThumb/shape_main_classic_portrait_tall_thumb.png
348,shape_landmark,132,36,50,Landmark,architecture,landmark,transition,TransitionPagodaTall,shape_transition_pagoda_tall,transition pagoda,36,50,1088,0.604,0.983,LikelyReadable,,r2_outer_strong_005_r2_006_a401_procmask_52_long_maskproceduralvertical_36x50-transitionpagodatall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_52_long_maskproceduralvertical_36x50-transitionpagodatall_20260611_111118.asset,Art/ShapeReveal/shape_transition_pagoda_tall.png,Art/ShapeRevealThumb/shape_transition_pagoda_tall_thumb.png
353,shape_magic,141,36,50,Magic,adventure-relic,object,transition,TransitionMagicKnightHelmetTall,shape_transition_magic_knight_helmet_tall,transition magic knight helmet,36,50,1118,0.621,0.988,NeedsVisualCheck,complex_name,r2_outer_strong_005_r2_006_a401_procmask_89_long_maskproceduralvertical_36x50-transitionmagicknighthelmettall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_89_long_maskproceduralvertical_36x50-transitionmagicknighthelmettall_20260611_111411.asset,Art/ShapeReveal/shape_transition_magic_knight_helmet_tall.png,Art/ShapeRevealThumb/shape_transition_magic_knight_helmet_tall_thumb.png
358,shape_ocean,137,38,50,Ocean,sea-creature,creature,transition,TransitionOceanLobsterTall,shape_transition_ocean_lobster_tall,transition ocean lobster,38,50,976,0.514,0.972,NeedsVisualCheck,medium_mask_coverage,r2_outer_strong_005_r2_006_a401_procmask_73_onion_maskproceduralvertical_38x50-transitionoceanlobstertall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_73_onion_maskproceduralvertical_38x50-transitionoceanlobstertall_20260611_111305.asset,Art/ShapeReveal/shape_transition_ocean_lobster_tall.png,Art/ShapeRevealThumb/shape_transition_ocean_lobster_tall_thumb.png
363,shape_landmark,138,34,50,Landmark,architecture,landmark,transition,TransitionObeliskTall,shape_transition_obelisk_tall,transition obelisk,34,50,938,0.552,0.98,LikelyReadable,,r2_outer_strong_005_r2_006_a401_procmask_56_onion_maskproceduralvertical_34x50-transitionobelisktall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_56_onion_maskproceduralvertical_34x50-transitionobelisktall_20260611_111133.asset,Art/ShapeReveal/shape_transition_obelisk_tall.png,Art/ShapeRevealThumb/shape_transition_obelisk_tall_thumb.png
368,shape_magic,139,36,48,Magic,alchemy,object,transition,TransitionMagicCauldronTall,shape_transition_magic_cauldron_tall,transition magic cauldron,36,48,1006,0.582,0.976,LikelyReadable,,r2_outer_strong_005_r2_006_a401_procmask_86_onion_maskproceduralvertical_36x48-transitionmagiccauldrontall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_86_onion_maskproceduralvertical_36x48-transitionmagiccauldrontall_20260611_111402.asset,Art/ShapeReveal/shape_transition_magic_cauldron_tall.png,Art/ShapeRevealThumb/shape_transition_magic_cauldron_tall_thumb.png
373,shape_ocean,142,34,48,Ocean,shoreline,object,transition,TransitionOceanPearlClamTall,shape_transition_ocean_pearl_clam_tall,transition ocean pearl clam,34,48,1048,0.642,0.978,LikelyReadable,,r2_outer_strong_005_r2_006_a401_procmask_74_onion_maskproceduralvertical_34x48-transitionoceanpearlclamtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_74_onion_maskproceduralvertical_34x48-transitionoceanpearlclamtall_20260611_111307.asset,Art/ShapeReveal/shape_transition_ocean_pearl_clam_tall.png,Art/ShapeRevealThumb/shape_transition_ocean_pearl_clam_tall_thumb.png
378,shape_landmark,144,36,50,Landmark,architecture,landmark,transition,TransitionBridgeTowerTall,shape_transition_bridge_tower_tall,transition bridge tower,36,50,1015,0.564,0.979,LikelyReadable,complex_name;simple_icon_name,r2_outer_strong_005_r2_006_a401_procmask_55_onion_maskproceduralvertical_36x50-transitionbridgetowertall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_55_onion_maskproceduralvertical_36x50-transitionbridgetowertall_20260611_111130.asset,Art/ShapeReveal/shape_transition_bridge_tower_tall.png,Art/ShapeRevealThumb/shape_transition_bridge_tower_tall_thumb.png
383,shape_ocean,142,36,50,Ocean,nautical,object,transition,TransitionSailboatTall,shape_transition_sailboat_tall,transition sailboat,36,50,965,0.536,0.978,LikelyReadable,,r2_outer_strong_005_r2_006_a401_procmask_57_onion_maskproceduralvertical_36x50-transitionsailboattall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_57_onion_maskproceduralvertical_36x50-transitionsailboattall_20260611_111154.asset,Art/ShapeReveal/shape_transition_sailboat_tall.png,Art/ShapeRevealThumb/shape_transition_sailboat_tall_thumb.png
387,shape_vehicle,152,38,52,Vehicle,transport,vehicle,transition,TransitionCarrier02Tall,shape_transition_carrier02_tall,transition carrier02,38,52,1081,0.547,0.973,LikelyReadable,simple_icon_name,r2_outer_strong_005_r2_006_a401_procmask_136_onion_maskproceduralvertical_38x52-transitioncarrier02tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_136_onion_maskproceduralvertical_38x52-transitioncarrier02tall_20260611_112008.asset,Art/ShapeReveal/shape_transition_carrier02_tall.png,Art/ShapeRevealThumb/shape_transition_carrier02_tall_thumb.png
393,shape_magic,157,36,50,Magic,fantasy-architecture,landmark,transition,TransitionCastleGateTall,shape_transition_castle_gate_tall,transition castle gate,36,50,1328,0.738,0.982,LikelyReadable,complex_name;simple_icon_name,r2_outer_strong_005_r2_006_a401_procmask_51_long_maskproceduralvertical_36x50-transitioncastlegatetall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_51_long_maskproceduralvertical_36x50-transitioncastlegatetall_20260611_111115.asset,Art/ShapeReveal/shape_transition_castle_gate_tall.png,Art/ShapeRevealThumb/shape_transition_castle_gate_tall_thumb.png
398,shape_landmark,163,36,50,Landmark,architecture,landmark,transition,TransitionDomePalaceTall,shape_transition_dome_palace_tall,transition dome palace,36,50,1330,0.739,0.986,LikelyReadable,,r2_outer_strong_005_r2_006_a401_procmask_53_long_maskproceduralvertical_36x50-transitiondomepalacetall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_53_long_maskproceduralvertical_36x50-transitiondomepalacetall_20260611_111123.asset,Art/ShapeReveal/shape_transition_dome_palace_tall.png,Art/ShapeRevealThumb/shape_transition_dome_palace_tall_thumb.png
403,shape_vehicle,170,40,50,Vehicle,transport,vehicle,transition,TransitionCarrier03Tall,shape_transition_carrier03_tall,transition carrier03,40,50,1309,0.655,0.981,LikelyReadable,simple_icon_name,r2_outer_strong_005_r2_006_a401_procmask_137_long_maskproceduralvertical_40x50-transitioncarrier03tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_137_long_maskproceduralvertical_40x50-transitioncarrier03tall_20260611_112015.asset,Art/ShapeReveal/shape_transition_carrier03_tall.png,Art/ShapeRevealThumb/shape_transition_carrier03_tall_thumb.png
408,shape_nature,167,36,44,Nature,plants-creatures,creature,transition,TransitionDistinctButterflyTall,shape_transition_distinct_butterfly_tall,transition butterfly,36,44,1090,0.688,0.988,LikelyReadable,abstract_name;distinct_shape_hint,r2_outer_strong_005_r2_006_a401_procmask_114_onion_maskproceduralvertical_36x44-transitiondistinctbutterflytall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_114_onion_maskproceduralvertical_36x44-transitiondistinctbutterflytall_20260611_111757.asset,Art/ShapeReveal/shape_transition_distinct_butterfly_tall.png,Art/ShapeRevealThumb/shape_transition_distinct_butterfly_tall_thumb.png
413,shape_landmark,179,42,58,Landmark,architecture,landmark,big,BigMegaMonument05Tall,shape_big_mega_monument05_tall,big mega monument05,42,58,1522,0.625,0.982,LikelyReadable,simple_icon_name,r2_outer_strong_005_r2_006_a401_procmask_140_long_maskproceduralvertical_42x58-bigmegamonument05tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_140_long_maskproceduralvertical_42x58-bigmegamonument05tall_20260611_112516.asset,Art/ShapeReveal/shape_big_mega_monument05_tall.png,Art/ShapeRevealThumb/shape_big_mega_monument05_tall_thumb.png
418,shape_space,186,40,56,Space,sci-fi,character,big,BigGiantRobotTall,shape_big_giant_robot_tall,big giant robot,40,56,1378,0.615,0.982,LikelyReadable,,r2_outer_strong_005_r2_006_a401_procmask_58_onion_maskproceduralvertical_40x56-biggiantrobottall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_58_onion_maskproceduralvertical_40x56-biggiantrobottall_20260611_111158.asset,Art/ShapeReveal/shape_big_giant_robot_tall.png,Art/ShapeRevealThumb/shape_big_giant_robot_tall_thumb.png
423,shape_vehicle,186,42,60,Vehicle,transport,vehicle,big,BigCarrier04Tall,shape_big_carrier04_tall,big carrier04,42,60,1298,0.515,0.979,LikelyReadable,medium_mask_coverage;simple_icon_name,r2_outer_strong_005_r2_006_a401_procmask_144_onion_maskproceduralvertical_42x60-bigcarrier04tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_144_onion_maskproceduralvertical_42x60-bigcarrier04tall_20260611_112535.asset,Art/ShapeReveal/shape_big_carrier04_tall.png,Art/ShapeRevealThumb/shape_big_carrier04_tall_thumb.png
427,shape_nature,191,42,60,Nature,plants-creatures,natural,big,BigGrove02Tall,shape_big_grove02_tall,big grove02,42,60,1386,0.550,0.98,LikelyReadable,,r2_outer_strong_005_r2_006_a401_procmask_147_onion_maskproceduralvertical_42x60-biggrove02tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_147_onion_maskproceduralvertical_42x60-biggrove02tall_20260611_112549.asset,Art/ShapeReveal/shape_big_grove02_tall.png,Art/ShapeRevealThumb/shape_big_grove02_tall_thumb.png
433,shape_vehicle,195,46,60,Vehicle,transport,vehicle,big,BigCarrier06Tall,shape_big_carrier06_tall,big carrier06,46,60,1599,0.579,0.979,LikelyReadable,simple_icon_name,r2_outer_strong_005_r2_006_a401_procmask_146_long_maskproceduralvertical_46x60-bigcarrier06tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_146_long_maskproceduralvertical_46x60-bigcarrier06tall_20260611_112547.asset,Art/ShapeReveal/shape_big_carrier06_tall.png,Art/ShapeRevealThumb/shape_big_carrier06_tall_thumb.png
438,shape_nature,207,40,60,Nature,plants-creatures,natural,big,BigGrove04Tall,shape_big_grove04_tall,big grove04,40,60,1437,0.599,0.974,LikelyReadable,,r2_outer_strong_005_r2_006_a401_procmask_149_onion_maskproceduralvertical_40x60-biggrove04tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_149_onion_maskproceduralvertical_40x60-biggrove04tall_20260611_112600.asset,Art/ShapeReveal/shape_big_grove04_tall.png,Art/ShapeRevealThumb/shape_big_grove04_tall_thumb.png
443,shape_symbol,90,28,42,Symbol,letters-symbols,symbol,main,MainDistinctDigit5Tall,shape_main_distinct_digit5_tall,,28,42,615,0.523,0.984,LikelyReadable,abstract_name;distinct_shape_hint,r2_outer_strong_005_r2_006_a401_procmask_109_onion_maskproceduralvertical_28x42-maindistinctdigit5tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_109_onion_maskproceduralvertical_28x42-maindistinctdigit5tall_20260611_111610.asset,Art/ShapeReveal/shape_main_distinct_digit5_tall.png,Art/ShapeRevealThumb/shape_main_distinct_digit5_tall_thumb.png
447,shape_object,91,28,42,Object,tools-items,object,main,MainDistinctToothTall,shape_main_distinct_tooth_tall,tooth,28,42,826,0.702,0.982,LikelyReadable,abstract_name;distinct_shape_hint,r2_outer_strong_005_r2_006_a401_procmask_105_long_maskproceduralvertical_28x42-maindistincttoothtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_105_long_maskproceduralvertical_28x42-maindistincttoothtall_20260611_111520.asset,Art/ShapeReveal/shape_main_distinct_tooth_tall.png,Art/ShapeRevealThumb/shape_main_distinct_tooth_tall_thumb.png
453,shape_character,88,30,42,Character,animals-mascots,character,main,MainBeanMascotTall,shape_main_bean_mascot_tall,bean mascot,30,42,786,0.624,0.973,NeedsVisualCheck,complex_name,r2_outer_strong_005_r2_006_a401_procmask_20_long_maskproceduralvertical_30x42-mainbeanmascottall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_20_long_maskproceduralvertical_30x42-mainbeanmascottall_20260611_110513.asset,Art/ShapeReveal/shape_main_bean_mascot_tall.png,Art/ShapeRevealThumb/shape_main_bean_mascot_tall_thumb.png
458,shape_nature,86,30,42,Nature,plants-creatures,natural,main,MainPineTreeTall,shape_main_pine_tree_tall,pine tree,30,42,635,0.504,0.975,NeedsVisualCheck,medium_mask_coverage,r2_outer_strong_005_r2_006_a401_procmask_03_onion_maskproceduralvertical_30x42-mainpinetreetall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_03_onion_maskproceduralvertical_30x42-mainpinetreetall_20260611_110411.asset,Art/ShapeReveal/shape_main_pine_tree_tall.png,Art/ShapeRevealThumb/shape_main_pine_tree_tall_thumb.png
463,shape_landmark,86,30,44,Landmark,architecture,landmark,main,MainIronTowerTall,shape_main_iron_tower_tall,iron tower,30,44,634,0.480,0.984,NeedsVisualCheck,medium_mask_coverage;complex_name;simple_icon_name,r2_outer_strong_005_r2_006_a401_procmask_28_onion_maskproceduralvertical_30x44-mainirontowertall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_28_onion_maskproceduralvertical_30x44-mainirontowertall_20260611_110540.asset,Art/ShapeReveal/shape_main_iron_tower_tall.png,Art/ShapeRevealThumb/shape_main_iron_tower_tall_thumb.png
468,shape_toolui,84,30,42,ToolUI,digital-tools,object,main,MainToolWrenchTall,shape_main_tool_wrench_tall,tool wrench,30,42,622,0.494,0.987,NeedsVisualCheck,medium_mask_coverage,r2_outer_strong_005_r2_006_a401_procmask_supp_11_onion_maskfinalsupplement_30x42-maintoolwrenchtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_11_onion_maskfinalsupplement_30x42-maintoolwrenchtall_20260611_124348.asset,Art/ShapeReveal/shape_main_tool_wrench_tall.png,Art/ShapeRevealThumb/shape_main_tool_wrench_tall_thumb.png
473,shape_landmark,82,30,42,Landmark,architecture,landmark,main,MainPyramidTall,shape_main_pyramid_tall,pyramid,30,42,622,0.494,0.974,NeedsVisualCheck,medium_mask_coverage,r2_outer_strong_005_r2_006_a401_procmask_32_onion_maskproceduralvertical_30x42-mainpyramidtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_32_onion_maskproceduralvertical_30x42-mainpyramidtall_20260611_110754.asset,Art/ShapeReveal/shape_main_pyramid_tall.png,Art/ShapeRevealThumb/shape_main_pyramid_tall_thumb.png
