"order","oldLevelId","newLevelId","oldAssetPath","newAssetPath","copiedAssetPath","oldGuid","newGuid","oldChains","newChains","oldMaxChainLength","newMaxChainLength","newCategory","newType","newRelativeDifficulty","newSlotRole","newStatus","newFlags","newShapeId","newShapeNameZh"
"148","direct_normal_08_direct_normal_rect_stair_push_g0_v01","sgp_merged_final_outer_repair_quality_filtered26_harde_02_sgp_linework_maze_08_sgp_linework_maze_bluepri","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_08_direct_normal_rect_stair_push_g0_v01.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV4/shape_refresh_v4_L148_sgp_merged_final_outer_repair_quality_filtered26_harde_02_sgp_linework.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L148_sgp_merged_final_outer_repair_quality_filtered26_h.asset","818a8525aa5c72943aea560b396bbccf","555b35f3d88e13447a18552b77839073","105","111","13","18","normal","section","Hard","Pressure","Green","PeakTooFlat","",""
"151","hole_highchain_016_hc_30x28_dual_a","hole_candidate_054_std_30x30_lock","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_016_hc_30x28_dual_a.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_054_std_30x30_lock.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L151_hole_candidate_054_std_30x30_lock.asset","a21da6d3a25515c43a74a4a146ef7a0d","99ad7d88ecea6db45868e2a7246b935f","80","84","21","22","hole","hole_rescue","Mechanic","HoleRescue","Yellow","GrindyLowClear","",""
"153","r2_outer_strong_005_r2_006_a401_procmask_21_long_maskproceduralvertical_30x42-mainraisedhandmascottall","r2_outer_strong_005_r2_006_a401_maskonlyb02_16_large_pumpkin","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_21_long_maskproceduralvertical_30x42-mainraisedhandmascottall_20260611_110517.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L153_pumpkin_large.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L153_r2_outer_strong_005_r2_006_a401_maskonlyb02_16_lar.asset","574222c8e9053e54f8a0dd5db34248f2","712f8bf440399dd48809b78211a5a926","101","115","17","17","shape","shape_character","Novelty","Shape","Yellow","GrindyLowClear","pumpkin","南瓜"
"156","direct_normal_29_direct_normal_rect_quasi_symmetry_g2_v03","direct_diff120_55_direct_diff_normal_near_square_stair_ladder_g3_v04","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_29_direct_normal_rect_quasi_symmetry_g2_v03.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_55_direct_diff_normal_near_square_stair_ladder_g3_v04.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L156_direct_diff120_55_direct_diff_normal_near_square_s.asset","7c93d45c010235f42ac6102b6cfdf986","a280a0a87eb51114aaedf4247c29a6a4","108","94","13","13","normal","section","VeryHard","Peak","Green","PeakTooFlat","",""
"158","r2_outer_strong_005_r2_006_a401_procmask_106_onion_maskproceduralvertical_30x42-maindistinctlettermtall","r2_outer_strong_005_r2_006_a401_maskonlyb01_07_large_starfish","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_106_onion_maskproceduralvertical_30x42-maindistinctlettermtall_20260611_111521.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L158_starfish_large.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L158_r2_outer_strong_005_r2_006_a401_maskonlyb01_07_lar.asset","4612f6f9a4aecc846b00ac6c66114205","f43f41cbd49bf3a41a467ef8d5145c9d","100","99","13","17","shape","shape_symbol","Novelty","Shape","Green","None","starfish","海星"
"163","r2_outer_strong_005_r2_006_a401_procmask_66_onion_maskproceduralvertical_32x42-mainoceanpufferfishtall","r2_outer_strong_005_r2_006_a401_maskonlyb05_16_main_ring","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_66_onion_maskproceduralvertical_32x42-mainoceanpufferfishtall_20260611_111229.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L163_ring_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L163_r2_outer_strong_005_r2_006_a401_maskonlyb05_16_mai.asset","4c6c95298588cca4abbe3e6ab1911d66","adff2bc88691727408d494576d516892","101","99","13","13","shape","shape_ocean","Novelty","Shape","Green","None","ring","戒指"
"165","direct_pure_topup_05_08_direct_normal_pure_rect_maze_long_chain_g9_v04","direct_pure_normal_extra_02_24_direct_normal_pure_extra_rect_maze_long_chain_g20_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_08_direct_normal_pure_rect_maze_long_chain_g9_v04.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice02/direct_pure_normal_extra_02_24_direct_normal_pure_extra_rect_maze_long_chain_g20_v06.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L165_direct_pure_normal_extra_02_24_direct_normal_pure_.asset","0128c0ad0d69aa8408ca6b6f07a0acc2","891c30e8b303d1641a18e9a414ee9d55","77","86","13","13","normal","maze","Recovery","Recovery","Green","None","",""
"167","hole_topup_043_topup_wide_26x22_maze","hole_candidate_021_std_22x26_lock","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_043_topup_wide_26x22_maze.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_021_std_22x26_lock.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L167_hole_candidate_021_std_22x26_lock.asset","f6889f809f08af144b50107a56ec994e","9dc29cdf0d64dec44b343c393217dc28","53","53","20","22","hole","hole_rescue","Mechanic","HoleRescue","Green","None","",""
"168","r2_outer_strong_005_r2_006_a401_procmask_102_onion_maskproceduralvertical_28x42-maindistinctboottall","r2_outer_strong_005_r2_006_a401_maskonlyb06_01_large_brickcellphone","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_102_onion_maskproceduralvertical_28x42-maindistinctboottall_20260611_111510.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L168_brickcellphone_large.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L168_r2_outer_strong_005_r2_006_a401_maskonlyb06_01_lar.asset","21766b19cf33b1048a64d70e50542677","ac46900fa5d274a4fb32ff876e6363cb","100","110","13","17","shape","shape_object","Novelty","Shape","Green","None","brickcellphone","砖头手机"
"169","direct_normal_31_direct_normal_rect_outer_shell_g3_v04","direct_diff120_84_direct_diff_hard_dag_unlock_stair_ladder_g0_v01","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_31_direct_normal_rect_outer_shell_g3_v04.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_84_direct_diff_hard_dag_unlock_stair_ladder_g0_v01.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L169_direct_diff120_84_direct_diff_hard_dag_unlock_stai.asset","b95d92bf36b6e5a449da597ca3d509d1","8e7032d9c445fbd4fb38a0f2db672da1","115","124","13","13","normal","lock","Hard","Pressure","Green","None","",""
"173","r2_outer_strong_005_r2_006_a401_procmask_08_onion_maskproceduralvertical_28x40-maincandletall","r2_outer_strong_005_r2_006_a401_maskonlyb05_18_large_teapot","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_08_onion_maskproceduralvertical_28x40-maincandletall_20260611_110439.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L173_teapot_large.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L173_r2_outer_strong_005_r2_006_a401_maskonlyb05_18_lar.asset","00135a37b83b2de4da0c7c50d70b39c4","0b392458dcddb404ea468aa7e94ebdee","104","104","13","17","shape","shape_magic","Novelty","Shape","Green","None","teapot","茶壶"
"178","r2_outer_strong_005_r2_006_a401_procmask_27_onion_maskproceduralvertical_30x42-mainpainterbusttall","r2_outer_strong_005_r2_006_a401_maskonlyb01_11_main_shell","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_27_onion_maskproceduralvertical_30x42-mainpainterbusttall_20260611_110536.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L178_shell_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L178_r2_outer_strong_005_r2_006_a401_maskonlyb01_11_mai.asset","2e72354f7f514714194505eee3fbd1d0","35f239961206c0b488129312de77e0d9","104","104","13","13","shape","shape_art","Novelty","Shape","Green","None","shell","贝壳"
"183","r2_outer_strong_005_r2_006_a401_procmask_60_onion_maskproceduralvertical_28x42-mainoceanshelltall","r2_outer_strong_005_r2_006_a401_maskonlyb04_04_main_airplane","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_60_onion_maskproceduralvertical_28x42-mainoceanshelltall_20260611_111207.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L183_airplane_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L183_r2_outer_strong_005_r2_006_a401_maskonlyb04_04_mai.asset","8d47b47917526414d8f2ae7caecaeb80","ce9378a7750f364479219b8983adb298","104","103","13","13","shape","shape_ocean","Novelty","Shape","Green","ShapeLowFill","airplane","飞机"
"187","r2_outer_strong_005_r2_006_a401_procmask_33_onion_maskproceduralvertical_30x44-mainclocktowertall","r2_outer_strong_005_r2_006_a401_maskonlyb04_03_main_waterdrop","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_33_onion_maskproceduralvertical_30x44-mainclocktowertall_20260611_110755.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L187_waterdrop_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L187_r2_outer_strong_005_r2_006_a401_maskonlyb04_03_mai.asset","e8d8267511bda014895b6873cc3a2eb8","bb37e8631bd828b4cbe2eba33bc218a2","105","102","13","13","shape","shape_landmark","Novelty","Shape","Green","None","waterdrop","水滴"
"190","direct_polish_clean_01_direct_polish_normal_rect_section_unlock_g0_v01","direct_normal_topup_54_direct_normal_topup_rect_stair_push_g6_v07","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_01_direct_polish_normal_rect_section_unlock_g0_v01.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_54_direct_normal_topup_rect_stair_push_g6_v07.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L190_direct_normal_topup_54_direct_normal_topup_rect_st.asset","91e286ef80a2b0c4691d72dcc7348332","ec68ed31924017f40b5c52880465328f","112","113","10","13","normal","section","Normal","Normal","Green","None","",""
"192","hole_highchain_017_hc_28x30_dense_a","hole_topup_035_topup_std_28x28_dense","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_017_hc_28x30_dense_a.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_035_topup_std_28x28_dense.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L192_hole_topup_035_topup_std_28x28_dense.asset","493a6cc8491660044810e7b0aaf88465","fed955dde5600674f893e457b0be1dfe","82","82","20","19","hole","hole_rescue","Mechanic","HoleRescue","Green","None","",""
"193","r2_outer_strong_005_r2_006_a401_procmask_61_onion_maskproceduralvertical_30x40-mainoceanstarfishtall","r2_outer_strong_005_r2_006_a401_maskonlyb07_08_large_robothead","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_61_onion_maskproceduralvertical_30x40-mainoceanstarfishtall_20260611_111208.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L193_robothead_large.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L193_r2_outer_strong_005_r2_006_a401_maskonlyb07_08_lar.asset","369dcabae0aaba14e9bdf75261efe6b7","543f4378dc4687144891a6e5d0fbe71e","102","102","13","17","shape","shape_ocean","Novelty","Shape","Green","None","robothead","机器人头"
"198","r2_outer_strong_005_r2_006_a401_procmask_104_onion_maskproceduralvertical_30x42-maindistinctplugtall","r2_outer_strong_005_r2_006_a401_maskonlyb05_09_main_headphones","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_104_onion_maskproceduralvertical_30x42-maindistinctplugtall_20260611_111517.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L198_headphones_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L198_r2_outer_strong_005_r2_006_a401_maskonlyb05_09_mai.asset","ee23a8adae8e61a438109cea0f1e9fb7","498f55dad63f7d545871d66418006411","105","104","13","13","shape","shape_object","Novelty","Shape","Green","None","headphones","耳机"
"203","r2_outer_strong_005_r2_006_a401_procmask_63_onion_maskproceduralvertical_30x42-mainoceanflipperstall","r2_outer_strong_005_r2_006_a401_maskonlyb05_10_large_microphone","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_63_onion_maskproceduralvertical_30x42-mainoceanflipperstall_20260611_111223.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L203_microphone_large.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L203_r2_outer_strong_005_r2_006_a401_maskonlyb05_10_lar.asset","2952ef8727bd6104ea9a0ca2c83194c6","fca7134fed1378f4798fdb0f960be62a","103","102","13","17","shape","shape_ocean","Novelty","Shape","Green","None","microphone","麦克风"
"205","direct_normal_131_direct_normal_rect_outer_shell_g1_v14","direct_normal_topup_24_direct_normal_topup_rect_sweep_g8_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_131_direct_normal_rect_outer_shell_g1_v14.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_24_direct_normal_topup_rect_sweep_g8_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L205_direct_normal_topup_24_direct_normal_topup_rect_sw.asset","945761b7993dacf409e5f69ef39fa4db","5df8c1eb60cd7fb4ca369f6199899868","111","109","13","13","normal","sweep","Recovery","Recovery","Green","None","",""
"207","r2_outer_strong_005_r2_006_a401_procmask_supp_05_onion_maskfinalsupplement_30x42-mainmusicheadphonestall","r2_outer_strong_005_r2_006_a401_maskonlyb09_04_main_magnetvarianta","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_05_onion_maskfinalsupplement_30x42-mainmusicheadphonestall_20260611_124310.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L207_magnetvarianta_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L207_r2_outer_strong_005_r2_006_a401_maskonlyb09_04_mai.asset","89d168f435fcc1b43a81c0fee9c33f30","dbab9f2c94e5f2547b0bdd9b3ddd557b","103","114","13","13","shape","shape_music","Novelty","Shape","Green","None","magnetvarianta","磁铁"
"209","direct_pure_topup_08_08_direct_polish_hard_pure_rect_lock_buckle_g12_v04","direct_diff120_144_direct_diff_veryhard_dag_unlock_zig_river_g0_v06","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_08_direct_polish_hard_pure_rect_lock_buckle_g12_v04.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_144_direct_diff_veryhard_dag_unlock_zig_river_g0_v06.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L209_direct_diff120_144_direct_diff_veryhard_dag_unlock.asset","2cc16c34b74975047810d80e3d43e1de","3b3d985765457194f9767eaa5f102094","157","153","10","13","normal","lock","VeryHard","Peak","Green","None","",""
"213","r2_outer_strong_005_r2_006_a401_procmask_07_onion_maskproceduralvertical_30x42-maincactustall","r2_outer_strong_005_r2_006_a401_maskonlyb02_07_large_wizardhat","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_07_onion_maskproceduralvertical_30x42-maincactustall_20260611_110436.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV4/shape_refresh_v4_L213_maskonlyb02_07_large_wizardhat_20260614_171915.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L213_r2_outer_strong_005_r2_006_a401_maskonlyb02_07_lar.asset","b08ab49f26f3855499ca8bab76026b9a","121272a284555124a9e7afc3523fdeca","106","111","13","17","shape","shape_nature","Novelty","Shape","Yellow","StartFakeWide","wizardhat","巫师帽"
"218","r2_outer_strong_005_r2_006_a401_procmask_16_onion_maskproceduralvertical_30x42-maintrainfronttall","r2_outer_strong_005_r2_006_a401_maskonlyb04_14_main_mailbox","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_16_onion_maskproceduralvertical_30x42-maintrainfronttall_20260611_110458.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L218_mailbox_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L218_r2_outer_strong_005_r2_006_a401_maskonlyb04_14_mai.asset","fa55b35c3450cab46b23b6869a428519","f63e76c976a7d21409dcf2e35d567c59","106","106","13","13","shape","shape_vehicle","Novelty","Shape","Green","None","mailbox","邮箱"
"221","direct_normal_topup_11_direct_normal_topup_rect_dense_weave_g7_v02","direct_diff120_91_direct_diff_hard_near_square_dense_kernel_g2_v03","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_11_direct_normal_topup_rect_dense_weave_g7_v02.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_91_direct_diff_hard_near_square_dense_kernel_g2_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L221_direct_diff120_91_direct_diff_hard_near_square_den.asset","f972db8829c0649459bc8c17e0fa539c","4c716667c80292b479cd6b09e553d80f","109","126","13","13","normal","dense","Recovery","Recovery","Green","None","",""
"223","r2_outer_strong_005_r2_006_a401_procmask_supp_08_onion_maskfinalsupplement_30x42-mainmusicdrumtall","r2_outer_strong_005_r2_006_a401_maskonlyb01_03_large_magnifier","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_08_onion_maskfinalsupplement_30x42-mainmusicdrumtall_20260611_124316.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L223_magnifier_large.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L223_r2_outer_strong_005_r2_006_a401_maskonlyb01_03_lar.asset","5fa3fe69d2cf1e4488a310eddb0293a1","ac0442edf995faa4d837f4c9fae6d4f6","103","102","13","17","shape","shape_music","Novelty","Shape","Green","None","magnifier","放大镜"
"228","r2_outer_strong_005_r2_006_a401_procmask_97_long_maskproceduralvertical_30x42-maindistinctghosttall","r2_outer_strong_005_r2_006_a401_maskonlyb02_05_large_icecreamcone","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_97_long_maskproceduralvertical_30x42-maindistinctghosttall_20260611_111455.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L228_icecreamcone_large.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L228_r2_outer_strong_005_r2_006_a401_maskonlyb02_05_lar.asset","cd6e3e31b9a2c1d4e95d30059951c05a","516b683ab42e34d45a558e334cf2efb3","109","109","17","17","shape","shape_magic","Novelty","Shape","Green","None","icecreamcone","冰淇淋"
"233","r2_outer_strong_005_r2_006_a401_procmask_110_onion_maskproceduralvertical_34x46-transitiondistinctscissorstall","r2_outer_strong_005_r2_006_a401_maskonlyb04_20_large_trafficcone","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_110_onion_maskproceduralvertical_34x46-transitiondistinctscissorstall_20260611_111640.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L233_trafficcone_large.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L233_r2_outer_strong_005_r2_006_a401_maskonlyb04_20_lar.asset","ce5d5c6f5786af440a096fbbfd59bed3","497d243bfafccd64b88111bb0d3eb099","108","110","13","17","shape","shape_object","Novelty","Shape","Green","None","trafficcone","交通锥"
"238","r2_outer_strong_005_r2_006_a401_procmask_15_onion_maskproceduralvertical_30x42-mainsnowmantall","r2_outer_strong_005_r2_006_a401_maskonlyb04_07_main_cactus","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_15_onion_maskproceduralvertical_30x42-mainsnowmantall_20260611_110455.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L238_cactus_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L238_r2_outer_strong_005_r2_006_a401_maskonlyb04_07_mai.asset","9023bd3a93587b049bd79f65d8642282","8fc5de5c24c51df41bbf458f6ed7cfa6","108","106","13","13","shape","shape_character","Novelty","Shape","Green","None","cactus","仙人掌"
"241","direct_normal_115_direct_normal_rect_sweep_g5_v12","direct_diff120_105_direct_diff_hard_long_spine_long_corridor_g1_v07","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_115_direct_normal_rect_sweep_g5_v12.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_105_direct_diff_hard_long_spine_long_corridor_g1_v07.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L241_direct_diff120_105_direct_diff_hard_long_spine_lon.asset","2758f312188f19741a4c1f65b3d55e28","9c22505dcaf24a142a98de7bf95e4967","120","119","15","13","normal","sweep","Recovery","Recovery","Green","PeakTooFlat","",""
"243","r2_outer_strong_005_r2_006_a401_procmask_23_onion_maskproceduralvertical_30x42-mainastronautmascottall","r2_outer_strong_005_r2_006_a401_maskonlyb03_01_main_house","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_23_onion_maskproceduralvertical_30x42-mainastronautmascottall_20260611_110521.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L243_house_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L243_r2_outer_strong_005_r2_006_a401_maskonlyb03_01_mai.asset","c81cafbae4dc1224585f3fe388ba7c9b","dd4c43537e2d42d45aa86e7871262720","111","120","13","13","shape","shape_space","Novelty","Shape","Green","None","house","房子"
"247","r2_outer_strong_005_r2_006_a401_procmask_103_onion_maskproceduralvertical_28x42-maindistinctmittentall","r2_outer_strong_005_r2_006_a401_maskonlyb02_18_large_lollipop","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_103_onion_maskproceduralvertical_28x42-maindistinctmittentall_20260611_111515.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L247_lollipop_large.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L247_r2_outer_strong_005_r2_006_a401_maskonlyb02_18_lar.asset","c580a8e3c7953154ea65d55fa9d6bd0b","edd80fbfbeec4784e8b85939e2c1adc8","109","109","13","17","shape","shape_object","Novelty","Shape","Green","BottleneckHeavy","lollipop","棒棒糖"
"253","r2_outer_strong_005_r2_006_a401_procmask_supp_01_onion_maskfinalsupplement_30x42-mainspacesaturnicontall","r2_outer_strong_005_r2_006_a401_maskonlyb04_12_main_gear","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_01_onion_maskfinalsupplement_30x42-mainspacesaturnicontall_20260611_124212.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L253_gear_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L253_r2_outer_strong_005_r2_006_a401_maskonlyb04_12_mai.asset","1f50df0e2e812084a854a42f067f704a","129b28c3bab63114eb8c6cd35138c641","111","117","13","13","shape","shape_space","Novelty","Shape","Green","None","gear","齿轮"
"258","r2_outer_strong_005_r2_006_a401_procmask_64_onion_maskproceduralvertical_28x44-mainoceanseaweedtall","r2_outer_strong_005_r2_006_a401_maskonlyb09_02_main_questionmarkvarianta","Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_64_onion_maskproceduralvertical_28x44-mainoceanseaweedtall_20260611_111225.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L258_questionmarkvarianta_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L258_r2_outer_strong_005_r2_006_a401_maskonlyb09_02_mai.asset","5002000a9df804449ad48ae8299d2da0","1b0ba6b794e85c24285300ec9da240b4","110","110","13","13","shape","shape_ocean","Novelty","Shape","Green","None","questionmarkvarianta","问号"
"261","direct_normal_75_direct_normal_rect_sweep_g1_v08","sgp_merged_final_outer_repair_quality_filtered26_harde_09_sgp_linework_maze_05_sgp_linework_maze_bluepri","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_75_direct_normal_rect_sweep_g1_v08.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV4/shape_refresh_v4_L261_sgp_merged_final_outer_repair_quality_filtered26_harde_09_sgp_linework.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L261_sgp_merged_final_outer_repair_quality_filtered26_h.asset","68486e91510c1c84fb9a54c9e12ab7c2","4bb782656ebd2b84ca08539cc8e5f443","120","107","13","17","normal","sweep","Recovery","Recovery","Green","PeakTooFlat","",""
"262","direct_pure_topup_05_20_direct_normal_pure_rect_dense_weave_g11_v06","direct_normal_44_direct_normal_rect_dense_weave_g4_v05","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_20_direct_normal_pure_rect_dense_weave_g11_v06.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_44_direct_normal_rect_dense_weave_g4_v05.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L262_direct_normal_44_direct_normal_rect_dense_weave_g4.asset","c117da54c934d054893837386e2b458d","3238b246088bc9c4f85a14af9343ba02","101","102","13","13","normal","dense","Normal","Normal","Green","None","",""
