packLabel,packPath,indexInPack,campaignOrder,status,leakScore,hardeningBudget,flags,recommendedOperators,levelId,assetPath,bucket,type,relativeDifficulty,slotRole,width,height,chains,arrowTiles,blockTiles,boardFill,playableFill,avgChainLength,maxChainLength,greedySolved,greedySteps,tuningDifficultyScore,initialClearableChains,openingChoices,openingGoodMoves,openingGoodMoveRatio,avgChoices,maxChoices,earlyAvgChoices,earlyMaxChoices,bottleneckRatio,forcedMoveRatio,avgClearPerMove,avgNewUnlocksPerMove,largestUnlockBurst,choiceWaveStdDev,averageStepsToNextUnlock,dependencyDepthProxy,directOuterExits,directClearableOuterExits,directOuterExitRatio,directClearableOuterExitRatio,longRayOuterExits,edgeShortChains,edgeShortDirectOuterExits,boundaryStraightOuterExits,earlyEntropyClass,entropyCurve,details
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,95,95,LowLeak,285,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency|TooManyGoodOpeners,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_pure_topup_02_04_direct_refresh_topup_rect_dense_weave_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice02/direct_pure_topup_02_04_direct_refresh_topup_rect_dense_weave_g3_v04.asset,refresh,dense,Normal,Normal,15,27,61,391,0,0.965,0.965,6.41,9,True,61,564,10,10,9,0.9,7.557,12,11.4,12,0.246,0.016,6.41,0.836,3,2.755,1.686,1.686,10,10,0.164,0.164,0,1,0,1,front_loaded_flat,10>12>12>12>11>10>12>12>12>11>12>11>11>10>9>9>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,96,96,LowLeak,331,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_normal_topup_13_direct_normal_topup_rect_dual_zone_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_13_direct_normal_topup_rect_dual_zone_g7_v02.asset,normal,section,VeryHard,Peak,23,37,110,840,0,0.987,0.987,7.636,13,True,110,1037,15,15,7,0.467,8.709,15,12.8,15,0.345,0.018,7.636,0.864,4,3.234,1.674,1.674,15,15,0.136,0.136,0,0,0,2,front_loaded_flat,15>14>13>13>14>13>12>11>11>12>11>10>12>11>12>11>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,97,97,LowLeak,394,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_pure_topup_05_05_direct_normal_pure_rect_sweep_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_05_direct_normal_pure_rect_sweep_g9_v04.asset,normal,sweep,Recovery,Recovery,21,38,102,785,0,0.984,0.984,7.696,13,True,102,957,18,18,8,0.444,9.363,20,18.3,20,0.196,0.01,7.696,0.824,4,4.258,1.952,1.952,18,18,0.176,0.176,0,1,0,0,front_loaded_flat,18>18>20>19>18>20>19>18>17>16>15>15>16>15>15>14>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,98,98,MediumLeak,511,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,r2_outer_strong_005_r2_006_a401_maskonlyb04_16_main_phonehandset,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L098_phonehandset_main.asset,normal,shape_music,Novelty,Shape,34,42,87,575,0,0.403,0.403,6.609,13,True,87,705,22,22,7,0.318,13.586,23,21.6,23,0.276,0.011,6.609,0.747,3,5.005,1.692,1.692,22,22,0.253,0.253,22,0,0,0,front_loaded_flat,22>21>22>23>22>21>21>22>21>21>20>19>18>18>17>19>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,99,99,LowLeak,438,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_normal_topup_07_direct_normal_topup_rect_quasi_symmetry_g6_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_07_direct_normal_topup_rect_quasi_symmetry_g6_v01.asset,normal,section,Normal,Normal,22,34,101,736,0,0.984,0.984,7.287,13,True,101,899,18,18,8,0.444,12.188,18,17.1,18,0.366,0.02,7.287,0.822,5,3.838,1.699,1.699,18,18,0.178,0.178,0,1,1,2,front_loaded_flat,18>18>18>18>17>16>18>17>16>15>14>13>14>14>14>14>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,100,100,LowLeak,343,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency|TooManyGoodOpeners,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_diff120_24_direct_diff_refresh_dag_unlock_zig_river_g0_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_24_direct_diff_refresh_dag_unlock_zig_river_g0_v06.asset,refresh,lock,Normal,Normal,16,24,49,378,0,0.984,0.984,7.714,44,True,49,510,13,13,8,0.615,8.408,14,12.2,13,0.184,0.041,7.714,0.735,3,4.04,1.889,1.889,13,13,0.265,0.265,0,3,2,1,front_loaded_flat,13>13>12>12>13>13>12>11>12>11>10>12>11>12>14>13>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,101,101,Ok,223,0,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion,redirect_outer_heads|gate_opening_choices,hole_candidate_020_std_22x24_dense,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_020_std_22x24_dense.asset,normal,hole_rescue,Mechanic,HoleRescue,22,24,47,448,72,0.848,0.982,9.532,22,True,47,586,11,11,4,0.364,7.298,14,11.2,14,0.426,0.043,9.532,0.766,5,2.902,1.75,1.75,11,11,0.234,0.234,0,2,0,0,front_loaded_flat,11>10>10>10>10>14>13>12>11>11>10>9>8>8>8>10>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,102,102,Ok,118,0,ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_pure_topup_01_09_direct_refresh_topup_rect_outer_shell_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_09_direct_refresh_topup_rect_outer_shell_g1_v02.asset,refresh,dense,Normal,Normal,15,26,57,378,0,0.969,0.969,6.632,11,True,57,653,5,5,3,0.6,7.789,13,9.6,13,0.333,0.018,6.632,0.912,5,2.745,1.577,1.577,5,5,0.088,0.088,0,1,0,0,front_loaded_flat,5>6>8>9>13>12>11>10>11>11>10>9>10>10>10>10>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,103,103,MediumLeak,461,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,r2_outer_strong_005_r2_006_a401_maskonlyb02_01_large_paperplane,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L103_paperplane_large.asset,shape,shape_ocean,Novelty,Shape,44,38,102,838,0,0.501,0.501,8.216,17,True,102,992,20,20,6,0.3,12.284,22,20.2,22,0.294,0.01,8.216,0.804,4,4.138,1.744,1.744,20,20,0.196,0.196,20,0,0,0,front_loaded_flat,20>22>21>22>21>21>20>19>18>18>17>17>17>17>18>17>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,104,104,LowLeak,341,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|TooManyGoodOpeners,redirect_outer_heads|gate_opening_choices,direct_normal_topup_20_direct_normal_topup_rect_core_burst_g8_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_20_direct_normal_topup_rect_core_burst_g8_v03.asset,normal,lock,Hard,Pressure,21,36,102,747,0,0.988,0.988,7.324,13,True,102,924,17,17,11,0.647,6.804,17,13.3,17,0.343,0.049,7.324,0.833,5,3.45,1.894,1.894,17,17,0.167,0.167,0,0,0,1,front_loaded_flat,17>16>16>15>14>13>12>11>10>9>8>9>9>10>9>10>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,105,105,LowLeak,347,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_diff120_81_direct_diff_hard_long_spine_hui_spiral_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_81_direct_diff_hard_long_spine_hui_spiral_g0_v01.asset,normal,maze,Recovery,Recovery,23,40,117,895,0,0.973,0.973,7.65,13,True,117,1096,15,15,7,0.467,9.991,17,16.3,17,0.35,0.017,7.65,0.872,3,3.66,1.51,1.51,15,15,0.128,0.128,0,0,0,0,front_loaded_flat,15>15>17>17>17>17>17>17>16>15>14>15>15>15>15>15>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,106,106,LowLeak,294,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|TooManyGoodOpeners,redirect_outer_heads|gate_opening_choices,direct_pure_topup_05_07_direct_normal_pure_rect_dual_zone_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_07_direct_normal_pure_rect_dual_zone_g9_v04.asset,refresh,section,Normal,Normal,18,36,86,641,0,0.989,0.989,7.453,13,True,86,823,14,14,8,0.571,7.384,14,12.3,14,0.221,0.035,7.453,0.837,5,3.3,1.958,1.958,14,14,0.163,0.163,0,0,0,1,front_loaded_flat,14>13>12>13>13>12>13>12>11>10>10>10>9>13>12>11>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,107,107,LowLeak,341,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|BoundaryStraightLeak|ChoiceExplosion,redirect_outer_heads|wrap_boundary_straights|gate_opening_choices,direct_normal_53_direct_normal_rect_lock_buckle_g5_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_53_direct_normal_rect_lock_buckle_g5_v06.asset,normal,lock,VeryHard,Peak,21,36,105,743,0,0.983,0.983,7.076,13,True,105,914,17,17,9,0.529,7,17,14,17,0.41,0.029,7.076,0.838,4,3.78,1.58,1.58,17,17,0.162,0.162,0,1,1,3,front_loaded_flat,17>17>16>15>14>13>12>12>12>12>13>13>13>13>12>11>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,108,108,LowLeak,434,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,r2_outer_strong_005_r2_006_a401_maskonlyb05_08_main_hammer,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L108_hammer_main.asset,normal,shape_symbol,Novelty,Shape,42,36,89,624,0,0.413,0.413,7.011,13,True,89,771,19,19,10,0.526,11.348,22,19.7,21,0.382,0.034,7.011,0.787,4,5.583,1.771,1.771,19,19,0.213,0.213,19,0,0,0,front_loaded_flat,19>19>19>21>21>20>20>20>19>19>20>19>22>22>21>20>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,109,109,LowLeak,439,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency|TooManyGoodOpeners,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_normal_topup_31_direct_normal_topup_rect_quasi_symmetry_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_31_direct_normal_topup_rect_quasi_symmetry_g9_v04.asset,normal,section,Hard,Pressure,23,37,108,831,0,0.976,0.976,7.694,13,True,108,997,18,18,10,0.556,10.287,18,15.7,18,0.306,0.028,7.694,0.833,4,3.734,1.544,1.544,18,18,0.167,0.167,0,1,1,2,front_loaded_flat,18>18>17>16>15>15>15>14>14>15>14>13>13>13>13>13>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,110,110,MediumLeak,525,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_normal_72_direct_normal_rect_section_unlock_g1_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_72_direct_normal_rect_section_unlock_g1_v08.asset,normal,section,Recovery,Recovery,21,37,104,761,0,0.979,0.979,7.317,13,True,104,899,25,25,12,0.48,9.635,26,24.3,26,0.212,0.01,7.317,0.76,3,5.921,1.835,1.835,25,25,0.24,0.24,0,1,1,1,front_loaded_flat,25>25>26>26>26>25>24>23>22>21>20>19>18>17>16>15>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,111,111,MediumLeak,500,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency|TooManyGoodOpeners,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_pure_topup_05_04_direct_normal_pure_rect_dense_weave_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_04_direct_normal_pure_rect_dense_weave_g9_v04.asset,refresh,dense,Recovery,Recovery,20,35,89,693,0,0.99,0.99,7.787,13,True,89,825,22,22,13,0.591,9.079,22,18.4,22,0.213,0.011,7.787,0.753,4,4.599,1.687,1.687,22,22,0.247,0.247,0,1,1,2,front_loaded_flat,22>21>21>20>19>18>17>16>15>15>14>13>12>12>12>14>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,112,112,LowLeak,404,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency|TooManyGoodOpeners,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_pure_topup_06_22_direct_normal_pure_rect_core_burst_g8_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_22_direct_normal_pure_rect_core_burst_g8_v09.asset,normal,lock,Hard,Pressure,22,38,108,823,0,0.984,0.984,7.62,13,True,108,997,18,18,12,0.667,7.991,18,14.2,18,0.287,0.009,7.62,0.833,4,3.966,1.811,1.811,18,18,0.167,0.167,0,0,0,2,front_loaded_flat,18>17>16>15>14>14>13>12>11>12>12>11>10>9>9>8>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,113,113,LowLeak,423,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,r2_outer_strong_005_r2_006_a401_maskonlyb09_23_large_lightningbolt,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L113_lightningbolt_large.asset,shape,shape_magic,Novelty,Shape,34,49,97,775,0,0.465,0.465,7.99,17,True,97,952,16,16,5,0.313,13.278,24,20.3,24,0.392,0.01,7.99,0.835,5,5.577,1.852,1.852,16,16,0.165,0.165,16,0,0,0,front_loaded_flat,16>20>19>19>22>22>21>20>20>24>23>23>23>22>22>21>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,114,114,LowLeak,394,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|BoundaryStraightLeak|ChoiceExplosion|WeakDependency,redirect_outer_heads|wrap_boundary_straights|gate_opening_choices|inject_region_gate,direct_pure_topup_04_16_direct_normal_pure_rect_maze_long_chain_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_16_direct_normal_pure_rect_maze_long_chain_g7_v02.asset,refresh,maze,Recovery,Recovery,18,37,94,659,0,0.989,0.989,7.011,13,True,94,820,17,17,7,0.412,9.394,17,15.9,17,0.351,0.011,7.011,0.819,3,4.019,1.688,1.688,17,17,0.181,0.181,0,0,0,3,front_loaded_flat,17>17>16>15>15>17>16>16>15>15>15>14>15>14>13>13>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,115,115,Ok,165,0,BoundaryLeak|DirectEscapeLeak|ChoiceExplosion|TooManyGoodOpeners,redirect_outer_heads|gate_opening_choices,direct_pure_normal_extra_01_15_direct_normal_pure_extra_rect_quasi_symmetry_g16_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_15_direct_normal_pure_extra_rect_quasi_symmetry_g16_v02.asset,refresh,section,Normal,Normal,18,33,74,584,0,0.983,0.983,7.892,13,True,74,879,6,6,4,0.667,6.095,13,7.5,9,0.284,0.041,7.892,0.919,4,2.697,1.618,1.618,6,6,0.081,0.081,0,0,0,1,controlled,6>6>7>7>7>9>8>8>8>9>8>9>9>9>8>8>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,116,116,LowLeak,384,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|BoundaryStraightLeak|ChoiceExplosion,redirect_outer_heads|wrap_boundary_straights|gate_opening_choices,direct_pure_topup_05_19_direct_normal_pure_rect_lock_buckle_g11_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_19_direct_normal_pure_rect_lock_buckle_g11_v06.asset,refresh,lock,Hard,Pressure,20,34,89,673,0,0.99,0.99,7.562,13,True,89,822,19,19,9,0.474,7.056,19,15.6,19,0.326,0.034,7.562,0.787,5,4.254,1.843,1.843,19,19,0.213,0.213,0,2,1,3,front_loaded_flat,19>18>17>16>15>15>15>14>13>14>14>13>12>11>10>11>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,117,117,LowLeak,267,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|TooManyGoodOpeners,redirect_outer_heads|gate_opening_choices,hole_topup_018_topup_std_22x26_dual,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_018_topup_std_22x26_dual.asset,normal,hole_rescue,Mechanic,HoleRescue,22,26,49,489,72,0.855,0.978,9.98,22,True,49,641,10,10,6,0.6,7.327,13,10.3,13,0.265,0.02,9.98,0.796,4,2.874,1.795,1.795,10,10,0.204,0.204,0,3,2,2,front_loaded_flat,10>13>12>11>10>10>9>9>8>11>11>11>10>11>10>10>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,118,118,MediumLeak,457,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,r2_outer_strong_005_r2_006_a401_maskonlyb02_12_large_carrot,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L118_carrot_large.asset,normal,shape_ocean,Novelty,Shape,34,47,95,782,0,0.489,0.489,8.232,17,True,95,935,20,20,7,0.35,13.063,21,18.8,21,0.379,0.011,8.232,0.789,4,5.309,1.933,1.933,20,20,0.211,0.211,20,0,0,0,front_loaded_flat,20>21>21>20>19>19>18>17>17>16>16>16>15>18>18>18>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,119,119,LowLeak,345,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_normal_32_direct_normal_rect_section_unlock_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_32_direct_normal_rect_section_unlock_g3_v04.asset,normal,section,VeryHard,Peak,21,36,102,748,0,0.989,0.989,7.333,13,True,102,940,15,15,6,0.4,7.716,19,16.5,19,0.284,0.02,7.333,0.853,4,3.979,1.862,1.862,15,15,0.147,0.147,0,1,1,1,front_loaded_flat,15>14>16>17>18>19>18>17>16>15>14>13>12>12>11>11>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,120,120,LowLeak,431,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_normal_65_direct_normal_rect_sweep_g0_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_65_direct_normal_rect_sweep_g0_v07.asset,normal,sweep,Recovery,Recovery,22,38,106,821,0,0.982,0.982,7.745,13,True,106,975,22,22,8,0.364,7.858,22,18.3,22,0.198,0.009,7.745,0.792,4,4.241,1.905,1.905,22,22,0.208,0.208,0,0,0,0,front_loaded_flat,22>21>20>19>18>17>17>17>16>16>15>14>13>12>11>10>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,121,121,LowLeak,322,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency|TooManyGoodOpeners,redirect_outer_heads|gate_opening_choices|inject_region_gate,nomask_04_maze_long_chain,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/TypePreview/nomask_04_maze_long_chain.asset,refresh,maze,Recovery,Recovery,17,24,51,406,0,0.995,0.995,7.961,13,True,51,540,13,13,9,0.692,7.647,14,12.2,14,0.294,0.02,7.961,0.745,3,3.204,1.842,1.842,13,13,0.255,0.255,0,0,0,1,front_loaded_flat,13>12>12>12>11>11>12>12>14>13>13>12>11>11>10>10>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,122,122,LowLeak,422,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_pure_normal_extra_01_19_direct_normal_pure_extra_rect_dense_weave_g17_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_19_direct_normal_pure_extra_rect_dense_weave_g17_v03.asset,normal,dense,Normal,Normal,20,32,89,630,0,0.984,0.984,7.079,13,True,89,799,15,15,7,0.467,13.011,24,20,24,0.258,0.011,7.079,0.831,4,5.616,1.689,1.689,15,15,0.169,0.169,0,0,0,1,front_loaded_flat,15>15>18>18>20>22>24>23>22>23>23>23>23>22>23>23>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,123,123,LowLeak,344,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,r2_outer_strong_005_r2_006_a401_maskonlyb04_08_main_car,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L123_car_main.asset,normal,shape_magic,Novelty,Shape,38,30,90,662,0,0.581,0.581,7.356,13,True,90,828,16,16,8,0.5,8.833,17,15.1,17,0.211,0.022,7.356,0.822,4,4.342,1.797,1.797,16,16,0.178,0.178,16,0,0,0,front_loaded_flat,16>15>14>13>14>16>17>16>15>15>14>13>13>12>12>11>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,124,124,LowLeak,367,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency|TooManyGoodOpeners,redirect_outer_heads|gate_opening_choices|inject_region_gate,direct_diff120_56_direct_diff_normal_dag_unlock_center_cross_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_56_direct_diff_normal_dag_unlock_center_cross_g3_v04.asset,normal,section,Normal,Normal,21,36,96,741,0,0.98,0.98,7.719,13,True,96,909,16,16,9,0.563,8.135,16,14.6,16,0.313,0.01,7.719,0.833,4,3.596,1.6,1.6,16,16,0.167,0.167,0,0,0,1,front_loaded_flat,16>16>16>16>15>14>14>13>13>13>12>12>11>11>11>10>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,125,125,LowLeak,279,3,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|TooManyGoodOpeners,redirect_outer_heads|gate_opening_choices,direct_pure_normal_extra_01_20_direct_normal_pure_extra_rect_core_burst_g17_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_20_direct_normal_pure_extra_rect_core_burst_g17_v03.asset,normal,lock,Hard,Pressure,21,34,93,702,0,0.983,0.983,7.548,13,True,93,893,14,14,8,0.571,6.538,14,9.8,14,0.333,0.011,7.548,0.849,4,2.27,1.949,1.949,14,14,0.151,0.151,0,0,0,1,front_loaded_flat,14>13>12>11>10>9>8>7>6>8>8>7>8>8>7>8>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,126,126,Ok,227,0,BoundaryLeak|DirectEscapeLeak|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,hole_candidate_016_std_20x26_section,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_016_std_20x26_section.asset,normal,hole_rescue,Mechanic,HoleRescue,20,26,50,439,72,0.844,0.98,8.78,19,True,50,614,8,8,3,0.375,8.36,13,9.9,11,0.34,0.02,8.78,0.84,4,2.536,1.667,1.667,8,8,0.16,0.16,0,3,1,1,front_loaded_flat,8>10>10>10>9>8>11>11>11>11>10>10>9>8>8>8>...,
final,Assets/ArrowMagic/SOData/Packs/Campaign500/Campaign500FinalPack.asset,127,127,MediumLeak,472,4,BoundaryLeak|DirectEscapeLeak|OuterExitHeavy|ChoiceExplosion|WeakDependency,redirect_outer_heads|gate_opening_choices|inject_region_gate,r2_outer_strong_005_r2_006_a401_maskonlyb01_01_main_mushroom,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV8/shape_refresh_v8_L127_maskonlyb01_01_main_mushroom_20260614_170705.asset,normal,shape_character,Novelty,Shape,34,34,96,707,0,0.612,0.612,7.365,13,True,96,840,24,24,13,0.542,7.917,24,20.5,24,0.302,0.052,7.365,0.75,3,6.193,1.778,1.778,24,24,0.25,0.25,24,0,0,0,front_loaded_flat,24>23>22>21>20>20>20>19>18>18>17>17>16>15>15>15>...,
