order,isSpecialShape,specialShapeId,maskName,theme,subtheme,campaignType,levelId,suggestedRevealPng,suggestedThumbPng,suggestedNameKey
298,1,shape_main_treasure_chest_tall,MainTreasureChestTall,Magic,adventure-relic,shape_magic,r2_outer_strong_005_r2_006_a401_procmask_43_long_maskproceduralvertical_30x42-maintreasurechesttall,Art/ShapeReveal/shape_main_treasure_chest_tall.png,Art/ShapeRevealThumb/shape_main_treasure_chest_tall_thumb.png,shape.name.shape_main_treasure_chest_tall
299,0,,,,,,,,,
300,0,,,,,,,,,
301,0,,,,,,,,,
302,0,,,,,,,,,
303,1,shape_main_leaning_tower_tall,MainLeaningTowerTall,Landmark,architecture,shape_landmark,r2_outer_strong_005_r2_006_a401_procmask_31_onion_maskproceduralvertical_30x44-mainleaningtowertall,Art/ShapeReveal/shape_main_leaning_tower_tall.png,Art/ShapeRevealThumb/shape_main_leaning_tower_tall_thumb.png,shape.name.shape_main_leaning_tower_tall
304,0,,,,,,,,,
305,0,,,,,,,,,
306,0,,,,,,,,,
307,1,shape_transition_ocean_sea_turtle_tall,TransitionOceanSeaTurtleTall,Ocean,sea-creature,shape_ocean,r2_outer_strong_005_r2_006_a401_procmask_72_onion_maskproceduralvertical_36x48-transitionoceanseaturtletall,Art/ShapeReveal/shape_transition_ocean_sea_turtle_tall.png,Art/ShapeRevealThumb/shape_transition_ocean_sea_turtle_tall_thumb.png,shape.name.shape_transition_ocean_sea_turtle_tall
308,0,,,,,,,,,
309,0,,,,,,,,,
310,0,,,,,,,,,
311,0,,,,,,,,,
312,0,,,,,,,,,
313,1,shape_main_music_vinyl_record_tall,MainMusicVinylRecordTall,Music,stage,shape_music,r2_outer_strong_005_r2_006_a401_procmask_supp_06_onion_maskfinalsupplement_30x42-mainmusicvinylrecordtall,Art/ShapeReveal/shape_main_music_vinyl_record_tall.png,Art/ShapeRevealThumb/shape_main_music_vinyl_record_tall_thumb.png,shape.name.shape_main_music_vinyl_record_tall
314,0,,,,,,,,,
315,0,,,,,,,,,
316,0,,,,,,,,,
317,0,,,,,,,,,
318,1,shape_main_bunny_tall,MainBunnyTall,Character,animals-mascots,shape_character,r2_outer_strong_005_r2_006_a401_procmask_38_onion_maskproceduralvertical_30x42-mainbunnytall,Art/ShapeReveal/shape_main_bunny_tall.png,Art/ShapeRevealThumb/shape_main_bunny_tall_thumb.png,shape.name.shape_main_bunny_tall
319,0,,,,,,,,,
320,0,,,,,,,,,
321,0,,,,,,,,,
322,0,,,,,,,,,
323,1,shape_transition_distinct_crab_tall,TransitionDistinctCrabTall,Ocean,sea-creature,shape_ocean,r2_outer_strong_005_r2_006_a401_procmask_113_onion_maskproceduralvertical_36x44-transitiondistinctcrabtall,Art/ShapeReveal/shape_transition_distinct_crab_tall.png,Art/ShapeRevealThumb/shape_transition_distinct_crab_tall_thumb.png,shape.name.shape_transition_distinct_crab_tall
324,0,,,,,,,,,
325,0,,,,,,,,,
326,0,,,,,,,,,
327,1,shape_transition_wide_landmark06_tall,TransitionWideLandmark06Tall,Landmark,architecture,shape_landmark,r2_outer_strong_005_r2_006_a401_procmask_129_long_maskproceduralvertical_38x52-transitionwidelandmark06tall,Art/ShapeReveal/shape_transition_wide_landmark06_tall.png,Art/ShapeRevealThumb/shape_transition_wide_landmark06_tall_thumb.png,shape.name.shape_transition_wide_landmark06_tall
328,0,,,,,,,,,
329,0,,,,,,,,,
330,0,,,,,,,,,
331,0,,,,,,,,,
332,0,,,,,,,,,
333,1,shape_transition_ocean_oxygen_tank_tall,TransitionOceanOxygenTankTall,Ocean,diving-gear,shape_ocean,r2_outer_strong_005_r2_006_a401_procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall,Art/ShapeReveal/shape_transition_ocean_oxygen_tank_tall.png,Art/ShapeRevealThumb/shape_transition_ocean_oxygen_tank_tall_thumb.png,shape.name.shape_transition_ocean_oxygen_tank_tall
334,0,,,,,,,,,
335,0,,,,,,,,,
336,0,,,,,,,,,
337,0,,,,,,,,,
338,1,shape_transition_wide_landmark05_tall,TransitionWideLandmark05Tall,Landmark,architecture,shape_landmark,r2_outer_strong_005_r2_006_a401_procmask_128_long_maskproceduralvertical_36x50-transitionwidelandmark05tall,Art/ShapeReveal/shape_transition_wide_landmark05_tall.png,Art/ShapeRevealThumb/shape_transition_wide_landmark05_tall_thumb.png,shape.name.shape_transition_wide_landmark05_tall
339,0,,,,,,,,,
340,0,,,,,,,,,
341,0,,,,,,,,,
342,0,,,,,,,,,
343,1,shape_main_classic_portrait_tall,MainClassicPortraitTall,Art,studio,shape_art,r2_outer_strong_005_r2_006_a401_procmask_26_long_maskproceduralvertical_30x42-mainclassicportraittall,Art/ShapeReveal/shape_main_classic_portrait_tall.png,Art/ShapeRevealThumb/shape_main_classic_portrait_tall_thumb.png,shape.name.shape_main_classic_portrait_tall
344,0,,,,,,,,,
345,0,,,,,,,,,
346,0,,,,,,,,,
347,0,,,,,,,,,
348,1,shape_transition_pagoda_tall,TransitionPagodaTall,Landmark,architecture,shape_landmark,r2_outer_strong_005_r2_006_a401_procmask_52_long_maskproceduralvertical_36x50-transitionpagodatall,Art/ShapeReveal/shape_transition_pagoda_tall.png,Art/ShapeRevealThumb/shape_transition_pagoda_tall_thumb.png,shape.name.shape_transition_pagoda_tall
349,0,,,,,,,,,
350,0,,,,,,,,,
351,0,,,,,,,,,
352,0,,,,,,,,,
353,1,shape_transition_magic_knight_helmet_tall,TransitionMagicKnightHelmetTall,Magic,adventure-relic,shape_magic,r2_outer_strong_005_r2_006_a401_procmask_89_long_maskproceduralvertical_36x50-transitionmagicknighthelmettall,Art/ShapeReveal/shape_transition_magic_knight_helmet_tall.png,Art/ShapeRevealThumb/shape_transition_magic_knight_helmet_tall_thumb.png,shape.name.shape_transition_magic_knight_helmet_tall
354,0,,,,,,,,,
355,0,,,,,,,,,
356,0,,,,,,,,,
357,0,,,,,,,,,
358,1,shape_transition_ocean_lobster_tall,TransitionOceanLobsterTall,Ocean,sea-creature,shape_ocean,r2_outer_strong_005_r2_006_a401_procmask_73_onion_maskproceduralvertical_38x50-transitionoceanlobstertall,Art/ShapeReveal/shape_transition_ocean_lobster_tall.png,Art/ShapeRevealThumb/shape_transition_ocean_lobster_tall_thumb.png,shape.name.shape_transition_ocean_lobster_tall
359,0,,,,,,,,,
360,0,,,,,,,,,
361,0,,,,,,,,,
362,0,,,,,,,,,
363,1,shape_transition_obelisk_tall,TransitionObeliskTall,Landmark,architecture,shape_landmark,r2_outer_strong_005_r2_006_a401_procmask_56_onion_maskproceduralvertical_34x50-transitionobelisktall,Art/ShapeReveal/shape_transition_obelisk_tall.png,Art/ShapeRevealThumb/shape_transition_obelisk_tall_thumb.png,shape.name.shape_transition_obelisk_tall
364,0,,,,,,,,,
365,0,,,,,,,,,
366,0,,,,,,,,,
367,0,,,,,,,,,
368,1,shape_transition_magic_cauldron_tall,TransitionMagicCauldronTall,Magic,alchemy,shape_magic,r2_outer_strong_005_r2_006_a401_procmask_86_onion_maskproceduralvertical_36x48-transitionmagiccauldrontall,Art/ShapeReveal/shape_transition_magic_cauldron_tall.png,Art/ShapeRevealThumb/shape_transition_magic_cauldron_tall_thumb.png,shape.name.shape_transition_magic_cauldron_tall
369,0,,,,,,,,,
370,0,,,,,,,,,
371,0,,,,,,,,,
372,0,,,,,,,,,
373,1,shape_transition_ocean_pearl_clam_tall,TransitionOceanPearlClamTall,Ocean,shoreline,shape_ocean,r2_outer_strong_005_r2_006_a401_procmask_74_onion_maskproceduralvertical_34x48-transitionoceanpearlclamtall,Art/ShapeReveal/shape_transition_ocean_pearl_clam_tall.png,Art/ShapeRevealThumb/shape_transition_ocean_pearl_clam_tall_thumb.png,shape.name.shape_transition_ocean_pearl_clam_tall
374,0,,,,,,,,,
375,0,,,,,,,,,
376,0,,,,,,,,,
377,0,,,,,,,,,
378,1,shape_transition_bridge_tower_tall,TransitionBridgeTowerTall,Landmark,architecture,shape_landmark,r2_outer_strong_005_r2_006_a401_procmask_55_onion_maskproceduralvertical_36x50-transitionbridgetowertall,Art/ShapeReveal/shape_transition_bridge_tower_tall.png,Art/ShapeRevealThumb/shape_transition_bridge_tower_tall_thumb.png,shape.name.shape_transition_bridge_tower_tall
379,0,,,,,,,,,
380,0,,,,,,,,,
381,0,,,,,,,,,
382,0,,,,,,,,,
383,1,shape_transition_sailboat_tall,TransitionSailboatTall,Ocean,nautical,shape_ocean,r2_outer_strong_005_r2_006_a401_procmask_57_onion_maskproceduralvertical_36x50-transitionsailboattall,Art/ShapeReveal/shape_transition_sailboat_tall.png,Art/ShapeRevealThumb/shape_transition_sailboat_tall_thumb.png,shape.name.shape_transition_sailboat_tall
384,0,,,,,,,,,
385,0,,,,,,,,,
386,0,,,,,,,,,
387,1,shape_transition_carrier02_tall,TransitionCarrier02Tall,Vehicle,transport,shape_vehicle,r2_outer_strong_005_r2_006_a401_procmask_136_onion_maskproceduralvertical_38x52-transitioncarrier02tall,Art/ShapeReveal/shape_transition_carrier02_tall.png,Art/ShapeRevealThumb/shape_transition_carrier02_tall_thumb.png,shape.name.shape_transition_carrier02_tall
388,0,,,,,,,,,
389,0,,,,,,,,,
390,0,,,,,,,,,
391,0,,,,,,,,,
392,0,,,,,,,,,
393,1,shape_transition_castle_gate_tall,TransitionCastleGateTall,Magic,fantasy-architecture,shape_magic,r2_outer_strong_005_r2_006_a401_procmask_51_long_maskproceduralvertical_36x50-transitioncastlegatetall,Art/ShapeReveal/shape_transition_castle_gate_tall.png,Art/ShapeRevealThumb/shape_transition_castle_gate_tall_thumb.png,shape.name.shape_transition_castle_gate_tall
394,0,,,,,,,,,
395,0,,,,,,,,,
396,0,,,,,,,,,
397,0,,,,,,,,,
398,1,shape_transition_dome_palace_tall,TransitionDomePalaceTall,Landmark,architecture,shape_landmark,r2_outer_strong_005_r2_006_a401_procmask_53_long_maskproceduralvertical_36x50-transitiondomepalacetall,Art/ShapeReveal/shape_transition_dome_palace_tall.png,Art/ShapeRevealThumb/shape_transition_dome_palace_tall_thumb.png,shape.name.shape_transition_dome_palace_tall
399,0,,,,,,,,,
400,0,,,,,,,,,
401,0,,,,,,,,,
402,0,,,,,,,,,
403,1,shape_transition_carrier03_tall,TransitionCarrier03Tall,Vehicle,transport,shape_vehicle,r2_outer_strong_005_r2_006_a401_procmask_137_long_maskproceduralvertical_40x50-transitioncarrier03tall,Art/ShapeReveal/shape_transition_carrier03_tall.png,Art/ShapeRevealThumb/shape_transition_carrier03_tall_thumb.png,shape.name.shape_transition_carrier03_tall
404,0,,,,,,,,,
405,0,,,,,,,,,
406,0,,,,,,,,,
407,0,,,,,,,,,
408,1,shape_transition_distinct_butterfly_tall,TransitionDistinctButterflyTall,Nature,plants-creatures,shape_nature,r2_outer_strong_005_r2_006_a401_procmask_114_onion_maskproceduralvertical_36x44-transitiondistinctbutterflytall,Art/ShapeReveal/shape_transition_distinct_butterfly_tall.png,Art/ShapeRevealThumb/shape_transition_distinct_butterfly_tall_thumb.png,shape.name.shape_transition_distinct_butterfly_tall
409,0,,,,,,,,,
410,0,,,,,,,,,
411,0,,,,,,,,,
412,0,,,,,,,,,
413,1,shape_big_mega_monument05_tall,BigMegaMonument05Tall,Landmark,architecture,shape_landmark,r2_outer_strong_005_r2_006_a401_procmask_140_long_maskproceduralvertical_42x58-bigmegamonument05tall,Art/ShapeReveal/shape_big_mega_monument05_tall.png,Art/ShapeRevealThumb/shape_big_mega_monument05_tall_thumb.png,shape.name.shape_big_mega_monument05_tall
414,0,,,,,,,,,
415,0,,,,,,,,,
416,0,,,,,,,,,
417,0,,,,,,,,,
418,1,shape_big_giant_robot_tall,BigGiantRobotTall,Space,sci-fi,shape_space,r2_outer_strong_005_r2_006_a401_procmask_58_onion_maskproceduralvertical_40x56-biggiantrobottall,Art/ShapeReveal/shape_big_giant_robot_tall.png,Art/ShapeRevealThumb/shape_big_giant_robot_tall_thumb.png,shape.name.shape_big_giant_robot_tall
419,0,,,,,,,,,
420,0,,,,,,,,,
421,0,,,,,,,,,
422,0,,,,,,,,,
423,1,shape_big_carrier04_tall,BigCarrier04Tall,Vehicle,transport,shape_vehicle,r2_outer_strong_005_r2_006_a401_procmask_144_onion_maskproceduralvertical_42x60-bigcarrier04tall,Art/ShapeReveal/shape_big_carrier04_tall.png,Art/ShapeRevealThumb/shape_big_carrier04_tall_thumb.png,shape.name.shape_big_carrier04_tall
424,0,,,,,,,,,
425,0,,,,,,,,,
426,0,,,,,,,,,
427,1,shape_big_grove02_tall,BigGrove02Tall,Nature,plants-creatures,shape_nature,r2_outer_strong_005_r2_006_a401_procmask_147_onion_maskproceduralvertical_42x60-biggrove02tall,Art/ShapeReveal/shape_big_grove02_tall.png,Art/ShapeRevealThumb/shape_big_grove02_tall_thumb.png,shape.name.shape_big_grove02_tall
428,0,,,,,,,,,
429,0,,,,,,,,,
430,0,,,,,,,,,
431,0,,,,,,,,,
432,0,,,,,,,,,
433,1,shape_big_carrier06_tall,BigCarrier06Tall,Vehicle,transport,shape_vehicle,r2_outer_strong_005_r2_006_a401_procmask_146_long_maskproceduralvertical_46x60-bigcarrier06tall,Art/ShapeReveal/shape_big_carrier06_tall.png,Art/ShapeRevealThumb/shape_big_carrier06_tall_thumb.png,shape.name.shape_big_carrier06_tall
434,0,,,,,,,,,
435,0,,,,,,,,,
436,0,,,,,,,,,
437,0,,,,,,,,,
438,1,shape_big_grove04_tall,BigGrove04Tall,Nature,plants-creatures,shape_nature,r2_outer_strong_005_r2_006_a401_procmask_149_onion_maskproceduralvertical_40x60-biggrove04tall,Art/ShapeReveal/shape_big_grove04_tall.png,Art/ShapeRevealThumb/shape_big_grove04_tall_thumb.png,shape.name.shape_big_grove04_tall
439,0,,,,,,,,,
440,0,,,,,,,,,
441,0,,,,,,,,,
442,0,,,,,,,,,
443,1,shape_main_distinct_digit5_tall,MainDistinctDigit5Tall,Symbol,letters-symbols,shape_symbol,r2_outer_strong_005_r2_006_a401_procmask_109_onion_maskproceduralvertical_28x42-maindistinctdigit5tall,Art/ShapeReveal/shape_main_distinct_digit5_tall.png,Art/ShapeRevealThumb/shape_main_distinct_digit5_tall_thumb.png,shape.name.shape_main_distinct_digit5_tall
444,0,,,,,,,,,
445,0,,,,,,,,,
446,0,,,,,,,,,
447,1,shape_main_distinct_tooth_tall,MainDistinctToothTall,Object,tools-items,shape_object,r2_outer_strong_005_r2_006_a401_procmask_105_long_maskproceduralvertical_28x42-maindistincttoothtall,Art/ShapeReveal/shape_main_distinct_tooth_tall.png,Art/ShapeRevealThumb/shape_main_distinct_tooth_tall_thumb.png,shape.name.shape_main_distinct_tooth_tall
448,0,,,,,,,,,
449,0,,,,,,,,,
450,0,,,,,,,,,
451,0,,,,,,,,,
452,0,,,,,,,,,
453,1,shape_main_bean_mascot_tall,MainBeanMascotTall,Character,animals-mascots,shape_character,r2_outer_strong_005_r2_006_a401_procmask_20_long_maskproceduralvertical_30x42-mainbeanmascottall,Art/ShapeReveal/shape_main_bean_mascot_tall.png,Art/ShapeRevealThumb/shape_main_bean_mascot_tall_thumb.png,shape.name.shape_main_bean_mascot_tall
454,0,,,,,,,,,
455,0,,,,,,,,,
456,0,,,,,,,,,
457,0,,,,,,,,,
458,1,shape_main_pine_tree_tall,MainPineTreeTall,Nature,plants-creatures,shape_nature,r2_outer_strong_005_r2_006_a401_procmask_03_onion_maskproceduralvertical_30x42-mainpinetreetall,Art/ShapeReveal/shape_main_pine_tree_tall.png,Art/ShapeRevealThumb/shape_main_pine_tree_tall_thumb.png,shape.name.shape_main_pine_tree_tall
459,0,,,,,,,,,
460,0,,,,,,,,,
461,0,,,,,,,,,
462,0,,,,,,,,,
463,1,shape_main_iron_tower_tall,MainIronTowerTall,Landmark,architecture,shape_landmark,r2_outer_strong_005_r2_006_a401_procmask_28_onion_maskproceduralvertical_30x44-mainirontowertall,Art/ShapeReveal/shape_main_iron_tower_tall.png,Art/ShapeRevealThumb/shape_main_iron_tower_tall_thumb.png,shape.name.shape_main_iron_tower_tall
464,0,,,,,,,,,
465,0,,,,,,,,,
466,0,,,,,,,,,
467,0,,,,,,,,,
468,1,shape_main_tool_wrench_tall,MainToolWrenchTall,ToolUI,digital-tools,shape_toolui,r2_outer_strong_005_r2_006_a401_procmask_supp_11_onion_maskfinalsupplement_30x42-maintoolwrenchtall,Art/ShapeReveal/shape_main_tool_wrench_tall.png,Art/ShapeRevealThumb/shape_main_tool_wrench_tall_thumb.png,shape.name.shape_main_tool_wrench_tall
469,0,,,,,,,,,
470,0,,,,,,,,,
471,0,,,,,,,,,
472,0,,,,,,,,,
473,1,shape_main_pyramid_tall,MainPyramidTall,Landmark,architecture,shape_landmark,r2_outer_strong_005_r2_006_a401_procmask_32_onion_maskproceduralvertical_30x42-mainpyramidtall,Art/ShapeReveal/shape_main_pyramid_tall.png,Art/ShapeRevealThumb/shape_main_pyramid_tall_thumb.png,shape.name.shape_main_pyramid_tall
474,0,,,,,,,,,
475,0,,,,,,,,,
476,0,,,,,,,,,
477,0,,,,,,,,,
478,1,shape_main_space_ufo_icon_tall,MainSpaceUfoIconTall,Space,sci-fi,shape_space,r2_outer_strong_005_r2_006_a401_procmask_supp_02_long_maskfinalsupplement_32x42-mainspaceufoicontall,Art/ShapeReveal/shape_main_space_ufo_icon_tall.png,Art/ShapeRevealThumb/shape_main_space_ufo_icon_tall_thumb.png,shape.name.shape_main_space_ufo_icon_tall
479,0,,,,,,,,,
480,0,,,,,,,,,
481,0,,,,,,,,,
482,0,,,,,,,,,
483,1,shape_main_windmill_tall,MainWindmillTall,Landmark,architecture,shape_landmark,r2_outer_strong_005_r2_006_a401_procmask_34_long_maskproceduralvertical_30x42-mainwindmilltall,Art/ShapeReveal/shape_main_windmill_tall.png,Art/ShapeRevealThumb/shape_main_windmill_tall_thumb.png,shape.name.shape_main_windmill_tall
484,0,,,,,,,,,
485,0,,,,,,,,,
486,0,,,,,,,,,
487,1,shape_main_trophy_tall,MainTrophyTall,Object,tools-items,shape_object,r2_outer_strong_005_r2_006_a401_procmask_05_long_maskproceduralvertical_30x40-maintrophytall,Art/ShapeReveal/shape_main_trophy_tall.png,Art/ShapeRevealThumb/shape_main_trophy_tall_thumb.png,shape.name.shape_main_trophy_tall
488,0,,,,,,,,,
489,0,,,,,,,,,
490,0,,,,,,,,,
491,0,,,,,,,,,
492,0,,,,,,,,,
493,1,shape_main_fox_tall,MainFoxTall,Character,animals-mascots,shape_object,r2_outer_strong_005_r2_006_a401_procmask_39_long_maskproceduralvertical_30x42-mainfoxtall,Art/ShapeReveal/shape_main_fox_tall.png,Art/ShapeRevealThumb/shape_main_fox_tall_thumb.png,shape.name.shape_main_fox_tall
494,0,,,,,,,,,
495,0,,,,,,,,,
496,0,,,,,,,,,
497,0,,,,,,,,,
498,1,shape_main_leaf03_tall,MainLeaf03Tall,Nature,plants-creatures,shape_nature,r2_outer_strong_005_r2_006_a401_procmask_118_long_maskproceduralvertical_32x42-mainleaf03tall,Art/ShapeReveal/shape_main_leaf03_tall.png,Art/ShapeRevealThumb/shape_main_leaf03_tall_thumb.png,shape.name.shape_main_leaf03_tall
499,0,,,,,,,,,
500,0,,,,,,,,,
