order,slotRole,relativeDifficulty,target,bucket,type,chains,levelId,note
161,Recovery,Recovery,B_peak7_end_calm,refresh,sweep,53,nomask_style_expansion_36_snake_spine_tall,no_mask_style_expansion_preview;snake_spine;rhythm-v3
162,Normal,Normal,B_peak7_end_calm,refresh,dense,95,direct_pure_topup_06_04_direct_normal_pure_rect_dense_weave_g6_v07,direct_pure_topup_slice06_candidates;dense_weave;rhythm-v3
163,Shape,Novelty,B_peak7_end_calm,normal,shape_ocean,101,r2_outer_strong_005_r2_006_a401_procmask_66_onion_maskproceduralvertical_32x42-mainoceanpufferfishtall,shape_final_with_supplement;Ocean;rhythm-v3
164,Pressure,Hard,B_peak7_end_calm,normal,lock,114,direct_normal_topup_18_direct_normal_topup_rect_lock_buckle_g8_v03,direct_normal_topup_candidates;lock_buckle;rhythm-v3
165,Recovery,Recovery,B_peak7_end_calm,refresh,maze,77,direct_pure_topup_05_08_direct_normal_pure_rect_maze_long_chain_g9_v04,direct_pure_topup_slice05_candidates;maze_long_chain;rhythm-v3
166,Normal,Normal,B_peak7_end_calm,normal,section,119,direct_polish_clean_19_direct_polish_normal_rect_section_unlock_g2_v03,direct_polish_clean_candidates;section_unlock;rhythm-v3
167,HoleRescue,Mechanic,hole10_block_161_170,normal,hole_rescue,53,hole_topup_043_topup_wide_26x22_maze,hole_procedural_candidates;standard_23x28_mid;rhythm-v3;hole10-v4|MazeLongChain|old=hole_rescue:hole_proc_standard_23x28_mid_919377_23x28_c78
168,Shape,Novelty,B_peak7_end_calm,normal,shape_object,100,r2_outer_strong_005_r2_006_a401_procmask_102_onion_maskproceduralvertical_28x42-maindistinctboottall,shape_final_with_supplement;Object;rhythm-v3
169,Pressure,Hard,B_peak7_end_calm,normal,lock,115,direct_normal_31_direct_normal_rect_outer_shell_g3_v04,direct_normal_candidates;direct_normal_31_direct_normal_r;rhythm-v3
170,Recovery,Recovery,B_peak7_end_calm,normal,section,104,direct_normal_topup_71_direct_normal_topup_rect_quasi_symmetry_g8_v09,direct_normal_topup_candidates;quasi_symmetry;rhythm-v3
171,Recovery,Recovery,C_double_wave,normal,dense,108,direct_normal_topup_03_direct_normal_topup_rect_dense_weave_g6_v01,direct_normal_topup_candidates;dense_weave;rhythm-v3
172,Pressure,Hard,C_double_wave,normal,section,106,direct_normal_topup_22_direct_normal_topup_rect_stair_push_g8_v03,direct_normal_topup_candidates;stair_push;rhythm-v3
173,Shape,Novelty,C_double_wave,shape,shape_magic,104,r2_outer_strong_005_r2_006_a401_procmask_08_onion_maskproceduralvertical_28x40-maincandletall,shape_final_with_supplement;Magic;rhythm-v3
174,Recovery,Recovery,C_double_wave,refresh,maze,95,direct_pure_topup_06_24_direct_normal_pure_rect_maze_long_chain_g8_v09,direct_pure_topup_slice06_candidates;maze_long_chain;rhythm-v3
175,Normal,Normal,C_double_wave,normal,section,92,direct_pure_normal_extra_01_09_direct_normal_pure_extra_rect_section_unlock_g16_v02,direct_pure_normal_extra_slice01_candidates;section_unlock;rhythm-v3
176,Pressure,Hard,C_double_wave,normal,lock,112,direct_normal_16_direct_normal_rect_core_burst_g1_v02,direct_normal_candidates;core_burst;rhythm-v3
177,HoleRescue,Mechanic,hole10_block_171_180,normal,hole_rescue,52,hole_candidate_074_wide_28x22_dense,direct_pure_topup_slice04_candidates;dual_zone;rhythm-v3;hole10-v4|DenseWeave|old=section:direct_pure_topup_04_23_direct_normal_pure_rect_dual_zone_g8_v03
178,Shape,Novelty,C_double_wave,normal,shape_art,104,r2_outer_strong_005_r2_006_a401_procmask_27_onion_maskproceduralvertical_30x42-mainpainterbusttall,shape_final_with_supplement;Art;rhythm-v3
179,Peak,VeryHard,C_double_wave,normal,lock,115,direct_normal_topup_26_direct_normal_topup_rect_lock_buckle_g9_v04,direct_normal_topup_candidates;lock_buckle;rhythm-v3
180,Recovery,Recovery,C_double_wave,normal,sweep,108,direct_normal_topup_56_direct_normal_topup_rect_sweep_g6_v07,direct_normal_topup_candidates;sweep;rhythm-v3
181,Recovery,Recovery,D_visual_middle,normal,maze,106,direct_normal_90_direct_normal_rect_maze_long_chain_g2_v09,direct_normal_candidates;maze_long_chain;rhythm-v3
182,Normal,Normal,D_visual_middle,refresh,lock,88,direct_pure_topup_04_06_direct_normal_pure_rect_core_burst_g6_v01,direct_pure_topup_slice04_candidates;core_burst;rhythm-v3
183,Shape,Novelty,D_visual_middle,shape,shape_ocean,104,r2_outer_strong_005_r2_006_a401_procmask_60_onion_maskproceduralvertical_28x42-mainoceanshelltall,shape_final_with_supplement;Ocean;rhythm-v3
184,HoleRescue,Mechanic,hole10_block_181_190,normal,hole_rescue,55,hole_topup_024_topup_std_24x28_dual,direct_pure_normal_extra_slice01_candidates;dense_weave;rhythm-v3;hole10-v4|DualZone|old=dense:direct_pure_normal_extra_01_03_direct_normal_pure_extra_rect_dense_weave_g15_v01
185,Pressure,Hard,D_visual_middle,normal,section,103,direct_normal_158_direct_normal_rect_stair_push_g3_v16,direct_normal_candidates;stair_push;rhythm-v3
186,Recovery,Recovery,D_visual_middle,normal,sweep,104,direct_normal_55_direct_normal_rect_sweep_g5_v06,direct_normal_candidates;sweep;rhythm-v3
187,Shape,Novelty,D_visual_middle,shape,shape_landmark,105,r2_outer_strong_005_r2_006_a401_procmask_33_onion_maskproceduralvertical_30x44-mainclocktowertall,shape_final_with_supplement;Landmark;rhythm-v3
188,Normal,Normal,D_visual_middle,normal,section,106,direct_normal_topup_61_direct_normal_topup_rect_dual_zone_g7_v08,direct_normal_topup_candidates;dual_zone;rhythm-v3
189,Pressure,Hard,D_visual_middle,normal,lock,112,direct_normal_56_direct_normal_rect_core_burst_g5_v06,direct_normal_candidates;core_burst;rhythm-v3
190,Normal,Normal,D_visual_middle,normal,section,112,direct_polish_clean_01_direct_polish_normal_rect_section_unlock_g0_v01,direct_polish_clean_candidates;section_unlock;rhythm-v3
191,Normal,Normal,E_early_peak,normal,lock,95,direct_pure_normal_extra_02_18_direct_normal_pure_extra_rect_lock_buckle_g20_v06,direct_pure_normal_extra_slice02_candidates;lock_buckle;rhythm-v3
192,HoleRescue,Mechanic,hole10_block_191_200,normal,hole_rescue,54,hole_candidate_063_tall_20x30_lock,hole_procedural_candidates;standard_24x30_mid;rhythm-v3;hole10-v4|LockBuckle|old=hole_rescue:hole_proc_standard_24x30_mid_921469_24x30_c82
193,Shape,Novelty,E_early_peak,shape,shape_ocean,102,r2_outer_strong_005_r2_006_a401_procmask_61_onion_maskproceduralvertical_30x40-mainoceanstarfishtall,shape_final_with_supplement;Ocean;rhythm-v3
194,Normal,Normal,E_early_peak,normal,dense,87,direct_pure_normal_extra_01_11_direct_normal_pure_extra_rect_dense_weave_g16_v02,direct_pure_normal_extra_slice01_candidates;dense_weave;rhythm-v3
195,Recovery,Recovery,E_early_peak,normal,sweep,106,direct_normal_topup_08_direct_normal_topup_rect_sweep_g6_v01,direct_normal_topup_candidates;sweep;rhythm-v3
196,Peak,VeryHard,E_early_peak,hard,lock,135,direct_polish_clean_13_direct_polish_normal_rect_core_burst_g1_v02,direct_polish_clean_candidates;core_burst;rhythm-v3
197,Normal,Normal,E_early_peak,refresh,maze,83,direct_pure_topup_05_24_direct_normal_pure_rect_maze_long_chain_g11_v06,direct_pure_topup_slice05_candidates;maze_long_chain;rhythm-v3
198,Shape,Novelty,E_early_peak,normal,shape_object,105,r2_outer_strong_005_r2_006_a401_procmask_104_onion_maskproceduralvertical_30x42-maindistinctplugtall,shape_final_with_supplement;Object;rhythm-v3
199,Recovery,Recovery,E_early_peak,normal,section,108,direct_normal_42_direct_normal_rect_section_unlock_g4_v05,direct_normal_candidates;section_unlock;rhythm-v3
200,Normal,Normal,E_early_peak,normal,section,106,direct_normal_topup_06_direct_normal_topup_rect_stair_push_g6_v01,direct_normal_topup_candidates;stair_push;rhythm-v3
201,HoleRescue,Mechanic,hole10_block_201_210,normal,hole_rescue,56,hole_candidate_037_std_26x24_section,no_mask_style_preview;long_corridor;rhythm-v3;hole10-v4|SectionUnlock|old=maze:nomask_style_12_long_corridor
202,Normal,Normal,A_peak9,refresh,dense,94,direct_pure_topup_06_09_direct_normal_pure_rect_outer_shell_g7_v08,direct_pure_topup_slice06_candidates;direct_pure_topup_06_09_direct_n;rhythm-v3
203,Shape,Novelty,A_peak9,normal,shape_ocean,103,r2_outer_strong_005_r2_006_a401_procmask_63_onion_maskproceduralvertical_30x42-mainoceanflipperstall,shape_final_with_supplement;Ocean;rhythm-v3
204,Pressure,Hard,A_peak9,normal,section,107,direct_normal_67_direct_normal_rect_dual_zone_g0_v07,direct_normal_candidates;dual_zone;rhythm-v3
205,Recovery,Recovery,A_peak9,normal,sweep,111,direct_normal_131_direct_normal_rect_outer_shell_g1_v14,direct_normal_candidates;direct_normal_131_direct_normal_;rhythm-v3
206,Normal,Normal,A_peak9,normal,lock,103,direct_normal_topup_04_direct_normal_topup_rect_core_burst_g6_v01,direct_normal_topup_candidates;core_burst;rhythm-v3
207,Shape,Novelty,A_peak9,normal,shape_music,103,r2_outer_strong_005_r2_006_a401_procmask_supp_05_onion_maskfinalsupplement_30x42-mainmusicheadphonestall,shape_final_with_supplement;Music;rhythm-v3
208,Pressure,Hard,A_peak9,normal,section,111,direct_normal_12_direct_normal_rect_section_unlock_g1_v02,direct_normal_candidates;section_unlock;rhythm-v3
209,Peak,VeryHard,A_peak9,hard,lock,157,direct_pure_topup_08_08_direct_polish_hard_pure_rect_lock_buckle_g12_v04,direct_pure_topup_slice08_candidates;lock_buckle;rhythm-v3
210,Normal,Normal,A_peak9,normal,section,113,direct_normal_149_direct_normal_rect_quasi_symmetry_g2_v15,direct_normal_candidates;quasi_symmetry;rhythm-v3
211,Recovery,Recovery,F_chapter_breath,normal,sweep,103,direct_normal_135_direct_normal_rect_sweep_g1_v14,direct_normal_candidates;sweep;rhythm-v3
212,Normal,Normal,F_chapter_breath,normal,maze,85,direct_pure_normal_extra_01_16_direct_normal_pure_extra_rect_maze_long_chain_g16_v02,direct_pure_normal_extra_slice01_candidates;maze_long_chain;rhythm-v3
213,Shape,Novelty,F_chapter_breath,normal,shape_nature,106,r2_outer_strong_005_r2_006_a401_procmask_07_onion_maskproceduralvertical_30x42-maincactustall,shape_final_with_supplement;Nature;rhythm-v3
214,Pressure,Hard,F_chapter_breath,normal,lock,105,direct_normal_66_direct_normal_rect_core_burst_g0_v07,direct_normal_candidates;core_burst;rhythm-v3
215,Normal,Normal,F_chapter_breath,refresh,dense,90,direct_pure_topup_05_12_direct_normal_pure_rect_dense_weave_g10_v05,direct_pure_topup_slice05_candidates;dense_weave;rhythm-v3
216,Peak,VeryHard,F_chapter_breath,hard,section,144,direct_pure_topup_09_08_direct_polish_hard_pure_rect_stair_push_g14_v06,direct_pure_topup_slice09_candidates;stair_push;rhythm-v3
217,HoleRescue,Mechanic,hole10_block_211_220,normal,hole_rescue,56,hole_candidate_072_wide_28x22_lock,hole_procedural_candidates;standard_24x32_late;rhythm-v3;hole10-v4|LockBuckle|old=hole_rescue:hole_proc_standard_24x32_late_923033_24x32_c86
218,Shape,Novelty,F_chapter_breath,normal,shape_vehicle,106,r2_outer_strong_005_r2_006_a401_procmask_16_onion_maskproceduralvertical_30x42-maintrainfronttall,shape_final_with_supplement;Vehicle;rhythm-v3
219,Normal,Normal,F_chapter_breath,normal,section,105,direct_normal_topup_17_direct_normal_topup_rect_section_unlock_g8_v03,direct_normal_topup_candidates;section_unlock;rhythm-v3
220,Normal,Normal,F_chapter_breath,normal,lock,80,direct_pure_normal_extra_02_10_direct_normal_pure_extra_rect_lock_buckle_g19_v05,direct_pure_normal_extra_slice02_candidates;lock_buckle;rhythm-v3
221,Recovery,Recovery,B_peak7_end_calm,normal,dense,109,direct_normal_topup_11_direct_normal_topup_rect_dense_weave_g7_v02,direct_normal_topup_candidates;dense_weave;rhythm-v3
222,Normal,Normal,B_peak7_end_calm,normal,lock,104,direct_normal_26_direct_normal_rect_core_burst_g2_v03,direct_normal_candidates;core_burst;rhythm-v3
223,Shape,Novelty,B_peak7_end_calm,normal,shape_music,103,r2_outer_strong_005_r2_006_a401_procmask_supp_08_onion_maskfinalsupplement_30x42-mainmusicdrumtall,shape_final_with_supplement;Music;rhythm-v3
224,Pressure,Hard,B_peak7_end_calm,normal,section,108,direct_normal_27_direct_normal_rect_dual_zone_g2_v03,direct_normal_candidates;dual_zone;rhythm-v3
225,HoleRescue,Mechanic,hole10_block_221_230,normal,hole_rescue,57,hole_topup_022_topup_std_22x28_maze,direct_normal_candidates;maze_long_chain;rhythm-v3;hole10-v4|MazeLongChain|old=maze:direct_normal_80_direct_normal_rect_maze_long_chain_g1_v08
226,Normal,Normal,B_peak7_end_calm,normal,section,105,direct_normal_69_direct_normal_rect_quasi_symmetry_g0_v07,direct_normal_candidates;quasi_symmetry;rhythm-v3
227,Peak,VeryHard,B_peak7_end_calm,hard,lock,163,direct_polish_hard_02_direct_polish_hard_rect_lock_buckle_g4_v01,direct_polish_hard_candidates;lock_buckle;rhythm-v3
228,Shape,Novelty,B_peak7_end_calm,normal,shape_magic,109,r2_outer_strong_005_r2_006_a401_procmask_97_long_maskproceduralvertical_30x42-maindistinctghosttall,shape_final_with_supplement;Magic;rhythm-v3
229,Pressure,Hard,B_peak7_end_calm,normal,section,107,direct_normal_152_direct_normal_rect_section_unlock_g3_v16,direct_normal_candidates;section_unlock;rhythm-v3
230,Recovery,Recovery,B_peak7_end_calm,normal,sweep,101,direct_pure_topup_04_05_direct_normal_pure_rect_sweep_g6_v01,direct_pure_topup_slice04_candidates;sweep;rhythm-v3
231,Recovery,Recovery,C_double_wave,normal,maze,103,direct_pure_normal_extra_03_08_direct_normal_pure_extra_rect_maze_long_chain_g15_v07,direct_pure_normal_extra_slice03_candidates;maze_long_chain;rhythm-v3
232,Pressure,Hard,C_double_wave,hard,lock,143,direct_polish_clean_04_direct_polish_normal_rect_core_burst_g0_v01,direct_polish_clean_candidates;core_burst;rhythm-v3
233,Shape,Novelty,C_double_wave,normal,shape_object,108,r2_outer_strong_005_r2_006_a401_procmask_110_onion_maskproceduralvertical_34x46-transitiondistinctscissorstall,shape_final_with_supplement;Object;rhythm-v3
234,Recovery,Recovery,C_double_wave,refresh,sweep,54,nomask_style_expansion_16_zig_river_a,no_mask_style_expansion_preview;zig_river;rhythm-v3
235,HoleRescue,Mechanic,hole10_block_231_240,normal,hole_rescue,58,hole_topup_045_topup_wide_28x22_dual,direct_normal_candidates;dense_weave;rhythm-v3;hole10-v4|DualZone|old=dense:direct_normal_44_direct_normal_rect_dense_weave_g4_v05
236,Pressure,Hard,C_double_wave,normal,section,107,direct_normal_topup_47_direct_normal_topup_rect_quasi_symmetry_g11_v06,direct_normal_topup_candidates;quasi_symmetry;rhythm-v3
237,Normal,Normal,C_double_wave,normal,lock,104,direct_normal_71_direct_normal_rect_outer_shell_g1_v08,direct_normal_candidates;direct_normal_71_direct_normal_r;rhythm-v3
238,Shape,Novelty,C_double_wave,normal,shape_character,108,r2_outer_strong_005_r2_006_a401_procmask_15_onion_maskproceduralvertical_30x42-mainsnowmantall,shape_final_with_supplement;Character;rhythm-v3
239,Peak,RelativeExtreme,C_double_wave,very_hard,section,171,direct_polish_hard_19_direct_polish_hard_rect_section_unlock_g6_v03,direct_polish_hard_candidates;section_unlock;rhythm-v3
240,Recovery,Recovery,C_double_wave,normal,section,117,direct_polish_clean_05_direct_polish_normal_rect_dual_zone_g0_v01,direct_polish_clean_candidates;dual_zone;rhythm-v3
241,Recovery,Recovery,D_visual_middle,hard,sweep,120,direct_normal_115_direct_normal_rect_sweep_g5_v12,direct_normal_candidates;sweep;rhythm-v3
242,HoleRescue,Mechanic,hole10_block_241_250,normal,hole_rescue,58,hole_candidate_073_wide_28x22_section,hole_procedural_candidates;standard_24x32_late;rhythm-v3;hole10-v4|SectionUnlock|old=hole_rescue:hole_proc_standard_24x32_late_923551_24x32_c91
243,Shape,Novelty,D_visual_middle,normal,shape_space,111,r2_outer_strong_005_r2_006_a401_procmask_23_onion_maskproceduralvertical_30x42-mainastronautmascottall,shape_final_with_supplement;Space;rhythm-v3
244,Normal,Normal,D_visual_middle,normal,section,115,direct_normal_topup_62_direct_normal_topup_rect_stair_push_g7_v08,direct_normal_topup_candidates;stair_push;rhythm-v3
245,Pressure,Hard,D_visual_middle,hard,lock,150,direct_polish_clean_22_direct_polish_normal_rect_core_burst_g2_v03,direct_polish_clean_candidates;core_burst;rhythm-v3
246,Recovery,Recovery,D_visual_middle,normal,maze,109,direct_normal_150_direct_normal_rect_maze_long_chain_g2_v15,direct_normal_candidates;maze_long_chain;rhythm-v3
247,Shape,Novelty,D_visual_middle,normal,shape_object,109,r2_outer_strong_005_r2_006_a401_procmask_103_onion_maskproceduralvertical_28x42-maindistinctmittentall,shape_final_with_supplement;Object;rhythm-v3
248,Normal,Normal,D_visual_middle,normal,section,102,direct_normal_07_direct_normal_rect_dual_zone_g0_v01,direct_normal_candidates;dual_zone;rhythm-v3
249,Pressure,Hard,D_visual_middle,hard,lock,137,direct_polish_clean_20_direct_polish_normal_rect_lock_buckle_g2_v03,direct_polish_clean_candidates;lock_buckle;rhythm-v3
250,Normal,Normal,D_visual_middle,normal,dense,107,direct_normal_134_direct_normal_rect_dense_weave_g1_v14,direct_normal_candidates;dense_weave;rhythm-v3
251,HoleRescue,Mechanic,hole10_block_251_260,normal,hole_rescue,59,hole_candidate_047_std_28x24_shell,direct_pure_topup_slice04_candidates;maze_long_chain;rhythm-v3;hole10-v4|OuterShell|old=maze:direct_pure_topup_04_24_direct_normal_pure_rect_maze_long_chain_g8_v03
252,Pressure,Hard,E_early_peak,hard,lock,147,direct_pure_topup_09_06_direct_polish_hard_pure_rect_core_burst_g14_v06,direct_pure_topup_slice09_candidates;core_burst;rhythm-v3
253,Shape,Novelty,E_early_peak,normal,shape_space,111,r2_outer_strong_005_r2_006_a401_procmask_supp_01_onion_maskfinalsupplement_30x42-mainspacesaturnicontall,shape_final_with_supplement;Space;rhythm-v3
254,Normal,Normal,E_early_peak,normal,section,101,direct_normal_topup_38_direct_normal_topup_rect_stair_push_g10_v05,direct_normal_topup_candidates;stair_push;rhythm-v3
255,Recovery,Recovery,E_early_peak,normal,dense,110,direct_normal_151_direct_normal_rect_outer_shell_g3_v16,direct_normal_candidates;direct_normal_151_direct_normal_;rhythm-v3
256,Peak,VeryHard,E_early_peak,hard,section,159,direct_polish_hard_07_direct_polish_hard_rect_quasi_symmetry_g4_v01,direct_polish_hard_candidates;quasi_symmetry;rhythm-v3
257,Normal,Normal,E_early_peak,normal,lock,107,direct_normal_153_direct_normal_rect_lock_buckle_g3_v16,direct_normal_candidates;lock_buckle;rhythm-v3
258,Shape,Novelty,E_early_peak,normal,shape_ocean,110,r2_outer_strong_005_r2_006_a401_procmask_64_onion_maskproceduralvertical_28x44-mainoceanseaweedtall,shape_final_with_supplement;Ocean;rhythm-v3
259,Recovery,Recovery,E_early_peak,hard,sweep,126,direct_pure_topup_10_18_direct_polish_hard_pure_rect_outer_shell_g11_v09,direct_pure_topup_slice10_candidates;direct_pure_topup_10_18_direct_p;rhythm-v3
260,Normal,Normal,E_early_peak,normal,section,101,direct_normal_78_direct_normal_rect_stair_push_g1_v08,direct_normal_candidates;stair_push;rhythm-v3
261,Recovery,Recovery,A_peak9,hard,sweep,120,direct_normal_75_direct_normal_rect_sweep_g1_v08,direct_normal_candidates;sweep;rhythm-v3
262,Normal,Normal,A_peak9,normal,dense,101,direct_pure_topup_05_20_direct_normal_pure_rect_dense_weave_g11_v06,direct_pure_topup_slice05_candidates;dense_weave;rhythm-v3
263,Shape,Novelty,A_peak9,normal,shape_toolui,115,r2_outer_strong_005_r2_006_a401_procmask_supp_13_long_maskfinalsupplement_30x42-mainuicameratall,shape_final_with_supplement;ToolUI;rhythm-v3
264,Pressure,Hard,A_peak9,hard,lock,157,direct_pure_topup_10_12_direct_polish_hard_pure_rect_core_burst_g11_v09,direct_pure_topup_slice10_candidates;core_burst;rhythm-v3
265,Recovery,Recovery,A_peak9,normal,maze,104,direct_normal_70_direct_normal_rect_maze_long_chain_g0_v07,direct_normal_candidates;maze_long_chain;rhythm-v3
266,Normal,Normal,A_peak9,refresh,section,97,direct_pure_topup_04_10_direct_normal_pure_rect_section_unlock_g7_v02,direct_pure_topup_slice04_candidates;section_unlock;rhythm-v3
267,HoleRescue,Mechanic,hole10_block_261_270,normal,hole_rescue,61,hole_candidate_025_std_22x28_section,hole_procedural_candidates;standard_24x30_mid;rhythm-v3;hole10-v4|SectionUnlock|old=hole_rescue:hole_proc_standard_24x30_mid_922505_24x30_c82
268,Shape,Novelty,A_peak9,shape,shape_magic,118,r2_outer_strong_005_r2_006_a401_procmask_87_onion_maskproceduralvertical_34x50-transitionmagicbroomtall,shape_final_with_supplement;Magic;rhythm-v3
269,Peak,RelativeExtreme,A_peak9,very_hard,lock,203,direct_advanced_17_direct_advanced_veryhard_rect_lock_buckle_g2_v03,direct_advanced_candidates;lock_buckle;rhythm-v3
270,Normal,Normal,A_peak9,normal,section,114,direct_normal_147_direct_normal_rect_dual_zone_g2_v15,direct_normal_candidates;dual_zone;rhythm-v3
271,Recovery,Recovery,F_chapter_breath,normal,maze,114,direct_pure_topup_05_16_direct_normal_pure_rect_maze_long_chain_g10_v05,direct_pure_topup_slice05_candidates;maze_long_chain;rhythm-v3
272,Normal,Normal,F_chapter_breath,normal,lock,111,direct_normal_96_direct_normal_rect_core_burst_g3_v10,direct_normal_candidates;core_burst;rhythm-v3
273,Shape,Novelty,F_chapter_breath,normal,shape_toolui,114,r2_outer_strong_005_r2_006_a401_procmask_supp_14_onion_maskfinalsupplement_30x42-mainuichatbubbletall,shape_final_with_supplement;ToolUI;rhythm-v3
274,Pressure,Hard,F_chapter_breath,normal,section,110,direct_normal_19_direct_normal_rect_quasi_symmetry_g1_v02,direct_normal_candidates;quasi_symmetry;rhythm-v3
275,Normal,Normal,F_chapter_breath,normal,dense,106,direct_normal_04_direct_normal_rect_dense_weave_g0_v01,direct_normal_candidates;dense_weave;rhythm-v3
276,Peak,RelativeExtreme,F_chapter_breath,very_hard,section,201,direct_advanced_20_direct_advanced_veryhard_rect_dual_zone_g2_v03,direct_advanced_candidates;dual_zone;rhythm-v3
277,HoleRescue,Mechanic,hole10_block_271_280,normal,hole_rescue,61,hole_topup_030_topup_std_26x26_dual,direct_pure_topup_slice10_candidates;sweep;rhythm-v3;hole10-v4|DualZone|old=sweep:direct_pure_topup_10_06_direct_polish_hard_pure_rect_sweep_g10_v08
278,Shape,Novelty,F_chapter_breath,normal,shape_ocean,119,r2_outer_strong_005_r2_006_a401_procmask_98_long_maskproceduralvertical_32x44-maindistinctoctopustall,shape_final_with_supplement;Ocean;rhythm-v3
279,Normal,Normal,F_chapter_breath,normal,section,107,direct_normal_topup_14_direct_normal_topup_rect_stair_push_g7_v02,direct_normal_topup_candidates;stair_push;rhythm-v3
280,Normal,Normal,F_chapter_breath,normal,lock,107,direct_normal_113_direct_normal_rect_lock_buckle_g5_v12,direct_normal_candidates;lock_buckle;rhythm-v3
281,Recovery,Recovery,B_peak7_end_calm,normal,sweep,107,direct_normal_95_direct_normal_rect_sweep_g3_v10,direct_normal_candidates;sweep;rhythm-v3
282,Normal,Normal,B_peak7_end_calm,normal,dense,107,direct_normal_114_direct_normal_rect_dense_weave_g5_v12,direct_normal_candidates;dense_weave;rhythm-v3
283,Shape,Novelty,B_peak7_end_calm,normal,shape_toolui,118,r2_outer_strong_005_r2_006_a401_procmask_supp_10_long_maskfinalsupplement_28x42-maintoolbatterytall,shape_final_with_supplement;ToolUI;rhythm-v3
284,Pressure,Hard,B_peak7_end_calm,hard,lock,167,direct_pure_topup_07_24_direct_polish_hard_pure_rect_core_burst_g11_v03,direct_pure_topup_slice07_candidates;core_burst;rhythm-v3
285,HoleRescue,Mechanic,hole10_block_281_290,normal,hole_rescue,62,hole_topup_025_topup_std_24x28_maze,direct_normal_candidates;maze_long_chain;rhythm-v3;hole10-v4|MazeLongChain|old=maze:direct_normal_10_direct_normal_rect_maze_long_chain_g0_v01
286,Normal,Normal,B_peak7_end_calm,normal,section,107,direct_normal_topup_39_direct_normal_topup_rect_quasi_symmetry_g10_v05,direct_normal_topup_candidates;quasi_symmetry;rhythm-v3
287,Peak,RelativeExtreme,B_peak7_end_calm,extreme,lock,280,direct_advanced_57_direct_advanced_extreme_rect_lock_buckle_g5_v02,direct_advanced_candidates;lock_buckle;rhythm-v3
288,Shape,Novelty,B_peak7_end_calm,normal,shape_ocean,118,r2_outer_strong_005_r2_006_a401_procmask_69_onion_maskproceduralvertical_34x48-transitionoceandivingmasktall,shape_final_with_supplement;Ocean;rhythm-v3
289,Pressure,Hard,B_peak7_end_calm,normal,section,115,direct_normal_38_direct_normal_rect_stair_push_g3_v04,direct_normal_candidates;stair_push;rhythm-v3
290,Recovery,Recovery,B_peak7_end_calm,normal,section,114,direct_normal_82_direct_normal_rect_section_unlock_g2_v09,direct_normal_candidates;section_unlock;rhythm-v3
291,Recovery,Recovery,C_double_wave,normal,dense,106,direct_normal_topup_43_direct_normal_topup_rect_dense_weave_g11_v06,direct_normal_topup_candidates;dense_weave;rhythm-v3
292,HoleRescue,Mechanic,hole10_block_291_300,normal,hole_rescue,62,hole_candidate_040_std_26x26_section,hole_procedural_candidates;standard_23x28_mid;rhythm-v3;hole10-v4|SectionUnlock|old=hole_rescue:hole_proc_standard_23x28_mid_920413_23x28_c81
293,Shape,Novelty,C_double_wave,normal,shape_landmark,119,r2_outer_strong_005_r2_006_a401_procmask_125_onion_maskproceduralvertical_34x50-transitionwidelandmark01tall,shape_final_with_supplement;Landmark;rhythm-v3
294,Recovery,Recovery,C_double_wave,normal,sweep,110,direct_normal_155_direct_normal_rect_sweep_g3_v16,direct_normal_candidates;sweep;rhythm-v3
295,Normal,Normal,C_double_wave,normal,section,105,direct_normal_topup_53_direct_normal_topup_rect_dual_zone_g6_v07,direct_normal_topup_candidates;dual_zone;rhythm-v3
296,Pressure,Hard,C_double_wave,hard,lock,163,direct_pure_topup_10_02_direct_polish_hard_pure_rect_core_burst_g10_v08,direct_pure_topup_slice10_candidates;core_burst;rhythm-v3
297,Normal,Normal,C_double_wave,normal,section,114,direct_normal_128_direct_normal_rect_stair_push_g0_v13,direct_normal_candidates;stair_push;rhythm-v3
298,Shape,Novelty,C_double_wave,shape,shape_magic,122,r2_outer_strong_005_r2_006_a401_procmask_43_long_maskproceduralvertical_30x42-maintreasurechesttall,shape_final_with_supplement;Magic;rhythm-v3
299,Peak,RelativeExtreme,C_double_wave,extreme,lock,318,direct_advanced_51_direct_advanced_extreme_rect_core_burst_g4_v01,direct_advanced_candidates;core_burst;rhythm-v3
300,Recovery,Recovery,C_double_wave,normal,maze,110,direct_normal_110_direct_normal_rect_maze_long_chain_g4_v11,direct_normal_candidates;maze_long_chain;rhythm-v3
301,HoleRescue,Mechanic,hole10_block_301_310,normal,hole_rescue,65,hole_topup_033_topup_std_26x28_dual,direct_pure_topup_slice09_candidates;sweep;rhythm-v3;hole10-v4|DualZone|old=sweep:direct_pure_topup_09_10_direct_polish_hard_pure_rect_sweep_g14_v06
302,Normal,Normal,D_visual_middle,normal,dense,102,direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07,direct_normal_topup_candidates;dense_weave;rhythm-v3
303,Shape,Novelty,D_visual_middle,shape,shape_landmark,120,r2_outer_strong_005_r2_006_a401_procmask_31_onion_maskproceduralvertical_30x44-mainleaningtowertall,shape_final_with_supplement;Landmark;rhythm-v3
304,Normal,Normal,D_visual_middle,hard,section,122,direct_normal_138_direct_normal_rect_stair_push_g1_v14,direct_normal_candidates;stair_push;rhythm-v3
