"order","section10","category","templateDifficultyCode","difficultyLabel","difficultyTag","difficultyNameZh","stageDifficultyHint","templateExperienceRole","rhythmBucket","rhythmExperienceRole","targetChains","targetChainsMin","targetChainsMax","baseChain","projectedChain","canvasAdjustedChain","longChainCanvasBonus","isLongChain","projectedArrow","projectedArea","chainDeltaVsBase","chainDeltaVsInitial","projectionReason","linkedOrder","sourcePool","productionLane","chainLanguage","projectedAsset","originalTemplateAsset","sourceV11CopiedAssetPath","shapeId","shapeNameZh","isShapeSlot","isHoleSlot","finalizationVersion","difficultyCodePolicy","resourceReplacementStatus","finalReviewNote"
"107","11","normal","3","????3","SpecialHard3","特别困难","VeryHard","Peak","Peak","Peak","105","95","115","94","105","105","0","False","743","756","11","0","v11_review_donor_revert","47","InitialTemplateDonorRevertReviewOnly","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_53_direct_normal_rect_lock_buckle_g5_v06.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_53_direct_normal_rect_lock_buckle_g5_v06.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L107_direct_normal_53_direct_normal_rect_lock_buckle_g5.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","projected donor revert if target move is accepted"
"108","11","shape","1","??1","Normal1","普通/恢复","Novelty","Shape","Shape","Shape","89","80","98","80","80","80","0","False","627","1512","0","-9","keep_current","","ShapeMaskInventory","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_16_L108_hammer_lock.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L108_hammer_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L108_r2_outer_strong_005_r2_006_a401_maskonlyb05_08_mai.asset","hammer","锤子","1","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"109","11","normal","3","????3","SpecialHard3","特别困难","Hard","Pressure","Peak","Pressure","108","97","119","90","90","90","0","False","960","972","0","-18","keep_current","","Campaign500_HardGateUntil0910","PressurePeak","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12c/c5nep_w12c_11_nutation_strict_mixed_hard_v1_rect_s29_o287_v02_strictmixedhard_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_31_direct_normal_topup_rect_quasi_symmetry_g9_v04.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L109_direct_normal_topup_31_direct_normal_topup_rect_qu.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"110","11","normal","1","??1","Normal1","普通/恢复","Recovery","Recovery","Ordinary","Recovery","104","94","114","87","87","87","0","False","893","910","0","-17","keep_current","","Campaign500_HardGateUntil0910","PeelMid","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_25_nutation_strict_mixed_axisbreak_v1_rect_s45_o445_v00_strictmixedaxisbreak_axis_break_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_72_direct_normal_rect_section_unlock_g1_v08.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L110_direct_normal_72_direct_normal_rect_section_unlock.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"111","12","normal","1","??1","Normal1","普通/恢复","Recovery","Recovery","Ordinary","Recovery","89","80","98","83","89","89","0","False","693","700","6","0","v11_review_donor_revert","100","InitialTemplateDonorRevertReviewOnly","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_04_direct_normal_pure_rect_dense_weave_g9_v04.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_04_direct_normal_pure_rect_dense_weave_g9_v04.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L111_direct_pure_topup_05_04_direct_normal_pure_rect_de.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","projected donor revert if target move is accepted"
"112","12","normal","3","????3","SpecialHard3","特别困难","Hard","Pressure","Peak","Pressure","108","97","119","92","92","112","20","True","1343","1440","0","-16","keep_current","","NutationLongChainStrict60Front300","maze_long_chain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_72_nutation_longchain_spine_v1_rect_c80_18_d4_weave_spine.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_22_direct_normal_pure_rect_core_burst_g8_v09.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L112_direct_pure_topup_06_22_direct_normal_pure_rect_co.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"113","12","shape","2","??2","Hard2","困难","Novelty","Shape","Shape","Shape","97","87","107","95","95","95","0","False","774","1666","0","-2","keep_current","","ShapeMaskInventory","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10Tail9/campaign500_shape_psg_next10_tail9_08_L113_lightningbolt.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L113_lightningbolt_large.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L113_r2_outer_strong_005_r2_006_a401_maskonlyb09_23_lar.asset","lightningbolt","闪电","1","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"114","12","normal","1","??1","Normal1","普通/恢复","Recovery","Recovery","Ordinary","Recovery","94","85","103","81","94","97","3","True","659","666","13","0","v11_review_donor_revert","92","InitialTemplateDonorRevertReviewOnly","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_16_direct_normal_pure_rect_maze_long_chain_g7_v02.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_16_direct_normal_pure_rect_maze_long_chain_g7_v02.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L114_direct_pure_topup_04_16_direct_normal_pure_rect_ma.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","projected donor revert if target move is accepted"
"115","12","normal","1","??1","Normal1","普通/恢复","Normal","Normal","Ordinary","Normal","74","67","81","70","74","74","0","False","584","594","4","0","v11_review_donor_revert","51","InitialTemplateDonorRevertReviewOnly","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_15_direct_normal_pure_extra_rect_quasi_symmetry_g16_v02.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_15_direct_normal_pure_extra_rect_quasi_symmetry_g16_v02.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L115_direct_pure_normal_extra_01_15_direct_normal_pure_.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","projected donor revert if target move is accepted"
"116","12","normal","2","??2","Hard2","困难","Hard","Pressure","Hard","Pressure","89","80","98","82","89","89","0","False","673","680","7","0","v11_review_donor_revert","52","InitialTemplateDonorRevertReviewOnly","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_19_direct_normal_pure_rect_lock_buckle_g11_v06.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_19_direct_normal_pure_rect_lock_buckle_g11_v06.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L116_direct_pure_topup_05_19_direct_normal_pure_rect_lo.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","projected donor revert if target move is accepted"
"117","12","hole","1","??1","Normal1","普通/恢复","Mechanic","HoleRescue","HoleRescue","HoleRescue","49","44","54","49","49","49","0","False","489","572","0","0","keep_current","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_018_topup_std_22x26_dual.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_018_topup_std_22x26_dual.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L117_hole_topup_018_topup_std_22x26_dual.asset","","","0","1","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"118","12","shape","2","??2","Hard2","困难","Novelty","Shape","Shape","Shape","95","85","105","98","98","98","0","False","790","1598","0","3","keep_current","","ShapeMaskInventory","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_19_L118_carrot_section.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L118_carrot_large.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L118_r2_outer_strong_005_r2_006_a401_maskonlyb02_12_lar.asset","carrot","胡萝卜","1","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"119","12","normal","3","????3","SpecialHard3","特别困难","VeryHard","Peak","Peak","Peak","102","92","112","43","43","45","2","True","585","616","0","-59","keep_current","","ExternalHardGateDedupFront300","CampaignLongChainLab","long_chain","Assets/ArrowMagic/SOData/Levels/C5LCFamLabV1/c5lcf_06_l045_long_normal_b_lock_s05_slot_seedlock_keyhole_carrier.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_32_direct_normal_rect_section_unlock_g3_v04.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L119_direct_normal_32_direct_normal_rect_section_unlock.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"120","12","normal","1","??1","Normal1","普通/恢复","Recovery","Recovery","Ordinary","Recovery","106","95","117","87","87","87","0","False","759","768","0","-19","keep_current","","Campaign500_HardGateUntil0910","PressurePeak","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_16_nutation_strict_mixed_axisbreak_v1_rect_s21_o209_v03_strictmixedaxisbreak_axis_break_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_65_direct_normal_rect_sweep_g0_v07.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L120_direct_normal_65_direct_normal_rect_sweep_g0_v07.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"121","13","normal","1","??1","Normal1","普通/恢复","Recovery","Recovery","Ordinary","Recovery","51","46","56","45","51","51","0","True","406","408","6","0","v11_review_donor_revert","24","InitialTemplateDonorRevertReviewOnly","","","Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/TypePreview/nomask_04_maze_long_chain.asset","Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/TypePreview/nomask_04_maze_long_chain.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L121_nomask_04_maze_long_chain.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","projected donor revert if target move is accepted"
"122","13","normal","1","??1","Normal1","普通/恢复","Normal","Normal","Ordinary","Normal","89","80","98","79","79","79","0","False","867","884","0","-10","keep_current","","Campaign500NormalFullV1UnusedStrict","PressurePeak","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_04_nutation_strict_mixed_localbreak_v1_rect_s24_o239_v03_strictmixedlocalbreak_local_break_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_19_direct_normal_pure_extra_rect_dense_weave_g17_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L122_direct_pure_normal_extra_01_19_direct_normal_pure_.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"123","13","shape","1","??1","Normal1","普通/恢复","Novelty","Shape","Shape","Shape","90","81","99","86","86","86","0","False","672","1140","0","-4","keep_current","","ShapeMaskInventory","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_22_L123_car_core.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L123_car_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L123_r2_outer_strong_005_r2_006_a401_maskonlyb04_08_mai.asset","car","汽车","1","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"124","13","normal","1","??1","Normal1","普通/恢复","Normal","Normal","Ordinary","Normal","96","86","106","82","96","96","0","False","741","756","14","0","v11_review_donor_revert","95","InitialTemplateDonorRevertReviewOnly","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_56_direct_diff_normal_dag_unlock_center_cross_g3_v04.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_56_direct_diff_normal_dag_unlock_center_cross_g3_v04.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L124_direct_diff120_56_direct_diff_normal_dag_unlock_ce.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","projected donor revert if target move is accepted"
"125","13","normal","3","????3","SpecialHard3","特别困难","Hard","Pressure","Hard","Pressure","93","84","102","76","76","81","5","True","728","768","0","-17","keep_current","","NutationLongChainStrict60Front300","maze_long_chain","patch_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_11_nutation_longchain_patch_v1_rect_c80hf3_03_d1_weave_patch.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_20_direct_normal_pure_extra_rect_core_burst_g17_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L125_direct_pure_normal_extra_01_20_direct_normal_pure_.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"126","13","hole","1","??1","Normal1","普通/恢复","Mechanic","HoleRescue","HoleRescue","HoleRescue","50","45","55","50","50","50","0","False","439","520","0","0","keep_current","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_016_std_20x26_section.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_016_std_20x26_section.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L126_hole_candidate_016_std_20x26_section.asset","","","0","1","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"127","13","shape","2","??2","Hard2","困难","Novelty","Shape","Shape","Shape","96","86","106","88","88","88","0","False","716","1156","0","-8","keep_current","","ShapeMaskInventory","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_25_L127_mushroom_lock.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV8/shape_refresh_v8_L127_maskonlyb01_01_main_mushroom_20260614_170705.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L127_r2_outer_strong_005_r2_006_a401_maskonlyb01_01_mai.asset","mushroom","","1","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"128","13","normal","1","??1","Normal1","普通/恢复","Normal","Normal","Ordinary","Normal","80","72","88","63","80","80","0","False","640","646","17","0","v11_review_donor_revert","45","InitialTemplateDonorRevertReviewOnly","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_02_direct_normal_pure_extra_rect_lock_buckle_g15_v01.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_02_direct_normal_pure_extra_rect_lock_buckle_g15_v01.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L128_direct_pure_normal_extra_01_02_direct_normal_pure_.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","projected donor revert if target move is accepted"
"129","13","normal","3","????3","SpecialHard3","特别困难","Hard","Pressure","Peak","Pressure","102","92","112","42","102","102","0","False","762","770","60","0","v11_review_donor_revert","21","InitialTemplateDonorRevertReviewOnly","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_30_direct_normal_topup_rect_stair_push_g9_v04.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_30_direct_normal_topup_rect_stair_push_g9_v04.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L129_direct_normal_topup_30_direct_normal_topup_rect_st.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","projected donor revert if target move is accepted"
"130","13","normal","1","??1","Normal1","普通/恢复","Normal","Normal","Ordinary","Normal","96","86","106","77","77","77","0","False","757","768","0","-19","keep_current","","Campaign500_HardGateUntil0910","PeelHard","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_01_nutation_strict_mixed_axisbreak_v1_rect_s15_o149_v00_strictmixedaxisbreak_axis_break_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_07_direct_normal_pure_rect_dual_zone_g6_v07.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L130_direct_pure_topup_06_07_direct_normal_pure_rect_du.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"131","14","normal","1","??1","Normal1","普通/恢复","Normal","Normal","Ordinary","Normal","81","73","89","72","81","81","0","False","548","558","9","0","v11_review_donor_revert","64","InitialTemplateDonorRevertReviewOnly","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_01_direct_normal_pure_rect_outer_shell_g6_v01.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_01_direct_normal_pure_rect_outer_shell_g6_v01.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L131_direct_pure_topup_04_01_direct_normal_pure_rect_ou.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","projected donor revert if target move is accepted"
"132","14","normal","2","??2","Hard2","困难","Hard","Pressure","Hard","Pressure","86","77","95","81","81","81","0","False","809","825","0","-5","keep_current","","Campaign500_HardGateUntil0910","PeelMid","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_23_nutation_strict_mixed_hard_v1_rect_s40_o394_v06_strictmixedhard_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_22_direct_normal_pure_rect_core_burst_g8_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L132_direct_pure_topup_04_22_direct_normal_pure_rect_co.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"133","14","shape","2","??2","Hard2","困难","Novelty","Shape","Shape","Shape","94","85","103","88","88","88","0","False","697","1598","0","-6","keep_current","","ShapeMaskInventory","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10B/campaign500_shape_psg_next10b_03_L133_musicnote.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L133_musicnote_large.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L133_r2_outer_strong_005_r2_006_a401_maskonlyb01_05_lar.asset","musicnote","音符","1","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"134","14","normal","1","??1","Normal1","普通/恢复","Normal","Normal","Ordinary","Normal","56","50","62","50","56","56","0","True","399","406","6","0","v11_review_donor_revert","16","InitialTemplateDonorRevertReviewOnly","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_24_direct_refresh_topup_rect_maze_long_chain_g2_v03.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice01/direct_pure_topup_01_24_direct_refresh_topup_rect_maze_long_chain_g2_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L134_direct_pure_topup_01_24_direct_refresh_topup_rect_.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement","projected donor revert if target move is accepted"
"135","14","hole","1","??1","Normal1","普通/恢复","Mechanic","HoleRescue","HoleRescue","HoleRescue","52","47","57","52","52","52","0","False","510","600","0","0","keep_current","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_012_topup_tall_20x30_shell.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_012_topup_tall_20x30_shell.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L135_hole_topup_012_topup_tall_20x30_shell.asset","","","0","1","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"136","14","normal","4","??4","Extreme4","极难","VeryHard","Peak","Peak","Peak","113","102","124","99","99","119","20","True","1364","1428","0","-14","keep_current","","NutationLongChainStrict60Front300","maze_long_chain","spine_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_60_nutation_longchain_spine_v1_rect_c80hf3_15_d3_section_spine.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_39_direct_normal_rect_quasi_symmetry_g3_v04.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L136_direct_normal_39_direct_normal_rect_quasi_symmetry.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"137","14","normal","1","??1","Normal1","普通/恢复","Normal","Normal","Ordinary","Normal","80","72","88","72","72","72","0","False","650","660","0","-8","keep_current","","Campaign500_HardGateUntil0910","NeutralMixed","mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_66_nutation_mixed_neutral_v1_rect_s32_o314_v02_neutralmixed_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_19_direct_normal_pure_rect_lock_buckle_g8_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L137_direct_pure_topup_04_19_direct_normal_pure_rect_lo.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"138","14","shape","2","??2","Hard2","困难","Novelty","Shape","Shape","Shape","99","89","109","90","90","90","0","False","740","1232","0","-9","keep_current","","ShapeMaskInventory","","","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10B/campaign500_shape_psg_next10b_04_L138_bowlingpin.asset","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV2/shape_refresh_v2_L138_bowlingpin_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L138_r2_outer_strong_005_r2_006_a401_maskonlyb05_03_mai.asset","bowlingpin","保龄球瓶","1","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"139","14","normal","1","??1","Normal1","普通/恢复","Recovery","Recovery","Ordinary","Recovery","101","91","111","85","85","85","0","False","754","768","0","-16","keep_current","","Campaign500_HardGateUntil0910","PeelHard","rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smp/c5nep_w10smp_24_nutation_strict_mixed_peak_v1_rect_s18_o179_v03_strictmixedpeak_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_68_direct_normal_rect_stair_push_g0_v07.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L139_direct_normal_68_direct_normal_rect_stair_push_g0_.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"140","14","normal","2","??2","Hard2","困难","Normal","Normal","Hard","Normal","102","92","112","80","80","80","0","False","755","768","0","-22","keep_current","","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","strict_peak_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_36_nutation_strict_mixed_peak_v1_rect_s05_o047_v05_strictmixedpeak_strict_peak_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_92_direct_normal_rect_section_unlock_g3_v10.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L140_direct_normal_92_direct_normal_rect_section_unlock.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"141","15","normal","1","??1","Normal1","普通/恢复","Recovery","Recovery","Ordinary","Recovery","114","103","125","92","92","92","0","False","862","884","0","-22","keep_current","","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_06_nutation_peel_v2_rect_s41_o407_v02_peelhard_curve_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_35_direct_normal_rect_sweep_g3_v04.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L141_direct_normal_35_direct_normal_rect_sweep_g3_v04.asset","","","0","0","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
"142","15","hole","1","??1","Normal1","普通/恢复","Mechanic","HoleRescue","HoleRescue","HoleRescue","50","45","55","50","50","50","0","False","536","624","0","0","keep_current","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_038_std_26x24_dual.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_038_std_26x24_dual.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L142_hole_candidate_038_std_26x24_dual.asset","","","0","1","RhythmV5Front100_v12_final_review_only","inherited_from_original_template","review_only_no_resource_replacement",""
