"chokeClass","chokeScore","levelId","order","category","difficultyCode","sampleRole","chains","arrows","solved","processTier","avgChoices","choiceP80","maxChoices","remoteChokes","remoteScore","compositeBreakWindows","afterLocalFrontierBreaks","switchFrontierBreaks","choiceChokeWindows","meaningfulOptionRate","localOnlyRate","usefulTensionRate","flatConsequenceRate","branchDivergenceAvg","localRun","nearOuterRun","depFollowRun","sts","collapse","riskTags","assetPath","sourceFile"
"ChokeReview","21.588","sgp_rdcm_v2rp_r01_04_rfp52_t36","","","","","57","","","A","4.51","6","8","0","0","1","0","0","5","0","0","0","0","0","3","3","4","0.897","0.204","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2RepairPlan\sgp_rdcm_v2rp_r01_04_rfp52_t36.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_overlap_bundle_repair_trace1_review_v1_ranked.csv"
"ChokeReview","21.588","sgp_rdcm_v2rp_r01_06_t36","","","","","57","","","A","4.51","6","8","0","0","1","0","0","5","0","0","0","0","0","3","3","4","0.897","0.204","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2RepairPlan\sgp_rdcm_v2rp_r01_06_t36.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_repair_plan_trace1_review_v1_ranked.csv"
"ChokeSignalRisky","21.579","sgp_rdcm_v2_s03_04_t42","","","","","66","","True","B","5.03","7","9","0","0","0","0","1","3","0.411","0.111","0.127","0.524","4.778","5","5","4","0.881","0.194","flatConsequenceHigh","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s03_04_t42.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\sgp-rhythm-lab\Assets\ArrowMagic\SOData\Reports\SGPRhythmLab\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak2_metrics.csv"
"ChokeSignalRisky","21.579","sgp_rdcm_v2_s03_02_t42_c6","","","","","66","","True","B","5.03","7","9","0","0","0","0","1","3","0.411","0.111","0.127","0.524","4.778","5","5","4","0.881","0.194","flatConsequenceHigh","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s03_02_t42_c6.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\sgp-rhythm-lab\Assets\ArrowMagic\SOData\Reports\SGPRhythmLab\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak2_metrics.csv"
"ChokeSignalRisky","21.538","sgp_rdcm_v2_s03_07_c6","","","","","66","","True","B","5.02","7","9","0","0","0","0","1","3","0.409","0.111","0.143","0.54","4.794","4","4","4","0.881","0.196","flatConsequenceHigh","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s03_07_c6.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\sgp-rhythm-lab\Assets\ArrowMagic\SOData\Reports\SGPRhythmLab\sgp_pressure_read_demand_v1_choice_value_v2_review5_diag_metrics.csv"
"ChokeSignalRisky","21.204","sgp_rdcm_v2_s03_03_t42_c1","","","","","66","","True","B","5.03","7","9","0","0","0","0","1","3","0.408","0.127","0.127","0.524","4.736","5","5","4","0.881","0.194","flatConsequenceHigh","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s03_03_t42_c1.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\sgp-rhythm-lab\Assets\ArrowMagic\SOData\Reports\SGPRhythmLab\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak2_metrics.csv"
"ChokeSignalRisky","21.133","sgp_rdcm_v2_s03_08_c1","","","","","66","","True","B","5.02","7","9","0","0","0","0","1","3","0.405","0.127","0.143","0.54","4.71","4","4","4","0.881","0.196","flatConsequenceHigh","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s03_08_c1.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\sgp-rhythm-lab\Assets\ArrowMagic\SOData\Reports\SGPRhythmLab\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak2_metrics.csv"
"ChokeSignalRisky","20.546","campaign500_shape_psg_next10_tail9_02_L083_ballmouse","83","shape","2","shape_hard_mid","91","709","True","B","3.76","5","8","0","0","3","0","0","7","0","0","0","0","0","9","2","7","0.643","0.512","localRunHigh;depFollowHigh","F:\Unityproject\ArrowLevel-Hand\Exports\C5V5F100\U\Assets\ArrowMagic\SOData\Levels\Production\Campaign500ShapePsgNext10Tail9\campaign500_shape_psg_next10_tail9_02_L083_ballmouse.asset","F:\Unityproject\ArrowLevel-Hand\Exports\Campaign500_DesignPlanning_20260702\TraceV2Calibration30\campaign500_trace_v2_calibration30_metrics_partial20_joined_selection.csv"
"StrongChokeReview","20.366","sgp_pressure_read_demand_v1_pool50_16_sgp_pressure_hard_rect_read_demand_v1_pool50_dense_weave_b2_06","","","","","64","","True","B","4.77","6","8","0","0","0","0","0","0","0.581","0.065","0","0","5.631","5","3","4","0.917","0.145","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1Pool50\sgp_pressure_read_demand_v1_pool50_16_sgp_pressure_hard_rect_read_demand_v1_pool50_dense_weave_b2_06.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_pool50_smoke1_strict_review_keep.csv"
"StrongChokeReview","20.319","sgp_pressure_read_demand_v1_pool50_11_sgp_pressure_hard_rect_read_demand_v1_pool50_dense_weave_b2_01","","","","","67","","True","B","5.63","7","9","0","0","0","0","0","0","0.563","0.061","0","0","6.212","5","3","3","0.815","0.358","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1Pool50\sgp_pressure_read_demand_v1_pool50_11_sgp_pressure_hard_rect_read_demand_v1_pool50_dense_weave_b2_01.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_pool50_smoke1_strict_review_keep.csv"
"StrongChokeReview","19.774","sgp_pressure_read_demand_v1_pool50_14_sgp_pressure_hard_rect_read_demand_v1_pool50_core_burst_b2_04","","","","","66","","True","B","5.12","6","9","0","0","0","0","0","0","0.639","0.031","0","0","5.841","5","3","6","0.827","0.311","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1Pool50\sgp_pressure_read_demand_v1_pool50_14_sgp_pressure_hard_rect_read_demand_v1_pool50_core_burst_b2_04.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_pool50_smoke1_strict_review_keep.csv"
"ChokeReview","19.58","sgp_rdcm_v2rp_r02_02_c50","","","","","63","","","B","4.38","6","7","0","0","1","0","0","4","0","0","0","0","0","5","3","4","0.895","0.122","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2RepairPlan\sgp_rdcm_v2rp_r02_02_c50.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_repair_plan_trace1_review_v1_ranked.csv"
"ChokeReview","19.559","seed_Arrowz_level_035_holeblock_multiseed_final","2","hole","1","hole_theme_control","22","130","True","B","3.73","5","6","1","0","0","0","0","2","0","0","0","0","0","4","4","3","0.855","0.055","","F:\Unityproject\ArrowLevel-Hand\Exports\C5V5F100\U\Assets\ArrowMagic\SOData\Levels\Production\HoleMask\Early\hole_early_16x18_standard_r01_seed_Arrowz_level_035_20260611_143152.asset","F:\Unityproject\ArrowLevel-Hand\Exports\Campaign500_DesignPlanning_20260702\TraceV2Calibration30\campaign500_trace_v2_calibration30_metrics_partial20_joined_selection.csv"
"ChokeReview","19.52","sgp_rdcm_v2_s02_06_c61_c16","","","","","63","","","B","4.44","6","8","0","0","1","0","0","4","0","0","0","0","0","5","3","4","0.88","0.199","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s02_06_c61_c16.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_localbreak3_review_v1_ranked.csv"
"ChokeReview","19.52","sgp_rdcm_v2_s02_03_c61_c16","","","","","63","","","B","4.44","6","8","0","0","1","0","0","4","0","0","0","0","0","5","3","4","0.88","0.199","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s02_03_c61_c16.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeReview","19.52","sgp_rdcm_v2rp_r02_01_c61","","","","","63","","","B","4.44","6","8","0","0","1","0","0","4","0","0","0","0","0","5","3","4","0.88","0.199","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2RepairPlan\sgp_rdcm_v2rp_r02_01_c61.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_repair_plan_trace1_review_v1_ranked.csv"
"ChokeSignalRisky","19.314","sgp_rdcm_v2_s03_10_t42_c14","","","","","66","","True","B","4.94","7","9","0","0","0","0","0","3","0.418","0.111","0.143","0.46","4.759","5","5","4","0.873","0.211","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s03_10_t42_c14.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\sgp-rhythm-lab\Assets\ArrowMagic\SOData\Reports\SGPRhythmLab\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak2_metrics.csv"
"ChokeSignalRisky","19.172","sgp_rdcm_v2_s04_05_t15","","","","","","","","B","4.7","6","8","0","0","0","0","0","0","0.429","0.097","0.161","0.419","5.304","6","4","5","0","0","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_05_t15.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choice_value_v2_review_ranked.csv"
"ChokeSignalRisky","18.9","nutation_longchain_candidate80_holefix_s2_v1_47_nutation_longchain_patch_v1_rect_c80hf2_12_d3_maze_patch","96","normal","4","longchain_extreme","121","1155","True","B","6.77","8","11","2","0","1","0","0","1","0","0","0","0","0","6","4","6","0.859","0.183","choicePeakHigh","F:\Unityproject\ArrowLevel-Hand\Exports\C5V5F100\U\Assets\ArrowMagic\SOData\Levels\DirectProcedural\NutationLongChainCandidate80HolefixS2V1\nutation_longchain_candidate80_holefix_s2_v1_47_nutation_longchain_patch_v1_rect_c80hf2_12_d3_maze_patch.asset","F:\Unityproject\ArrowLevel-Hand\Exports\Campaign500_DesignPlanning_20260702\TraceV2Calibration30\campaign500_trace_v2_calibration30_metrics_partial20_joined_selection.csv"
"ChokeSignalRisky","18.111","rdsb_07_sgp_pressure_hard_rect_read_demand_v1_scheduled_break_sb_lbb","","","","","66","","True","A","6.08","8","11","1","0.542","0","0","0","2","0.269","0.169","0.092","0.4","4.675","3","1","5","0.923","0.046","choicePeakHigh","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening-runner\Assets\ArrowMagic\SOData\Levels\DirectProcedural\RDSB\rdsb_07_sgp_pressure_hard_rect_read_demand_v1_scheduled_break_sb_lbb.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\sgp-rhythm-lab\Assets\ArrowMagic\SOData\Reports\SGPRhythmLab\sgp_pressure_read_demand_v1_scheduled_break_smoke1_metrics.csv"
"WeakOrNoChoke","17.382","sgp_rdcm_v2_s02_06_t40","","","","","","","","B","5.11","6","8","0","0","0","0","0","0","0.393","0.065","0.032","0.419","4.946","5","3","3","0","0","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s02_06_t40.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choice_value_v2_review_ranked.csv"
"WeakOrNoChoke","17.055","sgp_rdcm_v2_s02_02_c61","","","","","63","","True","B","4.98","6","9","0","0","0","0","0","2","0.396","0.066","0.016","0.426","5.075","5","4","3","0.826","0.248","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s02_02_c61.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\sgp-rhythm-lab\Assets\ArrowMagic\SOData\Reports\SGPRhythmLab\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak2_metrics.csv"
"WeakOrNoChoke","16.773","sgp_rdcm_v2_s02_04_t3","","","","","63","","True","A","5.11","6","8","0","0","0","0","0","2","0.38","0.065","0.032","0.452","4.893","3","3","3","0.868","0.158","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s02_04_t3.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\sgp-rhythm-lab\Assets\ArrowMagic\SOData\Reports\SGPRhythmLab\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak2_metrics.csv"
"WeakOrNoChoke","16.476","sgp_rdcm_v2_s02_05_t8","","","","","63","","True","B","5.13","6","8","0","0","0","0","0","2","0.37","0.081","0.032","0.452","5.027","5","3","3","0.868","0.16","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s02_05_t8.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\sgp-rhythm-lab\Assets\ArrowMagic\SOData\Reports\SGPRhythmLab\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak2_metrics.csv"
"WeakOrNoChoke","16.214","sgp_pressure_read_demand_v1_pool50_26_sgp_pressure_hard_rect_read_demand_v1_pool50_maze_long_chain_b3_06","","","","","63","","True","B","5.13","6","8","0","0","0","0","0","0","0.386","0.065","0","0","5.013","5","3","3","0.848","0.175","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1Pool50\sgp_pressure_read_demand_v1_pool50_26_sgp_pressure_hard_rect_read_demand_v1_pool50_maze_long_chain_b3_06.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_pool50_smoke1_strict_review_keep.csv"
"ChokeSignalRisky","16.211","sgp_rdcm_v2_s04_01_t51_t15","","","","","","","","B","4.7","6","8","0","0","0","0","0","0","0.432","0.097","0.113","0.419","5.082","6","4","5","0","0","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_01_t51_t15.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choice_value_v2_review_ranked.csv"
"ChokeReview","16.064","sgp_rdcm_v2_s03_06_t42_c5","","","","","","","","A","4.92","7","9","1","0.383","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s03_06_t42_c5.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_break_wrapper_smoke2_remote_metrics_ranked.csv"
"ChokeReview","15.684","sgp_rdcm_v2_s04_08_c51","","","","","64","","","B","4.73","6","8","0","0","1","0","0","2","0","0","0","0","0","5","3","4","0.921","0.147","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_08_c51.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_localbreak1_review_v1_ranked.csv"
"ChokeReview","15.684","sgp_rdcm_v2_s04_06_c51","","","","","64","","","B","4.73","6","8","0","0","1","0","0","2","0","0","0","0","0","5","3","4","0.921","0.147","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_06_c51.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_residual2_review_v1_ranked.csv"
"ChokeReview","15.676","sgp_rdcm_v2_s04_03_c54","","","","","64","","","A","4.58","6","8","0","0","1","0","0","2","0","0","0","0","0","4","3","5","0.919","0.151","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_03_c54.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_localbreak1_review_v1_ranked.csv"
"ChokeReview","15.676","sgp_rdcm_v2_s04_09_c54","","","","","64","","","A","4.58","6","8","0","0","1","0","0","2","0","0","0","0","0","4","3","5","0.919","0.151","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_09_c54.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeReview","15.676","sgp_rdcm_v2_s04_02_c54","","","","","64","","","A","4.58","6","8","0","0","1","0","0","2","0","0","0","0","0","4","3","5","0.919","0.151","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_02_c54.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_residual2_review_v1_ranked.csv"
"ChokeReview","15.668","sgp_rdcm_v2_s04_04_t51_t48","","","","","64","","","B","4.86","6","8","0","0","1","0","0","2","0","0","0","0","0","5","3","4","0.917","0.145","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_04_t51_t48.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeReview","15.668","sgp_rdcm_v2_s04_04_t51","","","","","64","","","B","4.77","6","8","0","0","1","0","0","2","0","0","0","0","0","5","3","4","0.917","0.145","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_04_t51.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_localbreak1_review_v1_ranked.csv"
"ChokeReview","15.668","sgp_rdcm_v2_s04_03_t51_t48","","","","","64","","","B","4.86","6","8","0","0","1","0","0","2","0","0","0","0","0","5","3","4","0.917","0.145","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_03_t51_t48.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_residual2_review_v1_ranked.csv"
"ChokeReview","15.668","sgp_rdcm_v2_s04_07_t51","","","","","64","","","B","4.77","6","8","0","0","1","0","0","2","0","0","0","0","0","5","3","4","0.917","0.145","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_07_t51.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_residual2_review_v1_review_keep.csv"
"ChokeReview","15.668","sgp_rdcm_v2_s04_05_t51","","","","","64","","","B","4.77","6","8","0","0","1","0","0","2","0","0","0","0","0","5","3","4","0.917","0.145","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_05_t51.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_review_keep.csv"
"ChokeReview","15.612","sgp_rdcm_v2_s04_06_t51_t12","","","","","64","","","B","4.77","6","8","0","0","1","0","0","2","0","0","0","0","0","5","3","4","0.903","0.145","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_06_t51_t12.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeReview","15.612","sgp_rdcm_v2_s04_05_t51_t12","","","","","64","","","B","4.77","6","8","0","0","1","0","0","2","0","0","0","0","0","5","3","4","0.903","0.145","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_05_t51_t12.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_localbreak1_review_v1_ranked.csv"
"ChokeReview","15.612","sgp_rdcm_v2_s04_08_t51_t12","","","","","64","","","B","4.77","6","8","0","0","1","0","0","2","0","0","0","0","0","5","3","4","0.903","0.145","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_08_t51_t12.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_residual2_review_v1_ranked.csv"
"ChokeReview","15.597","tutorial_simple_01_hi","1","normal","1","front20_control","6","21","True","A","2.33","3","4","0","0","1","0","0","1","0","0","0","0","0","3","3","1","0.866","0.097","","F:\Unityproject\ArrowLevel-Hand\Exports\C5V5F100\U\Assets\ArrowMagic\SOData\Levels\LevelImportV1\TutorialSimple\tutorial_simple_01_hi.asset","F:\Unityproject\ArrowLevel-Hand\Exports\Campaign500_DesignPlanning_20260702\TraceV2Calibration30\campaign500_trace_v2_calibration30_metrics_partial20_joined_selection.csv"
"ChokeReview","15.552","sgp_rdcm_v2rp_r04_05_c30_h45n515","","","","","65","","","B","4.08","5","7","0","0","1","0","0","4","0","0","0","0","0","6","4","5","0.888","0.228","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2RepairPlan\sgp_rdcm_v2rp_r04_05_c30_h45n515.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_repair_plan_trace1_review_v1_ranked.csv"
"ChokeReview","15.552","sgp_rdcm_v2rp_r04_04_t45_c30","","","","","65","","","B","4.08","5","7","0","0","1","0","0","4","0","0","0","0","0","6","4","5","0.888","0.228","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2RepairPlan\sgp_rdcm_v2rp_r04_04_t45_c30.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_repair_plan_trace1_review_v1_ranked.csv"
"ChokeReview","15.548","sgp_rdcm_v2rp_r04_06_t45","","","","","65","","","B","4","5","7","0","0","1","0","0","4","0","0","0","0","0","6","4","5","0.887","0.23","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2RepairPlan\sgp_rdcm_v2rp_r04_06_t45.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_repair_plan_trace1_review_v1_ranked.csv"
