"chokeClass","chokeScore","levelId","order","category","difficultyCode","sampleRole","chains","arrows","solved","processTier","avgChoices","choiceP80","maxChoices","remoteChokes","remoteScore","compositeBreakWindows","afterLocalFrontierBreaks","switchFrontierBreaks","choiceChokeWindows","meaningfulOptionRate","localOnlyRate","usefulTensionRate","flatConsequenceRate","branchDivergenceAvg","localRun","nearOuterRun","depFollowRun","sts","collapse","riskTags","assetPath","sourceFile"
"ChokeReview","19.52","sgp_rdcm_v2_s02_06_c61_c16","","","","","63","","","B","4.44","6","8","0","0","1","0","0","4","0","0","0","0","0","5","3","4","0.88","0.199","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s02_06_c61_c16.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_localbreak3_review_v1_ranked.csv"
"ChokeReview","19.52","sgp_rdcm_v2_s02_03_c61_c16","","","","","63","","","B","4.44","6","8","0","0","1","0","0","4","0","0","0","0","0","5","3","4","0.88","0.199","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s02_03_c61_c16.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeReview","19.52","sgp_rdcm_v2rp_r02_01_c61","","","","","63","","","B","4.44","6","8","0","0","1","0","0","4","0","0","0","0","0","5","3","4","0.88","0.199","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2RepairPlan\sgp_rdcm_v2rp_r02_01_c61.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_repair_plan_trace1_review_v1_ranked.csv"
"ChokeReview","16.064","sgp_rdcm_v2_s03_06_t42_c5","","","","","","","","A","4.92","7","9","1","0.383","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s03_06_t42_c5.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_break_wrapper_smoke2_remote_metrics_ranked.csv"
"ChokeReview","15.684","sgp_rdcm_v2_s04_08_c51","","","","","64","","","B","4.73","6","8","0","0","1","0","0","2","0","0","0","0","0","5","3","4","0.921","0.147","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_08_c51.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_localbreak1_review_v1_ranked.csv"
"ChokeReview","15.684","sgp_rdcm_v2_s04_06_c51","","","","","64","","","B","4.73","6","8","0","0","1","0","0","2","0","0","0","0","0","5","3","4","0.921","0.147","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_06_c51.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_residual2_review_v1_ranked.csv"
"ChokeReview","15.676","sgp_rdcm_v2_s04_03_c54","","","","","64","","","A","4.58","6","8","0","0","1","0","0","2","0","0","0","0","0","4","3","5","0.919","0.151","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_03_c54.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_localbreak1_review_v1_ranked.csv"
"ChokeReview","15.676","sgp_rdcm_v2_s04_09_c54","","","","","64","","","A","4.58","6","8","0","0","1","0","0","2","0","0","0","0","0","4","3","5","0.919","0.151","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_09_c54.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeReview","15.676","sgp_rdcm_v2_s04_02_c54","","","","","64","","","A","4.58","6","8","0","0","1","0","0","2","0","0","0","0","0","4","3","5","0.919","0.151","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_02_c54.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_residual2_review_v1_ranked.csv"
"ChokeReview","15.668","sgp_rdcm_v2_s04_04_t51_t48","","","","","64","","","B","4.86","6","8","0","0","1","0","0","2","0","0","0","0","0","5","3","4","0.917","0.145","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_04_t51_t48.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeReview","15.668","sgp_rdcm_v2_s04_04_t51","","","","","64","","","B","4.77","6","8","0","0","1","0","0","2","0","0","0","0","0","5","3","4","0.917","0.145","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_04_t51.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_localbreak1_review_v1_ranked.csv"
"ChokeReview","15.668","sgp_rdcm_v2_s04_03_t51_t48","","","","","64","","","B","4.86","6","8","0","0","1","0","0","2","0","0","0","0","0","5","3","4","0.917","0.145","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_03_t51_t48.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_residual2_review_v1_ranked.csv"
"ChokeReview","15.668","sgp_rdcm_v2_s04_07_t51","","","","","64","","","B","4.77","6","8","0","0","1","0","0","2","0","0","0","0","0","5","3","4","0.917","0.145","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_07_t51.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_residual2_review_v1_review_keep.csv"
"ChokeReview","15.668","sgp_rdcm_v2_s04_05_t51","","","","","64","","","B","4.77","6","8","0","0","1","0","0","2","0","0","0","0","0","5","3","4","0.917","0.145","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_05_t51.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_review_keep.csv"
"ChokeReview","15.612","sgp_rdcm_v2_s04_06_t51_t12","","","","","64","","","B","4.77","6","8","0","0","1","0","0","2","0","0","0","0","0","5","3","4","0.903","0.145","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_06_t51_t12.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeReview","15.612","sgp_rdcm_v2_s04_05_t51_t12","","","","","64","","","B","4.77","6","8","0","0","1","0","0","2","0","0","0","0","0","5","3","4","0.903","0.145","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_05_t51_t12.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_localbreak1_review_v1_ranked.csv"
"ChokeReview","15.612","sgp_rdcm_v2_s04_08_t51_t12","","","","","64","","","B","4.77","6","8","0","0","1","0","0","2","0","0","0","0","0","5","3","4","0.903","0.145","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s04_08_t51_t12.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_residual2_review_v1_ranked.csv"
"ChokeReview","15.597","tutorial_simple_01_hi","1","normal","1","front20_control","6","21","True","A","2.33","3","4","0","0","1","0","0","1","0","0","0","0","0","3","3","1","0.866","0.097","","F:\Unityproject\ArrowLevel-Hand\Exports\C5V5F100\U\Assets\ArrowMagic\SOData\Levels\LevelImportV1\TutorialSimple\tutorial_simple_01_hi.asset","F:\Unityproject\ArrowLevel-Hand\Exports\Campaign500_DesignPlanning_20260702\TraceV2Calibration30\campaign500_trace_v2_calibration30_metrics_partial20_joined_selection.csv"
"ChokeReview","15.552","sgp_rdcm_v2rp_r04_05_c30_h45n515","","","","","65","","","B","4.08","5","7","0","0","1","0","0","4","0","0","0","0","0","6","4","5","0.888","0.228","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2RepairPlan\sgp_rdcm_v2rp_r04_05_c30_h45n515.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_repair_plan_trace1_review_v1_ranked.csv"
"ChokeReview","15.552","sgp_rdcm_v2rp_r04_04_t45_c30","","","","","65","","","B","4.08","5","7","0","0","1","0","0","4","0","0","0","0","0","6","4","5","0.888","0.228","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2RepairPlan\sgp_rdcm_v2rp_r04_04_t45_c30.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_repair_plan_trace1_review_v1_ranked.csv"
"ChokeReview","15.548","sgp_rdcm_v2rp_r04_06_t45","","","","","65","","","B","4","5","7","0","0","1","0","0","4","0","0","0","0","0","6","4","5","0.887","0.23","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2RepairPlan\sgp_rdcm_v2rp_r04_06_t45.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_repair_plan_trace1_review_v1_ranked.csv"
"ChokeReview","15.548","sgp_rdcm_v2_s05_05_t34_t26","","","","","65","","","B","4","5","7","0","0","1","0","0","4","0","0","0","0","0","6","4","5","0.887","0.23","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s05_05_t34_t26.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeReview","15.548","sgp_rdcm_v2_s05_16_t26","","","","","65","","","B","4","5","7","0","0","1","0","0","4","0","0","0","0","0","6","4","5","0.887","0.213","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s05_16_t26.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeReview","15.544","sgp_rdcm_v2rp_r04_02_t45_c24","","","","","65","","","B","3.94","5","7","0","0","1","0","0","4","0","0","0","0","0","6","4","5","0.886","0.23","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2RepairPlan\sgp_rdcm_v2rp_r04_02_t45_c24.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_repair_plan_trace1_review_v1_ranked.csv"
"ChokeReview","15.544","sgp_rdcm_v2rp_r05_03_t45_c24","","","","","65","","","B","3.94","5","7","0","0","1","0","0","4","0","0","0","0","0","6","4","5","0.886","0.23","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2RepairPlan\sgp_rdcm_v2rp_r05_03_t45_c24.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_overlap_bundle_repair_trace1_review_v1_ranked.csv"
"ChokeReview","15.432","sgp_rdcm_v2_s05_02_t26_t45","","","","","65","","","B","4.02","5","7","0","0","1","0","0","4","0","0","0","0","0","6","4","5","0.858","0.23","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s05_02_t26_t45.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_localbreak3_review_v1_ranked.csv"
"ChokeReview","15.408","sgp_rdcm_v2rp_r04_03_c30","","","","","65","","","B","4.09","5","7","0","0","1","0","0","4","0","0","0","0","0","6","4","5","0.852","0.245","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2RepairPlan\sgp_rdcm_v2rp_r04_03_c30.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_repair_plan_trace1_review_v1_ranked.csv"
"ChokeReview","15.408","sgp_rdcm_v2rp_r05_04_rfp13_c30","","","","","65","","","B","4.09","5","7","0","0","1","0","0","4","0","0","0","0","0","6","4","5","0.852","0.245","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2RepairPlan\sgp_rdcm_v2rp_r05_04_rfp13_c30.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_overlap_bundle_repair_trace1_review_v1_ranked.csv"
"ChokeReview","15.408","sgp_rdcm_v2rp_r05_06_c30","","","","","65","","","B","4.09","5","7","0","0","1","0","0","4","0","0","0","0","0","6","4","5","0.852","0.245","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2RepairPlan\sgp_rdcm_v2rp_r05_06_c30.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_overlap_bundle_repair_trace1_review_v1_ranked.csv"
"ChokeReview","15.404","sgp_rdcm_v2rp_r05_05_rfp13","","","","","65","","","B","4.02","5","7","0","0","1","0","0","4","0","0","0","0","0","6","4","5","0.851","0.247","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2RepairPlan\sgp_rdcm_v2rp_r05_05_rfp13.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_overlap_bundle_repair_trace1_review_v1_ranked.csv"
"ChokeReview","15.404","sgp_rdcm_v2_s05_01_t34_t26_t45","","","","","65","","","B","4.02","5","7","0","0","1","0","0","4","0","0","0","0","0","6","4","5","0.851","0.247","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s05_01_t34_t26_t45.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_localbreak3_review_v1_ranked.csv"
"ChokeReview","15.404","sgp_rdcm_v2_s05_08_t34_t26_t45","","","","","65","","","B","4.02","5","7","0","0","1","0","0","4","0","0","0","0","0","6","4","5","0.851","0.247","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s05_08_t34_t26_t45.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeReview","15.4","sgp_rdcm_v2rp_r05_02_c24","","","","","65","","","B","3.95","5","7","0","0","1","0","0","4","0","0","0","0","0","6","4","5","0.85","0.247","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2RepairPlan\sgp_rdcm_v2rp_r05_02_c24.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_overlap_bundle_repair_trace1_review_v1_ranked.csv"
"ChokeReview","15.4","sgp_rdcm_v2rp_r04_01_c24","","","","","65","","","B","3.95","5","7","0","0","1","0","0","4","0","0","0","0","0","6","4","5","0.85","0.247","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2RepairPlan\sgp_rdcm_v2rp_r04_01_c24.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_repair_plan_trace1_review_v1_ranked.csv"
"ChokeReview","15.4","sgp_rdcm_v2rp_r05_01_rfp13_c24","","","","","65","","","B","3.95","5","7","0","0","1","0","0","4","0","0","0","0","0","6","4","5","0.85","0.247","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2RepairPlan\sgp_rdcm_v2rp_r05_01_rfp13_c24.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_overlap_bundle_repair_trace1_review_v1_ranked.csv"
"ChokeReview","15.294","campaign500_normal_full_v1_s01_s13_123_nutation_flow_rail_v1_rect_s11_o102_v02_flowrail_rail_chain","10","normal","2","first_hard_quiz","38","430","True","B","4.79","6","8","1","0","0","0","0","2","0","0","0","0","0","6","3","4","0.878","0.163","","F:\Unityproject\ArrowLevel-Hand\Exports\C5V5F100\U\Assets\ArrowMagic\SOData\Levels\Campaign500NormalFullV1\s01_s13\campaign500_normal_full_v1_s01_s13_123_nutation_flow_rail_v1_rect_s11_o102_v02_flowrail_rail_chain.asset","F:\Unityproject\ArrowLevel-Hand\Exports\Campaign500_DesignPlanning_20260702\TraceV2Calibration30\campaign500_trace_v2_calibration30_metrics_partial20_joined_selection.csv"
"ChokeReview","14.508","sgp_rdcm_v2_s05_02_t34_c3","","","","","65","","True","B","4.98","7","10","0","0","0","0","0","3","0.554","0.048","0.065","0.355","5.298","6","4","4","0.9","0.2","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s05_02_t34_c3.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\sgp-rhythm-lab\Assets\ArrowMagic\SOData\Reports\SGPRhythmLab\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak2_metrics.csv"
"ChokeReview","14.508","sgp_rdcm_v2_s05_04_t34","","","","","65","","True","B","4.98","7","10","0","0","0","0","0","3","0.554","0.048","0.065","0.355","5.298","6","4","4","0.9","0.2","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s05_04_t34.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\sgp-rhythm-lab\Assets\ArrowMagic\SOData\Reports\SGPRhythmLab\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak2_metrics.csv"
"ChokeReview","14.472","sgp_rdcm_v2_s05_06_c20","","","","","65","","True","B","4.98","7","10","0","0","0","0","0","3","0.554","0.048","0.065","0.355","5.297","6","4","4","0.902","0.2","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s05_06_c20.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\sgp-rhythm-lab\Assets\ArrowMagic\SOData\Reports\SGPRhythmLab\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak2_metrics.csv"
"ChokeReview","14.472","sgp_rdcm_v2_s05_08_c3","","","","","65","","True","B","4.98","7","10","0","0","0","0","0","3","0.554","0.048","0.065","0.355","5.297","6","4","4","0.902","0.2","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s05_08_c3.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\sgp-rhythm-lab\Assets\ArrowMagic\SOData\Reports\SGPRhythmLab\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak2_metrics.csv"
"ChokeReview","14.472","sgp_rdcm_v2_s05_07_c19","","","","","65","","True","B","4.98","7","10","0","0","0","0","0","3","0.554","0.048","0.065","0.355","5.297","6","4","4","0.902","0.2","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s05_07_c19.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\sgp-rhythm-lab\Assets\ArrowMagic\SOData\Reports\SGPRhythmLab\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak2_metrics.csv"
"ChokeReview","13.604","sgp_rdcm_v2_s05_14_c30","","","","","65","","","B","4.78","7","9","0","0","1","0","0","3","0","0","0","0","0","6","4","4","0.901","0.2","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s05_14_c30.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeReview","13.476","sgp_rdcm_v2_s05_10_t45","","","","","65","","","B","4.83","6","9","0","0","1","0","0","3","0","0","0","0","0","6","4","4","0.869","0.217","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s05_10_t45.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_residual2_review_v1_ranked.csv"
"ChokeReview","13.468","sgp_rdcm_v2_s05_07_t34_t45","","","","","65","","","B","4.83","6","9","0","0","1","0","0","3","0","0","0","0","0","6","4","4","0.867","0.217","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s05_07_t34_t45.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak5_composite_review_v1_srcapped4_ranked.csv"
"ChokeReview","13.468","sgp_rdcm_v2_s05_08_t34_t45","","","","","65","","","B","4.83","6","9","0","0","1","0","0","3","0","0","0","0","0","6","4","4","0.867","0.217","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s05_08_t34_t45.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_choke_mutation_v2_residual2_review_v1_review_keep.csv"
"ChokeReview","13.408","sgp_rdcm_v2_s05_03_t34_c14","","","","","65","","True","B","4.88","7","10","0","0","0","0","0","3","0.573","0.048","0.065","0.484","4.977","6","4","4","0.902","0.2","","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1ChokeMutationV2\sgp_rdcm_v2_s05_03_t34_c14.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\sgp-rhythm-lab\Assets\ArrowMagic\SOData\Reports\SGPRhythmLab\sgp_pressure_read_demand_v1_choke_mutation_v2_drainbreak2_metrics.csv"
