status,batch,order,variant,icon,theme,levelPath,reason
accepted,maskonlyb04,15,large,medal,Object,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_15_large_medal_20260615_154623.asset,
accepted,maskonlyb04,16,compact,phonehandset,Object,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_16_compact_phonehandset_20260615_154624.asset,
accepted,maskonlyb04,16,main,phonehandset,Object,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_16_main_phonehandset_20260615_154638.asset,
accepted,maskonlyb04,16,large,phonehandset,Object,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_16_large_phonehandset_20260615_154659.asset,
accepted,maskonlyb04,17,compact,skateboard,Sport,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_17_compact_skateboard_20260615_154659.asset,
accepted,maskonlyb04,17,main,skateboard,Sport,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_17_main_skateboard_20260615_154700.asset,
accepted,maskonlyb04,17,large,skateboard,Sport,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_17_large_skateboard_20260615_154706.asset,
accepted,maskonlyb04,18,compact,television,Digital,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_18_compact_television_20260615_154706.asset,
accepted,maskonlyb04,18,main,television,Digital,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_18_main_television_20260615_154707.asset,
accepted,maskonlyb04,18,large,television,Digital,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_18_large_television_20260615_154709.asset,
accepted,maskonlyb04,19,compact,tent,Outdoor,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_19_compact_tent_20260615_154709.asset,
accepted,maskonlyb04,19,main,tent,Outdoor,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_19_main_tent_20260615_154710.asset,
accepted,maskonlyb04,19,large,tent,Outdoor,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_19_large_tent_20260615_154710.asset,
accepted,maskonlyb04,20,compact,trafficcone,Object,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_20_compact_trafficcone_20260615_154711.asset,
accepted,maskonlyb04,20,main,trafficcone,Object,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_20_main_trafficcone_20260615_154711.asset,
accepted,maskonlyb04,20,large,trafficcone,Object,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb04_20_large_trafficcone_20260615_154714.asset,
accepted,maskonlyb05,01,compact,artistpalette,Art,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_01_compact_artistpalette_20260615_190222.asset,
accepted,maskonlyb05,01,main,artistpalette,Art,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_01_main_artistpalette_20260615_190223.asset,
accepted,maskonlyb05,01,large,artistpalette,Art,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_01_large_artistpalette_20260615_190225.asset,
accepted,maskonlyb05,02,compact,boot,Fashion,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_02_compact_boot_20260615_190225.asset,
accepted,maskonlyb05,02,main,boot,Fashion,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_02_main_boot_20260615_190226.asset,
accepted,maskonlyb05,02,large,boot,Fashion,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_02_large_boot_20260615_190509.asset,
accepted,maskonlyb05,03,compact,bowlingpin,Sport,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_03_compact_bowlingpin_20260615_190510.asset,
accepted,maskonlyb05,03,main,bowlingpin,Sport,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_03_main_bowlingpin_20260615_190510.asset,
accepted,maskonlyb05,03,large,bowlingpin,Sport,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_03_large_bowlingpin_20260615_190512.asset,
accepted,maskonlyb05,04,compact,cherries,Food,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_04_compact_cherries_20260615_190512.asset,
accepted,maskonlyb05,04,main,cherries,Food,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_04_main_cherries_20260615_190513.asset,
accepted,maskonlyb05,04,large,cherries,Food,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_04_large_cherries_20260615_190514.asset,
accepted,maskonlyb05,05,compact,donut,Food,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_05_compact_donut_20260615_190515.asset,
accepted,maskonlyb05,05,main,donut,Food,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_05_main_donut_20260615_190516.asset,
accepted,maskonlyb05,05,large,donut,Food,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_05_large_donut_20260615_190517.asset,
accepted,maskonlyb05,06,compact,dumbbell,Sport,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_06_compact_dumbbell_20260615_190518.asset,
accepted,maskonlyb05,06,main,dumbbell,Sport,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_06_main_dumbbell_20260615_190519.asset,
accepted,maskonlyb05,06,large,dumbbell,Sport,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_06_large_dumbbell_20260615_190523.asset,
accepted,maskonlyb05,07,compact,glove,Fashion,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_07_compact_glove_20260615_190523.asset,
accepted,maskonlyb05,07,main,glove,Fashion,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_07_main_glove_20260615_190525.asset,
accepted,maskonlyb05,07,large,glove,Fashion,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_07_large_glove_20260615_190527.asset,
accepted,maskonlyb05,08,compact,hammer,Tool,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_08_compact_hammer_20260615_190527.asset,
accepted,maskonlyb05,08,main,hammer,Tool,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_08_main_hammer_20260615_190528.asset,
accepted,maskonlyb05,08,large,hammer,Tool,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_08_large_hammer_20260615_190535.asset,
accepted,maskonlyb05,09,compact,headphones,Music,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_09_compact_headphones_20260615_190536.asset,
accepted,maskonlyb05,09,main,headphones,Music,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_09_main_headphones_20260615_190536.asset,
accepted,maskonlyb05,09,large,headphones,Music,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_09_large_headphones_20260615_190538.asset,
accepted,maskonlyb05,10,compact,microphone,Music,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_10_compact_microphone_20260615_190538.asset,
accepted,maskonlyb05,10,main,microphone,Music,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_10_main_microphone_20260615_190539.asset,
accepted,maskonlyb05,10,large,microphone,Music,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_10_large_microphone_20260615_190540.asset,
accepted,maskonlyb05,11,compact,mug,Food,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_11_compact_mug_20260615_190541.asset,
accepted,maskonlyb05,11,main,mug,Food,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_11_main_mug_20260615_190542.asset,
accepted,maskonlyb05,11,large,mug,Food,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_11_large_mug_20260615_190829.asset,
accepted,maskonlyb05,12,compact,paintbrush,Art,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_12_compact_paintbrush_20260615_190829.asset,
accepted,maskonlyb05,12,main,paintbrush,Art,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_12_main_paintbrush_20260615_190844.asset,
accepted,maskonlyb05,12,large,paintbrush,Art,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_12_large_paintbrush_20260615_190905.asset,
accepted,maskonlyb05,13,compact,pear,Food,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_13_compact_pear_20260615_190906.asset,
accepted,maskonlyb05,13,main,pear,Food,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_13_main_pear_20260615_190907.asset,
accepted,maskonlyb05,13,large,pear,Food,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_13_large_pear_20260615_190908.asset,
accepted,maskonlyb05,14,compact,pencil,Stationery,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_14_compact_pencil_20260615_190909.asset,
accepted,maskonlyb05,14,main,pencil,Stationery,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_14_main_pencil_20260615_190922.asset,
accepted,maskonlyb05,14,large,pencil,Stationery,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_14_large_pencil_20260615_191022.asset,
accepted,maskonlyb05,15,compact,pretzel,Food,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_15_compact_pretzel_20260615_191023.asset,
accepted,maskonlyb05,15,main,pretzel,Food,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_15_main_pretzel_20260615_191024.asset,
accepted,maskonlyb05,15,large,pretzel,Food,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_15_large_pretzel_20260615_191026.asset,
accepted,maskonlyb05,16,compact,ring,Fashion,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_16_compact_ring_20260615_191026.asset,
accepted,maskonlyb05,16,main,ring,Fashion,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_16_main_ring_20260615_191027.asset,
accepted,maskonlyb05,16,large,ring,Fashion,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_16_large_ring_20260615_191033.asset,
accepted,maskonlyb05,17,compact,sunglasses,Fashion,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_17_compact_sunglasses_20260615_191034.asset,
accepted,maskonlyb05,17,main,sunglasses,Fashion,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_17_main_sunglasses_20260615_191034.asset,
accepted,maskonlyb05,17,large,sunglasses,Fashion,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_17_large_sunglasses_20260615_191035.asset,
accepted,maskonlyb05,18,compact,teapot,Food,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_18_compact_teapot_20260615_191035.asset,
accepted,maskonlyb05,18,main,teapot,Food,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_18_main_teapot_20260615_191036.asset,
accepted,maskonlyb05,18,large,teapot,Food,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_18_large_teapot_20260615_191041.asset,
accepted,maskonlyb05,19,compact,watermelonslice,Food,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_19_compact_watermelonslice_20260615_191041.asset,
accepted,maskonlyb05,19,main,watermelonslice,Food,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_19_main_watermelonslice_20260615_191042.asset,
accepted,maskonlyb05,19,large,watermelonslice,Food,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_19_large_watermelonslice_20260615_191043.asset,
accepted,maskonlyb05,20,compact,wrench,Tool,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_20_compact_wrench_20260615_191044.asset,
accepted,maskonlyb05,20,main,wrench,Tool,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_20_main_wrench_20260615_191054.asset,
accepted,maskonlyb05,20,large,wrench,Tool,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb05_20_large_wrench_20260615_191106.asset,
accepted,maskonlyb06,01,compact,brickcellphone,Nostalgia,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_01_compact_brickcellphone_20260615_223124.asset,
accepted,maskonlyb06,01,main,brickcellphone,Nostalgia,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_01_main_brickcellphone_20260615_223126.asset,
accepted,maskonlyb06,01,large,brickcellphone,Nostalgia,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_01_large_brickcellphone_20260615_223127.asset,
accepted,maskonlyb06,02,compact,pager,Nostalgia,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_02_compact_pager_20260615_223128.asset,
accepted,maskonlyb06,02,main,pager,Nostalgia,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_02_main_pager_20260615_223129.asset,
accepted,maskonlyb06,02,large,pager,Nostalgia,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_02_large_pager_20260615_223130.asset,
accepted,maskonlyb06,03,compact,boombox,Nostalgia,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_03_compact_boombox_20260615_223131.asset,
accepted,maskonlyb06,03,main,boombox,Nostalgia,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_03_main_boombox_20260615_223133.asset,
accepted,maskonlyb06,03,large,boombox,Nostalgia,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_03_large_boombox_20260615_223135.asset,
accepted,maskonlyb06,04,compact,arcadecabinet,Nostalgia,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_04_compact_arcadecabinet_20260615_223136.asset,
accepted,maskonlyb06,04,main,arcadecabinet,Nostalgia,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_04_main_arcadecabinet_20260615_223139.asset,
accepted,maskonlyb06,04,large,arcadecabinet,Nostalgia,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_04_large_arcadecabinet_20260615_223641.asset,
accepted,maskonlyb06,05,compact,dialphone,Nostalgia,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_05_compact_dialphone_20260615_223642.asset,
accepted,maskonlyb06,05,main,dialphone,Nostalgia,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_05_main_dialphone_20260615_223643.asset,
accepted,maskonlyb06,05,large,dialphone,Nostalgia,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_05_large_dialphone_20260615_223645.asset,
accepted,maskonlyb06,06,compact,payphone,Nostalgia,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_06_compact_payphone_20260615_223645.asset,
accepted,maskonlyb06,06,main,payphone,Nostalgia,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_06_main_payphone_20260615_223647.asset,
accepted,maskonlyb06,06,large,payphone,Nostalgia,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_06_large_payphone_20260615_223649.asset,
accepted,maskonlyb06,08,compact,virtualpetkeychain,Nostalgia,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_08_compact_virtualpetkeychain_20260615_223650.asset,
accepted,maskonlyb06,08,main,virtualpetkeychain,Nostalgia,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_08_main_virtualpetkeychain_20260615_223651.asset,
accepted,maskonlyb06,08,large,virtualpetkeychain,Nostalgia,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_08_large_virtualpetkeychain_20260615_223652.asset,
accepted,maskonlyb06,09,compact,ballmouse,Nostalgia,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_09_compact_ballmouse_20260615_223653.asset,
accepted,maskonlyb06,09,main,ballmouse,Nostalgia,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_09_main_ballmouse_20260615_223654.asset,
accepted,maskonlyb06,09,large,ballmouse,Nostalgia,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_09_large_ballmouse_20260615_223658.asset,
accepted,maskonlyb06,10,compact,filmroll,Nostalgia,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_10_compact_filmroll_20260615_223659.asset,
accepted,maskonlyb06,10,main,filmroll,Nostalgia,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_10_main_filmroll_20260615_223701.asset,
accepted,maskonlyb06,10,large,filmroll,Nostalgia,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb06_10_large_filmroll_20260615_223703.asset,
accepted,maskonlyb07,01,compact,dragonhead,GameCulture,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_01_compact_dragonhead_20260615_224643.asset,
accepted,maskonlyb07,01,main,dragonhead,GameCulture,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_01_main_dragonhead_20260615_224645.asset,
accepted,maskonlyb07,01,large,dragonhead,GameCulture,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_01_large_dragonhead_20260615_224646.asset,
accepted,maskonlyb07,02,compact,knighthelmet,GameCulture,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_02_compact_knighthelmet_20260615_224647.asset,
accepted,maskonlyb07,02,main,knighthelmet,GameCulture,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_02_main_knighthelmet_20260615_224648.asset,
accepted,maskonlyb07,02,large,knighthelmet,GameCulture,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_02_large_knighthelmet_20260615_224649.asset,
accepted,maskonlyb07,03,compact,chessknight,GameCulture,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_03_compact_chessknight_20260615_224650.asset,
accepted,maskonlyb07,03,main,chessknight,GameCulture,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_03_main_chessknight_20260615_224651.asset,
accepted,maskonlyb07,03,large,chessknight,GameCulture,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_03_large_chessknight_20260615_224652.asset,
accepted,maskonlyb07,04,compact,d20die,GameCulture,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_04_compact_d20die_20260615_224653.asset,
accepted,maskonlyb07,04,main,d20die,GameCulture,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_04_main_d20die_20260615_224654.asset,
accepted,maskonlyb07,05,compact,arcadejoystick,GameCulture,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_05_compact_arcadejoystick_20260615_225212.asset,
accepted,maskonlyb07,05,main,arcadejoystick,GameCulture,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_05_main_arcadejoystick_20260615_225214.asset,
accepted,maskonlyb07,05,large,arcadejoystick,GameCulture,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_05_large_arcadejoystick_20260615_225214.asset,
accepted,maskonlyb07,06,compact,racingkart,GameCulture,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_06_compact_racingkart_20260615_225215.asset,
accepted,maskonlyb07,06,main,racingkart,GameCulture,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_06_main_racingkart_20260615_225216.asset,
accepted,maskonlyb07,06,large,racingkart,GameCulture,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_06_large_racingkart_20260615_225217.asset,
accepted,maskonlyb07,07,compact,skeletonskull,GameCulture,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_07_compact_skeletonskull_20260615_225218.asset,
accepted,maskonlyb07,07,main,skeletonskull,GameCulture,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_07_main_skeletonskull_20260615_225220.asset,
accepted,maskonlyb07,07,large,skeletonskull,GameCulture,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_07_large_skeletonskull_20260615_225223.asset,
accepted,maskonlyb07,08,compact,robothead,GameCulture,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_08_compact_robothead_20260615_230453.asset,
accepted,maskonlyb07,08,main,robothead,GameCulture,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_08_main_robothead_20260615_230454.asset,
accepted,maskonlyb07,08,large,robothead,GameCulture,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_08_large_robothead_20260615_230454.asset,
accepted,maskonlyb07,09,compact,slimecrown,GameCulture,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_09_compact_slimecrown_20260615_225227.asset,
accepted,maskonlyb07,09,main,slimecrown,GameCulture,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_09_main_slimecrown_20260615_225228.asset,
accepted,maskonlyb07,09,large,slimecrown,GameCulture,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_09_large_slimecrown_20260615_225229.asset,
accepted,maskonlyb07,10,compact,gameportal,GameCulture,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_10_compact_gameportal_20260615_225230.asset,
accepted,maskonlyb07,10,main,gameportal,GameCulture,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_10_main_gameportal_20260615_225231.asset,
accepted,maskonlyb07,10,large,gameportal,GameCulture,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb07_10_large_gameportal_20260615_225232.asset,
accepted,maskonlyb08,01,compact,tornado,BigForms,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_01_compact_tornado_20260615_235423.asset,
accepted,maskonlyb08,01,main,tornado,BigForms,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_01_main_tornado_20260615_235424.asset,
accepted,maskonlyb08,01,large,tornado,BigForms,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_01_large_tornado_20260615_235425.asset,
accepted,maskonlyb08,02,compact,volcano,BigForms,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_02_compact_volcano_20260615_235426.asset,
accepted,maskonlyb08,02,main,volcano,BigForms,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_02_main_volcano_20260615_235427.asset,
accepted,maskonlyb08,02,large,volcano,BigForms,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_02_large_volcano_20260615_235429.asset,
accepted,maskonlyb08,03,compact,wavecrest,BigForms,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_03_compact_wavecrest_20260615_235430.asset,
accepted,maskonlyb08,03,main,wavecrest,BigForms,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/maskonlyb08_03_main_wavecrest_20260615_235432.asset,
