"order","category","finalStatus","finalLevelId","loadMode","loadedAssetPath","loadedAssetGuid","syncAssetPath","assemblyAction","assemblySourcePool","assemblyGateClass","productionLane","productionStyle","productionChainLanguage","chains","sourceCoverage","maxChoices","localPatchSolveRunMax","solveTraceQualityScore","templateTargetChains","actualChains","effectiveChainLoad","rhythmStageBand","sectionWaveRole","rhythmStyleGroup","rhythmPlacementReason"
"120","normal","ReplacedRhythmV4","c5nep_w13a_16_nutation_strict_mixed_axisbreak_v1_rect_s21_o209_v03_strictmixedaxisbreak_axis_break_chain","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_16_nutation_strict_mixed_axisbreak_v1_rect_s21_o209_v03_strictmixedaxisbreak_axis_break_chain.asset","569ffb9a3e536c84b8d53d938d5cedea","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_16_nutation_strict_mixed_axisbreak_v1_rect_s21_o209_v03_strictmixedaxisbreak_axis_break_chain.asset","ActiveReplace","Campaign500_HardGateUntil0910","RhythmV4Front300TraceKeep","PressurePeak","hardgate","mixed_chain","87","0.988","10","6","0.833","106","87","104.90","S02_mid_campaign","Recovery","hardgate","target=106;stageTarget=106;effective=104.9;chains=87;role=Recovery;style=hardgate;chain=mixed_chain;cost=95.9"
"121","normal","ReplacedRhythmV4","campaign500_normal_early_plus_v1_topup_fastlane1_33_nutation_flow_rail_v1_rect_s23_o230_v02_flowrail_rail_chain","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_33_nutation_flow_rail_v1_rect_s23_o230_v02_flowrail_rail_chain.asset","f2fc3fedddb06914b80ae15098d8be7f","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_33_nutation_flow_rail_v1_rect_s23_o230_v02_flowrail_rail_chain.asset","ActiveReplace","Campaign500_HardGateUntil0910","RhythmV4Front300TraceKeep","FlowRail","flow","rail_chain","45","0.996","10","4","0.915","51","45","50.45","S02_mid_campaign","Recovery","flow","target=51;stageTarget=51;effective=50.5;chains=45;role=Recovery;style=flow;chain=rail_chain;cost=39.8"
"122","normal","ReplacedRhythmV4","c5nep_w13b_04_nutation_strict_mixed_localbreak_v1_rect_s24_o239_v03_strictmixedlocalbreak_local_break_chain","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_04_nutation_strict_mixed_localbreak_v1_rect_s24_o239_v03_strictmixedlocalbreak_local_break_chain.asset","40e3976867d4ac446b63532aff379c83","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_04_nutation_strict_mixed_localbreak_v1_rect_s24_o239_v03_strictmixedlocalbreak_local_break_chain.asset","ActiveReplace","Campaign500NormalFullV1UnusedStrict","RhythmV4Front300TraceKeep","PressurePeak","peel","mixed_chain","79","0.981","8","8","0.823","89","79","90.59","S02_mid_campaign","Normal","peel","target=89;stageTarget=89;effective=90.6;chains=79;role=Normal;style=peel;chain=mixed_chain;cost=62.7"
"123","shape","ShapeCandidatePlanned","campaign500_shape_psg_review_top3_rescue_22_L123_car_core","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_22_L123_car_core.asset","66e922aa802282044a1e862bbb3d9609","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_22_L123_car_core.asset","ActiveReplace","ShapeMaskInventory","LatestProposedKeep","","CoreBurst","","86","0.993","7","10","","90","86","","S02_mid_campaign","Shape","","unchanged_from_v3_or_non_normal"
"124","normal","ReplacedRhythmV4","c5nep_w10smh_34_nutation_strict_mixed_hard_v1_rect_s31_o305_v01_strictmixedhard_mixed_chain","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_34_nutation_strict_mixed_hard_v1_rect_s31_o305_v01_strictmixedhard_mixed_chain.asset","f1cc87831ec50b145b3944ac2c46bf2c","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_34_nutation_strict_mixed_hard_v1_rect_s31_o305_v01_strictmixedhard_mixed_chain.asset","ActiveReplace","Campaign500_HardGateUntil0910","RhythmV4Front300TraceKeep","PeelMid","hardgate","rail_chain","82","0.992","10","5","0.877","96","82","93.53","S02_mid_campaign","Normal","hardgate","target=96;stageTarget=96;effective=93.5;chains=82;role=Normal;style=hardgate;chain=rail_chain;cost=74.6"
"125","normal","ReplacedRhythmV4","nutation_longchain_candidate80_holefix_s3_v1_11_nutation_longchain_patch_v1_rect_c80hf3_03_d1_weave_patch","ManifestAsset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_11_nutation_longchain_patch_v1_rect_c80hf3_03_d1_weave_patch.asset","fbe703b7f8182d447a694943429921df","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_11_nutation_longchain_patch_v1_rect_c80hf3_03_d1_weave_patch.asset","ActiveReplace","NutationLongChainStrict60Front300","RhythmV4Front300TraceKeep","maze_long_chain","longchain","patch_chain","76","0.948","10","6","0.884","93","76","89.98","S02_mid_campaign","Hard","longchain","target=93;stageTarget=93;effective=90.0;chains=76;role=Hard;style=longchain;chain=patch_chain;cost=40.7"
"126","hole","OriginalNonTarget","hole_candidate_016_std_20x26_section","BasePreviewFallback","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_016_std_20x26_section.asset","e11aaaad19ba783499fe734b284e52ae","U/Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_016_std_20x26_section.asset","KeepCurrent","","","","","","","","","","","50","","","S02_mid_campaign","HoleRescue","","unchanged_from_v3_or_non_normal"
"127","shape","ShapeCandidatePlanned","campaign500_shape_psg_review_top3_rescue_25_L127_mushroom_lock","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_25_L127_mushroom_lock.asset","60521cf1677fbdc4caf9ae8681256e56","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_25_L127_mushroom_lock.asset","ActiveReplace","ShapeMaskInventory","LatestProposedKeep","","LockBuckle","","88","0.992","11","10","","96","88","","S02_mid_campaign","Shape","","unchanged_from_v3_or_non_normal"
"128","normal","ReplacedRhythmV4Final","campaign500_normal_full_v1_s01_s13_114_nutation_mixed_neutral_v1_rect_s10_o100_v02_neutralmixed_mixed_chain","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_114_nutation_mixed_neutral_v1_rect_s10_o100_v02_neutralmixed_mixed_chain.asset","4890563c5ad5fed4cbcfc17c300fd47c","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_114_nutation_mixed_neutral_v1_rect_s10_o100_v02_neutralmixed_mixed_chain.asset","ActiveReplace","Campaign500_HardGateUntil0910","RhythmV4FinalFront300TraceKeep","NeutralMixed","neutral","mixed_chain","63","","9","5","0.91","80","63","65.35","S02_mid_campaign","Normal","neutral","rhythm_v4_final|absorbed_order19_soft_candidate|swapped_from_order=19|target=80;stageTarget=80;effective=65.3;chains=63;style=neutral;chain=mixed_chain"
"129","normal","ReplacedRhythmV4","campaign500_longchain_prod200_pool_v1_164_l212_long_normal_b_maze_s22_slot_seedmaze_chamber_corridor","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_164_l212_long_normal_b_maze_s22_slot_seedmaze_chamber_corridor.asset","30331b7e9131df84684f2734f344ed0d","U/Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_164_l212_long_normal_b_maze_s22_slot_seedmaze_chamber_corridor.asset","ActiveReplace","SeedV5LongChain30Front300","RhythmV4Front300TraceKeep","slot_seedmaze_chamber_corridor","longchain","family_profile_chain","42","0.9460","10","5","0.885","102","42","97.07","S02_mid_campaign","PeakExtreme","longchain","target=102;stageTarget=102;effective=97.1;chains=42;role=PeakExtreme;style=longchain;chain=family_profile_chain;cost=43.2"
"130","normal","ReplacedRhythmV4","c5nep_w13a_01_nutation_strict_mixed_axisbreak_v1_rect_s15_o149_v00_strictmixedaxisbreak_axis_break_chain","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_01_nutation_strict_mixed_axisbreak_v1_rect_s15_o149_v00_strictmixedaxisbreak_axis_break_chain.asset","45150f9a93b0e2c42a2bc001c90f85d1","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_01_nutation_strict_mixed_axisbreak_v1_rect_s15_o149_v00_strictmixedaxisbreak_axis_break_chain.asset","ActiveReplace","Campaign500_HardGateUntil0910","RhythmV4Front300TraceKeep","PeelHard","hardgate","rail_chain","77","0.986","9","6","0.868","96","77","90.04","S02_mid_campaign","Normal","hardgate","target=96;stageTarget=96;effective=90.0;chains=77;role=Normal;style=hardgate;chain=rail_chain;cost=77.2"
"131","normal","ReplacedRhythmV4","campaign500_normal_full_v1_s39_s50_18_nutation_mixed_neutral_v1_rect_s40_o395_v02_neutralmixed_mixed_chain","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_18_nutation_mixed_neutral_v1_rect_s40_o395_v02_neutralmixed_mixed_chain.asset","c23c8d32ba49eac4ca58b5839da20ef8","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50/campaign500_normal_full_v1_s39_s50_18_nutation_mixed_neutral_v1_rect_s40_o395_v02_neutralmixed_mixed_chain.asset","ActiveReplace","Campaign500_HardGateUntil0910","RhythmV4Front300TraceKeep","NeutralMixed","neutral","mixed_chain","72","0.984","9","5","0.87","81","72","76.17","S02_mid_campaign","Normal","neutral","target=81;stageTarget=81;effective=76.2;chains=72;role=Normal;style=neutral;chain=mixed_chain;cost=47.1"
"132","normal","ReplacedRhythmV4","c5nep_w12d_23_nutation_strict_mixed_hard_v1_rect_s40_o394_v06_strictmixedhard_mixed_chain","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_23_nutation_strict_mixed_hard_v1_rect_s40_o394_v06_strictmixedhard_mixed_chain.asset","599de6e79d577704a8a83d3cd9ac9476","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_23_nutation_strict_mixed_hard_v1_rect_s40_o394_v06_strictmixedhard_mixed_chain.asset","ActiveReplace","Campaign500_HardGateUntil0910","RhythmV4Front300TraceKeep","PeelMid","hardgate","rail_chain","81","0.981","8","5","0.872","86","81","83.82","S02_mid_campaign","Hard","hardgate","target=86;stageTarget=86;effective=83.8;chains=81;role=Hard;style=hardgate;chain=rail_chain;cost=26.6"
"133","shape","ShapeCandidatePlanned","campaign500_shape_psg_next10b_03_L133_musicnote","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10B/campaign500_shape_psg_next10b_03_L133_musicnote.asset","80fd94542b34c114395e227dcb03053e","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10B/campaign500_shape_psg_next10b_03_L133_musicnote.asset","ActiveReplace","ShapeMaskInventory","LatestProposedKeep","","Sweep","","88","0.986","11","7","","94","88","","S02_mid_campaign","Shape","","unchanged_from_v3_or_non_normal"
"134","normal","ReplacedRhythmV4","c5nep_w2fr_10_nutation_flow_rail_v1_rect_s26_o254_v00_flowrail_rail_chain","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w2fr/c5nep_w2fr_10_nutation_flow_rail_v1_rect_s26_o254_v00_flowrail_rail_chain.asset","4254d069b890cec47aa568d707f30796","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w2fr/c5nep_w2fr_10_nutation_flow_rail_v1_rect_s26_o254_v00_flowrail_rail_chain.asset","ActiveReplace","Campaign500NormalFullV1UnusedStrict","RhythmV4Front300TraceKeep","FlowRail","flow","rail_chain","50","0.991","8","7","0.845","56","50","58.38","S02_mid_campaign","Normal","flow","target=56;stageTarget=56;effective=58.4;chains=50;role=Normal;style=flow;chain=rail_chain;cost=53.5"
"135","hole","OriginalNonTarget","hole_topup_012_topup_tall_20x30_shell","BasePreviewFallback","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_012_topup_tall_20x30_shell.asset","a56ed2dbce570fe41922aeda86611a58","U/Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_012_topup_tall_20x30_shell.asset","KeepCurrent","","","","","","","","","","","52","","","S02_mid_campaign","HoleRescue","","unchanged_from_v3_or_non_normal"
"136","normal","ReplacedRhythmV4","nutation_longchain_candidate80_holefix_s3_v1_60_nutation_longchain_spine_v1_rect_c80hf3_15_d3_section_spine","ManifestAsset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_60_nutation_longchain_spine_v1_rect_c80hf3_15_d3_section_spine.asset","9b33591f60517484b8a5713d93bb4cb7","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_60_nutation_longchain_spine_v1_rect_c80hf3_15_d3_section_spine.asset","ActiveReplace","NutationLongChainStrict60Front300","RhythmV4Front300TraceKeep","maze_long_chain","longchain","spine_chain","99","0.955","10","5","0.877","113","99","120.54","S02_mid_campaign","PeakExtreme","longchain","target=113;stageTarget=113;effective=120.5;chains=99;role=PeakExtreme;style=longchain;chain=spine_chain;cost=37.7"
"137","normal","ReplacedRhythmV4","campaign500_normal_full_v1_s27_s38_66_nutation_mixed_neutral_v1_rect_s32_o314_v02_neutralmixed_mixed_chain","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_66_nutation_mixed_neutral_v1_rect_s32_o314_v02_neutralmixed_mixed_chain.asset","732bf512a8f254d4b92c7b1aa6db9269","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_66_nutation_mixed_neutral_v1_rect_s32_o314_v02_neutralmixed_mixed_chain.asset","ActiveReplace","Campaign500_HardGateUntil0910","RhythmV4Front300TraceKeep","NeutralMixed","neutral","mixed_chain","72","0.985","9","5","0.895","80","72","75.68","S02_mid_campaign","Normal","neutral","target=80;stageTarget=80;effective=75.7;chains=72;role=Normal;style=neutral;chain=mixed_chain;cost=44.7"
"138","shape","ShapeCandidatePlanned","campaign500_shape_psg_next10b_04_L138_bowlingpin","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10B/campaign500_shape_psg_next10b_04_L138_bowlingpin.asset","68db4ae306134404a839e1bbc0890728","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10B/campaign500_shape_psg_next10b_04_L138_bowlingpin.asset","ActiveReplace","ShapeMaskInventory","LatestProposedKeep","","SectionUnlock","","90","0.995","9","11","","99","90","","S02_mid_campaign","Shape","","unchanged_from_v3_or_non_normal"
"139","normal","ReplacedRhythmV4","c5nep_w10smp_24_nutation_strict_mixed_peak_v1_rect_s18_o179_v03_strictmixedpeak_mixed_chain","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smp/c5nep_w10smp_24_nutation_strict_mixed_peak_v1_rect_s18_o179_v03_strictmixedpeak_mixed_chain.asset","2ab15f2a4295d8b4fa0b1f171d68c59a","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smp/c5nep_w10smp_24_nutation_strict_mixed_peak_v1_rect_s18_o179_v03_strictmixedpeak_mixed_chain.asset","ActiveReplace","Campaign500_HardGateUntil0910","RhythmV4Front300TraceKeep","PeelHard","hardgate","rail_chain","85","0.982","9","7","0.879","101","85","102.35","S02_mid_campaign","Recovery","hardgate","target=101;stageTarget=101;effective=102.3;chains=85;role=Recovery;style=hardgate;chain=rail_chain;cost=82.7"
"140","normal","ReplacedRhythmV4","c5hole_lowchoice_v1_h01r_36_nutation_strict_mixed_peak_v1_rect_s05_o047_v05_strictmixedpeak_strict_peak_chain_hf1","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_36_nutation_strict_mixed_peak_v1_rect_s05_o047_v05_strictmixedpeak_strict_peak_chain_hf1.asset","3e13210f2c15fd04782aebf9c132780e","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_36_nutation_strict_mixed_peak_v1_rect_s05_o047_v05_strictmixedpeak_strict_peak_chain_hf1.asset","ActiveReplace","Campaign500_HardGateUntil0910","RhythmV4Front300TraceKeep","Campaign500_HardGateUntil0910","hardgate","strict_peak_chain","80","0.983","11","6","0.846","102","80","101.81","S02_mid_campaign","Hard","hardgate","target=102;stageTarget=102;effective=101.8;chains=80;role=Hard;style=hardgate;chain=strict_peak_chain;cost=68.6"
"141","normal","ReplacedRhythmV4","campaign500_normal_full_v1_s39_s50_tail_06_nutation_peel_v2_rect_s41_o407_v02_peelhard_curve_chain","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_06_nutation_peel_v2_rect_s41_o407_v02_peelhard_curve_chain.asset","07c7358784f928041ada3a402f107890","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s39_s50_tail/campaign500_normal_full_v1_s39_s50_tail_06_nutation_peel_v2_rect_s41_o407_v02_peelhard_curve_chain.asset","ActiveReplace","Campaign500_HardGateUntil0910","RhythmV4Front300TraceKeep","Campaign500_HardGateUntil0910","hardgate","curve_chain","92","0.975","11","6","0.831","114","92","114.14","S02_mid_campaign","Recovery","hardgate","target=114;stageTarget=114;effective=114.1;chains=92;role=Recovery;style=hardgate;chain=curve_chain;cost=98.8"
"142","hole","OriginalNonTarget","hole_candidate_038_std_26x24_dual","BasePreviewFallback","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_038_std_26x24_dual.asset","0b24c22efa1b4484090822db8d7f32c9","U/Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_038_std_26x24_dual.asset","KeepCurrent","","","","","","","","","","","50","","","S02_mid_campaign","HoleRescue","","unchanged_from_v3_or_non_normal"
"143","shape","ShapeCandidatePlanned","campaign500_shape_psg_review_top3_rescue_30_L143_watermelonslice_dense","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_30_L143_watermelonslice_dense.asset","c6e4c7fdb3227924fae4d42e1dd5cac5","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_30_L143_watermelonslice_dense.asset","ActiveReplace","ShapeMaskInventory","LatestProposedKeep","","DenseWeave","","89","0.987","8","7","","87","89","","S02_mid_campaign","Shape","","unchanged_from_v3_or_non_normal"
"144","normal","ReplacedRhythmV4","campaign500_longchain_prod200_pool_v1_80_l106_long_normal_b_section_s11_slot_seedmaze_chamber_corridor","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_80_l106_long_normal_b_section_s11_slot_seedmaze_chamber_corridor.asset","44e8e2b8af278cf4482cf40118f11c1c","U/Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_80_l106_long_normal_b_section_s11_slot_seedmaze_chamber_corridor.asset","ActiveReplace","SeedV5LongChain30Front300","RhythmV4Front300TraceKeep","slot_seedmaze_chamber_corridor","longchain","family_profile_chain","40","0.9457","11","4","0.938","113","40","115.91","S02_mid_campaign","Hard","longchain","target=113;stageTarget=113;effective=115.9;chains=40;role=Hard;style=longchain;chain=family_profile_chain;cost=68.6"
"145","normal","ReplacedRhythmV4","c5nep_w10smh_07_nutation_strict_mixed_hard_v1_rect_s14_o140_v02_strictmixedhard_mixed_chain","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_07_nutation_strict_mixed_hard_v1_rect_s14_o140_v02_strictmixedhard_mixed_chain.asset","86d60fe974118bf41adf9e6ce6b5b8a4","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_07_nutation_strict_mixed_hard_v1_rect_s14_o140_v02_strictmixedhard_mixed_chain.asset","ActiveReplace","Campaign500_HardGateUntil0910","RhythmV4Front300TraceKeep","PeelMid","hardgate","curve_chain","77","0.985","10","6","0.87","95","77","93.65","S02_mid_campaign","Recovery","hardgate","target=95;stageTarget=95;effective=93.7;chains=77;role=Recovery;style=hardgate;chain=curve_chain;cost=81.2"
"146","normal","ReplacedRhythmV4","c5nep_w6nm_01_nutation_mixed_neutral_v1_rect_s28_o279_v00_neutralmixed_rail_chain","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w6nm/c5nep_w6nm_01_nutation_mixed_neutral_v1_rect_s28_o279_v00_neutralmixed_rail_chain.asset","e9f6e3742ac7d5b489ab75fdf5758f49","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w6nm/c5nep_w6nm_01_nutation_mixed_neutral_v1_rect_s28_o279_v00_neutralmixed_rail_chain.asset","ActiveReplace","Campaign500_HardGateUntil0910","RhythmV4Front300TraceKeep","NeutralMixed","neutral","rail_chain","71","0.977","9","4","0.879","95","71","74.90","S02_mid_campaign","Normal","neutral","target=95;stageTarget=95;effective=74.9;chains=71;role=Normal;style=neutral;chain=rail_chain;cost=90.0"
"147","shape","ShapeCandidatePlanned","campaign500_shape_psg_next10b_06_L147_caveentrance","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10B/campaign500_shape_psg_next10b_06_L147_caveentrance.asset","d5a2388773b8ea848b8587f56d931556","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10B/campaign500_shape_psg_next10b_06_L147_caveentrance.asset","ActiveReplace","ShapeMaskInventory","LatestProposedKeep","","LockBuckle","","106","0.986","11","13","","100","106","","S02_mid_campaign","Shape","","unchanged_from_v3_or_non_normal"
"148","normal","ReplacedRhythmV4","campaign500_longchain_prod200_pool_v1_50_l064_long_normal_b_maze_s07_slot_headmix_outerclean","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_50_l064_long_normal_b_maze_s07_slot_headmix_outerclean.asset","15752237b68b25244a4b832b03562ed3","U/Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_50_l064_long_normal_b_maze_s07_slot_headmix_outerclean.asset","ActiveReplace","SeedV5LongChain30Front300","RhythmV4Front300TraceKeep","slot_headmix_outerclean","longchain","family_profile_chain","34","0.9506","10","7","0.882","111","34","109.23","S02_mid_campaign","Hard","longchain","target=111;stageTarget=111;effective=109.2;chains=34;role=Hard;style=longchain;chain=family_profile_chain;cost=67.2"
"149","normal","ReplacedRhythmV4","nutation_hub_mixed_v1_strict30_refill_19_s05_r03","ManifestAsset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_19_s05_r03.asset","3f00380164927df478edf6e619cea9af","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_19_s05_r03.asset","ActiveReplace","HubMixedRefill30Front300","RhythmV4Front300TraceKeep","hub_spoke","hub","mixed_chain","98","0.957","11","6","0.827","114","98","120.95","S02_mid_campaign","PeakExtreme","hub","target=114;stageTarget=114;effective=121.0;chains=98;role=PeakExtreme;style=hub;chain=mixed_chain;cost=46.6"
"150","normal","ReplacedRhythmV4","campaign500_normal_full_v1_s27_s38_129_nutation_peel_rail_v1_rect_s37_o369_v02_peelmid_rail_chain","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_129_nutation_peel_rail_v1_rect_s37_o369_v02_peelmid_rail_chain.asset","d2fbd2a56c2733645bc352e6d6343470","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_129_nutation_peel_rail_v1_rect_s37_o369_v02_peelmid_rail_chain.asset","ActiveReplace","Campaign500_HardGateUntil0910","RhythmV4Front300TraceKeep","PeelMid","hardgate","rail_chain","84","0.991","10","6","0.891","104","84","99.39","S02_mid_campaign","Normal","hardgate","target=104;stageTarget=104;effective=99.4;chains=84;role=Normal;style=hardgate;chain=rail_chain;cost=87.5"
"151","hole","OriginalNonTarget","hole_candidate_054_std_30x30_lock","BasePreviewFallback","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_054_std_30x30_lock.asset","99ad7d88ecea6db45868e2a7246b935f","U/Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_054_std_30x30_lock.asset","KeepCurrent","","","","","","","","","","","84","","","S02_mid_campaign","HoleRescue","","unchanged_from_v3_or_non_normal"
"152","normal","ReplacedRhythmV4","campaign500_normal_full_v1_s27_s38_33_nutation_peel_v2_rect_s29_o289_v02_peelmid_curve_chain","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_33_nutation_peel_v2_rect_s29_o289_v02_peelmid_curve_chain.asset","7d769688c5d560a47b139a32459ef7a6","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_33_nutation_peel_v2_rect_s29_o289_v02_peelmid_curve_chain.asset","ActiveReplace","Campaign500_HardGateUntil0910","RhythmV4Front300TraceKeep","Campaign500_HardGateUntil0910","hardgate","curve_chain","82","0.966","11","3","0.875","106","82","98.09","S02_mid_campaign","Hard","hardgate","target=106;stageTarget=106;effective=98.1;chains=82;role=Hard;style=hardgate;chain=curve_chain;cost=62.8"
"153","shape","ShapeCandidatePlanned","campaign500_shape_psg_next10b_07_L153_pumpkin","ManifestAsset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10B/campaign500_shape_psg_next10b_07_L153_pumpkin.asset","3a27091de8a6c2d46b674a27f5840aff","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10B/campaign500_shape_psg_next10b_07_L153_pumpkin.asset","ActiveReplace","ShapeMaskInventory","LatestProposedKeep","","DenseWeave","","131","0.990","10","13","","115","131","","S02_mid_campaign","Shape","","unchanged_from_v3_or_non_normal"
