"chokeClass","chokeScore","levelId","order","category","difficultyCode","sampleRole","chains","arrows","solved","processTier","avgChoices","choiceP80","maxChoices","remoteChokes","remoteScore","compositeBreakWindows","afterLocalFrontierBreaks","switchFrontierBreaks","choiceChokeWindows","meaningfulOptionRate","localOnlyRate","usefulTensionRate","flatConsequenceRate","branchDivergenceAvg","localRun","nearOuterRun","depFollowRun","sts","collapse","riskTags","assetPath","sourceFile"
"WeakOrNoChoke","3.448","c5nep_w11c_37_nutation_strict_mixed_hard_v1_rect_s41_o405_v01_strictmixedhard_mixed_chain","84","normal","","","","","","","0","0","9","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0.862","0","notSolvedLike","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_37_nutation_strict_mixed_hard_v1_rect_s41_o405_v01_strictmixedhard_mixed_chain.asset","F:\Unityproject\ArrowLevel-Hand\Exports\C5V4FSC\Docs\campaign500_rhythm_v4_final_strict_complete_template_replacement_diff.csv"
"WeakOrNoChoke","3.448","nutation_longchain_candidate80_holefix_v1_04_nutation_longchain_spine_v1_rect_c80hf_01_d1_lock_spine","249","normal","","","","","","","0","0","6","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0.862","0","notSolvedLike","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_04_nutation_longchain_spine_v1_rect_c80hf_01_d1_lock_spine.asset","F:\Unityproject\ArrowLevel-Hand\Exports\C5V4FSC\Docs\campaign500_rhythm_v4_final_strict_complete_template_replacement_diff.csv"
"WeakOrNoChoke","3.448","campaign500_longchain_prod200_pool_v1_01_l302_long_normal_a_dense_s31_slot_headmix_outerclean","302","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.862","0","notSolvedLike","campaign500_longchain_prod200_pool_v1_01_l302_long_normal_a_dense_s31_slot_headmix_outerclean","F:\Unityproject\ArrowLevel-Hand\.worktrees\campaign500-longchain-prod200-pool\_CodexRun\campaign500_longchain_prod200_pool_v1_strict150_diverse_v4_50_dropped.csv"
"WeakOrNoChoke","3.448","c5nep_w11c_37_nutation_strict_mixed_hard_v1_rect_s41_o405_v01_strictmixedhard_mixed_chain","405","normal","","","","","","","0","0","9","0","0","0","0","0","0","0","0","0","0","0","5","2","0","0.862","0.161","notSolvedLike","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_37_nutation_strict_mixed_hard_v1_rect_s41_o405_v01_strictmixedhard_mixed_chain.asset","F:\Unityproject\ArrowLevel-Hand\Exports\C5V4FSC\Docs\campaign500_first_assembly_rhythm_v4_final_strict_complete_500_manifest.csv"
"WeakOrNoChoke","3.448","nutation_longchain_candidate80_holefix_s3_v1_25_nutation_longchain_curve_v1_rect_c80hf3_07_d2_maze_curve","","","","","86","","True","B","5.09","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.862","0.23","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_25_nutation_longchain_curve_v1_rect_c80hf3_07_d2_maze_curve.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\nutation-peel\.codex-run\nutation_longchain_strict50_audit.csv"
"WeakOrNoChoke","3.448","nutation_longchain_candidate80_holefix_v1_04_nutation_longchain_spine_v1_rect_c80hf_01_d1_lock_spine","","","","","50","","True","B","4.1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.862","0.248","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_04_nutation_longchain_spine_v1_rect_c80hf_01_d1_lock_spine.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\nutation-peel\.codex-run\nutation_longchain_candidate80_holefix_v1_trace_joined.csv"
"WeakOrNoChoke","3.444","sgp_pressure_hard_trial_03_sgp_pressure_hard_rect_dense_weave","","","","","58","","True","B","3.78","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.861","0.248","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/SGPPressureHardTrial/sgp_pressure_hard_trial_03_sgp_pressure_hard_rect_dense_weave.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\nutation-peel\.codex-run\nutation_compare_psg_trial_v1_wt_peel_trace_best_per_slot.csv"
"WeakOrNoChoke","3.44","campaign500_longchain_prod200_pool_v1_20_l322_long_normal_b_dense_s33_slot_dense_support_near","322","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.86","0","notSolvedLike","campaign500_longchain_prod200_pool_v1_20_l322_long_normal_b_dense_s33_slot_dense_support_near","F:\Unityproject\ArrowLevel-Hand\.worktrees\campaign500-longchain-prod200-pool\_CodexRun\campaign500_longchain_prod200_pool_v1_strict150_diverse_v4_50_dropped.csv"
"WeakOrNoChoke","3.436","c5nep_w12a_14_nutation_strict_mixed_hard_v1_rect_s26_o256_v05_strictmixedhard_mixed_chain","157","normal","","","","","","","0","0","8","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0.859","0","notSolvedLike","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12a/c5nep_w12a_14_nutation_strict_mixed_hard_v1_rect_s26_o256_v05_strictmixedhard_mixed_chain.asset","F:\Unityproject\ArrowLevel-Hand\Exports\C5V4FSC\Docs\campaign500_rhythm_v4_final_strict_complete_template_replacement_diff.csv"
"WeakOrNoChoke","3.436","c5nep_w12a_14_nutation_strict_mixed_hard_v1_rect_s26_o256_v05_strictmixedhard_mixed_chain","157","normal","","","","","","","0","0","8","0","0","0","0","0","0","0","0","0","0","0","4","3","0","0.859","0.198","notSolvedLike","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12a/c5nep_w12a_14_nutation_strict_mixed_hard_v1_rect_s26_o256_v05_strictmixedhard_mixed_chain.asset","F:\Unityproject\ArrowLevel-Hand\Exports\C5V4FSC\Docs\campaign500_first_assembly_rhythm_v4_final_strict_complete_500_manifest.csv"
"WeakOrNoChoke","3.436","campaign500_longchain_prod200_pool_v1_187_l249_long_veryhard_lock_s25_slot_seedmaze_section_weave_near","249","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.859","0","notSolvedLike","campaign500_longchain_prod200_pool_v1_187_l249_long_veryhard_lock_s25_slot_seedmaze_section_weave_near","F:\Unityproject\ArrowLevel-Hand\.worktrees\campaign500-longchain-prod200-pool\_CodexRun\campaign500_longchain_prod200_pool_v1_strict150_diverse_v4_50_dropped.csv"
"WeakOrNoChoke","3.432","nutation_longchain_candidate80_holefix_s2_v1_09_nutation_longchain_curve_v1_rect_c80hf2_03_d1_weave_curve","","","","","65","","True","B","4.42","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.858","0.211","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_09_nutation_longchain_curve_v1_rect_c80hf2_03_d1_weave_curve.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\nutation-peel\.codex-run\nutation_longchain_candidate80_holefix_s2_v1_trace_joined.csv"
"WeakOrNoChoke","3.432","campaign500_normal_full_v1_s27_s38_94_nutation_pressure_peak_v1_rect_s34_o336_v00_pressurepeak_mixed_chain","336","normal","","","","","","","0","0","9","0","0","0","0","0","0","0","0","0","0","0","4","3","0","0.858","0.24","notSolvedLike","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_94_nutation_pressure_peak_v1_rect_s34_o336_v00_pressurepeak_mixed_chain.asset","F:\Unityproject\ArrowLevel-Hand\Exports\C5V4FSC\Docs\campaign500_first_assembly_rhythm_v4_final_strict_complete_500_manifest.csv"
"WeakOrNoChoke","3.432","nutation_longchain_patch_v1_04_nutation_longchain_patch_v1_rect_core_patch","","","","","52","","","A","4","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.858","0.201","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainPatchV1/nutation_longchain_patch_v1_04_nutation_longchain_patch_v1_rect_core_patch.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\nutation-peel\.codex-run\nutation_style_matrix_v1_current_combined_rows.csv"
"WeakOrNoChoke","3.432","nutation_longchain_candidate80_v1_21_nutation_longchain_curve_v1_rect_c80_06_d2_lock_curve","","","","","69","","True","B","4.45","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.858","0.178","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_21_nutation_longchain_curve_v1_rect_c80_06_d2_lock_curve.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\nutation-peel\.codex-run\nutation_longchain_candidate80_v1_strict_review10.csv"
"WeakOrNoChoke","3.432","campaign500_longchain_prod200_pool_v1_89_l114_long_normal_b_maze_s12_slot_seedweave_dense_support","114","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.858","0","notSolvedLike","campaign500_longchain_prod200_pool_v1_89_l114_long_normal_b_maze_s12_slot_seedweave_dense_support","F:\Unityproject\ArrowLevel-Hand\.worktrees\campaign500-longchain-prod200-pool\_CodexRun\campaign500_longchain_prod200_pool_v1_strict150_diverse_v4_50_dropped.csv"
"WeakOrNoChoke","3.432","campaign500_normal_full_v1_s27_s38_94_nutation_pressure_peak_v1_rect_s34_o336_v00_pressurepeak_mixed_chain","94","normal","","","","","","","0","0","9","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0.858","0","notSolvedLike","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_94_nutation_pressure_peak_v1_rect_s34_o336_v00_pressurepeak_mixed_chain.asset","F:\Unityproject\ArrowLevel-Hand\Exports\C5V4FSC\Docs\campaign500_rhythm_v4_final_strict_complete_template_replacement_diff.csv"
"WeakOrNoChoke","3.428","campaign500_longchain_prod200_pool_v1_84_l107_long_veryhard_lock_s11_slot_seedmaze_section_weave_near","107","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.857","0","notSolvedLike","campaign500_longchain_prod200_pool_v1_84_l107_long_veryhard_lock_s11_slot_seedmaze_section_weave_near","F:\Unityproject\ArrowLevel-Hand\.worktrees\campaign500-longchain-prod200-pool\_CodexRun\campaign500_longchain_prod200_pool_v1_strict150_diverse_v4_50_dropped.csv"
"WeakOrNoChoke","3.426","sgp_pressure_read_demand_v1_pool50_42_sgp_pressure_hard_rect_read_demand_v1_pool50_core_burst_b5_02","","","","","70","","True","A","5.89","7","11","0","0","0","0","0","0","0.29","0.116","0","0","5.045","3","3","4","0.833","0.258","choicePeakHigh","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\Assets\ArrowMagic\SOData\Levels\DirectProcedural\SGPPressureReadDemandV1Pool50\sgp_pressure_read_demand_v1_pool50_42_sgp_pressure_hard_rect_read_demand_v1_pool50_core_burst_b5_02.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\read-demand-hardening\.codex-run\sgp_pressure_read_demand_v1_pool50_smoke1_strict_review_keep.csv"
"WeakOrNoChoke","3.424","nutation_longchain_candidate80_v1_18_nutation_longchain_rail_v1_rect_c80_05_d1_section_rail","","","","","59","","True","B","3.63","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.856","0.217","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_18_nutation_longchain_rail_v1_rect_c80_05_d1_section_rail.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\nutation-peel\.codex-run\nutation_longchain_strict50_audit.csv"
"WeakOrNoChoke","3.416","campaign500_normal_full_v1_s01_s13_91_nutation_peel_v2_rect_s08_o075_v00_peelmid_curve_chain","106","normal","","","","","","","0","0","9","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0.854","0","notSolvedLike","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_91_nutation_peel_v2_rect_s08_o075_v00_peelmid_curve_chain.asset","F:\Unityproject\ArrowLevel-Hand\Exports\C5V4FSC\Docs\campaign500_rhythm_v4_final_strict_complete_template_replacement_diff.csv"
"WeakOrNoChoke","3.416","campaign500_normal_full_v1_s01_s13_91_nutation_peel_v2_rect_s08_o075_v00_peelmid_curve_chain","106","normal","","","","","","","0","0","9","0","0","0","0","0","0","0","0","0","0","0","5","3","0","0.854","0.225","notSolvedLike","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_91_nutation_peel_v2_rect_s08_o075_v00_peelmid_curve_chain.asset","F:\Unityproject\ArrowLevel-Hand\Exports\C5V4FSC\Docs\campaign500_first_assembly_rhythm_v4_final_strict_complete_500_manifest.csv"
"WeakOrNoChoke","3.416","campaign500_longchain_prod200_pool_v1_51_l064_long_normal_b_maze_s07_slot_seedmaze_chamber_corridor_near","64","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.854","0","notSolvedLike","campaign500_longchain_prod200_pool_v1_51_l064_long_normal_b_maze_s07_slot_seedmaze_chamber_corridor_near","F:\Unityproject\ArrowLevel-Hand\.worktrees\campaign500-longchain-prod200-pool\_CodexRun\campaign500_longchain_prod200_pool_v1_strict150_diverse_v4_50_dropped.csv"
"WeakOrNoChoke","3.416","nutation_longchain_candidate80_holefix_s2_v1_06_nutation_longchain_rail_v1_rect_c80hf2_02_d1_maze_rail","","","","","63","","True","B","4.68","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.854","0.163","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_06_nutation_longchain_rail_v1_rect_c80hf2_02_d1_maze_rail.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\nutation-peel\.codex-run\nutation_longchain_candidate80_holefix_s2_v1_trace_joined.csv"
"WeakOrNoChoke","3.416","nutation_peel_v1_02_nutation_peel_rect_section_unlock","","","","","58","","True","B","5.02","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.854","0.249","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationPeelV1/nutation_peel_v1_02_nutation_peel_rect_section_unlock.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\nutation-peel\.codex-run\nutation_peel_v1_wt_smoke_trace_joined.csv"
"WeakOrNoChoke","3.412","nutation_longchain_candidate80_v1_07_nutation_longchain_patch_v1_rect_c80_02_d1_maze_patch","","","","","67","","True","B","5.79","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.853","0.235","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_07_nutation_longchain_patch_v1_rect_c80_02_d1_maze_patch.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\nutation-peel\.codex-run\nutation_longchain_strict50_audit.csv"
"WeakOrNoChoke","3.412","campaign500_longchain_prod200_pool_v1_94_l121_long_normal_a_maze_s13_slot_seedmaze_chamber_corridor_near","121","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.853","0","notSolvedLike","campaign500_longchain_prod200_pool_v1_94_l121_long_normal_a_maze_s13_slot_seedmaze_chamber_corridor_near","F:\Unityproject\ArrowLevel-Hand\.worktrees\campaign500-longchain-prod200-pool\_CodexRun\campaign500_longchain_prod200_pool_v1_strict150_diverse_v4_50_dropped.csv"
"WeakOrNoChoke","3.412","nutation_longchain_candidate80_holefix_s3_v1_19_nutation_longchain_patch_v1_rect_c80hf3_05_d1_section_patch","396","normal","","","","","","","0","0","9","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0.853","0","notSolvedLike","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_19_nutation_longchain_patch_v1_rect_c80hf3_05_d1_section_patch.asset","F:\Unityproject\ArrowLevel-Hand\Exports\C5V4FSC\Docs\campaign500_rhythm_v4_final_strict_complete_template_replacement_diff.csv"
"WeakOrNoChoke","3.412","nutation_longchain_candidate80_holefix_s3_v1_19_nutation_longchain_patch_v1_rect_c80hf3_05_d1_section_patch","","","","","84","","True","B","5.24","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.853","0.253","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_19_nutation_longchain_patch_v1_rect_c80hf3_05_d1_section_patch.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\nutation-peel\.codex-run\nutation_longchain_candidate80_holefix_s3_v1_trace_joined.csv"
"WeakOrNoChoke","3.404","campaign500_normal_full_v1_s01_s13_17_nutation_mixed_neutral_v1_rect_s02_o020_v01_neutralmixed_mixed_chain","7","normal","","","","","","","0","0","8","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0.851","0","notSolvedLike","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_17_nutation_mixed_neutral_v1_rect_s02_o020_v01_neutralmixed_mixed_chain.asset","F:\Unityproject\ArrowLevel-Hand\Exports\C5V4FSC\Docs\campaign500_rhythm_v4_final_strict_complete_template_replacement_diff.csv"
"WeakOrNoChoke","3.404","campaign500_normal_full_v1_s01_s13_17_nutation_mixed_neutral_v1_rect_s02_o020_v01_neutralmixed_mixed_chain","7","normal","","","","","","","0","0","8","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0.851","0.14","notSolvedLike","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_17_nutation_mixed_neutral_v1_rect_s02_o020_v01_neutralmixed_mixed_chain.asset","F:\Unityproject\ArrowLevel-Hand\Exports\C5V4FSC\Docs\campaign500_first_assembly_rhythm_v4_final_strict_complete_500_manifest.csv"
"WeakOrNoChoke","3.404","nutation_longchain_candidate80_v1_33_nutation_longchain_curve_v1_rect_c80_09_d2_core_curve","","","","","83","","True","B","5.6","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.851","0.307","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_33_nutation_longchain_curve_v1_rect_c80_09_d2_core_curve.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\nutation-peel\.codex-run\nutation_longchain_strict50_audit.csv"
"WeakOrNoChoke","3.4","campaign500_normal_full_v1_s14_s26_137_nutation_mixed_neutral_v1_rect_s25_o250_v01_neutralmixed_mixed_chain","220","normal","","","","","","","0","0","8","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0.85","0","notSolvedLike","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_137_nutation_mixed_neutral_v1_rect_s25_o250_v01_neutralmixed_mixed_chain.asset","F:\Unityproject\ArrowLevel-Hand\Exports\C5V4FSC\Docs\campaign500_rhythm_v4_final_strict_complete_template_replacement_diff.csv"
"WeakOrNoChoke","3.4","c5nep_w10smp_35_nutation_strict_mixed_peak_v1_rect_s22_o216_v02_strictmixedpeak_mixed_chain","111","normal","","","","","","","0","0","9","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0.85","0.247","notSolvedLike","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smp/c5nep_w10smp_35_nutation_strict_mixed_peak_v1_rect_s22_o216_v02_strictmixedpeak_mixed_chain.asset","F:\Unityproject\ArrowLevel-Hand\Exports\C5V4FSC\Docs\campaign500_first_assembly_rhythm_v4_final_strict_complete_500_manifest.csv"
"WeakOrNoChoke","3.4","campaign500_normal_full_v1_s14_s26_112_nutation_mixed_neutral_v1_rect_s23_o222_v00_neutralmixed_mixed_chain","197","normal","","","","","","","0","0","9","0","0","0","0","0","0","0","0","0","0","0","5","4","0","0.85","0.269","notSolvedLike","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_112_nutation_mixed_neutral_v1_rect_s23_o222_v00_neutralmixed_mixed_chain.asset","F:\Unityproject\ArrowLevel-Hand\Exports\C5V4FSC\Docs\campaign500_first_assembly_rhythm_v4_final_strict_complete_500_manifest.csv"
"WeakOrNoChoke","3.4","campaign500_normal_full_v1_s14_s26_137_nutation_mixed_neutral_v1_rect_s25_o250_v01_neutralmixed_mixed_chain","220","normal","","","","","","","0","0","8","0","0","0","0","0","0","0","0","0","0","0","5","3","0","0.85","0.214","notSolvedLike","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_137_nutation_mixed_neutral_v1_rect_s25_o250_v01_neutralmixed_mixed_chain.asset","F:\Unityproject\ArrowLevel-Hand\Exports\C5V4FSC\Docs\campaign500_first_assembly_rhythm_v4_final_strict_complete_500_manifest.csv"
"WeakOrNoChoke","3.4","c5nep_w10smp_35_nutation_strict_mixed_peak_v1_rect_s22_o216_v02_strictmixedpeak_mixed_chain","111","normal","","","","","","","0","0","9","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0.85","0","notSolvedLike","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smp/c5nep_w10smp_35_nutation_strict_mixed_peak_v1_rect_s22_o216_v02_strictmixedpeak_mixed_chain.asset","F:\Unityproject\ArrowLevel-Hand\Exports\C5V4FSC\Docs\campaign500_rhythm_v4_final_strict_complete_template_replacement_diff.csv"
"WeakOrNoChoke","3.4","campaign500_normal_full_v1_s14_s26_112_nutation_mixed_neutral_v1_rect_s23_o222_v00_neutralmixed_mixed_chain","197","normal","","","","","","","0","0","9","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0.85","0","notSolvedLike","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_112_nutation_mixed_neutral_v1_rect_s23_o222_v00_neutralmixed_mixed_chain.asset","F:\Unityproject\ArrowLevel-Hand\Exports\C5V4FSC\Docs\campaign500_rhythm_v4_final_strict_complete_template_replacement_diff.csv"
"WeakOrNoChoke","3.396","nutation_longchain_candidate80_holefix_v1_44_nutation_longchain_spine_v1_rect_c80hf_11_d2_lock_spine","56","normal","","","","","","","0","0","9","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0.849","0","notSolvedLike","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_44_nutation_longchain_spine_v1_rect_c80hf_11_d2_lock_spine.asset","F:\Unityproject\ArrowLevel-Hand\Exports\C5V4FSC\Docs\campaign500_rhythm_v4_final_strict_complete_template_replacement_diff.csv"
"WeakOrNoChoke","3.396","nutation_longchain_candidate80_holefix_v1_44_nutation_longchain_spine_v1_rect_c80hf_11_d2_lock_spine","","","","","79","","True","B","5.29","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.849","0.174","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_44_nutation_longchain_spine_v1_rect_c80hf_11_d2_lock_spine.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\nutation-peel\.codex-run\nutation_longchain_candidate80_holefix_v1_trace_joined.csv"
"WeakOrNoChoke","3.392","nutation_longchain_candidate80_holefix_s3_v1_08_nutation_longchain_spine_v1_rect_c80hf3_02_d1_maze_spine","","","","","57","","True","B","4.6","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.848","0.257","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_08_nutation_longchain_spine_v1_rect_c80hf3_02_d1_maze_spine.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\nutation-peel\.codex-run\nutation_longchain_candidate80_holefix_s3_v1_trace_joined.csv"
"WeakOrNoChoke","3.392","nutation_longchain_candidate80_holefix_s2_v1_07_nutation_longchain_patch_v1_rect_c80hf2_02_d1_maze_patch","","","","","70","","True","B","4.79","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.848","0.226","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_07_nutation_longchain_patch_v1_rect_c80hf2_02_d1_maze_patch.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\nutation-peel\.codex-run\nutation_longchain_strict50_audit.csv"
"WeakOrNoChoke","3.392","nutation_longchain_candidate80_holefix_v1_16_nutation_longchain_spine_v1_rect_c80hf_04_d1_core_spine","","","","","60","","True","A","6.07","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.848","0.261","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_16_nutation_longchain_spine_v1_rect_c80hf_04_d1_core_spine.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\nutation-peel\.codex-run\nutation_longchain_candidate80_holefix_v1_trace_joined.csv"
"WeakOrNoChoke","3.392","nutation_longchain_candidate80_holefix_v1_16_nutation_longchain_spine_v1_rect_c80hf_04_d1_core_spine","227","normal","","","","","","","0","0","8","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0.848","0","notSolvedLike","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_16_nutation_longchain_spine_v1_rect_c80hf_04_d1_core_spine.asset","F:\Unityproject\ArrowLevel-Hand\Exports\C5V4FSC\Docs\campaign500_rhythm_v4_final_strict_complete_template_replacement_diff.csv"
"WeakOrNoChoke","3.388","nutation_hub_spoke_v5_hybrid_06_nutation_hub_spoke_v5_hybrid_rect_hy02_woven_stage_b","","","","","94","","True","B","5.21","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.847","0.232","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubSpokeV5Hybrid/nutation_hub_spoke_v5_hybrid_06_nutation_hub_spoke_v5_hybrid_rect_hy02_woven_stage_b.asset","F:\Unityproject\ArrowLevel-Hand\.worktrees\nutation-peel\.codex-run\nutation_hub_v5_hybrid_review_with_search_smoke1_ranked.csv"
"WeakOrNoChoke","3.388","campaign500_normal_full_v1_s14_s26_101_nutation_mixed_neutral_v1_rect_s22_o212_v01_neutralmixed_mixed_chain","115","normal","","","","","","","0","0","9","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0.847","0","notSolvedLike","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s14_s26/campaign500_normal_full_v1_s14_s26_101_nutation_mixed_neutral_v1_rect_s22_o212_v01_neutralmixed_mixed_chain.asset","F:\Unityproject\ArrowLevel-Hand\Exports\C5V4FSC\Docs\campaign500_rhythm_v4_final_strict_complete_template_replacement_diff.csv"
