"Row","Mode","Order","Section10","StyleHint","DifficultyCode","ExperienceRole","ProfileHint","SpecId","LevelId","AssetPath","Width","Height","Chains","TemplateTargetChains","SpecTargetChains","TargetChainsMin","TargetChainsMax","Arrows","Coverage","OuterBandCoverage","InitialMovableChains","EdgeHeadChains","AvgChain","MaxChain","PortableSolved","PortableOpeners","Attempts","Status","sourceReportCsv","sourceProjectRoot","originalAssetPath","absoluteAssetPath","traceEligible"
"42","layout_soft","237","24","lock","1","Normal","PSG_Normal_lock_NormalOrRecovery_Normal","sgp_pressure_hard_campaign500_layout_soft_l237_lock","campaign500_psg_prod200_c04_o011_s150_n050_42_sgp_pressure_hard_campaign500_layout_soft_l237_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_42_sgp_pressure_hard_campaign500_layout_soft_l237_lock.asset","24","31","97","100","94","89","108","727","0.977","0.980","6","9","7.49","14","True","6","66","Style=PressureCampaignMedium | Score=26082 | TargetInitial=7 | OpeningRatio=0.072 | EarlyChoices=23.3/42 | LocalRun=7 | Jump=6.9 | NearRate=0.74 | Direction=n/a | Peel style=PressureCampaignMedium seed=9864946 fill=727/744(0.977) chains=97 remaining=17 rejectedShort=0 failedPeels=1 | FlipGate=ops=4 initial=7->6 edgeHeads=12->9 earlyChoices=21.5/39 localRun=6 jump=7.1 near=0.71 targetInitial=4","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_42_sgp_pressure_hard_campaign500_layout_soft_l237_lock.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_42_sgp_pressure_hard_campaign500_layout_soft_l237_lock.asset","True"
"43","language_a","239","24","section","4","Peak","PSG_Normal_section_Extreme_Peak","sgp_pressure_hard_campaign500_language_a_l239_section","campaign500_psg_prod200_c04_o011_s150_n050_43_sgp_pressure_hard_campaign500_language_a_l239_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_43_sgp_pressure_hard_campaign500_language_a_l239_section.asset","24","44","139","171","161","154","188","1043","0.988","0.984","3","7","7.50","14","True","3","327","Style=PressureCampaignSectionLang | Score=35606 | TargetInitial=8 | OpeningRatio=0.022 | EarlyChoices=34.3/58 | LocalRun=10 | Jump=6.5 | NearRate=0.81 | Direction=n/a | Peel style=PressureCampaignSectionLang seed=37203001 fill=1043/1056(0.988) chains=139 remaining=13 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_43_sgp_pressure_hard_campaign500_language_a_l239_section.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_43_sgp_pressure_hard_campaign500_language_a_l239_section.asset","True"
"44","language_b","239","24","section","4","Peak","PSG_Normal_section_Extreme_Peak","sgp_pressure_hard_campaign500_language_b_l239_section","campaign500_psg_prod200_c04_o011_s150_n050_44_sgp_pressure_hard_campaign500_language_b_l239_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_44_sgp_pressure_hard_campaign500_language_b_l239_section.asset","24","44","148","171","161","154","188","1046","0.991","0.984","4","15","7.07","14","True","4","298","Style=PressureCampaignSectionLang | Score=38907 | TargetInitial=8 | OpeningRatio=0.027 | EarlyChoices=35.2/54 | LocalRun=10 | Jump=9.5 | NearRate=0.77 | Direction=n/a | Peel style=PressureCampaignSectionLang seed=34176992 fill=1046/1056(0.991) chains=148 remaining=10 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_44_sgp_pressure_hard_campaign500_language_b_l239_section.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_44_sgp_pressure_hard_campaign500_language_b_l239_section.asset","True"
"45","pure_relaxed","239","24","section","4","Peak","PSG_Normal_section_Extreme_Peak","sgp_pressure_hard_campaign500_pure_relaxed_l239_section","campaign500_psg_prod200_c04_o011_s150_n050_45_sgp_pressure_hard_campaign500_pure_relaxed_l239_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_45_sgp_pressure_hard_campaign500_pure_relaxed_l239_section.asset","24","44","132","171","154","154","188","1033","0.978","0.961","5","11","7.83","16","True","5","200","Style=PressureCampaignRelaxed | Score=34960 | TargetInitial=9 | OpeningRatio=0.045 | EarlyChoices=27.7/50 | LocalRun=8 | Jump=12.5 | NearRate=0.68 | Direction=n/a | Peel style=PressureCampaignRelaxed seed=23926212 fill=1033/1056(0.978) chains=132 remaining=23 rejectedShort=0 failedPeels=1 | FlipGate=ops=1 initial=6->5 edgeHeads=12->11 earlyChoices=26.7/50 localRun=8 jump=10.9 near=0.71 targetInitial=5","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_45_sgp_pressure_hard_campaign500_pure_relaxed_l239_section.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_45_sgp_pressure_hard_campaign500_pure_relaxed_l239_section.asset","True"
"46","layout_soft","239","24","section","4","Peak","PSG_Normal_section_Extreme_Peak","sgp_pressure_hard_campaign500_layout_soft_l239_section","campaign500_psg_prod200_c04_o011_s150_n050_46_sgp_pressure_hard_campaign500_layout_soft_l239_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_46_sgp_pressure_hard_campaign500_layout_soft_l239_section.asset","28","37","143","160","150","151","184","1012","0.977","0.963","5","18","7.08","14","True","5","233","Style=PressureCampaignMedium | Score=39584 | TargetInitial=10 | OpeningRatio=0.035 | EarlyChoices=29.3/44 | LocalRun=8 | Jump=7.5 | NearRate=0.77 | Direction=n/a | Peel style=PressureCampaignMedium seed=27391515 fill=1012/1036(0.977) chains=143 remaining=24 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_46_sgp_pressure_hard_campaign500_layout_soft_l239_section.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_46_sgp_pressure_hard_campaign500_layout_soft_l239_section.asset","True"
"47","language_a","240","24","section","1","Recovery","PSG_Normal_section_NormalOrRecovery_Recovery","sgp_pressure_hard_campaign500_language_a_l240_section","campaign500_psg_prod200_c04_o011_s150_n050_47_sgp_pressure_hard_campaign500_language_a_l240_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_47_sgp_pressure_hard_campaign500_language_a_l240_section.asset","20","36","98","117","110","105","129","709","0.985","0.971","2","14","7.23","14","True","2","120","Style=PressureCampaignSectionLang | Score=13991 | TargetInitial=6 | OpeningRatio=0.020 | EarlyChoices=23.6/41 | LocalRun=7 | Jump=5.7 | NearRate=0.65 | Direction=n/a | Peel style=PressureCampaignSectionLang seed=15560845 fill=709/720(0.985) chains=98 remaining=11 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_47_sgp_pressure_hard_campaign500_language_a_l240_section.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_47_sgp_pressure_hard_campaign500_language_a_l240_section.asset","True"
"48","language_b","240","24","section","1","Recovery","PSG_Normal_section_NormalOrRecovery_Recovery","sgp_pressure_hard_campaign500_language_b_l240_section","campaign500_psg_prod200_c04_o011_s150_n050_48_sgp_pressure_hard_campaign500_language_b_l240_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_48_sgp_pressure_hard_campaign500_language_b_l240_section.asset","20","36","100","117","110","105","129","713","0.990","0.986","4","10","7.13","14","True","4","170","Style=PressureCampaignSectionLang | Score=19655 | TargetInitial=6 | OpeningRatio=0.040 | EarlyChoices=27.8/42 | LocalRun=5 | Jump=7.4 | NearRate=0.65 | Direction=n/a | Peel style=PressureCampaignSectionLang seed=20808431 fill=713/720(0.990) chains=100 remaining=7 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_48_sgp_pressure_hard_campaign500_language_b_l240_section.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_48_sgp_pressure_hard_campaign500_language_b_l240_section.asset","True"
"49","pure_relaxed","240","24","section","1","Recovery","PSG_Normal_section_NormalOrRecovery_Recovery","sgp_pressure_hard_campaign500_pure_relaxed_l240_section","campaign500_psg_prod200_c04_o011_s150_n050_49_sgp_pressure_hard_campaign500_pure_relaxed_l240_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_49_sgp_pressure_hard_campaign500_pure_relaxed_l240_section.asset","20","36","88","117","105","105","129","707","0.982","0.986","2","10","8.03","16","True","2","173","Style=PressureCampaignRelaxed | Score=10320 | TargetInitial=6 | OpeningRatio=0.023 | EarlyChoices=26.2/48 | LocalRun=4 | Jump=8.3 | NearRate=0.61 | Direction=n/a | Peel style=PressureCampaignRelaxed seed=21135292 fill=707/720(0.982) chains=88 remaining=13 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_49_sgp_pressure_hard_campaign500_pure_relaxed_l240_section.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_49_sgp_pressure_hard_campaign500_pure_relaxed_l240_section.asset","True"
"50","layout_soft","240","24","section","1","Recovery","PSG_Normal_section_NormalOrRecovery_Recovery","sgp_pressure_hard_campaign500_layout_soft_l240_section","campaign500_psg_prod200_c04_o011_s150_n050_50_sgp_pressure_hard_campaign500_layout_soft_l240_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_50_sgp_pressure_hard_campaign500_layout_soft_l240_section.asset","23","30","96","107","101","101","124","671","0.972","1.000","2","4","6.99","14","True","2","32","Style=PressureCampaignMedium | Score=19579 | TargetInitial=7 | OpeningRatio=0.021 | EarlyChoices=21.9/45 | LocalRun=10 | Jump=6.4 | NearRate=0.65 | Direction=n/a | Peel style=PressureCampaignMedium seed=6377751 fill=671/690(0.972) chains=96 remaining=19 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_50_sgp_pressure_hard_campaign500_layout_soft_l240_section.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_50_sgp_pressure_hard_campaign500_layout_soft_l240_section.asset","True"
"51","language_a","241","25","sweep","1","Recovery","PSG_Normal_sweep_NormalOrRecovery_Recovery","sgp_pressure_hard_campaign500_language_a_l241_sweep","campaign500_psg_prod200_c04_o011_s150_n050_51_sgp_pressure_hard_campaign500_language_a_l241_sweep","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_51_sgp_pressure_hard_campaign500_language_a_l241_sweep.asset","23","42","96","119","102","107","131","965","0.999","1.000","1","12","10.05","16","True","1","220","Style=PressureCampaignSweepLang | Score=36622 | TargetInitial=7 | OpeningRatio=0.010 | EarlyChoices=26.9/66 | LocalRun=6 | Jump=9.1 | NearRate=0.61 | Direction=n/a | Peel style=PressureCampaignSweepLang seed=26070092 fill=965/966(0.999) chains=96 remaining=1 rejectedShort=0 failedPeels=0","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_51_sgp_pressure_hard_campaign500_language_a_l241_sweep.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_51_sgp_pressure_hard_campaign500_language_a_l241_sweep.asset","True"
"52","language_b","241","25","sweep","1","Recovery","PSG_Normal_sweep_NormalOrRecovery_Recovery","sgp_pressure_hard_campaign500_language_b_l241_sweep","","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_52_sgp_pressure_hard_campaign500_language_b_l241_sweep.asset","23","42","0","119","102","107","131","0","0.000","0.000","0","0","0.00","0","False","0","0","LanguageGateMiss style=Sweep chains=90 avg=10.71 max=16 straight=0.878 openers=4 edgeHeads=13 | Style=PressureCampaignSweepLang | Score=32539 | TargetInitial=6 | OpeningRatio=0.044 | EarlyChoices=29.3/53 | LocalRun=7 | Jump=11.1 | NearRate=0.58 | Direction=n/a | Peel style=PressureCampaignSweepLang seed=25452858 fill=964/966(0.998) chains=90 remaining=2 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_52_sgp_pressure_hard_campaign500_language_b_l241_sweep.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_52_sgp_pressure_hard_campaign500_language_b_l241_sweep.asset","False"
"53","language_c","241","25","sweep","1","Recovery","PSG_Normal_sweep_NormalOrRecovery_Recovery","sgp_pressure_hard_campaign500_language_c_l241_sweep","campaign500_psg_prod200_c04_o011_s150_n050_53_sgp_pressure_hard_campaign500_language_c_l241_sweep","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_53_sgp_pressure_hard_campaign500_language_c_l241_sweep.asset","23","42","94","119","102","107","131","964","0.998","1.000","2","5","10.26","16","True","2","71","Style=PressureCampaignSweepLang | Score=41025 | TargetInitial=7 | OpeningRatio=0.021 | EarlyChoices=31.4/59 | LocalRun=10 | Jump=8.0 | NearRate=0.71 | Direction=n/a | Peel style=PressureCampaignSweepLang seed=10488233 fill=964/966(0.998) chains=94 remaining=2 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_53_sgp_pressure_hard_campaign500_language_c_l241_sweep.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_53_sgp_pressure_hard_campaign500_language_c_l241_sweep.asset","True"
"54","pure_relaxed","241","25","sweep","1","Recovery","PSG_Normal_sweep_NormalOrRecovery_Recovery","sgp_pressure_hard_campaign500_pure_relaxed_l241_sweep","campaign500_psg_prod200_c04_o011_s150_n050_54_sgp_pressure_hard_campaign500_pure_relaxed_l241_sweep","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_54_sgp_pressure_hard_campaign500_pure_relaxed_l241_sweep.asset","23","42","114","119","107","107","131","944","0.977","0.971","4","12","8.28","16","True","4","186","Style=PressureCampaignRelaxed | Score=28984 | TargetInitial=8 | OpeningRatio=0.035 | EarlyChoices=32.9/66 | LocalRun=8 | Jump=9.1 | NearRate=0.61 | Direction=n/a | Peel style=PressureCampaignRelaxed seed=22542708 fill=944/966(0.977) chains=114 remaining=22 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_54_sgp_pressure_hard_campaign500_pure_relaxed_l241_sweep.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_54_sgp_pressure_hard_campaign500_pure_relaxed_l241_sweep.asset","True"
"55","layout_soft","241","25","sweep","1","Recovery","PSG_Normal_sweep_NormalOrRecovery_Recovery","sgp_pressure_hard_campaign500_layout_soft_l241_sweep","","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_55_sgp_pressure_hard_campaign500_layout_soft_l241_sweep.asset","27","35","0","119","102","105","128","0","0.000","0.000","0","0","0.00","0","False","0","0","ChainTargetMiss chains=120 target=102 | Style=PressureCampaignMedium | Score=29748 | TargetInitial=8 | OpeningRatio=0.050 | EarlyChoices=30.5/56 | LocalRun=7 | Jump=10.5 | NearRate=0.58 | Direction=n/a | Peel style=PressureCampaignMedium seed=20457378 fill=924/945(0.978) chains=120 remaining=21 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_55_sgp_pressure_hard_campaign500_layout_soft_l241_sweep.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_55_sgp_pressure_hard_campaign500_layout_soft_l241_sweep.asset","False"
"56","language_a","244","25","section","1","Normal","PSG_Normal_section_NormalOrRecovery_Normal","sgp_pressure_hard_campaign500_language_a_l244_section","campaign500_psg_prod200_c04_o011_s150_n050_56_sgp_pressure_hard_campaign500_language_a_l244_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_56_sgp_pressure_hard_campaign500_language_a_l244_section.asset","22","40","111","115","108","103","127","855","0.972","0.974","4","16","7.70","14","True","4","97","Style=PressureCampaignSectionLang | Score=33472 | TargetInitial=7 | OpeningRatio=0.036 | EarlyChoices=22.2/40 | LocalRun=7 | Jump=6.6 | NearRate=0.71 | Direction=n/a | Peel style=PressureCampaignSectionLang seed=13234834 fill=855/880(0.972) chains=111 remaining=25 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_56_sgp_pressure_hard_campaign500_language_a_l244_section.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_56_sgp_pressure_hard_campaign500_language_a_l244_section.asset","True"
"57","language_b","244","25","section","1","Normal","PSG_Normal_section_NormalOrRecovery_Normal","sgp_pressure_hard_campaign500_language_b_l244_section","campaign500_psg_prod200_c04_o011_s150_n050_57_sgp_pressure_hard_campaign500_language_b_l244_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_57_sgp_pressure_hard_campaign500_language_b_l244_section.asset","22","40","112","115","108","103","127","865","0.983","0.966","2","11","7.72","14","True","2","141","Style=PressureCampaignSectionLang | Score=44294 | TargetInitial=7 | OpeningRatio=0.018 | EarlyChoices=24.1/41 | LocalRun=5 | Jump=4.4 | NearRate=0.71 | Direction=n/a | Peel style=PressureCampaignSectionLang seed=17854062 fill=865/880(0.983) chains=112 remaining=15 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c04_o011_s150_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c04_o011_s150_n050/campaign500_psg_prod200_c04_o011_s150_n050_57_sgp_pressure_hard_campaign500_language_b_l244_section.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c04\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c04_o011_s150_n050\campaign500_psg_prod200_c04_o011_s150_n050_57_sgp_pressure_hard_campaign500_language_b_l244_section.asset","True"
