"Row","Mode","Order","Section10","StyleHint","DifficultyCode","ExperienceRole","ProfileHint","SpecId","LevelId","AssetPath","Width","Height","Chains","TemplateTargetChains","SpecTargetChains","TargetChainsMin","TargetChainsMax","Arrows","Coverage","OuterBandCoverage","InitialMovableChains","EdgeHeadChains","AvgChain","MaxChain","PortableSolved","PortableOpeners","Attempts","Status","sourceReportCsv","sourceProjectRoot","originalAssetPath","absoluteAssetPath","traceEligible","traceSelected","traceSelectReason","traceSection","traceSectionBucket","traceCanvasBand","traceModeGroup","traceStaticScore"
"80","language_b","179","18","lock","3","Peak","PSG_Normal_lock_VeryHard_Peak","sgp_pressure_hard_campaign500_language_b_l179_lock","campaign500_psg_prod200_c03_o011_s100_n050_80_sgp_pressure_hard_campaign500_language_b_l179_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_80_sgp_pressure_hard_campaign500_language_b_l179_lock.asset","22","39","113","115","108","103","127","851","0.992","0.991","4","11","7.53","15","True","4","175","Style=PressureCampaignLockLang | Score=38845 | TargetInitial=6 | OpeningRatio=0.044 | EarlyChoices=25.5/44 | LocalRun=7 | Jump=9.8 | NearRate=0.61 | Direction=n/a | Peel style=PressureCampaignLockLang seed=21122741 fill=851/858(0.992) chains=113 remaining=7 rejectedShort=0 failedPeels=1 | FlipGate=ops=1 initial=5->4 edgeHeads=12->11 earlyChoices=21.2/39 localRun=7 jump=7.8 near=0.65 targetInitial=4","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c03_o011_s100_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_80_sgp_pressure_hard_campaign500_language_b_l179_lock.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c03_o011_s100_n050\campaign500_psg_prod200_c03_o011_s100_n050_80_sgp_pressure_hard_campaign500_language_b_l179_lock.asset","True","False","","18","challenge","tall_portrait","language","137.261"
"81","pure_relaxed","179","18","lock","3","Peak","PSG_Normal_lock_VeryHard_Peak","sgp_pressure_hard_campaign500_pure_relaxed_l179_lock","campaign500_psg_prod200_c03_o011_s100_n050_81_sgp_pressure_hard_campaign500_pure_relaxed_l179_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_81_sgp_pressure_hard_campaign500_pure_relaxed_l179_lock.asset","22","39","106","115","103","103","127","838","0.977","0.969","5","9","7.91","16","True","5","48","Style=PressureCampaignRelaxed | Score=33468 | TargetInitial=7 | OpeningRatio=0.047 | EarlyChoices=25.8/53 | LocalRun=11 | Jump=7.3 | NearRate=0.68 | Direction=n/a | Peel style=PressureCampaignRelaxed seed=7834200 fill=838/858(0.977) chains=106 remaining=20 rejectedShort=0 failedPeels=1 | FlipGate=ops=2 initial=5->5 edgeHeads=9->9 earlyChoices=26.0/53 localRun=6 jump=7.6 near=0.61 targetInitial=4","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c03_o011_s100_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_81_sgp_pressure_hard_campaign500_pure_relaxed_l179_lock.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c03_o011_s100_n050\campaign500_psg_prod200_c03_o011_s100_n050_81_sgp_pressure_hard_campaign500_pure_relaxed_l179_lock.asset","True","False","","18","challenge","tall_portrait","pure","133.986"
"82","layout_soft","179","18","lock","3","Peak","PSG_Normal_lock_VeryHard_Peak","sgp_pressure_hard_campaign500_layout_soft_l179_lock","campaign500_psg_prod200_c03_o011_s100_n050_82_sgp_pressure_hard_campaign500_layout_soft_l179_lock","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_82_sgp_pressure_hard_campaign500_layout_soft_l179_lock.asset","26","34","118","119","112","106","131","877","0.992","1.000","2","11","7.43","14","True","2","202","Style=PressureCampaignMedium | Score=34362 | TargetInitial=8 | OpeningRatio=0.017 | EarlyChoices=27.2/41 | LocalRun=15 | Jump=6.1 | NearRate=0.87 | Direction=n/a | Peel style=PressureCampaignMedium seed=23971592 fill=877/884(0.992) chains=118 remaining=7 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c03_o011_s100_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_82_sgp_pressure_hard_campaign500_layout_soft_l179_lock.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c03_o011_s100_n050\campaign500_psg_prod200_c03_o011_s100_n050_82_sgp_pressure_hard_campaign500_layout_soft_l179_lock.asset","True","True","section quota style_canvas","18","challenge","wide_portrait","layout_soft","139.282"
"57","language_a","171","18","dense","1","Recovery","PSG_Normal_dense_NormalOrRecovery_Recovery","sgp_pressure_hard_campaign500_language_a_l171_dense","campaign500_psg_prod200_c03_o011_s100_n050_57_sgp_pressure_hard_campaign500_language_a_l171_dense","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_57_sgp_pressure_hard_campaign500_language_a_l171_dense.asset","22","38","134","108","124","97","119","819","0.980","0.978","4","10","6.11","11","True","4","309","Style=PressureCampaignDenseLang | Score=27717 | TargetInitial=8 | OpeningRatio=0.030 | EarlyChoices=27.4/44 | LocalRun=6 | Jump=5.6 | NearRate=0.68 | Direction=n/a | Peel style=PressureCampaignDenseLang seed=34943219 fill=819/836(0.980) chains=134 remaining=17 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c03_o011_s100_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_57_sgp_pressure_hard_campaign500_language_a_l171_dense.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c03_o011_s100_n050\campaign500_psg_prod200_c03_o011_s100_n050_57_sgp_pressure_hard_campaign500_language_a_l171_dense.asset","True","False","","18","normal","tall_portrait","language","135.243"
"58","language_b","171","18","dense","1","Recovery","PSG_Normal_dense_NormalOrRecovery_Recovery","sgp_pressure_hard_campaign500_language_b_l171_dense","campaign500_psg_prod200_c03_o011_s100_n050_58_sgp_pressure_hard_campaign500_language_b_l171_dense","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_58_sgp_pressure_hard_campaign500_language_b_l171_dense.asset","22","38","135","108","124","97","119","820","0.981","0.964","5","10","6.07","11","True","5","367","Style=PressureCampaignDenseLang | Score=22379 | TargetInitial=8 | OpeningRatio=0.037 | EarlyChoices=32.0/46 | LocalRun=9 | Jump=6.9 | NearRate=0.71 | Direction=n/a | Peel style=PressureCampaignDenseLang seed=41028361 fill=820/836(0.981) chains=135 remaining=16 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c03_o011_s100_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_58_sgp_pressure_hard_campaign500_language_b_l171_dense.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c03_o011_s100_n050\campaign500_psg_prod200_c03_o011_s100_n050_58_sgp_pressure_hard_campaign500_language_b_l171_dense.asset","True","False","","18","normal","tall_portrait","language","134.856"
"59","language_c","171","18","dense","1","Recovery","PSG_Normal_dense_NormalOrRecovery_Recovery","sgp_pressure_hard_campaign500_language_c_l171_dense","campaign500_psg_prod200_c03_o011_s100_n050_59_sgp_pressure_hard_campaign500_language_c_l171_dense","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_59_sgp_pressure_hard_campaign500_language_c_l171_dense.asset","22","38","131","108","124","97","119","813","0.972","0.955","5","7","6.21","11","True","5","69","Style=PressureCampaignDenseLang | Score=24032 | TargetInitial=8 | OpeningRatio=0.053 | EarlyChoices=33.7/46 | LocalRun=9 | Jump=5.8 | NearRate=0.81 | Direction=n/a | Peel style=PressureCampaignDenseLang seed=9830321 fill=813/836(0.972) chains=131 remaining=23 rejectedShort=0 failedPeels=1 | FlipGate=ops=2 initial=7->5 edgeHeads=9->7 earlyChoices=29.8/41 localRun=9 jump=5.5 near=0.74 targetInitial=5","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c03_o011_s100_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_59_sgp_pressure_hard_campaign500_language_c_l171_dense.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c03_o011_s100_n050\campaign500_psg_prod200_c03_o011_s100_n050_59_sgp_pressure_hard_campaign500_language_c_l171_dense.asset","True","False","","18","normal","tall_portrait","language","135.166"
"66","language_a","174","18","maze","1","Recovery","PSG_Normal_maze_NormalOrRecovery_Recovery","sgp_pressure_hard_campaign500_language_a_l174_maze","campaign500_psg_prod200_c03_o011_s100_n050_66_sgp_pressure_hard_campaign500_language_a_l174_maze","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_66_sgp_pressure_hard_campaign500_language_a_l174_maze.asset","19","36","107","95","100","85","105","675","0.987","0.985","6","10","6.31","11","True","6","227","Style=PressureCampaignMazeLang | Score=19454 | TargetInitial=6 | OpeningRatio=0.056 | EarlyChoices=23.2/37 | LocalRun=8 | Jump=6.1 | NearRate=0.65 | Direction=n/a | Peel style=PressureCampaignMazeLang seed=26438054 fill=675/684(0.987) chains=107 remaining=9 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c03_o011_s100_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_66_sgp_pressure_hard_campaign500_language_a_l174_maze.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c03_o011_s100_n050\campaign500_psg_prod200_c03_o011_s100_n050_66_sgp_pressure_hard_campaign500_language_a_l174_maze.asset","True","True","section quota style_canvas","18","normal","tall_portrait","language","136.428"
"67","language_b","174","18","maze","1","Recovery","PSG_Normal_maze_NormalOrRecovery_Recovery","sgp_pressure_hard_campaign500_language_b_l174_maze","campaign500_psg_prod200_c03_o011_s100_n050_67_sgp_pressure_hard_campaign500_language_b_l174_maze","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_67_sgp_pressure_hard_campaign500_language_b_l174_maze.asset","19","36","108","95","100","85","105","665","0.972","0.975","5","8","6.16","11","True","5","268","Style=PressureCampaignMazeLang | Score=3677 | TargetInitial=6 | OpeningRatio=0.056 | EarlyChoices=31.6/55 | LocalRun=8 | Jump=6.4 | NearRate=0.68 | Direction=n/a | Peel style=PressureCampaignMazeLang seed=30742815 fill=665/684(0.972) chains=108 remaining=19 rejectedShort=0 failedPeels=1 | FlipGate=ops=1 initial=6->5 edgeHeads=9->8 earlyChoices=30.8/60 localRun=6 jump=6.5 near=0.65 targetInitial=4","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c03_o011_s100_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_67_sgp_pressure_hard_campaign500_language_b_l174_maze.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c03_o011_s100_n050\campaign500_psg_prod200_c03_o011_s100_n050_67_sgp_pressure_hard_campaign500_language_b_l174_maze.asset","True","False","","18","normal","tall_portrait","language","134.582"
"68","language_c","174","18","maze","1","Recovery","PSG_Normal_maze_NormalOrRecovery_Recovery","sgp_pressure_hard_campaign500_language_c_l174_maze","campaign500_psg_prod200_c03_o011_s100_n050_68_sgp_pressure_hard_campaign500_language_c_l174_maze","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_68_sgp_pressure_hard_campaign500_language_c_l174_maze.asset","19","36","111","95","100","85","105","668","0.977","0.975","4","5","6.02","11","True","4","289","Style=PressureCampaignMazeLang | Score=12292 | TargetInitial=7 | OpeningRatio=0.054 | EarlyChoices=25.2/43 | LocalRun=7 | Jump=6.9 | NearRate=0.61 | Direction=n/a | Peel style=PressureCampaignMazeLang seed=32953344 fill=668/684(0.977) chains=111 remaining=16 rejectedShort=0 failedPeels=1 | FlipGate=ops=2 initial=6->4 edgeHeads=7->5 earlyChoices=22.5/38 localRun=9 jump=5.3 near=0.74 targetInitial=4","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c03_o011_s100_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_68_sgp_pressure_hard_campaign500_language_c_l174_maze.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c03_o011_s100_n050\campaign500_psg_prod200_c03_o011_s100_n050_68_sgp_pressure_hard_campaign500_language_c_l174_maze.asset","True","False","","18","normal","tall_portrait","language","134.986"
"69","pure_relaxed","174","18","maze","1","Recovery","PSG_Normal_maze_NormalOrRecovery_Recovery","sgp_pressure_hard_campaign500_pure_relaxed_l174_maze","campaign500_psg_prod200_c03_o011_s100_n050_69_sgp_pressure_hard_campaign500_pure_relaxed_l174_maze","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_69_sgp_pressure_hard_campaign500_pure_relaxed_l174_maze.asset","19","36","85","95","85","85","105","667","0.975","0.951","3","11","7.85","16","True","3","110","Style=PressureCampaignRelaxed | Score=17192 | TargetInitial=6 | OpeningRatio=0.035 | EarlyChoices=25.8/52 | LocalRun=4 | Jump=8.7 | NearRate=0.52 | Direction=n/a | Peel style=PressureCampaignRelaxed seed=14216991 fill=667/684(0.975) chains=85 remaining=17 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c03_o011_s100_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_69_sgp_pressure_hard_campaign500_pure_relaxed_l174_maze.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c03_o011_s100_n050\campaign500_psg_prod200_c03_o011_s100_n050_69_sgp_pressure_hard_campaign500_pure_relaxed_l174_maze.asset","True","False","","18","normal","tall_portrait","pure","133.216"
"70","layout_soft","174","18","maze","1","Recovery","PSG_Normal_maze_NormalOrRecovery_Recovery","sgp_pressure_hard_campaign500_layout_soft_l174_maze","campaign500_psg_prod200_c03_o011_s100_n050_70_sgp_pressure_hard_campaign500_layout_soft_l174_maze","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_70_sgp_pressure_hard_campaign500_layout_soft_l174_maze.asset","23","30","99","95","100","86","106","674","0.977","0.964","3","13","6.81","12","True","3","426","Style=PressureCampaignCompact | Score=19391 | TargetInitial=7 | OpeningRatio=0.030 | EarlyChoices=22.5/44 | LocalRun=9 | Jump=6.2 | NearRate=0.81 | Direction=n/a | Peel style=PressureCampaignCompact seed=14808434 fill=674/690(0.977) chains=99 remaining=16 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c03_o011_s100_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_70_sgp_pressure_hard_campaign500_layout_soft_l174_maze.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c03_o011_s100_n050\campaign500_psg_prod200_c03_o011_s100_n050_70_sgp_pressure_hard_campaign500_layout_soft_l174_maze.asset","True","False","","18","normal","wide_portrait","layout_soft","134.188"
"71","language_a","175","18","section","1","Normal","PSG_Normal_section_NormalOrRecovery_Normal","sgp_pressure_hard_campaign500_language_a_l175_section","campaign500_psg_prod200_c03_o011_s100_n050_71_sgp_pressure_hard_campaign500_language_a_l175_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_71_sgp_pressure_hard_campaign500_language_a_l175_section.asset","20","33","87","92","86","83","101","651","0.986","0.985","1","4","7.48","14","True","1","141","Style=PressureCampaignSectionLang | Score=23901 | TargetInitial=5 | OpeningRatio=0.011 | EarlyChoices=24.9/50 | LocalRun=9 | Jump=6.3 | NearRate=0.65 | Direction=n/a | Peel style=PressureCampaignSectionLang seed=17477583 fill=651/660(0.986) chains=87 remaining=9 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c03_o011_s100_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_71_sgp_pressure_hard_campaign500_language_a_l175_section.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c03_o011_s100_n050\campaign500_psg_prod200_c03_o011_s100_n050_71_sgp_pressure_hard_campaign500_language_a_l175_section.asset","True","False","","18","normal","tall_portrait","language","131.719"
"72","language_b","175","18","section","1","Normal","PSG_Normal_section_NormalOrRecovery_Normal","sgp_pressure_hard_campaign500_language_b_l175_section","campaign500_psg_prod200_c03_o011_s100_n050_72_sgp_pressure_hard_campaign500_language_b_l175_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_72_sgp_pressure_hard_campaign500_language_b_l175_section.asset","20","33","85","92","86","83","101","649","0.983","0.980","3","8","7.64","14","True","3","163","Style=PressureCampaignSectionLang | Score=17927 | TargetInitial=5 | OpeningRatio=0.035 | EarlyChoices=26.5/51 | LocalRun=9 | Jump=8.7 | NearRate=0.55 | Direction=n/a | Peel style=PressureCampaignSectionLang seed=19792497 fill=649/660(0.983) chains=85 remaining=11 rejectedShort=0 failedPeels=1","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c03_o011_s100_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_72_sgp_pressure_hard_campaign500_language_b_l175_section.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c03_o011_s100_n050\campaign500_psg_prod200_c03_o011_s100_n050_72_sgp_pressure_hard_campaign500_language_b_l175_section.asset","True","False","","18","normal","tall_portrait","language","136.239"
"73","pure_relaxed","175","18","section","1","Normal","PSG_Normal_section_NormalOrRecovery_Normal","sgp_pressure_hard_campaign500_pure_relaxed_l175_section","campaign500_psg_prod200_c03_o011_s100_n050_73_sgp_pressure_hard_campaign500_pure_relaxed_l175_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_73_sgp_pressure_hard_campaign500_pure_relaxed_l175_section.asset","20","33","83","92","83","83","101","648","0.982","0.995","4","9","7.81","16","True","4","132","Style=PressureCampaignRelaxed | Score=15803 | TargetInitial=6 | OpeningRatio=0.048 | EarlyChoices=24.0/57 | LocalRun=5 | Jump=6.9 | NearRate=0.65 | Direction=n/a | Peel style=PressureCampaignRelaxed seed=16557792 fill=648/660(0.982) chains=83 remaining=12 rejectedShort=0 failedPeels=1 | FlipGate=ops=2 initial=4->4 edgeHeads=10->9 earlyChoices=23.6/57 localRun=5 jump=7.1 near=0.61 targetInitial=3","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c03_o011_s100_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_73_sgp_pressure_hard_campaign500_pure_relaxed_l175_section.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c03_o011_s100_n050\campaign500_psg_prod200_c03_o011_s100_n050_73_sgp_pressure_hard_campaign500_pure_relaxed_l175_section.asset","True","False","","18","normal","tall_portrait","pure","134.52"
"74","layout_soft","175","18","section","1","Normal","PSG_Normal_section_NormalOrRecovery_Normal","sgp_pressure_hard_campaign500_layout_soft_l175_section","campaign500_psg_prod200_c03_o011_s100_n050_74_sgp_pressure_hard_campaign500_layout_soft_l175_section","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_74_sgp_pressure_hard_campaign500_layout_soft_l175_section.asset","22","29","88","88","83","80","98","623","0.976","0.963","6","8","7.08","14","True","6","272","Style=PressureCampaignMedium | Score=11102 | TargetInitial=6 | OpeningRatio=0.080 | EarlyChoices=25.0/43 | LocalRun=7 | Jump=5.9 | NearRate=0.77 | Direction=n/a | Peel style=PressureCampaignMedium seed=31228970 fill=623/638(0.976) chains=88 remaining=15 rejectedShort=0 failedPeels=1 | FlipGate=ops=2 initial=7->6 edgeHeads=10->8 earlyChoices=25.1/43 localRun=7 jump=6.2 near=0.74 targetInitial=4","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Reports\Campaign500\PSGNormal\campaign500_psg_normal_prod200_c03_o011_s100_n050_report.csv","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03","Assets/ArrowMagic/SOData/Levels/Campaign500PSGNormal/Chunks/prod200_c03_o011_s100_n050/campaign500_psg_prod200_c03_o011_s100_n050_74_sgp_pressure_hard_campaign500_layout_soft_l175_section.asset","D:\Unityproject\ArrowLevel-Hand-campaign500-psg-normal-c03\Assets\ArrowMagic\SOData\Levels\Campaign500PSGNormal\Chunks\prod200_c03_o011_s100_n050\campaign500_psg_prod200_c03_o011_s100_n050_74_sgp_pressure_hard_campaign500_layout_soft_l175_section.asset","True","True","section quota style_canvas","18","normal","wide_portrait","layout_soft","136.772"
